t_ms,tof1_mm,tof2_mm,tof3_mm,tof4_mm,roll_deg,pitch_deg,acc_z_dyn_mps2,log_vz_mps,log_height_mm,opt_height_mm,opt_vz_mps,ref_mm,valid_cnt,accept_cnt,flags
100340,632.912537,573.638000,608.582275,655.051147,3.140636,-3.306000,0.170815,-0.080537,622.166321,624.876774,-0.006872,,4,4,
100350,636.880493,574.631409,604.598999,653.055603,3.146605,-3.328361,-2.833554,-0.079272,621.493835,624.257937,-0.008444,620.739746,4,4,
100360,638.784668,575.610168,602.598938,653.055603,3.152242,-3.343872,-1.298004,-0.077254,620.912964,623.737812,-0.009688,620.691803,4,4,
100370,638.784668,575.631348,600.566406,653.055603,3.133438,-3.356036,-0.914992,-0.076198,620.251282,623.116733,-0.011186,619.675537,4,4,
100380,636.752991,575.631348,600.566406,653.051208,3.123606,-3.358590,-0.285710,-0.076008,619.509277,622.382618,-0.012964,618.659698,4,4,
100390,632.752686,575.623657,599.587036,652.121643,3.078454,-3.338628,0.171851,-0.079072,618.427490,621.275490,-0.015757,616.169861,4,4,
100400,632.752686,575.623657,599.772644,652.121643,3.055933,-3.340786,-0.063028,-0.080336,617.504089,620.348120,-0.017956,616.262665,4,4,
100410,632.656799,572.542175,598.799805,654.324097,3.024704,-3.363345,1.338906,-0.080987,616.632385,619.477783,-0.019930,,4,4,
100420,636.712524,572.542175,598.799805,654.324097,3.006634,-3.402881,-0.586509,-0.076812,616.260864,619.133587,-0.020344,,4,4,
100430,632.656799,572.542175,597.770081,650.392700,2.986814,-3.427702,0.366064,-0.076012,615.576721,618.392532,-0.021880,615.213440,4,4,
100440,633.501709,574.535095,595.772705,649.448547,2.963393,-3.417220,-0.906192,-0.075426,614.878113,617.653272,-0.023367,614.637207,4,4,
100450,633.494995,577.497498,591.851074,646.514465,2.957117,-3.417810,0.126947,-0.077296,613.927551,616.665701,-0.025521,612.673035,4,4,
100460,633.501709,577.497498,589.868896,646.514465,2.935944,-3.401281,-0.607883,-0.079475,612.925781,615.644471,-0.027710,611.685303,4,4,
100470,634.462280,578.455933,589.868896,650.570984,2.923528,-3.417340,-2.055225,-0.080179,612.057190,614.799217,-0.029333,612.165588,4,4,
100480,634.462280,575.450989,587.958801,650.570984,2.896480,-3.439437,-0.824858,-0.080833,611.186768,613.943618,-0.030939,611.210540,4,4,
100490,634.462280,576.396729,587.958801,647.645996,2.827338,-3.470428,-0.666974,-0.079943,610.471863,613.231857,-0.032089,611.210540,4,4,
100500,635.274719,575.450989,586.048279,645.956909,2.761828,-3.507012,-0.062292,-0.078610,609.812439,612.560767,-0.033090,610.661499,4,4,
100510,635.274719,576.396729,586.048279,645.807495,2.692265,-3.516558,-0.591564,-0.076514,609.246399,611.973834,-0.033821,610.661499,4,4,
100520,639.030212,584.250610,587.250366,645.956909,2.678259,-3.520954,-0.475706,-0.070641,609.097961,611.820521,-0.033293,613.140289,4,4,
100530,638.015747,584.262451,587.250366,647.189880,2.645847,-3.513514,0.312569,-0.065670,608.913452,611.587023,-0.033009,612.633057,4,4,
100540,639.030212,584.250610,587.250366,647.189880,2.609929,-3.507520,-0.922167,-0.059710,608.882568,611.483545,-0.032361,613.140289,4,4,
100550,641.926392,585.128540,580.505798,641.368286,2.564792,-3.513114,-0.411407,-0.052338,609.059509,611.538884,-0.031279,613.248413,4,4,
100560,641.926392,583.050415,584.661194,641.368286,2.489743,-3.500722,-0.624779,-0.046054,609.195923,611.518439,-0.030443,613.014740,4,4,
100570,640.878235,583.050415,580.839355,641.368286,2.416103,-3.486034,0.314822,-0.041427,609.221252,611.353579,-0.030045,611.964325,4,4,
100580,640.878235,582.849182,581.080139,640.807373,2.325715,-3.446895,0.802875,-0.037072,609.264282,611.196323,-0.029635,611.828278,4,4,
100590,645.738037,582.849182,581.080139,640.650391,2.227212,-3.424354,-1.436564,-0.033868,609.229980,610.980291,-0.029406,611.749787,4,4,
100600,645.738037,584.726074,581.080139,636.161255,2.133908,-3.393970,-0.948626,-0.032656,609.018555,610.568603,-0.029742,610.443665,4,4,
100610,645.695496,594.441589,575.547363,634.003723,2.028922,-3.345440,-1.102008,-0.023550,609.648132,611.001721,-0.027655,614.222656,4,4,
100620,644.673523,594.441589,571.982727,634.430908,1.972770,-3.319157,-1.193473,-0.014423,610.370972,611.473660,-0.025516,614.436249,4,4,
100630,644.660034,594.441589,571.982727,634.430908,1.902357,-3.269178,-0.265004,-0.006462,611.062622,611.886704,-0.023607,614.436249,4,4,
100640,644.660034,598.159607,571.982727,636.617554,1.843999,-3.227471,-0.091643,0.005631,612.267761,612.801486,-0.020319,617.388580,4,4,
100650,641.720947,599.246826,570.593994,636.704346,1.779624,-3.168172,1.657787,0.016832,613.500183,613.750216,-0.017028,617.975586,4,4,
100660,641.720947,598.159607,566.386047,636.704346,1.716638,-3.108794,0.994336,0.026002,614.631348,614.514618,-0.014357,617.431977,4,4,
100670,641.720947,599.833557,565.013672,636.704346,1.644871,-3.067973,1.253028,0.034625,615.796753,615.341150,-0.011585,618.268951,4,4,
100680,643.738953,599.833557,565.013672,635.045837,1.541706,-3.002717,0.028655,0.040553,616.765442,615.872967,-0.009735,617.439697,4,4,
100690,643.738953,602.667297,567.299927,635.045837,1.474936,-2.959545,0.181474,0.047010,617.848938,616.562308,-0.007487,618.856567,4,4,
100700,644.745300,602.667297,568.486145,636.137878,1.426960,-2.915307,-0.306922,0.052471,618.892456,617.239098,-0.005340,619.402587,4,4,
100710,642.732483,604.406311,568.486145,636.137878,1.382978,-2.893783,-0.359417,0.056650,619.856018,617.992276,-0.003035,620.272094,4,4,
100720,644.745300,604.406311,565.922180,636.377441,1.308727,-2.871363,-0.024316,0.060745,620.852478,618.668878,-0.001015,620.391876,4,4,
100730,648.551392,609.191345,560.765991,636.377441,1.222535,-2.879782,0.900003,0.068313,622.254639,619.717075,0.002009,,4,4,single_outlier
100740,650.391113,609.191345,563.168823,636.700317,1.132013,-2.905792,1.056933,0.073346,623.466187,620.600346,0.004475,,4,4,
100750,649.241760,609.092896,560.328369,636.700317,1.027785,-2.916918,-0.426996,0.076937,624.576660,621.377267,0.006567,,4,4,single_outlier
100760,650.391113,609.092896,560.328369,636.700317,0.929617,-2.931157,-0.110232,0.078692,625.530273,622.028106,0.008239,,4,4,single_outlier
100770,652.899292,612.841675,559.468079,636.241699,0.827467,-2.961790,-0.774761,0.081705,626.633606,622.887124,0.010458,,4,4,single_outlier
100780,653.085327,616.719666,558.677795,639.051575,0.716902,-3.013735,0.572025,0.089056,628.222534,624.269333,0.014108,,4,4,single_outlier
100790,652.899292,616.719666,558.585449,636.241699,0.588880,-3.070623,0.368971,0.091191,629.337219,625.165945,0.016267,,4,4,single_outlier
100800,650.393677,611.339600,549.800110,639.902588,0.470669,-3.130952,1.277436,0.091906,630.324280,625.861010,0.017788,,4,4,single_outlier
100810,647.847839,609.202515,549.800110,639.902588,0.346646,-3.191669,0.465445,0.088661,630.902588,626.270548,0.018450,,4,4,single_outlier
100820,647.847839,609.202515,549.058228,640.127625,0.232220,-3.247193,0.631438,0.084852,631.389282,626.646553,0.018997,,4,4,single_outlier
100830,648.374023,605.076233,549.170349,640.127625,0.123766,-3.277614,-0.892388,0.078218,631.541138,626.645722,0.018452,,4,4,single_outlier
100840,652.178284,605.076233,549.170349,639.664185,0.032817,-3.308879,0.217361,0.071072,631.572998,626.574398,0.017721,,4,4,single_outlier
100850,652.178284,605.817871,549.170349,635.825073,-0.061014,-3.340587,-0.766408,0.060863,631.211792,626.140769,0.015975,,4,4,single_outlier
100860,652.768921,610.687256,556.373230,639.664185,-0.147090,-3.386135,-0.483982,0.057386,631.455322,626.502524,0.016553,,4,4,single_outlier
100870,652.980469,610.687256,556.373230,640.964294,-0.241937,-3.429820,-1.045945,0.054797,631.757263,626.933392,0.017311,,4,4,single_outlier
100880,653.543701,611.333435,556.373230,640.964294,-0.339114,-3.476648,0.246030,0.052284,632.041382,627.349725,0.018006,,4,4,single_outlier
100890,653.543701,608.464233,555.494690,638.287231,-0.436529,-3.509585,0.326947,0.044790,631.777405,627.188646,0.017031,,4,4,single_outlier
100900,651.100403,611.333435,551.640808,638.287231,-0.518892,-3.542328,0.663480,0.040761,631.802246,627.359451,0.017032,,4,4,single_outlier
100910,651.100403,611.995117,551.640808,635.444885,-0.582938,-3.568316,0.433710,0.034577,631.560486,627.279848,0.016318,,4,4,single_outlier
100920,653.610168,611.995117,551.684143,638.752869,-0.634683,-3.601633,1.025830,0.031952,631.630615,627.522135,0.016544,,4,4,single_outlier
100930,653.610168,611.995117,555.688904,634.813110,-0.667050,-3.620228,0.708305,0.024774,631.196411,627.291752,0.015413,,4,4,single_outlier
100940,651.527527,609.835205,556.698425,634.813110,-0.703614,-3.628867,1.211493,0.016567,630.582520,626.896556,0.013844,,4,4,single_outlier
100950,651.527527,617.873169,556.732910,631.872375,-0.719506,-3.631287,1.333110,0.013230,630.397705,627.015917,0.013789,,4,4,single_outlier
100960,649.456543,614.759888,556.732910,631.872375,-0.743562,-3.627778,1.349047,0.007679,629.947144,626.825689,0.012852,,4,4,single_outlier
100970,653.403687,614.759888,553.795227,630.916870,-0.736999,-3.623729,0.787309,0.002327,629.461975,626.572089,0.011760,,4,4,single_outlier
100980,648.432861,614.759888,552.795532,632.889648,-0.717529,-3.630622,0.367090,-0.000084,629.232117,626.591579,0.011480,,4,4,single_outlier
100990,648.432861,615.851013,547.767517,630.916870,-0.693418,-3.654834,0.641999,-0.002055,629.024292,626.556943,0.011053,,4,4,single_outlier
101000,645.433044,615.872986,547.767517,632.889648,-0.681295,-3.660309,0.065604,-0.003694,628.831604,626.734229,0.011244,,4,4,single_outlier
101010,644.465027,615.872986,554.578735,627.828796,-0.649383,-3.676823,1.055907,-0.010178,628.113831,626.304491,0.009695,,4,4,single_outlier
101020,644.465027,616.929504,554.578735,630.776794,-0.608125,-3.700592,0.239373,-0.012564,627.761536,626.344451,0.009532,,4,4,single_outlier
101030,644.465027,619.001709,551.486633,627.828796,-0.569093,-3.736611,1.222953,-0.014639,627.417969,626.302201,0.009139,,4,4,single_outlier
101040,638.487854,619.001709,549.373535,630.776794,-0.531599,-3.771799,0.618340,-0.016812,627.043396,626.495144,0.009429,,4,4,single_outlier
101050,637.496582,618.156311,549.373535,632.697876,-0.498078,-3.800880,0.356138,-0.018110,626.738953,626.672120,0.009665,,4,4,single_outlier
101060,638.487854,617.223755,549.259155,632.697876,-0.455173,-3.806419,-0.220682,-0.018887,626.476318,626.817135,0.009803,,4,4,single_outlier
101070,636.573303,615.347107,550.158630,630.611023,-0.426354,-3.816617,0.363408,-0.022956,625.860229,626.543122,0.008740,,4,4,single_outlier
101080,637.607910,615.347107,552.947693,625.586304,-0.387953,-3.828736,-0.353570,-0.029224,624.972595,625.863632,0.006549,,4,4,single_outlier
101090,636.638367,621.460144,552.947693,625.586304,-0.351961,-3.843353,-0.877198,-0.030347,624.562439,625.774401,0.006107,,4,4,single_outlier
101100,636.638367,621.460144,544.888794,623.541992,-0.307782,-3.840748,-1.663907,-0.031019,624.188416,625.613580,0.005473,,4,4,single_outlier
101110,636.638367,619.531616,544.830627,620.440674,-0.282887,-3.856747,-2.553351,-0.034484,623.514343,625.030099,0.003650,,4,4,single_outlier
101120,636.702332,617.575562,544.766663,620.440674,-0.287718,-3.861791,-0.713523,-0.037991,622.801331,624.352891,0.001610,,4,4,single_outlier
101130,641.677673,617.575562,539.775879,616.421021,-0.291663,-3.865579,-1.116834,-0.039754,622.236267,623.426084,-0.001084,,4,4,single_outlier
101140,637.649109,617.575562,539.775879,623.414001,-0.302871,-3.876404,-0.021054,-0.037605,622.064392,623.365063,-0.001227,,4,4,single_outlier
101150,637.649109,619.566650,541.741028,620.458801,-0.305396,-3.892921,-0.350776,-0.036238,621.831909,623.193319,-0.001683,,4,4,single_outlier
101160,637.649109,617.558533,541.741028,621.451538,-0.295740,-3.914601,0.819234,-0.035153,621.583435,622.953612,-0.002319,,4,4,single_outlier
101170,634.600708,616.665466,541.741028,621.451538,-0.252909,-3.945675,-0.359918,-0.035809,621.163025,622.660580,-0.003090,,4,4,single_outlier
101180,636.644531,615.589844,538.377930,621.451538,-0.167037,-3.988423,1.190277,-0.034882,620.902344,622.348580,-0.003893,,4,4,single_outlier
101190,634.600708,616.665466,539.255249,621.296204,-0.103096,-4.003588,3.193135,-0.034096,620.635986,622.164216,-0.004309,,4,4,single_outlier
101200,631.832458,614.018188,539.168213,621.296204,-0.037030,-3.998165,2.052448,-0.036064,620.088440,621.702077,-0.005506,,4,4,single_outlier
101210,631.025879,614.089233,539.168213,621.209290,0.025123,-3.946253,1.987638,-0.037494,619.577637,621.269402,-0.006585,,4,4,single_outlier
101220,631.025879,614.089233,539.168213,623.105652,0.090554,-3.892621,0.331225,-0.036710,619.285034,621.049626,-0.007025,,4,4,single_outlier
101230,627.232849,614.163208,534.181641,623.833252,0.105339,-3.850198,-0.440981,-0.036338,618.957031,620.727114,-0.007746,,4,4,single_outlier
101240,626.489929,615.164734,539.169617,623.833252,0.174051,-3.821630,-2.103819,-0.035867,618.643066,620.443357,-0.008335,,4,4,single_outlier
101250,622.345642,615.164734,538.111023,620.724854,0.252192,-3.789204,0.798906,-0.039211,617.933228,619.731042,-0.010132,,4,4,single_outlier
101260,626.489929,613.546326,538.111023,614.373474,0.395531,-3.761987,1.077527,-0.044260,617.011047,618.841092,-0.012385,,4,4,single_outlier
101270,623.121704,612.701111,532.950500,612.610107,0.511188,-3.742675,0.672463,-0.050530,615.910095,617.751754,-0.015144,,4,4,single_outlier
101280,623.121704,612.723694,532.950500,614.373474,0.541362,-3.700413,-1.369961,-0.053478,615.095215,616.980524,-0.016915,,4,4,single_outlier
101290,623.121704,612.701111,532.804932,615.115967,0.566730,-3.689239,-2.204061,-0.054382,614.465515,616.399970,-0.018090,,4,4,single_outlier
101300,622.243591,608.762024,533.829651,616.046875,0.576532,-3.675412,-1.169630,-0.056788,613.669006,615.659817,-0.019688,,4,4,single_outlier
101310,621.382690,606.804932,530.815674,618.999146,0.601240,-3.670576,-0.980696,-0.057146,613.063538,615.097442,-0.020732,,4,4,single_outlier
101320,616.363770,606.773315,530.866150,617.054321,0.566302,-3.660595,-0.423069,-0.060767,612.111938,614.166680,-0.022799,,4,4,single_outlier
101330,621.115540,606.804932,530.866150,617.054321,0.449637,-3.702286,-0.624469,-0.059771,611.608887,613.713402,-0.023443,,4,4,single_outlier
101340,616.363770,605.754517,531.973450,612.524841,0.297843,-3.753900,-0.125893,-0.064528,610.511658,612.635769,-0.025852,,4,4,single_outlier
101350,621.115540,608.240784,533.114563,612.524841,0.165791,-3.786849,-0.825005,-0.063028,610.023926,612.212301,-0.026323,,4,4,single_outlier
101360,617.425232,603.225952,533.114563,615.733521,0.133185,-3.835333,0.944366,-0.064011,609.290405,611.522952,-0.027541,,4,4,single_outlier
101370,617.425232,603.225952,521.243530,615.733521,0.118326,-3.850014,1.844467,-0.062016,608.859802,611.048201,-0.028110,,4,4,single_outlier
101380,612.387451,603.225952,520.164307,613.830750,0.131781,-3.884871,1.392911,-0.063474,608.086487,610.201454,-0.029727,,4,4,single_outlier
101390,611.344360,603.210693,521.141663,613.830750,0.124915,-3.902293,3.973430,-0.064365,607.358215,609.425394,-0.031095,,4,4,single_outlier
101400,611.344360,601.257690,521.141663,613.830750,0.129813,-3.909512,1.494036,-0.065229,606.623840,608.658754,-0.032397,,4,4,single_outlier
101410,610.359009,601.247437,521.141663,611.848572,0.146539,-3.889676,0.480699,-0.066622,605.825256,607.831415,-0.033835,,4,4,single_outlier
101420,610.359009,601.189392,521.302979,611.845215,0.108210,-3.824808,0.272210,-0.066639,605.157288,607.148325,-0.034820,,4,4,single_outlier
101430,610.359009,598.280396,516.538818,607.904663,0.050632,-3.744898,-0.247127,-0.069201,604.221985,606.163600,-0.036638,,4,4,single_outlier
101440,610.487671,601.189392,517.689453,611.845215,0.037459,-3.667832,-0.776729,-0.065746,603.892700,605.819016,-0.036576,,4,4,single_outlier
101450,610.487671,602.025452,516.538818,607.904663,0.066296,-3.607047,-1.887867,-0.063521,603.468750,605.341660,-0.036895,,4,4,single_outlier
101460,607.920898,602.025452,512.838623,605.755615,0.089285,-3.541379,-0.632638,-0.063027,602.885559,604.664894,-0.037774,,4,4,single_outlier
101470,606.005615,600.030884,508.768921,605.755615,0.066979,-3.478037,0.103523,-0.063455,602.210327,603.879902,-0.038938,,4,4,single_outlier
101480,607.920898,594.975708,511.133087,605.762024,0.041276,-3.411304,1.178498,-0.065115,601.401550,603.009398,-0.040313,,4,4,single_outlier
101490,610.282104,594.975708,506.990112,607.753906,0.047191,-3.301685,1.067180,-0.062022,601.075195,602.619338,-0.040275,,4,4,single_outlier
101500,610.282104,591.908752,503.320282,605.762024,0.058482,-3.229638,2.133231,-0.061101,600.551575,601.994761,-0.040909,,4,4,single_outlier
101510,607.499756,591.835144,501.425140,605.666077,0.010691,-3.148631,2.856084,-0.060790,599.973267,601.307976,-0.041702,,4,4,single_outlier
101520,602.578247,591.835144,501.425140,605.666077,-0.021242,-3.079759,-1.005769,-0.062620,599.173096,600.411424,-0.043073,,4,4,single_outlier
101530,605.633972,598.526367,500.629639,605.666077,-0.058517,-3.012081,-0.468110,-0.056536,599.185791,600.348905,-0.042021,,4,4,single_outlier
101540,603.652832,598.526367,500.107666,605.674072,-0.106855,-2.959892,-0.764176,-0.051779,599.119873,600.175955,-0.041314,,4,4,single_outlier
101550,603.652832,598.422974,491.964417,607.794922,-0.162362,-2.938809,1.550907,-0.044602,599.355713,600.235910,-0.039962,,4,4,single_outlier
101560,603.652832,594.198425,497.382538,609.885742,-0.239033,-2.910162,1.460127,-0.040310,599.360291,600.094840,-0.039224,,4,4,single_outlier
101570,598.611572,594.198425,488.496399,607.794922,-0.285015,-2.887294,-2.038818,-0.039457,599.046753,599.564331,-0.039619,,4,4,single_outlier
101580,605.534241,594.198425,492.588074,609.003418,-0.336633,-2.872732,-1.037625,-0.033283,599.300415,599.668724,-0.038188,,4,4,single_outlier
101590,604.392151,594.025879,492.588074,606.062378,-0.377284,-2.869109,-0.253640,-0.030308,599.279907,599.483990,-0.037625,,4,4,single_outlier
101600,606.330322,594.025879,492.588074,609.003418,-0.399176,-2.884215,-0.445170,-0.024294,599.608276,599.662716,-0.036040,,4,4,single_outlier
101610,606.330322,595.933838,495.735474,613.172302,-0.455712,-2.883938,-1.148094,-0.015750,600.262451,600.185808,-0.033515,,4,4,single_outlier
101620,606.330322,595.933838,491.660339,613.172302,-0.503919,-2.892219,-0.825099,-0.007870,600.932373,600.662139,-0.031197,,4,4,single_outlier
101630,604.034302,595.775452,490.937500,606.253479,-0.592431,-2.881298,-0.408825,-0.006995,600.945557,600.459564,-0.030884,,4,4,single_outlier
101640,604.034302,595.775452,490.937500,606.253479,-0.672360,-2.871307,-0.112956,-0.006160,600.963379,600.299059,-0.030460,,4,4,single_outlier
101650,604.818481,596.494202,492.062408,603.569458,-0.746064,-2.862400,0.964538,-0.006291,600.888000,600.086677,-0.030197,,4,4,single_outlier
101660,604.818481,596.494202,492.062408,607.470215,-0.813911,-2.863839,-0.156071,-0.003793,601.087402,600.178628,-0.029071,,4,4,single_outlier
101670,602.603943,594.263977,487.376434,610.651611,-0.883327,-2.858554,0.874813,-0.001964,601.241516,600.194384,-0.028196,,4,4,single_outlier
101680,602.603943,594.263977,486.556274,610.739990,-0.979319,-2.826645,0.327443,-0.000261,601.400635,600.226266,-0.027299,,4,4,single_outlier
101690,603.432007,595.966675,487.376434,612.843079,-1.060174,-2.784736,0.937365,0.003876,601.832458,600.556676,-0.025575,,4,4,single_outlier
101700,603.432007,595.966675,489.915222,612.843079,-1.145892,-2.734692,0.095129,0.006802,602.178406,600.816772,-0.024101,,4,4,single_outlier
101710,603.432007,595.629761,496.715393,610.061279,-1.212954,-2.693162,-0.191178,0.006205,602.183655,600.788924,-0.023492,,4,4,single_outlier
101720,610.305542,595.629761,489.915222,610.061279,-1.260007,-2.650158,-0.452871,0.011146,602.764648,601.296944,-0.021370,,4,4,single_outlier
101730,610.328125,595.489197,492.295563,610.061279,-1.288560,-2.606231,0.139387,0.014567,603.235291,601.698031,-0.019613,,4,4,single_outlier
101740,610.305542,594.304077,492.295563,609.100403,-1.298548,-2.571511,-0.025767,0.015763,603.506531,601.891954,-0.018499,,4,4,single_outlier
101750,605.373596,594.304077,492.295563,604.099548,-1.321309,-2.534589,-0.283088,0.010022,603.061401,601.388995,-0.019407,,4,4,single_outlier
101760,605.373596,596.197021,495.357727,604.099548,-1.351557,-2.502922,0.208999,0.005892,602.727905,601.079689,-0.019736,,4,4,single_outlier
101770,607.382141,597.122009,495.530151,604.099548,-1.398274,-2.457420,-0.467824,0.004260,602.615479,601.022382,-0.019336,,4,4,single_outlier
101780,607.382141,597.122009,495.658569,602.143921,-1.436956,-2.436829,0.002507,0.001507,602.369019,600.840783,-0.019303,,4,4,single_outlier
101790,607.347534,598.855957,496.797150,602.143921,-1.473455,-2.427691,-0.909262,0.000179,602.244629,600.804357,-0.018855,,4,4,single_outlier
101800,607.347534,598.855957,498.841492,602.278625,-1.521387,-2.436340,-0.191331,-0.001099,602.112244,600.772600,-0.018407,,4,4,single_outlier
101810,608.126953,600.723877,498.841492,603.213623,-1.554213,-2.445150,-2.362861,0.000232,602.241028,600.999153,-0.017234,,4,4,single_outlier
101820,608.126953,600.723877,499.916260,603.322876,-1.603966,-2.453731,-0.647258,0.001227,602.347778,601.189440,-0.016198,,4,4,single_outlier
101830,607.963013,599.643250,499.916260,603.322876,-1.628173,-2.465548,-1.241931,0.001194,602.356628,601.263386,-0.015524,,4,4,single_outlier
101840,607.963013,599.643250,499.916260,602.492004,-1.678296,-2.475578,0.090611,0.000581,602.304199,601.269274,-0.015063,,4,4,single_outlier
101850,607.963013,596.612427,499.974396,597.432739,-1.721424,-2.482957,0.290852,-0.005344,601.687805,600.705214,-0.016245,,4,4,single_outlier
101860,609.854736,595.459656,505.053528,595.557190,-1.774080,-2.495386,0.537720,-0.011711,600.965820,600.106925,-0.017490,,4,4,single_outlier
101870,611.528503,595.459656,506.007416,594.628601,-1.821838,-2.515442,1.355580,-0.016513,600.344482,599.562579,-0.018545,,4,4,single_outlier
101880,615.641785,595.373779,505.053528,594.628601,-1.864304,-2.537057,0.591890,-0.017862,600.037659,599.125078,-0.019266,,4,4,single_outlier
101890,611.528503,597.153564,502.139923,594.760986,-1.915259,-2.552101,1.683919,-0.019127,599.726196,598.966120,-0.019169,,4,4,single_outlier
101900,610.217285,597.153564,502.139923,594.760986,-1.946912,-2.567127,0.064770,-0.020558,599.384705,598.790299,-0.019124,,4,4,single_outlier
101910,610.217285,597.153564,503.152679,588.884827,-1.991717,-2.575880,1.005647,-0.025253,598.686096,598.125904,-0.020476,,4,4,single_outlier
101920,615.051392,598.104248,509.223175,580.954102,-2.025424,-2.574803,-0.252505,-0.031280,597.800720,596.900644,-0.023392,,4,4,single_outlier
101930,615.051392,600.917175,509.223175,570.027405,-2.045975,-2.567471,0.068278,-0.041337,596.431946,595.233442,-0.027487,,4,4,single_outlier
101940,613.039856,600.917175,509.223175,570.027405,-2.050181,-2.555539,-0.465865,-0.049219,595.191040,593.822000,-0.030734,,4,4,single_outlier
101950,613.028381,600.917175,510.280060,585.997742,-2.023161,-2.560014,-0.689058,-0.045071,595.134399,594.049071,-0.029207,,4,4,single_outlier
101960,613.039856,600.983887,512.233459,585.997742,-2.002698,-2.547834,-0.495654,-0.041151,595.095215,594.235512,-0.027840,,4,4,single_outlier
101970,609.251648,600.983887,512.233459,587.967346,-1.952930,-2.540034,-1.426818,-0.037951,595.019836,594.568012,-0.026095,,4,4,single_outlier
101980,616.135864,600.983887,512.174622,589.871460,-1.912640,-2.517465,-1.198149,-0.029922,595.483276,595.055784,-0.023955,,4,4,single_outlier
101990,609.251648,602.127136,510.190430,589.871460,-1.851742,-2.502829,-1.504962,-0.025275,595.671997,595.491416,-0.022026,,4,4,single_outlier
102000,615.646790,605.223877,512.174622,583.637878,-1.763153,-2.504561,-0.385285,-0.019848,595.989075,595.664584,-0.020902,,4,4,single_outlier
102010,608.815125,605.223877,509.911896,579.539978,-1.674912,-2.504864,-0.650856,-0.020680,595.703247,595.452404,-0.020911,,4,4,single_outlier
102020,614.949219,603.546875,511.753357,583.637878,-1.575267,-2.526824,-0.219795,-0.016778,595.906189,595.482117,-0.020229,,4,4,single_outlier
102030,608.815125,602.900879,509.911896,582.341492,-1.490489,-2.543790,-1.181560,-0.017421,595.670837,595.336670,-0.020066,,4,4,single_outlier
102040,614.187561,602.051514,508.502563,582.341492,-1.410788,-2.559245,-0.546659,-0.015165,595.733521,595.157416,-0.020005,,4,4,single_outlier
102050,612.353943,602.900879,508.502563,567.274231,-1.306674,-2.569614,-1.328945,-0.022391,594.823059,593.870604,-0.023110,,4,4,single_outlier
102060,614.187561,605.430481,515.345825,559.161926,-1.194010,-2.574808,-0.102280,-0.032669,593.519958,592.400955,-0.026649,,4,4,single_outlier
102070,617.532410,606.635681,519.188477,546.038757,-1.071798,-2.575000,0.370630,-0.047951,591.588623,590.301411,-0.031886,,4,4,
102080,618.938477,605.430481,519.188477,530.898804,-0.961744,-2.564706,-0.366765,-0.068974,588.901733,587.370305,-0.039350,,4,4,
102090,619.736694,605.967651,520.028259,522.755798,-0.870642,-2.571249,0.646543,-0.090857,585.914307,584.233600,-0.047188,,4,4,
102100,619.216919,603.815552,518.609314,514.647949,-0.770351,-2.586875,-0.290035,-0.111339,582.855164,581.120721,-0.054733,,4,4,
102110,620.077332,602.298950,518.609314,514.647949,-0.688330,-2.618135,0.694022,-0.131124,579.664246,578.099475,-0.061802,,4,4,
102120,621.296204,602.145996,518.285828,522.426025,-0.603152,-2.647592,-0.035961,-0.148530,576.525391,575.422443,-0.067685,,4,4,
102130,621.296204,601.455444,517.450073,522.426025,-0.527164,-2.684833,-1.152505,-0.163557,573.462341,572.952716,-0.072807,,4,4,
102140,620.496643,593.718811,518.285828,525.326721,-0.467713,-2.709947,-1.076513,-0.180606,570.036621,570.224448,-0.078522,,4,4,
102150,620.496643,592.610352,521.831360,531.112305,-0.400949,-2.753931,-2.524368,-0.191782,567.057068,568.072765,-0.082426,,4,4,
102160,623.526184,586.953613,521.994873,532.174500,-0.356824,-2.793817,-1.245611,-0.203770,563.880493,565.710467,-0.086820,,4,4,single_outlier
102170,624.511536,585.860779,528.610657,542.064209,-0.331323,-2.825281,-1.576957,-0.205424,561.669067,564.354993,-0.088213,,4,4,single_outlier
102180,623.526184,584.125244,528.697144,543.047974,-0.285622,-2.886014,-1.147834,-0.204386,559.723816,563.161633,-0.089102,,4,4,
102190,624.511536,584.016541,529.446777,550.940186,-0.217840,-2.923146,0.166714,-0.193663,558.805908,562.926567,-0.087228,,4,4,
102200,627.605225,581.255615,529.446777,558.823364,-0.135114,-2.944142,-0.748920,-0.176460,558.675537,563.284671,-0.083712,,4,4,
102210,627.605225,580.394836,531.286926,554.714722,-0.046884,-2.967502,-1.522336,-0.164509,558.165771,563.096730,-0.081858,,4,4,single_outlier
102220,627.605225,576.546509,533.961975,558.823364,0.008780,-2.951271,-1.964102,-0.151012,557.937927,563.000124,-0.079795,,4,4,
102230,628.806213,575.745300,533.961975,564.491150,0.090906,-2.958282,-2.828680,-0.132362,558.386047,563.457173,-0.076209,,4,4,
102240,630.912109,575.745300,532.683289,564.608826,0.162428,-2.948195,-1.074080,-0.114892,558.896729,563.858153,-0.072886,,4,4,single_outlier
102250,633.146606,578.839111,530.622253,569.370850,0.222757,-2.931278,-1.667867,-0.091132,560.242615,565.026496,-0.067465,,4,4,
102260,634.252808,578.839111,532.683289,573.263733,0.303676,-2.935899,-1.094398,-0.066432,561.924866,566.412465,-0.061578,,4,4,
