t_ms,tof1_mm,tof2_mm,tof3_mm,tof4_mm,roll_deg,pitch_deg,acc_z_dyn_mps2,log_vz_mps,log_height_mm,opt_height_mm,opt_vz_mps,ref_mm,valid_cnt,accept_cnt,flags
9001,113.054352,120.204231,108.695679,118.828201,0.127255,-1.818789,-0.042533,-0.002454,115.874725,115.195616,0.000000,115.941277,4,4,
9010,113.054352,120.204231,108.679840,121.845688,0.126327,-1.835197,-0.241874,-0.002235,115.873177,115.350469,0.000492,116.629291,4,4,
9020,111.034241,121.194519,104.663544,118.828201,0.105469,-1.840134,-0.351920,-0.005795,115.477066,115.076530,-0.000305,114.931221,4,4,
9030,111.034241,121.194519,104.663544,121.845688,0.082492,-1.837119,-0.324916,-0.007087,115.283485,115.003903,-0.000504,116.114380,4,4,
9040,111.941414,121.137291,104.746094,122.912262,0.067231,-1.839415,-0.142196,-0.007032,115.218307,115.045383,-0.000371,116.539353,4,4,
9050,112.966209,119.126251,105.725731,123.936813,0.059425,-1.838912,-0.074951,-0.006418,115.212532,115.127005,-0.000127,116.046230,4,4,
9060,111.941414,119.127594,107.755005,123.936813,0.058150,-1.841908,-0.018282,-0.005402,115.255035,115.238015,0.000194,115.534504,4,4,
9070,108.926544,119.127594,107.755005,123.925682,0.069650,-1.832373,-0.271506,-0.005953,115.143135,115.174558,0.000007,114.027069,4,4,
9080,108.926544,120.136330,106.749947,123.878227,0.086555,-1.811504,-0.461334,-0.006275,115.049789,115.122724,-0.000142,114.531437,4,4,
9090,112.003555,121.133301,106.749947,123.925682,0.068380,-1.762849,-0.927367,-0.004411,115.182732,115.291275,0.000344,116.568428,4,4,
9100,113.034775,121.999672,108.896652,125.851936,0.064749,-1.715384,0.533452,-0.000055,115.595985,115.724961,0.001573,117.517224,4,4,
9110,113.077957,122.999939,110.894562,125.851936,0.062281,-1.719433,1.185025,0.004873,116.112930,116.233698,0.002982,118.038948,4,4,
9120,113.077957,121.999672,110.894562,125.814285,0.039917,-1.728786,0.370204,0.008235,116.514656,116.599336,0.003941,117.538815,4,4,
9130,113.077957,122.999939,110.894562,121.914391,0.030660,-1.767200,0.265383,0.009435,116.723030,116.757115,0.004280,117.496174,4,4,
9140,111.034584,124.030083,109.856331,121.914391,0.035268,-1.784974,-1.709720,0.009223,116.795135,116.781077,0.004226,116.474487,4,4,
9150,110.960197,125.003693,109.803741,122.867210,0.073052,-1.782162,-1.286770,0.009726,116.940186,116.889546,0.004415,116.913703,4,4,
9160,110.960197,125.113022,109.803741,123.770149,0.116033,-1.751629,-2.872871,0.010428,117.111061,117.028693,0.004686,117.365173,4,4,
9170,112.119102,125.113022,109.803741,123.770149,0.176498,-1.697508,-0.580834,0.011350,117.312187,117.201058,0.005045,117.944626,4,4,
9180,113.272789,124.144348,110.701027,124.621628,0.270657,-1.622656,-5.781410,0.012800,117.577919,117.439703,0.005583,118.708568,4,4,
9190,114.747757,124.144348,110.701027,126.163307,0.352187,-1.516290,-1.759100,0.015158,117.953583,117.787012,0.006415,119.446052,4,4,
9200,115.500313,125.206284,108.707344,126.163307,0.501270,-1.382931,2.432443,0.016742,118.271431,118.067973,0.007035,120.353298,4,4,
9210,116.124817,126.279282,108.643272,126.163307,0.616697,-1.260297,7.388869,0.018488,118.622147,118.381162,0.007729,121.144062,4,4,
9220,116.124817,126.279282,108.643272,128.487442,0.752420,-1.169675,3.160117,0.020611,119.029976,118.750935,0.008564,121.202049,4,4,
9230,118.438477,124.415459,110.518204,130.912048,0.844956,-1.050275,-1.246660,0.024113,119.603775,119.286667,0.009850,121.426968,4,4,
9240,121.018211,124.415459,112.518959,131.182953,0.980141,-0.964536,-2.604545,0.028826,120.339752,119.975602,0.011537,122.716835,4,4,
9250,121.314781,129.589478,114.414848,131.612335,1.089253,-0.889877,-2.038265,0.035744,121.354416,120.930538,0.013936,125.452130,4,4,
9260,121.559883,130.730255,116.336403,131.612335,1.229043,-0.836188,-2.437335,0.042138,122.383286,121.875999,0.016239,126.145069,4,4,
9270,124.964577,130.730255,118.185928,132.363602,1.334929,-0.844487,-0.884026,0.049448,123.572151,122.964881,0.018886,127.847416,4,4,
9280,124.964577,134.030304,123.012642,134.936630,1.382063,-0.910878,1.851779,0.059352,125.106575,124.387605,0.022412,129.497441,4,4,
9290,124.964577,134.889343,123.012642,135.850250,1.430253,-0.899242,3.303990,0.066920,126.494774,125.632612,0.025328,129.926960,4,4,
9300,125.036316,137.084747,123.788528,136.936798,1.490013,-0.832380,2.392991,0.073626,127.868065,126.851850,0.028088,130.986557,4,4,
9310,129.198196,139.981918,123.788528,138.682922,1.486001,-0.736033,-1.923412,0.081835,129.466293,128.299318,0.031421,133.940559,4,4,
9320,129.198196,143.945770,125.906693,144.426483,1.526131,-0.653898,-4.233556,0.092196,131.372574,130.046028,0.035514,136.571983,4,4,
9330,129.305450,143.945770,133.036942,144.579819,1.524698,-0.570916,-2.660470,0.102474,133.373703,131.873876,0.039722,138.491356,4,4,
9340,133.551544,148.849228,133.937515,145.191544,1.577514,-0.515016,-3.514916,0.113712,135.578430,133.901631,0.044381,139.564529,4,4,
9350,135.690613,148.849228,135.019592,148.334610,1.568165,-0.449177,-3.222646,0.123615,137.755310,135.877700,0.048759,142.012611,4,4,
9360,140.751831,148.861298,137.157532,155.128235,1.599320,-0.366282,-3.780645,0.135846,140.275711,138.199597,0.053999,144.806565,4,4,
9370,141.891479,153.723160,139.108887,155.986328,1.584975,-0.265225,-2.204019,0.147182,142.824432,140.531428,0.059119,147.807320,4,4,
9380,147.035950,156.587952,148.292099,155.986328,1.553413,-0.183193,-3.167049,0.162205,145.873703,143.371119,0.065543,152.139213,4,4,
9390,150.984436,158.450073,151.434418,159.893234,1.532516,-0.097429,-2.900929,0.177307,149.081482,146.344690,0.072167,154.942246,4,4,
9400,153.059113,162.321915,151.434418,160.784500,1.457713,-0.043331,-2.697423,0.189007,152.083038,149.095477,0.077964,156.921807,4,4,
9410,158.100937,165.029526,154.564240,160.839172,1.397535,-0.008387,-1.044686,0.200071,155.134872,151.900743,0.083752,159.470055,4,4,
9420,159.012177,165.154144,149.016998,161.892334,1.322194,0.012404,-1.931132,0.203393,157.484406,153.975643,0.087287,160.452256,4,4,
9430,163.899323,169.898071,161.070618,167.983627,1.293322,0.023118,-0.859461,0.215574,160.797272,157.110720,0.093750,165.941475,4,4,
9440,165.927444,172.844269,158.304749,175.014282,1.147663,0.031133,-1.567479,0.225355,163.980057,160.073833,0.099538,169.385856,4,4,
9450,169.700485,177.422974,161.070618,179.229462,1.016979,0.047745,-1.848712,0.236175,167.369690,163.250580,0.105770,173.561730,4,4,
9460,171.532928,181.626999,164.523026,179.411652,0.892725,0.055905,-2.823787,0.244898,170.647400,166.327103,0.111538,175.472290,4,4,
9470,176.363861,183.235382,166.827515,182.592407,0.804731,0.030871,-2.440655,0.253024,173.949600,169.438010,0.117240,179.478134,4,4,
9480,177.041672,185.137726,170.721497,186.929169,0.724837,-0.014995,-2.183255,0.259703,177.181107,172.505294,0.122654,181.089699,4,4,
9490,179.208786,196.039032,171.896118,188.754883,0.646538,-0.082949,-0.808413,0.267463,180.592987,175.763582,0.128459,183.981834,4,4,
9500,187.850204,196.074387,174.936951,195.280014,0.618403,-0.182022,-1.242923,0.277722,184.344818,179.440728,0.135295,191.565109,4,4,
9510,188.695694,198.083649,177.865570,197.124878,0.529499,-0.272034,-0.425599,0.284223,187.804596,182.744300,0.140868,192.910286,4,4,
9520,191.275635,198.110641,181.895859,200.702988,0.474385,-0.364543,0.760467,0.288845,191.132111,185.944817,0.145987,194.693138,4,4,
9530,192.462875,201.107361,184.871582,203.515747,0.350310,-0.433122,1.398653,0.291720,194.322433,189.036540,0.150650,196.785118,4,4,
9540,200.014679,204.006409,187.978165,205.966141,0.297065,-0.505805,0.933680,0.296303,197.720901,192.367133,0.155862,202.010544,4,4,
9550,201.851761,205.003250,189.972946,211.126602,0.240092,-0.598555,-1.004681,0.299003,200.967377,195.561594,0.160535,203.427505,4,4,
9560,201.851761,210.025345,197.948837,213.314377,0.240803,-0.704499,-0.058977,0.302479,204.322449,198.916198,0.165533,205.938553,4,4,
9570,203.659241,210.142899,200.822403,214.429642,0.264616,-0.838671,-0.049711,0.302297,207.328079,201.931909,0.169420,206.901070,4,4,
9580,207.284958,215.323700,202.627060,218.539948,0.292119,-0.976420,1.443263,0.303445,210.471619,205.106124,0.173649,211.304329,4,4,
9590,208.409775,216.512787,208.419983,224.646698,0.346083,-1.123592,1.263770,0.305177,213.687881,208.378271,0.178036,212.466385,4,4,
9600,212.184891,222.748093,212.160324,226.788025,0.406434,-1.271083,1.891690,0.308410,217.079193,211.837590,0.182833,217.466492,4,4,
9610,215.060577,225.991470,212.889481,230.721848,0.510461,-1.419338,2.114690,0.310248,220.356308,215.158439,0.187098,220.526024,4,4,
9620,219.091019,227.297333,217.146439,231.784546,0.640238,-1.584513,0.990041,0.310918,223.529053,218.401367,0.191017,223.194176,4,4,
9630,220.040604,232.018524,217.548492,236.756134,0.780516,-1.744705,1.455528,0.310793,226.625183,221.549226,0.194554,226.029564,4,4,
9640,224.038391,232.653442,223.268539,236.756134,0.955131,-1.895142,-0.142841,0.309704,229.618683,224.638340,0.197821,228.345916,4,4,
9650,227.093781,233.418030,223.727768,239.703461,1.133122,-2.000055,0.694296,0.306351,232.363663,227.491906,0.200322,230.255905,4,4,
9660,227.093781,238.769516,227.854691,242.162582,1.347193,-2.087931,-1.101160,0.303579,235.136169,230.387005,0.202870,233.312104,4,4,
9670,231.206955,238.769516,229.404633,242.411621,1.521103,-2.137113,0.451456,0.298354,237.623291,233.026294,0.204615,234.988236,4,4,
9680,233.565750,240.153488,231.064209,243.650192,1.715020,-2.164351,-0.468933,0.291624,239.900162,235.483679,0.205790,236.859619,4,4,
9690,238.789032,245.949112,234.445984,246.930328,1.862296,-2.189071,0.615631,0.289197,242.561600,238.354438,0.208112,242.369072,4,4,
9700,240.952927,246.725342,235.713882,249.429596,2.023641,-2.201471,0.180221,0.284935,245.006027,241.001048,0.209728,243.839135,4,4,
9710,243.149567,249.342163,238.163025,254.957123,2.153046,-2.199694,0.135640,0.282161,247.564178,243.761419,0.211623,246.245865,4,4,
9720,243.149567,250.171310,240.949677,254.957123,2.282361,-2.183518,0.297824,0.276241,249.764175,246.162562,0.212437,246.660438,4,4,
9730,242.688629,252.491638,242.755020,1300.000000,2.386892,-2.155577,0.659983,0.263519,251.190750,247.806742,0.211065,242.755020,3,3,
9740,242.688629,252.600555,242.755020,1300.000000,2.456565,-2.113136,2.761475,0.248283,252.226181,249.113321,0.208767,242.755020,3,3,
9750,247.826370,255.724304,243.616852,266.188812,2.537935,-2.087580,0.911173,0.245525,254.419388,251.605956,0.209924,251.775337,4,4,
9760,250.959656,256.642944,244.452087,266.188812,2.569113,-2.055519,2.163031,0.241066,256.406433,253.866023,0.210384,253.801300,4,4,
9770,250.959656,255.724304,248.371307,264.043701,2.607226,-2.055224,0.588691,0.233182,257.989258,255.716043,0.209659,253.341980,4,4,
9780,250.092255,258.727966,248.434906,264.043701,2.608608,-2.053602,1.755360,0.223620,259.317108,257.308809,0.208219,254.410110,4,4,
9790,250.092255,257.818542,250.367737,268.016418,2.627759,-2.069784,0.720070,0.213952,260.538177,258.805544,0.206546,254.093140,4,4,
9800,251.076309,258.835236,250.367737,271.026672,2.628733,-2.087334,1.990787,0.204502,261.685455,260.188812,0.204597,254.955773,4,4,
9810,253.094482,258.835236,251.236938,269.022858,2.644154,-2.106810,2.124221,0.193475,262.572662,261.372473,0.202134,255.964859,4,4,
9820,255.987091,258.873932,251.220520,269.093048,2.624448,-2.144840,2.214300,0.182391,263.343567,262.449129,0.199434,257.430512,4,4,
9830,256.061920,258.929047,251.236938,269.093048,2.622803,-2.191437,1.626688,0.170120,263.878998,263.294598,0.196152,257.495483,4,4,
9840,255.987091,263.877136,254.100754,269.093048,2.600588,-2.262699,1.268521,0.160875,264.609528,264.345250,0.193549,259.932114,4,4,
9850,253.805405,263.022095,254.100754,270.139038,2.587284,-2.342792,1.500127,0.149452,265.018799,265.061013,0.190064,258.561424,4,4,
9860,253.805405,263.960480,253.019226,268.459625,2.571418,-2.432837,1.325652,0.136673,265.171539,265.518997,0.185943,258.882943,4,4,
9870,257.535217,263.150574,251.835938,272.588593,2.546418,-2.533627,1.422725,0.126589,265.479462,266.143923,0.182415,260.342895,4,4,
9880,259.190674,263.150574,251.835938,270.722260,2.534150,-2.651049,0.304605,0.116040,265.637695,266.605300,0.178522,261.170624,4,4,
9890,259.190674,261.325989,251.835938,272.588593,2.504982,-2.774733,0.115416,0.105317,265.672241,266.938561,0.174373,260.258331,4,4,
9900,254.747147,261.325989,254.456680,271.085541,2.461351,-2.914675,-0.404162,0.093074,265.439850,266.996502,0.169557,258.036568,4,4,
9910,254.747147,262.395935,254.456680,275.874420,2.366018,-3.057510,-0.072612,0.084232,265.442169,267.197606,0.165287,258.571541,4,4,
9920,257.072876,262.405823,255.417160,271.085541,2.262647,-3.211742,0.319116,0.074907,265.305389,267.348383,0.160995,259.739350,4,4,
9930,258.418732,264.386108,255.417160,269.990662,2.154691,-3.354826,0.563163,0.067182,265.243286,267.551533,0.156976,261.402420,4,4,
9940,258.344574,262.405823,254.398315,268.689148,2.011045,-3.492029,0.304552,0.057573,264.906219,267.451799,0.152206,260.375199,4,4,
9950,258.726959,260.326385,252.465942,266.715271,1.859019,-3.622577,-0.038407,0.046102,264.277466,267.037993,0.146675,259.526672,4,4,
9960,258.344574,260.326385,254.398315,266.715271,1.670349,-3.743862,-0.169619,0.036747,263.756256,266.739111,0.141630,259.335480,4,4,
9970,255.536469,261.938416,252.465942,267.512878,1.489624,-3.863704,-0.829737,0.027579,263.161072,266.363218,0.136510,258.737443,4,4,
9980,255.119446,262.082367,257.854523,268.120514,1.282711,-3.984729,-0.908682,0.022414,262.894470,266.307885,0.132451,259.968445,4,4,
9990,252.666397,263.608215,253.969986,270.933228,1.115693,-4.092929,-0.920285,0.016999,262.550049,266.152387,0.128223,258.789101,4,4,
10000,252.666397,263.608215,257.854523,271.283783,0.898164,-4.204511,1.039898,0.014341,262.440979,266.203245,0.124704,260.731369,4,4,
10010,255.799332,260.303497,260.127960,273.706543,0.747008,-4.345823,1.025653,0.013841,262.531830,266.423564,0.121771,260.215728,4,4,
10020,255.799332,260.303497,260.127960,273.706543,0.612680,-4.469350,-1.137366,0.013177,262.600525,266.576161,0.118728,260.215728,4,4,
10030,255.689728,261.200836,251.119598,270.584991,0.535411,-4.602096,-3.862697,0.007181,262.102722,266.119202,0.114030,258.445282,4,4,
10040,253.008530,261.207428,251.119598,270.365082,0.445747,-4.730042,-4.819793,0.000880,261.512939,265.574236,0.109215,257.107979,4,4,
10050,255.689728,261.200836,258.039001,270.584991,0.381065,-4.857404,-3.496265,0.000427,261.474121,265.578165,0.106106,259.619918,4,4,
10060,253.809448,260.200775,258.039001,269.193878,0.328510,-4.987831,-2.388074,-0.001955,261.228302,265.342353,0.102400,259.119888,4,4,
10070,256.077454,259.266907,256.674896,273.003754,0.313929,-5.099673,-0.806249,-0.002244,261.178436,265.305264,0.099369,257.970901,4,4,
10080,259.478668,260.200775,256.561493,269.193878,0.313857,-5.172962,-1.539783,-0.001996,261.182007,265.278754,0.096454,259.839721,4,4,
10090,262.343445,262.308716,256.674896,272.386688,0.322986,-5.259997,-0.872087,0.002244,261.607208,265.659306,0.094785,262.326080,4,4,
10100,259.478668,263.445129,258.266663,270.454773,0.324154,-5.346656,0.348285,0.004615,261.878632,265.843725,0.092604,261.461899,4,4,
10110,259.079559,263.445129,258.266663,270.454773,0.344583,-5.455985,1.284739,0.006221,262.093353,265.953040,0.090271,261.262344,4,4,
10120,254.939987,263.445129,255.077728,269.505219,0.361738,-5.571792,0.816650,0.003455,261.865173,265.612817,0.086719,259.261429,4,4,
10130,258.800537,263.784515,255.077728,269.505219,0.397125,-5.679518,-1.320578,0.003208,261.873749,265.523319,0.083986,261.292526,4,4,
10140,258.800537,264.890442,255.403870,271.643433,0.409354,-5.816251,-0.231753,0.004615,262.053558,265.613688,0.081844,261.845489,4,4,
10150,259.439026,264.890442,261.610931,274.555450,0.462896,-5.959881,-0.222866,0.010230,262.689301,266.149789,0.081038,263.250687,4,4,
10160,260.588806,266.058319,262.839661,273.616882,0.516150,-6.038812,-1.010825,0.015879,263.384674,266.708645,0.080319,264.448990,4,4,
10170,261.290131,266.186707,262.839661,274.640991,0.573213,-6.141156,-2.297213,0.020927,264.073547,267.239511,0.079541,264.513184,4,4,
10180,261.290131,266.334991,258.398987,273.616882,0.590828,-6.252887,1.012854,0.022029,264.398560,267.392890,0.077707,263.812561,4,4,
10190,261.290131,266.431976,258.398987,276.692505,0.580392,-6.342836,2.109589,0.023875,264.812653,267.654663,0.076234,263.861054,4,4,
10200,261.830505,266.566162,261.053497,273.738251,0.601912,-6.440493,1.876483,0.025200,265.190552,267.873599,0.074682,264.198333,4,4,
10210,262.955902,266.566162,262.242065,276.665070,0.664218,-6.508433,0.253838,0.028180,265.755463,268.294374,0.073750,264.761032,4,4,
10220,263.792633,266.566162,262.832458,276.665070,0.768381,-6.589184,-0.765371,0.030713,266.303253,268.694813,0.072787,265.179398,4,4,
10230,266.800385,268.880402,262.832458,277.547119,0.859605,-6.655267,-0.710565,0.035224,267.083954,269.328300,0.072518,267.840394,4,4,
10240,267.777374,269.048523,262.286530,278.400909,0.917228,-6.743537,2.836142,0.038843,267.816162,269.905381,0.072094,268.412948,4,4,
10250,269.709961,269.048523,262.286530,278.400909,0.972780,-6.821947,3.125028,0.041977,268.533722,270.465011,0.071634,269.379242,4,4,
10260,269.709961,268.312958,263.815521,276.356018,1.002848,-6.871903,-0.472340,0.043080,269.069336,270.842459,0.070665,269.011460,4,4,
10270,268.580627,268.312958,265.483826,276.356018,1.053832,-6.933877,-2.816280,0.043335,269.526825,271.157731,0.069547,268.446793,4,4,
10280,268.580627,272.461060,265.483826,279.289429,1.079678,-6.993034,-1.545153,0.046127,270.253418,271.764879,0.069295,270.520843,4,4,
10290,268.580627,274.515289,265.483826,280.223877,1.135695,-7.060539,-0.219991,0.048916,271.007477,272.401464,0.069134,271.547958,4,4,
10300,269.506775,274.630310,268.115051,281.198425,1.164079,-7.110083,1.987101,0.052411,271.863678,273.139577,0.069267,272.068543,4,4,
10310,273.384491,274.696808,268.875702,281.198425,1.197300,-7.138371,0.917636,0.056550,272.822327,273.972718,0.069669,274.040649,4,4,
10320,274.404938,274.789612,269.830017,284.137665,1.219818,-7.139716,-2.181309,0.061072,273.862610,274.885707,0.070287,274.597275,4,4,
10330,273.384491,277.734100,269.830017,285.110931,1.211278,-7.144439,-3.587210,0.064890,274.874237,275.767913,0.070799,275.559296,4,4,
10340,274.404938,279.740601,269.830017,287.079071,1.199669,-7.145175,-1.424084,0.069078,275.962860,276.728535,0.071521,277.072770,4,4,
10350,277.315369,280.717102,269.960938,287.113586,1.152759,-7.124946,-0.071548,0.073171,277.083374,277.715573,0.072298,279.016235,4,4,
10360,278.351532,281.633972,269.053864,288.168701,1.138598,-7.088750,-0.600859,0.076099,278.122559,278.620866,0.072818,279.992752,4,4,
10370,277.315369,284.529968,269.960938,288.171936,1.134842,-7.020711,-1.368504,0.078286,279.113220,279.486177,0.073210,280.922668,4,4,
10380,278.351532,284.547882,272.175629,291.118805,1.162568,-6.983412,-1.688594,0.081397,280.222748,280.483500,0.073968,281.449707,4,4,
10390,280.553497,284.547882,274.139069,293.001404,1.170799,-6.933709,-1.191173,0.085176,281.433502,281.586665,0.075007,282.550689,4,4,
10400,281.692200,287.509552,276.218628,293.001404,1.198304,-6.927665,-2.487518,0.089587,282.748383,282.793085,0.076310,284.600876,4,4,
10410,285.613983,288.536774,280.155792,293.001404,1.207564,-6.904815,-2.053562,0.095776,284.294159,284.226862,0.078227,287.075378,4,4,
10420,285.769592,290.521423,280.181061,293.873291,1.234139,-6.894192,-2.638607,0.100310,285.727936,285.536821,0.079734,288.145508,4,4,
10430,286.707367,290.552399,280.181061,296.791809,1.265415,-6.875715,-2.495553,0.103809,287.098511,286.784724,0.081022,288.629883,4,4,
10440,289.870850,293.562805,282.142700,296.791809,1.298520,-6.869303,-2.342217,0.108642,288.644043,288.213760,0.082790,291.716828,4,4,
10450,290.973663,293.604370,284.069397,301.594360,1.358992,-6.853003,-0.047343,0.114035,290.296661,289.752049,0.084819,292.289017,4,4,
10460,289.870850,296.655243,285.987000,301.594360,1.395581,-6.837434,-0.306030,0.117989,291.852264,291.187416,0.086497,293.263046,4,4,
10470,290.973663,296.726257,285.987000,301.594360,1.425074,-6.818830,0.590083,0.119495,293.190247,292.409157,0.087516,293.849960,4,4,
10480,291.084778,297.688995,284.948730,300.498962,1.417483,-6.834526,-0.469483,0.117980,294.226166,293.344705,0.087689,294.386886,4,4,
10490,292.115143,300.694733,284.948730,304.480621,1.418481,-6.859704,0.046222,0.118351,295.444885,294.495075,0.088470,296.404938,4,4,
10500,294.973969,300.709137,286.872986,304.480621,1.392420,-6.861423,-3.127490,0.118712,296.666260,295.666908,0.089291,297.841553,4,4,
10510,297.989563,305.637695,290.881744,305.515686,1.374364,-6.865321,-3.824571,0.122920,298.295288,297.265578,0.091307,301.752625,4,4,
10520,294.973969,305.637695,291.896240,307.580780,1.348042,-6.879722,-3.670464,0.123870,299.624268,298.547795,0.092362,300.305832,4,4,
10530,300.898071,306.607971,293.958344,311.501740,1.323783,-6.867371,1.031109,0.128439,301.342682,300.236047,0.094546,303.753021,4,4,
10540,304.796753,307.533417,293.958344,313.568512,1.296463,-6.856092,1.329041,0.133065,303.112793,301.958944,0.096768,306.165085,4,4,
10550,304.796753,311.461212,293.958344,313.568512,1.261080,-6.831865,1.781465,0.136149,304.767303,303.553394,0.098558,308.128983,4,4,
10560,300.841705,311.461212,293.179871,309.680115,1.255721,-6.807248,1.486714,0.131876,305.680054,304.400785,0.098164,305.260910,4,4,
10570,300.841705,312.393982,295.268555,309.680115,1.248614,-6.755029,1.525625,0.127303,306.518677,305.219989,0.097700,305.260910,4,4,
10580,303.903137,313.293976,295.268555,314.625183,1.248498,-6.681042,-0.545064,0.125556,307.608307,306.325730,0.098067,308.598556,4,4,
10590,309.115265,314.324341,297.629303,320.545990,1.203938,-6.581741,-1.895607,0.128653,309.189056,307.942592,0.099885,311.719803,4,4,
10600,311.239960,316.052856,298.377625,320.545990,1.164734,-6.473590,-2.765252,0.131005,310.722534,309.503513,0.101491,313.646408,4,4,
10610,311.239960,319.141693,301.853546,321.560425,1.087577,-6.358793,-2.994381,0.133847,312.330963,311.119352,0.103208,315.190826,4,4,
10620,311.478638,319.861511,302.463135,322.623840,1.037140,-6.238200,-1.504310,0.134829,313.772583,312.554552,0.104360,315.670074,4,4,
10630,315.311554,319.861511,304.162506,322.623840,0.960235,-6.102845,-0.981612,0.135786,315.221313,314.001474,0.105512,317.586532,4,4,
10640,315.640778,320.722076,306.793060,323.633575,0.859853,-5.990283,-2.732336,0.136164,316.618805,315.401224,0.106497,318.181427,4,4,
10650,316.578888,321.144745,307.142670,325.765045,0.772936,-5.867074,-2.145858,0.135699,317.931702,316.718964,0.107219,318.861817,4,4,
10660,316.746582,322.330017,307.142670,325.831268,0.667997,-5.769222,0.064939,0.133459,319.053406,317.851232,0.107391,319.538299,4,4,
10670,317.699829,322.930786,307.487427,330.018311,0.585954,-5.725768,0.565062,0.131975,320.232239,319.057012,0.107767,320.315308,4,4,
10680,317.699829,322.930786,306.820190,330.911987,0.496695,-5.683653,1.644318,0.128429,321.179657,320.037577,0.107490,320.315308,4,4,
10690,320.629883,325.774597,309.401764,330.018311,0.423256,-5.639604,0.359926,0.126766,322.289307,321.202404,0.107747,323.202240,4,4,
10700,322.525208,326.292847,309.401764,329.358307,0.310740,-5.582829,1.096851,0.123970,323.263489,322.234628,0.107618,324.409027,4,4,
10710,323.585449,327.104980,310.661987,329.221527,0.205864,-5.529938,0.238559,0.120785,324.168762,323.207981,0.107324,325.345214,4,4,
10720,322.525208,327.104980,310.907684,328.489044,0.035826,-5.491572,0.600967,0.115138,324.783661,323.899569,0.106233,324.815094,4,4,
10730,325.449066,327.676544,311.385101,328.489044,-0.064255,-5.483472,-0.583901,0.110421,325.439758,324.659778,0.105370,326.562805,4,4,
10740,324.937073,327.829010,312.219727,333.034210,-0.195142,-5.483518,0.729809,0.106850,326.169006,325.497279,0.104752,326.383041,4,4,
10750,329.113403,327.676544,311.657104,336.824707,-0.282915,-5.511338,-0.675688,0.105549,327.100952,326.615502,0.104954,328.394973,4,4,
10760,330.541321,328.477478,313.634857,334.292755,-0.342189,-5.570056,0.847831,0.103298,327.920013,327.554399,0.104638,329.509399,4,4,
10770,330.541321,329.303467,313.492523,337.311096,-0.334144,-5.647662,1.248716,0.101303,328.743530,328.515075,0.104393,329.922394,4,4,
10780,330.541321,333.341339,313.492523,336.358398,-0.339942,-5.708130,2.104641,0.099414,329.558197,329.533652,0.104321,331.941330,4,4,
10790,335.216309,333.341339,313.492523,337.311096,-0.354249,-5.734035,1.064020,0.098852,330.493408,330.742231,0.104793,334.278824,4,4,
10800,335.282806,333.377411,318.350189,336.358398,-0.354668,-5.766146,2.088443,0.098079,331.400726,331.678446,0.104474,334.330108,4,4,
10810,335.216309,331.406342,320.285858,338.383362,-0.350591,-5.788678,-1.125129,0.096311,332.195892,332.463288,0.103732,333.311326,4,4,
10820,334.227875,333.377411,322.231140,340.398010,-0.345687,-5.737736,2.700240,0.095345,333.057617,333.326464,0.103234,333.802643,4,4,
10830,332.379059,335.364929,322.231140,340.398010,-0.363113,-5.640650,2.577806,0.092810,333.744843,334.017731,0.102260,333.871994,4,4,
10840,334.227875,337.274139,321.757233,341.358032,-0.376359,-5.504291,1.865973,0.091177,334.501495,334.788662,0.101541,335.751007,4,4,
10850,335.578735,338.171448,321.757233,344.204376,-0.412609,-5.322591,-0.897430,0.090599,335.352600,335.664204,0.101141,336.875091,4,4,
10860,335.578735,340.996826,322.114349,344.204376,-0.424235,-5.165741,-0.288661,0.089972,336.192749,336.570193,0.100840,338.287780,4,4,
10870,335.083679,340.996826,322.652283,342.056335,-0.433188,-5.015362,-0.377832,0.086730,336.752075,337.148271,0.099610,338.040253,4,4,
10880,335.083679,341.650238,323.387634,342.056335,-0.452051,-4.862958,0.322697,0.083111,337.239380,337.650986,0.098201,338.366959,4,4,
10890,338.532959,341.650238,326.913574,342.983673,-0.441745,-4.685925,-1.638719,0.082342,337.989716,338.433446,0.097630,340.091599,4,4,
10900,339.835419,341.650238,327.185974,345.684387,-0.395080,-4.544093,0.912746,0.082216,338.799957,339.271487,0.097235,340.742828,4,4,
10910,341.440735,341.527985,328.343781,347.837799,-0.316771,-4.427056,-0.133028,0.082795,339.682892,340.175674,0.097041,341.484360,4,4,
10920,341.440735,341.527985,333.433197,345.684387,-0.241071,-4.339009,-0.127504,0.082909,340.522827,341.026675,0.096700,341.484360,4,4,
10930,340.926392,346.639984,333.477753,350.478149,-0.179290,-4.254042,-1.688601,0.085904,341.666351,342.180009,0.097232,343.783188,4,4,
10940,338.117920,346.639984,333.477753,351.049042,-0.143546,-4.171755,-1.250986,0.085523,342.485443,342.986728,0.096759,342.378952,4,4,
10950,339.301331,346.639984,336.583313,351.049042,-0.092885,-4.101390,-0.911837,0.085597,343.348450,343.838948,0.096429,342.970658,4,4,
10960,338.117920,346.661499,338.541748,348.930664,-0.102654,-4.057377,0.664288,0.083397,343.973450,344.449604,0.095419,342.601623,4,4,
10970,339.301331,346.661499,337.776154,348.930664,-0.140738,-4.021203,-0.304366,0.080243,344.476196,344.949662,0.094121,342.981415,4,4,
