I0,I1,I2,I3,I4,I5,I6,I7,I8,I9
33098.000000,118.172127,115.425720,119.385742,123.638817,-0.069241,-2.294937,-0.104176,0.002134,120.624596
33108.000000,118.181618,115.425720,113.405243,123.638817,-0.067968,-2.281276,-0.376659,0.002909,120.692398
33118.000000,118.181618,116.412300,113.405243,123.607803,-0.072108,-2.269667,-0.408497,0.003416,120.751938
33128.000000,115.213837,116.412300,116.423172,123.607803,-0.070305,-2.269257,-0.285145,-0.000560,120.547523
33138.000000,115.213837,117.393066,116.423172,121.603226,-0.063318,-2.280487,-0.230384,-0.006785,120.168419
33148.000000,120.206497,116.438194,115.397766,122.600502,-0.056491,-2.289646,-0.195133,-0.002912,120.332924
33158.000000,121.204590,116.438194,115.397766,122.600502,-0.055279,-2.307915,-0.095041,0.001871,120.590836
33168.000000,121.204590,116.438194,116.345985,123.617188,-0.055367,-2.312550,-0.204977,0.007238,120.931580
33178.000000,121.178131,115.460175,116.345985,123.617188,-0.072943,-2.310720,-0.217055,0.011382,121.252579
33188.000000,121.154335,116.464142,116.345985,125.620583,-0.096034,-2.308312,0.696941,0.017330,121.723297
33198.000000,119.124687,117.394806,117.415817,118.650307,-0.091611,-2.298559,-0.601118,0.008304,121.355049
33208.000000,118.294144,117.394806,118.409576,121.523560,-0.044607,-2.232796,-1.915023,0.003779,121.166588
33218.000000,118.294144,116.426155,117.415817,121.523560,0.031109,-2.156454,-2.862312,-0.000054,120.974365
33228.000000,118.499413,116.426155,117.461372,122.127953,0.087077,-2.044590,0.009275,-0.002004,120.856819
33238.000000,119.991760,117.374298,117.461372,122.329880,0.168964,-1.918356,-0.927001,-0.001042,120.894531
33248.000000,122.715790,120.400787,117.492973,122.537216,0.291348,-1.776991,-2.303307,0.004185,121.197731
33258.000000,120.629555,120.400787,119.480690,128.263443,0.372629,-1.637932,0.248159,0.013490,121.797859
33268.000000,121.891411,122.316154,121.526016,126.016357,0.438587,-1.499864,-1.603185,0.019447,122.290192
33278.000000,121.891411,123.368698,124.591980,127.759521,0.489372,-1.334165,-4.054454,0.026294,122.895447
33288.000000,129.322083,124.209381,124.714043,127.759521,0.488353,-1.198110,-4.325323,0.042425,124.126259
