I0,I1,I2,I3,I4,I5,I6,I7,I8,I9
9001.000000,113.054352,120.204231,108.695679,118.828201,0.127255,-1.818789,-0.042533,-0.002454,115.874725
9010.000000,113.054352,120.204231,108.679840,121.845688,0.126327,-1.835197,-0.241874,-0.002235,115.873177
9020.000000,111.034241,121.194519,104.663544,118.828201,0.105469,-1.840134,-0.351920,-0.005795,115.477066
9030.000000,111.034241,121.194519,104.663544,121.845688,0.082492,-1.837119,-0.324916,-0.007087,115.283485
9040.000000,111.941414,121.137291,104.746094,122.912262,0.067231,-1.839415,-0.142196,-0.007032,115.218307
9050.000000,112.966209,119.126251,105.725731,123.936813,0.059425,-1.838912,-0.074951,-0.006418,115.212532
9060.000000,111.941414,119.127594,107.755005,123.936813,0.058150,-1.841908,-0.018282,-0.005402,115.255035
9070.000000,108.926544,119.127594,107.755005,123.925682,0.069650,-1.832373,-0.271506,-0.005953,115.143135
9080.000000,108.926544,120.136330,106.749947,123.878227,0.086555,-1.811504,-0.461334,-0.006275,115.049789
9090.000000,112.003555,121.133301,106.749947,123.925682,0.068380,-1.762849,-0.927367,-0.004411,115.182732
9100.000000,113.034775,121.999672,108.896652,125.851936,0.064749,-1.715384,0.533452,-0.000055,115.595985
9110.000000,113.077957,122.999939,110.894562,125.851936,0.062281,-1.719433,1.185025,0.004873,116.112930
9120.000000,113.077957,121.999672,110.894562,125.814285,0.039917,-1.728786,0.370204,0.008235,116.514656
9130.000000,113.077957,122.999939,110.894562,121.914391,0.030660,-1.767200,0.265383,0.009435,116.723030
9140.000000,111.034584,124.030083,109.856331,121.914391,0.035268,-1.784974,-1.709720,0.009223,116.795135
9150.000000,110.960197,125.003693,109.803741,122.867210,0.073052,-1.782162,-1.286770,0.009726,116.940186
9160.000000,110.960197,125.113022,109.803741,123.770149,0.116033,-1.751629,-2.872871,0.010428,117.111061
9170.000000,112.119102,125.113022,109.803741,123.770149,0.176498,-1.697508,-0.580834,0.011350,117.312187
9180.000000,113.272789,124.144348,110.701027,124.621628,0.270657,-1.622656,-5.781410,0.012800,117.577919
9190.000000,114.747757,124.144348,110.701027,126.163307,0.352187,-1.516290,-1.759100,0.015158,117.953583
9200.000000,115.500313,125.206284,108.707344,126.163307,0.501270,-1.382931,2.432443,0.016742,118.271431
9210.000000,116.124817,126.279282,108.643272,126.163307,0.616697,-1.260297,7.388869,0.018488,118.622147
9220.000000,116.124817,126.279282,108.643272,128.487442,0.752420,-1.169675,3.160117,0.020611,119.029976
9230.000000,118.438477,124.415459,110.518204,130.912048,0.844956,-1.050275,-1.246660,0.024113,119.603775
9240.000000,121.018211,124.415459,112.518959,131.182953,0.980141,-0.964536,-2.604545,0.028826,120.339752
9250.000000,121.314781,129.589478,114.414848,131.612335,1.089253,-0.889877,-2.038265,0.035744,121.354416
9260.000000,121.559883,130.730255,116.336403,131.612335,1.229043,-0.836188,-2.437335,0.042138,122.383286
9270.000000,124.964577,130.730255,118.185928,132.363602,1.334929,-0.844487,-0.884026,0.049448,123.572151
9280.000000,124.964577,134.030304,123.012642,134.936630,1.382063,-0.910878,1.851779,0.059352,125.106575
9290.000000,124.964577,134.889343,123.012642,135.850250,1.430253,-0.899242,3.303990,0.066920,126.494774
9300.000000,125.036316,137.084747,123.788528,136.936798,1.490013,-0.832380,2.392991,0.073626,127.868065
9310.000000,129.198196,139.981918,123.788528,138.682922,1.486001,-0.736033,-1.923412,0.081835,129.466293
9320.000000,129.198196,143.945770,125.906693,144.426483,1.526131,-0.653898,-4.233556,0.092196,131.372574
9330.000000,129.305450,143.945770,133.036942,144.579819,1.524698,-0.570916,-2.660470,0.102474,133.373703
9340.000000,133.551544,148.849228,133.937515,145.191544,1.577514,-0.515016,-3.514916,0.113712,135.578430
