I0,I1,I2,I3,I4,I5,I6,I7,I8,I9
13300.000000,111.518776,121.850105,107.948479,125.274536,-0.489330,-2.347579,-0.167653,-0.000942,117.017998
13310.000000,109.498459,121.850105,107.948479,126.294861,-0.501288,-2.347918,-0.137004,-0.002118,116.885056
13320.000000,109.478874,122.811615,108.964684,126.294861,-0.508876,-2.339666,-0.102022,-0.002101,116.865723
13330.000000,109.478874,122.811615,108.964684,125.315964,-0.511208,-2.333659,0.112556,-0.002491,116.803703
13340.000000,113.479248,122.811615,108.988174,125.315964,-0.503073,-2.330788,0.246127,-0.000819,116.954376
13350.000000,113.479248,125.815468,108.988174,126.297264,-0.492843,-2.323001,0.188080,0.002399,117.284103
13360.000000,109.537033,125.815468,108.988174,126.297264,-0.494079,-2.310149,0.034327,0.003049,117.376350
13370.000000,107.526764,124.753845,110.048233,127.275307,-0.514639,-2.294712,-0.031026,0.003039,117.405716
13380.000000,107.526764,123.722298,107.083969,123.264946,-0.530193,-2.286112,-0.179081,-0.000740,117.039345
13390.000000,107.526764,123.722298,110.048233,127.275307,-0.545728,-2.287811,-0.290305,-0.000548,117.052078
13400.000000,110.440353,123.722298,108.191566,127.360260,-0.590885,-2.269828,0.211418,0.000142,117.119087
13410.000000,110.440353,126.573105,111.228363,127.376671,-0.609427,-2.259778,0.526723,0.003453,117.468147
13420.000000,110.436188,126.573105,111.228363,127.360260,-0.615997,-2.242328,0.003550,0.006045,117.774864
13430.000000,109.473778,126.573105,111.228363,125.369461,-0.606717,-2.223555,-0.501778,0.006655,117.899368
13440.000000,110.436188,119.550568,110.269341,124.336922,-0.584801,-2.175941,-1.487057,0.003154,117.598320
13450.000000,110.563751,123.453255,110.269341,123.255341,-0.574767,-2.095315,-2.502966,0.001750,117.482445
13460.000000,110.563751,123.373741,108.476624,123.255341,-0.548396,-1.983561,-2.181992,-0.000273,117.287476
13470.000000,110.676704,123.453255,111.377808,128.993652,-0.491801,-1.868235,0.097091,0.002160,117.540192
13480.000000,110.360481,125.342239,110.542374,128.993652,-0.399257,-1.746802,2.362942,0.004439,117.801102
13490.000000,113.618217,126.310616,110.590858,131.279922,-0.328119,-1.619275,1.603289,0.009223,118.347885
13500.000000,113.618217,126.310616,110.590858,131.047073,-0.270095,-1.482524,5.000498,0.012807,118.816429
13510.000000,113.868179,127.248795,117.666481,131.279922,-0.204324,-1.345463,2.080998,0.019520,119.649368
13520.000000,113.868179,129.103149,117.666481,131.801315,-0.156224,-1.193851,-2.622397,0.025641,120.487244
13530.000000,116.128716,129.197174,119.732597,133.564667,-0.099918,-1.042230,-0.576136,0.032987,121.515015
13540.000000,118.793022,135.019333,118.001213,133.564667,-0.070290,-0.951734,-0.108935,0.041345,122.722450
13550.000000,119.642334,135.019333,119.938080,134.315247,-0.050064,-0.840230,-2.325788,0.048989,123.938507
13560.000000,120.206200,135.844589,123.101669,134.773743,0.023960,-0.718188,-2.339019,0.056622,125.229889
13570.000000,120.953697,135.844589,124.134964,139.018265,0.077125,-0.604027,-2.066777,0.064451,126.618179
13580.000000,127.417480,139.795761,124.134964,140.306137,0.167679,-0.490660,-1.060452,0.075069,128.377518
13590.000000,127.899124,140.802536,127.189163,141.567352,0.249908,-0.408528,-1.164070,0.084910,130.161545
13600.000000,129.682816,144.831177,130.159210,145.091339,0.287754,-0.333265,-2.237887,0.096912,132.270813
13610.000000,135.041534,146.802017,132.189728,145.950150,0.327851,-0.258159,-1.956978,0.109754,134.588409
13620.000000,136.186996,149.776001,134.216461,147.805481,0.377019,-0.194133,-2.075039,0.121642,136.934113
13630.000000,140.332642,153.775467,142.216431,154.659286,0.401069,-0.201257,-0.083593,0.140064,140.084885
13640.000000,143.410019,153.818680,143.172211,155.577637,0.463621,-0.236834,0.160839,0.154497,143.000977
13650.000000,145.359482,156.950134,143.172211,157.631210,0.513575,-0.230480,-1.560958,0.166292,145.784454
