I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22,I23,I24
26951.000000,-0.064969,-0.450990,0.061556,0.045514,-0.044140,-0.997947,2.506889,2.281803,0.116004,92.566109,113.443024,101.596878,108.664604,0.001422,104.956070,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26952.000000,-0.055655,-0.450750,0.065952,0.045514,-0.044151,-0.997954,2.506914,2.281811,0.115996,92.566109,113.443024,101.596878,108.664604,0.001298,104.956070,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26953.000000,-0.045010,-0.448229,0.064429,0.045507,-0.044144,-0.997960,2.506949,2.281821,0.115989,92.566109,113.443024,101.596878,108.664604,0.001176,104.956070,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26954.000000,-0.035968,-0.446420,0.058351,0.045486,-0.044145,-0.997952,2.506992,2.281833,0.115981,92.566109,113.443024,101.596878,108.664604,0.001056,104.956070,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26955.000000,-0.030081,-0.446872,0.050361,0.045465,-0.044142,-0.997942,2.507042,2.281843,0.115974,92.566109,113.443024,101.596878,108.664604,0.000939,104.956070,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26956.000000,-0.027891,-0.448741,0.042206,0.045432,-0.044143,-0.997939,2.507094,2.281850,0.115966,92.566109,113.443024,101.596878,108.664604,0.000824,104.956070,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26960.000000,-0.029174,-0.451225,0.035891,0.045403,-0.044157,-0.997926,2.507145,2.281854,0.115959,95.560905,112.444740,103.593430,104.671440,0.000636,104.671768,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26961.000000,-0.028982,-0.494875,0.033833,0.045284,-0.044281,-0.997839,2.507347,2.281767,0.115924,95.560905,112.444740,103.593430,104.671440,-0.000080,104.671768,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26962.000000,-0.024043,-0.507864,0.035454,0.045261,-0.044328,-0.997814,2.507409,2.281709,0.115914,95.560905,112.444740,103.593430,104.671440,-0.000251,104.671768,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26963.000000,-0.020437,-0.515744,0.039512,0.045242,-0.044364,-0.997796,2.507475,2.281644,0.115904,95.560905,112.444740,103.593430,104.671440,-0.000419,104.671768,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26964.000000,-0.020172,-0.517004,0.043924,0.045218,-0.044376,-0.997779,2.507543,2.281575,0.115894,95.560905,112.444740,103.593430,104.671440,-0.000583,104.671768,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26965.000000,-0.023533,-0.512018,0.046023,0.045204,-0.044392,-0.997779,2.507607,2.281512,0.115884,95.560905,112.444740,103.593430,104.671440,-0.000745,104.671768,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26966.000000,-0.030323,-0.502122,0.045399,0.045194,-0.044408,-0.997783,2.507665,2.281458,0.115875,95.560905,112.444740,103.593430,104.671440,-0.000903,104.671768,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26969.000000,-0.040313,-0.489383,0.042729,0.045196,-0.044407,-0.997785,2.507713,2.281417,0.115866,92.566132,119.433197,103.592987,111.658875,-0.000806,105.356903,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26970.000000,-0.059552,-0.465934,0.036644,0.045171,-0.044443,-0.997801,2.507781,2.281369,0.115849,92.566132,119.433197,103.592987,111.658875,-0.000618,105.356903,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26971.000000,-0.060704,-0.450807,0.043224,0.045118,-0.044503,-0.997831,2.507840,2.281353,0.115835,92.566132,119.433197,103.592987,111.658875,-0.000437,105.356903,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26972.000000,-0.054635,-0.446035,0.048631,0.045078,-0.044495,-0.997854,2.507876,2.281351,0.115828,92.566132,119.433197,103.592987,111.658875,-0.000349,105.356903,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26973.000000,-0.047285,-0.444719,0.050976,0.045050,-0.044499,-0.997881,2.507920,2.281350,0.115821,92.566132,119.433197,103.592987,111.658875,-0.000263,105.356903,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26974.000000,-0.043034,-0.446262,0.049473,0.045020,-0.044491,-0.997905,2.507968,2.281346,0.115814,92.566132,119.433197,103.592987,111.658875,-0.000178,105.356903,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26975.000000,-0.044577,-0.447616,0.044091,0.044998,-0.044459,-0.997944,2.508013,2.281340,0.115807,92.566132,119.433197,103.592987,111.658875,-0.000096,105.356903,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26976.000000,-0.050222,-0.447120,0.036697,0.044987,-0.044416,-0.997989,2.508052,2.281334,0.115800,92.566132,119.433197,103.592987,111.658875,-0.000015,105.356903,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26980.000000,-0.055946,-0.445575,0.030657,0.044988,-0.044375,-0.998036,2.508083,2.281329,0.115793,94.562653,114.442291,104.591042,109.662140,0.000098,105.503342,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26981.000000,-0.059479,-0.424245,0.006748,0.045106,-0.044207,-0.998277,2.508174,2.281365,0.115765,94.562653,114.442291,104.591042,109.662140,0.000526,105.503342,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26982.000000,-0.058615,-0.419765,-0.001310,0.045142,-0.044172,-0.998322,2.508194,2.281391,0.115759,94.562653,114.442291,104.591042,109.662140,0.000628,105.503342,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26983.000000,-0.061208,-0.418795,-0.009813,0.045176,-0.044116,-0.998359,2.508211,2.281419,0.115753,94.562653,114.442291,104.591042,109.662140,0.000728,105.503342,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26984.000000,-0.067642,-0.420818,-0.016122,0.045191,-0.044060,-0.998386,2.508219,2.281445,0.115746,94.562653,114.442291,104.591042,109.662140,0.000826,105.503342,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26985.000000,-0.073999,-0.424409,-0.016674,0.045194,-0.044009,-0.998417,2.508219,2.281468,0.115740,94.562653,114.442291,104.591042,109.662140,0.000922,105.503342,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26986.000000,-0.077466,-0.427446,-0.009964,0.045180,-0.043948,-0.998431,2.508213,2.281487,0.115733,94.562653,114.442291,104.591042,109.662140,0.001016,105.503342,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26989.000000,-0.078269,-0.428621,0.002697,0.045166,-0.043902,-0.998456,2.508204,2.281506,0.115726,93.564438,116.438705,105.589371,104.670769,0.001043,105.363342,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26990.000000,-0.072772,-0.433220,0.031605,0.045125,-0.043849,-0.998532,2.508191,2.281533,0.115711,93.564438,116.438705,105.589371,104.670769,0.001095,105.363342,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26991.000000,-0.063800,-0.450258,0.046962,0.045098,-0.043813,-0.998634,2.508194,2.281530,0.115695,93.564438,116.438705,105.589371,104.670769,0.001145,105.363342,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26992.000000,-0.061912,-0.461419,0.048118,0.045084,-0.043810,-0.998675,2.508198,2.281512,0.115687,93.564438,116.438705,105.589371,104.670769,0.001169,105.363342,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26993.000000,-0.062914,-0.468507,0.046102,0.045070,-0.043807,-0.998724,2.508201,2.281486,0.115678,93.564438,116.438705,105.589371,104.670769,0.001192,105.363342,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26994.000000,-0.065229,-0.467458,0.043631,0.045070,-0.043819,-0.998746,2.508203,2.281461,0.115669,93.564438,116.438705,105.589371,104.670769,0.001215,105.363342,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26995.000000,-0.065666,-0.459374,0.043658,0.045060,-0.043835,-0.998769,2.508204,2.281444,0.115661,93.564438,116.438705,105.589371,104.670769,0.001238,105.363342,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26996.000000,-0.062529,-0.448899,0.046266,0.045053,-0.043846,-0.998787,2.508209,2.281437,0.115653,93.564438,116.438705,105.589371,104.670769,0.001260,105.363342,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27000.000000,-0.057218,-0.440286,0.048864,0.045043,-0.043881,-0.998788,2.508221,2.281438,0.115645,94.562668,114.442245,103.592827,103.672523,0.001139,104.948692,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27001.000000,-0.061868,-0.439883,0.062765,0.044917,-0.044092,-0.998723,2.508292,2.281446,0.115616,94.562668,114.442245,103.592827,103.672523,0.000678,104.948692,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27002.000000,-0.071170,-0.441878,0.067173,0.044878,-0.044133,-0.998699,2.508298,2.281441,0.115608,94.562668,114.442245,103.592827,103.672523,0.000568,104.948692,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27003.000000,-0.079457,-0.441923,0.070609,0.044845,-0.044161,-0.998671,2.508298,2.281434,0.115601,94.562668,114.442245,103.592827,103.672523,0.000460,104.948692,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27004.000000,-0.083958,-0.440485,0.071108,0.044816,-0.044190,-0.998657,2.508293,2.281428,0.115594,94.562668,114.442245,103.592827,103.672523,0.000355,104.948692,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27005.000000,-0.083874,-0.438736,0.067148,0.044789,-0.044211,-0.998642,2.508289,2.281422,0.115587,94.562668,114.442245,103.592827,103.672523,0.000251,104.948692,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27006.000000,-0.079918,-0.436234,0.059593,0.044766,-0.044247,-0.998633,2.508291,2.281418,0.115580,94.562668,114.442245,103.592827,103.672523,0.000149,104.948692,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27009.000000,-0.074462,-0.432527,0.051545,0.044766,-0.044293,-0.998604,2.508299,2.281418,0.115573,92.566185,116.438820,107.585800,104.670723,0.000104,105.066032,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27010.000000,-0.071332,-0.420137,0.040602,0.044820,-0.044380,-0.998515,2.508328,2.281438,0.115561,92.566185,116.438820,107.585800,104.670723,0.000017,105.066032,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27011.000000,-0.080042,-0.396051,0.035677,0.044928,-0.044424,-0.998386,2.508348,2.281508,0.115550,92.566185,116.438820,107.585800,104.670723,-0.000067,105.066032,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27012.000000,-0.086343,-0.383571,0.035175,0.044968,-0.044431,-0.998326,2.508349,2.281564,0.115546,92.566185,116.438820,107.585800,104.670723,-0.000107,105.066032,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27013.000000,-0.092267,-0.373149,0.035136,0.044998,-0.044432,-0.998282,2.508346,2.281631,0.115542,92.566185,116.438820,107.585800,104.670723,-0.000147,105.066032,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27014.000000,-0.095846,-0.365101,0.034928,0.045017,-0.044420,-0.998250,2.508338,2.281708,0.115539,92.566185,116.438820,107.585800,104.670723,-0.000187,105.066032,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27015.000000,-0.094930,-0.359147,0.034770,0.045023,-0.044424,-0.998233,2.508331,2.281790,0.115535,92.566185,116.438820,107.585800,104.670723,-0.000225,105.066032,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27016.000000,-0.089126,-0.356365,0.035228,0.045033,-0.044426,-0.998225,2.508330,2.281876,0.115532,92.566185,116.438820,107.585800,104.670723,-0.000263,105.066032,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27020.000000,-0.079820,-0.359024,0.036294,0.045048,-0.044424,-0.998226,2.508339,2.281960,0.115529,94.562759,111.447098,103.593124,110.660126,-0.000293,105.065948,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27021.000000,-0.046621,-0.425925,0.037279,0.045146,-0.044331,-0.998304,2.508459,2.282157,0.115509,94.562759,111.447098,103.593124,110.660126,-0.000407,105.065948,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27022.000000,-0.043333,-0.445909,0.036962,0.045167,-0.044302,-0.998321,2.508500,2.282157,0.115502,94.562759,111.447098,103.593124,110.660126,-0.000434,105.065948,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27023.000000,-0.039598,-0.458643,0.036560,0.045175,-0.044284,-0.998331,2.508543,2.282145,0.115494,94.562759,111.447098,103.593124,110.660126,-0.000461,105.065948,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27024.000000,-0.034660,-0.463886,0.036881,0.045178,-0.044259,-0.998348,2.508591,2.282128,0.115486,94.562759,111.447098,103.593124,110.660126,-0.000487,105.065948,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27025.000000,-0.029686,-0.463721,0.038249,0.045175,-0.044234,-0.998356,2.508642,2.282111,0.115478,94.562759,111.447098,103.593124,110.660126,-0.000513,105.065948,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27026.000000,-0.026571,-0.460117,0.039974,0.045190,-0.044194,-0.998371,2.508695,2.282098,0.115470,94.562759,111.447098,103.593124,110.660126,-0.000538,105.065948,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27029.000000,-0.027089,-0.454913,0.041619,0.045209,-0.044169,-0.998383,2.508747,2.282091,0.115462,92.566322,113.443558,103.593201,107.665123,-0.000635,104.826302,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27030.000000,-0.031559,-0.449434,0.043984,0.045240,-0.044157,-0.998388,2.508793,2.282090,0.115455,92.566322,113.443558,103.593201,107.665123,-0.000729,104.826302,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27031.000000,-0.051633,-0.439226,0.057645,0.045378,-0.044208,-0.998353,2.508897,2.282121,0.115433,92.566322,113.443558,103.593201,107.665123,-0.001002,104.826302,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27032.000000,-0.054992,-0.440059,0.062071,0.045390,-0.044207,-0.998330,2.508922,2.282135,0.115426,92.566322,113.443558,103.593201,107.665123,-0.001090,104.826302,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27033.000000,-0.055798,-0.442073,0.064117,0.045381,-0.044185,-0.998304,2.508946,2.282147,0.115419,92.566322,113.443558,103.593201,107.665123,-0.001176,104.826302,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27034.000000,-0.054959,-0.442073,0.064079,0.045377,-0.044132,-0.998274,2.508968,2.282158,0.115411,92.566322,113.443558,103.593201,107.665123,-0.001260,104.826302,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27035.000000,-0.055789,-0.439197,0.061206,0.045364,-0.044083,-0.998250,2.508988,2.282173,0.115404,92.566322,113.443558,103.593201,107.665123,-0.001343,104.826302,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27036.000000,-0.061433,-0.436025,0.054371,0.045344,-0.044044,-0.998214,2.509001,2.282190,0.115397,92.566322,113.443558,103.593201,107.665123,-0.001425,104.826302,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27040.000000,-0.070759,-0.434955,0.045728,0.045322,-0.044019,-0.998202,2.509005,2.282207,0.115390,95.561111,114.441864,106.587936,103.671906,-0.001461,104.902916,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27041.000000,-0.097290,-0.462027,0.021656,0.045176,-0.044043,-0.998238,2.508940,2.282210,0.115359,95.561111,114.441864,106.587936,103.671906,-0.001599,104.902916,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27042.000000,-0.096971,-0.468776,0.020555,0.045154,-0.044064,-0.998250,2.508918,2.282188,0.115350,95.561111,114.441864,106.587936,103.671906,-0.001631,104.902916,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27043.000000,-0.094549,-0.470406,0.022657,0.045126,-0.044083,-0.998249,2.508899,2.282162,0.115341,95.561111,114.441864,106.587936,103.671906,-0.001664,104.902916,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27044.000000,-0.092322,-0.467765,0.027139,0.045112,-0.044101,-0.998247,2.508883,2.282139,0.115333,95.561111,114.441864,106.587936,103.671906,-0.001696,104.902916,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27045.000000,-0.092846,-0.463179,0.032161,0.045113,-0.044113,-0.998256,2.508868,2.282121,0.115325,95.561111,114.441864,106.587936,103.671906,-0.001727,104.902916,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27046.000000,-0.095590,-0.458123,0.035916,0.045104,-0.044102,-0.998258,2.508848,2.282108,0.115317,95.561111,114.441864,106.587936,103.671906,-0.001757,104.902916,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27049.000000,-0.097981,-0.452349,0.037822,0.045113,-0.044091,-0.998269,2.508826,2.282100,0.115309,95.561089,114.441872,104.591423,111.658005,-0.001604,105.434174,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27050.000000,-0.098831,-0.437277,0.040162,0.045177,-0.044059,-0.998294,2.508780,2.282110,0.115294,95.561089,114.441872,104.591423,111.658005,-0.001307,105.434174,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27051.000000,-0.094127,-0.419189,0.047244,0.045277,-0.044016,-0.998314,2.508736,2.282161,0.115281,95.561089,114.441872,104.591423,111.658005,-0.001021,105.434174,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27052.000000,-0.086968,-0.411864,0.054036,0.045318,-0.043985,-0.998326,2.508722,2.282202,0.115275,95.561089,114.441872,104.591423,111.658005,-0.000882,105.434174,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27053.000000,-0.076780,-0.409879,0.062470,0.045361,-0.043972,-0.998330,2.508717,2.282245,0.115269,95.561089,114.441872,104.591423,111.658005,-0.000746,105.434174,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27054.000000,-0.067709,-0.414873,0.070328,0.045401,-0.043970,-0.998327,2.508722,2.282284,0.115262,95.561089,114.441872,104.591423,111.658005,-0.000613,105.434174,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27055.000000,-0.063439,-0.425210,0.075700,0.045426,-0.043973,-0.998327,2.508731,2.282315,0.115255,95.561089,114.441872,104.591423,111.658005,-0.000482,105.434174,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27056.000000,-0.062776,-0.437138,0.078083,0.045442,-0.043976,-0.998318,2.508740,2.282334,0.115248,95.561089,114.441872,104.591423,111.658005,-0.000353,105.434174,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27060.000000,-0.062264,-0.446748,0.078628,0.045458,-0.043980,-0.998311,2.508751,2.282343,0.115240,93.564613,115.439819,102.595123,108.663292,-0.000287,105.316269,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27061.000000,-0.057733,-0.452189,0.080732,0.045439,-0.043908,-0.998180,2.508798,2.282356,0.115208,93.564613,115.439819,102.595123,108.663292,-0.000035,105.316269,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27062.000000,-0.054867,-0.451068,0.080179,0.045441,-0.043877,-0.998115,2.508812,2.282361,0.115200,93.564613,115.439819,102.595123,108.663292,0.000025,105.316269,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27063.000000,-0.051415,-0.451104,0.077679,0.045434,-0.043867,-0.998074,2.508830,2.282367,0.115192,93.564613,115.439819,102.595123,108.663292,0.000084,105.316269,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27064.000000,-0.048169,-0.451508,0.072940,0.045416,-0.043840,-0.998023,2.508849,2.282370,0.115184,93.564613,115.439819,102.595123,108.663292,0.000141,105.316269,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27065.000000,-0.045706,-0.451267,0.067414,0.045387,-0.043807,-0.997973,2.508872,2.282374,0.115176,93.564613,115.439819,102.595123,108.663292,0.000197,105.316269,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27066.000000,-0.044305,-0.450345,0.062517,0.045359,-0.043758,-0.997933,2.508892,2.282377,0.115168,93.564613,115.439819,102.595123,108.663292,0.000253,105.316269,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27069.000000,-0.045802,-0.449470,0.058029,0.045332,-0.043703,-0.997898,2.508910,2.282381,0.115160,98.555878,113.443352,103.593361,102.673691,0.000219,105.076363,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27070.000000,-0.067481,-0.449303,0.053050,0.045301,-0.043559,-0.997841,2.508909,2.282387,0.115143,98.555878,113.443352,103.593361,102.673691,0.000152,105.076363,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27071.000000,-0.101496,-0.449492,0.053472,0.045318,-0.043424,-0.997836,2.508833,2.282393,0.115126,98.555878,113.443352,103.593361,102.673691,0.000088,105.076363,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27072.000000,-0.112381,-0.450559,0.050393,0.045327,-0.043388,-0.997844,2.508773,2.282396,0.115117,98.555878,113.443352,103.593361,102.673691,0.000056,105.076363,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27073.000000,-0.116565,-0.452570,0.046491,0.045335,-0.043355,-0.997847,2.508708,2.282396,0.115108,98.555878,113.443352,103.593361,102.673691,0.000026,105.076363,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27074.000000,-0.114497,-0.453370,0.042723,0.045345,-0.043321,-0.997850,2.508644,2.282396,0.115100,98.555878,113.443352,103.593361,102.673691,-0.000005,105.076363,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27075.000000,-0.109006,-0.451260,0.038642,0.045355,-0.043294,-0.997849,2.508585,2.282399,0.115091,98.555878,113.443352,103.593361,102.673691,-0.000035,105.076363,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27076.000000,-0.104181,-0.447240,0.035248,0.045359,-0.043283,-0.997855,2.508530,2.282406,0.115082,98.555878,113.443352,103.593361,102.673691,-0.000064,105.076363,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27080.000000,-0.101190,-0.443069,0.034017,0.045371,-0.043278,-0.997850,2.508478,2.282417,0.115074,96.559357,116.437881,104.591721,107.665169,0.000041,105.472260,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27081.000000,-0.087197,-0.439911,0.033940,0.045442,-0.043358,-0.997787,2.508306,2.282486,0.115041,96.559357,116.437881,104.591721,107.665169,0.000439,105.472260,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27082.000000,-0.081298,-0.444711,0.031999,0.045457,-0.043390,-0.997770,2.508278,2.282499,0.115032,96.559357,116.437881,104.591721,107.665169,0.000534,105.472260,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27083.000000,-0.076342,-0.449521,0.030181,0.045463,-0.043408,-0.997761,2.508255,2.282507,0.115024,96.559357,116.437881,104.591721,107.665169,0.000627,105.472260,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27084.000000,-0.072366,-0.451674,0.029070,0.045466,-0.043445,-0.997756,2.508239,2.282514,0.115015,96.559357,116.437881,104.591721,107.665169,0.000718,105.472260,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27085.000000,-0.068874,-0.451966,0.028478,0.045457,-0.043476,-0.997769,2.508226,2.282519,0.115007,96.559357,116.437881,104.591721,107.665169,0.000807,105.472260,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27086.000000,-0.064702,-0.451667,0.027902,0.045446,-0.043483,-0.997786,2.508218,2.282525,0.114998,96.559357,116.437881,104.591721,107.665169,0.000894,105.472260,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27089.000000,-0.059207,-0.448900,0.027460,0.045440,-0.043485,-0.997806,2.508215,2.282532,0.114990,90.569847,113.442856,107.586655,107.665367,0.000893,105.262314,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27090.000000,-0.050940,-0.438979,0.031861,0.045431,-0.043459,-0.997857,2.508222,2.282563,0.114973,90.569847,113.442856,107.586655,107.665367,0.000892,105.262314,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27091.000000,-0.046168,-0.441663,0.040595,0.045425,-0.043422,-0.997906,2.508236,2.282596,0.114957,90.569847,113.442856,107.586655,107.665367,0.000890,105.262314,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
