I0,I1,I2,I3,I4,I5,I6
18896.000000,9.958166,38.114788,-2.564716,0.242676,0.774902,-0.137695
18897.000000,6.055727,29.456253,-6.954961,-0.466309,-1.177246,-0.089355
18899.000000,13.311825,29.212351,-0.491546,0.804199,-0.516113,-2.524414
18899.000000,5.384995,26.102594,-4.576912,-1.040527,0.881348,-1.977539
18900.000000,5.384995,26.102594,-4.576912,-1.040527,0.881348,-1.977539
18901.000000,16.177679,34.517227,-2.442765,0.754395,-0.160156,-0.132324
18902.000000,-1.505249,45.431862,-2.320814,-1.084473,-0.256348,-0.591309
18903.000000,15.689873,30.309912,-5.125692,1.589355,0.799316,-0.043945
18904.000000,0.384995,29.517229,-6.040326,-1.598633,-0.665039,-0.917969
18905.000000,14.287435,25.370888,-2.869594,1.503906,1.115723,-2.034668
18906.000000,-0.346713,22.748936,-2.442765,-1.743164,-0.158203,-1.553223
18907.000000,19.958166,33.236740,-2.503741,1.723633,0.548340,-1.840820
18909.000000,14.165483,44.456253,-4.333009,2.024414,0.403809,-0.436523
18909.000000,2.153287,22.809912,-3.906180,-1.562012,-0.978516,0.079102
18910.000000,2.153287,22.809912,-3.906180,-1.562012,-0.978516,0.079102
18911.000000,11.665483,28.724546,-6.467155,0.891113,1.043457,-2.035156
18912.000000,11.726459,19.944057,-2.137887,-0.079102,-0.528809,-2.272461
18913.000000,7.641092,31.529423,-0.735448,-0.688965,0.915039,-2.166992
18914.000000,14.531337,40.309910,-1.528131,0.595703,-0.773926,-0.958496
18915.000000,9.531337,38.785522,-6.162277,-1.308594,-0.157227,0.062012
18916.000000,14.653288,34.456253,-2.747643,1.903320,-0.424316,-1.190918
18917.000000,0.567921,24.883081,-4.272034,-1.908203,0.497559,-0.393066
18919.000000,22.336214,42.261131,-3.113497,2.864258,0.322266,-1.573730
18919.000000,22.336214,42.261131,-3.113497,2.864258,0.322266,-1.573730
18920.000000,2.458165,39.395279,-0.247643,-2.756348,-0.141602,0.218262
18921.000000,2.458165,39.395279,-0.247643,-2.756348,-0.141602,0.218262
18922.000000,4.958166,21.285521,-3.174473,-2.461914,-0.594238,-0.154297
18923.000000,15.080116,29.395277,-2.564716,2.489258,0.993164,-2.828125
