I0,I1,I2,I3,I4,I5,I6
18389.000000,-2.419883,-2.129113,3.532845,0.705566,-0.893066,-1.632813
18389.000000,-5.468664,-14.446186,-1.101302,-0.157715,0.754883,-2.142578
18390.000000,-5.468664,-14.446186,-1.101302,-0.157715,0.754883,-2.142578
18391.000000,-3.395493,-3.775455,1.337723,-0.339355,-1.557617,-0.410645
18392.000000,6.543531,11.590400,4.203576,0.128418,-1.910645,-0.117676
18393.000000,6.543531,11.590400,4.203576,0.128418,-1.910645,-0.117676
18394.000000,11.177678,-0.116918,3.288942,0.627441,-1.821777,0.075195
18395.000000,-17.115005,-9.080333,3.349918,-0.505859,1.591309,-1.809082
18396.000000,7.763043,-11.275455,1.337723,0.728516,-1.613281,-0.597168
18397.000000,-20.590616,9.944058,0.666991,-1.180664,1.558594,-2.131348
18399.000000,-13.578420,6.163570,5.788942,-1.603027,1.335449,-0.119141
18399.000000,-13.578420,6.163570,5.788942,-1.603027,1.335449,-0.119141
18400.000000,6.421580,-1.275454,3.593820,1.753418,-0.389648,-0.864258
18401.000000,-7.663786,-7.190088,4.081625,-1.799316,-0.407227,-1.094238
18402.000000,1.665483,-14.080333,2.618211,1.959473,0.208008,-1.791016
18403.000000,-8.700372,5.370887,0.849918,-2.173340,-0.759277,-1.067871
18404.000000,-5.102810,0.797716,1.215771,2.103027,1.182129,-1.644531
18405.000000,-2.115005,11.285522,1.520650,-2.362793,-0.742676,-0.316406
18406.000000,-0.102810,1.834302,4.264552,2.120117,0.965820,-1.682129
18407.000000,1.970361,-2.738869,3.471869,-2.220703,-1.182617,0.138672
18409.000000,0.872800,-7.129113,-0.491546,-2.016113,-1.752441,0.411621
18409.000000,0.872800,-7.129113,-0.491546,-2.016113,-1.752441,0.411621
18410.000000,-10.163786,6.529424,-0.247643,1.282715,1.387207,-2.457031
18411.000000,1.055726,1.651375,1.337723,-1.012695,-1.112305,0.138184
18412.000000,-4.005249,11.529424,2.374308,0.565918,1.214355,-1.338379
18413.000000,2.641092,-5.909601,5.179186,0.048340,-0.583496,-0.173828
18414.000000,-1.444274,-2.738869,2.313333,0.019043,0.221680,-2.143066
