I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12
18594.000000,5.806130,1.249113,-2.026968,2.255371,1.856445,-2.452148,6.598364,15.402019,-2.678876,-0.202208,0.001449,-1.074262
18595.000000,15.074423,-5.275277,-2.270870,-2.390137,-0.450684,-0.820801,7.509280,15.248934,-2.636301,-0.227385,-0.010570,-1.072339
18596.000000,4.342715,25.090576,-3.307456,0.611816,1.506836,-0.673828,8.246739,15.308022,-2.620628,-0.249002,-0.017617,-1.067267
18597.000000,13.184178,34.663750,-4.161114,-0.221680,-1.352539,0.711426,8.531309,15.971182,-2.625819,-0.267649,-0.022271,-1.056376
18599.000000,17.208570,17.529600,-3.002577,-1.356934,-0.675293,0.527832,8.960596,16.267920,-2.672471,-0.286490,-0.029137,-1.040319
18599.000000,17.208570,17.529600,-3.002577,-1.356934,-0.675293,0.527832,10.075562,16.092213,-2.726261,-0.311507,-0.039006,-1.018239
18600.000000,-1.876797,18.810089,2.058398,0.907715,0.515625,-2.786133,11.113549,16.157434,-2.683495,-0.337017,-0.048891,-0.994350
18601.000000,22.757351,0.822284,-3.978187,-0.609863,-0.121582,-1.941406,11.656750,16.605421,-2.546853,-0.356252,-0.058010,-0.976159
18602.000000,0.745154,21.614967,-1.173309,-0.097168,0.981934,-1.966797,11.953857,17.513920,-2.433871,-0.369875,-0.065497,-0.964164
18603.000000,18.976862,31.919846,-4.587944,1.141602,-1.096191,-0.577148,11.865728,18.629469,-2.349375,-0.377406,-0.071922,-0.956714
18604.000000,-1.267041,21.858870,-3.612334,-0.654785,-0.093750,-0.944336,11.423909,19.014109,-2.337001,-0.379556,-0.079037,-0.954808
18605.000000,14.647593,11.736918,-2.514772,0.561523,1.058594,-0.605957,10.756032,18.558405,-2.396648,-0.378838,-0.082245,-0.958024
18606.000000,0.928081,32.285702,-0.868431,-1.458984,-0.197266,-1.466309,10.058377,18.274912,-2.445483,-0.376208,-0.079025,-0.963607
18607.000000,18.306131,2.224723,-0.746480,1.450195,0.620117,-1.564453,9.627258,18.658098,-2.455495,-0.371778,-0.073875,-0.969062
18609.000000,18.611010,36.493019,-3.307456,2.354980,-1.167480,-1.903809,9.852941,19.909416,-2.432125,-0.356799,-0.070942,-0.973923
18609.000000,-0.779236,26.066187,-5.258675,-1.857910,0.122070,-0.006836,10.239165,21.820337,-2.467923,-0.332170,-0.072267,-0.977999
18610.000000,-0.779236,26.066187,-5.258675,-1.857910,0.122070,-0.006836,9.734826,22.823128,-2.639445,-0.315134,-0.073805,-0.980341
18611.000000,15.867106,19.724722,-4.709895,2.182617,-0.536133,-2.311035,8.846312,22.694941,-2.911558,-0.304475,-0.072926,-0.984980
18612.000000,1.903691,30.456430,-1.295260,-2.177246,0.069336,-0.688477,8.357347,22.651939,-3.176679,-0.290759,-0.072271,-0.995054
18613.000000,15.013447,14.846675,-1.783065,2.173340,0.357422,-2.776855,8.179365,23.001854,-3.348757,-0.275616,-0.072071,-1.007598
18614.000000,5.196373,9.236918,-2.697700,-2.135742,-0.062500,-0.221191,8.114511,23.402843,-3.420129,-0.261056,-0.071512,-1.018985
18615.000000,12.025642,26.858870,-6.661114,1.299316,0.013184,-0.851563,7.999238,23.437191,-3.474711,-0.248905,-0.070908,-1.025847
18616.000000,3.611008,25.029600,-5.624529,-1.450195,0.249023,0.848145,7.929348,22.765917,-3.612737,-0.238027,-0.069113,-1.028388
18617.000000,8.550033,22.834478,-5.929407,0.789551,-0.333496,-1.215820,7.926272,21.740364,-3.818135,-0.227745,-0.065183,-1.028778
