I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12
24369.000000,-0.413382,-0.641131,4.680349,-0.497070,-0.475098,-1.056641,-5.678472,-2.120784,3.210078,-0.013049,-0.078763,-1.125494
24370.000000,-12.242651,-16.006985,3.521813,0.684082,1.155273,-1.011719,-4.922091,-1.285497,3.154295,-0.016417,-0.091004,-1.122412
24371.000000,-1.754846,7.041796,0.534008,-1.640137,0.782715,0.590332,-4.809955,-1.345514,3.177915,-0.021106,-0.095951,-1.114536
24372.000000,-12.181676,-2.653326,1.448642,2.542969,-0.998047,-1.863770,-5.125874,-1.766519,3.146940,-0.026216,-0.096035,-1.103126
24373.000000,1.903691,4.785699,-0.075748,-2.892090,-0.083496,-0.222656,-5.392745,-2.007201,2.977398,-0.029910,-0.097840,-1.092710
24374.000000,-19.010942,-6.250887,5.534008,3.136719,-0.023438,-1.849121,-5.599609,-1.966956,2.724048,-0.033868,-0.100144,-1.083889
24375.000000,5.074422,-5.946009,3.887667,-3.204590,-0.035645,0.295898,-5.865696,-1.865297,2.543237,-0.036386,-0.100857,-1.074930
24376.000000,-19.010942,-7.470399,4.070593,2.852539,0.850098,-2.220703,-6.114393,-1.882679,2.498629,-0.037542,-0.099642,-1.064726
24377.000000,7.757349,-7.104546,1.509618,-2.648926,-1.443359,-1.115234,-6.366986,-2.244331,2.573194,-0.038156,-0.098458,-1.056832
24378.000000,1.354910,-5.092350,0.594984,-2.059570,0.209473,0.041992,-6.041818,-3.182902,2.665480,-0.047755,-0.100562,-1.051052
24379.000000,1.354910,-5.092350,0.594984,-2.059570,0.209473,0.041992,-4.968021,-4.360440,2.655586,-0.072742,-0.102756,-1.041540
24380.000000,-20.047529,3.322284,2.302301,1.489258,0.728516,-0.951172,-4.154688,-5.082249,2.520755,-0.103740,-0.100583,-1.027839
24381.000000,6.415886,-9.238691,4.924252,-0.923828,-0.748535,-0.840820,-3.920833,-5.106954,2.340555,-0.131620,-0.095634,-1.013517
24382.000000,-17.364601,-5.519179,4.192544,0.766602,1.141113,-0.847656,-3.882084,-4.828475,2.262699,-0.154982,-0.090259,-0.999219
24383.000000,7.147593,-12.287473,2.851081,-0.408203,-1.423340,-1.463379,-3.998780,-4.736781,2.347818,-0.174829,-0.085417,-0.984943
24384.000000,-19.010942,9.358870,1.753520,-0.988770,-0.027344,-0.065430,-4.401313,-4.788928,2.532786,-0.192970,-0.083481,-0.971870
24385.000000,-1.084114,-5.702106,0.594984,1.414551,-0.167480,-1.567871,-5.218843,-4.571463,2.695481,-0.206815,-0.083485,-0.960922
24386.000000,-15.169480,10.578382,1.753520,-1.710449,0.128418,-1.527344,-6.089921,-3.964436,2.729898,-0.215867,-0.083283,-0.954783
24387.000000,-2.608504,-12.470399,4.375472,2.676270,0.431152,-1.926270,-6.698565,-3.171649,2.647379,-0.222053,-0.081660,-0.955245
24388.000000,-4.925578,-14.604546,5.534008,2.486816,1.030762,-1.502441,-6.914201,-2.900174,2.593057,-0.214984,-0.076403,-0.961397
24389.000000,-5.779236,-2.226497,-0.075748,-3.387695,-0.905762,0.148926,-6.804591,-3.192219,2.586288,-0.200026,-0.069180,-0.967638
24390.000000,-5.779236,-2.226497,-0.075748,-3.387695,-0.905762,0.148926,-6.742643,-3.495696,2.477700,-0.199460,-0.064834,-0.967931
24391.000000,-14.376798,-1.982594,2.790106,3.020508,1.104980,-1.705078,-6.967248,-3.810607,2.345072,-0.207482,-0.061880,-0.965614
24392.000000,-1.388992,8.322284,-0.075748,-2.825195,-1.978516,-0.338379,-7.266853,-3.877051,2.282989,-0.211420,-0.059683,-0.964682
24393.000000,-17.303625,-7.470399,5.473032,2.808594,1.707520,-2.428711,-7.421731,-3.536732,2.221798,-0.214796,-0.059839,-0.965196
24394.000000,3.854911,3.261308,3.399862,-2.748535,-1.416504,0.329590,-7.493649,-2.900684,2.185852,-0.219786,-0.060677,-0.966283
24395.000000,-18.279236,-13.567960,7.363276,2.713379,1.770508,-1.940918,-7.522403,-2.147202,2.309632,-0.225452,-0.061514,-0.965812
24396.000000,5.806130,-3.263082,0.960837,-2.241699,-2.552734,-0.128906,-7.581357,-1.948998,2.640483,-0.226230,-0.062268,-0.965732
24397.000000,-24.071918,0.700333,2.363276,2.406250,2.175293,-2.290527,-7.742372,-2.263360,2.979204,-0.219448,-0.062891,-0.969434
24398.000000,-28.340212,2.529601,3.887667,1.273438,2.445801,-1.991699,-8.831542,-2.500674,3.258289,-0.202444,-0.054125,-0.979774
24399.000000,-28.340212,2.529601,3.887667,1.273438,2.445801,-1.991699,-11.191153,-2.476672,3.506918,-0.175295,-0.028077,-0.996673
24400.000000,7.635398,-9.848448,4.192544,-1.078613,-1.777344,0.038086,-13.316102,-2.298667,3.609269,-0.147129,0.004959,-1.014335
24401.000000,-22.181675,-0.214301,6.570593,0.793457,1.484863,-1.504883,-14.240556,-2.057851,3.633120,-0.122979,0.034224,-1.028613
24402.000000,7.208569,-16.677717,4.009618,-0.506348,-1.901367,-0.598145,-14.364332,-2.052835,3.765700,-0.099267,0.060212,-1.041358
24403.000000,-3.096309,-6.799667,2.241325,0.779297,-0.699219,-1.598145,-13.491565,-2.848534,3.964433,-0.072546,0.080222,-1.055139
24404.000000,-18.035334,5.822284,1.326691,-0.931152,0.258789,-0.476074,-11.975267,-3.879957,4.059051,-0.046891,0.091902,-1.068444
24405.000000,-18.035334,5.822284,1.326691,-0.931152,0.258789,-0.476074,-10.869313,-4.183330,3.941090,-0.030030,0.098546,-1.076517
24406.000000,-12.303627,3.566186,3.887667,-1.348633,-0.261719,-0.347656,-10.432837,-3.610723,3.630057,-0.025076,0.101650,-1.077651
24407.000000,-10.230456,-18.263083,7.424252,1.314941,0.699707,-1.650879,-10.488003,-2.854886,3.362809,-0.026291,0.103043,-1.075926
24408.000000,-8.462163,0.700333,-1.234285,-1.704102,-0.967285,0.061523,-10.765322,-2.550783,3.192863,-0.028131,0.104435,-1.073607
24409.000000,-17.669479,-12.836253,3.216935,1.369141,1.405273,-1.192383,-11.378813,-2.595501,2.982812,-0.029108,0.108570,-1.069784
24410.000000,-4.925578,10.761309,-0.258675,-1.021973,-2.104980,-0.958496,-12.031323,-2.745652,2.794660,-0.028866,0.112990,-1.065381
24411.000000,-20.108503,-10.336253,4.070593,0.670898,2.107422,-1.857422,-12.091786,-2.967737,2.685533,-0.029725,0.112911,-1.062160
24412.000000,-1.023139,4.541796,4.985228,-0.681641,-1.757813,-0.589355,-11.655425,-3.344553,2.691839,-0.031598,0.110205,-1.060609
24413.000000,-19.254845,-12.470399,5.899862,0.978516,1.609375,-2.459473,-11.199387,-3.564150,2.811099,-0.032813,0.105948,-1.061895
24414.000000,0.074423,-2.592350,0.899862,-0.826172,-2.145996,0.246094,-10.971417,-3.546989,2.908358,-0.033180,0.099908,-1.065516
24415.000000,-21.145090,-2.958204,1.570593,1.356445,1.671875,-3.103516,-11.023691,-3.364064,2.904166,-0.030624,0.094001,-1.071758
24416.000000,-3.279236,-3.811863,1.326691,-1.762207,-1.423828,0.971191,-11.292879,-3.172256,2.863672,-0.026832,0.089848,-1.080131
24417.000000,-24.010942,5.090577,1.631569,1.265625,1.507813,-2.762695,-11.438131,-3.157415,2.825564,-0.025714,0.085344,-1.086645
24418.000000,-1.267041,-10.092350,4.436447,-1.403809,-1.268066,0.272949,-11.346882,-3.311339,2.776776,-0.026094,0.079208,-1.091760
24419.000000,-18.584114,0.395455,6.265715,1.173340,1.235840,-1.618652,-11.201693,-3.516579,2.775752,-0.027116,0.072312,-1.095265
24420.000000,-2.913382,-11.494789,3.582788,-1.062500,-1.143066,-0.301758,-11.174637,-3.508758,2.855705,-0.028799,0.065581,-1.096441
24421.000000,-18.523138,4.541796,1.265715,1.268066,0.602539,-1.312500,-11.337349,-3.283068,2.957411,-0.029161,0.059859,-1.096595
24422.000000,-9.986553,-7.470399,0.534008,-1.585938,0.334961,-0.451172,-11.745648,-2.970957,2.998400,-0.028619,0.057230,-1.095883
24423.000000,-14.742651,7.346674,1.936447,2.104492,-0.822266,-1.873535,-12.043517,-2.763694,2.971681,-0.027723,0.055075,-1.094830
24424.000000,-11.145090,-11.677716,4.192544,-2.595215,0.967773,-0.430664,-11.973532,-2.827415,2.943322,-0.026890,0.050457,-1.093758
24425.000000,-8.949968,5.517406,4.070593,2.432129,-0.717773,-1.384277,-11.779576,-2.964597,2.903212,-0.027017,0.045737,-1.092295
24426.000000,-13.767041,-15.153326,6.082788,-2.255859,1.246582,0.143066,-11.678484,-2.910623,2.870996,-0.027404,0.042330,-1.088946
24427.000000,-7.059724,5.212528,1.265715,2.306152,-1.230469,-1.274902,-11.713464,-2.781675,2.927409,-0.027308,0.041010,-1.083015
24428.000000,-4.864602,14.175942,-0.258675,2.237793,-1.603027,-2.270020,-11.524427,-2.059195,2.963142,-0.017598,0.035822,-1.079591
24429.000000,-4.864602,14.175942,-0.258675,2.237793,-1.603027,-2.270020,-10.746000,-0.362861,2.852632,0.007846,0.019858,-1.083768
24430.000000,-18.584114,-11.006985,3.277911,-1.976563,1.984863,-0.581543,-9.787040,1.158858,2.665176,0.038944,-0.000705,-1.092274
24431.000000,-0.230456,4.236918,3.582788,1.551270,-1.291992,-1.072754,-9.141436,1.749531,2.484153,0.067377,-0.018424,-1.100123
24432.000000,-16.449966,-6.555765,6.387667,-1.411133,0.567383,-0.882813,-8.764271,1.970398,2.368778,0.092984,-0.035836,-1.106965
24433.000000,-2.486553,5.090577,3.887667,0.820801,-1.363770,-0.791992,-8.647650,2.190768,2.437114,0.115042,-0.054378,-1.113322
24434.000000,-16.023138,-6.677716,1.326691,0.319336,-0.493164,-2.437988,-8.798507,2.128150,2.663347,0.134594,-0.073588,-1.121052
24435.000000,-6.388992,-2.287472,0.107179,-0.999512,-0.651855,-0.410645,-9.132259,1.305724,2.863088,0.148851,-0.093263,-1.130098
