I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12
76098.000000,21.781740,58.078384,-1.722090,1.381348,-0.325684,-0.125977,27.059460,55.452572,-4.542981,-0.123516,-0.088362,-1.078011
76099.000000,19.891497,48.505215,-4.405016,-1.394531,0.682617,-1.277344,25.986418,56.919861,-4.325073,-0.125481,-0.082784,-1.085397
76100.000000,28.732960,56.675945,-4.344041,0.935059,-0.459473,-1.735840,24.971428,58.049397,-4.144519,-0.127332,-0.076629,-1.088142
76101.000000,14.647593,49.846676,-0.807455,-1.573730,0.893555,-1.387695,24.140850,58.823784,-4.008749,-0.128957,-0.070006,-1.089822
76102.000000,15.379301,75.822289,-3.307456,-1.304688,0.146484,-0.226563,23.050415,59.268703,-3.779381,-0.133870,-0.061399,-1.091275
76103.000000,22.818327,70.456436,-4.465992,1.419922,-0.835938,-0.943848,21.862793,59.693695,-3.552723,-0.141417,-0.052400,-1.092981
76104.000000,22.818327,70.456436,-4.465992,1.419922,-0.835938,-0.943848,21.066031,60.428017,-3.442739,-0.143331,-0.047291,-1.096848
76105.000000,23.428082,65.944237,-4.526968,0.823242,-0.503418,-1.989746,20.706846,61.789520,-3.446034,-0.136774,-0.047457,-1.103004
76106.000000,14.159788,51.188141,-2.392821,-0.475098,1.021973,-1.891113,20.462198,63.350239,-3.496132,-0.125773,-0.049227,-1.110465
76107.000000,24.891497,67.468628,-4.953797,-1.224121,0.219238,-0.717285,20.148094,64.544342,-3.567769,-0.116483,-0.048156,-1.116923
76108.000000,15.684178,83.078384,-3.673309,0.814453,0.013184,-0.920898,19.988962,65.872978,-3.707247,-0.107809,-0.045655,-1.120988
76109.000000,19.891497,72.834480,-5.380626,-0.967773,-0.603027,0.529785,19.933443,67.231056,-3.881329,-0.097607,-0.044277,-1.122841
76110.000000,17.391497,68.200333,-5.929407,1.136719,-0.309570,-1.417480,19.751448,67.921501,-4.075995,-0.089638,-0.043848,-1.123034
76111.000000,15.806130,69.419846,-3.612334,-1.459961,-0.069824,-0.945801,19.318768,68.301796,-4.262294,-0.086084,-0.043626,-1.123078
76112.000000,13.671984,66.432045,-5.441602,1.604492,0.559570,-2.220215,18.622889,68.990707,-4.401235,-0.084567,-0.042709,-1.122770
76113.000000,21.293936,58.627163,-5.502578,-2.197754,0.503418,-0.581055,17.930393,69.728470,-4.578637,-0.082787,-0.040073,-1.121054
76114.000000,13.489057,89.724724,-5.502578,1.170898,0.203613,-1.207520,17.459034,70.443207,-4.824570,-0.080804,-0.036047,-1.117906
76115.000000,21.050034,75.029602,-5.563553,-1.463379,-0.349609,0.057617,17.238182,71.258560,-5.063638,-0.078186,-0.031865,-1.114611
76116.000000,12.330521,76.553993,-7.880627,0.626953,-0.499512,-0.456543,17.117241,71.742805,-5.289031,-0.078218,-0.028116,-1.110892
