I0,I1,I2,I3,I4,I5,I6
29739.000000,11.604507,-7.921796,3.288942,1.515137,-2.248047,-0.898438
29740.000000,-8.212566,-20.177895,7.618211,-0.801758,1.145508,-1.158203
29741.000000,13.311825,-25.726675,5.423089,0.687500,-0.939453,-1.111816
29742.000000,-10.712566,-28.226675,5.240162,-1.365723,1.445313,-1.836914
29743.000000,14.775239,-2.921796,-0.796424,-0.062988,-0.602051,-0.383301
29744.000000,-9.980859,5.858692,3.532845,-0.168457,0.959473,-0.701660
29745.000000,14.531337,-10.848625,3.166991,0.413086,-1.484863,0.497070
29746.000000,-10.529639,-15.970576,5.727966,-0.004883,0.791016,-0.552246
29747.000000,8.677678,-32.494968,4.630405,0.425781,0.113770,-1.458496
29748.000000,-6.566225,-22.860821,2.740162,-0.712402,0.444824,-2.059082
29749.000000,10.080117,-14.629113,0.971869,-0.341797,-0.703613,-1.479492
29750.000000,-5.407688,11.468449,0.240162,-0.594238,0.408203,-0.818848
29751.000000,9.043531,-6.641308,1.642601,0.729492,-1.187500,-0.427246
29752.000000,-5.895493,-16.031553,3.776747,-0.201660,0.638672,0.154297
29753.000000,8.250849,-26.153505,3.045040,1.090332,-1.705078,-2.171387
29754.000000,-2.054030,-24.812040,2.374308,-1.496582,1.575195,-2.319336
29755.000000,5.994751,-13.409601,-1.345204,0.918457,-1.001465,-1.874512
29756.000000,-0.895493,7.017229,0.179186,-1.844727,0.775879,-0.387695
29758.000000,-2.054030,-11.885210,3.227967,-1.226563,1.366699,-0.034180
29758.000000,-2.054030,-11.885210,3.227967,-1.226563,1.366699,-0.034180
29759.000000,4.653287,-23.836432,1.520650,2.472168,-1.135254,-1.438477
29760.000000,-1.261347,-31.946188,2.679186,-2.820313,1.225586,-1.613770
29761.000000,4.043531,-17.129114,-2.259838,1.748535,-0.952148,-1.619629
29762.000000,-1.322322,4.456253,-0.674472,-2.787598,1.237793,-0.656250
29763.000000,5.628897,1.346497,-0.613497,2.847656,-1.205566,-0.000977
29764.000000,0.628897,-14.141308,1.764552,-2.541504,0.476563,-0.025391
29765.000000,5.202068,-18.409601,1.703576,2.828613,-0.797852,-0.933105
29766.000000,0.019141,-30.421797,0.118210,-2.833984,1.146973,-1.382324
29767.000000,-2.785737,1.407472,-3.662277,-3.291016,1.481445,-0.543457
29768.000000,-2.785737,1.407472,-3.662277,-3.291016,1.481445,-0.543457
29769.000000,6.787434,-0.665698,1.947479,2.439453,-1.154297,0.585449
29770.000000,-1.322322,-10.238869,0.666991,-2.271484,0.999023,-0.997559
29771.000000,5.445971,-16.275455,4.691381,2.543945,-1.270020,-1.026367
29772.000000,-0.651591,-26.458382,-0.369594,-1.648926,0.835938,-2.095703
29773.000000,4.775239,-20.848627,2.923089,0.861328,-1.300781,-1.164551
29774.000000,-4.127201,2.870887,-1.528131,-2.334473,1.429199,-1.559570
29775.000000,9.287434,5.309912,2.191381,1.402832,-2.333496,0.529297
29776.000000,-6.627201,-2.982771,2.374308,-0.631836,1.785156,-1.816406
29778.000000,-6.871103,-18.348627,2.862113,-0.622559,1.290527,-3.519043
29778.000000,11.360605,-23.653505,0.484064,-0.407227,-1.327148,0.328125
29779.000000,11.360605,-23.653505,0.484064,-0.407227,-1.327148,0.328125
29780.000000,-10.651590,8.480643,1.581625,-0.599609,1.619629,-2.250977
29781.000000,14.714264,-2.494967,0.301137,-0.047363,-2.144043,1.556152
29782.000000,-10.956469,-0.665698,4.691381,-0.015137,1.484375,-1.151367
29783.000000,15.567923,-15.055943,2.801137,0.498047,-1.942383,0.561035
29784.000000,-8.029639,-10.665698,3.471869,0.098145,0.980469,-3.275879
