I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12
28752.000000,15.440276,11.066187,1.326691,-3.500488,0.695313,-1.549316,19.243443,4.564503,2.173429,0.171802,-0.210884,-1.104226
28753.000000,20.501253,18.383259,4.253520,3.387695,-0.604004,-0.514648,18.850538,4.964852,2.078707,0.165849,-0.216699,-1.118935
28754.000000,16.659790,3.261308,5.168154,-3.379883,1.065918,-0.909180,18.480556,5.821272,2.189314,0.160802,-0.219218,-1.131349
28755.000000,23.611010,5.578382,1.387667,3.574219,-1.409668,-0.799316,18.219370,6.804892,2.363377,0.153875,-0.219143,-1.138322
28756.000000,8.854910,-13.994789,2.058398,-4.033691,1.883789,-0.732422,17.914843,7.231714,2.413562,0.142956,-0.215831,-1.139792
28758.000000,2.757349,11.371065,1.753520,-4.231934,1.995117,-0.666504,17.041897,6.900109,2.404873,0.115725,-0.202595,-1.137507
28758.000000,29.403692,26.249113,2.546203,4.319824,-1.299805,-1.762695,16.120691,6.718123,2.446430,0.077042,-0.181492,-1.135245
28759.000000,29.403692,26.249113,2.546203,4.319824,-1.299805,-1.762695,16.361345,7.547253,2.525261,0.059101,-0.165030,-1.137542
28760.000000,6.659788,5.944235,6.326691,-4.154785,2.037109,-0.256836,17.132156,8.987783,2.655043,0.058696,-0.151978,-1.142661
28761.000000,31.415888,8.383260,2.424252,4.406738,-1.662109,-1.611816,17.574154,10.231853,2.825976,0.057112,-0.136486,-1.145682
28762.000000,5.379301,-7.897228,1.692545,-3.841309,0.197266,-1.501465,17.845760,10.883152,2.901669,0.055131,-0.122880,-1.148077
28763.000000,24.891497,0.639357,-1.173309,2.799316,-0.832031,-1.573730,18.016499,10.691092,2.791286,0.055608,-0.114767,-1.153203
28764.000000,0.806130,8.749113,0.168154,-3.295898,1.671875,0.033691,18.017103,9.627078,2.513144,0.057975,-0.108630,-1.158735
28765.000000,27.391497,21.432039,1.509618,2.677246,-0.942871,-1.305664,17.606478,8.292272,2.180227,0.055844,-0.099372,-1.161174
28766.000000,6.598813,11.310089,3.704740,-2.564453,0.931152,-0.432129,16.959873,7.523736,1.917093,0.049141,-0.088179,-1.161301
28768.000000,25.135399,-8.567960,-0.441602,1.995117,-0.862305,-1.582031,16.352226,7.044475,1.667797,0.040700,-0.077543,-1.160173
