I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12
36055.000000,-7.852407,-13.263083,2.790106,0.747559,-1.469238,-2.713379,-9.519962,-18.281332,2.850212,0.079849,-0.243653,-1.030564
36056.000000,-16.632895,-42.165520,5.473032,-0.208008,1.392578,-1.259277,-10.137279,-18.139343,2.875732,0.075910,-0.243324,-1.026381
36057.000000,-27.974358,-19.116741,4.070593,-0.224609,2.500977,-1.524414,-11.056281,-18.651262,3.058431,0.072098,-0.234061,-1.024407
36058.000000,-27.974358,-19.116741,4.070593,-0.224609,2.500977,-1.524414,-12.832932,-19.680399,3.404512,0.067986,-0.208332,-1.023965
36059.000000,8.062227,5.822284,-1.478187,0.497559,-3.459473,-0.454590,-14.477767,-20.172865,3.632089,0.065009,-0.177120,-1.026762
36060.000000,-33.523140,-32.470398,7.668154,0.109863,3.105957,-0.782227,-15.418223,-19.964182,3.661765,0.063478,-0.148486,-1.031742
36061.000000,11.964666,-12.531375,1.021813,-0.092285,-2.112305,0.043945,-15.904456,-19.737123,3.623388,0.061378,-0.117981,-1.035614
36062.000000,-36.571922,-34.421619,6.509618,0.677246,2.565918,-3.012207,-15.827219,-19.450399,3.529976,0.058772,-0.086121,-1.037926
36063.000000,17.086618,-15.214302,-1.112333,-1.017578,-3.069336,0.256836,-15.122155,-19.055939,3.398664,0.056291,-0.058095,-1.039784
36064.000000,-45.596310,-17.531376,3.704740,-0.145508,3.522461,-1.833496,-14.002535,-18.772230,3.219810,0.052225,-0.036245,-1.039087
36065.000000,18.793936,-6.311862,-1.051358,-0.759766,-2.402344,1.256836,-13.105758,-18.631262,3.007867,0.045884,-0.015929,-1.034843
36067.000000,-39.681679,-32.836254,6.814496,-0.072754,3.137695,-1.495117,-12.630111,-18.909113,2.857943,0.036620,0.007248,-1.028072
36067.000000,-39.681679,-32.836254,6.814496,-0.072754,3.137695,-1.495117,-13.903829,-20.041666,2.931739,0.024938,0.043193,-1.024250
36068.000000,13.367105,-24.909426,0.107179,0.137207,-2.332031,-0.927734,-16.014322,-21.445482,3.078225,0.012498,0.088597,-1.023593
36069.000000,13.367105,-24.909426,0.107179,0.137207,-2.332031,-0.927734,-15.604589,-22.186428,2.972917,0.001093,0.121346,-1.020306
36070.000000,-39.254848,-15.153326,2.729130,-0.858887,1.403320,-1.263184,-13.681794,-22.400415,2.740569,-0.008909,0.138585,-1.014854
36071.000000,6.598813,-14.238692,0.168154,0.698242,-1.102051,0.303711,-12.503072,-22.475260,2.576546,-0.017491,0.150114,-1.008550
36072.000000,-30.352407,-12.958204,4.985228,-0.728516,1.845703,-1.642090,-12.011516,-22.342808,2.499383,-0.024491,0.161175,-1.002876
36073.000000,1.964666,-29.787474,3.034008,0.779785,-0.765137,0.295410,-11.753744,-21.967882,2.478115,-0.031025,0.172038,-0.998804
36074.000000,-18.828016,-16.494791,5.594984,-0.305176,-0.743164,-3.045410,-11.330389,-21.385401,2.488343,-0.036853,0.176913,-0.995791
36075.000000,-7.425578,-42.409424,2.729130,0.367676,0.364746,-0.244629,-11.241948,-20.904943,2.615248,-0.041877,0.177863,-0.994642
36077.000000,-18.767040,-26.250889,2.607179,0.632813,1.849121,0.225098,-11.630528,-21.373039,2.835593,-0.043578,0.183317,-0.989987
36077.000000,-3.645090,4.419845,1.692545,-0.478516,-1.921387,-2.187500,-11.767130,-22.051445,3.032444,-0.040959,0.189792,-0.982288
36078.000000,-3.645090,4.419845,1.692545,-0.478516,-1.921387,-2.187500,-11.372881,-21.241320,3.134459,-0.038754,0.186077,-0.982705
36079.000000,-20.779236,-37.836254,6.448642,0.897461,1.750488,-0.289551,-10.796119,-19.674044,3.156951,-0.037373,0.173391,-0.991560
36080.000000,4.220764,-8.324058,3.338886,-0.930176,-2.291504,-1.265625,-10.197026,-18.568611,3.170414,-0.035967,0.157489,-1.000350
36081.000000,-28.218260,-40.214302,7.058398,1.390137,1.965820,-1.867676,-9.909508,-17.771580,3.269552,-0.034820,0.141145,-1.007784
36082.000000,-38.888992,-16.738693,6.631569,1.261230,2.446289,-1.695313,-11.249273,-17.492914,3.628462,-0.028079,0.134542,-1.018085
36083.000000,-38.888992,-16.738693,6.631569,1.261230,2.446289,-1.695313,-14.430766,-17.800240,4.246769,-0.011598,0.143316,-1.033216
36084.000000,-40.596310,-27.531376,8.155959,1.169922,2.549316,-0.809570,-18.833282,-18.959593,5.013002,0.013547,0.169028,-1.051232
36085.000000,-40.596310,-27.531376,8.155959,1.169922,2.549316,-0.809570,-23.820787,-20.985521,5.799994,0.045591,0.211988,-1.068950
36087.000000,15.440276,-18.019180,-1.356236,-0.608887,-2.304199,-1.449707,-27.125374,-22.601133,6.187256,0.079456,0.259007,-1.085708
36087.000000,15.440276,-18.019180,-1.356236,-0.608887,-2.304199,-1.449707,-26.494011,-22.858515,5.814960,0.107926,0.293107,-1.101541
36088.000000,-41.145092,-14.360643,3.034008,-0.084473,2.354492,-0.757324,-23.671745,-21.816429,4.984249,0.128704,0.315508,-1.115101
36089.000000,12.635398,-12.836253,-0.685504,0.267578,-1.711914,-0.594727,-20.635309,-20.287655,4.113962,0.144645,0.331411,-1.124901
36090.000000,-33.645092,-21.921619,2.668154,-0.465820,1.535156,-0.142090,-17.398340,-19.415337,3.305832,0.156978,0.339968,-1.129612
36091.000000,11.781739,-26.128937,1.143764,0.295410,-1.208008,-0.834473,-14.398897,-19.552727,2.597743,0.165060,0.343318,-1.130017
36092.000000,-24.132895,-13.872838,2.180349,-0.168945,-0.451660,-2.440430,-11.789186,-19.824570,1.986022,0.170071,0.339185,-1.131589
36093.000000,-2.547529,-33.141129,1.875471,0.832520,0.283203,-1.183594,-10.503110,-19.847883,1.569112,0.175016,0.332227,-1.136792
36094.000000,-16.632895,-4.482594,-2.453797,-0.883301,-0.966309,-2.117188,-10.522096,-19.605341,1.305909,0.179849,0.326524,-1.143766
36095.000000,-11.937773,-24.726498,-0.319651,0.836914,1.577148,-1.141602,-10.579088,-19.013248,0.987569,0.182523,0.317295,-1.153248
36096.000000,-5.535334,-0.458204,-1.844041,-0.729004,-1.797363,-1.408691,-10.269164,-18.524073,0.617752,0.183397,0.303800,-1.165266
36097.000000,-11.510943,-33.750885,1.326691,1.171387,1.433105,-1.345703,-9.678370,-18.318447,0.264209,0.183525,0.286916,-1.179534
36098.000000,1.050032,-11.921618,-0.319651,-1.612793,-0.931641,-0.161621,-8.881869,-18.332323,-0.052984,0.181644,0.268758,-1.193482
36099.000000,-16.815821,-31.982595,0.899862,2.442871,0.837891,-2.566406,-8.420752,-18.435259,-0.275183,0.179241,0.252980,-1.204646
36100.000000,1.720764,-15.336253,-2.819651,-2.312500,-0.986816,0.379883,-8.621551,-18.585941,-0.395685,0.177933,0.240898,-1.212662
36101.000000,-24.803625,-19.421619,1.387667,1.165527,1.455078,-1.892090,-8.823395,-18.703367,-0.449044,0.173616,0.228921,-1.216428
36102.000000,7.330520,-9.360643,-3.429407,-1.836914,-1.767578,0.065918,-8.676385,-18.834528,-0.458926,0.165102,0.213906,-1.217393
36103.000000,-21.754845,-18.994791,4.131569,1.360352,1.282715,-1.414551,-8.327797,-18.957693,-0.422900,0.153974,0.196618,-1.216445
36104.000000,9.220764,-21.921619,-1.234285,-0.694824,-1.644531,-0.424316,-7.864480,-18.919909,-0.330345,0.142795,0.177314,-1.214298
36105.000000,-19.010942,-22.348450,5.777910,1.037598,0.850586,-2.219238,-7.484577,-18.845682,-0.141111,0.133096,0.156869,-1.211987
36106.000000,1.415886,-22.531376,-1.600138,-0.229980,-1.058105,-0.832031,-7.641311,-18.782063,0.204879,0.125370,0.138964,-1.209756
36108.000000,-2.242651,-16.860643,1.692545,-0.571289,0.051270,-0.400879,-7.490068,-18.728344,0.556821,0.117926,0.120349,-1.205628
36108.000000,-2.242651,-16.860643,1.692545,-0.571289,0.051270,-0.400879,-6.428465,-18.875317,0.876174,0.107641,0.098692,-1.197399
36109.000000,-12.852407,-7.226497,1.143764,-0.208008,0.526855,-1.268066,-5.470277,-19.031096,1.192469,0.094745,0.079266,-1.187299
36110.000000,-1.449968,-25.702108,3.582788,0.391602,-0.173340,-0.533691,-5.002014,-18.823166,1.418605,0.081177,0.062720,-1.177770
36111.000000,-7.913383,-16.372839,3.277911,-0.290039,-0.832520,-0.975098,-4.817446,-18.471910,1.610347,0.068028,0.046049,-1.167111
36112.000000,-11.449968,-31.982595,6.387667,0.928711,0.690918,-1.252930,-5.248021,-18.327465,1.938195,0.056189,0.031454,-1.154081
36113.000000,-4.437773,-9.665521,-0.197699,-0.745117,-1.048828,-1.454590,-6.038471,-18.347775,2.374509,0.046661,0.019108,-1.141799
36114.000000,-17.059723,-17.836254,6.021813,0.248047,1.604004,-1.739258,-6.695030,-18.310112,2.769817,0.038426,0.006806,-1.134227
36115.000000,4.708569,-1.616740,0.960837,-0.717285,-2.101563,-0.323242,-7.148070,-18.104950,3.120192,0.030453,-0.005267,-1.130378
36116.000000,-18.218260,-22.104548,6.631569,0.947754,2.086914,-1.330566,-7.290740,-17.576986,3.391264,0.023056,-0.017494,-1.127255
36117.000000,-21.815821,-26.372839,8.155959,0.990234,0.892578,-2.492188,-7.987535,-17.205616,3.710076,0.019658,-0.023011,-1.127761
36118.000000,-21.815821,-26.372839,8.155959,0.990234,0.892578,-2.492188,-9.891995,-17.434248,4.239834,0.022593,-0.016947,-1.135585
36119.000000,11.111008,-16.860643,1.875471,-0.902832,-2.522461,-0.043945,-11.530186,-17.823425,4.786398,0.028225,-0.009126,-1.146668
36120.000000,-29.010942,-13.385034,5.412057,-0.245117,2.783203,-1.687500,-11.992691,-18.050856,5.132918,0.032160,-0.004986,-1.156196
36121.000000,13.732959,-6.860643,2.241325,-0.278809,-1.999512,0.104004,-11.875503,-18.111181,5.292294,0.034455,0.000355,-1.163796
36122.000000,-25.474358,-11.189911,4.741325,-0.036133,1.895996,-1.620117,-11.348973,-17.788893,5.273299,0.035734,0.006520,-1.169810
36123.000000,12.330521,-20.397230,3.582788,0.876465,-2.605957,-0.350586,-10.429564,-17.071075,5.061355,0.036612,0.008999,-1.174305
36124.000000,-21.998749,-23.080156,4.436447,-0.305176,1.761230,-1.870117,-9.274888,-16.409901,4.710827,0.037350,0.007547,-1.175792
36125.000000,3.793935,-24.421619,4.802300,-0.018066,-0.963867,-0.771973,-8.378299,-16.148100,4.393913,0.036466,0.007871,-1.174984
36127.000000,-14.010943,-2.897228,1.326691,0.193848,0.312988,-0.638184,-7.695612,-16.028122,4.183101,0.036001,0.008727,-1.172810
36128.000000,-14.010943,-2.897228,1.326691,0.193848,0.312988,-0.638184,-7.448860,-15.524825,3.935886,0.038680,0.008422,-1.168526
36128.000000,0.013447,-23.628937,2.424252,-0.361816,-0.604004,0.096680,-7.688381,-15.086759,3.621609,0.042628,0.008608,-1.161411
36129.000000,0.013447,-23.628937,2.424252,-0.361816,-0.604004,0.096680,-7.410664,-15.382492,3.275971,0.043683,0.005275,-1.148783
36130.000000,-7.486553,-15.580155,2.180349,0.807617,-0.401367,-1.381836,-6.651680,-15.849689,2.880956,0.041830,-0.002197,-1.130355
