I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12
47275.000000,19.464668,-3.324058,2.424252,1.695801,-0.765137,-1.146973,0.172745,-3.685714,1.137349,-0.169508,0.068276,-0.997701
47276.000000,-9.010943,-12.470399,4.314496,-1.824219,-0.344238,-0.567871,1.718461,-4.157868,0.932722,-0.153542,0.061030,-0.994994
47277.000000,-9.010943,-12.470399,4.314496,-1.824219,-0.344238,-0.567871,1.870723,-4.743762,0.974787,-0.146392,0.053233,-0.990391
47278.000000,8.915886,-5.824058,-1.965992,1.428711,0.296387,-2.015625,1.201428,-5.434027,1.197990,-0.146278,0.046944,-0.985160
47279.000000,-7.059724,1.127162,0.412057,-1.038086,-0.790039,-1.611328,1.021047,-5.872250,1.367501,-0.144688,0.039721,-0.983982
47280.000000,0.745154,0.517406,-0.990382,0.720215,1.188477,-1.791016,1.138217,-5.852163,1.423445,-0.141412,0.029809,-0.989036
47281.000000,5.074422,8.444236,1.021813,-0.297852,-1.313965,-0.546875,1.116693,-5.311512,1.336975,-0.137580,0.018915,-0.998504
47282.000000,0.074423,-7.104546,5.777910,0.383789,1.601074,-0.848145,0.872487,-4.296862,1.205203,-0.134069,0.009824,-1.008052
47283.000000,10.074423,-3.324058,1.997423,-0.138184,-1.264160,-0.730957,0.741678,-3.179303,1.197464,-0.129325,0.005012,-1.015694
47284.000000,-7.547529,-13.872838,2.790106,-0.154785,1.038086,-1.637695,0.868865,-2.481416,1.328871,-0.122742,0.003084,-1.022547
47286.000000,15.684178,5.639357,0.655959,0.989746,-1.258789,-0.170410,1.302623,-2.311765,1.585170,-0.114597,0.001168,-1.027656
47286.000000,15.684178,5.639357,0.655959,0.989746,-1.258789,-0.170410,2.837028,-2.061954,1.860240,-0.100840,-0.007536,-1.027449
47287.000000,15.684178,5.639357,0.655959,0.989746,-1.258789,-0.170410,5.208273,-1.524586,2.002280,-0.080414,-0.026722,-1.021411
47288.000000,22.147594,-5.763082,3.887667,1.209473,-2.569824,-0.157715,7.580108,-1.065157,1.979877,-0.055247,-0.055796,-1.010995
47289.000000,-12.608504,-9.909424,3.338886,-1.058105,0.978516,-2.082031,9.190388,-0.927497,1.893359,-0.028215,-0.090703,-1.000016
47290.000000,-12.608504,-9.909424,3.338886,-1.058105,0.978516,-2.082031,8.853786,-1.195550,1.890602,-0.005692,-0.119751,-0.994669
47291.000000,-17.730455,1.432040,0.716935,-0.929688,1.643555,-1.401367,6.586247,-1.651807,2.009533,0.007892,-0.136567,-0.995308
47292.000000,15.379301,3.688138,0.412057,0.728516,-0.868164,-0.485840,4.023376,-1.948837,2.139276,0.015700,-0.145525,-0.997731
47293.000000,-10.901188,4.175942,4.131569,-0.792969,0.995605,-0.380371,2.083199,-2.050883,2.271316,0.020799,-0.150973,-0.999190
47294.000000,19.403692,-0.763082,4.619374,1.029785,-0.839844,-1.009277,0.507165,-2.033008,2.467776,0.022469,-0.151853,-1.000038
47296.000000,9.159788,-11.128936,0.473032,0.505371,0.007813,-1.424805,-0.013003,-1.975192,2.547746,0.025121,-0.149747,-1.002337
47296.000000,9.159788,-11.128936,0.473032,0.505371,0.007813,-1.424805,0.920116,-2.121991,2.356612,0.033599,-0.147307,-1.006247
47297.000000,-8.096310,2.468625,-0.319651,-0.149414,-0.049316,-1.724609,2.344357,-2.348525,2.035178,0.045941,-0.145695,-1.011042
47298.000000,3.245154,1.614967,0.899862,-0.704102,1.250488,-0.877930,3.371576,-2.369205,1.767211,0.056789,-0.143331,-1.017051
47299.000000,1.050032,13.322285,0.046203,0.842773,-1.042480,-1.514160,3.809882,-2.087158,1.581630,0.064790,-0.138679,-1.025553
47300.000000,6.659788,0.639357,6.021813,-0.979004,0.549316,-0.624023,3.680706,-1.470545,1.491929,0.069804,-0.133009,-1.036922
47301.000000,2.757349,-1.677716,1.082788,1.257813,-1.069336,-0.750000,3.128897,-0.702608,1.491761,0.071605,-0.126243,-1.048017
47302.000000,-0.230456,-14.116740,2.363276,-1.243652,0.660156,-1.616699,2.524564,-0.125471,1.486324,0.072946,-0.119432,-1.057130
47303.000000,3.732959,3.932040,-3.368431,0.946777,-1.395996,-1.561035,2.290455,0.130482,1.401221,0.074430,-0.115458,-1.065710
47304.000000,-1.815821,-0.092350,-2.148919,-1.417480,1.694336,-1.452148,2.515918,0.241598,1.152875,0.074940,-0.114124,-1.074965
47306.000000,1.537837,0.883259,1.021813,-1.253418,1.482910,0.278809,2.702935,0.020708,0.849399,0.069479,-0.107346,-1.083279
47306.000000,1.537837,0.883259,1.021813,-1.253418,1.482910,0.278809,2.463059,-0.626978,0.627928,0.053636,-0.088915,-1.085989
47307.000000,6.903691,2.285698,3.582788,1.648926,-1.544922,-0.762695,1.940521,-1.080295,0.463277,0.033182,-0.064423,-1.082685
47308.000000,-1.449968,-10.336253,-1.722090,-1.050293,0.654785,-1.931641,1.496703,-1.030959,0.324147,0.015240,-0.041558,-1.078405
47309.000000,4.464666,-8.263082,0.777910,0.343750,-1.561035,-1.272949,1.391629,-1.010761,0.208014,-0.000998,-0.023078,-1.075474
47310.000000,-4.986553,4.907650,-5.136724,-1.082031,1.679199,-1.958496,1.592259,-1.216210,0.100072,-0.017548,-0.008460,-1.073823
47311.000000,6.232959,9.541797,-0.441602,0.426270,-0.622070,0.373047,1.856192,-1.166718,-0.071975,-0.033352,0.004393,-1.072716
47312.000000,-1.388992,8.505211,-1.356236,-0.463867,1.350098,-1.477539,1.975037,-0.685682,-0.297843,-0.046964,0.016395,-1.071529
47313.000000,12.330521,1.614967,2.912057,0.650879,-2.003418,0.052246,1.939085,0.027593,-0.522297,-0.059163,0.026906,-1.071061
