I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12
21409.000000,-104.925583,-42.897228,0.107179,1.177734,0.306641,-0.424316,-112.239578,-48.382202,3.118845,0.019583,0.041856,-1.021036
21410.000000,-119.132896,-56.860641,2.302301,-0.420898,0.838379,-1.827637,-112.492561,-48.864944,2.876697,0.018887,0.045820,-1.005424
21411.000000,-98.157288,-51.982594,1.936447,-0.043945,-0.577637,-0.842285,-112.731758,-49.672150,2.653358,0.019188,0.050680,-0.994064
21412.000000,-113.949974,-55.641132,6.021813,0.593750,-0.267090,-2.011719,-112.610176,-50.572674,2.496619,0.019248,0.053690,-0.987079
21413.000000,-108.462166,-52.165520,1.936447,-0.977051,0.188477,-0.564941,-112.130882,-51.278755,2.430659,0.018806,0.055850,-0.983463
21414.000000,-113.096313,-45.214302,1.997423,1.687012,-1.019531,-2.229004,-111.533974,-51.594471,2.389958,0.018277,0.057613,-0.983494
21415.000000,-113.279243,-53.933815,-0.624529,-2.515137,0.503906,0.363770,-110.930031,-51.559479,2.319796,0.017588,0.055819,-0.986125
21416.000000,-104.803627,-42.348446,0.229130,2.791504,-1.331543,-2.390137,-110.417686,-51.420383,2.181813,0.016555,0.048921,-0.989529
21417.000000,-108.888992,-64.360641,1.509618,-2.404297,1.188965,0.106934,-110.054230,-51.409550,1.986233,0.017244,0.039014,-0.993969
21419.000000,-110.474365,-62.165520,3.155959,-2.426270,0.123535,-1.204102,-109.984863,-52.047707,1.789083,0.009093,0.032003,-0.996802
21419.000000,-110.474365,-62.165520,3.155959,-2.426270,0.123535,-1.204102,-110.042839,-53.305260,1.632782,-0.016648,0.029311,-0.997999
21420.000000,-102.852409,-42.775276,3.765716,1.764648,-0.731934,-0.232910,-109.795959,-54.348450,1.616710,-0.050242,0.027733,-0.998620
21421.000000,-117.425583,-62.897228,-0.319651,-1.232910,0.655762,-0.227539,-109.269547,-54.893364,1.737634,-0.080953,0.025668,-0.995855
21422.000000,-100.718262,-50.275276,-2.026968,0.605957,0.366211,-0.521973,-108.793587,-55.447945,1.776719,-0.108907,0.024556,-0.989186
21423.000000,-110.413383,-60.946011,0.716935,-0.150879,1.014648,-1.332520,-108.465179,-56.056683,1.639294,-0.134405,0.026964,-0.981234
21424.000000,-92.425583,-58.324059,-0.380626,-0.234863,0.584961,-0.341797,-108.040375,-56.504139,1.374805,-0.155453,0.033884,-0.973419
21425.000000,-100.962166,-62.104546,5.351081,0.244629,-0.454590,-1.033203,-106.969673,-56.805477,1.097095,-0.170893,0.042985,-0.964345
21426.000000,-98.401192,-52.592350,0.473032,-0.694824,0.093262,-0.442383,-105.376808,-57.014515,0.958638,-0.182514,0.052036,-0.953928
21427.000000,-97.120705,-53.446011,3.826691,1.072266,-1.710938,-1.120605,-103.566284,-57.053799,0.996856,-0.192256,0.057727,-0.944009
21428.000000,-83.279236,-55.275276,-2.087943,1.639648,-1.514648,-1.417969,-101.239296,-56.955891,1.159744,-0.194411,0.052891,-0.937341
