flight,flight_name,axis,state,samples,duration_s,angle_err_mean_deg,angle_err_rms_deg,angle_abs_err_p95_deg,angle_abs_err_p99_deg,angle_target_min_deg,angle_target_max_deg,angle_meas_min_deg,angle_meas_max_deg,angle_lag_ms,angle_corr,angle_output_rms_dps,angle_p_rms_dps,angle_i_rms_dps,angle_d_rms_dps,angle_ff_residual_rms_dps,angle_output_help_pct,angle_p_help_pct,angle_ff_with_sp_rate_pct,gyro_err_mean_dps,gyro_err_rms_dps,gyro_abs_err_p95_dps,gyro_abs_err_p99_dps,gyro_lag_ms,gyro_corr,gyro_output_rms,gyro_p_rms,gyro_i_rms,gyro_d_rms,gyro_output_help_pct,gyro_p_help_pct,gyro_i_help_pct,gyro_d_damping_pct,gyro_d_opposes_p_pct,gyro_ff_residual_rms
2,second_angle_ff_off,roll,all_active,92009,123.327,0.30274735357410687,2.9383333150225117,6.0130066,10.397165599999996,-20.0,20.0,-21.634773,23.382479,102.0,0.9622387347494632,19.081260814485027,19.09916654910855,0.0,0.0,2.047989564223387,98.77200983281982,100.0,34.67766575007638,1.742826326533274,13.811139810170456,27.582881799999996,47.79764576,47.0,0.8784432049244201,61.83585507983077,61.83585507983077,0.0,0.0,99.93873591776999,99.93873591776999,0.0,0.0,0.0,0.0
2,second_angle_ff_off,roll,quiet_center,42853,123.327,0.154568643058829,1.5684903043407177,3.2444616000000015,4.747959,-5.738629,2.2,-10.580309,7.675907,25.0,0.5078367268338444,10.085362535054433,10.19518690124079,0.0,0.0,0.9929702744974744,99.05101401801628,100.0,34.56464379947229,1.2077344853802534,10.11884902334714,20.6562718,30.751034640000043,9.0,0.4471683741522227,61.82711778533983,61.82711778533983,0.0,0.0,99.9260919908354,99.9260919908354,0.0,0.0,0.0,0.0
2,second_angle_ff_off,roll,rapid_step,75187,120.12700000000001,0.3420601757484671,3.20976892799182,6.471286,10.970776299999997,-20.0,20.0,-21.634773,23.382479,102.0,0.9739636524210762,20.854666914930956,20.863498047317464,0.0,0.0,2.2555832394049085,98.60105601219314,100.0,35.112453843571664,2.066523849043053,14.86328549454923,29.84372249999999,50.65393537999999,47.0,0.8905483603924514,58.473812915775376,58.473812915775376,0.0,0.0,99.92530087148982,99.92530087148982,0.0,0.0,0.0,0.0
2,second_angle_ff_off,roll,large_angle,18563,110.059,0.4998369383181598,4.696726511959277,10.027297399999988,17.479713,-20.0,20.0,-21.634773,23.382479,68.0,0.916672130445822,30.31685710438053,30.528722387823862,0.0,0.0,3.3451570967237134,98.55835114838568,100.0,29.420505200594356,-1.4400452090179385,18.435737238311468,36.57876409999997,71.6398525800001,9.0,0.802349576513452,70.05580063499032,70.05580063499032,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0
2,second_angle_ff_off,roll,stable_hold,81831,123.327,0.3780917187984994,1.850186181852028,3.966311,5.137652599999999,-20.0,20.0,-21.634773,23.382479,7.0,0.9393341751501356,11.811136380642479,12.026210137436303,0.0,0.0,1.5214014838315215,98.70963696783498,100.0,33.44109195402299,1.5633299078711,10.623926643067376,21.687347000000003,32.01140279999999,40.0,0.6964444965212759,53.45412790061088,53.45412790061088,0.0,0.0,99.96157639253558,99.96157639253558,0.0,0.0,0.0,0.0
2,second_angle_ff_off,pitch,all_active,92009,123.327,0.1818753755610864,2.645137883320951,5.66117199999998,8.403623039999985,-20.0,20.0,-20.998125,19.048702,92.0,0.9822292447851757,17.044992945167998,16.92888262287914,0.0,0.0,1.6903524303289186,98.40420759879784,100.0,34.09500901984366,1.4340399291591042,12.860586393605871,30.559294199999997,37.173523599999996,33.0,0.8146015424630343,53.777320751544316,53.770114750075635,3.127374730567695,0.0,96.06641673556761,96.6610413292408,55.36577907147954,0.0,0.0,1.426506395709972e-06
2,second_angle_ff_off,pitch,quiet_center,49377,123.327,0.43681263272373777,1.796169457517714,4.651139,4.651139,-0.5,7.5,-12.02125,12.730672,16.0,0.6864079483744888,11.720871916202093,11.495484400391266,0.0,0.0,1.1500152764008595,98.43792935805027,100.0,32.7247191011236,2.7816063468213943,12.137432863657063,31.4034504,32.7659122,8.0,0.4013656637719774,45.767095637279716,46.03230388024056,2.727973908618514,0.0,93.43994916331285,93.7852149968227,58.73120101673375,0.0,0.0,1.232159479870739e-06
2,second_angle_ff_off,pitch,rapid_step,73699,120.12700000000001,0.015251844909700265,2.8182233768000144,6.101964,8.821229160000003,-20.0,20.0,-20.998125,19.048702,92.0,0.9843894176395753,18.08546209125874,18.03662988921617,0.0,0.0,1.856252122075448,98.27203022558062,100.0,34.8433242506812,0.2633680929320617,12.787481798119632,26.409527499999996,39.00735264000008,33.0,0.86034852107754,57.089363196360104,56.962378531299,3.2298532996137856,0.0,98.45997487401719,99.17705348446565,52.33968070239826,0.0,0.0,1.5158560317871325e-06
2,second_angle_ff_off,pitch,large_angle,16944,111.35900000000001,-0.5083223021718603,3.6967311121537043,7.52148514999999,13.645341579999998,-20.0,20.0,-20.998125,19.048702,37.0,0.8985079418524587,23.55427363862887,23.65907953458772,0.0,0.0,2.2768832895836906,98.64364244741873,100.0,31.358381502890175,0.4863164538479699,12.93548433201635,26.438933299999974,38.3214578,0.0,0.8616528709605324,59.842480259544296,59.503226693493104,4.197904793340321,0.0,98.5634477254589,100.0,51.556264964086196,0.0,0.0,1.608724883487519e-06
2,second_angle_ff_off,pitch,stable_hold,83564,123.327,0.15356186789765927,1.9052519337105698,4.651139,4.982489,-20.0,20.0,-20.998125,19.048702,9.0,0.962312543597076,12.20871401433299,12.193612400637562,0.0,0.0,1.4053542600836695,98.29563752570168,100.0,33.36798336798337,1.5606437809104399,11.544252033150531,26.71551814999997,32.06997226,27.0,0.613149644109294,47.222859341631185,47.22422431725444,3.07881438730497,0.0,95.71321415176897,96.33204150518814,55.830728841105135,0.0,0.0,1.2804474755087454e-06
