I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13
-8.000000,-78.000000,0.000000,0.000000,-68.510193,-34.953968,10.450643,0.000000,6.228449,0.000000,1.471450,0.872562,0.876966,-0.662207
9.000000,-2.000000,0.000000,0.000000,-28.965014,-117.156158,12.316252,0.000000,5.449358,0.000000,1.742489,0.999595,0.772252,-0.934095
0.000000,0.000000,0.000000,0.000000,26.823917,-127.144882,14.054566,0.000000,4.514991,0.000000,1.997097,1.101586,0.645053,-1.135136
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14.054566,0.000000,4.514991,0.000000,2.008340,1.144106,0.648665,-1.141508
16.000000,-7.000000,0.000000,0.000000,0.000000,0.000000,14.054566,0.000000,4.514991,0.000000,2.019584,1.296217,0.652277,-1.160740
34.000000,-182.000000,0.000000,0.000000,-94.338974,-22.151484,14.054566,0.000000,4.514991,0.000000,2.030828,1.573462,0.655889,-1.239702
0.000000,0.000000,0.000000,0.000000,-5.678186,21.433969,13.962947,0.000000,4.002225,0.000000,2.029171,1.721143,0.587304,-1.254875
125.000000,355.000000,0.000000,0.000000,139.351242,14.052279,13.350788,0.000000,3.100175,0.000000,1.954149,1.964229,0.463497,-1.121174
0.000000,0.000000,0.000000,0.000000,102.342773,121.216415,13.171723,0.000000,6.745041,0.000000,1.950398,2.242610,0.983136,-0.829567
0.000000,0.000000,0.000000,0.000000,-50.882797,148.601852,11.547081,0.000000,8.743125,0.000000,1.732186,2.320429,1.269862,-0.724750
0.000000,0.000000,0.000000,0.000000,-15.232113,58.944916,9.177882,0.000000,8.901815,0.000000,1.407840,2.418855,1.299200,-0.623154
0.000000,0.000000,0.000000,0.000000,9.313036,16.954185,7.391800,0.000000,8.183468,0.000000,1.163702,2.440143,1.205178,-0.526695
0.000000,0.000000,0.000000,0.000000,1.725385,49.320614,6.615891,0.000000,8.199481,0.000000,1.060368,2.422755,1.213980,-0.436596
0.000000,0.000000,0.000000,0.000000,-5.673772,80.542854,5.692708,0.000000,8.224366,0.000000,0.935676,2.379127,1.224043,-0.333221
0.000000,0.000000,0.000000,0.000000,15.497136,114.066490,4.362764,0.000000,8.099901,0.000000,0.752974,2.142334,1.213098,-0.235382
0.000000,0.000000,0.000000,0.000000,7.986133,3.737618,2.306460,0.000000,8.168633,0.000000,0.466937,1.973808,1.229255,-0.148258
0.000000,0.000000,0.000000,0.000000,-109.040939,16.547642,1.445155,0.000000,8.340034,0.000000,0.347510,1.842028,1.259924,-0.157715
0.000000,0.000000,0.000000,0.000000,-36.035702,-4.556964,1.292762,0.000000,7.187775,0.000000,0.327210,1.690957,1.104358,-0.219003
0.000000,0.000000,0.000000,0.000000,-16.810530,-85.590019,1.140905,0.000000,5.809276,0.000000,0.306862,1.616755,0.916015,-0.201678
-2.000000,299.000000,2.910072,38.031574,-84.290703,-42.752335,2.292726,0.000000,7.560257,0.000000,0.469951,1.572852,1.167201,-0.209628
0.000000,0.000000,2.910072,38.031574,-139.699631,134.125824,3.396009,0.000000,6.281558,0.000000,0.627128,1.447186,0.993208,-0.256623
-14.000000,185.000000,0.946273,24.979593,-161.056061,156.743668,2.106251,0.000000,5.822832,0.000000,0.448247,1.308400,0.933645,-0.252834
-70.000000,-46.000000,-7.215008,-7.304808,-26.528004,82.878441,-1.274477,0.000000,2.280447,0.000000,-0.026075,1.195701,0.439535,-0.230717
0.000000,0.000000,-7.215008,-7.304808,80.392792,79.177979,-3.502699,0.000000,0.529220,0.000000,-0.340828,1.112379,0.194787,-0.105769
