I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13
0.000000,0.000000,0.000000,0.000000,25.684361,71.717278,10.317047,0.000000,9.109242,0.000000,1.450577,0.283249,1.280759,-0.096843
0.000000,0.000000,0.000000,0.000000,106.358826,0.187202,9.870777,0.000000,8.862417,0.000000,1.394022,0.191582,1.251521,-0.215838
0.000000,0.000000,0.000000,0.000000,47.891712,74.385674,9.231133,0.000000,10.463606,0.000000,1.310010,0.123452,1.481966,-0.264893
0.000000,0.000000,0.000000,0.000000,81.249855,42.781872,5.767418,0.000000,11.446672,0.000000,0.837913,0.163162,1.640340,-0.050234
0.000000,0.000000,0.000000,0.000000,38.149815,-9.600365,5.066726,0.000000,12.896240,0.000000,0.742856,0.299080,1.851017,0.088640
0.000000,0.000000,0.000000,0.000000,-36.287979,-20.165852,4.951739,0.000000,13.849953,0.000000,0.729729,0.553297,1.992847,0.205725
0.000000,0.000000,0.000000,0.000000,-15.376774,30.948013,5.556743,0.000000,13.712800,0.000000,0.817764,0.758772,1.981873,0.273631
0.000000,0.000000,0.000000,0.000000,57.183826,128.554031,5.324245,0.000000,13.225102,0.000000,0.788409,0.823188,1.921530,0.314167
0.000000,0.000000,0.000000,0.000000,13.103718,-9.761817,4.135119,0.000000,13.921963,0.000000,0.624412,0.883060,2.027444,0.380513
0.000000,0.000000,0.000000,0.000000,-95.390068,84.413651,3.654810,0.000000,14.334702,0.000000,0.559362,0.923780,2.093828,0.406513
0.000000,0.000000,0.000000,0.000000,-30.342913,64.878540,2.980396,0.000000,13.245394,0.000000,0.466732,0.861529,1.949272,0.443788
0.000000,0.000000,0.000000,0.000000,-21.699568,2.310069,1.465715,0.000000,12.015784,0.000000,0.255556,0.844035,1.784337,0.537969
0.000000,0.000000,0.000000,0.000000,-96.085617,-56.102436,0.980074,0.000000,11.484678,0.000000,0.188155,0.885149,1.716873,0.582165
0.000000,0.000000,0.000000,0.000000,-3.675159,-6.099213,1.611040,0.000000,10.154285,0.000000,0.277456,0.865363,1.536710,0.656208
0.000000,0.000000,0.000000,0.000000,-16.531237,-17.963127,2.149111,0.000000,9.166609,0.000000,0.354076,0.831178,1.403935,0.699823
0.000000,0.000000,0.000000,0.000000,-18.354671,26.849154,2.581181,0.000000,8.844646,0.000000,0.416114,0.748036,1.364167,0.716759
0.000000,0.000000,0.000000,0.000000,-53.217644,19.921886,2.440701,0.000000,8.606763,0.000000,0.397911,0.621137,1.336028,0.630879
87.000000,-3.000000,12.134804,-1.140771,-61.172604,72.406174,2.623549,0.000000,7.200074,0.000000,0.425084,0.509196,1.143411,0.494227
0.000000,0.000000,12.134804,-1.140771,-67.119102,237.079361,1.568953,0.000000,6.048415,0.000000,0.278382,0.273204,0.985808,0.338241
0.000000,0.000000,12.134804,-1.140771,6.797945,118.087830,-1.805761,0.000000,4.946254,0.000000,-0.195161,0.057648,0.834473,0.247934
0.000000,0.000000,12.134804,-1.140771,-113.858505,-105.880569,-5.272659,0.000000,4.741437,0.000000,-0.686653,0.072008,0.811369,0.187419
0.000000,0.000000,12.134804,-1.140771,-233.567474,-157.612900,-3.881970,0.000000,3.630375,0.000000,-0.494286,0.204100,0.657999,-0.065151
0.000000,0.000000,12.134804,-1.140771,-238.037109,-66.196251,-0.947430,0.000000,-0.248049,0.000000,-0.084019,0.232092,0.114870,-0.324754
0.000000,0.000000,12.134804,-1.140771,-85.010948,101.204910,0.950692,0.000000,-4.934912,0.000000,0.182289,0.121267,-0.544252,-0.506171
0.000000,0.000000,12.134804,-1.140771,23.054113,102.870132,0.102749,0.000000,-8.016375,0.000000,0.063639,-0.093811,-0.980466,-0.522641
0.000000,0.000000,12.134804,-1.140771,50.947327,95.404572,-2.173489,0.000000,-8.487657,0.000000,-0.256339,-0.308682,-1.051538,-0.488350
0.000000,0.000000,12.134804,-1.140771,-41.068722,11.522887,-4.269426,0.000000,-7.796245,0.000000,-0.552332,-0.447344,-0.959418,-0.579262
-60.000000,11.000000,-6.729549,2.559888,-9.408488,17.733366,-5.082452,0.000000,-7.314070,0.000000,-0.669205,-0.562438,-0.896302,-0.731514
0.000000,0.000000,-6.729549,2.559888,-19.015886,-0.839087,-5.666215,0.000000,-7.655072,0.000000,-0.754331,-0.620436,-0.948635,-0.872828
0.000000,0.000000,-6.729549,2.559888,-58.079155,19.063599,-5.595802,0.000000,-7.828032,0.000000,-0.747831,-0.694505,-0.977547,-1.052449
-12.000000,74.000000,0.672335,17.048670,-13.650073,13.652420,-5.483145,0.000000,-6.890542,0.000000,-0.735349,-0.735267,-0.850433,-1.205961
0.000000,0.000000,0.672335,17.048670,7.598138,-121.097481,-5.608134,0.000000,-7.394215,0.000000,-0.756212,-0.765066,-0.925383,-1.338401
0.000000,0.000000,0.672335,17.048670,11.779742,-119.904816,-4.550436,0.000000,-7.551092,0.000000,-0.610865,-0.654527,-0.951877,-1.485413
0.000000,0.000000,0.672335,17.048670,49.676235,-93.119980,-2.027832,0.000000,-7.314367,0.000000,-0.258917,-0.575162,-0.923124,-1.574801
0.000000,0.000000,0.672335,17.048670,-24.277868,2.773157,-0.049635,0.000000,-6.705243,0.000000,0.018001,-0.560892,-0.841870,-1.697398
0.000000,0.000000,0.672335,17.048670,5.398759,24.062561,0.760457,0.000000,-6.636140,0.000000,0.131870,-0.574436,-0.836177,-1.822458
11.000000,-57.000000,1.973632,-5.406575,22.835899,-59.352238,0.349267,0.000000,-6.466948,0.000000,0.074513,-0.510982,-0.816370,-1.917266
0.000000,0.000000,1.973632,-5.406575,27.607182,-47.981876,0.694067,0.000000,-6.258326,0.000000,0.123201,-0.381288,-0.790918,-1.987655
0.000000,0.000000,1.973632,-5.406575,1.787892,93.849907,1.645779,0.000000,-5.724957,0.000000,0.257429,-0.364472,-0.719681,-2.073743
0.000000,0.000000,1.973632,-5.406575,22.226419,63.278805,0.851042,0.000000,-5.472233,0.000000,0.146676,-0.371564,-0.687583,-2.137705
0.000000,0.000000,1.973632,-5.406575,46.266567,-60.185665,-0.590049,0.000000,-5.182324,0.000000,-0.055431,-0.268100,-0.650105,-2.152348
0.000000,0.000000,1.973632,-5.406575,26.488113,-46.126362,-0.399125,0.000000,-4.455538,0.000000,-0.028941,-0.163083,-0.551029,-2.089189
43.000000,-95.000000,4.570996,-13.190899,-12.640698,-13.142549,0.804373,0.000000,-4.368062,0.000000,0.140032,-0.096887,-0.541403,-2.043612
0.000000,0.000000,4.570996,-13.190899,-73.926338,142.964661,1.327764,0.000000,-4.336221,0.000000,0.214103,-0.257485,-0.539547,-2.025076
