I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13
51172.000000,-39.636482,21.872072,0.585230,-10.000000,-13.000000,2.608748,-2.283254,0.015719,-3.605559,-1.776541,-1.289828,-7.115293,-1.467847
51173.000000,-47.889595,27.366325,0.585230,-10.000000,-13.000000,2.681040,-2.763911,0.001293,-3.609940,-1.774799,-1.289684,-7.115293,-1.467847
51174.000000,-58.272438,28.406378,0.585230,-10.000000,-13.000000,2.709397,-3.478167,-0.013914,-3.615312,-1.773028,-1.289518,-7.115293,-1.467847
51177.000000,-94.081688,31.157219,0.584256,-21.000000,-35.000000,2.809924,-5.045901,0.146189,-3.636266,-1.767242,-1.288932,-20.455757,-19.927706
51178.000000,-102.428772,37.463333,0.584256,-21.000000,-35.000000,2.766530,-5.378396,0.260139,-3.644386,-1.765514,-1.288446,-20.455757,-19.927706
51179.000000,-106.914459,46.968891,0.584256,-21.000000,-35.000000,2.634839,-5.680675,0.351952,-3.652854,-1.764151,-1.287844,-20.455757,-19.927706
51180.000000,-108.636269,58.089439,0.584256,-21.000000,-35.000000,2.361027,-6.125597,0.409301,-3.661745,-1.763323,-1.287155,-20.455757,-19.927706
51181.000000,-108.451317,68.773949,0.584256,-21.000000,-35.000000,2.068652,-6.478844,0.450051,-3.670929,-1.763034,-1.286399,-20.455757,-19.927706
51182.000000,-106.585136,75.528099,0.584256,-21.000000,-35.000000,1.936380,-6.263311,0.470451,-3.679826,-1.763031,-1.285619,-20.455757,-19.927706
51183.000000,-103.266510,75.937614,0.584256,-21.000000,-35.000000,2.021985,-5.380202,0.472934,-3.687783,-1.762970,-1.284861,-20.455757,-19.927706
51184.000000,-99.517166,70.424477,0.584256,-21.000000,-35.000000,2.298464,-4.221021,0.490171,-3.694550,-1.762538,-1.284127,-20.455757,-19.927706
51187.000000,-93.849564,43.206398,0.583557,-21.000000,-35.000000,3.437471,-2.584628,0.611712,-3.711092,-1.757779,-1.281883,-20.455757,-19.927706
51188.000000,-93.680504,40.279648,0.583557,-21.000000,-35.000000,3.547921,-2.615746,0.670919,-3.716521,-1.755505,-1.281056,-20.455757,-19.927706
51189.000000,-93.068047,44.589924,0.583557,-21.000000,-35.000000,3.463896,-2.518366,0.759923,-3.721915,-1.753493,-1.280132,-20.455757,-19.927706
51190.000000,-92.483665,55.458702,0.583557,-21.000000,-35.000000,3.274003,-2.170035,0.884532,-3.727026,-1.752073,-1.279068,-20.455757,-19.927706
51191.000000,-91.783417,70.185844,0.583557,-21.000000,-35.000000,3.049413,-1.878488,1.018269,-3.731908,-1.751428,-1.277844,-20.455757,-19.927706
51192.000000,-89.957939,84.686890,0.583557,-21.000000,-35.000000,2.784724,-1.959279,1.127881,-3.736912,-1.751639,-1.276469,-20.455757,-19.927706
51193.000000,-87.429924,95.163544,0.583557,-21.000000,-35.000000,2.452853,-2.481611,1.217385,-3.742457,-1.752667,-1.274957,-20.455757,-19.927706
51194.000000,-85.057739,99.173180,0.583557,-21.000000,-35.000000,2.110506,-3.267179,1.286907,-3.748782,-1.754283,-1.273336,-20.455757,-19.927706
51198.000000,-65.823257,55.873066,0.583020,-4.000000,-9.000000,2.075161,-4.894024,1.174518,-3.777922,-1.758706,-1.267097,-6.889550,7.325926
51199.000000,-59.372974,41.607784,0.583020,-4.000000,-9.000000,2.138005,-5.226864,1.170956,-3.785540,-1.758370,-1.265656,-6.889550,7.325926
51200.000000,-53.743690,31.663752,0.583020,-4.000000,-9.000000,2.104210,-5.737004,1.167843,-3.793489,-1.757689,-1.264226,-6.889550,7.325926
51201.000000,-48.399437,27.655825,0.583020,-4.000000,-9.000000,1.967782,-6.248264,1.164952,-3.801763,-1.756999,-1.262794,-6.889550,7.325926
51202.000000,-43.205570,30.470457,0.583020,-4.000000,-9.000000,1.818864,-6.282475,1.174907,-3.809878,-1.756600,-1.261340,-6.889550,7.325926
51203.000000,-39.118484,38.609150,0.583020,-4.000000,-9.000000,1.717023,-5.660771,1.210600,-3.817213,-1.756682,-1.259846,-6.889550,7.325926
51204.000000,-36.576786,48.977833,0.583020,-4.000000,-9.000000,1.643084,-4.752287,1.248598,-3.823544,-1.757321,-1.258308,-6.889550,7.325926
51207.000000,-33.263374,64.233467,0.582559,-4.000000,-9.000000,1.353355,-3.460052,1.150351,-3.839133,-1.761914,-1.253785,-6.889550,7.325926
51208.000000,-34.003941,56.598305,0.582559,-4.000000,-9.000000,1.394604,-3.462090,1.073207,-3.844119,-1.763220,-1.252433,-6.889550,7.325926
51209.000000,-33.133732,42.547501,0.582559,-4.000000,-9.000000,1.575802,-3.333764,1.006878,-3.848932,-1.763680,-1.251195,-6.889550,7.325926
51210.000000,-29.491497,23.846945,0.582559,-4.000000,-9.000000,1.828667,-2.906473,0.971277,-3.853156,-1.763026,-1.250063,-6.889550,7.325926
51211.000000,-23.512136,3.371522,0.582559,-4.000000,-9.000000,2.094207,-2.425874,0.950250,-3.856638,-1.761157,-1.249031,-6.889550,7.325926
51212.000000,-16.361637,-15.096019,0.582559,-4.000000,-9.000000,2.271017,-2.288034,0.935575,-3.859667,-1.758225,-1.248078,-6.889550,7.325926
51213.000000,-9.783179,-28.056543,0.582559,-4.000000,-9.000000,2.212677,-2.678715,0.936775,-3.862784,-1.754694,-1.247155,-6.889550,7.325926
51214.000000,-4.807057,-33.268097,0.582559,-4.000000,-9.000000,1.893777,-3.442823,0.942583,-3.866425,-1.751186,-1.246224,-6.889550,7.325926
51217.000000,-3.538031,-21.090357,0.582133,-1.000000,-21.000000,1.146641,-5.687001,0.905207,-3.881382,-1.743453,-1.243302,-5.774079,-4.645765
51218.000000,-8.164960,-14.479260,0.582133,-1.000000,-21.000000,1.307476,-6.562781,0.900681,-3.888314,-1.741488,-1.242254,-5.774079,-4.645765
51219.000000,-12.776107,-10.753586,0.582133,-1.000000,-21.000000,1.478655,-7.313339,0.903975,-3.896222,-1.739549,-1.241167,-5.774079,-4.645765
