I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.635091,0.000000,0.000000,0.000000,0.000000,0.000000,-0.185699
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.654113,0.000000,0.000000,0.000000,0.000000,0.000000,-0.189909
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.672664,0.000000,0.000000,0.000000,0.000000,0.000000,-0.191831
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.275231,0.000000,0.000000,0.000000,0.000000,0.000000,-0.288934
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.289916,0.000000,0.000000,0.000000,0.000000,0.000000,-0.289955
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.303911,0.000000,0.000000,0.000000,0.000000,0.000000,-0.291961
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.318156,0.000000,0.000000,0.000000,0.000000,0.000000,-0.294434
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.332577,0.000000,0.000000,0.000000,0.000000,0.000000,-0.297866
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.346917,0.000000,0.000000,0.000000,0.000000,0.000000,-0.300784
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.361160,0.000000,0.000000,0.000000,0.000000,0.000000,-0.303362
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.375316,0.000000,0.000000,0.000000,0.000000,0.000000,-0.304949
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.389547,0.000000,0.000000,0.000000,0.000000,0.000000,-0.306220
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.403294,0.000000,0.000000,0.000000,0.000000,0.000000,-0.308975
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.417206,0.000000,0.000000,0.000000,0.000000,0.000000,-0.311695
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.430202,0.000000,0.000000,0.000000,0.000000,0.000000,-0.314516
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.443732,0.000000,0.000000,0.000000,0.000000,0.000000,-0.316770
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.457064,0.000000,0.000000,0.000000,0.000000,0.000000,-0.318011
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.470289,0.000000,0.000000,0.000000,0.000000,0.000000,-0.319715
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.483841,0.000000,0.000000,0.000000,0.000000,0.000000,-0.321885
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.497482,0.000000,0.000000,0.000000,0.000000,0.000000,-0.324801
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.510277,0.000000,0.000000,0.000000,0.000000,0.000000,-0.327109
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.522907,0.000000,0.000000,0.000000,0.000000,0.000000,-0.329061
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.535729,0.000000,0.000000,0.000000,0.000000,0.000000,-0.330439
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.548935,0.000000,0.000000,0.000000,0.000000,0.000000,-0.332032
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.561492,0.000000,0.000000,0.000000,0.000000,0.000000,-0.334473
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.574363,0.000000,0.000000,0.000000,0.000000,0.000000,-0.337142
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.586876,0.000000,0.000000,0.000000,0.000000,0.000000,-0.339702
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.599060,0.000000,0.000000,0.000000,0.000000,0.000000,-0.341387
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.611515,0.000000,0.000000,0.000000,0.000000,0.000000,-0.342894
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.623939,0.000000,0.000000,0.000000,0.000000,0.000000,-0.344550
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.636804,0.000000,0.000000,0.000000,0.000000,0.000000,-0.346972
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.648981,0.000000,0.000000,0.000000,0.000000,0.000000,-0.349074
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.660892,0.000000,0.000000,0.000000,0.000000,0.000000,-0.351026
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.672942,0.000000,0.000000,0.000000,0.000000,0.000000,-0.352418
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.684789,0.000000,0.000000,0.000000,0.000000,0.000000,-0.353461
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.696315,0.000000,0.000000,0.000000,0.000000,0.000000,-0.354766
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.708275,0.000000,0.000000,0.000000,0.000000,0.000000,-0.356692
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.719925,0.000000,0.000000,0.000000,0.000000,0.000000,-0.359140
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.731635,0.000000,0.000000,0.000000,0.000000,0.000000,-0.361436
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.742994,0.000000,0.000000,0.000000,0.000000,0.000000,-0.363153
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.754039,0.000000,0.000000,0.000000,0.000000,0.000000,-0.364585
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.765513,0.000000,0.000000,0.000000,0.000000,0.000000,-0.366188
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.777287,0.000000,0.000000,0.000000,0.000000,0.000000,-0.368537
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.788982,0.000000,0.000000,0.000000,0.000000,0.000000,-0.370481
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.800235,0.000000,0.000000,0.000000,0.000000,0.000000,-0.373151
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.811284,0.000000,0.000000,0.000000,0.000000,0.000000,-0.375319
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.822180,0.000000,0.000000,0.000000,0.000000,0.000000,-0.376377
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.833660,0.000000,0.000000,0.000000,0.000000,0.000000,-0.377767
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.844271,0.000000,0.000000,0.000000,0.000000,0.000000,-0.380063
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.855120,0.000000,0.000000,0.000000,0.000000,0.000000,-0.382242
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.866310,0.000000,0.000000,0.000000,0.000000,0.000000,-0.384424
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.876710,0.000000,0.000000,0.000000,0.000000,0.000000,-0.385933
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.887079,0.000000,0.000000,0.000000,0.000000,0.000000,-0.387180
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.897613,0.000000,0.000000,0.000000,0.000000,0.000000,-0.388968
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.907575,0.000000,0.000000,0.000000,0.000000,0.000000,-0.390559
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.917848,0.000000,0.000000,0.000000,0.000000,0.000000,-0.392368
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.928278,0.000000,0.000000,0.000000,0.000000,0.000000,-0.394028
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.938134,0.000000,0.000000,0.000000,0.000000,0.000000,-0.395598
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.948175,0.000000,0.000000,0.000000,0.000000,0.000000,-0.397267
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.958683,0.000000,0.000000,0.000000,0.000000,0.000000,-0.398524
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.968564,0.000000,0.000000,0.000000,0.000000,0.000000,-0.400220
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.978360,0.000000,0.000000,0.000000,0.000000,0.000000,-0.402067
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.987741,0.000000,0.000000,0.000000,0.000000,0.000000,-0.403590
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.997205,0.000000,0.000000,0.000000,0.000000,0.000000,-0.404839
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.006943,0.000000,0.000000,0.000000,0.000000,0.000000,-0.405980
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.016504,0.000000,0.000000,0.000000,0.000000,0.000000,-0.407234
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.026268,0.000000,0.000000,0.000000,0.000000,0.000000,-0.409276
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.036195,0.000000,0.000000,0.000000,0.000000,0.000000,-0.411129
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.045625,0.000000,0.000000,0.000000,0.000000,0.000000,-0.413044
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.055099,0.000000,0.000000,0.000000,0.000000,0.000000,-0.414250
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.064278,0.000000,0.000000,0.000000,0.000000,0.000000,-0.415403
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.073302,0.000000,0.000000,0.000000,0.000000,0.000000,-0.417169
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.082586,0.000000,0.000000,0.000000,0.000000,0.000000,-0.418680
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.092097,0.000000,0.000000,0.000000,0.000000,0.000000,-0.420602
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.101021,0.000000,0.000000,0.000000,0.000000,0.000000,-0.422185
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.109951,0.000000,0.000000,0.000000,0.000000,0.000000,-0.423894
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.119012,0.000000,0.000000,0.000000,0.000000,0.000000,-0.425353
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.127804,0.000000,0.000000,0.000000,0.000000,0.000000,-0.426968
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.136989,0.000000,0.000000,0.000000,0.000000,0.000000,-0.428782
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.145731,0.000000,0.000000,0.000000,0.000000,0.000000,-0.430887
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.154833,0.000000,0.000000,0.000000,0.000000,0.000000,-0.432312
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.163203,0.000000,0.000000,0.000000,0.000000,0.000000,-0.433824
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.171476,0.000000,0.000000,0.000000,0.000000,0.000000,-0.435461
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.179485,0.000000,0.000000,0.000000,0.000000,0.000000,-0.436124
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.187969,0.000000,0.000000,0.000000,0.000000,0.000000,-0.437616
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.196476,0.000000,0.000000,0.000000,0.000000,0.000000,-0.439689
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.205190,0.000000,0.000000,0.000000,0.000000,0.000000,-0.441031
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.213322,0.000000,0.000000,0.000000,0.000000,0.000000,-0.442555
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.221505,0.000000,0.000000,0.000000,0.000000,0.000000,-0.443365
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.229140,0.000000,0.000000,0.000000,0.000000,0.000000,-0.444871
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.236974,0.000000,0.000000,0.000000,0.000000,0.000000,-0.446144
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.244924,0.000000,0.000000,0.000000,0.000000,0.000000,-0.447605
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.252849,0.000000,0.000000,0.000000,0.000000,0.000000,-0.449286
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.260543,0.000000,0.000000,0.000000,0.000000,0.000000,-0.450907
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.268382,0.000000,0.000000,0.000000,0.000000,0.000000,-0.452121
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.276237,0.000000,0.000000,0.000000,0.000000,0.000000,-0.453646
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.283798,0.000000,0.000000,0.000000,0.000000,0.000000,-0.454922
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.291343,0.000000,0.000000,0.000000,0.000000,0.000000,-0.456752
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.298997,0.000000,0.000000,0.000000,0.000000,0.000000,-0.458083
