I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11
2.714849,2.754252,0.744648,0.000000,-0.104251,0.305162,0.200912,-2.399088,-2.178203,6.928977,0.000000,-5.991540
-4.146392,-2.221388,-0.362310,0.000000,0.050723,0.305307,0.356031,-2.243969,-2.275096,6.923648,0.000000,-6.486664
-0.319031,0.189378,-0.156414,0.000000,0.021898,0.305370,0.327268,-2.272732,-2.406010,6.943968,0.000000,-6.946990
-9.978026,-5.498087,-2.149985,0.000000,0.300998,0.306230,0.607228,-1.992772,-2.539914,6.997056,1.000000,-7.025043
-2.866008,-3.587358,-2.686429,0.000000,0.376100,0.307305,0.683405,-1.916595,-2.650014,7.087910,3.000000,-3.062923
10.064576,-0.256768,-1.779653,0.000000,0.249151,0.308016,0.557168,-2.042832,-2.762923,7.126351,3.000000,-2.444640
-7.803250,-5.545102,-3.184960,0.000000,0.445894,0.309290,0.755185,-1.844815,-2.823241,7.184370,3.000000,-4.940571
2.213955,-2.276378,-2.845867,0.000000,0.398421,0.310429,0.708850,-1.891150,-2.870347,7.262585,4.000000,-1.698007
-5.692731,-4.534460,-3.476068,0.000000,0.486650,0.311819,0.798469,-1.801531,-2.954438,7.330693,5.000000,-5.342761
-1.693071,-5.170176,-4.108328,0.000000,0.575166,0.313462,0.888628,-1.711372,-3.109838,7.427740,6.000000,-7.954878
5.948377,-5.135707,-4.491757,0.000000,0.628846,0.315259,0.944105,-1.655895,-3.331969,7.530798,7.000000,-8.642055
-18.535971,-11.007279,-6.923422,0.000000,0.969279,0.318029,1.287308,-1.312692,-3.523223,7.692228,9.000000,-7.910118
-6.627785,-11.018292,-8.451673,0.000000,1.183234,0.321409,1.504643,-1.095356,-3.629358,7.912484,11.000000,-1.049414
3.448949,-7.282997,-8.015510,0.000000,1.122171,0.324615,1.446787,-1.153213,-3.617852,8.095497,12.000000,2.284018
4.406425,-8.127769,-8.057406,0.000000,1.128037,0.327838,1.455875,-1.144125,-3.557699,8.249605,11.000000,6.775076
-4.151760,-8.259233,-8.132730,0.000000,1.138582,0.331091,1.469674,-1.130326,-3.456816,8.413475,11.000000,11.810877
