I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11
7.882395,9.014128,9.048073,0.000000,-1.085769,-0.007238,-1.093007,-3.693007,-1.325972,30.396959,-6.000000,-2.972346
22.618979,11.952907,10.132189,0.000000,-1.215863,-0.015344,-1.231207,-3.831207,-1.359967,30.187288,-11.000000,-3.447799
18.455166,10.893803,10.416431,0.000000,-1.249972,-0.023677,-1.273649,-3.873649,-1.491494,29.958820,-11.000000,-6.819580
23.496107,13.940883,11.731795,0.000000,-1.407815,-0.033063,-1.440878,-4.040878,-1.625938,29.710474,-11.000000,-7.661398
7.011391,10.190589,11.156600,0.000000,-1.338792,-0.041988,-1.380780,-3.980780,-1.679637,29.469160,-11.000000,-8.624747
31.887951,16.904457,13.301764,0.000000,-1.596212,-0.052629,-1.648841,-4.248841,-1.856502,29.198210,-10.000000,-5.326540
30.289591,17.343678,14.810250,0.000000,-1.777230,-0.064478,-1.841708,-4.441708,-1.980072,28.855728,-11.000000,-3.184752
15.453085,11.830437,13.698151,0.000000,-1.643778,-0.075436,-1.719214,-4.319214,-2.114575,28.563988,-11.000000,-1.197556
-1.448611,9.339887,12.071599,0.000000,-1.448592,-0.085093,-1.533685,-4.133685,-2.233426,28.352285,-10.000000,-2.349887
20.708799,13.333916,12.542709,0.000000,-1.505125,-0.095128,-1.600253,-4.200253,-2.344046,28.125547,-9.000000,-5.325007
19.744177,14.292569,13.195776,0.000000,-1.583493,-0.105684,-1.689177,-4.289177,-2.418340,27.849283,-9.000000,-8.805259
6.042442,11.209019,12.454296,0.000000,-1.494516,-0.115648,-1.610163,-4.210163,-2.585697,27.594267,-8.000000,-12.181831
-6.333229,7.478303,10.597200,0.000000,-1.271664,-0.124125,-1.395790,-3.995790,-2.768250,27.407394,-7.000000,-11.053976
59.691154,22.846128,15.168634,0.000000,-1.820236,-0.136260,-1.956496,-4.556497,-2.946117,27.104151,-5.000000,-8.051674
22.151787,16.143627,15.532513,0.000000,-1.863901,-0.148686,-2.012588,-4.612588,-3.016871,26.714252,-7.000000,-3.077580
5.689513,11.647796,14.082693,0.000000,-1.689923,-0.159953,-1.849876,-4.449876,-3.048057,26.436338,-7.000000,2.750049
2.992573,10.107544,12.599124,0.000000,-1.511895,-0.170032,-1.681927,-4.281927,-3.033612,26.218784,-7.000000,-3.837483
15.749407,12.039423,12.390238,0.000000,-1.486828,-0.179944,-1.666772,-4.266772,-3.122821,25.997314,-5.000000,-2.683741
34.743507,16.940067,14.088284,0.000000,-1.690594,-0.191215,-1.881809,-4.481809,-3.188095,25.707520,-5.000000,-7.377236
10.713552,14.676645,14.307867,0.000000,-1.716944,-0.202661,-1.919605,-4.519605,-3.357087,25.391352,-5.000000,-9.554551
2.546249,11.686756,13.329639,0.000000,-1.599557,-0.213325,-1.812881,-4.412881,-3.474656,25.127718,-5.000000,-6.641029
18.557621,16.201532,14.401462,0.000000,-1.728175,-0.224846,-1.953021,-4.553021,-3.595175,24.848835,-4.000000,-3.781409
18.556396,15.952254,14.980234,0.000000,-1.797628,-0.236830,-2.034458,-4.634458,-3.647214,24.527298,-4.000000,-0.112093
