tick,target_mm,tof1,tof2,tof3,tof4,fused_mm,pos_out,vz_log,accx,accy,accz,pitch,roll,yaw,tof_bias_corr_height_mm,tof_corr_spread_mm,acc_up_mps2,v_ref_savgol_mps,logged_current_vz,robust_diff_lpf_fc1p5,robust_diff_lpf_fc2p5,ab_a0.18_b0.022,ab_a0.24_b0.032,ab_a0.3_b0.032,abacc_a0.14_b0.022_tau0.35_db0.22,abacc_a0.18_b0.032_tau0.35_db0.22,abacc_a0.14_b0.022_tau0.5_db0.22,abacc_a0.18_b0.032_tau0.5_db0.16
18042.0,0.0,121.785683,123.366913,124.612061,141.191986,126.201416,0.0,-0.001754,-0.010976,0.004473,-1.016264,-0.692009,-0.278549,-0.763196,122.97110193750004,76.38202000000004,0.16016393460115771,-0.0013851922234167091,-0.001754,0.012197509675639828,0.021671513802404646,-0.0034110659831830983,-0.0010598690643588435,0.0001346727408810455,-0.0030853288959177185,-0.0009022991136721694,-0.003527313796253484,-0.0013108722642208165
18050.0,0.0,121.785683,122.367294,124.612061,141.191986,126.28141,0.0,-0.000914,-0.010903,0.004792,-1.016245,-0.691865,-0.278422,-0.763196,122.72119718750002,76.38202000000004,0.1599842223569687,-0.001357102128485721,-0.000914,0.008852719720214959,0.014888540422619893,0.000226782781509094,0.00378658360633336,0.004279969981683039,0.0007718297049045617,0.004477187523852316,0.0003656414401486457,0.004130406074899254
18062.0,0.0,121.787422,122.367294,123.611862,140.190399,126.315788,0.0,-0.000539,-0.010967,0.004996,-1.015632,-0.691833,-0.278816,-0.763191,122.22118543750004,76.38340800000006,0.1539905654239263,0.0002515655748052126,-0.000539,0.003559238032116229,0.005455911774979956,0.001293796010014061,0.0047875842840811355,0.00474411832130992,0.0019836106990910253,0.005779290416725113,0.001632099452606685,0.005530109733518766
18071.0,0.0,121.787422,122.366386,119.613091,139.19014,126.239319,0.0,-0.001151,-0.011085,0.004968,-1.015425,-0.691936,-0.279051,-0.763187,120.97120093750004,73.38489600000005,0.1519733774065424,0.001350109768930352,-0.001151,-0.008003595161803058,-0.013507456180542575,-0.0006235840390406814,0.0012043396071084746,0.0005811223186799296,0.0002534352050074921,0.002591866470694199,-2.6291520490876862e-05,0.002447539722548187
18082.0,0.0,121.787422,122.366386,119.613091,139.191223,126.166328,0.0,-0.001681,-0.011308,0.004718,-1.015618,-0.692126,-0.278956,-0.763184,120.97147168750004,73.38381300000006,0.15388034271830006,0.0016180365575886313,-0.001681,-0.007281294528229789,-0.011540022578553617,-0.0018957113958204988,-0.0010615383140004657,-0.0018209473061152736,-0.0009414215500160477,0.00038948380344392243,-0.001171017352390048,0.000314810108691904
18091.0,0.0,122.786674,122.367104,121.612671,139.191223,126.164551,0.0,-0.001551,-0.011431,0.004371,-1.015891,-0.692269,-0.278706,-0.763184,121.72135918750004,75.38339300000007,0.1565553391396355,0.0015108960144809558,-0.001551,0.00011830028634550547,0.0010381459918249215,-0.0012959017182405813,-0.00046605124578236016,-0.0011515143379775554,-0.00031143774992020484,0.0009064926166511959,-0.0004951422755670387,0.0008812941914702412
18102.0,0.0,122.786674,123.368088,122.612114,140.19101,126.22805,0.0,-0.000871,-0.011428,0.004379,-1.015835,-0.692618,-0.278146,-0.763184,122.47141268750003,75.38304900000009,0.15600624214486444,0.001487825093795081,-0.000871,0.006853848175223235,0.011790314697902139,0.0006351328850644298,0.0021011208983202525,0.001450710457134922,0.0016316197426160751,0.003384911557241039,0.0014875035342029944,0.0033997169119307485
18110.0,0.0,122.786674,122.36869,124.610359,141.190582,126.330894,0.0,9e-05,-0.011542,0.004412,-1.015876,-0.692543,-0.277958,-0.763185,122.97101743750004,76.38172200000008,0.15642339180340517,0.001298941728731684,9e-05,0.010730977136992574,0.017338881912377556,0.004172314539319668,0.006714998920161584,0.00590734808780275,0.005219037111023341,0.008024561541673992,0.005136819054191551,0.008096525760273272
18121.0,0.0,119.787415,123.368088,124.610359,141.190582,126.385994,0.0,0.000557,-0.011448,0.004671,-1.015794,-0.693045,-0.278006,-0.763183,122.47105218750004,76.38172200000008,0.15562041979316946,0.0003095820753546974,0.000557,0.005268978027938839,0.007550737764949297,0.005190039633264893,0.007595890806788533,0.0065327022882419915,0.006209639430767917,0.008877588173533488,0.006209350938888669,0.009040001422329035
18131.0,0.0,119.787415,124.368942,124.609924,143.189896,126.498825,0.0,0.001481,-0.011147,0.004532,-1.015968,-0.693067,-0.278098,-0.763183,123.22098543750002,74.38197300000007,0.1572843039922644,-0.0011083460282330648,0.001481,0.01154017818666813,0.017354462072893102,0.007643699946071173,0.010489034318190833,0.009204964949355906,0.008637839015701929,0.011736612889929509,0.008720000217204761,0.011981431807212884
18142.0,0.0,119.787415,124.368942,122.610107,140.190964,126.504501,0.0,0.001402,-0.010893,0.004638,-1.016035,-0.692963,-0.278149,-0.763182,121.97129818750003,75.38108800000006,0.157916231307422,-0.00268362498420327,0.001402,-0.0007378092382301377,-0.0033342058132853625,0.006805256280440681,0.008516830555159616,0.006975483037140025,0.007716335405450283,0.009680137135013716,0.007898039004380103,0.010028001043335587
18151.0,0.0,120.787033,122.369186,122.610107,140.190964,126.485008,0.0,0.001113,-0.010953,0.004695,-1.016199,-0.693085,-0.278057,-0.76318,121.72126368750003,75.38108800000006,0.15953419073709071,-0.002975860140219666,0.001113,-0.002920327925108031,-0.006484133843591714,0.005204038324050305,0.005523322259734647,0.0039558103883893594,0.006051800092296087,0.0065385065239303534,0.006307664516688873,0.006942725049548085
18160.0,0.0,120.787033,122.369186,124.60984,140.190811,126.512222,0.0,0.001252,-0.011213,0.004634,-1.016123,-0.693108,-0.278162,-0.763178,122.22115868750004,77.3809740000001,0.15881687849739193,-0.0025945414260544197,0.001252,0.0018385279938329872,0.0017250995142682737,0.00499851631223665,0.0048489140873445484,0.0034928580462798716,0.005723957691077418,0.005566062584619783,0.006031785031774441,0.0059908740626179475
