name,source_file,rows,updates,duration_s,update_median_dt_ms,steady_rows,steady_duration_s,steady_start_s,steady_end_s,target_median_mm,height_mean_mm,height_std_mm,height_p2p_p1_p99_mm,height_p2p_p5_p95_mm,height_err_mean_mm,height_err_abs_p50_mm,height_err_abs_p95_mm,height_err_abs_p99_mm,height_jump_p99_mm,height_jump_max_mm,height_jumps_gt30_count,vz_mean_mps,vz_std_mps,vz_abs_p95_mps,vz_abs_p99_mps,vz_abs_max_mps,vz_dv_p99_mps,vz_dv_max_mps,pos_out_mean_mps,pos_out_std_mps,pos_out_abs_p95_mps,pos_out_abs_p99_mps,pos_out_dv_p99_mps,vel_error_abs_p95_mps,vel_error_abs_p99_mps,approx_vel_pterm_p99_pwm_kp500,approx_vel_pterm_std_pwm_kp500,acc_up_mean_mps2,acc_up_med_mps2,acc_up_std_mps2,acc_up_p99_abs_mps2,tof_bias1_mm,tof_bias2_mm,tof_bias3_mm,tof_bias4_mm,tof_spread_raw_median_mm,tof_spread_codebias_median_mm,tof_spread_codebias_p95_mm,tof_valid_count_median,vz_vs_fused_deriv_corr,vz_vs_fused_deriv_best_lag_ms,vz_vs_code_tof_deriv_corr,vz_vs_code_tof_deriv_best_lag_ms,height_dom_freq_hz,height_dom_power
pure_tof_strong_lpf,第一次对照组飞行数据纯TOF强低通.csv,348471,44824,452.184,9.999999999990905,11470,114.67899999999997,311.357,426.036,901.800049,892.7815139874456,31.247081271470446,159.40971019000006,97.08617850000007,-9.018535012554434,22.886871499999927,61.606168049999944,91.81517586000005,5.184374359999931,17.077210000000036,0,-0.0004013708805579767,0.09910918035221161,0.21004979999999998,0.33930815999999986,0.431057,0.0323555999999999,0.140376,0.00901297314734089,0.0317368397716686,0.06243974999999998,0.093524,0.007625639999999978,0.2366123499999998,0.38663791999999975,193.31895999999986,56.71614546858771,0.07712073803896431,0.08590220082154518,1.0171465463768798,3.0018768713385926,-15.392120500000033,15.46090700000002,-37.00488299999995,56.816772499999956,96.78106700000001,21.376565000000028,105.18449079999998,4.0,0.9337648519065136,100.0,0.8556932368146452,190.0,0.09765625000008882,2506.9450415709357
new_accfused_vz,第三次修改算法过后的实际飞行数据.csv,352190,45280,457.007,9.999999999990905,8181,81.80000000000001,363.882,445.682,1200.0,1198.841647063562,30.285076986068333,142.04101500000002,98.60461499999997,-1.158352936438089,19.741089000000102,61.012451000000056,80.36477080000003,6.353857199999947,93.30334500000004,1,0.0022243543576579874,0.06624917318498869,0.135236,0.22494759999999994,0.352539,0.033826399999999986,0.05004399999999999,0.001048722650042782,0.030835034204946238,0.062672,0.08058859999999995,0.007186799999999992,0.136594,0.22238019999999972,111.19009999999986,34.28278313452253,0.15405400997879903,0.12262784039013774,1.1502708715307284,3.5112335093420755,0.0,23.911011000000144,-39.49121100000002,84.83508299999994,116.43310499999984,31.730086999999685,119.65289369999986,3.0,0.4477442687837661,-10.0,0.46677406594288756,10.0,0.14648437500013323,2401.3900656760984
