name,rmse,corr0,best_corr,lag_ms,std,p99abs,maxabs,dv_p99,dv_max,pwm_step_p99_kp500,pterm_p99_abs_kp500,corr_dv_p99,corr_dv_max,acc_dv_p99
abacc_base,0.049447318065378255,0.8175731018767654,0.8233150252073143,20,0.08526383543860691,0.28170036002940224,0.516665982990236,0.038747259895305954,0.10116599209087876,19.373629947652976,136.48720447437117,0.0312978323286322,0.08432343527784955,0.027314090248543872
abacc_corrlim_0p04,0.04891263262352397,0.8201377675736654,0.8257745657356874,20,0.08484190966429128,0.27865370439531034,0.5167686779748574,0.03783224430306062,0.07488826417515344,18.91612215153031,135.85730468504602,0.03128292379883891,0.04,0.027314090326575696
abacc_corrlim_0p03,0.04839842563248374,0.8221664589141806,0.8282790472838748,20,0.08430741379506582,0.2774732092052705,0.5042785820719683,0.035708379612340975,0.0659677021290166,17.85418980617049,135.583163237636,0.03,0.03,0.027297910341629792
abacc_soft_a0p12_b0p018_corrlim_0p03,0.04890931137673752,0.8174700004373402,0.8251423078479677,30,0.08408171640157601,0.2775197373061869,0.5037471518660028,0.0345187742313524,0.0659817780970619,17.259387115676198,135.37027996571592,0.028020817108142432,0.03,0.027362551664113548
abacc_corrlim_0p03_slew0p04,0.04835587090693457,0.8222963034354416,0.8287090165213731,20,0.08425101083752481,0.2772484922091818,0.5042785820719683,0.036483592851120406,0.04000000000000001,18.241796425560203,135.583163237636,0.03,0.03,0.027297910341629792
abacc_corrlim_0p03_lpf8hz,0.04705564848848522,0.8259914428360755,0.8418031382199596,40,0.08241172448837925,0.2708579857735701,0.49619512402815913,0.027527932170467787,0.057921277274018454,13.763966085233893,133.63979444783305,0.03,0.03,0.027297910341629792
