log,candidate,eval_rows,height_mean_mm,height_std_mm,height_p1p99_mm,height_jump_p99_mm,height_jump_max_mm,vz_std_mps,vz_abs_p99_mps,vz_abs_max_mps,vz_dv_p99_mps,height_err_abs_p95_mm,target_mm,height_invalid_rows,tof_reject_rows,tof_health_median,tof_spread_p95_mm
flight_090m_pure_tof,logged_current,11470,892.7815139874456,31.247081271470446,159.40971019000006,5.172409599999956,17.077210000000036,0.09910918035221161,0.33930815999999986,0.431057,0.03226956000000002,61.606168049999944,901.800049,0,,,
flight_090m_pure_tof,deployed_tof_height_acc_ref_vz,11383,894.8542944738261,31.855470305975327,146.22153789894276,2.691134864269577,3.953199206622571,0.09414007895243987,0.3342994462511532,0.5015478216626463,0.031375024277843264,63.128708669937296,901.800049,87,313.0,1.0,105.18449079999998
flight_120m_new_vz,logged_current,8181,1198.841647063562,30.285076986068333,142.04101500000002,6.353904809999947,93.30334500000004,0.06624917318498869,0.22494759999999994,0.352539,0.03382732000000001,61.012451000000056,1200.0,0,,,
flight_120m_new_vz,deployed_tof_height_acc_ref_vz,7961,1205.3751724802937,26.73896123953825,133.2498898433505,1.0675595617382507,1.5957901785718605,0.0642268177848794,0.2153634781231654,0.334816921234861,0.03273054728054338,51.16606878298444,1200.0,220,2747.0,0.75,120.87168334999976
handheld_not_flying,logged_current,13297,542.3209718386103,327.16384399759505,1041.81950368,18.257778899999966,1174.917007,0.3195023874876814,1.6106989599999975,2.497436,0.07847865000000004,,,0,,,
handheld_not_flying,deployed_tof_height_acc_ref_vz,13128,525.0850429680407,299.6493330657616,1034.0075346230083,4.533507507578046,5.118324484320851,0.2077349294239503,0.9417483531905346,1.2901598879499605,0.046373174519502895,,,169,546.0,1.0,81.45689899999999
