file,steady_rows,steady_start_s,steady_end_s,target_med_mm,meas_reject_rows,meas_reject_pct,health_med,health_p5,spread_med,spread_p95,spread_max,valid_count_counts,acc_up_mean,acc_up_std,acc_up_p99_abs,acc_corr_zero_pct,acc_corr_std,acc_corr_p99_abs,dv_acc_abs_p99,dv_corr_abs_p99,dv_acc_abs_max,dv_corr_abs_max,v_log_std,v_log_p99_abs,v_log_max_abs,h_jump_max,v_dv_max
第四次飞行新算法感觉确实稳定很多.csv,23477,103.76,338.494,766.800049,170,0.724112961622013,1.0,1.0,19.550690999999915,51.200544750000034,413.0798909999999,"{2: 71, 3: 887, 4: 22519}",0.12763822970569233,0.9762107887289827,2.98798217985938,19.883290028538568,0.8154516566467888,2.7679821798593798,0.027019058571990162,0.02512746807900363,0.042725091450854596,0.03,0.05140946933804075,0.17628172000000003,0.465264,5.101440000000025,0.133909
