tick,t_s,target_mm,fused_mm,height_err_mm,pos_out_mps,vz_mps,vel_error_mps,acc_up_mps2,tof_codebias_height_mm,tof_ownbias_height_mm,tof_codebias_spread_mm,steady_mask,fused_deriv_ref_mps,tof_deriv_ref_mps,tof1,tof2,tof3,tof4
113341.0,113.34100000000001,711.0,732.206848,21.206848000000036,-0.020907,0.007159,-0.028066,1.0034504895303749,711.30276675,698.7565460000001,22.274575000000027,False,0.011765718546925541,0.008796903295539948,699.553101,724.170227,684.936157,755.621582
113350.0,113.35000000000001,711.0,732.652344,21.65234399999997,-0.021678,0.007883,-0.029560999999999997,1.135302190990662,713.5534075,701.0071867500001,25.62046100000009,False,0.009541030409010887,0.009625961812833594,699.553101,729.826904,688.282043,755.621582
113361.0,113.361,711.0,733.084534,22.084533999999962,-0.021678,0.006997,-0.028675,-0.3634898365104656,712.0316789999999,699.48545825,19.801431000000093,False,0.006870222943561544,0.010952399924882172,699.711365,729.961792,682.182495,755.341064
113370.0,113.37,711.0,733.446899,22.44689900000003,-0.022529,0.000662,-0.023191,-1.8293478777951881,711.92956725,699.3833465,19.39298400000007,False,0.004668239947775987,0.012576559307770907,699.711365,729.961792,681.774048,755.341064
113381.0,113.381,711.0,733.526245,22.526245000000017,-0.022529,-0.014619,-0.00791,-2.9454483829858362,710.9751302500001,698.4289094999999,19.87137699999994,False,0.0009321968966418126,0.013396717073121067,699.711365,726.622437,681.774048,754.862671
113390.0,113.39,711.0,733.330688,22.33068800000001,-0.022467,-0.035799,0.013331999999999997,-2.8411208281197227,710.1394977499999,697.593277,19.87137699999994,False,-0.001325253938091464,0.01310554758102711,696.368835,726.622437,681.774048,754.862671
113401.0,113.401,711.0,732.836304,21.83630400000004,-0.022467,-0.059636,0.037169,-2.407666606835406,709.242281,696.69606025,22.213905999999838,False,-0.004800801033837843,0.013757302446293806,701.116455,721.235535,681.47052,752.216614
113410.0,113.41,711.0,731.545166,20.545165999999995,-0.020734,-0.081263,0.060529,-0.8416357281498749,706.32679925,693.7805784999999,22.213905999999838,False,-0.007120115941916083,0.014560470825543348,698.746826,711.943237,681.47052,752.216614
113421.0,113.421,711.0,730.154968,19.154968000000054,-0.020734,-0.093784,0.07305,0.451484929625224,707.2638109999998,694.7175902499998,20.877283000000034,False,-0.010628429169393883,0.014584531781160592,701.116455,711.943237,681.47052,753.595032
113430.0,113.43,711.0,728.918091,17.918091000000004,-0.018154,-0.097638,0.079484,0.9465725615015719,707.82649425,695.2802735,18.262002000000052,False,-0.013072340411099503,0.015265944292416123,698.746826,719.137085,678.897034,753.595032
113441.0,113.441,711.0,727.791748,16.791747999999984,-0.018154,-0.093765,0.075611,1.2786659123368322,708.6189595,696.07273875,21.237552999999934,False,-0.016704095775672556,0.016845808881569724,703.314636,719.137085,678.897034,752.197083
113450.0,113.45,711.0,726.352356,15.352355999999986,-0.01563,-0.083644,0.06801399999999999,1.7305318954816948,707.915499,695.36927825,23.340371000000005,False,-0.019060854936782334,0.01760573214667005,696.820374,719.137085,682.577454,752.197083
113461.0,113.461,711.0,725.206909,14.206908999999996,-0.01563,-0.067187,0.05155699999999999,1.3740235911820178,709.5627462499999,697.0165255,23.59269000000006,False,-0.021950349711787,0.020600217559533007,703.088318,719.205811,682.829773,752.197083
113470.0,113.47,711.0,724.130432,13.130432000000042,-0.013442,-0.051343,0.037901,0.3656863763293207,709.82666225,697.2804414999999,22.032387999999855,False,-0.02361463767617522,0.022222846902774762,703.088318,719.205811,682.577454,753.505066
113481.0,113.48100000000001,711.0,723.503113,12.503112999999985,-0.013442,-0.036835,0.023392999999999997,0.2221125635256134,711.1307545,698.58453375,24.388284,False,-0.025959263826393908,0.022315944831234447,703.088318,726.273438,682.829773,751.401489
