I0,I1,I2,I3,I4,I5,I6,I7
8192.000000,8192.000000,1300.000000,0.000000,0.000000,0.000000,0.000000,0.000000
107.907265,110.904686,109.405975,0.000000,0.000000,0.000000,0.000000,0.000000
106.881767,111.876236,109.378998,0.000000,0.000000,0.000000,0.000000,0.000000
106.866066,116.853546,111.859802,0.000000,0.000000,0.000000,0.000000,0.000000
107.855103,112.848396,110.351746,0.000000,0.000000,0.000000,0.000000,0.000000
106.850594,115.838036,111.344315,0.000000,0.000000,0.000000,0.000000,0.000000
103.851524,113.837250,108.844391,0.000000,0.000000,0.000000,0.000000,0.000000
108.843346,117.830414,113.336884,0.000000,0.000000,0.000000,0.000000,0.000000
110.839630,114.833847,112.836739,0.000000,0.000000,0.000000,0.000000,0.000000
105.846092,118.827217,112.336655,0.000000,0.000000,0.000000,0.000000,0.000000
108.841873,118.827362,113.834618,0.000000,0.000000,0.000000,0.000000,0.000000
109.840683,117.829094,113.834885,0.000000,0.000000,0.000000,0.000000,0.000000
107.842552,114.832352,111.337448,0.000000,0.000000,0.000000,0.000000,0.000000
107.843460,115.831863,111.837662,0.000000,0.000000,0.000000,0.000000,0.000000
106.845306,116.830841,111.838074,0.000000,0.000000,0.000000,0.000000,0.000000
108.842918,113.835709,111.339310,0.000000,0.000000,0.000000,0.000000,0.000000
105.846558,112.836433,109.341492,0.000000,0.000000,0.000000,0.000000,0.000000
107.843719,117.829254,112.836487,0.000000,0.000000,0.000000,0.000000,0.000000
105.846931,114.833939,110.340439,0.000000,0.000000,0.000000,0.000000,0.000000
106.844734,112.836029,109.840378,0.000000,0.000000,0.000000,0.000000,0.000000
108.842728,112.836960,110.839844,0.000000,0.000000,0.000000,0.000000,0.000000
106.845078,115.832047,111.338562,0.000000,0.000000,0.000000,0.000000,0.000000
104.848640,114.834213,109.841431,0.000000,0.000000,0.000000,0.000000,0.000000
111.838852,115.833092,113.835968,0.000000,0.000000,0.000000,0.000000,0.000000
104.848824,112.837311,108.843063,0.000000,0.000000,0.000000,0.000000,0.000000
109.841637,117.830116,113.835876,0.000000,0.000000,0.000000,0.000000,0.000000
108.843079,116.831566,112.837326,0.000000,0.000000,0.000000,0.000000,0.000000
104.848862,109.841660,107.345261,0.000000,0.000000,0.000000,0.000000,0.000000
107.844536,114.834457,111.339493,0.000000,0.000000,0.000000,0.000000,0.000000
103.850288,113.835884,108.843086,0.000000,0.000000,0.000000,0.000000,0.000000
111.838814,114.834496,113.336655,0.000000,0.000000,0.000000,0.000000,0.000000
103.850342,114.834511,109.342422,0.000000,0.000000,0.000000,0.000000,0.000000
105.847458,119.827309,112.837387,0.000000,0.000000,0.000000,0.000000,0.000000
102.851738,112.837349,107.844543,0.000000,0.000000,0.000000,0.000000,0.000000
102.851730,111.838776,107.345253,0.000000,0.000000,0.000000,0.000000,0.000000
102.851707,115.832993,109.342346,0.000000,0.000000,0.000000,0.000000,0.000000
102.851707,119.827232,111.339470,0.000000,0.000000,0.000000,0.000000,0.000000
105.847404,111.838768,108.843086,0.000000,0.000000,0.000000,0.000000,0.000000
105.847435,115.833038,110.840240,0.000000,0.000000,0.000000,0.000000,0.000000
107.844528,114.834450,111.339493,0.000000,0.000000,0.000000,0.000000,0.000000
108.843094,119.827255,114.335175,0.000000,0.000000,0.000000,0.000000,0.000000
105.847397,111.838760,108.843079,0.000000,0.000000,0.000000,0.000000,0.000000
109.841644,114.834457,112.338051,0.000000,0.000000,0.000000,0.000000,0.000000
103.850266,115.832993,109.841629,0.000000,0.000000,0.000000,0.000000,0.000000
107.844566,114.834496,111.339531,0.000000,0.000000,0.000000,0.000000,0.000000
105.847481,112.837410,109.342445,0.000000,0.000000,0.000000,0.000000,0.000000
111.838867,112.837425,112.338150,0.000000,0.000000,0.000000,0.000000,0.000000
103.850372,112.837418,108.343895,0.000000,0.000000,0.000000,0.000000,0.000000
110.840317,118.828804,114.834564,0.000000,0.000000,0.000000,0.000000,0.000000
106.846069,118.828804,112.837433,0.000000,0.000000,0.000000,0.000000,0.000000
109.841736,112.837418,111.339577,0.000000,0.000000,0.000000,0.000000,0.000000
107.844627,113.835999,110.840317,0.000000,0.000000,0.000000,0.000000,0.000000
110.840317,110.840317,110.840317,0.000000,0.000000,0.000000,0.000000,0.000000
107.844627,117.830231,112.837433,0.000000,0.000000,0.000000,0.000000,0.000000
104.848915,110.840286,107.844604,0.000000,0.000000,0.000000,0.000000,0.000000
107.844597,113.835968,110.840286,0.000000,0.000000,0.000000,0.000000,0.000000
105.847496,119.827354,112.837425,0.000000,0.000000,0.000000,0.000000,0.000000
103.850395,107.844643,105.847519,0.000000,0.000000,0.000000,0.000000,0.000000
108.843216,120.825951,114.834579,0.000000,0.000000,0.000000,0.000000,0.000000
108.843216,115.833138,112.338181,0.000000,0.000000,0.000000,0.000000,0.000000
106.846054,118.828781,112.837418,0.000000,0.000000,0.000000,0.000000,0.000000
109.841698,115.833069,112.837387,0.000000,0.000000,0.000000,0.000000,0.000000
106.846008,114.834496,110.840256,0.000000,0.000000,0.000000,0.000000,0.000000
110.840248,108.843124,109.841690,0.000000,0.000000,0.000000,0.000000,0.000000
106.846054,119.827347,113.336700,0.000000,0.000000,0.000000,0.000000,0.000000
110.840340,112.837463,111.838898,0.000000,0.000000,0.000000,0.000000,0.000000
109.841797,118.828857,114.335327,0.000000,0.000000,0.000000,0.000000,0.000000
112.837509,114.834641,113.836075,0.000000,0.000000,0.000000,0.000000,0.000000
105.847595,120.826035,113.336815,0.000000,0.000000,0.000000,0.000000,0.000000
104.849075,115.833260,110.341171,0.000000,0.000000,0.000000,0.000000,0.000000
105.847626,119.827507,112.837570,0.000000,0.000000,0.000000,0.000000,0.000000
106.846207,114.834709,110.840454,0.000000,0.000000,0.000000,0.000000,0.000000
107.844788,113.836166,110.840477,0.000000,0.000000,0.000000,0.000000,0.000000
99.856300,106.846237,103.351273,0.000000,0.000000,0.000000,0.000000,0.000000
103.850555,110.840500,107.345528,0.000000,0.000000,0.000000,0.000000,0.000000
104.849098,114.834724,109.841911,0.000000,0.000000,0.000000,0.000000,0.000000
105.847633,113.836128,109.841881,0.000000,0.000000,0.000000,0.000000,0.000000
103.850471,111.838966,107.844719,0.000000,0.000000,0.000000,0.000000,0.000000
107.844719,113.836098,110.840408,0.000000,0.000000,0.000000,0.000000,0.000000
105.847618,114.834686,110.341156,0.000000,0.000000,0.000000,0.000000,0.000000
106.846191,113.836128,110.341156,0.000000,0.000000,0.000000,0.000000,0.000000
106.846176,118.828926,112.837555,0.000000,0.000000,0.000000,0.000000,0.000000
109.841850,116.831779,113.336815,0.000000,0.000000,0.000000,0.000000,0.000000
108.843315,112.837563,110.840439,0.000000,0.000000,0.000000,0.000000,0.000000
102.851967,117.830414,110.341187,0.000000,0.000000,0.000000,0.000000,0.000000
108.843353,114.834732,111.839043,0.000000,0.000000,0.000000,0.000000,0.000000
100.854874,115.833321,108.344101,0.000000,0.000000,0.000000,0.000000,0.000000
107.844841,114.834785,111.339813,0.000000,0.000000,0.000000,0.000000,0.000000
105.847725,118.829048,112.338387,0.000000,0.000000,0.000000,0.000000,0.000000
107.844818,116.831886,112.338348,0.000000,0.000000,0.000000,0.000000,0.000000
103.850571,114.834770,109.342667,0.000000,0.000000,0.000000,0.000000,0.000000
108.843361,113.836174,111.339767,0.000000,0.000000,0.000000,0.000000,0.000000
105.847633,123.821762,114.834702,0.000000,0.000000,0.000000,0.000000,0.000000
111.839035,115.833290,113.836166,0.000000,0.000000,0.000000,0.000000,0.000000
106.846191,120.826065,113.836128,0.000000,0.000000,0.000000,0.000000,0.000000
105.847633,108.843323,107.345474,0.000000,0.000000,0.000000,0.000000,0.000000
107.844742,114.834679,111.339706,0.000000,0.000000,0.000000,0.000000,0.000000
105.847603,116.831779,111.339691,0.000000,0.000000,0.000000,0.000000,0.000000
108.843277,111.838959,110.341118,0.000000,0.000000,0.000000,0.000000,0.000000
106.846138,113.836075,110.341110,0.000000,0.000000,0.000000,0.000000,0.000000
108.843300,120.826050,114.834671,0.000000,0.000000,0.000000,0.000000,0.000000
108.843361,114.834732,111.839050,0.000000,0.000000,0.000000,0.000000,0.000000
106.846245,113.836182,110.341217,0.000000,0.000000,0.000000,0.000000,0.000000
108.843376,109.841934,109.342651,0.000000,0.000000,0.000000,0.000000,0.000000
107.844810,120.826134,114.335472,0.000000,0.000000,0.000000,0.000000,0.000000
109.841927,117.830437,113.836182,0.000000,0.000000,0.000000,0.000000,0.000000
107.844803,118.829002,113.336899,0.000000,0.000000,0.000000,0.000000,0.000000
106.846245,110.840508,108.843376,0.000000,0.000000,0.000000,0.000000,0.000000
103.850548,115.833305,109.841927,0.000000,0.000000,0.000000,0.000000,0.000000
109.841904,121.824661,115.833282,0.000000,0.000000,0.000000,0.000000,0.000000
106.846245,112.837616,109.841934,0.000000,0.000000,0.000000,0.000000,0.000000
110.840492,119.827560,115.334030,0.000000,0.000000,0.000000,0.000000,0.000000
107.844788,119.827545,113.836166,0.000000,0.000000,0.000000,0.000000,0.000000
110.840477,109.841919,110.341202,0.000000,0.000000,0.000000,0.000000,0.000000
103.850540,121.824677,112.837608,0.000000,0.000000,0.000000,0.000000,0.000000
105.847672,113.836174,109.841919,0.000000,0.000000,0.000000,0.000000,0.000000
106.846252,116.831886,111.839066,0.000000,0.000000,0.000000,0.000000,0.000000
107.844826,114.834770,111.339798,0.000000,0.000000,0.000000,0.000000,0.000000
108.843399,115.833344,112.338371,0.000000,0.000000,0.000000,0.000000,0.000000
107.844803,113.836182,110.840492,0.000000,0.000000,0.000000,0.000000,0.000000
102.851967,114.834724,108.843346,0.000000,0.000000,0.000000,0.000000,0.000000
109.841927,114.834740,112.338333,0.000000,0.000000,0.000000,0.000000,0.000000
103.850548,116.831863,110.341202,0.000000,0.000000,0.000000,0.000000,0.000000
107.844833,113.836212,110.840523,0.000000,0.000000,0.000000,0.000000,0.000000
104.849174,116.831932,110.840553,0.000000,0.000000,0.000000,0.000000,0.000000
106.846313,112.837700,109.842010,0.000000,0.000000,0.000000,0.000000,0.000000
106.846329,117.830528,112.338425,0.000000,0.000000,0.000000,0.000000,0.000000
110.840599,114.834854,112.837723,0.000000,0.000000,0.000000,0.000000,0.000000
106.846344,116.831985,111.839165,0.000000,0.000000,0.000000,0.000000,0.000000
101.853508,111.839142,106.846329,0.000000,0.000000,0.000000,0.000000,0.000000
103.850609,119.827621,111.839111,0.000000,0.000000,0.000000,0.000000,0.000000
106.846260,117.830460,112.338364,0.000000,0.000000,0.000000,0.000000,0.000000
106.846260,117.830452,112.338356,0.000000,0.000000,0.000000,0.000000,0.000000
108.843391,113.836212,111.339798,0.000000,0.000000,0.000000,0.000000,0.000000
107.844826,114.834763,111.339798,0.000000,0.000000,0.000000,0.000000,0.000000
105.847679,114.834747,110.341217,0.000000,0.000000,0.000000,0.000000,0.000000
104.849121,116.831879,110.840500,0.000000,0.000000,0.000000,0.000000,0.000000
105.847702,116.831894,111.339798,0.000000,0.000000,0.000000,0.000000,0.000000
108.843384,118.829018,113.836197,0.000000,0.000000,0.000000,0.000000,0.000000
108.843361,108.843361,108.843361,0.000000,0.000000,0.000000,0.000000,0.000000
103.850540,118.828987,111.339767,0.000000,0.000000,0.000000,0.000000,0.000000
106.846230,116.831856,111.839043,0.000000,0.000000,0.000000,0.000000,0.000000
104.849068,116.831818,110.840439,0.000000,0.000000,0.000000,0.000000,0.000000
111.838989,114.834679,113.336838,0.000000,0.000000,0.000000,0.000000,0.000000
100.854782,112.837532,106.846161,0.000000,0.000000,0.000000,0.000000,0.000000
104.849052,117.830368,111.339706,0.000000,0.000000,0.000000,0.000000,0.000000
104.849045,118.828911,111.838974,0.000000,0.000000,0.000000,0.000000,0.000000
111.838966,111.838966,111.838966,0.000000,0.000000,0.000000,0.000000,0.000000
101.853371,117.830376,109.841873,0.000000,0.000000,0.000000,0.000000,0.000000
108.843338,109.841896,109.342621,0.000000,0.000000,0.000000,0.000000,0.000000
105.847649,114.834709,110.341179,0.000000,0.000000,0.000000,0.000000,0.000000
107.844772,111.839027,109.841904,0.000000,0.000000,0.000000,0.000000,0.000000
103.850525,116.831833,110.341179,0.000000,0.000000,0.000000,0.000000,0.000000
105.847633,116.831818,111.339722,0.000000,0.000000,0.000000,0.000000,0.000000
104.849045,118.828926,111.838989,0.000000,0.000000,0.000000,0.000000,0.000000
110.840431,115.833244,113.336838,0.000000,0.000000,0.000000,0.000000,0.000000
102.851974,116.831848,109.841911,0.000000,0.000000,0.000000,0.000000,0.000000
106.846230,116.831856,111.839043,0.000000,0.000000,0.000000,0.000000,0.000000
104.849083,111.839027,108.344055,0.000000,0.000000,0.000000,0.000000,0.000000
107.844742,115.833237,111.838989,0.000000,0.000000,0.000000,0.000000,0.000000
110.840424,113.836113,112.338272,0.000000,0.000000,0.000000,0.000000,0.000000
106.846169,116.831795,111.838982,0.000000,0.000000,0.000000,0.000000,0.000000
109.841827,115.833206,112.837517,0.000000,0.000000,0.000000,0.000000,0.000000
107.844696,115.833191,111.838943,0.000000,0.000000,0.000000,0.000000,0.000000
