I0,I1,I2,I3,I4,I5,I6,I7,AB_I0_filt_mm,AB_I1_filt_mm,AB_h_pred_mm,AB_q0,AB_q1,AB_z_meas_mm,AB_fused_h_mm,AB_fused_vz_mps,AB_valid,AB_hold_cnt,AB_predict_only,AB_hard_relock
957.993225,998.907471,978.450317,1041.000000,0.910878,0.135455,0.046261,4578.000000,947.808533,997.693237,977.554939,0.752113,0.832181,974.011430,976.917108,0.044117,1,0,0,0
957.033020,995.953064,976.493042,1041.000000,-0.195730,0.082929,0.042606,4387.000000,957.033020,996.780396,977.358282,0.830623,0.838149,976.996339,977.293132,0.043032,1,0,0,0
955.986694,995.902649,975.944702,1041.000000,-0.054830,0.061080,0.042606,4450.000000,957.033020,995.953064,977.723448,0.827580,0.848087,976.731193,977.544842,0.040055,1,0,0,0
953.018616,998.923157,975.970886,1041.000000,0.002617,0.051808,0.044474,4479.000000,955.986694,995.953064,977.945390,0.817011,0.849936,976.364583,977.660845,0.035312,1,0,0,0
956.914673,996.827698,976.871216,1041.000000,0.090033,0.057871,0.044474,4494.000000,955.986694,996.827698,978.013968,0.816439,0.843219,976.736693,977.784059,0.031481,1,0,0,0
945.864136,992.758240,969.311157,1041.000000,-0.756007,-0.071210,0.044271,4486.000000,953.018616,996.827698,978.098864,0.790998,0.843926,975.632287,977.654880,0.024081,1,0,0,0
952.817749,996.717163,974.767456,1041.000000,0.545633,0.026621,0.044271,4655.000000,952.817749,996.717163,977.895689,0.791017,0.843154,975.467748,977.458659,0.016797,1,0,0,0
945.743835,994.627197,970.185547,1041.000000,-0.458193,-0.050270,0.047438,4528.000000,945.864136,994.627197,977.626629,0.735313,0.858329,972.127721,976.636826,0.000300,1,0,0,0
953.732910,996.630920,975.181885,1041.000000,0.499636,0.036944,0.047438,4632.000000,952.817749,996.630920,976.639828,0.801483,0.833408,975.152110,976.372039,-0.004163,1,0,0,0
946.653503,1004.510071,975.581787,1041.000000,0.039989,0.037427,0.048994,4519.000000,946.653503,996.630920,976.330410,0.752692,0.830829,972.875244,975.708480,-0.014528,1,0,0,0
945.453186,995.318848,970.385986,1041.000000,-0.519580,-0.050914,0.048994,4521.000000,946.653503,996.630920,975.563196,0.759086,0.824436,972.673461,975.043044,-0.023198,1,0,0,0
952.411682,1003.273499,977.842590,1041.000000,0.745660,0.075423,0.055193,4637.000000,946.653503,1003.273499,974.811068,0.765354,0.762813,974.916436,974.830034,-0.022881,1,0,0,0
947.257568,1002.098816,974.678223,1041.000000,-0.316435,0.013274,0.055193,4481.000000,947.257568,1002.098816,974.601220,0.772136,0.770853,974.655394,974.610971,-0.022719,1,0,0,0
948.082214,990.950317,969.516235,1041.000000,-0.516200,-0.070701,0.053971,4563.000000,948.082214,1002.098816,974.383781,0.780820,0.769041,974.885253,974.474046,-0.021215,1,0,0,0
951.811401,995.664490,973.737915,1041.000000,0.422168,0.007468,0.053971,4673.000000,948.082214,995.664490,974.261901,0.781836,0.821645,972.464008,973.938280,-0.026608,1,0,0,0
947.596619,996.421265,972.008911,1041.000000,-0.172901,-0.021138,0.055522,4572.000000,948.082214,995.664490,973.672198,0.786750,0.816731,972.318182,973.428475,-0.030670,1,0,0,0
952.293640,1000.107483,976.200562,1041.000000,0.419164,0.048694,0.055522,4613.000000,951.811401,996.421265,973.121772,0.822414,0.805838,973.889263,973.259921,-0.028368,1,0,0,0
941.092468,992.877441,966.984985,1041.000000,-0.921553,-0.105188,0.053151,4523.000000,947.596619,996.421265,972.976243,0.788503,0.804625,972.255983,972.846596,-0.030529,1,0,0,0
947.732788,996.513123,972.122925,1041.000000,0.513792,-0.007017,0.053151,4723.000000,947.732788,996.513123,972.541310,0.793262,0.800235,972.229678,972.485216,-0.031463,1,0,0,0
943.513306,995.267151,969.390259,1041.000000,-0.273263,-0.049245,0.056045,4596.000000,943.513306,995.267151,972.170582,0.761189,0.807529,970.154621,971.807709,-0.037511,1,0,0,0
950.290039,994.072998,972.181519,1041.000000,0.279123,0.002835,0.056045,4656.000000,947.732788,995.267151,971.432595,0.802502,0.801379,971.483330,971.441727,-0.037359,1,0,0,0
946.207581,1004.910217,975.558899,1041.000000,0.337738,0.055951,0.056462,4589.000000,946.207581,995.267151,971.068136,0.792829,0.798342,970.822353,971.023895,-0.038097,1,0,0,0
949.112183,989.902039,969.507080,1041.000000,-0.605184,-0.048905,0.056462,4520.000000,949.112183,994.072998,970.642930,0.820577,0.804749,971.373673,970.774464,-0.035904,1,0,0,0
944.009827,997.725891,970.867859,1041.000000,0.136083,-0.019567,0.059641,4658.000000,946.207581,997.725891,970.415421,0.798268,0.772413,971.542710,970.618333,-0.032522,1,0,0,0
954.780823,992.574219,973.677490,1041.000000,0.280958,0.028097,0.059641,4625.000000,949.112183,992.574219,970.293109,0.823492,0.814324,970.721555,970.370229,-0.031237,1,0,0,0
947.732422,1000.439453,974.085938,1041.000000,0.040847,0.030119,0.056798,4563.000000,947.732422,997.725891,970.057858,0.813955,0.769433,972.026299,970.412178,-0.025332,1,0,0,0
954.660950,1000.405151,977.533081,1041.000000,0.344712,0.080014,0.056798,4557.000000,954.660950,1000.405151,970.158860,0.870851,0.747948,975.796544,971.173643,-0.008419,1,0,0,0
943.688293,1000.369263,972.028809,1041.000000,-0.550425,-0.019974,0.052349,4492.000000,947.732422,1000.405151,971.089456,0.805358,0.755703,973.231058,971.474945,-0.001994,1,0,0,0
947.680298,1000.384399,974.032349,1041.000000,0.200355,0.014970,0.052349,4617.000000,947.680298,1000.384399,971.455006,0.801877,0.758922,973.307098,971.788382,0.003562,1,0,0,0
953.649414,999.392761,976.521118,1041.000000,0.248879,0.052068,0.053006,4572.000000,947.680298,1000.369263,971.824006,0.798802,0.762123,973.405722,972.108715,0.008308,1,0,0,0
948.761047,1000.475525,974.618286,1041.000000,-0.190288,0.013631,0.053006,4523.000000,948.761047,1000.384399,972.191790,0.804744,0.765062,973.920244,972.502912,0.013493,1,0,0,0
949.817017,1002.529358,976.173218,1041.000000,0.155497,0.036130,0.051699,4574.000000,949.817017,1000.475525,972.637841,0.809826,0.768019,974.475138,972.968554,0.019005,1,0,0,0
955.849304,1002.597412,979.223389,1041.000000,0.305015,0.078776,0.051699,4542.000000,949.817017,1002.529358,973.158602,0.805487,0.755244,975.324729,973.548505,0.025503,1,0,0,0
956.922607,1007.653442,982.288025,1041.000000,0.306463,0.114887,0.047362,4486.000000,955.849304,1002.597412,973.803537,0.850381,0.760051,977.912290,974.543112,0.037829,1,0,0,0
959.060303,1000.845032,979.952637,1041.000000,-0.233537,0.059627,0.047362,4432.000000,956.922607,1002.597412,974.921407,0.850010,0.769367,978.622729,975.587645,0.048933,1,0,0,0
951.166931,1004.893921,978.030396,1041.000000,-0.192225,0.019683,0.045159,4504.000000,956.922607,1004.893921,976.076979,0.840380,0.759859,979.701345,976.729364,0.059806,1,0,0,0
959.237915,1007.000793,983.119385,1041.000000,0.508898,0.097273,0.045159,4553.000000,959.060303,1004.893921,977.327429,0.847774,0.770279,980.879539,977.966809,0.070463,1,0,0,0
950.411560,1005.147278,977.779419,1041.000000,-0.533998,-0.002847,0.040799,4451.000000,951.166931,1005.147278,978.671437,0.770796,0.779368,978.306357,978.605723,0.069368,1,0,0,0
950.410278,1009.126709,979.768494,1041.000000,0.198907,0.029152,0.040799,4576.000000,950.411560,1007.000793,979.299399,0.759268,0.769155,978.889208,979.225564,0.068137,1,0,0,0
947.526550,1008.239929,977.883240,1041.000000,-0.188524,-0.005372,0.042505,4534.000000,950.410278,1008.239929,979.906934,0.754195,0.763892,979.509805,979.835451,0.066946,1,0,0,0
951.564392,996.355591,973.959961,1041.000000,-0.392330,-0.066743,0.042505,4581.000000,950.410278,1008.239929,980.504907,0.749211,0.768875,979.699630,980.359957,0.064530,1,0,0,0
948.730286,1009.457031,979.093628,1041.000000,0.513369,0.025262,0.048603,4661.000000,948.730286,1008.239929,981.005255,0.731042,0.773044,979.316028,980.701194,0.059462,1,0,0,0
953.932861,1004.716309,979.324585,1041.000000,0.023097,0.024919,0.048603,4548.000000,951.564392,1004.716309,981.295815,0.752238,0.804829,979.037973,980.889404,0.052689,1,0,0,0
959.024841,1013.797791,986.411316,1041.000000,0.708669,0.133362,0.047061,4548.000000,953.932861,1009.457031,981.416289,0.770971,0.766327,981.611075,981.451351,0.053273,1,0,0,0
958.095520,1010.880432,984.487976,1041.000000,-0.192332,0.081707,0.047061,4403.000000,958.095520,1010.880432,981.984080,0.800929,0.759197,983.782008,982.307707,0.058667,1,0,0,0
954.207214,1012.973633,983.590454,1041.000000,-0.089753,0.054513,0.043393,4470.000000,958.095520,1012.973633,982.894374,0.793343,0.749340,984.751907,983.228730,0.064239,1,0,0,0
959.282715,1001.120544,980.201660,1041.000000,-0.338876,-0.007879,0.043393,4500.000000,958.095520,1010.880432,983.871123,0.785203,0.774922,984.314056,983.950851,0.065568,1,0,0,0
960.370850,1014.167603,987.269226,1041.000000,0.706756,0.105462,0.045708,4582.000000,959.282715,1012.973633,984.606532,0.788968,0.763607,985.689664,984.801496,0.068818,1,0,0,0
962.427917,1012.243103,987.335510,1041.000000,0.006628,0.089787,0.045708,4436.000000,960.370850,1012.243103,985.489671,0.790676,0.777055,986.081622,985.596222,0.070593,1,0,0,0
955.543335,1008.352356,981.947876,1041.000000,-0.538766,-0.009901,0.039155,4456.000000,960.370850,1012.243103,986.302156,0.783906,0.783825,986.305647,986.302784,0.070604,1,0,0,0
957.784607,1009.610657,983.697632,1041.000000,0.174975,0.019421,0.039155,4577.000000,957.784607,1009.610657,987.008823,0.756465,0.811651,984.609586,986.576960,0.063406,1,0,0,0
950.871643,1005.691284,978.281494,1041.000000,-0.541609,-0.069559,0.041106,4538.000000,955.543335,1008.352356,987.211021,0.736103,0.823822,983.432656,986.530915,0.052071,1,0,0,0
957.952515,1016.765381,987.358948,1041.000000,0.907743,0.085441,0.041106,4657.000000,957.784607,1009.610657,987.051626,0.756108,0.812008,984.621374,986.614180,0.044780,1,0,0,0
949.070557,1004.898254,976.984375,1041.000000,-1.037454,-0.092651,0.037651,4454.000000,950.871643,1005.691284,987.061983,0.698414,0.844756,980.880794,985.949369,0.026237,1,0,0,0
964.135498,1013.987427,989.061462,1041.000000,1.207709,0.113586,0.037651,4681.000000,957.952515,1013.987427,986.211736,0.764506,0.768536,986.043612,986.181474,0.025732,1,0,0,0
954.235352,1011.070679,982.653015,1041.000000,-0.640845,-0.006066,0.035816,4412.000000,954.235352,1011.070679,986.438797,0.731638,0.794734,983.827730,985.968805,0.017899,1,0,0,0
956.229126,1018.049988,987.139526,1041.000000,0.448650,0.066052,0.035816,4566.000000,956.229126,1013.987427,986.147796,0.750678,0.768003,985.437734,986.019985,0.015769,1,0,0,0
959.258606,1017.093323,988.175964,1041.000000,0.103641,0.072014,0.036999,4471.000000,956.229126,1017.093323,986.177674,0.750429,0.742370,986.496931,986.235141,0.016727,1,0,0,0
960.285339,1008.150085,984.217712,1041.000000,-0.395822,-0.002185,0.036999,4465.000000,959.258606,1017.093323,986.402408,0.773802,0.744242,987.612887,986.620294,0.020358,1,0,0,0
956.331299,1013.172729,984.752014,1041.000000,0.053430,0.006635,0.040512,4562.000000,959.258606,1013.172729,986.823876,0.770289,0.780426,986.391882,986.746117,0.019062,1,0,0,0
958.336426,1007.200623,982.768555,1041.000000,-0.198346,-0.025875,0.040512,4555.000000,958.336426,1008.150085,986.936738,0.761664,0.823222,984.210654,986.446043,0.010884,1,0,0,0
956.376526,1016.212463,986.294495,1041.000000,0.352597,0.034150,0.044193,4597.000000,956.376526,1013.172729,986.554882,0.748514,0.778185,985.326536,986.333780,0.007199,1,0,0,0
964.422913,1007.308350,985.865601,1041.000000,-0.042891,0.021932,0.044193,4523.000000,958.336426,1007.308350,986.405769,0.766089,0.825812,983.741023,985.926114,-0.000795,1,0,0,0
955.490479,1007.354309,981.422363,1041.000000,-0.444323,-0.052016,0.043841,4539.000000,956.376526,1007.354309,985.918161,0.753820,0.821365,982.958410,985.385406,-0.009675,1,0,0,0
955.557556,1009.419861,982.488708,1041.000000,0.106633,-0.026854,0.043841,4635.000000,955.557556,1007.354309,985.288659,0.752241,0.816120,982.510765,984.788638,-0.018008,1,0,0,0
952.591003,1016.429565,984.510254,1041.000000,0.202155,0.009467,0.047629,4602.000000,955.490479,1009.419861,984.608555,0.757349,0.793239,983.079292,984.333288,-0.022596,1,0,0,0
954.703430,1011.566589,983.135010,1041.000000,-0.137526,-0.013846,0.047629,4560.000000,954.703430,1011.566589,984.107327,0.754968,0.771173,983.436910,983.986652,-0.024607,1,0,0,0
957.674805,1012.541626,985.108215,1041.000000,0.197321,0.019645,0.048078,4590.000000,954.703430,1012.541626,983.740579,0.758024,0.759991,983.660010,983.726076,-0.024849,1,0,0,0
960.637878,1014.505432,987.571655,1041.000000,0.246346,0.055599,0.048078,4547.000000,957.674805,1012.541626,983.477586,0.784977,0.757800,984.624955,983.684112,-0.021407,1,0,0,0
954.625916,1019.464661,987.045288,1041.000000,-0.052637,0.038433,0.044569,4501.000000,957.674805,1014.505432,983.470043,0.785040,0.741372,985.277207,983.795332,-0.015985,1,0,0,0
957.642395,1018.492554,988.067505,1041.000000,0.102222,0.048550,0.044569,4518.000000,957.642395,1018.492554,983.635478,0.783391,0.709524,986.562099,984.162270,-0.007206,1,0,0,0
954.663025,1019.504333,987.083679,1041.000000,-0.098383,0.025246,0.042597,4505.000000,954.663025,1019.464661,984.090214,0.754773,0.705213,985.963970,984.427490,-0.001584,1,0,0,0
962.652527,1012.530884,987.591675,1041.000000,0.050801,0.029299,0.042597,4533.000000,957.642395,1018.492554,984.411647,0.776923,0.715992,986.825734,984.846182,0.005658,1,0,0,0
953.700195,1007.570251,980.635254,1041.000000,-0.695646,-0.085677,0.041335,4528.000000,954.663025,1012.530884,984.902762,0.748002,0.769766,984.011842,984.742396,0.002985,1,0,0,0
955.644714,1012.504578,984.074646,1041.000000,0.343943,-0.017539,0.041335,4676.000000,955.644714,1012.504578,984.772248,0.757271,0.768897,984.291232,984.685665,0.001542,1,0,0,0
958.637817,1018.490356,988.564087,1041.000000,0.448942,0.056445,0.043893,4588.000000,955.644714,1012.504578,984.701087,0.757864,0.768304,984.269138,984.623336,0.000246,1,0,0,0
957.632080,1009.503845,983.567993,1041.000000,-0.499612,-0.031745,0.043893,4495.000000,957.632080,1012.504578,984.625799,0.775052,0.767677,984.937161,984.681844,0.001180,1,0,0,0
951.595581,1015.434326,983.514954,1041.000000,-0.005299,-0.027552,0.045449,4610.000000,957.632080,1015.434326,984.693648,0.774487,0.743828,985.949604,984.919720,0.004948,1,0,0,0
958.574524,1014.433167,986.503845,1041.000000,0.298887,0.024222,0.045449,4607.000000,957.632080,1014.433167,984.969202,0.772191,0.754467,985.702908,985.101269,0.007149,1,0,0,0
954.659729,1013.515442,984.087585,1041.000000,-0.241625,-0.017942,0.044053,4539.000000,954.659729,1014.433167,985.172763,0.745725,0.756163,984.754170,985.097416,0.005894,1,0,0,0
957.705078,1015.566467,986.635742,1041.000000,0.254816,0.025318,0.044053,4592.000000,957.705078,1014.433167,985.156352,0.771239,0.756027,985.786593,985.269796,0.007784,1,0,0,0
955.747620,1015.606567,985.677124,1041.000000,-0.095862,0.006099,0.043690,4536.000000,955.747620,1015.566467,985.347639,0.753333,0.748176,985.554323,985.384842,0.008404,1,0,0,0
958.759644,1017.622070,988.190857,1041.000000,0.251371,0.044999,0.043690,4560.000000,957.705078,1015.606567,985.468885,0.768635,0.748853,986.278415,985.614601,0.010833,1,0,0,0
953.778931,1015.634888,984.706909,1041.000000,-0.348395,-0.017393,0.041610,4510.000000,955.747620,1015.634888,985.722930,0.750206,0.750734,985.701786,985.719124,0.010770,1,0,0,0
956.797974,1007.680847,982.239380,1041.000000,-0.246751,-0.053770,0.041610,4588.000000,956.797974,1015.634888,985.826819,0.758093,0.751599,986.089896,985.874173,0.011559,1,0,0,0
956.765015,1019.618164,988.191589,1041.000000,0.595224,0.049160,0.046330,4636.000000,956.765015,1015.634888,985.989761,0.756460,0.752957,986.131636,986.015298,0.011984,1,0,0,0
959.747498,1013.621033,986.684265,1041.000000,-0.150734,0.017457,0.046330,4508.000000,956.797974,1013.621033,986.135142,0.755524,0.770951,985.496645,986.020212,0.010069,1,0,0,0
961.717407,1019.580078,990.648743,1041.000000,0.396448,0.077565,0.043647,4550.000000,959.747498,1019.580078,986.120901,0.780222,0.721174,988.487215,986.546838,0.017168,1,0,0,0
961.698975,1003.598755,982.648865,1041.000000,-0.799990,-0.061615,0.043647,4468.000000,961.698975,1013.621033,986.718516,0.791504,0.775812,987.400091,986.841199,0.019213,1,0,0,0
959.696350,1019.552673,989.624512,1041.000000,0.697565,0.058791,0.047519,4649.000000,961.698975,1019.552673,987.033325,0.788880,0.729005,989.484767,987.474584,0.026567,1,0,0,0
955.692261,1015.547729,985.619995,1041.000000,-0.400454,-0.014045,0.047519,4498.000000,959.696350,1015.547729,987.740253,0.766301,0.768271,987.657893,987.725428,0.026320,1,0,0,0
956.683472,1016.538574,986.611023,1041.000000,0.099105,0.003900,0.045518,4593.000000,956.683472,1016.538574,987.988626,0.739124,0.762084,987.068747,987.823048,0.023560,1,0,0,0
961.665649,1017.530029,989.597839,1041.000000,0.298679,0.050653,0.045518,4567.000000,956.683472,1016.538574,988.058649,0.738540,0.762667,987.092013,987.884655,0.020660,1,0,0,0
959.566467,1021.409607,990.488037,1041.000000,0.089025,0.056738,0.041601,4507.000000,959.566467,1017.530029,988.091257,0.762293,0.754677,988.402734,988.147323,0.021595,1,0,0,0
962.439087,1018.290466,990.364746,1041.000000,-0.012332,0.045784,0.041601,4494.000000,961.665649,1018.290466,988.363270,0.777520,0.750607,989.479424,988.564178,0.024943,1,0,0,0
963.306519,1014.164307,988.735413,1041.000000,-0.162935,0.012681,0.038874,4509.000000,962.439087,1018.290466,988.813609,0.780212,0.754360,989.894315,989.008136,0.028185,1,0,0,0
962.190002,1022.015320,992.102661,1041.000000,0.336724,0.064075,0.038874,4549.000000,962.439087,1018.290466,989.289989,0.776242,0.758329,990.038799,989.424774,0.030432,1,0,0,0
959.085938,1016.910217,987.998047,1041.000000,-0.410461,-0.011187,0.035415,4483.000000,962.190002,1016.910217,989.729091,0.770508,0.773491,989.602970,989.706389,0.030053,1,0,0,0
959.890076,1019.696289,989.793213,1041.000000,0.179517,0.019059,0.035415,4577.000000,959.890076,1019.696289,990.006922,0.749026,0.752589,989.864123,989.981219,0.029625,1,0,0,0
953.834595,1015.629517,984.732056,1041.000000,-0.506115,-0.064234,0.036192,4538.000000,959.085938,1016.910217,990.277468,0.740071,0.778060,988.721577,989.997407,0.024957,1,0,0,0
964.739502,1008.591309,986.665405,1041.000000,0.193334,-0.023384,0.036192,4648.000000,959.890076,1015.629517,990.246980,0.747026,0.788479,988.512178,989.934716,0.019753,1,0,0,0
955.634521,1020.406433,988.020508,1041.000000,0.135511,0.001817,0.039435,4596.000000,955.634521,1015.629517,990.132244,0.712519,0.787523,987.131927,989.592187,0.010752,1,0,0,0
959.426392,1014.222290,986.824341,1041.000000,-0.119615,-0.017442,0.039435,4568.000000,959.426392,1014.222290,989.699706,0.747722,0.795645,987.675068,989.335271,0.004678,1,0,0,0
951.255798,1022.973511,987.114624,1041.000000,0.029027,-0.010072,0.041363,4595.000000,955.634521,1020.406433,989.382051,0.718771,0.741463,988.523774,989.227561,0.002103,1,0,0,0
962.998718,1022.750488,992.874634,1041.000000,0.576001,0.082879,0.041363,4589.000000,959.426392,1022.750488,989.248593,0.751482,0.720818,990.429003,989.461066,0.005644,1,0,0,0
955.906372,1020.629150,988.267761,1041.000000,-0.460690,-0.003331,0.037498,4468.000000,955.906372,1022.750488,989.517510,0.719907,0.723059,989.401421,989.496614,0.005296,1,0,0,0
956.749146,1015.488159,986.118652,1041.000000,-0.214910,-0.036887,0.037498,4576.000000,956.749146,1020.629150,989.549575,0.726663,0.741004,989.001231,989.450873,0.003651,1,0,0,0
951.689575,1024.360474,988.025024,1041.000000,0.190639,-0.000802,0.042820,4621.000000,955.906372,1020.629150,989.487384,0.720158,0.740485,988.718118,989.348916,0.001343,1,0,0,0
963.567322,1020.306335,991.936829,1041.000000,0.391179,0.061367,0.042820,4581.000000,956.749146,1020.306335,989.362349,0.728223,0.742133,988.828378,989.266234,-0.000259,1,0,0,0
956.517578,1017.233093,986.875366,1041.000000,-0.506145,-0.028641,0.038467,4500.000000,956.517578,1020.306335,989.263648,0.727116,0.741311,988.720270,989.165840,-0.001889,1,0,0,0
953.346008,1013.054565,983.200317,1041.000000,-0.367504,-0.082385,0.038467,4613.000000,956.517578,1017.233093,989.146952,0.728089,0.765949,987.644629,988.876534,-0.006396,1,0,0,0
957.113770,1016.809021,986.961426,1041.000000,0.376111,-0.009667,0.046257,4685.000000,956.517578,1016.809021,988.812577,0.730875,0.766696,987.384373,988.555500,-0.010680,1,0,0,0
959.896667,1010.626953,985.261841,1041.000000,-0.169957,-0.035090,0.046257,4601.000000,957.113770,1013.054565,988.448697,0.738876,0.794951,986.106743,988.027145,-0.017706,1,0,0,0
952.807739,1009.498840,981.153320,1041.000000,-0.410855,-0.094685,0.046413,4635.000000,957.113770,1010.626953,987.850083,0.743864,0.810193,985.012359,987.339293,-0.026219,1,0,0,0
950.796570,1011.464539,981.130554,1041.000000,-0.002277,-0.080029,0.046413,4714.000000,952.807739,1010.626953,987.077099,0.714422,0.803751,983.418385,986.418531,-0.037196,1,0,0,0
949.762573,1014.406128,982.084351,1041.000000,0.095379,-0.052210,0.051792,4695.000000,950.796570,1011.464539,986.046575,0.706250,0.788184,982.793643,985.461047,-0.046954,1,0,0,0
959.672119,1024.313354,991.992737,1041.000000,0.990838,0.113218,0.051792,4666.000000,950.796570,1014.406128,984.991504,0.715042,0.754878,983.463282,984.716424,-0.051539,1,0,0,0
952.597046,1024.190918,988.393982,1041.000000,-0.359875,0.038185,0.043236,4450.000000,952.597046,1024.190918,984.201034,0.736633,0.666751,986.611450,984.634909,-0.044308,1,0,0,0
956.530029,1023.149048,989.839539,1041.000000,0.144559,0.055056,0.043236,4537.000000,956.530029,1024.190918,984.191832,0.769485,0.666674,987.938645,984.866258,-0.033067,1,0,0,0
955.517944,1022.135742,988.826843,1041.000000,-0.101274,0.030262,0.042438,4515.000000,955.517944,1023.149048,984.535585,0.758186,0.678221,987.450975,985.060355,-0.024321,1,0,0,0
958.536255,1017.201843,987.869019,1041.000000,-0.095779,0.010272,0.042438,4547.000000,956.530029,1022.135742,984.817144,0.764274,0.689012,987.634100,985.324196,-0.015870,1,0,0,0
952.661865,1020.282959,986.472412,1041.000000,-0.139660,-0.013508,0.041727,4572.000000,955.517944,1020.282959,985.165494,0.752937,0.707354,986.889640,985.475840,-0.010698,1,0,0,0
958.777649,1023.425476,991.101563,1041.000000,0.462913,0.062053,0.041727,4602.000000,958.536255,1020.282959,985.368862,0.776395,0.709049,988.009898,985.844248,-0.002775,1,0,0,0
964.823853,1025.498413,995.161133,1041.000000,0.405955,0.116596,0.038284,4503.000000,958.777649,1023.425476,985.816501,0.774676,0.686592,989.153097,986.417088,0.007235,1,0,0,0
958.948059,1019.628418,989.288208,1041.000000,-0.587290,0.004959,0.038284,4426.000000,958.948059,1023.425476,986.489439,0.770488,0.692200,989.461225,987.024361,0.016150,1,0,0,0
955.150513,1021.812012,988.481262,1041.000000,-0.080699,-0.008625,0.039041,4572.000000,958.948059,1021.812012,987.185865,0.764685,0.711449,989.246454,987.556771,0.022332,1,0,0,0
957.257813,1022.932495,990.095154,1041.000000,0.161391,0.018339,0.039041,4590.000000,957.257813,1021.812012,987.780093,0.745648,0.716401,988.889238,987.979739,0.025660,1,0,0,0
952.455322,1028.094482,990.274902,1041.000000,0.017977,0.018281,0.038190,4554.000000,955.150513,1022.932495,988.236335,0.724285,0.710865,988.724604,988.324224,0.027124,1,0,0,0
955.548340,1030.200562,992.874451,1041.000000,0.259954,0.056611,0.038190,4552.000000,955.548340,1028.094482,988.595468,0.724607,0.670842,990.423834,988.924574,0.032610,1,0,0,0
962.602600,1029.297852,995.950195,1041.000000,0.307572,0.096414,0.035769,4502.000000,955.548340,1029.297852,989.250669,0.719147,0.666273,991.015792,989.568391,0.037905,1,0,0,0
967.578430,1023.323730,995.451050,1041.000000,-0.049913,0.073206,0.035769,4447.000000,962.602600,1029.297852,989.947440,0.772126,0.672080,993.640091,990.612118,0.048983,1,0,0,0
958.721069,1026.418945,992.570007,1041.000000,-0.288105,0.015902,0.032650,4476.000000,962.602600,1026.418945,991.101946,0.762505,0.705692,993.276045,991.493284,0.055505,1,0,0,0
962.900085,1022.645630,992.772827,1041.000000,0.020283,0.016597,0.032650,4546.000000,962.900085,1023.323730,992.048335,0.757098,0.739372,992.754038,992.175362,0.057622,1,0,0,0
963.871277,1025.606812,994.739014,1041.000000,0.196618,0.045148,0.033863,4545.000000,962.900085,1025.606812,992.751585,0.751238,0.726206,993.722255,992.926305,0.060534,1,0,0,0
965.973694,1029.708008,997.840820,1041.000000,0.310183,0.087182,0.033863,4509.000000,963.871277,1025.606812,993.531648,0.752830,0.732707,994.320906,993.673714,0.062902,1,0,0,0
963.113525,1023.868347,993.490967,1041.000000,-0.434989,0.004367,0.029470,4454.000000,963.871277,1025.606812,994.302735,0.746405,0.739133,994.587944,994.354073,0.063758,1,0,0,0
960.340454,1034.059570,997.200012,1041.000000,0.370908,0.062499,0.029470,4555.000000,963.113525,1029.708008,994.991649,0.734349,0.710697,995.865770,995.148991,0.066380,1,0,0,0
961.469116,1027.227661,994.348389,1041.000000,-0.285166,0.007360,0.029397,4478.000000,961.469116,1027.227661,995.812791,0.713803,0.738209,994.901053,995.648678,0.063645,1,0,0,0
959.638733,1018.432800,989.035767,1041.000000,-0.531262,-0.078065,0.029397,4550.000000,960.340454,1027.227661,996.285127,0.700461,0.742146,994.750419,996.008879,0.059041,1,0,0,0
965.762634,1029.548950,997.655762,1041.000000,0.862002,0.071029,0.036824,4661.000000,961.469116,1027.227661,996.599286,0.707249,0.744764,995.197875,996.347032,0.054836,1,0,0,0
968.856323,1022.681641,995.768982,1041.000000,-0.188678,0.029840,0.036824,4475.000000,965.762634,1022.681641,996.895397,0.740560,0.785115,995.053241,996.563809,0.049310,1,0,0,0
967.999451,1028.811035,998.405273,1041.000000,0.263631,0.066919,0.033918,4528.000000,967.999451,1028.811035,997.056909,0.757855,0.735382,997.947656,997.217243,0.051982,1,0,0,0
972.122742,1020.978149,996.550415,1041.000000,-0.185490,0.026887,0.033918,4475.000000,968.856323,1022.681641,997.737066,0.759327,0.792129,996.337978,997.485230,0.047785,1,0,0,0
968.196045,1031.014038,999.605042,1041.000000,0.305462,0.071069,0.034154,4527.000000,968.196045,1028.811035,997.963080,0.751941,0.742934,998.320916,998.027490,0.048858,1,0,0,0
970.245789,1031.073120,1000.659424,1041.000000,0.105441,0.076520,0.034154,4470.000000,970.245789,1031.014038,998.516075,0.764414,0.729184,999.913220,998.767561,0.053050,1,0,0,0
963.392944,1024.228271,993.810608,1041.000000,-0.684881,-0.044238,0.029801,4462.000000,968.196045,1031.014038,999.298060,0.740817,0.735700,999.496205,999.333726,0.053644,1,0,0,0
975.469666,1028.332642,1001.901123,1041.000000,0.809050,0.091094,0.029801,4613.000000,970.245789,1028.332642,999.870170,0.753130,0.762813,999.474721,999.798989,0.052458,1,0,0,0
968.616638,1024.479126,996.547852,1041.000000,-0.535327,-0.008257,0.027030,4436.000000,968.616638,1024.479126,1000.323569,0.735776,0.798704,997.693326,999.850125,0.044567,1,0,0,0
968.692200,1022.563843,995.628052,1041.000000,-0.091976,-0.021535,0.027030,4562.000000,968.692200,1024.479126,1000.295798,0.736637,0.798472,997.709237,999.830217,0.036808,1,0,0,0
