I0,I1,I2,I3,I4,I5,I6,I7,AB_I0_filt_mm,AB_I1_filt_mm,AB_h_pred_mm,AB_q0,AB_q1,AB_z_meas_mm,AB_fused_h_mm,AB_fused_vz_mps,AB_valid,AB_hold_cnt,AB_predict_only,AB_hard_relock
110.840652,116.832039,113.836349,0.000000,0.000000,0.000000,0.000000,0.000000,108.843536,116.832054,112.109155,0.972787,0.960643,112.812707,112.235794,0.004712,1,0,0,0
104.849281,120.826309,112.837799,0.000000,0.000000,0.000000,0.000000,0.000000,108.843536,116.832054,112.282919,0.971338,0.962091,112.818690,112.379358,0.006320,1,0,0,0
107.845001,117.830650,112.837830,0.000000,0.000000,0.000000,0.000000,0.000000,107.845001,117.830650,112.442556,0.961687,0.955099,112.820666,112.510616,0.007454,1,0,0,0
107.845009,115.833534,111.839272,0.000000,0.000000,0.000000,0.000000,0.000000,107.845001,117.830650,112.585157,0.960499,0.956288,112.826856,112.628663,0.008179,1,0,0,0
105.847893,115.833549,110.840721,0.000000,0.000000,0.000000,0.000000,0.000000,107.845001,115.833549,112.710455,0.959455,0.973974,111.869271,112.559042,0.005656,1,0,0,0
113.836433,117.830696,115.833565,0.000000,0.000000,0.000000,0.000000,0.000000,107.845009,115.833549,112.615599,0.960245,0.973184,111.866009,112.480673,0.003407,1,0,0,0
106.846458,113.836411,110.341431,0.000000,0.000000,0.000000,0.000000,0.000000,106.846458,115.833549,112.514742,0.952764,0.972343,111.385704,112.311515,0.000020,1,0,0,0
106.846497,115.833580,111.340042,0.000000,0.000000,0.000000,0.000000,0.000000,106.846497,115.833580,112.311713,0.954457,0.970651,111.377840,112.143616,-0.002782,1,0,0,0
110.840736,116.832130,113.836433,0.000000,0.000000,0.000000,0.000000,0.000000,106.846497,115.833580,112.115798,0.956089,0.969018,111.370218,111.981593,-0.005019,1,0,0,0
109.842186,121.824974,115.833580,0.000000,0.000000,0.000000,0.000000,0.000000,109.842186,116.832130,111.931408,0.982590,0.959161,113.294988,112.176852,-0.000928,1,0,0,0
105.847893,120.826370,113.337128,0.000000,0.000000,0.000000,0.000000,0.000000,109.842186,120.826370,112.167574,0.980622,0.927843,115.182395,112.710242,0.008117,1,0,0,0
109.842125,115.833519,112.837822,0.000000,0.000000,0.000000,0.000000,0.000000,109.842125,120.826370,112.791408,0.975423,0.933042,115.212286,113.227166,0.015379,1,0,0,0
105.847862,122.823471,114.335663,0.000000,0.000000,0.000000,0.000000,0.000000,105.847893,120.826370,113.380959,0.937224,0.937955,113.340049,113.373595,0.015257,1,0,0,0
112.837814,116.832077,114.834946,0.000000,0.000000,0.000000,0.000000,0.000000,109.842125,116.832077,113.526160,0.969300,0.972451,113.342773,113.493151,0.014706,1,0,0,0
106.846397,112.837784,109.842087,0.000000,0.000000,0.000000,0.000000,0.000000,106.846397,116.832077,113.640214,0.943385,0.973401,111.917423,113.330112,0.009538,1,0,0,0
107.844948,113.836327,110.840637,0.000000,0.000000,0.000000,0.000000,0.000000,107.844948,113.836327,113.425492,0.953495,0.996576,110.906818,112.972131,0.001982,1,0,0,0
103.850670,111.839195,107.844933,0.000000,0.000000,0.000000,0.000000,0.000000,106.846397,112.837784,112.991951,0.948787,0.998715,109.918891,112.438800,-0.007237,1,0,0,0
103.850639,116.831978,110.341309,0.000000,0.000000,0.000000,0.000000,0.000000,103.850670,113.836327,112.366428,0.929035,0.987751,108.996440,111.759830,-0.017347,1,0,0,0
106.846344,112.837730,109.842041,0.000000,0.000000,0.000000,0.000000,0.000000,103.850670,112.837730,111.586359,0.935536,0.989572,108.470329,111.025473,-0.026695,1,0,0,0
106.846336,110.840599,108.843468,0.000000,0.000000,0.000000,0.000000,0.000000,106.846336,112.837730,110.758521,0.967398,0.982673,109.865498,110.597777,-0.029374,1,0,0,0
108.843483,115.833435,112.338455,0.000000,0.000000,0.000000,0.000000,0.000000,106.846344,112.837730,110.304034,0.971186,0.978886,109.853866,110.223003,-0.030725,1,0,0,0
106.846382,113.836334,110.341354,0.000000,0.000000,0.000000,0.000000,0.000000,106.846382,113.836334,109.915755,0.974422,0.967329,110.328591,109.990066,-0.029486,1,0,0,0
107.844955,114.834900,111.339928,0.000000,0.000000,0.000000,0.000000,0.000000,107.844955,114.834900,109.695203,0.984581,0.957169,111.290588,109.982372,-0.024700,1,0,0,0
109.842094,116.832047,113.337067,0.000000,0.000000,0.000000,0.000000,0.000000,107.844955,114.834900,109.735370,0.984247,0.957504,111.291793,110.015527,-0.020031,1,0,0,0
112.837784,117.830612,115.334198,0.000000,0.000000,0.000000,0.000000,0.000000,109.842094,116.832047,109.815218,0.999776,0.941526,113.232202,110.430275,-0.009780,1,0,0,0
107.844978,113.836365,110.840668,0.000000,0.000000,0.000000,0.000000,0.000000,109.842094,116.832047,110.332476,0.995913,0.945837,113.246937,110.857079,-0.001037,1,0,0,0
106.846420,114.834938,110.840683,0.000000,0.000000,0.000000,0.000000,0.000000,107.844978,114.834938,110.846713,0.974986,0.966765,111.325161,110.932834,0.000399,1,0,0,0
108.843521,113.836342,111.339935,0.000000,0.000000,0.000000,0.000000,0.000000,107.844978,113.836365,110.936822,0.974235,0.975837,110.843133,110.919958,0.000118,1,0,0,0
107.844955,109.842079,108.843521,0.000000,0.000000,0.000000,0.000000,0.000000,107.844955,113.836342,110.921135,0.974365,0.975707,110.842709,110.907019,-0.000118,1,0,0,0
107.844917,118.829124,113.337021,0.000000,0.000000,0.000000,0.000000,0.000000,107.844955,113.836342,110.905843,0.974493,0.975579,110.842318,110.894409,-0.000308,1,0,0,0
105.847801,113.836319,109.842056,0.000000,0.000000,0.000000,0.000000,0.000000,107.844917,113.836319,110.891327,0.974613,0.975458,110.841916,110.882433,-0.000456,1,0,0,0
105.847816,114.834900,110.341354,0.000000,0.000000,0.000000,0.000000,0.000000,105.847816,114.834900,110.877870,0.958083,0.967025,110.362230,110.785055,-0.002003,1,0,0,0
108.843521,113.836349,111.339935,0.000000,0.000000,0.000000,0.000000,0.000000,105.847816,113.836349,110.765022,0.959023,0.974406,109.873861,110.604613,-0.004677,1,0,0,0
107.844986,115.833504,111.839249,0.000000,0.000000,0.000000,0.000000,0.000000,107.844986,114.834900,110.557845,0.977393,0.964358,111.316481,110.694400,-0.002401,1,0,0,0
104.849304,113.836388,109.342850,0.000000,0.000000,0.000000,0.000000,0.000000,107.844986,113.836388,110.670391,0.976455,0.973617,110.836327,110.700260,-0.001903,1,0,0,0
101.853569,120.826302,111.339935,0.000000,0.000000,0.000000,0.000000,0.000000,104.849304,115.833504,110.681229,0.951401,0.957064,110.357703,110.622995,-0.002874,1,0,0,0
106.846382,111.839203,109.342789,0.000000,0.000000,0.000000,0.000000,0.000000,104.849304,113.836388,110.594258,0.952125,0.972982,109.391530,110.377767,-0.006482,1,0,0,0
111.839226,111.839226,111.839226,0.000000,0.000000,0.000000,0.000000,0.000000,106.846382,111.839226,110.312949,0.971112,0.987281,109.363415,110.142033,-0.009330,1,0,0,0
104.849281,116.832062,110.840668,0.000000,0.000000,0.000000,0.000000,0.000000,106.846382,111.839226,110.048729,0.973314,0.985079,109.357802,109.924362,-0.011403,1,0,0,0
110.840645,117.830597,114.335617,0.000000,0.000000,0.000000,0.000000,0.000000,110.840645,116.832062,109.810330,0.991414,0.941486,113.758972,110.521086,0.000443,1,0,0,0
105.847816,112.837769,109.342789,0.000000,0.000000,0.000000,0.000000,0.000000,105.847816,116.832062,110.525513,0.961019,0.947445,111.300877,110.665078,0.002769,1,0,0,0
101.853561,114.834908,108.344238,0.000000,0.000000,0.000000,0.000000,0.000000,105.847816,114.834908,110.692767,0.959625,0.965482,110.355033,110.631975,0.001756,1,0,0,0
106.846397,115.833481,111.339935,0.000000,0.000000,0.000000,0.000000,0.000000,105.847816,114.834908,110.649531,0.959986,0.965122,110.353351,110.596218,0.000867,1,0,0,0
109.842049,114.834869,112.338455,0.000000,0.000000,0.000000,0.000000,0.000000,106.846397,114.834908,110.604889,0.968679,0.964750,110.832535,110.645865,0.001550,1,0,0,0
104.849182,114.834824,109.842003,0.000000,0.000000,0.000000,0.000000,0.000000,106.846397,114.834869,110.661366,0.968209,0.965221,110.834461,110.692523,0.002069,1,0,0,0
106.846329,113.836273,110.341301,0.000000,0.000000,0.000000,0.000000,0.000000,106.846329,114.834824,110.713216,0.967776,0.965653,110.836191,110.735351,0.002438,1,0,0,0
110.840599,113.836281,112.338440,0.000000,0.000000,0.000000,0.000000,0.000000,106.846329,113.836281,110.759734,0.967388,0.974362,110.353857,110.686676,0.001221,1,0,0,0
107.844894,114.834839,111.339867,0.000000,0.000000,0.000000,0.000000,0.000000,107.844894,113.836281,110.698882,0.976217,0.973855,110.836959,110.723736,0.001635,1,0,0,0
104.849228,113.836304,109.342766,0.000000,0.000000,0.000000,0.000000,0.000000,107.844894,113.836304,110.740084,0.975873,0.974198,110.838025,110.757714,0.001929,1,0,0,0
107.844940,112.837761,110.341354,0.000000,0.000000,0.000000,0.000000,0.000000,107.844894,113.836304,110.777000,0.975566,0.974506,110.838971,110.788155,0.002115,1,0,0,0
107.844925,115.833443,111.839188,0.000000,0.000000,0.000000,0.000000,0.000000,107.844925,113.836304,110.809301,0.975297,0.974775,110.839813,110.814793,0.002206,1,0,0,0
105.847778,119.827675,112.837723,0.000000,0.000000,0.000000,0.000000,0.000000,107.844925,115.833443,110.836854,0.975067,0.958362,111.804672,111.011061,0.005110,1,0,0,0
103.850647,114.834846,109.342743,0.000000,0.000000,0.000000,0.000000,0.000000,105.847778,115.833443,111.062157,0.956547,0.960239,110.850229,111.024010,0.004474,1,0,0,0
108.843452,113.836273,111.339859,0.000000,0.000000,0.000000,0.000000,0.000000,105.847778,114.834846,111.068747,0.956492,0.968616,110.369611,110.942903,0.002376,1,0,0,0
106.846306,113.836243,110.341278,0.000000,0.000000,0.000000,0.000000,0.000000,106.846306,113.836273,110.966667,0.965664,0.976087,110.360050,110.857476,0.000557,1,0,0,0
108.843430,118.829063,113.836243,0.000000,0.000000,0.000000,0.000000,0.000000,108.843430,113.836273,110.863041,0.983170,0.975223,111.329721,110.947043,0.001957,1,0,0,0
112.837646,113.836205,113.336929,0.000000,0.000000,0.000000,0.000000,0.000000,108.843430,113.836243,110.966609,0.982307,0.976086,111.331907,111.032363,0.003052,1,0,0,0
107.844803,120.826126,114.335464,0.000000,0.000000,0.000000,0.000000,0.000000,108.843430,118.829063,111.062887,0.981505,0.935282,113.715846,111.540420,0.011011,1,0,0,0
106.846230,116.831856,111.839043,0.000000,0.000000,0.000000,0.000000,0.000000,107.844803,116.831856,111.650533,0.968286,0.956822,112.311572,111.769520,0.012994,1,0,0,0
108.843330,112.837578,110.840454,0.000000,0.000000,0.000000,0.000000,0.000000,107.844803,116.831856,111.899465,0.966211,0.958897,112.321256,111.975387,0.014260,1,0,0,0
108.843391,119.827583,114.335487,0.000000,0.000000,0.000000,0.000000,0.000000,108.843330,116.831856,112.117985,0.972711,0.960718,112.812816,112.243055,0.016344,1,0,0,0
103.850578,118.829025,111.339798,0.000000,0.000000,0.000000,0.000000,0.000000,108.843330,118.829025,112.406498,0.970307,0.946479,113.774110,112.652668,0.020447,1,0,0,0
110.840530,112.837654,111.839096,0.000000,0.000000,0.000000,0.000000,0.000000,108.843391,118.829025,112.857140,0.966552,0.950234,113.793704,113.025721,0.023257,1,0,0,0
110.840523,117.830460,114.335495,0.000000,0.000000,0.000000,0.000000,0.000000,110.840523,117.830460,113.258290,0.979852,0.961899,114.303177,113.446369,0.026392,1,0,0,0
104.849129,116.831879,110.840500,0.000000,0.000000,0.000000,0.000000,0.000000,110.840523,116.831879,113.710285,0.976085,0.973987,113.832977,113.732369,0.026760,1,0,0,0
111.839081,116.831894,114.335487,0.000000,0.000000,0.000000,0.000000,0.000000,110.840523,116.831894,113.999965,0.973671,0.976401,113.840401,113.971244,0.026281,1,0,0,0
109.841957,112.837654,111.339806,0.000000,0.000000,0.000000,0.000000,0.000000,109.841957,116.831879,114.234052,0.963399,0.978351,113.363831,114.077413,0.023670,1,0,0,0
109.841972,113.836220,111.839096,0.000000,0.000000,0.000000,0.000000,0.000000,109.841972,113.836220,114.314115,0.962732,0.996018,111.873034,113.874720,0.016347,1,0,0,0
105.847717,113.836220,109.841965,0.000000,0.000000,0.000000,0.000000,0.000000,109.841957,113.836220,114.038190,0.965031,0.998317,111.872947,113.648446,0.009851,1,0,0,0
105.847725,113.836227,109.841980,0.000000,0.000000,0.000000,0.000000,0.000000,105.847725,113.836220,113.746959,0.934173,0.999256,109.976427,113.068263,-0.001460,1,0,0,0
104.849136,110.840515,107.844826,0.000000,0.000000,0.000000,0.000000,0.000000,105.847717,113.836220,113.053660,0.939950,0.993479,109.952552,112.495460,-0.010764,1,0,0,0
106.846275,115.833344,111.339813,0.000000,0.000000,0.000000,0.000000,0.000000,105.847725,113.836227,112.387824,0.945499,0.987930,109.929633,111.945349,-0.018138,1,0,0,0
110.840538,113.836227,112.338379,0.000000,0.000000,0.000000,0.000000,0.000000,106.846275,113.836227,111.763967,0.959019,0.982731,110.383930,111.515560,-0.022278,1,0,0,0
105.847755,117.830521,111.839142,0.000000,0.000000,0.000000,0.000000,0.000000,106.846275,115.833344,111.292777,0.962946,0.962162,111.337980,111.300913,-0.022143,1,0,0,0
104.849205,112.837708,108.843460,0.000000,0.000000,0.000000,0.000000,0.000000,105.847755,113.836227,111.079486,0.956402,0.977027,109.884600,110.864406,-0.025727,1,0,0,0
110.840599,113.836288,112.338440,0.000000,0.000000,0.000000,0.000000,0.000000,105.847755,113.836288,110.607133,0.960339,0.973090,109.868366,110.474154,-0.027944,1,0,0,0
109.842003,114.834816,112.338409,0.000000,0.000000,0.000000,0.000000,0.000000,109.842003,113.836288,110.194717,0.997061,0.969654,111.811314,110.485705,-0.023094,1,0,0,0
103.850609,119.827621,111.839111,0.000000,0.000000,0.000000,0.000000,0.000000,109.842003,114.834816,110.254766,0.996560,0.961833,112.294142,110.621854,-0.016976,1,0,0,0
105.847733,111.839119,108.843430,0.000000,0.000000,0.000000,0.000000,0.000000,105.847733,114.834816,110.452096,0.961630,0.963477,110.345586,110.432924,-0.017295,1,0,0,0
106.846329,114.834846,110.840591,0.000000,0.000000,0.000000,0.000000,0.000000,105.847733,114.834846,110.259971,0.963231,0.961876,110.338126,110.274039,-0.017061,1,0,0,0
107.844910,115.833420,111.839165,0.000000,0.000000,0.000000,0.000000,0.000000,106.846329,114.834846,110.103430,0.972857,0.960572,110.815206,110.231550,-0.014926,1,0,0,0
109.842041,113.836296,111.839172,0.000000,0.000000,0.000000,0.000000,0.000000,107.844910,114.834846,110.082295,0.981355,0.960395,111.302152,110.301869,-0.011266,1,0,0,0
109.842033,114.834854,112.338440,0.000000,0.000000,0.000000,0.000000,0.000000,109.842033,114.834854,110.189210,0.997107,0.961286,112.292782,110.567853,-0.004955,1,0,0,0
113.836296,117.830551,115.833420,0.000000,0.000000,0.000000,0.000000,0.000000,109.842041,114.834854,110.518301,0.994365,0.964029,112.299778,110.838966,0.000389,1,0,0,0
104.849228,116.831985,110.840607,0.000000,0.000000,0.000000,0.000000,0.000000,109.842033,116.831985,110.842858,0.991660,0.950091,113.262188,111.278338,0.007647,1,0,0,0
108.843491,117.830566,113.337029,0.000000,0.000000,0.000000,0.000000,0.000000,108.843491,117.830551,111.354810,0.979072,0.946035,113.259907,111.697727,0.013362,1,0,0,0
106.846359,114.834869,110.840614,0.000000,0.000000,0.000000,0.000000,0.000000,106.846359,116.831985,111.831352,0.958458,0.958328,111.838833,111.832699,0.013385,1,0,0,0
104.849236,117.830559,111.339897,0.000000,0.000000,0.000000,0.000000,0.000000,106.846359,117.830559,111.966548,0.957332,0.951133,112.320621,112.030281,0.014447,1,0,0,0
104.849251,113.836327,109.342789,0.000000,0.000000,0.000000,0.000000,0.000000,104.849251,114.834869,112.174753,0.938954,0.977832,109.943329,111.773096,0.007753,1,0,0,0
105.847801,120.826263,113.337036,0.000000,0.000000,0.000000,0.000000,0.000000,104.849251,117.830559,111.850625,0.941655,0.950167,111.369109,111.763952,0.006308,1,0,0,0
105.847809,117.830582,111.839195,0.000000,0.000000,0.000000,0.000000,0.000000,105.847801,117.830582,111.827036,0.950173,0.949970,111.838553,111.829109,0.006343,1,0,0,0
110.840637,110.840637,110.840637,0.000000,0.000000,0.000000,0.000000,0.000000,105.847809,117.830582,111.892537,0.949627,0.950516,111.841999,111.883440,0.006191,1,0,0,0
111.839211,111.839211,111.839211,0.000000,0.000000,0.000000,0.000000,0.000000,110.840637,111.839211,111.945353,0.990794,0.999115,111.342012,111.836752,0.004381,1,0,0,0
107.844994,119.827766,113.836380,0.000000,0.000000,0.000000,0.000000,0.000000,110.840637,111.839211,111.880564,0.991334,0.999655,111.342011,111.783625,0.002766,1,0,0,0
111.839249,112.837814,112.338531,0.000000,0.000000,0.000000,0.000000,0.000000,111.839211,112.837814,111.811280,0.999767,0.991446,112.336426,111.905807,0.004341,1,0,0,0
110.840691,112.837822,111.839256,0.000000,0.000000,0.000000,0.000000,0.000000,110.840691,112.837822,111.949217,0.990762,0.992595,111.840179,111.929590,0.004014,1,0,0,0
108.843567,117.830650,113.337112,0.000000,0.000000,0.000000,0.000000,0.000000,110.840691,112.837822,111.969729,0.990591,0.992766,111.840351,111.946441,0.003626,1,0,0,0
104.849335,114.834976,109.842155,0.000000,0.000000,0.000000,0.000000,0.000000,108.843567,114.834976,111.982699,0.973841,0.976231,111.842944,111.957543,0.003207,1,0,0,0
110.840729,120.826385,115.833557,0.000000,0.000000,0.000000,0.000000,0.000000,108.843567,117.830650,111.989608,0.973783,0.951325,113.284687,112.222722,0.007092,1,0,0,0
107.845062,116.832161,112.338608,0.000000,0.000000,0.000000,0.000000,0.000000,107.845062,116.832161,112.293640,0.962929,0.962179,112.336862,112.301420,0.007221,1,0,0,0
108.843651,111.839348,110.341499,0.000000,0.000000,0.000000,0.000000,0.000000,108.843651,116.832161,112.373634,0.970583,0.962846,112.821920,112.454325,0.008566,1,0,0,0
107.845093,116.832184,112.338638,0.000000,0.000000,0.000000,0.000000,0.000000,107.845093,116.832161,112.539988,0.960876,0.964232,112.346461,112.505153,0.007986,1,0,0,0
106.846535,114.835060,110.840797,0.000000,0.000000,0.000000,0.000000,0.000000,107.845093,114.835060,112.585010,0.960501,0.981250,111.377423,112.367644,0.004363,1,0,0,0
108.843666,117.830757,113.337212,0.000000,0.000000,0.000000,0.000000,0.000000,107.845093,116.832184,112.411274,0.961948,0.963159,112.341464,112.398708,0.004153,1,0,0,0
103.850838,106.846535,105.348686,0.000000,0.000000,0.000000,0.000000,0.000000,106.846535,114.835060,112.440243,0.953386,0.980043,110.895869,112.162256,-0.000480,1,0,0,0
107.845100,121.825020,114.835060,0.000000,0.000000,0.000000,0.000000,0.000000,107.845100,117.830757,112.157459,0.964064,0.952723,112.808387,112.274626,0.001473,1,0,0,0
108.843681,115.833641,112.338661,0.000000,0.000000,0.000000,0.000000,0.000000,107.845100,115.833641,112.289358,0.962965,0.970464,111.854864,112.211149,0.000170,1,0,0,0
108.843681,115.833641,112.338661,0.000000,0.000000,0.000000,0.000000,0.000000,108.843681,115.833641,112.212846,0.971924,0.969827,112.334887,112.234813,0.000536,1,0,0,0
106.846550,121.825035,114.335793,0.000000,0.000000,0.000000,0.000000,0.000000,108.843681,115.833641,112.240171,0.971696,0.970054,112.335706,112.257368,0.000822,1,0,0,0
104.849411,116.832199,110.840805,0.000000,0.000000,0.000000,0.000000,0.000000,106.846550,116.832199,112.265592,0.954841,0.961945,111.857878,112.192203,-0.000401,1,0,0,0
111.839325,115.833580,113.836456,0.000000,0.000000,0.000000,0.000000,0.000000,106.846550,116.832199,112.188196,0.955486,0.961300,111.854518,112.128134,-0.001402,1,0,0,0
106.846474,113.836433,110.341454,0.000000,0.000000,0.000000,0.000000,0.000000,106.846474,115.833580,112.114116,0.956103,0.969004,111.370141,111.980201,-0.003634,1,0,0,0
109.842201,109.842201,109.842201,0.000000,0.000000,0.000000,0.000000,0.000000,109.842201,113.836433,111.943864,0.982486,0.984229,111.841086,111.925364,-0.003942,1,0,0,0
109.842178,116.832138,113.337158,0.000000,0.000000,0.000000,0.000000,0.000000,109.842178,113.836433,111.885944,0.982969,0.983746,111.840095,111.877691,-0.004080,1,0,0,0
103.850800,114.835022,109.342911,0.000000,0.000000,0.000000,0.000000,0.000000,109.842178,114.835022,111.836895,0.983377,0.975016,112.327941,111.925283,-0.002606,1,0,0,0
109.842178,121.824959,115.833572,0.000000,0.000000,0.000000,0.000000,0.000000,109.842178,116.832138,111.899219,0.982858,0.958892,113.294022,112.150284,0.001578,1,0,0,0
105.847893,115.833549,110.840721,0.000000,0.000000,0.000000,0.000000,0.000000,105.847893,115.833549,112.166063,0.947349,0.969438,110.898258,111.937858,-0.002225,1,0,0,0
104.849350,112.837868,108.843613,0.000000,0.000000,0.000000,0.000000,0.000000,105.847893,115.833549,111.915604,0.949436,0.967350,110.887385,111.730525,-0.005310,1,0,0,0
106.846489,114.835014,110.840752,0.000000,0.000000,0.000000,0.000000,0.000000,105.847893,114.835014,111.677424,0.951421,0.973687,110.393427,111.446304,-0.009162,1,0,0,0
106.846504,117.830719,112.338608,0.000000,0.000000,0.000000,0.000000,0.000000,106.846489,114.835014,111.354683,0.962432,0.970997,110.858447,111.265361,-0.010651,1,0,0,0
107.845062,115.833580,111.839325,0.000000,0.000000,0.000000,0.000000,0.000000,106.846504,115.833580,111.158853,0.964064,0.961044,111.332993,111.190198,-0.010128,1,0,0,0
104.849350,112.837868,108.843613,0.000000,0.000000,0.000000,0.000000,0.000000,106.846504,115.833580,111.088914,0.964647,0.960461,111.330272,111.132359,-0.009404,1,0,0,0
108.843590,117.830673,113.337128,0.000000,0.000000,0.000000,0.000000,0.000000,107.845062,115.833580,111.038316,0.973390,0.960039,111.811741,111.177532,-0.007084,1,0,0,0
107.845047,116.832130,112.338593,0.000000,0.000000,0.000000,0.000000,0.000000,107.845047,116.832130,111.106692,0.972820,0.952288,112.290664,111.319807,-0.003532,1,0,0,0
109.842216,115.833611,112.837914,0.000000,0.000000,0.000000,0.000000,0.000000,108.843590,116.832130,111.284486,0.979659,0.953770,112.784375,111.554466,0.000968,1,0,0,0
109.842270,118.829369,114.335815,0.000000,0.000000,0.000000,0.000000,0.000000,109.842216,116.832130,111.564142,0.985651,0.956100,113.283985,111.873713,0.006127,1,0,0,0
107.845154,113.836555,110.840851,0.000000,0.000000,0.000000,0.000000,0.000000,109.842216,115.833611,111.934984,0.982560,0.967511,112.814796,112.093350,0.008767,1,0,0,0
105.848030,110.840858,108.344444,0.000000,0.000000,0.000000,0.000000,0.000000,107.845154,113.836555,112.181016,0.963868,0.986204,110.875167,111.945963,0.004849,1,0,0,0
108.843750,117.830856,113.337303,0.000000,0.000000,0.000000,0.000000,0.000000,107.845154,113.836555,111.994453,0.965423,0.984649,110.870390,111.792121,0.001477,1,0,0,0
111.839462,118.829430,115.334442,0.000000,0.000000,0.000000,0.000000,0.000000,108.843750,117.830856,111.806889,0.975307,0.949800,113.277765,112.071647,0.005889,1,0,0,0
104.849487,113.836586,109.343033,0.000000,0.000000,0.000000,0.000000,0.000000,108.843750,117.830856,112.130541,0.972610,0.952497,113.290356,112.339308,0.009369,1,0,0,0
105.848076,115.833740,110.840912,0.000000,0.000000,0.000000,0.000000,0.000000,105.848076,115.833740,112.432996,0.945126,0.971660,110.910026,112.158862,0.004800,1,0,0,0
110.840927,108.843788,109.842361,0.000000,0.000000,0.000000,0.000000,0.000000,105.848076,113.836586,112.206861,0.947010,0.986419,109.923745,111.795900,-0.002049,1,0,0,0
99.856682,120.826591,110.341637,0.000000,0.000000,0.000000,0.000000,0.000000,105.848076,115.833740,111.775406,0.950606,0.966181,110.881478,111.614499,-0.004731,1,0,0,0
103.850960,116.832329,110.341644,0.000000,0.000000,0.000000,0.000000,0.000000,103.850960,116.832329,111.567187,0.935698,0.956124,110.411723,111.359204,-0.008198,1,0,0,0
105.848045,117.830841,111.839447,0.000000,0.000000,0.000000,0.000000,0.000000,103.850960,117.830841,111.277228,0.938114,0.945387,110.867888,111.203547,-0.009426,1,0,0,0
106.846603,114.835136,110.840866,0.000000,0.000000,0.000000,0.000000,0.000000,105.848045,116.832329,111.109291,0.956156,0.952308,111.329113,111.148859,-0.008766,1,0,0,0
107.845154,113.836555,110.840851,0.000000,0.000000,0.000000,0.000000,0.000000,106.846603,114.835136,111.061198,0.964878,0.968551,110.848456,111.022904,-0.009404,1,0,0,0
114.835098,121.825058,118.330078,0.000000,0.000000,0.000000,0.000000,0.000000,107.845154,114.835136,110.928861,0.974302,0.967448,111.327807,111.000671,-0.008208,1,0,0,0
104.849396,114.835052,109.842224,0.000000,0.000000,0.000000,0.000000,0.000000,107.845154,114.835052,110.918596,0.974388,0.967363,111.327459,110.992191,-0.006981,1,0,0,0
104.849342,114.834991,109.842163,0.000000,0.000000,0.000000,0.000000,0.000000,104.849396,114.835052,110.922382,0.949392,0.967394,109.889117,110.736394,-0.010081,1,0,0,0
104.849319,113.836395,109.342857,0.000000,0.000000,0.000000,0.000000,0.000000,104.849342,114.834991,110.635587,0.951781,0.965005,109.876611,110.498971,-0.012358,1,0,0,0
106.846405,114.834915,110.840660,0.000000,0.000000,0.000000,0.000000,0.000000,104.849342,114.834915,110.375395,0.953950,0.962837,109.865279,110.283574,-0.013888,1,0,0,0
105.847824,114.834892,110.341354,0.000000,0.000000,0.000000,0.000000,0.000000,105.847824,114.834892,110.144694,0.964193,0.960915,110.333707,110.178716,-0.013321,1,0,0,0
106.846359,114.834869,110.840614,0.000000,0.000000,0.000000,0.000000,0.000000,106.846359,114.834892,110.045507,0.973340,0.960088,110.813248,110.183700,-0.011018,1,0,0,0
109.842064,117.830582,113.836319,0.000000,0.000000,0.000000,0.000000,0.000000,106.846359,114.834892,110.073523,0.973107,0.960322,110.814213,110.206847,-0.008796,1,0,0,0
106.846352,115.833435,111.339890,0.000000,0.000000,0.000000,0.000000,0.000000,106.846359,115.833435,110.118891,0.972729,0.952379,111.292396,110.330122,-0.005275,1,0,0,0
102.852104,114.834877,108.843491,0.000000,0.000000,0.000000,0.000000,0.000000,106.846352,115.833435,110.277370,0.971408,0.953699,111.298558,110.461184,-0.002212,1,0,0,0
113.836342,112.837776,113.337059,0.000000,0.000000,0.000000,0.000000,0.000000,106.846352,114.834877,110.439068,0.970061,0.963368,110.826789,110.508858,-0.001048,1,0,0,0
105.847839,116.832054,111.339951,0.000000,0.000000,0.000000,0.000000,0.000000,105.847839,114.834877,110.498374,0.961246,0.963862,110.347466,110.471210,-0.001501,1,0,0,0
109.842110,117.830627,113.836365,0.000000,0.000000,0.000000,0.000000,0.000000,109.842110,116.832054,110.456199,0.994883,0.946868,113.250660,110.959202,0.006882,1,0,0,0
106.846375,117.830582,112.338478,0.000000,0.000000,0.000000,0.000000,0.000000,106.846375,117.830582,111.028024,0.965153,0.943312,112.275626,111.252593,0.010625,1,0,0,0
109.842041,113.836304,111.839172,0.000000,0.000000,0.000000,0.000000,0.000000,109.842041,117.830582,111.358843,0.987360,0.946069,113.751008,111.789433,0.017802,1,0,0,0
107.844925,119.827698,113.836311,0.000000,0.000000,0.000000,0.000000,0.000000,107.844925,117.830582,111.967448,0.965646,0.951141,112.799971,112.117302,0.020299,1,0,0,0
109.842079,112.837769,111.339920,0.000000,0.000000,0.000000,0.000000,0.000000,109.842041,113.836304,112.320293,0.979348,0.987367,111.847315,112.235157,0.018880,1,0,0,0
104.849297,111.839249,108.344269,0.000000,0.000000,0.000000,0.000000,0.000000,107.844925,112.837769,112.423959,0.961841,0.996552,110.385593,112.057053,0.012765,1,0,0,0
