I0,I1,I2,I3,I4,I5,I6,I7,I8,I9
67.000000,1.000000,-6.000000,1.000000,7.000000,1.120000,6.960000,0.000000,0.000000,0.000000
66.000000,2.000000,-6.000000,2.000000,7.000000,1.980000,6.680000,0.000000,0.000000,0.000000
63.000000,2.000000,-5.000000,2.000000,5.000000,2.040000,5.430000,0.000000,0.000000,0.000000
63.000000,3.000000,-3.000000,3.000000,3.000000,2.530000,3.350000,0.000000,0.000000,0.000000
67.000000,4.000000,-2.000000,5.000000,2.000000,4.910000,1.840000,0.000000,0.000000,0.000000
70.000000,5.000000,0.000000,6.000000,0.000000,6.220000,-0.060000,0.000000,0.000000,0.000000
74.000000,4.000000,0.000000,5.000000,0.000000,5.720000,-0.320000,0.000000,0.000000,0.000000
78.000000,3.000000,2.000000,4.000000,-3.000000,4.600000,-2.810000,0.000000,0.000000,0.000000
81.000000,3.000000,3.000000,4.000000,-4.000000,3.980000,-3.850000,0.000000,0.000000,0.000000
82.000000,3.000000,3.000000,4.000000,-4.000000,3.950000,-4.300000,0.000000,0.000000,0.000000
81.000000,3.000000,3.000000,4.000000,-4.000000,3.970000,-4.220000,0.000000,0.000000,0.000000
80.000000,4.000000,3.000000,6.000000,-4.000000,5.550000,-4.140000,0.000000,0.000000,0.000000
80.000000,4.000000,4.000000,6.000000,-6.000000,6.110000,-5.070000,0.000000,0.000000,0.000000
80.000000,4.000000,3.000000,6.000000,-4.000000,6.110000,-4.150000,0.000000,0.000000,0.000000
79.000000,3.000000,4.000000,4.000000,-6.000000,4.220000,-5.890000,0.000000,0.000000,0.000000
77.000000,2.000000,3.000000,3.000000,-4.000000,3.140000,-4.160000,0.000000,0.000000,0.000000
76.000000,1.000000,3.000000,1.000000,-4.000000,1.020000,-4.000000,0.000000,0.000000,0.000000
75.000000,0.000000,4.000000,0.000000,-5.000000,0.000000,-4.910000,0.000000,0.000000,0.000000
73.000000,0.000000,4.000000,0.000000,-5.000000,-0.220000,-5.060000,0.000000,0.000000,0.000000
72.000000,0.000000,5.000000,0.000000,-6.000000,-0.150000,-5.810000,0.000000,0.000000,0.000000
70.000000,0.000000,5.000000,0.000000,-6.000000,-0.090000,-6.080000,0.000000,0.000000,0.000000
70.000000,0.000000,6.000000,0.000000,-7.000000,-0.060000,-6.990000,0.000000,0.000000,0.000000
69.000000,0.000000,6.000000,0.000000,-7.000000,-0.030000,-7.110000,0.000000,0.000000,0.000000
68.000000,0.000000,6.000000,0.000000,-7.000000,-0.020000,-7.080000,0.000000,0.000000,0.000000
68.000000,0.000000,6.000000,0.000000,-7.000000,-0.010000,-7.050000,0.000000,0.000000,0.000000
68.000000,0.000000,6.000000,0.000000,-7.000000,-0.010000,-7.030000,0.000000,0.000000,0.000000
68.000000,0.000000,6.000000,0.000000,-7.000000,-0.010000,-7.020000,0.000000,0.000000,0.000000
67.000000,0.000000,6.000000,0.000000,-7.000000,0.000000,-7.010000,0.000000,0.000000,0.000000
68.000000,0.000000,6.000000,0.000000,-7.000000,0.000000,-7.010000,0.000000,0.000000,0.000000
68.000000,0.000000,7.000000,0.000000,-8.000000,0.000000,-7.930000,0.000000,0.000000,0.000000
69.000000,0.000000,7.000000,0.000000,-8.000000,0.000000,-8.070000,0.000000,0.000000,0.000000
68.000000,0.000000,6.000000,0.000000,-7.000000,0.000000,-7.550000,0.000000,0.000000,0.000000
69.000000,0.000000,6.000000,0.000000,-7.000000,0.000000,-7.220000,0.000000,0.000000,0.000000
67.000000,0.000000,6.000000,0.000000,-7.000000,0.000000,-6.960000,0.000000,0.000000,0.000000
67.000000,0.000000,5.000000,0.000000,-6.000000,0.000000,-6.170000,0.000000,0.000000,0.000000
65.000000,0.000000,6.000000,0.000000,-7.000000,0.000000,-6.830000,0.000000,0.000000,0.000000
63.000000,0.000000,6.000000,0.000000,-7.000000,0.000000,-6.990000,0.000000,0.000000,0.000000
64.000000,0.000000,6.000000,0.000000,-7.000000,0.000000,-7.000000,0.000000,0.000000,0.000000
64.000000,0.000000,6.000000,0.000000,-7.000000,0.000000,-7.000000,0.000000,0.000000,0.000000
64.000000,0.000000,5.000000,0.000000,-6.000000,0.000000,-6.500000,0.000000,0.000000,0.000000
67.000000,0.000000,5.000000,0.000000,-6.000000,0.000000,-5.960000,0.000000,0.000000,0.000000
68.000000,0.000000,5.000000,0.000000,-6.000000,0.000000,-5.940000,0.000000,0.000000,0.000000
67.000000,0.000000,5.000000,0.000000,-6.000000,0.000000,-5.960000,0.000000,0.000000,0.000000
66.000000,0.000000,5.000000,0.000000,-6.000000,0.000000,-5.980000,0.000000,0.000000,0.000000
67.000000,0.000000,5.000000,0.000000,-6.000000,0.000000,-5.980000,0.000000,0.000000,0.000000
67.000000,0.000000,5.000000,0.000000,-6.000000,0.000000,-6.420000,0.000000,0.000000,0.000000
68.000000,0.000000,6.000000,0.000000,-7.000000,0.000000,-6.780000,0.000000,0.000000,0.000000
68.000000,0.000000,5.000000,0.000000,-6.000000,0.000000,-6.270000,0.000000,0.000000,0.000000
69.000000,0.000000,5.000000,0.000000,-6.000000,0.000000,-6.410000,0.000000,0.000000,0.000000
69.000000,0.000000,5.000000,0.000000,-6.000000,0.000000,-6.160000,0.000000,0.000000,0.000000
68.000000,0.000000,5.000000,0.000000,-6.000000,0.000000,-5.990000,0.000000,0.000000,0.000000
68.000000,1.000000,5.000000,1.000000,-6.000000,0.990000,-5.980000,0.000000,0.000000,0.000000
66.000000,1.000000,5.000000,1.000000,-6.000000,1.050000,-5.990000,0.000000,0.000000,0.000000
65.000000,1.000000,5.000000,1.000000,-6.000000,1.040000,-5.990000,0.000000,0.000000,0.000000
65.000000,1.000000,5.000000,1.000000,-6.000000,1.020000,-6.000000,0.000000,0.000000,0.000000
69.000000,1.000000,5.000000,1.000000,-6.000000,1.010000,-6.000000,0.000000,0.000000,0.000000
69.000000,1.000000,4.000000,1.000000,-5.000000,1.010000,-5.500000,0.000000,0.000000,0.000000
69.000000,1.000000,4.000000,1.000000,-5.000000,1.000000,-5.180000,0.000000,0.000000,0.000000
69.000000,1.000000,4.000000,1.000000,-5.000000,1.000000,-4.940000,0.000000,0.000000,0.000000
68.000000,1.000000,4.000000,1.000000,-5.000000,1.000000,-4.950000,0.000000,0.000000,0.000000
63.000000,0.000000,4.000000,0.000000,-4.000000,0.230000,-4.470000,0.000000,0.000000,0.000000
64.000000,0.000000,4.000000,0.000000,-4.000000,-0.050000,-4.470000,0.000000,0.000000,0.000000
65.000000,0.000000,5.000000,0.000000,-6.000000,0.440000,-5.930000,0.000000,0.000000,0.000000
67.000000,0.000000,5.000000,0.000000,-6.000000,-0.020000,-6.050000,0.000000,0.000000,0.000000
67.000000,0.000000,5.000000,0.000000,-6.000000,0.190000,-5.770000,0.000000,0.000000,0.000000
67.000000,0.000000,4.000000,0.000000,-5.000000,-0.020000,-5.250000,0.000000,0.000000,0.000000
67.000000,0.000000,4.000000,0.000000,-5.000000,-0.030000,-5.390000,0.000000,0.000000,0.000000
65.000000,2.000000,3.000000,2.000000,-3.000000,2.010000,-3.000000,0.000000,0.000000,0.000000
65.000000,2.000000,3.000000,2.000000,-3.000000,2.030000,-3.000000,0.000000,0.000000,0.000000
66.000000,3.000000,3.000000,3.000000,-3.000000,2.940000,-3.000000,0.000000,0.000000,0.000000
66.000000,2.000000,3.000000,2.000000,-3.000000,2.090000,-3.000000,0.000000,0.000000,0.000000
67.000000,2.000000,3.000000,2.000000,-4.000000,2.000000,-3.770000,0.000000,0.000000,0.000000
67.000000,2.000000,3.000000,2.000000,-4.000000,2.000000,-4.050000,0.000000,0.000000,0.000000
67.000000,2.000000,4.000000,2.000000,-5.000000,2.000000,-4.550000,0.000000,0.000000,0.000000
66.000000,2.000000,4.000000,2.000000,-5.000000,2.000000,-5.080000,0.000000,0.000000,0.000000
66.000000,2.000000,3.000000,2.000000,-3.000000,2.000000,-4.080000,0.000000,0.000000,0.000000
66.000000,2.000000,3.000000,2.000000,-3.000000,2.000000,-3.950000,0.000000,0.000000,0.000000
67.000000,2.000000,4.000000,2.000000,-5.000000,2.000000,-4.790000,0.000000,0.000000,0.000000
67.000000,2.000000,4.000000,2.000000,-5.000000,2.570000,-5.040000,0.000000,0.000000,0.000000
66.000000,2.000000,3.000000,2.000000,-3.000000,2.060000,-3.460000,0.000000,0.000000,0.000000
66.000000,3.000000,3.000000,3.000000,-3.000000,2.790000,-2.880000,0.000000,0.000000,0.000000
66.000000,3.000000,3.000000,3.000000,-3.000000,3.070000,-2.890000,0.000000,0.000000,0.000000
66.000000,2.000000,3.000000,2.000000,-3.000000,2.140000,-2.930000,0.000000,0.000000,0.000000
66.000000,2.000000,3.000000,2.000000,-3.000000,1.970000,-2.960000,0.000000,0.000000,0.000000
66.000000,3.000000,2.000000,3.000000,-2.000000,2.850000,-2.470000,0.000000,0.000000,0.000000
65.000000,2.000000,2.000000,2.000000,-2.000000,2.050000,-1.940000,0.000000,0.000000,0.000000
