I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14_KF3_VZ_OPT,I15_KF3_H_M,I16_KF3_ACC_BIAS,I17_KF3_QUALITY,I18_KF2_VZ,I19_LS15_VZ_REFONLY
67404.000000,747.445251,764.219238,710.629028,790.816956,8.128181,0.904001,0.514676,-0.038396,753.262756,0.081851,-0.003606,-0.003204,-0.006585,0.117662,0.763783,0.016673,0.635779,0.092204,0.023425
67414.000000,753.415039,764.219238,710.629028,793.690857,8.242988,0.952756,0.599093,-0.031386,754.105469,0.073799,0.004105,0.007108,0.001384,0.111023,0.764372,0.017946,0.640284,0.082710,0.014642
67424.000000,753.415039,766.971436,709.171326,793.935730,8.300401,1.007649,1.469330,-0.023693,755.137878,0.058542,0.013390,0.019281,0.010856,0.101701,0.765019,0.018900,0.636801,0.065682,0.014686
67434.000000,750.473633,778.766357,709.171326,795.202637,8.310655,1.059921,1.564001,-0.012718,756.821655,0.046920,0.029871,0.041435,0.027446,0.093228,0.766077,0.018710,0.612226,0.051455,0.025227
67444.000000,749.568787,776.685608,713.142761,795.604187,8.343175,1.121405,0.776308,-0.005332,757.986938,0.040178,0.038141,0.050747,0.035721,0.082743,0.766726,0.019240,0.615884,0.043069,0.043969
67454.000000,749.568787,777.559875,713.142761,796.794861,8.428579,1.172092,-0.608341,0.001264,759.087830,0.047086,0.044682,0.057365,0.042248,0.076558,0.767279,0.019797,0.609676,0.048578,0.067645
67464.000000,749.576660,777.559875,714.493103,795.604187,8.534264,1.192180,-1.961352,0.006776,760.065063,0.066742,0.048907,0.060582,0.046460,0.077066,0.767747,0.020486,0.618356,0.067227,0.093157
67474.000000,749.576660,777.559875,714.493103,1300.000000,8.617712,1.222869,-1.568596,-0.002884,758.442322,0.067223,0.021289,0.017965,0.018846,0.069202,0.766553,0.024904,0.605400,0.070231,0.103822
67484.000000,751.527344,776.396729,714.493103,798.200439,8.663848,1.268886,-0.829032,0.003547,759.538940,0.076777,0.029746,0.030101,0.027569,0.074670,0.767071,0.025366,0.613207,0.078030,0.105565
67494.000000,751.527344,776.206421,720.169495,798.983643,8.698689,1.322839,-0.253822,0.008271,760.401123,0.078981,0.034454,0.036266,0.032460,0.077763,0.767504,0.026123,0.622984,0.079042,0.099267
67504.000000,761.437805,775.316162,714.122375,798.983643,8.731686,1.356251,0.153850,0.017983,762.183411,0.081964,0.049246,0.056702,0.047403,0.082671,0.768513,0.025648,0.643228,0.079794,0.093116
67514.000000,764.392883,776.206421,719.747620,806.546082,8.776366,1.362705,0.343316,0.027098,763.958252,0.082702,0.062140,0.073365,0.060329,0.085607,0.769580,0.025130,0.628597,0.078741,0.091724
67524.000000,765.361755,786.970581,719.747620,806.546082,8.772120,1.336755,0.534105,0.040646,766.600159,0.086516,0.084124,0.102509,0.082269,0.090930,0.771279,0.023256,0.621224,0.079985,0.100639
67534.000000,764.392883,786.970581,723.692383,806.546082,8.723821,1.358643,1.202949,0.050573,768.743835,0.080529,0.097725,0.118232,0.095700,0.090781,0.772731,0.022009,0.625875,0.072624,0.116595
67544.000000,765.361755,785.012939,725.853149,812.831421,8.665782,1.395944,0.745742,0.057204,770.409912,0.076228,0.103903,0.122766,0.101677,0.087528,0.773889,0.021398,0.609486,0.067919,0.137128
67554.000000,766.457092,785.012939,728.060059,813.661926,8.607439,1.397291,-0.384079,0.062568,771.920654,0.082300,0.107392,0.123616,0.105006,0.086353,0.774946,0.020967,0.614497,0.073994,0.159839
67564.000000,766.457092,789.054321,731.226257,816.996582,8.543002,1.385315,-0.657950,0.068072,773.509583,0.091587,0.111536,0.125917,0.109049,0.088427,0.776083,0.020363,0.604143,0.083306,0.182148
67574.000000,767.477539,791.964355,732.567627,819.446716,8.494204,1.356993,-0.338718,0.073837,775.199158,0.098180,0.116432,0.129633,0.113885,0.092032,0.777329,0.019575,0.597098,0.089940,0.202110
67584.000000,767.496033,796.045227,733.625366,820.565430,8.468089,1.333254,0.384221,0.079933,777.004272,0.098153,0.122243,0.134919,0.119661,0.094787,0.778695,0.018583,0.589190,0.089916,0.216141
67594.000000,774.423950,796.045227,733.625366,820.565430,8.462319,1.321718,0.735861,0.088305,779.268799,0.097067,0.132498,0.146546,0.129892,0.097578,0.780376,0.016935,0.607939,0.088447,0.224380
67604.000000,774.433838,797.171143,738.815308,828.514160,8.388693,1.304540,1.029731,0.093951,781.139771,0.090697,0.136914,0.149552,0.134261,0.096321,0.781837,0.015807,0.592376,0.082424,0.224525
67614.000000,774.482910,797.171143,739.199524,828.807617,8.273106,1.296831,0.492656,0.097765,782.746704,0.088225,0.137635,0.147472,0.134963,0.093908,0.783130,0.015022,0.592733,0.080729,0.214285
67624.000000,774.482910,797.171143,738.815308,828.807617,8.210082,1.274788,-0.497146,0.100072,784.128052,0.094409,0.135585,0.141905,0.132945,0.093490,0.784282,0.014528,0.591941,0.088020,0.202046
67634.000000,778.451416,803.181519,739.199524,829.237183,8.161658,1.261676,-0.359892,0.106455,786.245972,0.103504,0.142633,0.150111,0.140084,0.098212,0.785922,0.012964,0.590598,0.097227,0.191342
67644.000000,780.441711,804.327393,736.883118,830.017029,8.069106,1.262755,0.365006,0.112685,788.400818,0.105400,0.149275,0.157558,0.146792,0.102179,0.787639,0.011323,0.587901,0.099380,0.186110
67654.000000,780.441711,806.261047,741.212524,831.375854,7.960276,1.273920,1.509599,0.117404,790.353333,0.094660,0.152783,0.160394,0.150347,0.101148,0.789255,0.009949,0.588869,0.089247,0.185617
67664.000000,781.473572,804.327393,741.212524,831.375854,7.875327,1.280807,1.510813,0.119799,791.946472,0.081993,0.151499,0.156428,0.149120,0.095661,0.790630,0.009052,0.595001,0.077669,0.187959
67674.000000,781.586792,809.314636,742.488281,834.635376,7.804767,1.270306,0.886981,0.123080,793.718750,0.076865,0.152714,0.156620,0.150433,0.090927,0.792075,0.007877,0.579827,0.073239,0.189740
67684.000000,782.558960,810.451782,745.737793,839.850403,7.777388,1.231122,0.705891,0.125135,795.309021,0.072727,0.151672,0.153784,0.149500,0.085925,0.793377,0.006918,0.571898,0.069994,0.188683
67694.000000,781.586792,810.451782,747.662903,839.850403,7.733526,1.191726,1.237381,0.125042,796.544128,0.061571,0.146571,0.145461,0.144534,0.078161,0.794418,0.006412,0.573842,0.060061,0.183431
67704.000000,784.535461,809.536987,747.828125,840.459106,7.669928,1.175306,0.956744,0.124841,797.759460,0.053604,0.141787,0.138195,0.139935,0.070490,0.795403,0.005858,0.581124,0.053148,0.174567
67714.000000,783.545898,809.536987,755.947632,840.459106,7.611845,1.164351,0.958417,0.122283,798.560242,0.043727,0.132710,0.125264,0.131076,0.061102,0.796079,0.005816,0.599577,0.044655,0.161700
67724.000000,787.499023,810.664917,755.947632,841.901672,7.550759,1.147882,0.208470,0.121652,799.672668,0.043692,0.128505,0.120133,0.127144,0.055656,0.796911,0.005245,0.601073,0.045335,0.147027
67734.000000,791.481384,814.581360,755.490784,842.658081,7.492241,1.126831,-0.331926,0.124319,801.355896,0.052616,0.131741,0.125992,0.130652,0.056292,0.798108,0.003784,0.598915,0.054154,0.134694
67744.000000,791.483826,810.664917,755.490784,850.063110,7.436500,1.109487,0.093987,0.122583,802.295288,0.053118,0.125836,0.118323,0.124955,0.054738,0.798880,0.003286,0.588613,0.055631,0.122378
67754.000000,791.483826,827.568665,756.646240,850.063110,7.372975,1.118120,1.225764,0.128849,804.617493,0.050224,0.137398,0.136082,0.136720,0.056774,0.800497,0.000854,0.556958,0.051699,0.115525
67764.000000,793.493408,830.596558,761.815247,847.731750,7.297545,1.142369,0.878846,0.135425,807.056824,0.051420,0.149083,0.153069,0.148496,0.058762,0.802242,-0.001822,0.575296,0.051995,0.117628
67774.000000,795.519653,830.596558,762.078003,847.731750,7.207090,1.123511,-0.446865,0.140904,809.369934,0.065003,0.157912,0.165062,0.157324,0.063814,0.803978,-0.004400,0.581931,0.065218,0.130087
67784.000000,801.469666,828.726685,762.078003,851.040161,7.156679,1.096802,-0.523012,0.146302,811.723755,0.079486,0.166083,0.175484,0.165437,0.072001,0.805851,-0.007139,0.589382,0.079652,0.150494
67794.000000,801.469666,818.872742,763.541443,851.040161,7.125010,1.056541,-0.075887,0.143865,812.760193,0.081858,0.157425,0.161128,0.156679,0.074935,0.807012,-0.008118,0.609526,0.084034,0.170015
67804.000000,798.437927,828.726685,761.668274,855.604553,7.076841,1.011802,0.390996,0.144185,814.254822,0.081964,0.155541,0.157606,0.154803,0.078521,0.808434,-0.009622,0.567762,0.085242,0.185444
67814.000000,795.489807,820.008911,761.668274,855.604553,7.023231,0.974257,0.286762,0.136711,814.388794,0.075447,0.137632,0.131259,0.136929,0.075558,0.809043,-0.009250,0.578522,0.081561,0.190163
67824.000000,798.370728,820.008911,761.668274,856.054626,6.982591,0.914397,0.089989,0.130622,814.690308,0.072300,0.123912,0.112469,0.123390,0.073678,0.809734,-0.009124,0.583500,0.080540,0.181789
67834.000000,798.370728,820.008911,767.828491,856.154053,6.982583,0.841874,0.519602,0.123739,814.791992,0.064054,0.109588,0.093812,0.109324,0.069771,0.810272,-0.008711,0.598785,0.074257,0.159918
67844.000000,800.227783,817.124878,770.585327,856.154053,7.014019,0.785023,0.462249,0.115851,814.648926,0.055459,0.094262,0.074686,0.094325,0.064211,0.810621,-0.007975,0.617549,0.067488,0.126303
67854.000000,800.227783,819.336731,770.585327,859.121155,7.028036,0.737056,0.232175,0.109255,814.653137,0.050346,0.082711,0.061773,0.083142,0.059511,0.810997,-0.007420,0.605437,0.063535,0.085086
67864.000000,800.227783,819.336731,769.502625,1300.000000,7.040488,0.685096,0.615449,0.093977,813.072083,0.032956,0.054077,0.024922,0.054897,0.046730,0.810336,-0.004685,0.754494,0.048896,0.036154
67874.000000,807.072327,824.426270,769.502625,863.184692,7.039274,0.637568,0.862298,0.095542,814.285828,0.029691,0.062208,0.042377,0.063517,0.045227,0.811301,-0.005842,0.594147,0.043937,-0.005958
67884.000000,807.072327,824.426270,769.412781,863.184692,7.036299,0.607866,0.686745,0.095937,815.310303,0.027070,0.067293,0.053894,0.068887,0.042546,0.812147,-0.006776,0.593909,0.040052,-0.034900
67894.000000,800.050598,824.426270,768.398315,863.184692,7.020210,0.598551,0.397355,0.091607,815.512024,0.022521,0.061960,0.049185,0.063695,0.036639,0.812445,-0.006554,0.578037,0.035451,-0.047977
67904.000000,800.050598,830.436951,764.603333,862.241028,6.962040,0.591587,-0.327141,0.090886,816.301758,0.028676,0.064249,0.055266,0.066096,0.036028,0.813078,-0.007171,0.558330,0.040702,-0.045344
67914.000000,800.050781,835.463318,768.398315,861.517700,6.900290,0.575837,0.324908,0.091858,817.380798,0.029933,0.069761,0.065328,0.071644,0.036673,0.813900,-0.008222,0.557980,0.040758,-0.028717
67924.000000,800.050781,835.463318,769.741211,861.517700,6.895267,0.558299,1.756380,0.091768,818.283691,0.015973,0.072661,0.070884,0.074499,0.032265,0.814615,-0.009072,0.560983,0.025882,-0.002755
67934.000000,799.032593,833.492310,770.633484,867.738708,6.927633,0.558861,2.168579,0.088704,818.665039,-0.004807,0.069087,0.066646,0.070837,0.021304,0.814954,-0.009237,0.551731,0.004818,0.024003
67944.000000,799.032593,833.483276,770.633484,867.738708,6.932684,0.564710,1.613448,0.085332,818.961975,-0.019997,0.064982,0.061704,0.066655,0.008823,0.815155,-0.009352,0.551728,-0.010736,0.047877
67954.000000,802.015381,833.492310,772.790039,869.788208,6.874151,0.563070,0.205660,0.082885,819.387085,-0.019815,0.062997,0.059941,0.064608,0.000542,0.815377,-0.009754,0.558703,-0.011224,0.064325
67964.000000,806.985046,833.483276,772.790039,869.788208,6.839514,0.551843,-0.635992,0.082715,820.186279,-0.008665,0.065841,0.065096,0.067386,-0.000803,0.815834,-0.010805,0.567931,-0.001238,0.075234
67974.000000,808.936951,849.451111,771.893616,869.788208,6.843236,0.519063,0.354118,0.091035,822.469360,0.000686,0.085772,0.094363,0.087224,0.005050,0.817219,-0.013934,0.533411,0.005296,0.086871
67984.000000,808.936951,831.539063,770.855957,869.906677,6.859545,0.508542,0.889301,0.088100,822.866150,-0.005825,0.081179,0.086667,0.082365,0.001618,0.817549,-0.014616,0.571512,-0.001143,0.094045
67994.000000,810.918152,835.560120,770.855957,867.990112,6.836785,0.513464,0.955706,0.088300,823.782166,-0.009819,0.083237,0.088993,0.084232,-0.000378,0.818194,-0.016081,0.571735,-0.005800,0.097137
68004.000000,810.918152,826.630859,774.956177,867.990112,6.800491,0.515198,0.762244,0.082151,823.588989,-0.017821,0.071863,0.071806,0.072664,-0.007231,0.818172,-0.016118,0.599698,-0.012953,0.091962
68014.000000,801.003357,826.630859,774.956177,867.214966,6.770092,0.515279,0.664146,0.071175,822.489746,-0.029911,0.050934,0.041866,0.051666,-0.018229,0.817488,-0.014841,0.584337,-0.023251,0.080477
68024.000000,801.003357,826.630859,774.057495,867.214966,6.748851,0.518664,0.312889,0.061392,821.489502,-0.037232,0.033685,0.018804,0.034509,-0.027435,0.816790,-0.013762,0.581742,-0.029432,0.059663
68034.000000,803.006897,819.686829,770.154480,867.214966,6.756907,0.530437,-0.038242,0.049674,820.052673,-0.042563,0.013818,-0.006754,0.014851,-0.036279,0.815802,-0.012227,0.591427,-0.033556,0.027885
68044.000000,803.006897,826.638062,770.154480,868.330811,6.727512,0.528538,-0.260288,0.043621,819.490295,-0.040532,0.006335,-0.013558,0.007644,-0.039235,0.815281,-0.011897,0.572722,-0.031778,-0.007286
68054.000000,803.006897,839.540039,773.367676,867.513123,6.675054,0.525575,-0.736171,0.044922,820.154175,-0.026956,0.014065,0.001258,0.015601,-0.033772,0.815521,-0.013286,0.552860,-0.019967,-0.036527
68064.000000,802.016724,839.540039,773.367676,867.513123,6.662730,0.519241,-1.262101,0.045132,820.640076,-0.009473,0.018905,0.010857,0.020539,-0.025412,0.815743,-0.014474,0.550870,-0.003647,-0.056789
68074.000000,803.014954,835.575195,773.367676,867.513123,6.683303,0.530447,-0.889780,0.043353,820.780029,0.002143,0.019307,0.013406,0.020956,-0.017037,0.815866,-0.015245,0.561559,0.007497,-0.068418
68084.000000,807.984436,833.607605,771.412537,865.575012,6.671397,0.539016,0.068833,0.043370,821.216614,0.005829,0.023410,0.020996,0.025037,-0.009000,0.816282,-0.016497,0.575752,0.010417,-0.069455
68094.000000,807.984436,829.607788,771.597961,865.521484,6.614464,0.556481,0.344394,0.040738,821.189636,0.003881,0.021585,0.019434,0.023131,-0.005209,0.816478,-0.017110,0.584539,0.008491,-0.060859
68104.000000,804.048035,829.607788,768.426636,865.521484,6.547465,0.566644,0.092002,0.036362,820.831238,0.002291,0.015911,0.012204,0.017380,-0.003904,0.816469,-0.017193,0.569405,0.007397,-0.045044
68114.000000,804.048035,832.592102,771.597961,867.032837,6.502942,0.560163,-1.204948,0.033606,820.712524,0.014848,0.013694,0.010166,0.015120,0.001700,0.816620,-0.017566,0.566926,0.020121,-0.023883
68124.000000,801.088257,832.592102,770.988892,869.861389,6.489725,0.562278,-1.134618,0.029267,820.289246,0.024608,0.008036,0.003092,0.009418,0.007825,0.816614,-0.017443,0.554405,0.030509,-0.006599
68134.000000,801.088257,832.592102,771.130066,867.032837,6.446845,0.574036,-0.078264,0.025571,819.935181,0.024068,0.003891,-0.001578,0.005254,0.012446,0.816684,-0.017370,0.560045,0.030405,0.005048
68144.000000,800.139832,824.621216,771.130066,865.541077,6.333493,0.595073,-0.258174,0.017344,818.751221,0.020514,-0.009464,-0.019362,-0.008110,0.012517,0.816254,-0.016098,0.579922,0.028256,0.003865
68154.000000,800.139832,824.621216,772.749878,865.541077,6.249876,0.611722,-0.395277,0.010139,817.663757,0.018954,-0.020055,-0.032379,-0.018632,0.012753,0.815854,-0.014889,0.584808,0.027631,-0.010739
68164.000000,800.179443,824.621216,772.749878,867.943787,6.187834,0.628912,0.426878,0.003822,816.659546,0.009742,-0.028368,-0.041656,-0.026836,0.010647,0.815465,-0.013728,0.580789,0.018923,-0.034385
68174.000000,801.154480,827.548706,770.059814,867.943787,6.163448,0.649001,1.215351,0.000873,816.181763,-0.004169,-0.029461,-0.040369,-0.027813,0.006667,0.815344,-0.013253,0.567666,0.004538,-0.060235
68184.000000,800.179443,827.548706,770.059814,865.011353,6.124799,0.682536,1.024251,-0.001875,815.709534,-0.016023,-0.030321,-0.039120,-0.028605,0.000295,0.815161,-0.012752,0.571340,-0.007910,-0.080684
68194.000000,798.261536,827.548706,770.059814,863.334961,6.041046,0.700304,0.145541,-0.005037,815.137451,-0.019552,-0.032275,-0.039810,-0.030533,-0.005588,0.814845,-0.012089,0.571171,-0.011963,-0.092340
68204.000000,797.273376,824.496826,769.473816,863.334961,6.000742,0.707686,-0.289798,-0.009811,814.251648,-0.020394,-0.037648,-0.045610,-0.035903,-0.010934,0.814277,-0.010973,0.575195,-0.013008,-0.098074
68214.000000,797.273376,829.477173,769.473816,863.334961,6.023915,0.712492,-0.588718,-0.011034,813.939697,-0.014845,-0.035681,-0.040833,-0.033925,-0.011339,0.814032,-0.010667,0.563456,-0.008486,-0.097581
68224.000000,796.288696,835.428223,769.411011,863.449158,6.067986,0.716342,-0.087291,-0.009436,814.108948,-0.011636,-0.028376,-0.028912,-0.026658,-0.009397,0.814092,-0.011044,0.547879,-0.006803,-0.088971
68234.000000,794.317383,837.409180,769.411011,859.393921,6.063975,0.734284,0.826671,-0.007648,814.327515,-0.017417,-0.021381,-0.018216,-0.019770,-0.009876,0.814191,-0.011493,0.519845,-0.013985,-0.073839
68244.000000,794.335205,837.409180,763.625427,863.333252,6.018359,0.753956,0.794364,-0.005873,814.561646,-0.022859,-0.015034,-0.009084,-0.013581,-0.012028,0.814289,-0.011968,0.498555,-0.020685,-0.053882
68254.000000,794.335205,819.462891,763.625427,863.333252,5.964395,0.762211,0.096785,-0.013974,813.085205,-0.031049,-0.029471,-0.030461,-0.028240,-0.021181,0.813282,-0.010037,0.566831,-0.027894,-0.037608
68264.000000,798.325256,819.462891,763.625427,863.333252,5.967785,0.768378,0.143397,-0.018556,812.143677,-0.036137,-0.035830,-0.039065,-0.034687,-0.027384,0.812532,-0.008874,0.574282,-0.033116,-0.028239
68274.000000,798.325256,815.474731,764.646790,860.298035,6.020370,0.788091,0.668375,-0.024346,810.944824,-0.047581,-0.044456,-0.050537,-0.043355,-0.035965,0.811560,-0.007371,0.591810,-0.044597,-0.027860
68284.000000,790.406738,819.395020,761.578491,858.496887,6.055130,0.804128,1.022352,-0.030443,809.634338,-0.062803,-0.053666,-0.062437,-0.052552,-0.046869,0.810441,-0.005754,0.563822,-0.059893,-0.037933
68294.000000,790.390381,818.418091,764.646790,859.206848,6.050455,0.791261,0.235114,-0.036205,808.321594,-0.069666,-0.061769,-0.072238,-0.060596,-0.056628,0.809240,-0.004186,0.573679,-0.067089,-0.055631
68304.000000,784.399658,819.395020,765.557007,858.180786,6.033812,0.761995,-0.299180,-0.043234,806.729431,-0.072425,-0.072377,-0.085395,-0.071122,-0.065167,0.807805,-0.002291,0.567435,-0.069931,-0.078738
68314.000000,784.370789,819.451904,767.565918,858.308228,6.045406,0.731518,-0.016343,-0.048983,805.291138,-0.076666,-0.079839,-0.093523,-0.078464,-0.072028,0.806418,-0.000681,0.575335,-0.074703,-0.103429
68324.000000,784.399658,819.451904,767.565918,857.308655,6.075310,0.700114,0.508706,-0.053318,804.042603,-0.084661,-0.084096,-0.096850,-0.082597,-0.078824,0.805111,0.000587,0.577710,-0.083647,-0.126861
68334.000000,785.335693,830.474487,765.396667,858.308228,6.114677,0.694878,1.020103,-0.050622,803.981140,-0.090738,-0.074100,-0.079996,-0.072509,-0.082076,0.804530,0.000074,0.493789,-0.092113,-0.142077
68344.000000,785.335693,830.474487,761.299805,863.117126,6.120413,0.679226,0.718185,-0.048078,803.920166,-0.093803,-0.065181,-0.065711,-0.063608,-0.087469,0.803710,0.000010,0.474844,-0.099078,-0.145603
68354.000000,786.263672,830.474487,756.350342,863.117126,6.085832,0.632262,-0.148641,-0.044534,804.059692,-0.087073,-0.054808,-0.050141,-0.053333,-0.090585,0.802868,-0.000100,0.473380,-0.097223,-0.134453
68364.000000,786.263672,823.690002,756.350342,858.556763,6.036542,0.562638,-0.390492,-0.043855,803.733215,-0.080583,-0.050938,-0.044780,-0.049647,-0.091622,0.801988,-0.000168,0.535078,-0.093067,-0.111802
68374.000000,789.115295,823.690002,756.556274,851.354492,5.969956,0.505637,0.145556,-0.040727,803.841980,-0.076904,-0.042330,-0.032951,-0.041242,-0.087530,0.801845,-0.001822,0.555689,-0.088976,-0.081128
68384.000000,789.115295,823.690002,757.490601,855.880066,5.976696,0.465901,0.310664,-0.038227,803.872253,-0.075479,-0.035758,-0.024688,-0.034910,-0.084735,0.801636,-0.003237,0.547970,-0.087310,-0.047950
68394.000000,788.080383,810.885559,757.308777,855.880066,6.022869,0.418771,-0.360835,-0.043178,802.623596,-0.074647,-0.045226,-0.040048,-0.044651,-0.087239,0.800447,-0.002529,0.576044,-0.085584,-0.023862
68404.000000,783.061462,810.036560,757.490601,856.632141,6.103584,0.347865,-0.196438,-0.050136,800.974121,-0.077593,-0.058490,-0.059916,-0.058061,-0.090941,0.798962,-0.001258,0.570570,-0.087356,-0.012451
68414.000000,783.061462,810.036560,757.308777,856.632141,6.205356,0.267260,0.524945,-0.055521,799.530457,-0.086207,-0.067812,-0.073004,-0.067404,-0.094989,0.797634,-0.000406,0.570555,-0.095090,-0.015022
68424.000000,783.844910,810.036560,756.506775,856.414917,6.224635,0.216800,0.600585,-0.059044,798.358765,-0.093696,-0.072821,-0.079215,-0.072368,-0.098890,0.796491,-0.000035,0.569918,-0.102091,-0.029182
68434.000000,783.844910,801.261536,754.638916,852.599792,6.178282,0.203028,0.316586,-0.065905,796.567566,-0.101554,-0.084497,-0.094715,-0.083976,-0.105631,0.794913,0.001159,0.594338,-0.108824,-0.054236
68444.000000,782.834595,801.261536,754.638916,851.445251,6.197632,0.202029,-0.841858,-0.071438,794.940186,-0.096610,-0.092833,-0.104670,-0.092177,-0.108049,0.793428,0.002059,0.595367,-0.103087,-0.086813
68454.000000,777.836487,802.256409,754.638916,848.370728,6.269664,0.176620,-1.452180,-0.077254,793.208130,-0.086139,-0.101500,-0.114809,-0.100690,-0.106675,0.791886,0.003078,0.591657,-0.091720,-0.122040
68464.000000,777.836487,810.287598,755.154114,848.370728,6.314166,0.129992,-0.584335,-0.077169,792.450378,-0.078778,-0.097682,-0.106766,-0.096711,-0.100435,0.791019,0.002709,0.570612,-0.084797,-0.150814
68474.000000,775.796814,810.287598,755.154114,849.306946,6.325619,0.076945,-0.490034,-0.077605,791.602539,-0.073144,-0.095369,-0.101553,-0.094318,-0.094646,0.790154,0.002465,0.566723,-0.079298,-0.167305
68484.000000,775.796814,805.379028,753.072571,849.306946,6.306467,0.026392,-0.111692,-0.079668,790.465454,-0.073122,-0.096648,-0.101919,-0.095568,-0.091327,0.789155,0.002618,0.574013,-0.078915,-0.172689
68494.000000,775.737427,805.379028,752.079346,848.431274,6.249646,0.012570,0.317818,-0.080568,789.511230,-0.076415,-0.095598,-0.099085,-0.094507,-0.089313,0.788293,0.002527,0.572088,-0.082103,-0.167887
68504.000000,776.664551,804.444702,748.253296,848.431274,6.264822,0.017585,-0.168158,-0.080286,788.754944,-0.073839,-0.092308,-0.093331,-0.091236,-0.087486,0.787427,0.002488,0.564216,-0.080334,-0.154872
68514.000000,768.706360,803.479065,748.214661,845.642212,6.309454,0.001540,-0.935187,-0.083833,787.331360,-0.067675,-0.097454,-0.100192,-0.096441,-0.085593,0.786275,0.003127,0.559998,-0.073388,-0.138019
68524.000000,774.636658,799.524597,744.056702,846.471619,6.313435,-0.017320,-0.279167,-0.084744,786.333618,-0.065646,-0.096813,-0.098417,-0.095827,-0.081975,0.785438,0.003126,0.565658,-0.070641,-0.120909
68534.000000,769.679443,799.524597,744.056702,840.498901,6.279539,-0.006180,-0.015240,-0.086886,785.111267,-0.067686,-0.099002,-0.100952,-0.098061,-0.080729,0.784441,0.003530,0.567250,-0.072330,-0.108776
68544.000000,769.698669,799.524597,744.168518,844.776733,6.208415,0.011816,-0.080079,-0.088314,783.992493,-0.068534,-0.099725,-0.101340,-0.098820,-0.078798,0.783631,0.003558,0.561591,-0.071680,-0.101717
68554.000000,769.679443,793.509521,748.372620,841.021301,6.129354,0.031002,-0.222496,-0.091911,782.480042,-0.070307,-0.104955,-0.108265,-0.104092,-0.080101,0.782360,0.004589,0.600965,-0.073368,-0.100003
68564.000000,769.698669,808.431702,748.372620,841.021301,6.060483,0.025124,0.280574,-0.086570,782.495544,-0.068235,-0.091627,-0.088264,-0.090772,-0.074423,0.782310,0.003036,0.556746,-0.071875,-0.097393
68574.000000,766.682312,807.473389,742.849243,841.021301,5.986545,-0.006407,0.624031,-0.083003,782.254028,-0.071392,-0.082928,-0.076015,-0.082184,-0.072569,0.782046,0.002026,0.530312,-0.075402,-0.093220
68584.000000,766.682312,808.431702,742.849243,846.710266,5.917234,-0.031398,0.935154,-0.079464,782.043396,-0.077629,-0.074900,-0.065339,-0.074316,-0.076051,0.781351,0.001922,0.510170,-0.084466,-0.085745
68594.000000,763.663208,807.473389,743.255981,846.710266,5.890301,-0.042664,0.617031,-0.077957,781.512512,-0.082615,-0.071656,-0.062025,-0.071261,-0.080367,0.780600,0.001857,0.491310,-0.090464,-0.075778
68604.000000,763.663208,800.549316,743.255981,839.841248,5.897201,-0.068175,0.468344,-0.078483,780.640808,-0.088045,-0.072931,-0.065439,-0.072730,-0.084639,0.779820,0.001762,0.555941,-0.095099,-0.064366
68614.000000,768.592102,790.631287,743.207092,839.841248,5.894063,-0.097204,0.465510,-0.080728,779.463135,-0.095016,-0.077813,-0.073905,-0.077775,-0.090613,0.778744,0.002179,0.591412,-0.101186,-0.055905
68624.000000,768.592102,790.631287,743.207092,840.902588,5.896433,-0.118573,-0.101637,-0.081941,778.443665,-0.095148,-0.080300,-0.078322,-0.080351,-0.093944,0.777762,0.002301,0.590506,-0.100588,-0.052046
68634.000000,764.554688,789.711304,744.116516,840.902588,5.899858,-0.134918,-0.822109,-0.084985,777.091553,-0.089871,-0.086507,-0.087755,-0.086606,-0.095589,0.776515,0.002925,0.594291,-0.094336,-0.053921
68644.000000,760.544006,789.711304,744.116516,836.824158,5.941227,-0.149990,-0.598388,-0.088567,775.614807,-0.087398,-0.093500,-0.097740,-0.093585,-0.096084,0.775185,0.003705,0.597880,-0.090838,-0.062372
68654.000000,755.583557,789.711304,743.981628,833.566406,6.040440,-0.173036,0.246543,-0.093108,773.934448,-0.094333,-0.102116,-0.109524,-0.102138,-0.098838,0.773712,0.004755,0.600852,-0.096663,-0.078594
68664.000000,757.500793,787.741211,737.704895,836.824158,6.141899,-0.215096,0.263677,-0.095999,772.497498,-0.099766,-0.106805,-0.115052,-0.106712,-0.101348,0.772398,0.005421,0.574689,-0.101458,-0.098961
68674.000000,754.486572,786.825195,737.704895,840.263733,6.150236,-0.241983,0.863239,-0.099981,770.840698,-0.112191,-0.113546,-0.123335,-0.113331,-0.104522,0.771321,0.005523,0.572390,-0.110414,-0.122131
68684.000000,757.500793,786.825195,738.474243,840.263733,6.097398,-0.225553,1.226033,-0.100862,769.686707,-0.124948,-0.113431,-0.121378,-0.113071,-0.110326,0.770230,0.005561,0.578609,-0.122791,-0.143266
68694.000000,759.495911,786.809875,738.474243,832.605042,6.040476,-0.203309,0.173688,-0.098867,769.027344,-0.124124,-0.107373,-0.111093,-0.106907,-0.113253,0.769339,0.005076,0.590072,-0.122893,-0.156963
68704.000000,759.495911,786.809875,737.668945,832.605042,6.005142,-0.188363,-0.064896,-0.096236,768.499023,-0.120146,-0.100463,-0.100286,-0.099969,-0.113893,0.768540,0.004363,0.587121,-0.119842,-0.157840
