I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11
-9.000000,80.000000,-63.208504,-109.962593,53.897087,50.547840,-5.054784,-0.020219,0.000000,-5.575004,0.049589,0.822000
-3.000000,79.000000,-9.876725,-87.875580,25.442165,32.587479,-3.258748,-0.033254,0.000000,-3.792002,-0.158706,0.821000
-8.000000,69.000000,-43.264736,164.639771,40.310951,38.112778,-3.811278,-0.048499,0.000000,-4.359777,-0.558597,0.821000
-7.000000,73.000000,-27.148108,-56.481026,31.082127,33.083118,-3.308312,-0.061732,0.000000,-3.870044,-1.027025,0.821000
-9.000000,63.000000,-34.970200,-5.230772,34.173523,33.863182,-3.386318,-0.075278,0.000000,-3.961596,-1.617581,0.818000
-8.000000,59.000000,-21.458344,-25.973650,26.212490,28.389950,-2.838995,-0.086634,0.000000,-3.425629,-2.187422,0.820000
-5.000000,52.000000,5.161345,-14.159409,8.145897,13.907548,-1.390755,-0.092197,0.000000,-1.982952,-2.766142,0.817000
-10.000000,49.000000,-38.860538,-228.862457,27.048443,23.308418,-2.330842,-0.101520,0.000000,-2.932362,-3.200222,0.816000
-11.000000,46.000000,-55.548775,-151.618546,41.439682,36.279350,-3.627935,-0.116032,0.000000,-4.243967,-3.505302,0.816000
0.000000,46.000000,20.864811,-102.763031,1.170750,11.162992,-1.116299,-0.120497,0.000000,-1.736796,-3.603851,0.814000
-2.000000,45.000000,-8.124284,-28.149866,9.114569,9.697570,-0.969757,-0.124376,0.000000,-1.594133,-3.577091,0.816000
-13.000000,43.000000,-106.832062,-110.482414,67.094406,50.758717,-5.075872,-0.144680,0.000000,-5.720551,-3.466630,0.814000
2.000000,40.000000,9.627650,-336.415253,11.835571,22.913471,-2.291347,-0.153845,0.000000,-2.945192,-3.300216,0.813000
-3.000000,44.000000,-30.490007,-469.779083,23.701160,23.476976,-2.347698,-0.163236,0.000000,-3.010933,-3.235639,0.813000
-2.000000,39.000000,-16.888294,-332.178955,16.866335,18.747787,-1.874779,-0.170735,0.000000,-2.545514,-3.221203,0.812000
-4.000000,44.000000,-29.392952,-241.564987,23.202366,21.934551,-2.193455,-0.179509,0.000000,-2.872964,-3.341658,0.814000
-1.000000,44.000000,4.116669,-186.981155,4.807969,9.682358,-0.968236,-0.183382,0.000000,-1.651617,-3.530828,0.812000
-4.000000,47.000000,-17.542366,-265.324341,12.275768,11.537659,-1.153766,-0.187997,0.000000,-1.841763,-3.671805,0.810000
-5.000000,45.000000,-28.233730,12.000385,21.651306,18.772865,-1.877287,-0.195506,0.000000,-2.572792,-3.743762,0.812000
-1.000000,46.000000,-5.735466,-20.258343,10.788359,13.060825,-1.306083,-0.200730,0.000000,-2.006813,-3.650519,0.810000
1.000000,41.000000,3.302955,-54.692352,2.805017,5.723918,-0.572392,-0.203020,0.000000,-1.275412,-3.554579,0.813000
0.000000,43.000000,-1.872051,138.465240,4.520520,4.863019,-0.486302,-0.204965,0.000000,-1.191267,-3.597286,0.812000
0.000000,49.000000,0.551403,-66.098938,1.085574,2.160671,-0.216067,-0.205829,0.000000,-0.921896,-3.589360,0.814000
-1.000000,53.000000,-8.942677,-9.145739,6.156709,5.019398,-0.501940,-0.207837,0.000000,-1.209777,-3.561309,0.812000
-1.000000,53.000000,-15.456566,-127.950546,10.258095,8.767112,-0.876711,-0.211344,0.000000,-1.588055,-3.365510,0.813000
0.000000,51.000000,-14.455135,-101.144829,11.370768,10.629743,-1.062974,-0.215596,0.000000,-1.778570,-3.123853,0.813000
5.000000,50.000000,24.187115,-118.451843,-11.207989,-4.992761,0.499276,-0.213599,0.000000,-0.214323,-2.897353,0.812000
