I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14
34.000000,50.879639,-27.000000,-50.638916,4.628066,18.690191,0.000000,16.402536,-32.000000,-49.207611,2.751060,13.477772,2.554822,6.535970,-2.683426
33.000000,49.625893,-25.000000,-49.877678,4.627533,20.028442,0.000000,16.472113,-33.000000,-49.416336,2.737883,12.852097,2.570526,6.585944,-2.690144
33.000000,48.838791,-42.000000,-47.516373,4.602191,0.000000,0.000000,16.459656,-46.000000,-49.378967,2.711547,0.000000,2.586185,6.635143,-2.697100
36.000000,48.430492,-32.000000,-37.291477,4.601661,0.170626,0.000000,16.212580,-45.000000,-48.637741,2.685607,0.103252,2.601583,6.683939,-2.704124
36.000000,47.986759,-31.000000,-35.960278,4.592072,0.000000,0.000000,15.713672,-44.000000,-47.141014,2.673036,0.000000,2.616490,6.732290,-2.711030
36.000000,47.077953,-28.000000,-33.233860,4.583210,0.213211,0.000000,15.100357,-42.000000,-45.301071,2.660956,0.143887,2.630798,6.779721,-2.717760
36.000000,45.663582,-23.000000,-28.990746,4.575479,1.128104,0.000000,14.513250,-40.000000,-43.539749,2.649345,0.675118,2.644524,6.825737,-2.724410
35.000000,44.213196,-20.000000,-27.639587,4.575184,3.010750,0.000000,14.019656,-37.000000,-42.058968,2.638130,1.596090,2.657745,6.870306,-2.731107
35.000000,43.316460,-14.000000,-24.949379,4.568531,5.581428,0.000000,13.742251,-35.000000,-41.226753,2.627136,2.686053,2.664501,6.912725,-2.734462
35.000000,43.134697,-11.000000,-24.404091,4.562023,8.179663,0.000000,13.777987,-35.000000,-41.333961,2.616114,3.674528,2.677476,6.956216,-2.741116
35.000000,43.393425,-10.000000,-25.180275,4.555308,10.149027,0.000000,14.026907,-35.000000,-42.080719,2.604892,4.306679,2.690734,6.999951,-2.747441
34.000000,43.653515,-13.000000,-28.960545,4.554999,11.200329,0.000000,14.263039,-35.000000,-42.789116,2.593482,4.475616,2.704276,7.043929,-2.753333
34.000000,43.576500,-12.000000,-28.729500,4.547338,11.490610,0.000000,14.398423,-36.000000,-43.195271,2.581963,4.264068,2.718004,7.087810,-2.758783
34.000000,43.257751,-11.000000,-27.773254,4.539931,11.403430,0.000000,14.696422,-37.000000,-44.089264,2.570206,3.779803,2.732084,7.131352,-2.763771
34.000000,43.034935,-11.000000,-27.104805,4.532703,11.199844,0.000000,15.317785,-40.000000,-45.953354,2.557952,2.973256,2.746837,7.174651,-2.768302
34.000000,42.990086,-11.000000,-26.970257,4.525511,10.883407,0.000000,15.914014,-43.000000,-47.742043,2.545220,1.761088,2.762233,7.217889,-2.772439
34.000000,42.949356,-11.000000,-26.848068,4.518352,10.383445,0.000000,16.169329,-45.000000,-48.507988,2.532285,0.292040,2.777930,7.261068,-2.776187
33.000000,42.656334,-14.000000,-28.969002,4.518043,9.774047,0.000000,16.035843,-46.000000,-48.107529,2.519456,-1.070755,2.793543,7.303936,-2.779524
33.000000,41.847248,-12.000000,-26.541744,4.510965,9.338366,0.000000,15.431306,-45.000000,-46.293919,2.507111,-1.936608,2.808589,7.345979,-2.782541
33.000000,40.522530,-8.000000,-22.567589,4.504947,9.471684,0.000000,14.351494,-42.000000,-43.054482,2.495630,-1.970976,2.822566,7.386691,-2.785462
33.000000,39.099319,-3.000000,-18.297958,4.500067,10.422808,0.000000,13.005344,-37.000000,-39.016033,2.485226,-0.971346,2.835180,7.425987,-2.788497
32.000000,38.046417,-1.000000,-18.139252,4.499874,12.050932,0.000000,11.713154,-31.000000,-35.139462,2.475855,1.012875,2.846478,7.464239,-2.791706
32.000000,37.423210,2.000000,-16.269630,4.495535,13.895260,0.000000,10.977426,-26.000000,-32.932278,2.467073,3.595850,2.857024,7.501871,-2.795011
32.000000,36.959087,5.000000,-14.877262,4.491568,15.521690,0.000000,11.116424,-24.000000,-33.349270,2.458180,6.077701,2.867698,7.539043,-2.798394
32.000000,36.611099,7.000000,-13.833298,4.487879,16.727636,0.000000,11.332566,-23.000000,-33.997700,2.449114,7.845378,2.878572,7.575875,-2.801884
32.000000,36.543373,8.000000,-13.630119,4.484244,17.416199,-1.000000,10.483725,-22.000000,-34.451172,2.448746,9.019139,2.888586,7.612641,-2.805442
32.000000,36.529495,8.000000,-13.588486,4.480620,17.515524,-1.000000,8.867393,-16.000000,-29.602177,2.440853,10.362901,2.896972,7.649399,-2.809057
31.000000,36.203690,6.000000,-15.611069,4.480454,17.142544,-1.000000,7.604248,-11.000000,-25.812744,2.433969,12.321957,2.904076,7.685835,-2.812809
31.000000,35.722973,6.000000,-14.168919,4.476676,16.589514,-1.000000,7.120944,-7.000000,-24.362831,2.427473,14.522436,2.910674,7.721802,-2.816709
31.000000,35.476673,7.000000,-13.430019,4.473094,16.006733,-1.000000,7.183196,-5.000000,-24.549587,2.420926,16.262255,2.917332,7.757520,-2.820614
31.000000,35.469955,6.000000,-13.409866,4.469518,15.289538,-1.000000,7.478800,-5.000000,-25.436399,2.414143,17.101097,2.913019,7.788880,-2.823367
30.000000,35.385376,2.000000,-16.156128,4.469346,14.342673,-1.000000,7.809172,-7.000000,-26.427515,2.407096,16.977909,2.920354,7.824487,-2.826862
30.000000,35.014793,2.000000,-15.044380,4.465334,13.296922,-1.000000,8.017437,-8.000000,-27.052311,2.399882,16.079239,2.931032,7.859543,-2.831454
33.000000,34.316978,12.000000,-3.950935,4.465321,12.437367,-1.000000,8.084102,-10.000000,-27.252304,2.392615,14.697012,2.938601,7.894095,-2.835207
33.000000,33.214413,15.000000,-0.643238,4.465149,12.062924,-1.000000,8.040048,-11.000000,-27.120144,2.385383,13.108678,2.942466,7.924037,-2.843630
33.000000,31.885511,20.000000,3.343466,4.466041,12.391577,-1.000000,7.744356,-12.000000,-26.233068,2.378387,11.556355,2.946326,7.953980,-2.852052
33.000000,30.979179,23.000000,6.062462,4.467657,13.350543,-1.000000,7.212510,-11.000000,-24.637531,2.371817,10.279624,2.946266,7.993484,-2.858805
32.000000,30.888819,22.000000,3.333544,4.467693,14.425731,-1.000000,6.732743,-11.000000,-23.198231,2.365631,9.411561,2.952199,8.024708,-2.864548
32.000000,31.191181,21.000000,2.426456,4.468340,14.982176,-1.000000,6.397912,-10.000000,-22.193737,2.359713,8.880660,2.953743,8.056098,-2.870241
32.000000,31.183325,21.000000,2.450026,4.468993,14.820932,-1.000000,6.027900,-10.000000,-21.083698,2.354090,8.552662,2.958913,8.087635,-2.876347
32.000000,30.552137,23.000000,4.343588,4.470151,14.314640,-1.000000,5.545783,-8.000000,-19.637348,2.348854,8.399155,2.957839,8.105882,-2.882847
32.000000,29.440344,26.000000,7.678968,4.472199,14.037880,-1.000000,5.019061,-7.000000,-18.057182,2.344038,8.455429,2.961946,8.135690,-2.889293
32.000000,28.378122,29.000000,10.865633,4.475097,14.305714,-1.000000,4.583961,-5.000000,-16.751884,2.339571,8.696371,2.965589,8.164447,-2.895937
32.000000,28.014395,31.000000,11.956816,4.478285,14.907954,-1.000000,4.507432,-5.000000,-16.522297,2.335165,8.954584,2.969136,8.192842,-2.902686
32.000000,28.399717,30.000000,10.800848,4.481165,15.232413,-1.000000,4.792928,-6.000000,-17.378784,2.330531,8.943277,2.968236,8.216211,-2.907867
31.000000,28.809092,25.000000,6.572725,4.481236,14.812963,-1.000000,4.981725,-7.000000,-17.945175,2.325745,8.494568,2.972261,8.245402,-2.914551
31.000000,28.492662,25.000000,7.522013,4.483242,13.820055,-1.000000,4.814185,-7.000000,-17.442554,2.321094,7.768878,2.973652,8.250857,-2.921597
31.000000,27.346140,28.000000,10.961580,4.486165,12.948590,-1.000000,4.501298,-7.000000,-16.503895,2.316693,7.077702,2.977166,8.278593,-2.928466
31.000000,25.993654,32.000000,15.019037,4.490170,12.805499,-1.000000,4.234755,-6.000000,-15.704266,2.312505,6.575508,2.973461,8.304641,-2.932332
31.000000,25.241255,35.000000,17.276236,4.494777,13.375423,-1.000000,3.986607,-6.000000,-14.959820,2.308516,6.241825,2.976398,8.330291,-2.939589
31.000000,25.256716,35.000000,17.229853,4.499372,14.060305,-1.000000,3.670790,-5.000000,-14.012372,2.304779,6.044031,2.979032,8.355949,-2.946735
31.000000,25.409948,35.000000,16.770155,4.503844,14.278425,-1.000000,3.216435,-4.000000,-12.649305,2.301406,6.016454,2.981235,8.381751,-2.953692
31.000000,24.907017,36.000000,18.278950,4.508718,14.041332,-1.000000,2.616702,-2.000000,-10.850106,2.298513,6.235113,2.982842,8.407050,-2.960612
30.000000,23.593386,37.000000,19.219843,4.508923,13.928712,-1.000000,1.941065,0.000000,-8.823195,2.296160,6.754073,2.983742,8.431043,-2.967725
30.000000,22.191147,42.000000,23.426559,4.515170,14.470078,-1.000000,1.235660,3.000000,-6.706980,2.294371,7.563536,2.977642,8.460435,-2.972464
30.000000,21.576605,45.000000,25.270185,4.521909,15.542441,-1.000000,0.556002,6.000000,-4.668006,2.293126,8.595941,2.977088,8.482427,-2.979999
30.000000,21.852200,45.000000,24.443401,4.528427,16.430367,-1.000000,0.042027,8.000000,-3.126082,2.292293,9.722858,2.976029,8.504691,-2.987451
30.000000,22.273056,44.000000,23.180832,4.534609,16.512695,-1.000000,-0.293742,10.000000,-2.118774,2.291728,10.761334,2.974656,8.527370,-2.994742
30.000000,22.009714,44.000000,23.970858,4.541001,15.858884,-1.000000,-0.668748,12.000000,-0.993756,2.291463,11.586298,2.972914,8.549779,-3.001970
30.000000,20.969294,46.000000,27.092119,4.548225,15.130898,-1.000000,-1.209234,15.000000,0.627701,2.291630,12.237329,2.970610,8.571155,-3.009321
30.000000,19.916716,49.000000,30.249853,4.556292,14.896849,-1.000000,-1.798988,17.000000,2.396963,2.292269,12.833172,2.967685,8.591489,-3.016874
30.000000,19.718174,50.000000,30.845478,4.564517,15.036129,-1.000000,-2.296953,19.000000,3.890859,2.293307,13.408507,2.964250,8.611622,-3.024482
30.000000,20.340654,33.000000,28.978037,4.579972,0.000000,-1.000000,-2.617597,7.000000,4.852791,2.295895,0.000000,2.960512,8.632370,-3.031947
29.000000,20.699825,29.000000,24.900524,4.581035,-0.150096,-1.000000,-2.769297,7.000000,5.307891,2.298726,0.063395,2.956644,8.653473,-3.039266
29.000000,19.897982,31.000000,27.306055,4.588316,0.000000,-1.000000,-2.945976,8.000000,5.837929,2.300283,0.000000,2.952592,8.673772,-3.046608
29.000000,18.315287,37.000000,32.054138,4.596864,0.371309,-1.000000,-3.290539,9.000000,6.871617,2.302116,0.080836,2.948168,8.692498,-3.054120
