t_ms,online_roll,online_pitch,repo_mahony_roll_aligned,repo_mahony_pitch_aligned,soft_mahony_roll_aligned,soft_mahony_pitch_aligned,madgwick_imu_roll_aligned,madgwick_imu_pitch_aligned,complementary_rp_roll_aligned,complementary_rp_pitch_aligned,gyro_only_roll_aligned,gyro_only_pitch_aligned,repo_mahony_accel_mag,repo_mahony_acc_weight,soft_mahony_acc_weight
67950.0,18.01148,-17.539726,15.391196950617225,-20.922717097658424,10.923262880099102,-14.894540189909,12.415791333573084,-14.944024537498919,1.528780807731955,-3.048796481323242,14.979328046122198,-29.556440156583655,0.9101637708313818,0.09003871631983068,0.6584960963576205
67951.0,18.011789,-17.525967,15.390934565920269,-20.90885015595752,10.916840213638803,-14.876296725874187,12.413324676896464,-14.928071345455827,1.5271922992546574,-3.0438422771528955,14.97695347354636,-29.54263770728765,0.9067074411578411,0.05905509810022664,0.6457596981317802
67952.0,18.011299,-17.511395,15.389860975391592,-20.894178621812245,10.909792567720757,-14.85719456628216,12.40998716964369,-14.911197905271123,1.5250889049267422,-3.037872434125205,14.97357733492704,-29.527951740013133,0.9035593226772661,0.031126354840230512,0.6335376672413998
67955.0,18.010456,-17.496386,15.38553726257814,-20.8489023609814,10.888650765654969,-14.79925409371609,12.398524119961982,-14.859165501350876,1.5176216779203067,-3.019499357677773,14.961774565492249,-29.48236703176672,0.8944324081622937,0.0,0.5979646927658752
67956.0,18.008806,-17.450794,15.384743650322154,-20.833632762533032,10.883803733090254,-14.780800136610571,12.395314030294001,-14.841867458818411,1.5154007355609727,-3.0146819839461587,14.958394447731465,-29.466989461366182,0.8441584930331507,0.0,0.4712102674578433
67957.0,18.009052,-17.43549,15.384368092885634,-20.818239062303885,10.879851587246765,-14.76243353385768,12.392508746997507,-14.824475257544135,1.5135892330961531,-3.0099511906125453,14.955441564721411,-29.451487455873565,0.830386547191728,0.0,0.4342650922720842
67958.0,18.009844,-17.420092,15.384538849796712,-20.80275663296898,10.87683496091475,-14.74413079825503,12.39023644833805,-14.807007683345027,1.5123670758744523,-3.0052364835906014,14.953054656444337,-29.435896834820092,0.819424658133986,0.0,0.4045670473653958
67959.0,18.011536,-17.404947,15.385623925902177,-20.787529048085084,10.874901618615137,-14.726136055289818,12.388864347458686,-14.789788507695512,1.5121322418762455,-3.0007330318750833,14.951606630688694,-29.4205614400801,0.8153674108639614,0.0,0.3917127685995146
67960.0,18.014418,-17.390533,15.387893606299205,-20.773024357980454,10.87427629593186,-14.708867509046666,12.388666965441013,-14.77325939695335,1.5133187335826919,-2.996754495360446,14.951364495313612,-29.405949270961298,0.8133937086829477,0.0,0.384063229829771
67961.0,18.018383,-17.377192,15.391255881339266,-20.759602032316465,10.874880645563543,-14.692717932610657,12.389546196992747,-14.757799163781643,1.515844599631242,-2.993792633193821,14.9522242904997,-29.392419362620206,0.8107057349667635,0.0,0.37505399000962747
67962.0,18.023062,-17.365011,15.395326040325834,-20.74733008194678,10.876227247172807,-14.6776581495807,12.391134687693084,-14.743430679008789,1.5194429038683106,-2.9916268015151033,14.95379928903288,-29.380039661854536,0.812056115546826,0.0,0.3757861876124549
67965.0,18.027914,-17.353697,15.408086973893369,-20.71314698923125,10.881256509277538,-14.635351096859068,12.396371628186902,-14.702994498941397,1.5312065011068348,-2.988104721280393,14.959128006278778,-29.345532174451535,0.8098557897095012,0.0,0.36461157117127924
67966.0,18.039623,-17.321581,15.41073264984102,-20.702399913948366,10.881828952264723,-14.62226314363663,12.39644868416095,-14.69032457482916,1.533647342737419,-2.9886716547585053,14.959283187418922,-29.334675234905685,0.7929676409551653,0.0,0.3246300653126204
67967.0,18.042276,-17.310633,15.412785950959776,-20.691368591401986,10.88191403194487,-14.608935397609752,12.395936641640255,-14.677383924359775,1.535548416366904,-2.9890545612843726,14.958840602560933,-29.323533131917838,0.7904137129845358,0.0,0.3174086270877555
67968.0,18.044254,-17.299223,15.4141568815838,-20.679873882697226,10.881373358791446,-14.595172911545973,12.394736938443012,-14.663986631926091,1.5367721058768455,-2.9890263465702107,14.957735468069103,-29.311927803966736,0.7891274313315944,0.0,0.3131220025479879
67969.0,18.045153,-17.287275,15.414469631831388,-20.667844208091847,10.87966904471251,-14.580853230470844,12.392461649304996,-14.650052574020894,1.536881200160546,-2.988448470607975,14.95562173938703,-29.299788991238135,0.7931050116529336,0.0,0.3207743985869712
67970.0,18.044649,-17.274815,15.413391901924307,-20.655299647251017,10.876490241522383,-14.56597790250412,12.388783821385344,-14.635579669734632,1.535726883570233,-2.9872503125626833,14.952170894643519,-29.287136978193445,0.7972842845817293,0.0,0.328977680552939
