flight,samples,duration_s,acc_mag_mean_g,acc_mag_p05_g,acc_mag_p95_g,repo_acc_used_pct,soft_acc_used_pct,repo_longest_no_acc_ms,soft_longest_no_acc_ms
1,70182,102.4,1.0160215569919158,0.8092371888673568,1.2823358861490162,55.38884614288564,80.52064631956912,1284.0,1242.0
2,99694,137.208,1.0123913912729696,0.8359159931644222,1.2252457739426923,56.223042510080845,81.52847714004855,735.0,629.0
3,154324,211.45600000000002,1.014584886207474,0.8228715517051203,1.2488688141757724,49.49327389129364,75.20411601565537,6616.0,6616.0
4,122856,167.748,1.0090970991337662,0.8377071642923914,1.21411701804604,63.53291658527056,89.36885459399623,608.0,505.0
5,117124,155.14600000000002,1.0137315214022564,0.8270782772409343,1.251043046051346,58.397083432942864,86.14716027458078,562.0,546.0
6,94143,128.68800000000002,1.0100286450187872,0.8363528377326157,1.212959507196621,69.9574052239678,92.7503903635958,883.0,801.0
