I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22,I23,I24,I25,I26,I27,I28,I29,I30,I31,I32,I33
25069.000000,0.000000,123.213356,1.000000,0.000000,0.000000,-0.000297,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,133.507233,119.459244,112.534615,141.485489,134.000000,119.000000,113.000000,141.000000,1.000000,1.000000,1.000000,1.000000,-0.009065,-0.416856,-0.444056,15.281269,-12.495499,-1.321875,-0.681264,0.000000
25079.000000,0.000000,123.196335,1.000000,0.000000,0.000000,-0.001153,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,133.507599,119.459244,111.535141,141.485123,134.000000,121.000000,112.000000,141.000000,1.000000,1.000000,1.000000,1.000000,-0.008915,-0.416716,-0.444057,15.281269,-12.495499,-1.321875,-0.681264,0.000000
25089.000000,0.000000,123.170280,1.000000,0.000000,0.000000,-0.002265,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,133.507233,119.459244,112.534615,141.485489,133.000000,111.000000,115.000000,143.000000,1.000000,1.000000,1.000000,1.000000,-0.009085,-0.416497,-0.444059,15.292589,-12.491134,0.023763,-0.292266,0.000000
25099.000000,0.000000,123.146126,1.000000,0.000000,0.000000,-0.002866,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,132.507645,121.459259,114.535011,141.485123,130.000000,126.000000,116.000000,140.000000,1.000000,1.000000,1.000000,1.000000,-0.008975,-0.416507,-0.444061,15.292589,-12.491134,0.023763,-0.292266,0.000000
25109.000000,0.000000,123.140236,1.000000,0.000000,0.000000,-0.002071,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,132.507645,125.458145,115.534805,142.485184,139.000000,125.000000,117.000000,142.000000,1.000000,1.000000,1.000000,1.000000,-0.009290,-0.416315,-0.444063,15.301579,-12.488809,0.023763,-0.292266,0.000000
25119.000000,0.000000,123.142387,1.000000,0.000000,0.000000,-0.000969,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,131.507721,125.458145,116.535461,140.485016,132.000000,123.000000,121.000000,139.000000,1.000000,1.000000,1.000000,1.000000,-0.009310,-0.416161,-0.444065,15.301579,-12.488809,0.023763,-0.292266,0.000000
25129.000000,0.000000,123.153236,1.000000,0.000000,0.000000,0.000388,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,135.508286,123.457993,116.535461,139.485123,136.000000,121.000000,115.000000,139.000000,1.000000,1.000000,1.000000,1.000000,-0.009029,-0.415935,-0.444067,15.310568,-12.487031,-0.364421,0.282813,0.000000
25139.000000,0.000000,123.173164,1.000000,0.000000,0.000000,0.001942,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,135.508286,123.457993,117.535950,139.485123,138.000000,126.000000,118.000000,141.000000,1.000000,1.000000,1.000000,1.000000,-0.009065,-0.415585,-0.444070,15.310568,-12.487031,-0.364421,0.282813,0.000000
25149.000000,0.000000,123.202354,1.000000,0.000000,0.000000,0.003635,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,135.508286,122.458305,117.535385,141.484070,129.000000,122.000000,118.000000,144.000000,1.000000,1.000000,1.000000,1.000000,-0.008689,-0.415592,-0.444073,15.321872,-12.485929,1.465362,1.050108,0.000000
25159.000000,0.000000,123.232544,1.000000,0.000000,0.000000,0.004880,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,131.510223,123.459305,117.535385,142.482574,132.000000,123.000000,116.000000,142.000000,1.000000,1.000000,1.000000,1.000000,-0.008030,-0.415637,-0.444077,15.321872,-12.485929,1.465362,1.050108,0.000000
25169.000000,0.000000,123.257607,1.000000,0.000000,0.000000,0.005402,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,131.510223,123.459305,115.534424,142.482574,133.000000,127.000000,116.000000,138.000000,1.000000,1.000000,1.000000,1.000000,-0.007986,-0.415570,-0.444080,15.338296,-12.489413,-0.742972,2.008858,0.000000
25179.000000,0.000000,123.281364,1.000000,0.000000,0.000000,0.005649,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,132.510330,123.459305,115.534424,142.482376,134.000000,119.000000,121.000000,142.000000,1.000000,1.000000,1.000000,1.000000,-0.008080,-0.415396,-0.444082,15.338296,-12.489413,-0.742972,2.008858,0.000000
25189.000000,0.000000,123.298363,1.000000,0.000000,0.000000,0.005333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,132.510330,123.458450,115.535278,140.482025,130.000000,123.000000,116.000000,140.000000,1.000000,1.000000,1.000000,1.000000,-0.008116,-0.414998,-0.444083,15.349115,-12.492367,0.407726,-0.395541,0.000000
25199.000000,0.000000,123.312943,1.000000,0.000000,0.000000,0.004889,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,131.510086,123.458450,115.535690,142.482376,132.000000,125.000000,116.000000,144.000000,1.000000,1.000000,1.000000,1.000000,-0.008509,-0.415145,-0.444085,15.349115,-12.492367,0.407726,-0.395541,0.000000
25209.000000,0.000000,123.328323,1.000000,0.000000,0.000000,0.004550,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,131.510086,123.458450,115.535278,143.482162,132.000000,121.000000,115.000000,143.000000,1.000000,1.000000,1.000000,1.000000,-0.008317,-0.414923,-0.444087,15.356778,-12.490858,1.078911,0.854859,0.000000
25219.000000,0.000000,123.344139,1.000000,0.000000,0.000000,0.004251,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,131.510086,122.458214,115.535545,144.481720,131.000000,122.000000,116.000000,144.000000,1.000000,1.000000,1.000000,1.000000,-0.008141,-0.414788,-0.444090,15.356778,-12.490858,1.078911,0.854859,0.000000
25229.000000,0.000000,123.354568,1.000000,0.000000,0.000000,0.003603,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,131.510620,121.458122,115.535545,143.482162,134.000000,118.000000,120.000000,138.000000,1.000000,1.000000,1.000000,1.000000,-0.007978,-0.414424,-0.444092,15.367971,-12.488230,1.078911,0.854859,0.000000
25239.000000,0.000000,123.360893,1.000000,0.000000,0.000000,0.002799,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,132.511658,122.457672,115.535545,141.481171,133.000000,122.000000,115.000000,141.000000,1.000000,1.000000,1.000000,1.000000,-0.008108,-0.414269,-0.444094,15.367971,-12.488230,1.078911,0.854859,0.000000
25249.000000,0.000000,123.361351,1.000000,0.000000,0.000000,0.001776,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,132.511658,122.457672,114.536133,141.481171,132.000000,122.000000,112.000000,141.000000,1.000000,1.000000,1.000000,1.000000,-0.008216,-0.414449,-0.444097,15.378683,-12.493171,1.078911,0.854859,0.000000
25259.000000,0.000000,123.354698,1.000000,0.000000,0.000000,0.000530,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,131.511322,122.457672,114.536133,141.481537,130.000000,120.000000,117.000000,141.000000,1.000000,1.000000,1.000000,1.000000,-0.008031,-0.414900,-0.444099,15.378683,-12.493171,1.078911,0.854859,0.000000
25269.000000,0.000000,123.337326,1.000000,0.000000,0.000000,-0.001093,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,131.511322,122.457718,112.535095,141.481781,136.000000,122.000000,113.000000,144.000000,1.000000,1.000000,1.000000,1.000000,-0.007730,-0.414728,-0.444102,15.391206,-12.501290,-0.647517,0.468239,0.000000
25279.000000,0.000000,123.306686,1.000000,0.000000,0.000000,-0.003125,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,129.511124,122.458748,112.535095,141.481781,129.000000,124.000000,112.000000,140.000000,1.000000,1.000000,1.000000,1.000000,-0.007711,-0.415285,-0.444105,15.391206,-12.501290,-0.647517,0.468239,0.000000
25289.000000,0.000000,123.277634,1.000000,0.000000,0.000000,-0.004466,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,132.511139,123.459946,112.535095,141.481659,133.000000,123.000000,115.000000,141.000000,1.000000,1.000000,1.000000,1.000000,-0.007495,-0.415503,-0.444107,15.404466,-12.513213,-0.647517,0.468239,0.000000
25299.000000,0.000000,123.252831,1.000000,0.000000,0.000000,-0.005137,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,130.511002,124.459351,114.533798,141.481659,131.000000,125.000000,116.000000,142.000000,1.000000,1.000000,1.000000,1.000000,-0.007535,-0.415619,-0.444109,15.404466,-12.513213,-0.647517,0.468239,0.000000
25309.000000,0.000000,123.239746,1.000000,0.000000,0.000000,-0.004840,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,132.510757,123.459946,115.533699,142.481812,133.000000,122.000000,117.000000,147.000000,1.000000,1.000000,1.000000,1.000000,-0.007599,-0.415700,-0.444112,15.414769,-12.517583,-0.358986,-0.777634,0.000000
25319.000000,0.000000,123.241005,1.000000,0.000000,0.000000,-0.003678,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,132.510239,124.459663,116.533669,142.481812,133.000000,124.000000,118.000000,141.000000,1.000000,1.000000,1.000000,1.000000,-0.007874,-0.415782,-0.444113,15.414769,-12.517583,-0.358986,-0.777634,0.000000
25329.000000,0.000000,123.247345,1.000000,0.000000,0.000000,-0.002493,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,132.510239,122.460037,116.534554,142.482986,133.000000,122.000000,117.000000,142.000000,1.000000,1.000000,1.000000,1.000000,-0.008224,-0.415742,-0.444115,15.423355,-12.524224,-0.358986,-0.777634,0.000000
25339.000000,0.000000,123.257362,1.000000,0.000000,0.000000,-0.001368,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,132.509766,123.459206,116.534554,141.482544,132.000000,123.000000,114.000000,139.000000,1.000000,1.000000,1.000000,1.000000,-0.008117,-0.415664,-0.444117,15.423355,-12.524224,-0.358986,-0.777634,0.000000
25349.000000,0.000000,123.272751,1.000000,0.000000,0.000000,-0.000172,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,132.509766,123.459206,116.534554,142.482330,136.000000,125.000000,119.000000,142.000000,1.000000,1.000000,1.000000,1.000000,-0.007954,-0.415523,-0.444121,15.432838,-12.528071,-0.743666,0.089842,0.000000
25359.000000,0.000000,123.303009,1.000000,0.000000,0.000000,0.001680,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,133.511307,125.459084,117.534538,142.482330,134.000000,125.000000,118.000000,145.000000,1.000000,1.000000,1.000000,1.000000,-0.007711,-0.415071,-0.444125,15.432838,-12.528071,-0.743666,0.089842,0.000000
25369.000000,0.000000,123.346703,1.000000,0.000000,0.000000,0.003882,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,133.511765,125.459084,117.534538,143.480972,134.000000,122.000000,111.000000,143.000000,1.000000,1.000000,1.000000,1.000000,-0.007575,-0.414843,-0.444128,15.449880,-12.528033,-0.741431,0.087997,0.000000
25379.000000,0.000000,123.394318,1.000000,0.000000,0.000000,0.005699,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,133.511307,122.459106,117.534538,144.481033,131.000000,121.000000,119.000000,144.000000,1.000000,1.000000,1.000000,1.000000,-0.007408,-0.415133,-0.444131,15.449880,-12.528033,-0.741431,0.087997,0.000000
25389.000000,0.000000,123.424950,1.000000,0.000000,0.000000,0.005886,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,133.511765,121.459709,112.534081,143.480972,138.000000,119.000000,113.000000,140.000000,1.000000,1.000000,1.000000,1.000000,-0.007479,-0.415285,-0.444134,15.465241,-12.533404,-0.741431,0.087997,0.000000
25399.000000,0.000000,123.439919,1.000000,0.000000,0.000000,0.005005,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,132.511337,121.459709,115.533768,140.481415,133.000000,123.000000,116.000000,138.000000,1.000000,1.000000,1.000000,1.000000,-0.007427,-0.415420,-0.444136,15.465241,-12.533404,-0.741431,0.087997,0.000000
25409.000000,0.000000,123.445892,1.000000,0.000000,0.000000,0.003788,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,136.510773,119.459824,115.533768,139.481949,137.000000,118.000000,118.000000,139.000000,1.000000,1.000000,1.000000,1.000000,-0.007485,-0.415728,-0.444137,15.476865,-12.543176,-0.165046,0.756427,0.000000
25419.000000,0.000000,123.450684,1.000000,0.000000,0.000000,0.002818,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,135.509979,122.460159,115.533768,139.481949,136.000000,122.000000,112.000000,142.000000,1.000000,1.000000,1.000000,1.000000,-0.007794,-0.416058,-0.444137,15.476865,-12.543176,-0.165046,0.756427,0.000000
25429.000000,0.000000,123.451775,1.000000,0.000000,0.000000,0.001847,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,135.509979,119.460869,115.532928,141.482651,135.000000,119.000000,116.000000,141.000000,1.000000,1.000000,1.000000,1.000000,-0.007559,-0.416313,-0.444138,15.480252,-12.549939,-0.165046,0.756427,0.000000
25439.000000,0.000000,123.447357,1.000000,0.000000,0.000000,0.000758,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,134.510056,121.460876,113.532913,141.483170,131.000000,121.000000,114.000000,141.000000,1.000000,1.000000,1.000000,1.000000,-0.007706,-0.416565,-0.444139,15.480252,-12.549939,-0.165046,0.756427,0.000000
25449.000000,0.000000,123.436142,1.000000,0.000000,0.000000,-0.000491,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,134.510056,119.460869,114.532547,141.483170,136.000000,118.000000,115.000000,142.000000,1.000000,1.000000,1.000000,1.000000,-0.007732,-0.416891,-0.444140,15.483268,-12.558696,-0.165046,0.756427,0.000000
25459.000000,0.000000,123.420021,1.000000,0.000000,0.000000,-0.001718,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,132.508499,121.460876,114.532547,141.483170,133.000000,125.000000,116.000000,140.000000,1.000000,1.000000,1.000000,1.000000,-0.008054,-0.417066,-0.444141,15.483268,-12.558696,-0.165046,0.756427,0.000000
25469.000000,0.000000,123.417046,1.000000,0.000000,0.000000,-0.001757,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,132.508499,125.460823,115.532448,142.483551,130.000000,129.000000,116.000000,143.000000,1.000000,1.000000,1.000000,1.000000,-0.007950,-0.417231,-0.444143,15.489021,-12.568799,-0.165046,0.756427,0.000000
25479.000000,0.000000,123.418297,1.000000,0.000000,0.000000,-0.001532,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,132.508499,125.460823,115.532799,140.484711,134.000000,124.000000,119.000000,140.000000,1.000000,1.000000,1.000000,1.000000,-0.008019,-0.417499,-0.444145,15.489021,-12.568799,-0.165046,0.756427,0.000000
25489.000000,0.000000,123.428192,1.000000,0.000000,0.000000,-0.000823,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,131.508469,125.461678,115.532448,143.484207,132.000000,125.000000,116.000000,144.000000,1.000000,1.000000,1.000000,1.000000,-0.007781,-0.417471,-0.444147,15.497700,-12.574470,-0.165046,0.756427,0.000000
25499.000000,0.000000,123.447136,1.000000,0.000000,0.000000,0.000261,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,133.508026,124.461388,116.532082,142.484268,135.000000,119.000000,117.000000,142.000000,1.000000,1.000000,1.000000,1.000000,-0.007843,-0.417389,-0.444148,15.497700,-12.574470,-0.165046,0.756427,0.000000
25509.000000,0.000000,123.464264,1.000000,0.000000,0.000000,0.000913,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,131.509186,124.461311,115.531929,142.484268,132.000000,124.000000,112.000000,142.000000,1.000000,1.000000,1.000000,1.000000,-0.007681,-0.416981,-0.444149,15.505226,-12.576030,0.792263,-0.389435,0.000000
25519.000000,0.000000,123.485397,1.000000,0.000000,0.000000,0.001645,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,132.509232,124.461311,116.532082,142.484268,133.000000,125.000000,118.000000,145.000000,1.000000,1.000000,1.000000,1.000000,-0.007799,-0.416746,-0.444151,15.505226,-12.576030,0.792263,-0.389435,0.000000
25529.000000,0.000000,123.500969,1.000000,0.000000,0.000000,0.001812,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,132.509232,124.461311,112.533760,143.483078,138.000000,121.000000,113.000000,143.000000,1.000000,1.000000,1.000000,1.000000,-0.007969,-0.416191,-0.444152,15.511254,-12.572284,0.792263,-0.389435,0.000000
25539.000000,0.000000,123.526077,1.000000,0.000000,0.000000,0.002553,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,132.510208,125.460838,116.533783,143.483078,133.000000,127.000000,117.000000,137.000000,1.000000,1.000000,1.000000,1.000000,-0.007817,-0.415890,-0.444153,15.511254,-12.572284,0.792263,-0.389435,0.000000
25549.000000,0.000000,123.546898,1.000000,0.000000,0.000000,0.002794,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,133.510422,121.460060,115.534019,143.482285,134.000000,119.000000,116.000000,143.000000,1.000000,1.000000,1.000000,1.000000,-0.007815,-0.415696,-0.444153,15.515810,-12.569184,-1.709248,0.376311,0.000000
25559.000000,0.000000,123.564316,1.000000,0.000000,0.000000,0.002738,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,132.510208,122.459503,115.534019,143.482285,124.000000,122.000000,110.000000,143.000000,1.000000,1.000000,1.000000,1.000000,-0.007943,-0.415680,-0.444154,15.515810,-12.569184,-1.709248,0.376311,0.000000
25569.000000,0.000000,123.570732,1.000000,0.000000,0.000000,0.001979,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,131.510254,120.458817,115.534019,143.482285,132.000000,120.000000,116.000000,140.000000,1.000000,1.000000,1.000000,1.000000,-0.008214,-0.415376,-0.444156,15.518832,-12.567743,-1.709248,0.376311,0.000000
25579.000000,0.000000,123.571701,1.000000,0.000000,0.000000,0.001085,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,131.510254,121.458763,115.534988,143.481918,132.000000,121.000000,120.000000,143.000000,1.000000,1.000000,1.000000,1.000000,-0.008017,-0.415095,-0.444160,15.518832,-12.567743,-1.709248,0.376311,0.000000
25589.000000,0.000000,123.557564,1.000000,0.000000,0.000000,-0.000527,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,131.510254,120.458817,115.534988,140.482605,127.000000,119.000000,112.000000,140.000000,1.000000,1.000000,1.000000,1.000000,-0.007679,-0.414959,-0.444164,15.532676,-12.566615,-1.709248,0.376311,0.000000
25599.000000,0.000000,123.540703,1.000000,0.000000,0.000000,-0.001840,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,131.510864,121.458763,114.534676,143.480835,132.000000,123.000000,115.000000,143.000000,1.000000,1.000000,1.000000,1.000000,-0.007527,-0.414782,-0.444167,15.532676,-12.566615,-1.709248,0.376311,0.000000
25609.000000,0.000000,123.510963,1.000000,0.000000,0.000000,-0.003593,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,128.512131,123.459084,114.534676,140.481339,129.000000,124.000000,118.000000,137.000000,1.000000,1.000000,1.000000,1.000000,-0.007356,-0.414899,-0.444170,15.549726,-12.568419,-1.709248,0.376311,0.000000
25619.000000,0.000000,123.480309,1.000000,0.000000,0.000000,-0.004867,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,131.511948,124.459442,114.534676,139.480621,136.000000,125.000000,114.000000,139.000000,1.000000,1.000000,1.000000,1.000000,-0.007096,-0.415059,-0.444172,15.549726,-12.568419,-1.709248,0.376311,0.000000
25629.000000,0.000000,123.449318,1.000000,0.000000,0.000000,-0.005758,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,131.512131,124.459442,114.533791,139.480621,132.000000,122.000000,115.000000,140.000000,1.000000,1.000000,1.000000,1.000000,-0.007168,-0.415095,-0.444174,15.561074,-12.577329,-1.709248,0.376311,0.000000
25639.000000,0.000000,123.429489,1.000000,0.000000,0.000000,-0.005623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,135.512161,123.459740,114.533791,140.480728,137.000000,123.000000,115.000000,141.000000,1.000000,1.000000,1.000000,1.000000,-0.007061,-0.414757,-0.444175,15.561074,-12.577329,-1.709248,0.376311,0.000000
25649.000000,0.000000,123.407074,1.000000,0.000000,0.000000,-0.005644,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,131.512329,122.459999,114.534019,141.480179,132.000000,120.000000,120.000000,142.000000,1.000000,1.000000,1.000000,1.000000,-0.007403,-0.414625,-0.444177,15.567463,-12.580686,-1.709248,0.376311,0.000000
25659.000000,0.000000,123.388519,1.000000,0.000000,0.000000,-0.005337,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,131.512329,123.459740,114.534378,142.480072,124.000000,126.000000,115.000000,142.000000,1.000000,1.000000,1.000000,1.000000,-0.007153,-0.414568,-0.444180,15.567463,-12.580686,-1.709248,0.376311,0.000000
25669.000000,0.000000,123.364731,1.000000,0.000000,0.000000,-0.005375,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,130.512863,120.459167,115.534279,142.480499,131.000000,119.000000,116.000000,143.000000,1.000000,1.000000,1.000000,1.000000,-0.007099,-0.414559,-0.444184,15.578807,-12.583840,-1.709248,0.376311,0.000000
25679.000000,0.000000,123.351166,1.000000,0.000000,0.000000,-0.004649,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,130.512680,125.459160,115.534279,142.480072,131.000000,125.000000,119.000000,141.000000,1.000000,1.000000,1.000000,1.000000,-0.007249,-0.414532,-0.444187,15.578807,-12.583840,-1.709248,0.376311,0.000000
25689.000000,0.000000,123.337013,1.000000,0.000000,0.000000,-0.004087,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,130.512680,123.458817,115.534927,141.480194,131.000000,123.000000,116.000000,139.000000,1.000000,1.000000,1.000000,1.000000,-0.007381,-0.414355,-0.444189,15.596351,-12.587718,-0.457052,0.372212,0.000000
25699.000000,0.000000,123.333641,1.000000,0.000000,0.000000,-0.002905,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,130.512680,125.458801,117.534836,141.480194,132.000000,125.000000,118.000000,141.000000,1.000000,1.000000,1.000000,1.000000,-0.007397,-0.414412,-0.444190,15.596351,-12.587718,-0.457052,0.372212,0.000000
25709.000000,0.000000,123.327225,1.000000,0.000000,0.000000,-0.002187,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,130.512680,123.458817,115.534927,141.480286,131.000000,114.000000,114.000000,145.000000,1.000000,1.000000,1.000000,1.000000,-0.007718,-0.414640,-0.444190,15.602079,-12.592862,-0.457052,0.372212,0.000000
25719.000000,0.000000,123.310341,1.000000,0.000000,0.000000,-0.002275,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,130.511856,117.458504,116.535362,143.481781,129.000000,117.000000,117.000000,143.000000,1.000000,1.000000,1.000000,1.000000,-0.008091,-0.414873,-0.444191,15.602079,-12.592862,-0.457052,0.372212,0.000000
25729.000000,0.000000,123.283127,1.000000,0.000000,0.000000,-0.002922,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,130.511856,117.458504,115.536331,143.481781,134.000000,127.000000,116.000000,141.000000,1.000000,1.000000,1.000000,1.000000,-0.008494,-0.414572,-0.444191,15.604308,-12.603171,1.664884,-0.491910,0.000000
25739.000000,0.000000,123.265160,1.000000,0.000000,0.000000,-0.002708,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,130.510406,124.456482,116.535362,141.482468,131.000000,124.000000,120.000000,141.000000,1.000000,1.000000,1.000000,1.000000,-0.008925,-0.414337,-0.444192,15.604308,-12.603171,1.664884,-0.491910,0.000000
25749.000000,0.000000,123.254234,1.000000,0.000000,0.000000,-0.002053,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,130.510406,124.456482,116.537964,141.482468,128.000000,120.000000,117.000000,144.000000,1.000000,1.000000,1.000000,1.000000,-0.009284,-0.414148,-0.444193,15.607512,-12.601710,1.664884,-0.491910,0.000000
25759.000000,0.000000,123.248634,1.000000,0.000000,0.000000,-0.001208,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,130.510406,122.455788,116.537964,143.482132,131.000000,122.000000,114.000000,143.000000,1.000000,1.000000,1.000000,1.000000,-0.009085,-0.413884,-0.444195,15.607512,-12.601710,1.664884,-0.491910,0.000000
25769.000000,0.000000,123.238747,1.000000,0.000000,0.000000,-0.000855,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,130.510712,122.455788,113.538055,143.482132,132.000000,125.000000,113.000000,143.000000,1.000000,1.000000,1.000000,1.000000,-0.008902,-0.413686,-0.444197,15.613539,-12.598693,-0.067073,0.470504,0.000000
25779.000000,0.000000,123.228561,1.000000,0.000000,0.000000,-0.000595,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,131.511185,122.455788,113.538055,143.482132,136.000000,120.000000,118.000000,145.000000,1.000000,1.000000,1.000000,1.000000,-0.008873,-0.413909,-0.444199,15.613539,-12.598693,-0.067073,0.470504,0.000000
25789.000000,0.000000,123.243149,1.000000,0.000000,0.000000,0.001205,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,135.510849,124.456200,116.537514,143.481659,136.000000,124.000000,117.000000,142.000000,1.000000,1.000000,1.000000,1.000000,-0.008702,-0.413789,-0.444201,15.622923,-12.603913,-0.835738,1.912112,0.000000
25799.000000,0.000000,123.262085,1.000000,0.000000,0.000000,0.002742,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,135.510849,120.456245,116.537514,142.481476,130.000000,120.000000,115.000000,139.000000,1.000000,1.000000,1.000000,1.000000,-0.008897,-0.413998,-0.444202,15.622923,-12.603913,-0.835738,1.912112,0.000000
25809.000000,0.000000,123.275726,1.000000,0.000000,0.000000,0.003469,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,129.510895,124.455368,115.538368,142.481476,129.000000,124.000000,116.000000,143.000000,1.000000,1.000000,1.000000,1.000000,-0.009411,-0.413982,-0.444203,15.631509,-12.613971,0.795848,-0.875702,0.000000
25819.000000,0.000000,123.274246,1.000000,0.000000,0.000000,0.002989,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,129.510895,122.455284,115.538368,140.483124,136.000000,122.000000,116.000000,140.000000,1.000000,1.000000,1.000000,1.000000,-0.009564,-0.414061,-0.444204,15.631509,-12.613971,0.795848,-0.875702,0.000000
25829.000000,0.000000,123.275421,1.000000,0.000000,0.000000,0.002799,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,133.509308,122.455284,115.538506,141.483521,134.000000,118.000000,116.000000,141.000000,1.000000,1.000000,1.000000,1.000000,-0.009964,-0.413907,-0.444205,15.636190,-12.620283,-0.745254,-0.011282,0.000000
25839.000000,0.000000,123.278542,1.000000,0.000000,0.000000,0.002746,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,133.509308,122.455284,115.538506,141.483521,133.000000,124.000000,115.000000,142.000000,1.000000,1.000000,1.000000,1.000000,-0.010429,-0.413908,-0.444205,15.636190,-12.620283,-0.745254,-0.011282,0.000000
