flight,variant,kp,ki,min_g,max_g,band_g,ref,axis,rms_diff_deg,p95_abs_diff_deg,mean_diff_deg,final_diff_deg,acc_used_pct,acc_weight_mean
2,mahony_kp0.90_ki0.05_band0.35,0.9,0.05,0.3,3,0.35,quat_ekf,roll,1.98102,4.09139,-0.404793,0.388979,81.5285,0.551086
2,mahony_kp0.90_ki0.05_band0.35,0.9,0.05,0.3,3,0.35,quat_ekf,pitch,2.62107,5.618,-1.67855,-1.97161,81.5285,0.551086
2,mahony_kp0.90_ki0.05_band0.35,0.9,0.05,0.3,3,0.35,madgwick_imu,roll,1.19709,1.89927,-0.105728,0.0846036,81.5285,0.551086
2,mahony_kp0.90_ki0.05_band0.35,0.9,0.05,0.3,3,0.35,madgwick_imu,pitch,1.01722,2.08295,0.076206,-0.0167158,81.5285,0.551086
2,mahony_kp1.00_ki0.00_band0.35,1,0,0.3,3,0.35,quat_ekf,roll,1.99137,4.1131,-0.382198,0.44603,81.5285,0.551086
2,mahony_kp1.00_ki0.00_band0.35,1,0,0.3,3,0.35,quat_ekf,pitch,2.72871,5.7424,-1.7882,-2.00921,81.5285,0.551086
2,mahony_kp1.00_ki0.00_band0.35,1,0,0.3,3,0.35,madgwick_imu,roll,1.21007,1.95547,-0.0831322,0.141655,81.5285,0.551086
2,mahony_kp1.00_ki0.00_band0.35,1,0,0.3,3,0.35,madgwick_imu,pitch,1.02227,2.05197,-0.0334438,-0.054311,81.5285,0.551086
2,mahony_kp1.00_ki0.01_band0.35,1,0.01,0.3,3,0.35,quat_ekf,roll,1.99279,4.11789,-0.388773,0.427011,81.5285,0.551086
2,mahony_kp1.00_ki0.01_band0.35,1,0.01,0.3,3,0.35,quat_ekf,pitch,2.70875,5.70721,-1.76068,-2.00348,81.5285,0.551086
2,mahony_kp1.00_ki0.01_band0.35,1,0.01,0.3,3,0.35,madgwick_imu,roll,1.21018,1.95797,-0.0897076,0.122636,81.5285,0.551086
2,mahony_kp1.00_ki0.01_band0.35,1,0.01,0.3,3,0.35,madgwick_imu,pitch,1.02382,2.04427,-0.00592453,-0.04858,81.5285,0.551086
2,mahony_kp1.00_ki0.02_band0.35,1,0.02,0.3,3,0.35,quat_ekf,roll,1.99413,4.1227,-0.394897,0.408588,81.5285,0.551086
2,mahony_kp1.00_ki0.02_band0.35,1,0.02,0.3,3,0.35,quat_ekf,pitch,2.69044,5.67412,-1.73523,-1.99932,81.5285,0.551086
2,mahony_kp1.00_ki0.02_band0.35,1,0.02,0.3,3,0.35,madgwick_imu,roll,1.21031,1.95837,-0.0958314,0.104212,81.5285,0.551086
2,mahony_kp1.00_ki0.02_band0.35,1,0.02,0.3,3,0.35,madgwick_imu,pitch,1.026,2.05551,0.0195288,-0.0444203,81.5285,0.551086
2,mahony_kp1.00_ki0.05_band0.35,1,0.05,0.3,3,0.35,quat_ekf,roll,1.99767,4.13599,-0.4108,0.356601,81.5285,0.551086
2,mahony_kp1.00_ki0.05_band0.35,1,0.05,0.3,3,0.35,quat_ekf,pitch,2.64427,5.59437,-1.67004,-1.99485,81.5285,0.551086
2,mahony_kp1.00_ki0.05_band0.35,1,0.05,0.3,3,0.35,madgwick_imu,roll,1.21084,1.96223,-0.111735,0.0522262,81.5285,0.551086
2,mahony_kp1.00_ki0.05_band0.35,1,0.05,0.3,3,0.35,madgwick_imu,pitch,1.03479,2.0786,0.084713,-0.0399514,81.5285,0.551086
2,mahony_kp1.10_ki0.00_band0.35,1.1,0,0.3,3,0.35,quat_ekf,roll,2.01768,4.20307,-0.393055,0.407457,81.5285,0.551086
2,mahony_kp1.10_ki0.00_band0.35,1.1,0,0.3,3,0.35,quat_ekf,pitch,2.74549,5.6745,-1.76351,-2.02356,81.5285,0.551086
2,mahony_kp1.10_ki0.00_band0.35,1.1,0,0.3,3,0.35,madgwick_imu,roll,1.23428,2.04384,-0.0939893,0.103082,81.5285,0.551086
2,mahony_kp1.10_ki0.00_band0.35,1.1,0,0.3,3,0.35,madgwick_imu,pitch,1.05699,2.12845,-0.00875936,-0.0686641,81.5285,0.551086
2,mahony_kp1.10_ki0.01_band0.35,1.1,0.01,0.3,3,0.35,quat_ekf,roll,2.01888,4.20821,-0.398594,0.392343,81.5285,0.551086
2,mahony_kp1.10_ki0.01_band0.35,1.1,0.01,0.3,3,0.35,quat_ekf,pitch,2.72893,5.64612,-1.74039,-2.01857,81.5285,0.551086
2,mahony_kp1.10_ki0.01_band0.35,1.1,0.01,0.3,3,0.35,madgwick_imu,roll,1.23444,2.04622,-0.0995285,0.0879679,81.5285,0.551086
2,mahony_kp1.10_ki0.01_band0.35,1.1,0.01,0.3,3,0.35,madgwick_imu,pitch,1.05869,2.1239,0.0143685,-0.0636702,81.5285,0.551086
2,mahony_kp1.10_ki0.02_band0.35,1.1,0.02,0.3,3,0.35,quat_ekf,roll,2.02001,4.21208,-0.403774,0.377698,81.5285,0.551086
2,mahony_kp1.10_ki0.02_band0.35,1.1,0.02,0.3,3,0.35,quat_ekf,pitch,2.71366,5.62035,-1.71889,-2.01478,81.5285,0.551086
2,mahony_kp1.10_ki0.02_band0.35,1.1,0.02,0.3,3,0.35,madgwick_imu,roll,1.23462,2.04895,-0.104708,0.0733226,81.5285,0.551086
2,mahony_kp1.10_ki0.02_band0.35,1.1,0.02,0.3,3,0.35,madgwick_imu,pitch,1.06077,2.12637,0.0358652,-0.059884,81.5285,0.551086
2,mahony_kp1.10_ki0.05_band0.35,1.1,0.05,0.3,3,0.35,quat_ekf,roll,2.02303,4.21917,-0.417341,0.336358,81.5285,0.551086
2,mahony_kp1.10_ki0.05_band0.35,1.1,0.05,0.3,3,0.35,quat_ekf,pitch,2.67468,5.55169,-1.66327,-2.00964,81.5285,0.551086
2,mahony_kp1.10_ki0.05_band0.35,1.1,0.05,0.3,3,0.35,madgwick_imu,roll,1.23521,2.05565,-0.118276,0.0319828,81.5285,0.551086
2,mahony_kp1.10_ki0.05_band0.35,1.1,0.05,0.3,3,0.35,madgwick_imu,pitch,1.06844,2.14619,0.0914888,-0.054737,81.5285,0.551086
2,mahony_kp1.20_ki0.00_band0.35,1.2,0,0.3,3,0.35,quat_ekf,roll,2.05105,4.27717,-0.40331,0.380911,81.5285,0.551086
2,mahony_kp1.20_ki0.00_band0.35,1.2,0,0.3,3,0.35,quat_ekf,pitch,2.77109,5.71039,-1.7441,-2.03263,81.5285,0.551086
2,mahony_kp1.20_ki0.00_band0.35,1.2,0,0.3,3,0.35,madgwick_imu,roll,1.26725,2.15872,-0.104245,0.0765354,81.5285,0.551086
2,mahony_kp1.20_ki0.00_band0.35,1.2,0,0.3,3,0.35,madgwick_imu,pitch,1.1049,2.29401,0.0106515,-0.0777341,81.5285,0.551086
2,mahony_kp1.20_ki0.01_band0.35,1.2,0.01,0.3,3,0.35,quat_ekf,roll,2.05208,4.28081,-0.408041,0.368815,81.5285,0.551086
2,mahony_kp1.20_ki0.01_band0.35,1.2,0.01,0.3,3,0.35,quat_ekf,pitch,2.75717,5.68702,-1.72438,-2.02812,81.5285,0.551086
2,mahony_kp1.20_ki0.01_band0.35,1.2,0.01,0.3,3,0.35,madgwick_imu,roll,1.26744,2.16185,-0.108975,0.0644395,81.5285,0.551086
2,mahony_kp1.20_ki0.01_band0.35,1.2,0.01,0.3,3,0.35,madgwick_imu,pitch,1.10655,2.29394,0.0303718,-0.0732232,81.5285,0.551086
2,mahony_kp1.20_ki0.02_band0.35,1.2,0.02,0.3,3,0.35,quat_ekf,roll,2.05305,4.28394,-0.412481,0.357092,81.5285,0.551086
2,mahony_kp1.20_ki0.02_band0.35,1.2,0.02,0.3,3,0.35,quat_ekf,pitch,2.74426,5.66578,-1.70597,-2.02456,81.5285,0.551086
2,mahony_kp1.20_ki0.02_band0.35,1.2,0.02,0.3,3,0.35,madgwick_imu,roll,1.26764,2.16155,-0.113415,0.0527173,81.5285,0.551086
2,mahony_kp1.20_ki0.02_band0.35,1.2,0.02,0.3,3,0.35,madgwick_imu,pitch,1.10844,2.2921,0.048781,-0.0696633,81.5285,0.551086
2,mahony_kp1.20_ki0.05_band0.35,1.2,0.05,0.3,3,0.35,quat_ekf,roll,2.05564,4.28634,-0.424196,0.324001,81.5285,0.551086
2,mahony_kp1.20_ki0.05_band0.35,1.2,0.05,0.3,3,0.35,quat_ekf,pitch,2.71096,5.60636,-1.6579,-2.01881,81.5285,0.551086
2,mahony_kp1.20_ki0.05_band0.35,1.2,0.05,0.3,3,0.35,madgwick_imu,roll,1.26827,2.16301,-0.125131,0.0196258,81.5285,0.551086
2,mahony_kp1.20_ki0.05_band0.35,1.2,0.05,0.3,3,0.35,madgwick_imu,pitch,1.115,2.29255,0.0968504,-0.0639155,81.5285,0.551086
2,mahony_kp1.40_ki0.00_band0.35,1.4,0,0.3,3,0.35,quat_ekf,roll,2.13397,4.41619,-0.422429,0.349795,81.5285,0.551086
2,mahony_kp1.40_ki0.00_band0.35,1.4,0,0.3,3,0.35,quat_ekf,pitch,2.84146,5.74805,-1.71617,-2.04106,81.5285,0.551086
2,mahony_kp1.40_ki0.00_band0.35,1.4,0,0.3,3,0.35,madgwick_imu,roll,1.35253,2.40364,-0.123364,0.0454203,81.5285,0.551086
2,mahony_kp1.40_ki0.00_band0.35,1.4,0,0.3,3,0.35,madgwick_imu,pitch,1.22766,2.74607,0.0385803,-0.0861578,81.5285,0.551086
2,mahony_kp1.40_ki0.01_band0.35,1.4,0.01,0.3,3,0.35,quat_ekf,roll,2.13474,4.41725,-0.425997,0.341882,81.5285,0.551086
2,mahony_kp1.40_ki0.01_band0.35,1.4,0.01,0.3,3,0.35,quat_ekf,pitch,2.83128,5.72916,-1.70133,-2.03716,81.5285,0.551086
2,mahony_kp1.40_ki0.01_band0.35,1.4,0.01,0.3,3,0.35,madgwick_imu,roll,1.35275,2.4056,-0.126931,0.0375069,81.5285,0.551086
2,mahony_kp1.40_ki0.01_band0.35,1.4,0.01,0.3,3,0.35,madgwick_imu,pitch,1.229,2.74365,0.0534289,-0.0822636,81.5285,0.551086
2,mahony_kp1.40_ki0.02_band0.35,1.4,0.02,0.3,3,0.35,quat_ekf,roll,2.13547,4.41862,-0.429365,0.334213,81.5285,0.551086
2,mahony_kp1.40_ki0.02_band0.35,1.4,0.02,0.3,3,0.35,quat_ekf,pitch,2.82177,5.71083,-1.68736,-2.03389,81.5285,0.551086
2,mahony_kp1.40_ki0.02_band0.35,1.4,0.02,0.3,3,0.35,madgwick_imu,roll,1.35297,2.40717,-0.130299,0.0298382,81.5285,0.551086
2,mahony_kp1.40_ki0.02_band0.35,1.4,0.02,0.3,3,0.35,madgwick_imu,pitch,1.23044,2.74267,0.0673921,-0.0789944,81.5285,0.551086
2,mahony_kp1.40_ki0.05_band0.35,1.4,0.05,0.3,3,0.35,quat_ekf,roll,2.13744,4.42172,-0.438363,0.312572,81.5285,0.551086
2,mahony_kp1.40_ki0.05_band0.35,1.4,0.05,0.3,3,0.35,quat_ekf,pitch,2.7968,5.6625,-1.65035,-2.02738,81.5285,0.551086
2,mahony_kp1.40_ki0.05_band0.35,1.4,0.05,0.3,3,0.35,madgwick_imu,roll,1.35361,2.41072,-0.139297,0.00819703,81.5285,0.551086
2,mahony_kp1.40_ki0.05_band0.35,1.4,0.05,0.3,3,0.35,madgwick_imu,pitch,1.23514,2.77917,0.104409,-0.0724771,81.5285,0.551086
2,mahony_kp1.60_ki0.00_band0.35,1.6,0,0.3,3,0.35,quat_ekf,roll,2.23153,4.5053,-0.44016,0.33446,81.5285,0.551086
2,mahony_kp1.60_ki0.00_band0.35,1.6,0,0.3,3,0.35,quat_ekf,pitch,2.92878,5.85837,-1.69763,-2.04271,81.5285,0.551086
2,mahony_kp1.60_ki0.00_band0.35,1.6,0,0.3,3,0.35,madgwick_imu,roll,1.45439,2.75941,-0.141094,0.0300851,81.5285,0.551086
2,mahony_kp1.60_ki0.00_band0.35,1.6,0,0.3,3,0.35,madgwick_imu,pitch,1.37059,3.17109,0.0571292,-0.0878126,81.5285,0.551086
2,mahony_kp1.60_ki0.01_band0.35,1.6,0.01,0.3,3,0.35,quat_ekf,roll,2.23213,4.5062,-0.442946,0.329134,81.5285,0.551086
2,mahony_kp1.60_ki0.01_band0.35,1.6,0.01,0.3,3,0.35,quat_ekf,pitch,2.92108,5.84543,-1.68603,-2.03925,81.5285,0.551086
2,mahony_kp1.60_ki0.01_band0.35,1.6,0.01,0.3,3,0.35,madgwick_imu,roll,1.45461,2.76043,-0.14388,0.0247587,81.5285,0.551086
2,mahony_kp1.60_ki0.01_band0.35,1.6,0.01,0.3,3,0.35,madgwick_imu,pitch,1.3716,3.17333,0.0687278,-0.0843487,81.5285,0.551086
2,mahony_kp1.60_ki0.02_band0.35,1.6,0.02,0.3,3,0.35,quat_ekf,roll,2.23269,4.50826,-0.445589,0.323973,81.5285,0.551086
2,mahony_kp1.60_ki0.02_band0.35,1.6,0.02,0.3,3,0.35,quat_ekf,pitch,2.91383,5.83195,-1.67505,-2.03622,81.5285,0.551086
2,mahony_kp1.60_ki0.02_band0.35,1.6,0.02,0.3,3,0.35,madgwick_imu,roll,1.45482,2.76143,-0.146524,0.0195984,81.5285,0.551086
2,mahony_kp1.60_ki0.02_band0.35,1.6,0.02,0.3,3,0.35,madgwick_imu,pitch,1.37267,3.17232,0.0796995,-0.0813211,81.5285,0.551086
2,mahony_kp1.60_ki0.05_band0.35,1.6,0.05,0.3,3,0.35,quat_ekf,roll,2.23423,4.51234,-0.45272,0.309422,81.5285,0.551086
2,mahony_kp1.60_ki0.05_band0.35,1.6,0.05,0.3,3,0.35,quat_ekf,pitch,2.89453,5.79759,-1.64561,-2.02946,81.5285,0.551086
2,mahony_kp1.60_ki0.05_band0.35,1.6,0.05,0.3,3,0.35,madgwick_imu,roll,1.45543,2.76223,-0.153654,0.00504702,81.5285,0.551086
2,mahony_kp1.60_ki0.05_band0.35,1.6,0.05,0.3,3,0.35,madgwick_imu,pitch,1.37603,3.17741,0.10914,-0.0745639,81.5285,0.551086
2,mahony_kp2.00_ki0.00_band0.35,2,0,0.3,3,0.35,quat_ekf,roll,2.44714,4.83318,-0.472787,0.321957,81.5285,0.551086
2,mahony_kp2.00_ki0.00_band0.35,2,0,0.3,3,0.35,quat_ekf,pitch,3.12805,6.56728,-1.67522,-2.03947,81.5285,0.551086
2,mahony_kp2.00_ki0.00_band0.35,2,0,0.3,3,0.35,madgwick_imu,roll,1.67882,3.44791,-0.173721,0.0175821,81.5285,0.551086
2,mahony_kp2.00_ki0.00_band0.35,2,0,0.3,3,0.35,madgwick_imu,pitch,1.6729,4.0035,0.0795297,-0.0845701,81.5285,0.551086
2,mahony_kp2.00_ki0.01_band0.35,2,0.01,0.3,3,0.35,quat_ekf,roll,2.44752,4.83377,-0.474621,0.319332,81.5285,0.551086
2,mahony_kp2.00_ki0.01_band0.35,2,0.01,0.3,3,0.35,quat_ekf,pitch,3.12329,6.55968,-1.66757,-2.03668,81.5285,0.551086
2,mahony_kp2.00_ki0.01_band0.35,2,0.01,0.3,3,0.35,madgwick_imu,roll,1.67901,3.44961,-0.175555,0.0149569,81.5285,0.551086
2,mahony_kp2.00_ki0.01_band0.35,2,0.01,0.3,3,0.35,madgwick_imu,pitch,1.67349,4.00138,0.0871893,-0.0817825,81.5285,0.551086
2,mahony_kp2.00_ki0.02_band0.35,2,0.02,0.3,3,0.35,quat_ekf,roll,2.44789,4.83476,-0.476373,0.316791,81.5285,0.551086
2,mahony_kp2.00_ki0.02_band0.35,2,0.02,0.3,3,0.35,quat_ekf,pitch,3.11875,6.55131,-1.66025,-2.03413,81.5285,0.551086
2,mahony_kp2.00_ki0.02_band0.35,2,0.02,0.3,3,0.35,madgwick_imu,roll,1.67919,3.45124,-0.177307,0.0124158,81.5285,0.551086
2,mahony_kp2.00_ki0.02_band0.35,2,0.02,0.3,3,0.35,madgwick_imu,pitch,1.6741,3.99981,0.0944995,-0.0792355,81.5285,0.551086
2,mahony_kp2.00_ki0.05_band0.35,2,0.05,0.3,3,0.35,quat_ekf,roll,2.44889,4.83658,-0.481167,0.30964,81.5285,0.551086
2,mahony_kp2.00_ki0.05_band0.35,2,0.05,0.3,3,0.35,quat_ekf,pitch,3.10645,6.53165,-1.64028,-2.0278,81.5285,0.551086
2,mahony_kp2.00_ki0.05_band0.35,2,0.05,0.3,3,0.35,madgwick_imu,roll,1.67971,3.45517,-0.182101,0.00526494,81.5285,0.551086
2,mahony_kp2.00_ki0.05_band0.35,2,0.05,0.3,3,0.35,madgwick_imu,pitch,1.67594,3.99571,0.114472,-0.0729032,81.5285,0.551086
2,mahony_kp0.40_ki0.02_band0.20,0.4,0.02,0.3,3,0.2,quat_ekf,roll,2.06961,4.08814,-0.268196,1.24436,75.6344,0.447998
2,mahony_kp0.40_ki0.02_band0.20,0.4,0.02,0.3,3,0.2,quat_ekf,pitch,3.2263,6.83145,-2.37147,-1.59854,75.6344,0.447998
2,mahony_kp0.40_ki0.02_band0.20,0.4,0.02,0.3,3,0.2,madgwick_imu,roll,1.44191,2.36107,0.0308698,0.939986,75.6344,0.447998
2,mahony_kp0.40_ki0.02_band0.20,0.4,0.02,0.3,3,0.2,madgwick_imu,pitch,1.51625,2.93449,-0.616712,0.356362,75.6344,0.447998
2,mahony_kp0.50_ki0.02_band0.20,0.5,0.02,0.3,3,0.2,quat_ekf,roll,2.02138,4.04635,-0.275192,0.964342,75.6344,0.447998
2,mahony_kp0.50_ki0.02_band0.20,0.5,0.02,0.3,3,0.2,quat_ekf,pitch,3.09508,6.53191,-2.24545,-1.71394,75.6344,0.447998
2,mahony_kp0.50_ki0.02_band0.20,0.5,0.02,0.3,3,0.2,madgwick_imu,roll,1.38101,2.19538,0.0238735,0.659966,75.6344,0.447998
2,mahony_kp0.50_ki0.02_band0.20,0.5,0.02,0.3,3,0.2,madgwick_imu,pitch,1.37345,2.56446,-0.490694,0.240955,75.6344,0.447998
2,mahony_kp0.60_ki0.02_band0.20,0.6,0.02,0.3,3,0.2,quat_ekf,roll,1.98358,3.99683,-0.283955,0.763641,75.6344,0.447998
2,mahony_kp0.60_ki0.02_band0.20,0.6,0.02,0.3,3,0.2,quat_ekf,pitch,3.00387,6.23707,-2.15283,-1.8125,75.6344,0.447998
2,mahony_kp0.60_ki0.02_band0.20,0.6,0.02,0.3,3,0.2,madgwick_imu,roll,1.33054,2.04372,0.0151104,0.459266,75.6344,0.447998
2,mahony_kp0.60_ki0.02_band0.20,0.6,0.02,0.3,3,0.2,madgwick_imu,pitch,1.26743,2.283,-0.398077,0.142397,75.6344,0.447998
2,mahony_kp0.80_ki0.02_band0.20,0.8,0.02,0.3,3,0.2,quat_ekf,roll,1.93591,3.94519,-0.301534,0.524484,75.6344,0.447998
2,mahony_kp0.80_ki0.02_band0.20,0.8,0.02,0.3,3,0.2,quat_ekf,pitch,2.89712,5.9741,-2.02926,-1.9388,75.6344,0.447998
2,mahony_kp0.80_ki0.02_band0.20,0.8,0.02,0.3,3,0.2,madgwick_imu,roll,1.25994,1.91027,-0.00246795,0.220109,75.6344,0.447998
2,mahony_kp0.80_ki0.02_band0.20,0.8,0.02,0.3,3,0.2,madgwick_imu,pitch,1.12552,2.13978,-0.274504,0.0161007,75.6344,0.447998
2,mahony_kp1.00_ki0.02_band0.20,1,0.02,0.3,3,0.2,quat_ekf,roll,1.92069,3.93723,-0.317508,0.411137,75.6344,0.447998
2,mahony_kp1.00_ki0.02_band0.20,1,0.02,0.3,3,0.2,quat_ekf,pitch,2.85315,6.02493,-1.95359,-1.99868,75.6344,0.447998
2,mahony_kp1.00_ki0.02_band0.20,1,0.02,0.3,3,0.2,madgwick_imu,roll,1.22685,1.89413,-0.0184424,0.106762,75.6344,0.447998
2,mahony_kp1.00_ki0.02_band0.20,1,0.02,0.3,3,0.2,madgwick_imu,pitch,1.05097,1.98418,-0.198836,-0.0437832,75.6344,0.447998
2,mahony_kp0.40_ki0.02_band0.30,0.4,0.02,0.3,3,0.3,quat_ekf,roll,2.06596,4.10974,-0.326704,1.29003,80.7982,0.52586
2,mahony_kp0.40_ki0.02_band0.30,0.4,0.02,0.3,3,0.3,quat_ekf,pitch,2.94946,6.13251,-2.09888,-1.54955,80.7982,0.52586
2,mahony_kp0.40_ki0.02_band0.30,0.4,0.02,0.3,3,0.3,madgwick_imu,roll,1.37263,2.19103,-0.0276386,0.98565,80.7982,0.52586
2,mahony_kp0.40_ki0.02_band0.30,0.4,0.02,0.3,3,0.3,madgwick_imu,pitch,1.31226,2.36754,-0.344126,0.405352,80.7982,0.52586
2,mahony_kp0.50_ki0.02_band0.30,0.5,0.02,0.3,3,0.3,quat_ekf,roll,2.01855,4.05622,-0.331852,0.988187,80.7982,0.52586
2,mahony_kp0.50_ki0.02_band0.30,0.5,0.02,0.3,3,0.3,quat_ekf,pitch,2.8476,5.8004,-1.99828,-1.6977,80.7982,0.52586
2,mahony_kp0.50_ki0.02_band0.30,0.5,0.02,0.3,3,0.3,madgwick_imu,roll,1.30661,2.00607,-0.032786,0.683812,80.7982,0.52586
2,mahony_kp0.50_ki0.02_band0.30,0.5,0.02,0.3,3,0.3,madgwick_imu,pitch,1.19804,2.25061,-0.243526,0.2572,80.7982,0.52586
2,mahony_kp0.60_ki0.02_band0.30,0.6,0.02,0.3,3,0.3,quat_ekf,roll,1.9849,4.02038,-0.339226,0.774471,80.7982,0.52586
2,mahony_kp0.60_ki0.02_band0.30,0.6,0.02,0.3,3,0.3,quat_ekf,pitch,2.78272,5.67271,-1.92718,-1.80816,80.7982,0.52586
2,mahony_kp0.60_ki0.02_band0.30,0.6,0.02,0.3,3,0.3,madgwick_imu,roll,1.25687,1.93801,-0.0401604,0.470096,80.7982,0.52586
2,mahony_kp0.60_ki0.02_band0.30,0.6,0.02,0.3,3,0.3,madgwick_imu,pitch,1.11593,2.14254,-0.172426,0.146736,80.7982,0.52586
2,mahony_kp0.80_ki0.02_band0.30,0.8,0.02,0.3,3,0.3,quat_ekf,roll,1.95516,4.03167,-0.355892,0.524811,80.7982,0.52586
2,mahony_kp0.80_ki0.02_band0.30,0.8,0.02,0.3,3,0.3,quat_ekf,pitch,2.72417,5.82132,-1.83621,-1.93937,80.7982,0.52586
2,mahony_kp0.80_ki0.02_band0.30,0.8,0.02,0.3,3,0.3,madgwick_imu,roll,1.20341,1.86132,-0.0568258,0.220436,80.7982,0.52586
2,mahony_kp0.80_ki0.02_band0.30,0.8,0.02,0.3,3,0.3,madgwick_imu,pitch,1.02554,1.96209,-0.0814567,0.0155325,80.7982,0.52586
2,mahony_kp1.00_ki0.02_band0.30,1,0.02,0.3,3,0.3,quat_ekf,roll,1.96812,4.06219,-0.372701,0.409612,80.7982,0.52586
2,mahony_kp1.00_ki0.02_band0.30,1,0.02,0.3,3,0.3,quat_ekf,pitch,2.72609,5.78386,-1.78323,-1.99922,80.7982,0.52586
2,mahony_kp1.00_ki0.02_band0.30,1,0.02,0.3,3,0.3,madgwick_imu,roll,1.20335,1.91506,-0.0736352,0.105237,80.7982,0.52586
2,mahony_kp1.00_ki0.02_band0.30,1,0.02,0.3,3,0.3,madgwick_imu,pitch,1.01736,2.03692,-0.0284716,-0.0443187,80.7982,0.52586
2,mahony_kp0.40_ki0.02_band0.35,0.4,0.02,0.3,3,0.35,quat_ekf,roll,2.06861,4.11435,-0.346636,1.2994,81.5285,0.551086
2,mahony_kp0.40_ki0.02_band0.35,0.4,0.02,0.3,3,0.35,quat_ekf,pitch,2.87123,5.92189,-2.02476,-1.54357,81.5285,0.551086
2,mahony_kp0.40_ki0.02_band0.35,0.4,0.02,0.3,3,0.35,madgwick_imu,roll,1.35315,2.16937,-0.0475699,0.995021,81.5285,0.551086
2,mahony_kp0.40_ki0.02_band0.35,0.4,0.02,0.3,3,0.35,madgwick_imu,pitch,1.26239,2.28529,-0.27001,0.411328,81.5285,0.551086
2,mahony_kp0.50_ki0.02_band0.35,0.5,0.02,0.3,3,0.35,quat_ekf,roll,2.02226,4.06102,-0.351645,0.991591,81.5285,0.551086
2,mahony_kp0.50_ki0.02_band0.35,0.5,0.02,0.3,3,0.35,quat_ekf,pitch,2.7769,5.66027,-1.93151,-1.69657,81.5285,0.551086
2,mahony_kp0.50_ki0.02_band0.35,0.5,0.02,0.3,3,0.35,madgwick_imu,roll,1.28702,2.00622,-0.0525795,0.687215,81.5285,0.551086
2,mahony_kp0.50_ki0.02_band0.35,0.5,0.02,0.3,3,0.35,madgwick_imu,pitch,1.15483,2.17918,-0.176755,0.258328,81.5285,0.551086
2,mahony_kp0.60_ki0.02_band0.35,0.6,0.02,0.3,3,0.35,quat_ekf,roll,1.99097,4.04611,-0.359186,0.774857,81.5285,0.551086
2,mahony_kp0.60_ki0.02_band0.35,0.6,0.02,0.3,3,0.35,quat_ekf,pitch,2.71901,5.58175,-1.86612,-1.80825,81.5285,0.551086
2,mahony_kp0.60_ki0.02_band0.35,0.6,0.02,0.3,3,0.35,madgwick_imu,roll,1.23939,1.91494,-0.0601206,0.470482,81.5285,0.551086
2,mahony_kp0.60_ki0.02_band0.35,0.6,0.02,0.3,3,0.35,madgwick_imu,pitch,1.07965,2.07729,-0.111363,0.146653,81.5285,0.551086
2,mahony_kp0.80_ki0.02_band0.35,0.8,0.02,0.3,3,0.35,quat_ekf,roll,1.96954,4.06819,-0.376791,0.523543,81.5285,0.551086
2,mahony_kp0.80_ki0.02_band0.35,0.8,0.02,0.3,3,0.35,quat_ekf,pitch,2.67428,5.73729,-1.78311,-1.93959,81.5285,0.551086
2,mahony_kp0.80_ki0.02_band0.35,0.8,0.02,0.3,3,0.35,madgwick_imu,roll,1.19573,1.87157,-0.0777255,0.219168,81.5285,0.551086
2,mahony_kp0.80_ki0.02_band0.35,0.8,0.02,0.3,3,0.35,madgwick_imu,pitch,1.00843,1.93716,-0.0283567,0.0153048,81.5285,0.551086
2,mahony_kp1.00_ki0.02_band0.35,1,0.02,0.3,3,0.35,quat_ekf,roll,1.99413,4.1227,-0.394897,0.408588,81.5285,0.551086
2,mahony_kp1.00_ki0.02_band0.35,1,0.02,0.3,3,0.35,quat_ekf,pitch,2.69044,5.67412,-1.73523,-1.99932,81.5285,0.551086
2,mahony_kp1.00_ki0.02_band0.35,1,0.02,0.3,3,0.35,madgwick_imu,roll,1.21031,1.95837,-0.0958314,0.104212,81.5285,0.551086
2,mahony_kp1.00_ki0.02_band0.35,1,0.02,0.3,3,0.35,madgwick_imu,pitch,1.026,2.05551,0.0195288,-0.0444203,81.5285,0.551086
2,mahony_kp0.40_ki0.02_band0.50,0.4,0.02,0.3,3,0.5,quat_ekf,roll,2.07003,4.12767,-0.405235,1.30019,82.3059,0.598459
2,mahony_kp0.40_ki0.02_band0.50,0.4,0.02,0.3,3,0.5,quat_ekf,pitch,2.72454,5.58405,-1.88828,-1.53239,82.3059,0.598459
2,mahony_kp0.40_ki0.02_band0.50,0.4,0.02,0.3,3,0.5,madgwick_imu,roll,1.32238,2.14461,-0.106169,0.995812,82.3059,0.598459
2,mahony_kp0.40_ki0.02_band0.50,0.4,0.02,0.3,3,0.5,madgwick_imu,pitch,1.18962,2.22386,-0.133524,0.422507,82.3059,0.598459
2,mahony_kp0.50_ki0.02_band0.50,0.5,0.02,0.3,3,0.5,quat_ekf,roll,2.02563,4.10265,-0.411936,0.987622,82.3059,0.598459
2,mahony_kp0.50_ki0.02_band0.50,0.5,0.02,0.3,3,0.5,quat_ekf,pitch,2.64123,5.43693,-1.80661,-1.69279,82.3059,0.598459
2,mahony_kp0.50_ki0.02_band0.50,0.5,0.02,0.3,3,0.5,madgwick_imu,roll,1.25762,1.9784,-0.11287,0.683247,82.3059,0.598459
