tick,gx_raw,gy_raw,gz_raw,ax_raw,ay_raw,az_raw,gx_f,gy_f,gz_f,ax_f,ay_f,az_f,roll_log,pitch_log,yaw_log,acc_roll,acc_pitch,gyro_mag_f,acc_mag_f,roll_cur,pitch_cur,yaw_cur,int_x_dps,int_y_dps,zbias_dps,acc_weight_final,is_static,roll_oldsim,pitch_oldsim,yaw_oldsim
850,-0.125668,-0.05109,0.012381,0.069336,-0.043945,-1.008301,-0.129486,-0.040104,0.071908,0.074167,-0.043064,-0.994969,1.989751,3.420026,0.059984,2.478314854541378,4.259086211615105,0.153446132163701,0.9986583815029041,1.3422134224689666,2.418855547821528,0.037723506486462055,0.023764454781015028,0.040826888546183514,0.026573003325745925,0.9961668042940117,1,1.3344089009502436,2.4053839573751,0.03807289710464029
900,-0.064692,-0.05109,0.042868500000000004,0.0681155,-0.040527499999999994,-1.0051269999999999,-0.1047645,-0.032169,0.0825115,0.07398199999999999,-0.042718,-0.994719,2.0081154999999997,3.4610060000000002,0.061332,2.4590443428281263,4.249626666787299,0.13718087568425855,0.9983807153631324,1.3915312353480271,2.5078141608168556,0.04002146964377813,0.024832745282242313,0.04260845472501425,0.02753477993133112,0.9953734724660926,1,1.3829157539002825,2.4929599289061035,0.040325503711699205
950,-0.09518,-0.05109,0.012380500000000003,0.0683595,-0.042236499999999996,-1.007324,-0.1076655,-0.06809799999999999,0.0347495,0.074404,-0.0423445,-0.994668,2.0256350000000003,3.5003504999999997,0.0625945,2.4376948465113526,4.274063523045588,0.13204819288615804,0.9983453521303387,1.4383843327212116,2.592404084589023,0.0422475608115574,0.02583345395855229,0.04430447189204837,0.027553956130110222,0.9952724346581105,1,1.4289465442507066,2.5761499004033945,0.04250441415532484
1000,-0.125668,-0.05109,0.0733565,0.070313,-0.04248,-1.0075685,-0.1189805,-0.0446395,0.08538000000000001,0.074237,-0.0429625,-0.9947215,2.0435685,3.538284,0.0639015,2.4730952528303787,4.264164728355842,0.15309731787493863,0.9984126256901502,1.4842622685919147,2.6734635429113793,0.04450800403798639,0.026819489681071403,0.04593381680771058,0.02674439507282393,0.9954646448290007,1,1.4739936756368104,2.6557964510711476,0.04471537872889047
1050,-0.09518,-0.020602000000000002,0.042868500000000004,0.06762699999999999,-0.042235999999999996,-1.005371,-0.108335,-0.044656,0.0433775,0.07427500000000001,-0.04227,-0.994764,2.0586390000000003,3.5741095,0.065103,2.433176624051428,4.266284654701308,0.12494894184125771,0.9984282368908644,1.5259868659187077,2.750389478746188,0.046681151224777416,0.02773765228895284,0.04747577962561566,0.026625348687619975,0.9955092482596124,1,1.5148812626787256,2.7313018452388524,0.04683774818104144
1100,-0.09518,-0.05109,0.012381,0.06860350000000001,-0.041504,-1.006348,-0.081079,-0.0888255,0.032032000000000005,0.074493,-0.0426425,-0.9950055,2.0745815,3.6083629999999998,0.0663425,2.453997598397049,4.277659187353277,0.12445811630926286,0.9987009236430594,1.5673511644725517,2.8237897947685866,0.04887459316106569,0.028635648177313584,0.04894084196764632,0.027805087321153693,0.996288353265884,1,1.555404683296691,2.803277275067446,0.048978569839096105
1150,-0.125668,-0.112065,0.073356,0.06722033333333333,-0.041829,-1.006836,-0.10876433333333332,-0.05850166666666667,0.056287333333333335,0.07404,-0.04246333333333333,-0.9953343333333333,2.0897376666666667,3.641256333333333,0.06752066666666667,2.4428930529946262,4.250377534784957,0.13572173408117064,0.9989872328462907,1.6066324381502344,2.894047666593726,0.05100937360185418,0.0294884928933594,0.05034483364905089,0.027735028181425984,0.9971063795608305,1,1.593843184342388,2.8721101383688463,0.051059612489207845
1200,-0.0951805,-0.020602000000000002,0.012380500000000003,0.0698245,-0.041992,-1.0073245,-0.08548549999999999,-0.0746655,0.0482875,0.0743215,-0.042892,-0.9956134999999999,2.1038335,3.6708135,0.0686585,2.4668326591625207,4.2652098960116405,0.1233466264506249,0.9993045834021276,1.6438303771206264,2.9589964448074153,0.053089579377660276,0.030306354236437284,0.05165381341755987,0.029358241050290564,0.9980130954346502,1,1.6301988870544266,2.9356380046178643,0.05308515833154502
1250,-0.15615600000000002,-0.051089499999999996,0.012381,0.0688475,-0.0402835,-1.003418,-0.128684,-0.051615999999999995,0.032729,0.0742405,-0.0422005,-0.9950605,2.1168104999999997,3.700686,0.06977549999999999,2.428457849855402,4.2630592095520266,0.14246041819747687,0.9987181447739647,1.6787422437577402,3.022704931510101,0.05513709662648172,0.031089031509621747,0.052928544826181166,0.030740458472516347,0.996337556497042,1,1.6642691418400337,2.997930486798097,0.05507703393246677
1300,-0.09518,-0.020602000000000002,0.042868500000000004,0.069092,-0.0407715,-1.006836,-0.11813699999999999,-0.03683,0.004733,0.0745755,-0.042561,-0.995528,2.1283405,3.7297575,0.070808,2.4480291897786315,4.280158797769928,0.1238353784586618,0.9992241703968384,1.7111697425400996,3.08395362727615,0.05709390132063384,0.031819162439552136,0.05414973302233763,0.029429950181127353,0.9977833439909669,1,1.6958591121974247,3.0577713980368095,0.056977987072605187
1350,-0.15615600000000002,-0.0815775,0.0733565,0.069092,-0.041504,-1.006836,-0.14457599999999998,-0.0456405,0.0518355,0.07427700000000001,-0.042104,-0.9947220000000001,2.139408,3.7576805,0.07181499999999999,2.4237348382228223,4.266608290997204,0.1602254476557953,0.9983795254456094,1.742094522209276,3.1425139995714377,0.059005997364509295,0.03251083546881607,0.055302716153456145,0.030573139691873245,0.995370072701741,1,1.7259522166763124,3.1149352792868834,0.05883381042611953
1400,-0.15615600000000002,-0.0815775,0.073356,0.0700685,-0.041015499999999996,-1.0068359999999998,-0.11310899999999999,-0.08677299999999999,0.0644275,0.074475,-0.0425145,-0.9955054999999999,2.1509725,3.7828225,0.0727785,2.445413047047232,4.27451668910087,0.15644200895619437,0.9991922782255175,1.7726777463670815,3.196803999889836,0.06085890524445901,0.033188261777323626,0.056405921673341713,0.0315891744671629,0.9976922235014786,1,1.7557107969252843,3.1678418706274063,0.060630327275375526
1450,-0.09518,-0.0815775,0.042868500000000004,0.06860350000000001,-0.040527499999999994,-1.0039065,-0.0829815,-0.0423485,0.039377999999999996,0.0743535,-0.042036000000000004,-0.9948695000000001,2.1611475,3.806476,0.073715,2.4194667074689242,4.270368867171847,0.10114322359159807,0.9985293136851316,1.800888299542482,3.2482405707758932,0.06266326867934217,0.03382973695924653,0.057438045657441,0.031193529587011697,0.9957980391003761,1,1.7831031256772663,3.2179083573477967,0.06237810871071901
1500,-0.09518,-0.051089499999999996,-0.018106999999999998,0.067871,-0.0402835,-1.0051269999999999,-0.082791,-0.01072,0.037692,0.0743595,-0.0421565,-0.9950365,2.170753,3.8299570000000003,0.0745535,2.4259873079122563,4.269977592469751,0.09159669723849219,0.9987012276275373,1.8277221294887631,3.2981606538168267,0.06435809063381068,0.03442499093553857,0.05844347529910949,0.03160658727966259,0.9962892217929638,1,1.8091282769604535,3.2664753179550137,0.06401701007818308
1550,-0.0342045,-0.05109,0.012381,0.0700685,-0.042725,-1.006592,-0.0855555,-0.067565,0.0187045,0.0743125,-0.0424945,-0.995464,2.179671,3.851998,0.07546900000000001,2.44436582806199,4.265404878869046,0.11061026681777782,0.9991379812030469,1.8530456129740522,3.345384010417893,0.06609228998176399,0.03501277754395329,0.05937278776703361,0.031238733400222585,0.9975370891515625,1,1.8336529049495023,3.3123636450045555,0.06569462879267961
1600,-0.125668,-0.05109,0.012381,0.06982450000000001,-0.041504,-1.0043945,-0.1225985,-0.0632495,0.0296925,0.073716,-0.042496000000000006,-0.995045,2.1894964999999997,3.8718579999999996,0.07635700000000001,2.4454800826199103,4.233063455547558,0.14111178550620782,0.9986763793627041,1.8784791248472277,3.389261452035293,0.06777785127628835,0.03558598698331914,0.0602532882641557,0.03059718104629191,0.9962182267505832,1,1.8582991309800236,3.3549292597163407,0.06732403027702637
1650,-0.09518,-0.051089499999999996,-0.0790825,0.06933600000000001,-0.042480500000000004,-1.0073245000000002,-0.0547095,-0.065718,0.059486,0.0744865,-0.042169,-0.9948935,2.1992005,3.89109,0.077208,2.427054170722055,4.277852466812008,0.10416606506079606,0.9985687455480969,1.9030766758873,3.4313446070946267,0.06940223932110492,0.03612867985600914,0.06109275237671681,0.03183631661527516,0.9959107015659913,1,1.8821195876319754,3.3957218187153906,0.06889275523892109
1700,-0.125668,-0.0815775,0.042868500000000004,0.06933600000000001,-0.042480500000000004,-1.009033,-0.088781,-0.041297,0.06391949999999999,0.07426350000000001,-0.042762999999999995,-0.9952205000000001,2.207989,3.9103765,0.0780155,2.4603926525676387,4.263590929519182,0.11693250467791237,0.9989031911158859,1.926038721475592,3.472387537075218,0.07096222865652896,0.036635926696317364,0.061897946299729334,0.03074911935122935,0.9968662603311025,1,1.9043169170647714,3.43549691601647,0.07039777943529205
1750,-0.09518,-0.112065,0.073356,0.0700685,-0.042969,-1.0043945,-0.10298099999999999,-0.027646999999999998,0.0428725,0.074688,-0.0424735,-0.995071,2.2164825,3.928576,0.07885249999999999,2.444123079316787,4.288565308439575,0.11492386273637864,0.9987735431954784,1.9480123970166774,3.5113344855741557,0.07252196376749268,0.03714398937557564,0.06267343438026053,0.03035843411103446,0.9964958377013668,1,1.92553751103398,3.473199001313385,0.071902671353187
1800,-0.125668,-0.020602000000000002,0.0733565,0.0681155,-0.0427245,-1.0058595000000001,-0.1380615,-0.029158999999999997,0.030650499999999997,0.0743085,-0.042283,-0.9953905000000001,2.225618,3.9469585,0.07971700000000001,2.4323939655348736,4.265527726458917,0.14439763922412305,0.9990554803170343,1.9700046537329068,3.549490110587249,0.07408109641889128,0.03764090907398847,0.0634235674838004,0.03209102799659412,0.9973013723343837,1,1.9467891990331945,3.5101339250570933,0.07340714201193219
1850,-0.0646925,0.009886,-0.048595,0.068848,-0.042480500000000004,-1.0056150000000001,-0.0898915,-0.061635499999999996,0.04752049999999999,0.07404250000000001,-0.042332999999999996,-0.9948865,2.233745,3.9621255,0.0804705,2.436499027366139,4.252446961720765,0.11890170121890603,0.9985356891856695,1.9903742687348855,3.5834229178737926,0.07551309387615147,0.03809740366551563,0.06409899722494414,0.032715634753121677,0.9958162548161985,1,1.9664301241486195,3.542869305909075,0.07478612623870418
1900,-0.09518,0.009886,0.042868500000000004,0.0688475,-0.04126,-1.006104,-0.1017485,-0.0724805,0.0341205,0.0743605,-0.0421315,-0.9944885,2.2414225,3.977465,0.0811505,2.425884767393499,4.272379363686395,0.1295005353376966,0.9981542585616464,2.0097026185496025,3.6166314154924826,0.0768517368969154,0.038518520452875314,0.06475720957685763,0.03085880159710108,0.9947264530332754,1,1.9850435255715053,3.5749061615582534,0.07607315763686784
1950,-0.09518,-0.112065,0.042868500000000004,0.06933600000000001,-0.0427245,-1.004883,-0.153589,-0.05286299999999999,0.0394395,0.0741405,-0.0424135,-0.994444,2.2473675,3.9917655,0.08184150000000001,2.442211568131474,4.259924376760516,0.16715128432126988,0.998105499362918,2.026776912082249,3.6479743467720236,0.0781767917576367,0.03893418385609397,0.0653829026276364,0.0321915304804927,0.9945871410369087,1,2.001417044897433,3.6051028947590567,0.07734721476692837
2000,-0.064692,-0.112065,0.042868500000000004,0.0700685,-0.042235999999999996,-1.0046385,-0.105017,-0.0543585,0.018383,0.0743585,-0.0418455,-0.9941504999999999,2.2534735,4.0063955,0.082539,2.4102548956597425,4.273761069850791,0.11967184923886652,0.9978053162028903,2.043417657054814,3.6788271820766574,0.0794808779807467,0.03933429371296889,0.06598887698846595,0.03309929312762198,0.9937294748654008,1,2.0173689759727327,3.6348322300370253,0.07860096817321958
2050,-0.09518,-0.051089499999999996,0.012381,0.0698245,-0.043456999999999996,-1.0051269999999999,-0.09083949999999999,-0.019939,0.0031875000000000002,0.074175,-0.0426745,-0.995171,2.25933,4.01988,0.083207,2.4554289725037823,4.2587555196346685,0.09305664209232996,0.9988435126766605,2.0593563602258254,3.707791582671526,0.0807374367266224,0.039716898849035884,0.06655808909948419,0.033101693302328476,0.9966957505047442,1,2.0326340328055315,3.662700111368429,0.07980841763149275
2100,-0.09518,-0.051089499999999996,-0.018107,0.06738250000000001,-0.0429685,-1.004883,-0.08137749999999999,-0.033185,0.0273645,0.0736205,-0.042502,-0.99484,2.266189,4.032479,0.083923,2.446328322588184,4.22846469369915,0.09204541048580314,0.9984653342125854,2.0757882587469503,3.735121923457768,0.08201328918521136,0.0401034499602036,0.06709637140082528,0.032047034861605074,0.9956152406073869,1,2.0484070671873815,3.6889624179994085,0.08103560978020855
2150,-0.0037164999999999976,0.04037399999999999,0.012380500000000003,0.06958,-0.0419925,-1.0041505,-0.1001155,-0.0561595,0.046335,0.0746165,-0.0430705,-0.9941135000000001,2.2732045000000003,4.044558,0.08464849999999999,2.4808188707213357,4.288468702382305,0.12378988248439368,0.9978398373109535,2.0919066671880073,3.761235468125273,0.08327469132563224,0.040478558914093514,0.06760268822867457,0.03137771074457508,0.9938281066027242,1,2.063878795970512,3.7140326484229482,0.08224904871735651
2200,-0.18664350000000002,-0.051089499999999996,0.012380500000000003,0.068848,-0.0441895,-1.0056155,-0.087813,-0.025558499999999998,0.064813,0.074328,-0.042716000000000004,-0.9952540000000001,2.279705,4.05744,0.08533450000000001,2.457609175592661,4.26714607335692,0.11209408931897345,0.9989393538929179,2.1070945791634297,3.7874507166248095,0.08447635897401277,0.04082586817573973,0.06809831940069333,0.032203027546236,0.996969582551194,1,2.0784336122143516,3.739230825404818,0.08340410585341093
2250,-0.0646925,-0.020601499999999995,0.042868500000000004,0.06933600000000001,-0.042236499999999996,-1.0068359999999998,-0.13301849999999998,-0.024123,0.0017135,0.074014,-0.042487,-0.9943845,2.2855345,4.0682165,0.0860545,2.4465848409210404,4.252922420120674,0.135199025712096,0.9980399547138632,2.1211789009724455,3.8109683472822113,0.08568989362762637,0.04118020276285317,0.06855058146290983,0.031139661620711186,0.9943998706110377,1,2.091897731933981,3.7617568785468736,0.0845715809189186
2300,-0.0342045,-0.05109,0.012381,0.0683595,-0.0412595,-1.0078125,-0.0718665,-0.050727,0.042811,0.07423350000000001,-0.04258,-0.9946360000000001,2.2907365,4.079343,0.0867215,2.451314422950034,4.264399062937442,0.09783048641527854,0.998310794000671,2.1342478627931474,3.8341878334527477,0.08683140720558054,0.041511180817379534,0.06899761057411896,0.030781612114467068,0.9951736971447743,1,2.104359834442169,3.7840106473045854,0.08566873974941319
2350,-0.125668,0.009886,-0.018107,0.0688475,-0.0427245,-1.0051269999999999,-0.09432750000000001,-0.0669255,0.039511000000000004,0.07457849999999999,-0.042662500000000006,-0.994964,2.2945789999999997,4.0898895,0.08729500000000001,2.4552494326310272,4.2827246176534475,0.1222203703459452,0.9986668127381123,2.145597261419354,3.8563074491279745,0.087867554208937,0.04180473289418872,0.06941516671355923,0.030163390670638737,0.9961908935374637,1,2.1151188876091402,3.8051942868803854,0.08666288554166857
2400,-0.0951805,-0.0510895,0.103844,0.0686035,-0.0441895,-1.0058595000000001,-0.0780675,0.013377,0.030278,0.0737595,-0.042660500000000004,-0.9943759999999999,2.298384,4.1003325,0.08789549999999999,2.4565844782836224,4.238356506099039,0.08479525912013006,0.9980200456285935,2.156561603789022,3.8777541683741874,0.08890909153009127,0.04209283011135526,0.0698097044328551,0.030015419677716128,0.9943429875102671,1,2.125505316830387,3.825727591452844,0.08766311409316226
2450,-0.09518,0.009886000000000006,0.042868500000000004,0.068359,-0.042969,-1.005371,-0.150032,-0.039399,0.0427505,0.0744815,-0.041723,-0.9949250000000001,2.302721,4.109138,0.08850749999999999,2.4013387273562357,4.277512088502292,0.1609021052542508,0.9985810223493385,2.167642131261065,3.8970435339577287,0.08994020877543328,0.04237618269898706,0.07016091971108865,0.02994948661797729,0.9959457781409673,1,2.136022671694302,3.844131779685679,0.08865401890431039
2500,-0.0342045,-0.05109,0.012381,0.067871,-0.041992,-1.00708,-0.09377849999999999,-0.047299499999999994,0.073392,0.074462,-0.042685,-0.9945075,2.306377,4.1188389999999995,0.089032,2.457668956459741,4.278007149205194,0.12813288190975802,0.9982042707909288,2.1778043275862218,3.916737651103867,0.09087443710189437,0.042634330779506915,0.07052858698364438,0.029570193648188685,0.9948693451169394,1,2.1456366319555205,3.8629665992400213,0.089550359754541
2550,-0.09518,-0.1120655,0.073356,0.069092,-0.041748,-1.0056150000000001,-0.0876295,-0.0267115,0.0329565,0.0744145,-0.042266,-0.9944729999999999,2.31053,4.1274765,0.089591,2.4336577162440114,4.275512300767812,0.09735791901406891,0.9981485261699533,2.1881213354802744,3.934889516895885,0.091821325861335,0.04289506956559962,0.07086580312629791,0.029337690899664034,0.9947100747712951,1,2.1554190527742154,3.8802839977683523,0.0904600881843331
2600,-0.125668,0.009886,-0.018106999999999998,0.0688475,-0.043701000000000004,-1.0070800000000002,-0.0675745,-0.045231999999999994,-0.004510500000000001,0.07424549999999999,-0.0422495,-0.9945825,2.313898,4.1358820000000005,0.0901055,2.4324412842420857,4.2653741411948145,0.08144072374739801,0.9982443407436629,2.197373918629728,3.9523732904456614,0.09270996690957366,0.043140166371120475,0.07119411116453667,0.030399921187564523,0.9949838306961796,1,2.164149536003744,3.896955380513928,0.09131322277587013
2650,-0.034204500000000006,-0.05109,0.042868500000000004,0.069092,-0.041504,-1.003418,-0.1234095,-0.017945,0.036804,0.073809,-0.0422655,-0.9949455,2.316128,4.1422635,0.09053649999999999,2.4324746183058883,4.238847583325809,0.13002485197549737,0.9985743282007103,2.2051644148336518,3.9673731613865386,0.0935018207966785,0.043362666341638836,0.0714841605345333,0.03166995273216783,0.9959266520020296,1,2.171432763832511,3.9111687515777604,0.09207199985191358
2700,-0.125668,-0.020602000000000002,0.042868500000000004,0.0681155,-0.041992,-1.0068359999999998,-0.088592,-0.014100000000000001,0.06008,0.07383200000000001,-0.042193499999999995,-0.995527,2.31944,4.1487680000000005,0.0909895,2.4269190955769613,4.237713318629567,0.10796739722712594,0.999152372461403,2.213790985998898,3.9821121125187027,0.09429838731161393,0.04357848212040172,0.07175605493516131,0.032646998201081016,0.9975782070325799,1,2.1795676472904453,3.925148719786439,0.09283649735466466
2750,-0.09518,-0.05109,0.012381,0.07128899999999999,-0.044677999999999995,-1.0053714999999999,-0.10022149999999999,-0.039324,0.0022745,0.07419,-0.042584,-0.9947415,2.3215950000000003,4.1558545,0.09144849999999999,2.4512847324881446,4.26145913400849,0.1076842578490468,0.9984128429553828,2.2210903779794253,3.9969843695981644,0.09508369317412264,0.0437839681221897,0.07201931900376264,0.03320672074377345,0.995465265586808,1,2.1863874856428698,3.939283592471355,0.09359076551905739
2800,-0.09518,-0.05109,0.103844,0.0703125,-0.041259500000000005,-1.0058595000000001,-0.1054215,-0.0441025,0.019013500000000003,0.0741845,-0.0425895,-0.9950615,2.325288,4.1626385,0.09201899999999999,2.450813501201152,4.259780584198855,0.11584574377485779,0.9987314926108769,2.2296175706920756,4.011197221847752,0.09596210070950484,0.04402282975975606,0.07228329385329198,0.03291361650397384,0.996375693173934,1,2.1944483314834042,3.9527837619600645,0.0944378280809559
2850,-0.064692,-0.051089499999999996,0.0733565,0.0678715,-0.0432125,-1.0056150000000001,-0.0943095,0.004697,0.054780499999999996,0.0739645,-0.0420475,-0.9947999999999999,2.327622,4.168899,0.09239800000000001,2.420296703277497,4.248402414095394,0.10916614300917661,0.9984316599129356,2.2365809525626394,4.024543838314552,0.09664172287356396,0.044208784910136835,0.07253776882849602,0.032681361322987476,0.9955190283226731,1,2.200955878912984,3.9654364329874165,0.0950898137606198
2900,-0.0646925,-0.020602000000000002,0.042868500000000004,0.066895,-0.0427245,-1.0051269999999999,-0.0573655,-0.040116,0.020110000000000003,0.073902,-0.042192,-0.995287,2.3310494999999998,4.173942,0.0929075,2.4274174185683135,4.242733970229058,0.07283204065691143,0.9989183564421068,2.244409610965708,4.036316809163511,0.09743295999724932,0.044416985803197494,0.07274511994347566,0.034437895506693635,0.9969095898345909,1,2.208341945720001,3.9765394362656625,0.0958527461242192
