tick,gx_raw,gy_raw,gz_raw,ax_raw,ay_raw,az_raw,gx_f,gy_f,gz_f,ax_f,ay_f,az_f,roll_log,pitch_log,yaw_log,acc_roll,acc_pitch,gyro_mag_f,acc_mag_f,roll_cur,pitch_cur,yaw_cur,int_x_dps,int_y_dps,zbias_dps,acc_weight_final,is_static,roll_oldsim,pitch_oldsim,yaw_oldsim
10350,-0.125668,-0.05109,0.073356,0.069824,-0.041016,-1.000977,-0.118277,-0.064313,0.022172,0.074532,-0.042223,-0.993491,2.376015,4.309793,0.123215,2.433584944780999,4.286455384545992,0.13644489100732207,0.9971770995334781,2.377078261792945,4.307405184222969,0.13155403326712342,0.05439943170644651,0.0740825295013908,0.02764657035741281,0.9919345700956518,1,2.323050711722267,4.232387047790833,0.16597703816992918
10400,-0.125668,-0.112065,0.073356,0.068848,-0.039551,-1.006348,-0.073939,-0.033424,0.02425,0.074512,-0.042102,-0.993918,2.376407,4.309964,0.123458,2.4255780182249214,4.283500571174004,0.08468885403050393,0.9975959138208215,2.377516840988976,4.307578048964684,0.1317879102075387,0.05444836254686124,0.07406257991208441,0.027541134233540977,0.9931311823452041,1,2.3234375729538455,4.232580432905484,0.16625389072025668
10450,-0.064692,0.070862,-0.048595,0.067383,-0.04248,-1.00293,-0.101439,-0.023622,0.012953,0.074251,-0.041898,-0.993136,2.375985,4.309434,0.123669,2.4157375349232404,4.271931457352396,0.10495546586052583,0.9967887278159802,2.377023747229672,4.307049961030973,0.13199036674504971,0.054487362345756025,0.07402566636827786,0.027840683500974187,0.9908249366170861,1,2.3228942710351532,4.23207461190885,0.16650016288106972
10500,-0.125668,-0.05109,0.073356,0.068848,-0.043945,-1.004395,-0.120378,-0.051775,0.033611,0.073582,-0.042404,-0.994125,2.376755,4.307858,0.12394,2.442447756324335,4.22930221611789,0.13528197525908617,0.9977459223494728,2.377803621527544,4.305440269177793,0.13225416516954464,0.054543852035683515,0.0739694402865302,0.02776293108977749,0.9935597781413509,1,2.3236223963772664,4.230485772538961,0.16680684971490364
10550,-0.125668,0.009886333333333344,0.09368166666666668,0.07080066666666666,-0.041829333333333336,-1.0035803333333333,-0.092207,-0.044756000000000004,0.002475666666666667,0.07487466666666666,-0.042247,-0.994436,2.377292666666667,4.307252666666667,0.124197,2.4326554188378067,4.302015042017509,0.1025249204361771,0.998145271397628,2.3783890734079467,4.30491193170955,0.1325033729006218,0.054598230376851825,0.07393795852088739,0.02748465992985611,0.9947007754217942,1,2.3241608401533687,4.229986944150438,0.16709976351967842
10600,-0.125668,0.009886,0.073356,0.070313,-0.041992,-1.004883,-0.104282,-0.097028,0.035913,0.073931,-0.041888,-0.993866,2.376968,4.307749,0.124423,2.4133897907719817,4.250482892720018,0.14689762379630245,0.9974918662630788,2.378047969261832,4.305305965455902,0.13271527318152465,0.054635026273675544,0.07391092802501423,0.028707701197542942,0.9928339036087966,1,2.3237714902415836,4.230408122321693,0.16735602241787784
10650,-0.186644,0.009886,-0.048595,0.070313,-0.043457,-1.005859,-0.084128,-0.037578,0.03652,0.074474,-0.042278,-0.993661,2.376739,4.306869,0.124638,2.4363347443896806,4.282393370649785,0.09911274826176499,0.9973444685167708,2.3778595879033246,4.304540779022083,0.13292601808144686,0.05467677910153333,0.0738702607632019,0.029089712445392196,0.9924127671907738,1,2.3235352065111265,4.229670351476794,0.16761149378947962
10700,-0.186644,-0.05109,0.073356,0.068359,-0.040527,-1.006836,-0.109835,-0.063852,0.037501,0.074541,-0.042149,-0.99339,2.376968,4.30662,0.124859,2.429571658341005,4.287418004565588,0.13246558092576352,0.9970740147962938,2.378039236599052,4.304283522764394,0.13313746422570674,0.054724137813943176,0.07384957266481729,0.028013242600268093,0.991640042275125,1,2.3236636463302442,4.229436222364143,0.16786771992144076
10750,-0.064692,-0.05109,0.073356,0.071289,-0.041016,-1.003418,-0.06873,-0.016536,0.024711,0.074432,-0.041996,-0.993399,2.376088,4.306202,0.12503,2.420740968621486,4.281161113622157,0.0748858178629305,0.9970683827305928,2.377180931970535,4.303927334226312,0.13330136322722752,0.05475211726663,0.0738145577794925,0.029151224260089037,0.9916239506588367,1,2.322755772285116,4.229104510958233,0.16807741772828957
10800,-0.064692,-0.05109,0.012381,0.069824,-0.041504,-1.004883,-0.097722,-0.062692,0.025205,0.074491,-0.042395,-0.993635,2.37692,4.30797,0.12532,2.443132740420754,4.2834573549870925,0.11880727323274447,0.9973248008201742,2.37798359957508,4.305649685314287,0.13358255619897244,0.05480323603594679,0.07380678286359907,0.029170691881525355,0.9923565737719262,1,2.3235057635263674,4.230846468215613,0.16840220340649406
10850,-0.064692,-0.112065,0.073356,0.068359,-0.040527,-1.004883,-0.086019,-0.06185,0.011731,0.07435,-0.041988,-0.993001,2.377241,4.308161,0.12558,2.4212492864026913,4.278168231988641,0.10659412376862057,0.9966653905122822,2.3783022776730594,4.305853632179533,0.13383263556857217,0.05485537153138524,0.07378547208347565,0.029052357014034965,0.9904725443208063,1,2.3237757443961624,4.231075335515332,0.16869714263778135
10900,-0.003717,0.009886,0.012381,0.069336,-0.043457,-1.003906,-0.055279,-0.03381,0.020108,0.074515,-0.042017,-0.993318,2.377391,4.308241,0.125807,2.422147275725354,4.286261067849813,0.06784700144442642,0.9969947656021069,2.378506416136557,4.305957279566972,0.1340509288478899,0.05489741399323628,0.07375909010849148,0.02906845744480237,0.9914136160060196,1,2.3239282400146806,4.2311996086316315,0.16896078418901175
10950,-0.125668,-0.05109,0.134332,0.069336,-0.04248,-1.005371,-0.063669,-0.050325,0.034271,0.074261,-0.042797,-0.993347,2.377934,4.307032,0.126051,2.466984825385259,4.2714381964502905,0.08809567882138147,0.9970378838033187,2.3790858997569417,4.304731021786248,0.13428926868549598,0.05495796568102834,0.07373008995902396,0.0282320126890709,0.9915368108666248,1,2.3244558958945456,4.229993672383717,0.1692446035398894
11000,-0.125668,0.009886,0.073356,0.072266,-0.041504,-1.007324,-0.091488,-0.061629,0.056845,0.07463,-0.042219,-0.992507,2.380241,4.30694,0.126394,2.435764269642371,4.296302909471938,0.12409489034605736,0.9962039077969932,2.381365342145081,4.304665328780622,0.13462049856444433,0.05503698968710423,0.07371321640933315,0.029904260595762823,0.9891540222771235,1,2.3266825767165584,4.229949237080143,0.16961969034779364
11050,-0.125668,-0.05109,-0.048595,0.069336,-0.041992,-1.00293,-0.061767,-0.05322,0.037108,0.074012,-0.041951,-0.993985,2.379621,4.307681,0.126591,2.416726231088137,4.254604731685151,0.0895797653100297,0.997619087011671,2.380768782862496,4.305381533535145,0.13480813184885246,0.055067576852981394,0.07369304136812109,0.030417129450246,0.9931973914619172,1,2.326033594169793,4.230686386596872,0.16985370059407426
11100,-0.186644,0.070862,0.012381,0.068359,-0.040039,-1.004395,-0.081843,-0.021144,0.045838,0.073952,-0.041604,-0.993559,2.379281,4.307009,0.126778,2.3977859955828094,4.253043199548187,0.09615855463244026,0.9971756503249565,2.380399735308972,4.304699323219658,0.1349848375511613,0.05510269882915862,0.07365836579988803,0.030669024496525202,0.9919304294998756,1,2.325614794449311,4.230028002750644,0.1700775120366166
11150,-0.064692,0.009886,0.073356,0.069336,-0.040039,-1.005371,-0.081474,-0.032185,0.025305,0.074114,-0.042278,-0.99395,2.378243,4.306346,0.126963,2.435627211131167,4.260536800086548,0.09118239921168998,0.9976055917946731,2.379391513081241,4.304012716854204,0.13516211767136363,0.05513063420432016,0.07361027747460333,0.030182512984757322,0.9931588336990661,1,2.324559523243167,4.229368263474859,0.17030216466174153
11200,-0.125668,-0.05109,0.134332,0.067383,-0.042969,-1.004883,-0.088367,-0.026587,-0.00452,0.074799,-0.042148,-0.993158,2.37796,4.305132,0.127141,2.4300809349918584,4.303201515955082,0.09239061455580865,0.9968621556007631,2.379090522535588,4.302865020767785,0.13533169331098402,0.05516573504787887,0.07356964360091,0.03096102629666964,0.9910347302878945,1,2.324210160940567,4.228245672506841,0.17051954620333523
11250,-0.186644,-0.05109,0.012381,0.067871,-0.04248,-1.003906,-0.143005,-0.030152,0.017702,0.074485,-0.041524,-0.993811,2.37835,4.305863,0.127362,2.392574545988053,4.282516887180423,0.1472173017447338,0.9974630627356584,2.3793930401413186,4.303615550809434,0.13554254949809194,0.05520715903105524,0.07355860661202235,0.030410344824574508,0.992751607816167,1,2.324463605028603,4.229020172487632,0.17077752382318453
11300,-0.064692,-0.05109,-0.048595,0.070801,-0.041016,-1.002441,-0.071939,-0.00813,0.017531,0.074228,-0.042122,-0.993444,2.377916,4.305875,0.12755,2.4278853551136037,4.269255805226129,0.07448927830231677,0.9971033246379234,2.3790177095498497,4.303641588900076,0.13572556004567604,0.055239927409281284,0.07353075388152752,0.030189895151458493,0.9917237846797812,1,2.3240395308026045,4.229069288283286,0.17100834084226527
11350,-0.125668,0.009886,0.012381,0.068359,-0.04248,-1.004395,-0.13085,-0.057459,0.057411,0.074017,-0.042248,-0.993611,2.378216,4.305734,0.127789,2.434730394933816,4.256430327514906,0.15401065580666812,0.9972593590004558,2.3792762082668895,4.303417908181455,0.13595248390496767,0.05528469521323208,0.07349860819486308,0.02972135939268,0.9921695971441594,1,2.3242513135917213,4.2288710825147025,0.1712826645447223
11400,-0.125668,-0.173041,0.012381,0.068848,-0.041016,-1.00293,-0.085704,-0.050051,0.002852,0.074694,-0.042099,-0.993613,2.3781,4.306467,0.128037,2.4261490030991517,4.2952355190690445,0.09928953681531605,0.9973055265093039,2.379173233120628,4.304199251170816,0.13619228958205037,0.05533108550419348,0.07348330963986217,0.028305456517059183,0.9923015043122969,1,2.324103925372,4.2296814094138515,0.17157002198885937
11450,-0.125668,-0.05109,0.012381,0.067383,-0.042969,-1.007324,-0.091668,-0.039123,0.052883,0.074281,-0.041581,-0.993589,2.377537,4.305584,0.128153,2.3963896965449787,4.271770219113254,0.1128283787085501,0.9972290345968674,2.378624175993979,4.303286345282574,0.1362971930478543,0.05535846897495291,0.07346439752700053,0.030257540141979615,0.9920829559910497,1,2.3235101503916917,4.228795279692233,0.17172532894512435
11500,-0.064692,0.009886,0.073356,0.069336,-0.041504,-1.001953,-0.11665,-0.037974,0.019805,0.074338,-0.042111,-0.993257,2.376504,4.304711,0.128305,2.4277085113373866,4.276361588793475,0.12426377268134105,0.9969247427032795,2.3776046492436316,4.302439294718733,0.13644316988240174,0.05538925215328376,0.07343324741729015,0.029992174176703804,0.9912135505807985,1,2.3224456020920594,4.227973441886312,0.17192098669507544
11550,0.057259,-0.173041,0.012381,0.069824,-0.041016,-1.004883,-0.106569,-0.036059,0.013446,0.074378,-0.041523,-0.994248,2.375563,4.305152,0.128479,2.3914666364362316,4.274518572724603,0.11330489026516022,0.9978904408385723,2.376604103494747,4.302915174148898,0.13660745489608986,0.05540880700030613,0.07339937258600147,0.030223763314514634,0.9939726881102064,1,2.321401738456207,4.228476530956929,0.17213463300319815
11600,-0.125668,0.070862,0.012381,0.069336,-0.041504,-1.00293,-0.105133,-0.047698,0.014636,0.07473,-0.041961,-0.993548,2.375668,4.304717,0.128657,2.4183635895566975,4.297602620392811,0.116371213747215,0.997237648068403,2.3767429109339595,4.302499585512738,0.13677839668507882,0.05544888359818331,0.07338170692547691,0.02896248441024735,0.9921075659097228,1,2.3214985671301305,4.2280886425805955,0.17235549754884522
11650,-0.186644,-0.112065,0.195308,0.069336,-0.043945,-1.004883,-0.102292,-0.061801,0.028201,0.074343,-0.041551,-0.993375,2.374824,4.304338,0.128822,2.3951780294468077,4.276243890008865,0.12279378349900291,0.9970191863123798,2.375848701666964,4.302117656779575,0.13693397044720879,0.05547851640417496,0.0733531470512542,0.028987783492806226,0.9914833894639424,1,2.3205607813621976,4.227731800050778,0.17256121332697558
11700,-0.003717,-0.112065,0.012381,0.069824,-0.04248,-1.003906,-0.089068,-0.070533,0.052255,0.074184,-0.042,-0.99407,2.375068,4.302473,0.128976,2.4193390431353277,4.264084299602218,0.12505437912364364,0.9977186130147117,2.37615111248142,4.30019699082809,0.13707910009575697,0.05551872450209719,0.07331801422164427,0.031304005134287965,0.9934817514706047,1,2.320822801533409,4.225839799104163,0.17275736099116537
11750,-0.003717,-0.05109,0.012381,0.069824,-0.039551,-1.005371,-0.08847,-0.021359,0.029039,0.074615,-0.04208,-0.993059,2.37524,4.302425,0.129193,2.4264066024656294,4.293093549938661,0.09553225267939618,0.9967468595917421,2.3763385408362856,4.300213875294805,0.1372901741800335,0.055566332743450755,0.07330333647007253,0.0314930314580379,0.9907053131192632,1,2.3209681687107695,4.225883783050383,0.17301809699603313
11800,-0.186644,0.009886,-0.048595,0.068848,-0.04248,-1.005371,-0.076089,-0.041227,0.02108,0.074568,-0.04212,-0.994229,2.376396,4.302716,0.12948,2.425855643358248,4.285371084604945,0.0890705779143708,0.9979107101664959,2.377490128993148,4.300526517443706,0.1375690164166243,0.05562492479133522,0.07328196351573797,0.03096199328919673,0.9940306004757026,1,2.3220779134904665,4.2262241249838794,0.17334552121835253
11850,-0.125668,-0.112065,0.073356,0.068848,-0.041016,-1.003906,-0.097638,-0.003581,0.007174,0.074695,-0.041853,-0.993802,2.375855,4.303363,0.129667,2.411530743757035,4.294525101825047,0.0979666722972665,0.9974835496578377,2.376910361850604,4.301175657743127,0.13774663593353517,0.055658582790103564,0.07327069900639757,0.028228653944166366,0.9928101418795363,1,2.3214578975202778,4.226902691663402,0.17357381482738293
11900,-0.064692,-0.05109,0.073356,0.068848,-0.041504,-1.003418,-0.075479,-0.036479,0.059521,0.074129,-0.042889,-0.994285,2.375774,4.302671,0.129873,2.4699520490771163,4.25985651609972,0.10281316220698593,0.9979665506353407,2.3768777105465375,4.300499914610605,0.13794928153076383,0.05570321959950782,0.07324085688614743,0.02930429759935818,0.994190144672402,1,2.3213860924786927,4.226256626821276,0.17382712993987562
11950,-0.064692,-0.05109,0.134332,0.067871,-0.040527,-1.00293,-0.074213,-0.012951,-0.007236,0.074404,-0.042124,-0.994063,2.376492,4.302454,0.130117,2.4264903950757573,4.276690516871677,0.07568128874431249,0.9977332481986355,2.3775294589263405,4.300330748896747,0.13818377477477178,0.05575353233537755,0.07321613559619566,0.029312173322709804,0.9935235662818157,1,2.3219973157430838,4.226116987605156,0.17411176267593584
12000,-0.125668,-0.05109,0.073356,0.071289,-0.044434,-1.008789,-0.085442,-0.03199,0.026923,0.074205,-0.041725,-0.9934,2.376602,4.303026,0.130355,2.405135923433934,4.268197430537323,0.0951238318877031,0.9970410812248409,2.37759859993657,4.300862343837964,0.1384096603408586,0.055792216468837884,0.0731884808452592,0.028397251847645334,0.9915459463566884,1,2.3220229904185827,4.226674030496515,0.1743876913817037
12050,-0.003717,-0.112065,0.073356,0.070801,-0.041992,-1.002441,-0.097123,-0.077874,0.065651,0.074106,-0.041877,-0.994078,2.37714,4.30234,0.130561,2.4122428277995422,4.259605404106997,0.14073837716131304,0.9977156170217043,2.3781260672302293,4.300109853745828,0.1386051475140486,0.05583378227626873,0.07315497380583043,0.028423537880004117,0.9934731914905838,1,2.322508749057385,4.225948849828396,0.17463433122378888
12100,-0.125668,-0.05109,-0.048595,0.067871,-0.040527,-1.004395,-0.114168,-0.062496,0.034442,0.074679,-0.042456,-0.993619,2.377313,4.30196,0.130772,2.446683120431066,4.294285105566034,0.13463407296817548,0.9973255146330109,2.3783545652447353,4.2997853671937785,0.13881039761938602,0.05587991410684146,0.07313359934073264,0.03095298500928551,0.992358613237174,1,2.32269297726811,4.225648615212707,0.1748905692095708
12150,-0.125668,-0.112065,0.073356,0.068848,-0.043945,-1.005859,-0.087446,-0.019354,0.077681,0.074079,-0.042028,-0.993898,2.376817,4.302702,0.130996,2.4213684787037852,4.258798951403616,0.11855681335545418,0.9975406184356604,2.3778556103359607,4.300555140502208,0.13902644593956148,0.055923454987997404,0.0731242209001468,0.03117413705714141,0.9929731955304584,1,2.322149465421101,4.226441955134783,0.1751575190788331
12200,-0.064692,-0.05109,0.012381,0.069336,-0.041016,-1.004883,-0.083496,-0.026878,0.048764,0.074057,-0.041778,-0.993987,2.377645,4.301995,0.131235,2.406766900192787,4.257204582437838,0.10035903843700376,0.9976171593863048,2.378697157227211,4.299800927690985,0.13925490188345438,0.055969956264669087,0.07308380413831879,0.03229417285284704,0.9931918839608709,1,2.3229503746986477,4.225716674566211,0.1754371626469748
12250,-0.064692,0.009886,0.012381,0.070313,-0.044434,-1.003906,-0.107807,-0.046781,0.001287,0.074362,-0.041924,-0.993315,2.377206,4.301883,0.131458,2.4167997740721283,4.277522558182225,0.11752645480486511,0.9969764380590947,2.378262821190697,4.2997176361674265,0.13947037287641012,0.05600605379511736,0.07304416722985176,0.03160352354023945,0.9913612515974136,1,2.322470767397703,4.225656709568315,0.17570373990755647
12300,-0.125668,0.009886,-0.048595,0.069824,-0.041504,-1.000977,-0.097961,-0.074171,0.030228,0.074051,-0.042141,-0.993844,2.376237,4.301983,0.131656,2.4280027520276506,4.257404816253928,0.12653626652466082,0.9974895041142037,2.3773071498579155,4.29978442527379,0.13965931860511155,0.05604599211330701,0.07302721235056384,0.03411337915267315,0.9928271546120105,1,2.321471462315262,4.225748678417724,0.1759448645906546
12350,-0.186644,0.070862,-0.10957,0.068359,-0.04248,-1.004883,-0.07113,-0.092382,-0.014009,0.074385,-0.041734,-0.994439,2.376932,4.301297,0.13187,2.4031435934359715,4.274065007986615,0.11743152432375219,0.9980900659269182,2.37798602474592,4.299093437576068,0.13986314293486032,0.05609432246047398,0.07300317316856111,0.03044397508450482,0.9945430455054806,1,2.322106968951204,4.225083411204086,0.1762009365500641
12400,-0.125668,-0.05109,-0.048595,0.068848,-0.042969,-1.004395,-0.076966,0.01114,0.018213,0.074328,-0.041673,-0.992803,2.37667,4.302286,0.132105,2.4035848046390567,4.277812186347413,0.07987226129890151,0.9964532539572541,2.3777575952875742,4.300196979305613,0.14009341047826412,0.05612926026797124,0.0729780309371991,0.029852604036192595,0.989866439877869,1,2.321835348167131,4.226212760216315,0.17648273401598516
12450,-0.064692,-0.112065,-0.048595,0.069824,-0.039063,-1.002441,-0.066052,-0.026232,0.028129,0.074359,-0.04251,-0.993781,2.376907,4.30218,0.132318,2.4493924167179415,4.2752493942974885,0.07643445014520611,0.9974653061345041,2.378036288275587,4.300061286105924,0.1402999866251422,0.05617774796748915,0.07296406414451857,0.02896101074368195,0.9927580175271546,1,2.3220726793960376,4.22610452814202,0.17674206926478062
12500,-0.003717,-0.112065,0.134332,0.071289,-0.043457,-1.004883,-0.091362,-0.027376,0.015616,0.074331,-0.041506,-0.993755,2.377182,4.301935,0.132565,2.3916732183813147,4.273938228939636,0.09664533033726978,0.9973950298763274,2.3782250751648517,4.299819208222185,0.1405356452216006,0.05622498000153459,0.07293174546435735,0.02946882708978974,0.9925572282180785,1,2.322219267882979,4.225889698825002,0.17702989948761744
12550,-0.064692,-0.05109,0.012381,0.067383,-0.043457,-1.004883,-0.090185,-0.031739,0.037425,0.074101,-0.041536,-0.994023,2.375948,4.300942,0.132744,2.3927553413535163,4.259614427263104,0.10267097433549562,0.9976461908041347,2.376996425429911,4.298807777531067,0.1407058701100119,0.05625732417201341,0.07288845702433676,0.0299845640511354,0.9932748308689564,1,2.3209464080881355,4.224902663015409,0.17725355180036068
12600,-0.125668,-0.05109,0.073356,0.066406,-0.04248,-1.002441,-0.089019,-0.048326,-0.000592,0.074455,-0.042325,-0.993662,2.376122,4.300822,0.133011,2.4390374709455127,4.281292039986651,0.10129232498565723,0.9973460396943481,2.3771745700632727,4.2986857322214815,0.14096680692583877,0.05631055457447764,0.07285723090092634,0.029486998367841983,0.992417256269566,1,2.3210828557010528,4.224809156740973,0.17756672546758412
12650,-0.064692,-0.05109,0.073356,0.070313,-0.042969,-1.006348,-0.081956,-0.066302,0.017649,0.07414,-0.042591,-0.993607,2.376751,4.301082,0.133309,2.4544830990997983,4.263432101528321,0.10688418190265574,0.9972791000166403,2.3778190176646796,4.298918222538404,0.14125718477074373,0.05636807326125671,0.0728267414187466,0.029775965911784146,0.9922260000475438,1,2.321682271156787,4.225066867477452,0.17790876044385537
12700,-0.064692,0.009886,-0.048595,0.070801,-0.041016,-1.004883,-0.0761,-0.077165,0.029568,0.07417,-0.042178,-0.993612,2.377871,4.300903,0.133548,2.430698730267463,4.265204754855745,0.1123383899163594,0.9972687597272865,2.3789446613480076,4.298734968539253,0.14148562256500977,0.056418975812040195,0.07280568907160781,0.029484338739735064,0.9921964563636756,1,2.322766442309665,4.2249141460915824,0.1781906285241779
12750,-0.003717,-0.112065,0.073356,0.069336,-0.042969,-1.004883,-0.099857,-0.041142,0.051692,0.07431,-0.042076,-0.993994,2.378078,4.301491,0.133789,2.4238967727866565,4.2716110331142465,0.11973365223277874,0.9976554705468216,2.379133276418566,4.299344661666299,0.1417185813895819,0.05646135677431293,0.0727828919605851,0.028541014587033054,0.9933013444194903,1,2.322910259908476,4.225549880980909,0.17847664091336748
12800,-0.125668,-0.112065,0.012381,0.069824,-0.041504,-1.006836,-0.082305,-0.045342,0.034913,0.074388,-0.04173,-0.993734,2.379466,4.301888,0.134048,2.404616269428669,4.2772532351448405,0.10024433928157739,0.9973877030523286,2.3805557386687375,4.299738973637892,0.1419673341348042,0.056513299937090145,0.07276554897610872,0.030339091893698777,0.9925362944352246,1,2.3242889427187663,4.225971638723446,0.178778559223236
12850,-0.064692,-0.112065,0.073356,0.067871,-0.043945,-1.006836,-0.118627,-0.04465,-0.011382,0.074296,-0.042257,-0.993786,2.378865,4.301753,0.134316,2.4348201188147978,4.271665391099911,0.12726168925878675,0.9974548428179593,2.379945299890406,4.299584276418147,0.14222732193196433,0.05656403233592638,0.0727296670820926,0.031368844620623275,0.9927281223370265,1,2.3236330294862575,4.225842188028214,0.17909151777496518
12900,-0.064692,-0.05109,0.012381,0.068848,-0.039063,-1.003418,-0.073668,-0.0208,0.073907,0.074364,-0.041827,-0.994138,2.377989,4.302115,0.134511,2.409220828555836,4.274132787469985,0.10640422394341308,0.9977924961979819,2.37906193234335,4.2999729169898595,0.14241364812993526,0.056598133568578714,0.07270983484674222,0.03239567401793272,0.9936928462799484,1,2.322704193703659,4.2262563885699125,0.1793324250582524
12950,-0.064692,0.009886,0.195308,0.069824,-0.041504,-1.005859,-0.078315,-0.066698,0.012574,0.074465,-0.041735,-0.993752,2.377097,4.301785,0.134695,2.404860537891748,4.281586190220336,0.10363381641626443,0.99741159204914,2.3781224874489024,4.299599087779318,0.14258698312796372,0.056627510181492195,0.07267243250402226,0.031172771416979585,0.9926045487118286,1,2.3217208214210436,4.225909272410102,0.17956087331630746
13000,-0.064692,-0.05109,0.012381,0.070313,-0.042969,-1.003906,-0.129661,-0.017984,0.040916,0.074128,-0.042203,-0.994099,2.37694,4.302325,0.134923,2.4309476868943287,4.260717020163783,0.13714779704027333,0.9977519107443492,2.377937428591777,4.300215862028277,0.14281162794101437,0.05666762472958938,0.07264966078026416,0.03380101103993011,0.9935768878409977,1,2.321493984937278,4.22655493620078,0.17984006727685642
13050,-0.125668,-0.112065,0.073356,0.068359,-0.040039,-1.002441,-0.077026,-0.025747,-0.002707,0.073728,-0.041969,-0.993506,2.377817,4.302639,0.135251,2.4189262439990813,4.240367634215536,0.08126032570695246,0.9971215507554734,2.378871790526241,4.300530289563444,0.1431316642375019,0.056732397338109045,0.07261977774854238,0.03289922454911144,0.9917758593013525,1,2.3223842632235705,4.2268963464424605,0.18021310515638223
13100,-0.125668,-0.05109,0.012381,0.067871,-0.042969,-1.004883,-0.144452,-0.028846,0.061627,0.074488,-0.041956,-0.994496,2.376911,4.30153,0.135469,2.415773473093214,4.2796773326815005,0.15967579387308523,0.9981638453159882,2.377898130797514,4.299427245334041,0.14334041367383057,0.0567752002816719,0.07257513830358213,0.03266860408505626,0.9947538437599663,1,2.3213673248193443,4.225822130026715,0.18047724561538855
13150,-0.064692,0.009886,-0.048595,0.068848,-0.04248,-1.003906,-0.146498,-0.090511,0.029948,0.07412,-0.04192,-0.994092,2.37646,4.301501,0.135671,2.414682861712242,4.26033976184879,0.17478783661628172,0.9977324116535455,2.3774348557238243,4.29931921431849,0.14353060775122406,0.05681210505912079,0.0725485873262273,0.031738883975203296,0.9935211761529873,1,2.320863378439175,4.225746405839395,0.18072356597420117
13200,-0.125668,0.009886,-0.048595,0.066406,-0.040527,-1.00293,-0.060275,-0.029742,0.038684,0.074076,-0.041967,-0.993915,2.376656,4.301325,0.135912,2.4178169398810283,4.258565657178142,0.0775507191778387,0.9975547654590198,2.3776951890835,4.2992345235424265,0.14376792218183618,0.0568549843199971,0.07251070426348115,0.03192884703443987,0.9930136155971994,1,2.3210776402679043,4.225687124069093,0.18101587509921693
13250,-0.125668,0.009886,-0.10957,0.067383,-0.043945,-1.004883,-0.094416,-0.073605,0.064162,0.07422,-0.041994,-0.994305,2.376352,4.301007,0.136097,2.4184227932705507,4.265144241296798,0.1358265045011466,0.9979551780821622,2.377366640061061,4.298901451757626,0.14394339432059397,0.056879987599395866,0.07246514854387659,0.03140476956910953,0.9941576516633205,1,2.3207091606173713,4.225387399018996,0.1812480244936888
13300,-0.064692,0.009886,-0.048595,0.069336,-0.041992,-1.004883,-0.133317,-0.034642,0.02542,0.074751,-0.041691,-0.994114,2.375684,4.301155,0.136342,2.401454367689244,4.2964205701671725,0.14007022186389226,0.9977918101878769,2.3766105042894394,4.299123297720334,0.14418185780955386,0.05692950134041098,0.07244485224181285,0.03142271408959807,0.9936908862510768,1,2.3199112624583984,4.225640572307163,0.18154236569848395
13350,-0.125668,0.070862,0.012381,0.069824,-0.042969,-1.005371,-0.064148,-0.041196,0.057889,0.074421,-0.042072,-0.993629,2.376183,4.302176,0.136615,2.42455586545756,4.27953160632647,0.09572467101536573,0.9972999188137939,2.377202034002908,4.30011492732114,0.14444779562871132,0.056978951581859845,0.07242664862191632,0.0317217462547638,0.9922854823251254,1,2.3204588446188135,4.226660153370024,0.18186363117238497
13400,-0.125668,-0.05109,0.012381,0.067871,-0.041992,-1.004883,-0.108196,-0.0031,0.01463,0.073843,-0.041389,-0.9936,2.375099,4.301975,0.136792,2.3853108162478622,4.246661343424609,0.10922463694606635,0.997199477521925,2.376062511542493,4.299916083273033,0.1446160329265622,0.05700437563772637,0.07238800566766065,0.031463029851933395,0.9919985072054999,1,2.3192745602007245,4.226487742442804,0.18208909417937888
13450,-0.125668,-0.05109,0.012381,0.068359,-0.041016,-1.004395,-0.099558,-0.102824,0.003604,0.073906,-0.04221,-0.993694,2.374869,4.30093,0.136985,2.43234016806686,4.249724368090388,0.14316968658204152,0.9973322147469217,2.375874427707353,4.298786701801724,0.14479961545445125,0.05704614978668208,0.07235303206702079,0.03233050049211872,0.9923777564197762,1,2.319041898935322,4.225384615927489,0.18233017768836549
13500,-0.186644,-0.112065,0.073356,0.070313,-0.041504,-1.004883,-0.097802,-0.078292,0.029086,0.074708,-0.041832,-0.994047,2.374594,4.300527,0.137176,2.409728805788968,4.294220710212272,0.12861128979992387,0.9977277382617966,2.375585314139853,4.298452243616817,0.14498279924539775,0.057084930153965895,0.07232868755918662,0.03180116359453901,0.9935078236051332,1,2.3187102635149546,4.225079500928311,0.18257112437328057
13550,-0.125668,-0.112065,-0.048595,0.068848,-0.04248,-1.007813,-0.080966,-0.030785,0.041367,0.073945,-0.042537,-0.994222,2.375389,4.300485,0.137437,2.4498604147356957,4.249653711666718,0.09599186460320479,0.9978750646639087,2.3763917046288667,4.298406995273553,0.14523927755220148,0.057138224672493076,0.07230123656954121,0.03250155034930706,0.9939287561825964,1,2.3194743021942914,4.225063421769665,0.18288421748754208
