file,missing_ratio,duration_s,static_segments,rmse_log_vs_replay_cur_roll,rmse_log_vs_replay_cur_pitch,rmse_log_vs_replay_cur_yaw,tail_slope_cur_roll_dps,tail_slope_cur_pitch_dps,tail_slope_cur_yaw_dps,tail_slope_old_roll_dps,tail_slope_old_pitch_dps,tail_slope_old_yaw_dps
04150000.csv,0.15071622526699446,385.213,"[(np.int64(0), np.int64(373496)), (np.int64(375189), np.int64(385213))]",0.05404153487305626,0.0835901767775349,0.0033709666011129975,4.4324277920102714e-05,0.0017112276469384406,0.0001597106954082947,-9.291503137743627e-05,0.0018142694346088989,0.005604323799559495
04150008.csv,0.16851048900380206,262.226,"[(np.int64(0), np.int64(45773)), (np.int64(198553), np.int64(262226))]",0.08217340197529745,0.11155533986705615,6.074858033289075,0.0004728257100845167,-0.00043566778139074116,0.00174830015227275,0.00015943921318976048,-0.00023684589677802124,0.006305616292515958
