window,start_s,end_s,duration_s,mean_gyro_mag_dps,p95_gyro_mag_dps,mean_acc_err_g
full_dynamic,45.774,198.552,152.778,17.59581243265238,37.894648473876494,0.171266636448569
takeoff_12s,45.774,57.773,11.999000000000002,13.74589072196481,32.505762801221145,0.14580528768861473
hover_like_8s,194.552,198.552,4.0,5.043804399348954,20.293451912150136,0.0310900711174035
aggressive_8s,70.052,78.051,7.998999999999995,22.55507263341108,50.48071681458935,0.2074866279260087
landing_12s,186.553,198.552,11.998999999999995,11.20213916052302,28.829312733952566,0.0834581662806678
