I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22,I23,I24,I25,I26,I27,I28,I29,I30,I31,I32,I33,I34,I35,I36,I37,I38,I39
2002.000000,27979.000000,0.020000,0.000000,0.000000,0.000000,0.000000,-13.204675,21.201897,-13.364675,21.361897,-13.204675,8.000001,-13.364675,0.000000,0.000000,0.160000,0.343862,0.000000,8.343863,0.490815,0.490815,21.201897,-8.000001,21.361897,0.000000,0.000000,-0.160000,-0.343862,0.000000,-8.343863,-0.490815,-0.490815,0.710815,-2.290815,0.817035,-0.931811,1.000000,0.000000,0.000000
2002.000000,27999.000000,0.020000,0.000000,0.000000,0.000000,0.000000,-12.884675,20.881897,-12.883831,24.029154,-12.884675,16.000002,-13.168000,0.045422,-0.480844,0.283325,0.608905,0.045422,16.563486,0.974323,0.974323,20.881897,-16.000002,21.360304,0.251958,-2.667257,-0.478407,-1.028163,0.251958,-17.280125,-1.016478,-1.016478,1.194323,-2.816478,0.855543,-0.939360,1.000000,0.000000,0.000000
2002.000000,28019.000000,0.020000,0.000000,0.000000,0.000000,0.000000,-12.404675,20.401897,-12.622490,24.315929,-12.404675,24.000004,-12.802018,0.096953,-0.545510,0.397344,0.853947,0.096953,24.756998,1.456294,1.456294,20.401897,-24.000004,21.202894,0.531157,-2.955626,-0.800997,-1.721454,0.531157,-26.252615,-1.544271,-1.544271,1.676294,-3.344271,0.889368,-0.891875,1.000000,0.000000,0.000000
2002.000000,28059.000000,0.020000,0.000000,0.000000,0.000000,0.000000,-10.964674,18.961899,-10.286440,25.775116,-10.964674,40.000004,-11.477320,0.350437,-1.974574,0.512646,1.101747,0.350437,40.751312,2.397136,2.397136,18.961899,-40.000004,20.472918,1.249815,-4.920101,-1.511019,-3.247390,1.249815,-44.497211,-2.617483,-2.617483,2.617136,-4.417483,0.689315,-1.223807,1.000000,0.000000,0.000000
2002.000000,28079.000000,0.020000,0.000000,0.000000,0.000000,0.000000,-10.004674,18.001898,-8.014749,27.044607,-10.004674,48.000004,-10.440717,0.677524,-3.462571,0.436043,0.937117,0.677524,48.259598,2.838800,2.838800,18.001898,-48.000004,20.015202,1.870600,-6.571690,-2.013304,-4.326871,1.870600,-54.197475,-3.188087,-3.188087,3.058800,-4.988087,0.808534,-1.450191,1.000000,0.000000,0.000000
2002.000000,28099.000000,0.020000,0.000000,0.000000,0.000000,0.000000,-8.884674,16.881897,-7.197895,27.380142,-8.884674,56.000004,-9.261024,0.983852,-3.242822,0.376349,0.808828,0.983852,55.824978,3.283822,3.283822,16.881897,-56.000004,19.425053,2.566318,-7.364941,-2.543156,-5.465597,2.566318,-64.031914,-3.766583,-3.766583,3.503822,-5.566583,1.142770,-1.657979,1.000000,0.000000,0.000000
2002.000000,28119.000000,0.020000,0.000000,0.000000,0.000000,0.000000,-7.604674,15.601896,-8.155960,27.380613,-7.604674,64.000008,-8.056369,1.088240,-1.105063,0.451695,0.970756,1.088240,63.882523,3.757795,3.757795,15.601896,-64.000008,18.688728,3.317828,-7.955561,-3.086832,-6.634033,3.317828,-73.951866,-4.350110,-4.350110,3.977795,-6.150109,1.480582,-1.977225,1.000000,0.000000,0.000000
2002.000000,28139.000000,0.020000,0.000000,0.000000,0.000000,0.000000,-6.164674,14.161896,-9.446466,27.494009,-6.164674,72.000008,-6.843095,0.956927,1.390098,0.678421,1.458022,0.956927,72.501106,4.264771,4.264771,14.161896,-72.000008,17.821692,4.149606,-8.805281,-3.659796,-7.865412,4.149606,-84.015022,-4.942060,-4.942060,4.484771,-6.742060,1.865632,-2.292797,1.000000,0.000000,0.000000
2002.000000,28159.000000,0.020000,0.000000,0.000000,0.000000,0.000000,-4.564673,12.561895,-10.775616,26.747883,-4.564673,80.000008,-5.617623,0.585447,3.932521,1.052950,2.262936,0.585447,81.677498,4.804559,4.804559,12.561895,-80.000008,16.777519,4.992805,-8.926191,-4.215624,-9.059964,4.992805,-94.052780,-5.532516,-5.532516,5.024559,-7.332517,2.257845,-2.609912,1.000000,0.000000,0.000000
2002.000000,28179.000000,0.020000,0.000000,0.000000,0.000000,0.000000,-2.804673,10.801895,-11.758200,23.784161,-2.804673,88.000008,-4.352882,0.005387,6.140576,1.548209,3.327317,0.005387,91.321938,5.371879,5.371879,10.801895,-88.000008,15.430506,5.654677,-7.006641,-4.628611,-9.947531,5.654677,-103.602219,-6.094248,-6.094248,5.591878,-7.894248,2.565968,-3.034801,1.000000,0.000000,0.000000
2002.000000,28199.000000,0.020000,0.000000,0.000000,0.000000,0.000000,-1.004673,9.001895,-11.949231,23.465382,-1.004673,90.000000,-2.997064,-0.712191,7.596349,1.992391,4.281927,-0.712191,94.994118,5.587889,5.587889,9.001895,-90.000000,13.969458,6.413680,-8.034876,-4.967563,-10.675986,6.413680,-107.089668,-6.299392,-6.299392,5.807889,-8.099392,2.998813,-3.419524,1.000000,0.000000,0.000000
2002.000000,28219.000000,0.020000,0.000000,0.000000,0.000000,0.000000,0.635327,7.201895,-11.889050,20.908636,0.635327,82.000000,-1.662442,-1.552159,8.891985,2.297769,4.938226,-1.552159,88.490387,5.205317,5.205317,7.201895,-90.000000,12.385942,7.069179,-6.939178,-5.184048,-11.141243,7.069179,-108.210419,-6.365319,-6.365319,5.425317,-8.165318,3.518220,-3.760932,1.000000,0.000000,0.000000
2002.000000,28239.000000,0.020000,0.000000,0.000000,0.000000,0.000000,2.115327,5.401895,-12.515574,17.789268,2.115327,74.000000,-0.596221,-2.577384,10.853132,2.711548,5.827496,-2.577384,82.404884,4.847346,4.847346,5.401895,-90.000000,10.697949,7.579596,-5.403326,-5.296055,-11.381962,7.579596,-108.961555,-6.409503,-6.409503,5.067346,-8.209503,3.963824,-4.139770,1.000000,0.000000,0.000000
2002.000000,28259.000000,0.020000,0.000000,0.000000,0.000000,0.000000,3.435327,3.601894,-12.332920,13.629694,3.435327,66.000000,0.273032,-3.686074,11.736699,3.162295,6.796213,-3.686074,76.482285,4.498958,4.498958,3.601894,-90.000000,8.851984,7.856539,-2.931745,-5.250090,-11.283176,7.856539,-109.139709,-6.419983,-6.419983,4.718958,-8.219983,4.364329,-4.547427,1.000000,0.000000,0.000000
2002.000000,28279.000000,0.020000,0.000000,0.000000,0.000000,0.000000,4.595327,1.801894,-9.633607,11.349845,4.595327,58.000000,1.115065,-4.621890,9.906639,3.480263,7.479571,-4.621890,70.101456,4.123615,4.123615,1.801894,-90.000000,6.981107,8.092496,-2.497861,-5.179213,-11.130853,8.092496,-109.223351,-6.424903,-6.424903,4.343615,-8.224903,4.748956,-4.893158,1.000000,0.000000,0.000000
2002.000000,28299.000000,0.020000,0.000000,0.000000,0.000000,0.000000,5.595327,0.001894,-6.562464,7.940823,5.595327,50.000000,1.948897,-5.347136,7.677529,3.646430,7.836689,-5.347136,63.183826,3.716696,3.716696,0.001894,-90.000000,5.017962,8.183154,-0.959715,-5.016068,-10.780230,8.183154,-108.963379,-6.409611,-6.409611,3.936696,-8.209611,5.026389,-5.201366,1.000000,0.000000,0.000000
2002.000000,28319.000000,0.020000,0.000000,0.000000,0.000000,0.000000,6.435328,-1.638106,-5.382240,4.686229,6.435328,42.000000,2.651337,-6.039661,7.331137,3.783991,8.132324,-6.039661,56.171986,3.304235,3.304235,-1.638106,-82.000000,2.981800,8.151817,0.331732,-4.619906,-9.928823,8.151817,-100.080643,-5.887096,-5.887096,3.524235,-7.687097,5.184770,-5.490655,1.000000,0.000000,0.000000
2002.000000,28339.000000,0.020000,0.000000,0.000000,0.000000,0.000000,7.115328,-3.118106,-5.009282,0.556292,7.115328,34.000000,3.179272,-6.763310,7.660619,3.936056,8.459133,-6.763310,49.222443,2.895438,2.895438,-3.118106,-74.000000,0.992920,7.922695,2.425508,-4.111026,-8.835170,7.922695,-90.757858,-5.338697,-5.338697,3.115438,-7.138698,5.214488,-5.771817,1.000000,0.000000,0.000000
2002.000000,28359.000000,0.020000,0.000000,0.000000,0.000000,0.000000,7.635328,-4.438106,-4.134924,-1.778969,7.635328,26.000000,3.575211,-7.454235,7.314196,4.060117,8.725760,-7.454235,42.179996,2.481176,2.481176,-4.438106,-66.000000,-0.835551,7.660853,2.771889,-3.602555,-7.742394,7.660853,-81.403244,-4.788426,-4.788426,2.701176,-6.588426,5.119138,-6.049485,1.000000,0.000000,0.000000
2002.000000,28379.000000,0.020000,0.000000,0.000000,0.000000,0.000000,7.995328,-5.598106,-2.112115,0.112977,7.995328,18.000000,3.917295,-7.991480,5.687325,4.078032,8.764261,-7.991480,34.755741,2.044455,2.044455,-5.598106,-58.000000,-2.251621,7.750454,-0.948528,-3.346486,-7.192066,7.750454,-72.942520,-4.290737,-4.290737,2.264455,-6.090736,4.964991,-6.202309,1.000000,0.000000,0.000000
2002.000000,28399.000000,0.020000,0.000000,0.000000,0.000000,0.000000,8.195328,-6.598106,-0.516581,1.547296,8.195328,9.999999,4.177823,-8.410319,4.433877,4.017505,8.634179,-8.410319,27.044498,1.590853,1.590853,-6.598106,-50.000000,-3.320052,8.109313,-3.798917,-3.278055,-7.044998,8.109313,-65.154312,-3.832607,-3.832607,1.810853,-5.632607,4.860842,-6.188019,1.000000,0.000000,0.000000
2002.000000,28419.000000,0.020000,0.000000,0.000000,0.000000,0.000000,8.235328,-7.438107,-0.540209,1.258275,8.235328,1.999998,4.258141,-8.856001,4.718032,3.977187,8.547530,-8.856001,19.403530,1.141384,1.141384,-7.438107,-42.000000,-4.177243,8.541798,-4.578326,-3.260863,-7.008051,8.541798,-57.549847,-3.385285,-3.385285,1.361384,-5.185285,4.731610,-6.048198,1.000000,0.000000,0.000000
2002.000000,28439.000000,0.020000,0.000000,0.000000,0.000000,0.000000,8.115328,-8.118107,-1.556689,-1.793452,8.115328,-6.000003,4.108760,-9.405291,5.814830,4.006568,8.610674,-9.405291,12.015962,0.706821,0.706821,-8.118107,-34.000000,-5.009686,8.766979,-2.383791,-3.108421,-6.680430,8.766979,-49.447411,-2.908671,-2.908671,0.926821,-4.708671,4.545915,-5.825767,1.000000,0.000000,0.000000
2002.000000,28459.000000,0.020000,0.000000,0.000000,0.000000,0.000000,7.835328,-8.638107,-1.530694,-5.175395,7.835328,-14.000004,3.811509,-9.938013,5.639453,4.023818,8.647748,-9.938013,4.585757,0.269750,0.269750,-8.638107,-26.000000,-5.833563,8.751326,0.165709,-2.804544,-6.027357,8.751326,-40.778679,-2.398746,-2.398746,0.489750,-4.198746,4.312804,-5.509565,1.000000,0.000000,0.000000
