I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20
324276.000000,1000.000000,986.343201,0.000000,-6.284391,0.879815,0.472293,0.000000,1.352108,0.000000,0.000000,-0.686640,1.230383,0.000000,0.543743,4.904570,1.572108,-1.256257,6.759718,2.592242,0.900382
324296.000000,1000.000000,986.445190,0.000000,-3.756388,0.525894,0.473044,0.000000,0.998939,0.000000,0.000000,-0.973864,1.228992,0.000000,0.255128,6.956169,1.218939,-1.544872,6.497481,2.016039,0.839401
324316.000000,1000.000000,986.782959,0.000000,0.049371,-0.006912,0.473034,0.000000,0.466122,0.000000,0.000000,-1.535895,1.226797,0.000000,-0.309098,10.970682,0.686122,-2.109098,5.998127,1.321039,0.775973
324336.000000,1000.000000,986.987854,0.000000,2.937346,-0.411228,0.472447,0.000000,0.061219,0.000000,0.000000,-1.745649,1.224304,0.000000,-0.521345,12.468920,0.281219,-2.321345,5.623444,0.775394,0.715484
324356.000000,1000.000000,988.958740,0.000000,3.066475,-0.429307,0.471834,0.000000,0.042527,0.000000,0.000000,-1.678092,1.221906,0.000000,-0.456186,11.986373,0.262527,-2.256186,5.304221,0.362892,0.655155
324376.000000,1000.000000,991.592346,0.000000,2.793365,-0.391071,0.471275,0.000000,0.080204,0.000000,0.000000,-1.389467,1.219921,0.000000,-0.169545,9.924761,0.300204,-1.969545,4.877258,-0.009788,0.611082
324396.000000,1000.000000,992.037598,0.000000,2.240663,-0.313693,0.470827,0.000000,0.157134,0.000000,0.000000,-1.101295,1.218348,0.000000,0.117054,7.866389,0.377134,-1.682946,4.421913,-0.354008,0.572973
324416.000000,1000.000000,992.479919,0.000000,0.802376,-0.112333,0.470666,0.000000,0.358334,0.000000,0.000000,-0.605990,1.217482,0.000000,0.611492,4.328502,0.578334,-1.188508,3.927143,-0.719230,0.527425
324436.000000,1000.000000,994.669373,0.000000,1.235698,-0.172998,0.470419,0.000000,0.297421,0.000000,0.000000,-0.315977,1.217031,0.000000,0.901054,2.256978,0.517421,-0.898946,3.494015,-1.047327,0.487413
324456.000000,1000.000000,996.977905,0.000000,0.645750,-0.090405,0.470290,0.000000,0.379885,0.000000,0.000000,-0.087584,1.216906,0.000000,1.129322,0.625599,0.599885,-0.670678,3.173354,-1.275250,0.460207
324476.000000,1000.000000,999.032593,0.000000,-0.460928,0.064530,0.470382,0.000000,0.534912,0.000000,0.000000,-0.063390,1.216815,0.000000,1.153425,0.452783,0.754912,-0.646574,2.864431,-1.461615,0.434176
324496.000000,1000.000000,997.880249,0.000000,-0.200231,0.028032,0.470422,0.000000,0.498455,0.000000,0.000000,-0.287077,1.216405,0.000000,0.929328,2.050548,0.718455,-0.870672,2.418065,-1.581696,0.407478
324516.000000,1000.000000,997.171082,0.000000,0.047564,-0.006659,0.470413,0.000000,0.463754,0.000000,0.000000,-0.257858,1.216037,0.000000,0.958178,1.841845,0.683754,-0.841822,2.041055,-1.483799,0.368230
324536.000000,1000.000000,996.740906,0.000000,-0.776594,0.108723,0.470568,0.000000,0.579291,0.000000,0.000000,0.059169,1.216121,0.000000,1.275290,-0.422636,0.799291,-0.524710,1.863315,-1.281794,0.327541
324556.000000,1000.000000,996.558838,0.000000,-1.296683,0.181536,0.470827,0.000000,0.652363,0.000000,0.000000,0.240635,1.216465,0.000000,1.457100,-1.718820,0.872363,-0.342900,1.802532,-1.239681,0.282274
324576.000000,1000.000000,997.250488,0.000000,-1.823748,0.255325,0.471192,0.000000,0.726517,0.000000,0.000000,0.123519,1.216641,0.000000,1.340161,-0.882281,0.946517,-0.459839,1.691923,-1.281708,0.233878
324596.000000,1000.000000,996.732178,0.000000,-2.181581,0.305421,0.471628,0.000000,0.777050,0.000000,0.000000,0.025199,1.216677,0.000000,1.241877,-0.179994,0.997050,-0.558123,1.576643,-1.276948,0.178509
324616.000000,1000.000000,996.417786,0.000000,-2.183073,0.305630,0.472065,0.000000,0.777695,0.000000,0.000000,0.017612,1.216703,0.000000,1.234315,-0.125800,0.997695,-0.565685,1.455483,-1.169385,0.125803
324636.000000,1000.000000,996.287537,0.000000,-2.790657,0.390692,0.472623,0.000000,0.863315,0.000000,0.000000,0.341028,1.217190,0.000000,1.558218,-2.435915,1.083315,-0.241782,1.336026,-1.045686,0.066335
324656.000000,1000.000000,996.255554,0.000000,-3.040056,0.425608,0.473231,0.000000,0.898839,0.000000,0.000000,0.688186,1.218173,0.000000,1.906359,-4.915615,1.118839,0.106359,1.317741,-0.932948,-0.002360
324676.000000,1000.000000,997.127563,0.000000,-3.860187,0.540426,0.474003,0.000000,1.014429,0.000000,0.000000,0.947177,1.219526,0.000000,2.166703,-6.765553,1.234429,0.366704,1.332831,-0.902222,-0.070943
324696.000000,1000.000000,998.596375,0.000000,-4.690704,0.656699,0.474941,0.000000,1.131640,0.000000,0.000000,1.054683,1.221033,0.000000,2.275716,-7.533450,1.351640,0.475716,1.338319,-0.888315,-0.149016
324716.000000,1000.000000,999.487244,0.000000,-4.483393,0.627675,0.475838,0.000000,1.103513,0.000000,0.000000,0.890396,1.222305,0.000000,2.112700,-6.359968,1.323513,0.312700,1.276455,-0.842526,-0.241502
324736.000000,1000.000000,998.343750,0.000000,-4.138041,0.579326,0.476666,0.000000,1.055992,0.000000,0.000000,0.770738,1.223406,0.000000,1.994144,-5.505274,1.275992,0.194144,1.219754,-0.720716,-0.352487
324756.000000,1000.000000,996.338867,0.000000,-3.792297,0.530922,0.477424,0.000000,1.008346,0.000000,0.000000,0.871333,1.224651,0.000000,2.095983,-6.223804,1.228346,0.295983,1.207017,-0.617580,-0.466508
324776.000000,1000.000000,995.122864,0.000000,-4.071307,0.569983,0.478238,0.000000,1.048221,0.000000,0.000000,0.993998,1.226071,0.000000,2.220069,-7.099988,1.268221,0.420069,1.330973,-0.633748,-0.575056
324796.000000,1000.000000,992.995178,0.000000,-5.257588,0.736062,0.479290,0.000000,1.215352,0.000000,0.000000,0.663273,1.227018,0.000000,1.890291,-4.737667,1.435352,0.090292,1.471046,-0.708293,-0.687978
324816.000000,1000.000000,991.256165,0.000000,-6.552232,0.917312,0.480600,0.000000,1.397913,0.000000,0.000000,0.129524,1.227203,0.000000,1.356727,-0.925169,1.617913,-0.443273,1.445899,-0.774158,-0.805715
324836.000000,1000.000000,990.201416,0.000000,-6.841985,0.957878,0.481969,0.000000,1.439847,0.000000,0.000000,-0.146621,1.226994,0.000000,1.080373,1.047291,1.659847,-0.719627,1.478661,-0.616754,-0.920355
324856.000000,1000.000000,990.750366,0.000000,-7.494961,1.049295,0.483468,0.000000,1.532762,0.000000,0.000000,0.056780,1.227075,0.000000,1.283854,-0.405569,1.752762,-0.516146,1.656408,-0.465751,-1.037010
324876.000000,1000.000000,992.009155,0.000000,-9.651585,1.351222,0.485398,0.000000,1.836620,0.000000,0.000000,0.536494,1.227841,0.000000,1.764335,-3.832102,2.056620,-0.035665,1.825306,-0.403762,-1.144790
324896.000000,1000.000000,992.772644,0.000000,-14.358516,2.010192,0.488270,0.000000,2.498462,0.000000,0.000000,0.196552,1.228122,0.000000,1.424674,-1.403942,2.718462,-0.375326,1.992348,-0.462422,-1.249285
324916.000000,1000.000000,993.235718,0.000000,-16.553883,2.317544,0.491581,0.000000,2.809124,0.000000,0.000000,0.088965,1.228249,0.000000,1.317214,-0.635464,3.029124,-0.482786,2.109035,-0.520689,-1.351333
324936.000000,1000.000000,991.668396,0.000000,-17.011316,2.381584,0.494983,0.000000,2.876567,0.000000,0.000000,0.107419,1.228402,0.000000,1.335821,-0.767279,3.096567,-0.464179,2.214741,-0.466469,-1.458581
324956.000000,1000.000000,990.551208,0.000000,-15.022115,2.103096,0.497987,0.000000,2.601083,0.000000,0.000000,0.541488,1.229176,0.000000,1.770664,-3.867773,2.821083,-0.029336,2.452383,-0.370723,-1.559469
324976.000000,1000.000000,989.975647,0.000000,-13.020480,1.822867,0.500591,0.000000,2.323459,0.000000,0.000000,1.107118,1.230757,0.000000,2.337875,-7.907987,2.543459,0.537875,2.771125,-0.325348,-1.639621
324996.000000,1000.000000,988.876770,0.000000,-13.085235,1.831933,0.503208,0.000000,2.335141,0.000000,0.000000,1.498739,1.232898,0.000000,2.731637,-10.705279,2.555141,0.931638,3.164529,-0.428084,-1.717433
325016.000000,1000.000000,988.142639,0.000000,-13.639183,1.909486,0.505936,0.000000,2.415422,0.000000,0.000000,1.590805,1.235171,0.000000,2.825976,-11.362892,2.635422,1.025976,3.495964,-0.539759,-1.796023
325036.000000,1000.000000,987.697388,0.000000,-14.365595,2.011183,0.508809,0.000000,2.519993,0.000000,0.000000,1.598825,1.237455,0.000000,2.836279,-11.420175,2.739993,1.036279,3.726033,-0.575583,-1.861290
325056.000000,1000.000000,987.427368,0.000000,-14.785069,2.069910,0.511766,0.000000,2.581676,0.000000,0.000000,1.738105,1.239938,0.000000,2.978043,-12.415034,2.801676,1.178043,3.887549,-0.416478,-1.912941
325076.000000,1000.000000,987.263550,0.000000,-14.817001,2.074380,0.514730,0.000000,2.589110,0.000000,0.000000,2.063885,1.242886,0.000000,3.306771,-14.742033,2.809110,1.506771,3.897002,-0.192747,-1.959777
325096.000000,1000.000000,987.797363,0.000000,-13.118324,1.836565,0.517353,0.000000,2.353919,0.000000,0.000000,2.380338,1.246287,0.000000,3.626625,-17.002417,2.573919,1.826625,3.988163,-0.039281,-2.011177
325116.000000,1000.000000,988.934753,0.000000,-10.570779,1.479909,0.519468,0.000000,1.999377,0.000000,0.000000,2.568588,1.249956,0.000000,3.818544,-18.347054,2.219377,2.018544,4.120680,0.011001,-2.066298
325136.000000,1000.000000,986.242615,0.000000,-8.733007,1.222621,0.521214,0.000000,1.743835,0.000000,0.000000,2.571381,1.253630,0.000000,3.825011,-18.367008,1.963835,2.025011,4.194218,0.104290,-2.113971
325156.000000,1000.000000,983.853638,0.000000,-7.429431,1.040120,0.522700,0.000000,1.562820,0.000000,0.000000,2.456102,1.257138,0.000000,3.713240,-17.543585,1.782820,1.913240,4.217060,0.379940,-2.173470
325176.000000,1000.000000,984.777283,0.000000,-6.344285,0.888200,0.523969,0.000000,1.412169,0.000000,0.000000,2.576804,1.260820,0.000000,3.837624,-18.405745,1.632169,2.037624,4.247186,0.727565,-2.235295
325196.000000,1000.000000,985.575317,0.000000,-5.606306,0.784883,0.525090,0.000000,1.309973,0.000000,0.000000,2.843020,1.264881,0.000000,4.107902,-20.307289,1.529973,2.307902,4.299176,0.953488,-2.298542
325216.000000,1000.000000,986.059326,0.000000,-5.356731,0.749942,0.526162,0.000000,1.276104,0.000000,0.000000,2.897984,1.269021,0.000000,4.167006,-20.699888,1.496104,2.367006,4.376818,1.034764,-2.358822
325236.000000,1000.000000,986.063660,0.000000,-5.647238,0.790613,0.527291,0.000000,1.317904,0.000000,0.000000,2.675830,1.272844,0.000000,3.948673,-19.113070,1.537904,2.148673,4.430852,1.099636,-2.413872
325256.000000,1000.000000,988.990967,0.000000,-5.690996,0.796739,0.528429,0.000000,1.325169,0.000000,0.000000,2.335562,1.276180,0.000000,3.611742,-16.682589,1.545169,1.811743,4.382326,1.157466,-2.479455
325276.000000,1000.000000,990.474976,0.000000,-3.182763,0.445587,0.529066,0.000000,0.974653,0.000000,0.000000,1.957417,1.278976,0.000000,3.236393,-13.981547,1.194653,1.436393,4.158839,1.240414,-2.535598
325296.000000,1000.000000,991.375122,0.000000,-0.677929,0.094910,0.529201,0.000000,0.624112,0.000000,0.000000,1.848739,1.281618,0.000000,3.130356,-13.205276,0.844112,1.330356,3.974125,1.340640,-2.589584
325316.000000,1000.000000,991.921082,0.000000,0.052546,-0.007356,0.529191,0.000000,0.521834,0.000000,0.000000,1.907646,1.284343,0.000000,3.191989,-13.626045,0.741834,1.391989,3.830629,1.446605,-2.645466
325336.000000,1000.000000,992.252197,0.000000,0.252177,-0.035305,0.529141,0.000000,0.493836,0.000000,0.000000,2.115802,1.287365,0.000000,3.403168,-15.112873,0.713836,1.603168,3.752914,1.462215,-2.699746
325356.000000,1000.000000,992.877502,0.000000,0.446111,-0.062456,0.529051,0.000000,0.466596,0.000000,0.000000,2.246805,1.290575,0.000000,3.537380,-16.048605,0.686596,1.737380,3.687665,1.284651,-2.751484
325376.000000,1000.000000,992.963806,0.000000,1.159273,-0.162298,0.528819,0.000000,0.366521,0.000000,0.000000,2.090083,1.293561,0.000000,3.383644,-14.929162,0.586521,1.583644,3.563135,1.097386,-2.804034
325396.000000,1000.000000,994.580994,0.000000,2.141129,-0.299758,0.528391,0.000000,0.228633,0.000000,0.000000,1.951417,1.296349,0.000000,3.247766,-13.938694,0.448633,1.447766,3.382413,1.092726,-2.850637
325416.000000,1000.000000,995.696960,0.000000,3.578054,-0.500928,0.527676,0.000000,0.026748,0.000000,0.000000,2.313676,1.299654,0.000000,3.613330,-16.526257,0.246748,1.813330,3.264751,1.208829,-2.881296
325436.000000,1000.000000,995.513855,0.000000,4.737983,-0.663318,0.526728,0.000000,-0.136590,0.000000,0.000000,2.826514,1.303692,0.000000,4.130205,-20.189384,0.083410,2.330205,3.322891,1.276889,-2.904522
325456.000000,1000.000000,995.028320,0.000000,4.541102,-0.635754,0.525820,0.000000,-0.109935,0.000000,0.000000,2.914512,1.307855,0.000000,4.222367,-20.817944,0.110065,2.422367,3.264714,1.198434,-2.927647
325476.000000,1000.000000,994.826233,2.800000,5.337623,-0.355267,0.525457,0.000000,0.170190,4.800000,4.800000,3.439860,1.309903,0.000000,4.749763,-19.770428,0.390190,2.949763,3.008737,1.115289,-2.952094
325496.000000,1000.000000,994.913269,5.600000,7.911899,-0.323666,0.525127,0.000000,0.201461,7.200000,7.200000,3.604836,1.314194,0.000000,4.919030,-18.548826,0.421461,3.119030,2.719583,1.217654,-2.973683
325516.000000,1000.000000,994.410583,15.400000,9.845148,0.777679,0.525354,0.000000,1.303033,15.600000,15.600000,4.777598,1.315819,0.000000,6.093417,-18.525698,1.523033,4.293417,2.554796,1.326428,-2.992032
325536.000000,1000.000000,994.147461,19.400000,10.251108,1.280845,0.526269,0.000000,1.807113,18.400000,18.400000,5.175083,1.321100,0.000000,6.496183,-18.564878,2.027113,4.696183,2.469240,1.238497,-3.010536
325556.000000,1000.000000,994.009033,30.000000,9.578823,2.858965,0.527039,0.000000,3.386004,24.400000,24.400000,5.763226,1.323844,0.000000,7.087070,-16.765898,3.606004,5.287070,2.301044,1.210321,-3.026740
325576.000000,1000.000000,995.438904,34.400002,9.359024,3.505737,0.529316,0.000000,4.035053,27.200001,27.200001,5.935736,1.329901,0.000000,7.265637,-15.198116,4.255053,5.465637,2.243019,1.447251,-3.058539
325596.000000,1000.000000,996.306152,47.200001,9.507360,5.276970,0.530494,0.000000,5.807464,32.200001,32.200001,6.613697,1.333681,0.000000,7.947377,-15.040687,6.027463,6.147377,2.414583,1.807771,-3.084890
325616.000000,1000.000000,996.832153,51.200001,9.454978,5.844303,0.534668,0.000000,6.378971,35.000000,35.000000,6.929789,1.340752,0.000000,8.270541,-14.498493,6.598971,6.470541,2.692567,2.140337,-3.102160
325636.000000,1000.000000,997.151245,61.400002,8.862278,7.355281,0.536729,0.000000,7.892010,38.400002,38.400002,7.239374,1.346835,0.000000,8.586209,-13.309815,8.112010,6.786209,3.069243,2.526983,-3.112740
325656.000000,1000.000000,997.344727,61.800003,9.781845,7.282542,0.547132,0.000000,7.829674,42.400002,42.400002,7.493057,1.352188,0.000000,8.845244,-11.121835,8.049674,7.045244,3.600391,2.931237,-3.121101
325676.000000,1000.000000,995.652710,72.599998,11.059153,8.615719,0.549411,0.000000,9.165131,42.799999,42.799999,7.151921,1.362405,0.000000,8.514326,-8.285153,9.385131,6.714326,4.187620,3.307154,-3.130344
325696.000000,1000.000000,994.609680,72.599998,12.441206,8.422231,0.561443,0.000000,8.983674,46.799999,46.799999,7.326264,1.367638,0.000000,8.693902,-5.530459,9.203674,6.893902,4.899350,3.754592,-3.117599
325716.000000,1000.000000,993.977051,79.000000,14.733488,8.997312,0.565460,0.000000,9.562772,46.799999,46.799999,6.914128,1.377515,0.000000,8.291643,-2.586630,9.782772,6.491643,5.693433,4.181571,-3.094196
325736.000000,1000.000000,993.932373,79.000000,17.973793,8.543669,0.577665,0.000000,9.121334,46.799999,46.799999,6.369648,1.386614,0.000000,7.756262,1.302517,9.341334,5.956262,6.454392,4.513278,-3.085081
325756.000000,1000.000000,993.474243,82.000000,21.834160,8.423218,0.585687,0.000000,9.008905,46.799999,46.799999,5.809275,1.394913,0.000000,7.204188,5.305178,9.228906,5.404188,7.239446,4.794672,-3.069860
325776.000000,1000.000000,993.572937,85.400002,25.909769,8.328633,0.592686,0.000000,8.921319,47.200001,47.200001,5.284569,1.402463,0.000000,6.687032,9.453079,9.141319,4.887033,8.063719,5.064361,-3.039186
325796.000000,1000.000000,993.865295,84.800003,29.807905,7.698894,0.603684,0.000000,8.302578,47.200001,47.200001,4.546237,1.408957,0.000000,5.955195,14.726874,8.522578,4.155195,8.827386,5.230315,-2.996874
325816.000000,1000.000000,994.607483,84.800003,33.863533,7.131106,0.613872,0.000000,7.744977,47.200001,47.200001,3.677118,1.414211,0.000000,5.091329,20.934874,7.964977,3.291329,9.512676,5.280260,-2.950496
325836.000000,1000.000000,994.876099,84.800003,38.486282,6.483921,0.623134,0.000000,7.107056,47.200001,47.200001,2.805105,1.418218,0.000000,4.223323,27.163536,7.327055,2.423323,10.070734,5.232600,-2.893698
325856.000000,1000.000000,994.872925,84.800003,43.489548,5.783464,0.631397,0.000000,6.414861,47.200001,47.200001,2.017873,1.421101,0.000000,3.438974,32.786621,6.634861,1.638974,10.456543,5.084948,-2.835614
325876.000000,1000.000000,990.498962,84.800003,47.533306,5.217338,0.638850,0.000000,5.856187,47.200001,47.200001,1.450080,1.423172,0.000000,2.873252,36.842285,6.076187,1.073252,10.684443,4.807667,-2.785523
325896.000000,1000.000000,987.846069,84.800003,50.421524,4.812987,0.645726,0.000000,5.458713,46.799999,46.799999,1.062387,1.424690,0.000000,2.487077,39.211517,5.678712,0.687077,10.729334,4.375255,-2.738590
325916.000000,1000.000000,989.874573,84.800003,52.639671,4.502447,0.652158,0.000000,5.154604,47.200001,47.200001,0.913180,1.425994,0.000000,2.339174,40.677288,5.374604,0.539174,10.692493,3.837999,-2.682060
325936.000000,1000.000000,991.104858,84.400002,53.962223,4.261289,0.658245,0.000000,4.919534,47.200001,47.200001,0.702367,1.426998,0.000000,2.129364,42.183094,5.139534,0.329365,10.433382,3.189069,-2.620649
325956.000000,1000.000000,992.060181,82.000000,54.778854,3.810960,0.662782,0.000000,4.473742,47.200001,47.200001,0.522721,1.427744,0.000000,1.950465,43.466282,4.693742,0.150465,10.079526,2.551157,-2.539021
325976.000000,1000.000000,992.822998,82.000000,55.128109,3.762065,0.668156,0.000000,4.430221,47.200001,47.200001,0.451873,1.428390,0.000000,1.880263,43.972336,4.650221,0.080263,9.711280,1.950824,-2.426427
325996.000000,1000.000000,993.285645,82.000000,54.742565,3.816041,0.673608,0.000000,4.489649,47.799999,47.799999,0.487489,1.429086,0.000000,1.916576,44.317932,4.709649,0.116576,9.226744,1.387185,-2.278949
326016.000000,1000.000000,993.036743,82.000000,55.099796,3.766029,0.678988,0.000000,4.445016,47.799999,47.799999,0.393541,1.429649,0.000000,1.823189,44.988995,4.665016,0.023189,8.725388,0.955351,-2.093647
326036.000000,1000.000000,992.473389,82.000000,56.421124,3.581043,0.684104,0.000000,4.265146,50.200001,50.200001,0.681714,1.430460,0.000000,2.112174,45.330616,4.485146,0.312174,8.230299,0.586616,-1.867293
326056.000000,1000.000000,993.653809,82.000000,61.672680,2.845825,0.688169,0.000000,3.533994,50.200001,50.200001,0.636710,1.431370,0.000000,2.068080,45.652069,3.753994,0.268080,7.713210,0.298488,-1.597440
326076.000000,1000.000000,992.831543,82.000000,66.409309,2.182697,0.691287,0.000000,2.873984,50.200001,50.200001,0.578463,1.432196,0.000000,2.010659,46.068123,3.093984,0.210659,7.133042,0.036770,-1.307659
326096.000000,1000.000000,990.763306,81.400002,68.603271,1.791542,0.693847,0.000000,2.485389,50.200001,50.200001,0.534063,1.432959,0.000000,1.967022,46.385265,2.705389,0.167022,6.478139,-0.156561,-1.007428
326116.000000,1000.000000,989.508911,78.400002,70.571877,1.095937,0.694890,0.000000,1.790828,50.200001,50.200001,0.705437,1.433967,0.000000,2.139404,45.161163,2.010828,0.339404,5.869153,-0.308804,-0.691173
326136.000000,1000.000000,988.748047,78.400002,72.453026,0.832577,0.696080,0.000000,1.528656,50.200001,50.200001,1.107468,1.435549,0.000000,2.543017,42.289516,1.748656,0.743017,5.280890,-0.412795,-0.371880
326156.000000,1000.000000,988.286560,78.000000,74.683968,0.464245,0.696743,0.000000,1.160988,53.600002,53.600002,1.889013,1.437136,0.000000,3.326149,40.107056,1.380988,1.526149,4.671286,-0.543568,-0.031552
326176.000000,1000.000000,988.006653,78.000000,77.461548,0.075383,0.696851,0.000000,0.772234,53.600002,53.600002,2.074068,1.440099,0.000000,3.514168,38.785229,0.992234,1.714168,4.038542,-0.661046,0.320826
326196.000000,1000.000000,987.836853,78.000000,79.441177,-0.201765,0.696562,0.000000,0.494798,53.600002,53.600002,2.176201,1.443208,0.000000,3.619409,38.055710,0.714798,1.819409,3.432079,-0.690469,0.678605
326216.000000,1000.000000,988.730408,77.599998,80.048981,-0.342858,0.696073,0.000000,0.353215,53.600002,53.600002,2.314188,1.446514,0.000000,3.760702,37.070087,0.573215,1.960702,2.814569,-0.650380,1.047411
326236.000000,1000.000000,989.208862,77.599998,80.769096,-0.443674,0.695439,0.000000,0.251765,54.000000,54.000000,2.231196,1.449702,0.000000,3.680898,38.062885,0.471765,1.880898,2.183579,-0.557397,1.417048
326256.000000,1000.000000,989.499023,77.599998,80.130798,-0.354312,0.694933,0.000000,0.340621,54.000000,54.000000,2.076058,1.452667,0.000000,3.528725,39.171017,0.560621,1.728725,1.657393,-0.353682,1.768786
326276.000000,1000.000000,989.675049,77.599998,79.331108,-0.242355,0.694586,0.000000,0.452231,56.600002,56.600002,2.285335,1.455179,0.000000,3.740513,40.276184,0.672231,1.940513,1.191742,-0.085562,2.111318
326296.000000,1000.000000,990.311829,77.599998,79.870659,-0.317892,0.694132,0.000000,0.376240,56.600002,56.600002,2.093643,1.458170,0.000000,3.551813,41.645409,0.596240,1.751813,0.761315,0.182196,2.452420
326316.000000,1000.000000,991.110901,77.599998,79.963501,-0.330890,0.693660,0.000000,0.362769,56.600002,56.600002,1.852035,1.460815,0.000000,3.312851,43.371178,0.582769,1.512851,0.466050,0.437949,2.778396
326336.000000,1000.000000,992.245789,77.599998,78.421730,-0.115042,0.693503,0.000000,0.578461,56.600002,56.600002,1.513771,1.462870,0.000000,2.976641,45.787354,0.798461,1.176641,0.140132,0.652526,3.086575
326356.000000,1000.000000,993.440552,77.599998,76.798660,0.112187,0.693672,0.000000,0.805859,56.600002,56.600002,1.260660,1.464761,0.000000,2.725421,47.595287,1.025859,0.925421,-0.095078,0.812441,3.400887
326376.000000,1000.000000,993.353943,77.599998,75.848259,0.245244,0.694005,0.000000,0.939248,56.600002,56.600002,1.150790,1.466323,0.000000,2.617113,48.380074,1.159248,0.817113,-0.395770,0.911696,3.695070
326396.000000,1000.000000,992.669495,74.000000,75.763031,-0.246824,0.693789,0.000000,0.446964,56.600002,56.600002,1.036955,1.467878,0.000000,2.504833,49.193184,0.666964,0.704833,-0.564774,0.932938,3.965468
326415.000000,1000.000000,992.338867,74.000000,74.244400,-0.034216,0.693742,0.000000,0.659526,56.000000,56.000000,0.785335,1.468944,0.000000,2.254279,50.390461,0.879526,0.454279,-0.604201,0.973279,4.227457
326436.000000,1000.000000,991.557129,70.200005,72.054008,-0.259561,0.693527,0.000000,0.433966,52.600002,52.600002,0.120683,1.469056,0.000000,1.589739,51.737980,0.653966,-0.210261,-0.603473,0.889785,4.476410
326476.000000,1000.000000,989.620300,60.400002,71.115067,-1.500109,0.692308,0.000000,-0.807801,42.799999,42.799999,-1.664783,1.467863,0.000000,-0.196920,54.691303,-0.587801,-1.996920,-0.666005,0.800856,4.908020
326496.000000,1000.000000,990.234070,57.000000,68.662056,-1.632688,0.690937,0.000000,-0.941751,38.000000,38.000000,-2.324914,1.466479,0.000000,-0.858435,54.606525,-0.721751,-2.658434,-0.621836,0.739121,5.102617
326516.000000,1000.000000,991.245911,39.799999,67.840706,-3.925699,0.690284,0.000000,-3.235415,22.800001,22.800001,-4.394485,1.465653,0.000000,-2.928832,54.189175,-3.015414,-4.728831,-0.671001,0.508096,5.292486
326535.000000,1000.000000,991.859619,33.000000,67.660713,-4.852500,0.688444,0.000000,-4.164056,16.600000,16.600000,-5.224133,1.463480,0.000000,-3.760653,53.915241,-3.944056,-5.560653,-0.821840,0.271589,5.464242
326556.000000,1000.000000,992.231873,14.400000,66.968529,-7.359594,0.687198,0.000000,-6.672396,0.000000,0.000000,-7.430450,1.462070,0.000000,-5.968380,53.074642,-6.452396,-7.768380,-0.958117,-0.059519,5.610061
326575.000000,1000.000000,990.605042,11.000000,65.971115,-7.695956,0.681361,0.000000,-7.014595,0.000000,0.000000,-7.171601,1.452337,0.000000,-5.719264,51.225719,-6.794595,-7.519263,-1.199622,-0.532945,5.739675
326596.000000,1000.000000,988.175476,3.200000,65.608353,-8.737169,0.677833,0.000000,-8.059337,0.000000,0.000000,-7.024161,1.441801,0.000000,-5.582360,50.172581,-7.839337,-7.382360,-1.562750,-1.196621,5.858123
326615.000000,1000.000000,986.311829,3.200000,65.955093,-8.785713,0.665909,0.000000,-8.119804,0.000000,0.000000,-6.989566,1.432315,0.000000,-5.557250,49.925468,-7.899805,-7.357250,-2.035253,-1.981869,5.974071
326636.000000,1000.000000,984.877747,0.000000,65.444107,-9.162175,0.656890,0.000000,-8.505285,0.000000,0.000000,-6.965229,1.421867,0.000000,-5.543361,49.751633,-8.285285,-7.343361,-2.700239,-2.816722,6.070804
326656.000000,1000.000000,984.007996,0.000000,64.781654,-9.069431,0.644582,0.000000,-8.424850,0.000000,0.000000,-6.826514,1.412603,0.000000,-5.413911,48.760811,-8.204849,-7.213911,-3.435971,-3.605519,6.150760
326676.000000,1000.000000,983.223816,0.000000,63.674988,-8.914498,0.631210,0.000000,-8.283288,0.000000,0.000000,-6.414334,1.402981,0.000000,-5.011353,45.816673,-8.063288,-6.811353,-4.259493,-4.293531,6.233091
326696.000000,1000.000000,981.825195,0.000000,61.761364,-8.646591,0.618858,0.000000,-8.027734,0.000000,0.000000,-6.106370,1.394258,0.000000,-4.712112,43.616932,-7.807734,-6.512113,-5.156396,-4.929834,6.313436
326716.000000,1000.000000,981.190308,0.000000,57.853287,-8.099461,0.607287,0.000000,-7.492174,0.000000,0.000000,-5.951773,1.385756,0.000000,-4.566017,42.512661,-7.272174,-6.366017,-6.044078,-5.439662,6.357604
326735.000000,1000.000000,980.831909,0.000000,55.690342,-7.796648,0.596706,0.000000,-7.199942,0.000000,0.000000,-5.898355,1.377751,0.000000,-4.520604,42.131107,-6.979942,-6.320604,-6.778780,-5.815675,6.386995
326756.000000,1000.000000,978.630737,0.000000,52.141342,-7.299788,0.585756,0.000000,-6.714032,0.000000,0.000000,-5.610755,1.369334,0.000000,-4.241421,40.076820,-6.494032,-6.041421,-7.412660,-6.085229,6.400880
326775.000000,1000.000000,975.750671,0.000000,51.669788,-7.233770,0.575939,0.000000,-6.657831,0.000000,0.000000,-5.657992,1.361656,0.000000,-4.296337,40.414230,-6.437831,-6.096336,-7.850876,-6.288177,6.390426
326796.000000,1000.000000,974.764099,0.000000,52.248459,-7.314784,0.565489,0.000000,-6.749295,0.000000,0.000000,-5.729147,1.353471,0.000000,-4.375676,40.922478,-6.529295,-6.175675,-8.117146,-6.377780,6.355235
