I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20
270882.000000,1000.000000,1002.149170,0.000000,-3.063396,0.428876,-0.045890,0.000000,0.382986,0.000000,0.000000,0.685041,0.046027,0.000000,0.731068,-4.893147,0.602986,-1.068932,1.249915,-1.513448,-2.431172
270902.000000,1000.000000,1002.849731,0.000000,-2.358494,0.330189,-0.045418,0.000000,0.284771,0.000000,0.000000,0.449808,0.046670,0.000000,0.496478,-3.212918,0.504771,-1.303522,1.297829,-1.216649,-2.413790
270922.000000,1000.000000,1003.396118,0.000000,-2.470411,0.345858,-0.044924,0.000000,0.300934,0.000000,0.000000,0.794665,0.047805,0.000000,0.842471,-5.676182,0.520934,-0.957529,1.401178,-0.905905,-2.388917
270942.000000,1000.000000,1003.044495,0.000000,-2.964274,0.414998,-0.044331,0.000000,0.370667,0.000000,0.000000,1.243333,0.049581,0.000000,1.292914,-8.880948,0.590667,-0.507086,1.474720,-0.847829,-2.345823
270962.000000,1000.000000,1002.142090,0.000000,-2.626197,0.367668,-0.043806,0.000000,0.323862,0.000000,0.000000,1.279175,0.051409,0.000000,1.330584,-9.136963,0.543862,-0.469416,1.517519,-0.915175,-2.305084
270982.000000,1000.000000,1001.594727,0.000000,-1.869627,0.261748,-0.043432,0.000000,0.218316,0.000000,0.000000,1.027034,0.052876,0.000000,1.079910,-7.335954,0.438316,-0.720090,1.452396,-1.082390,-2.259243
271002.000000,1000.000000,1001.112000,0.000000,-1.332218,0.186511,-0.043165,0.000000,0.143345,0.000000,0.000000,0.623877,0.053767,0.000000,0.677645,-4.456267,0.363345,-1.122355,1.329073,-1.106036,-2.206473
271042.000000,1000.000000,1000.110657,0.000000,-1.537770,0.215288,-0.042620,0.000000,0.172667,0.000000,0.000000,0.587187,0.055247,0.000000,0.642433,-4.194191,0.392667,-1.157567,0.969084,-0.804399,-2.083049
271062.000000,1000.000000,1001.984375,0.000000,-0.864763,0.121067,-0.042447,0.000000,0.078619,0.000000,0.000000,1.005298,0.056683,0.000000,1.061981,-7.180700,0.298619,-0.738019,0.764296,-0.696096,-2.022464
271082.000000,1000.000000,1002.702881,0.000000,-0.178090,0.024933,-0.042412,0.000000,-0.017479,0.000000,0.000000,1.351847,0.058614,0.000000,1.410461,-9.656048,0.202521,-0.389539,0.589632,-0.686393,-1.953418
271102.000000,1000.000000,1003.223450,0.000000,0.586606,-0.082125,-0.042529,0.000000,-0.124654,0.000000,0.000000,1.321845,0.060502,0.000000,1.382347,-9.441747,0.095346,-0.417653,0.429523,-0.741531,-1.875316
271122.000000,1000.000000,1003.539185,0.000000,1.545566,-0.216379,-0.042838,0.000000,-0.259217,0.000000,0.000000,1.010849,0.061946,0.000000,1.072795,-7.220349,-0.039217,-0.727205,0.305253,-0.797445,-1.811883
271142.000000,1000.000000,1003.730713,0.000000,2.010106,-0.281415,-0.043240,0.000000,-0.324655,0.000000,0.000000,0.580410,0.062776,0.000000,0.643186,-4.145787,-0.104655,-1.156814,0.158686,-0.821549,-1.747542
271162.000000,1000.000000,1003.846863,0.000000,2.636130,-0.369058,-0.043767,0.000000,-0.412826,0.000000,0.000000,0.463213,0.063437,0.000000,0.526650,-3.308662,-0.192826,-1.273350,0.057106,-0.701943,-1.689688
271182.000000,1000.000000,1004.281311,0.000000,2.331685,-0.326436,-0.044234,0.000000,-0.370670,0.000000,0.000000,0.485647,0.064131,0.000000,0.549778,-3.468907,-0.150670,-1.250222,0.044167,-0.553415,-1.630394
271202.000000,1000.000000,1005.139160,0.000000,2.187205,-0.306209,-0.044671,0.000000,-0.350880,0.000000,0.000000,0.722433,0.065163,0.000000,0.787597,-5.160239,-0.130880,-1.012403,0.086346,-0.479113,-1.570400
271222.000000,1000.000000,1005.434692,0.000000,2.243040,-0.314026,-0.045120,0.000000,-0.359145,0.000000,0.000000,0.858240,0.066389,0.000000,0.924629,-6.130282,-0.139145,-0.875371,0.113963,-0.623096,-1.503584
271242.000000,1000.000000,1004.797241,0.000000,3.038256,-0.425356,-0.045728,0.000000,-0.471083,0.000000,0.000000,0.565732,0.067197,0.000000,0.632930,-4.040945,-0.251083,-1.167070,0.063224,-0.718707,-1.427263
271262.000000,1000.000000,992.344604,0.000000,4.323795,-0.605331,-0.046592,0.000000,-0.651924,0.000000,0.000000,0.178116,0.067452,0.000000,0.245568,-1.272256,-0.431924,-1.554432,0.031082,-0.783841,-1.352140
271282.000000,1000.000000,996.982117,0.000000,4.529736,-0.634163,-0.047498,0.000000,-0.681661,0.000000,0.000000,-0.053365,0.067376,0.000000,0.014010,0.381182,-0.461661,-1.785990,0.032565,-0.695194,-1.277164
271302.000000,1000.000000,998.044373,0.000000,3.158661,-0.442213,-0.048130,0.000000,-0.490342,0.000000,0.000000,-0.016759,0.067352,0.000000,0.050593,0.119706,-0.270342,-1.749407,-0.041227,-0.647188,-1.194687
271322.000000,1000.000000,998.929443,0.000000,1.259482,-0.176327,-0.048382,0.000000,-0.224709,0.000000,0.000000,0.090514,0.067481,0.000000,0.157994,-0.646525,-0.004709,-1.642005,-0.212522,-0.727969,-1.101041
271342.000000,1000.000000,1001.692810,0.000000,-0.078212,0.010950,-0.048366,0.000000,-0.037416,0.000000,0.000000,0.122396,0.067656,0.000000,0.190052,-0.874256,0.182584,-1.609948,-0.470031,-0.772203,-1.020911
271362.000000,1000.000000,997.867249,0.000000,0.783665,-0.109713,-0.048523,0.000000,-0.158236,0.000000,0.000000,0.194095,0.067933,0.000000,0.262028,-1.386390,0.061764,-1.537972,-0.679652,-0.714378,-0.961933
271382.000000,1000.000000,1000.193726,0.000000,2.540682,-0.355695,-0.049031,0.000000,-0.404727,0.000000,0.000000,0.391580,0.068492,0.000000,0.460073,-2.797000,-0.184727,-1.339927,-0.779755,-0.763459,-0.885236
271402.000000,1000.000000,1000.093689,0.000000,3.704304,-0.518602,-0.049772,0.000000,-0.568374,0.000000,0.000000,0.365371,0.069014,0.000000,0.434386,-2.609795,-0.348374,-1.365614,-0.799512,-0.928455,-0.810448
271422.000000,1000.000000,1003.326416,0.000000,3.651145,-0.511160,-0.050502,0.000000,-0.561662,0.000000,0.000000,-0.073406,0.068910,0.000000,-0.004496,0.524325,-0.341662,-1.804496,-0.724701,-1.061164,-0.745510
271442.000000,1000.000000,1005.327881,0.000000,3.630168,-0.508224,-0.051228,0.000000,-0.559452,0.000000,0.000000,-0.521581,0.068164,0.000000,-0.453416,3.725576,-0.339452,-2.253416,-0.532695,-1.104237,-0.691479
271462.000000,1000.000000,1005.232422,0.000000,2.831177,-0.396365,-0.051794,0.000000,-0.448159,0.000000,0.000000,-0.741019,0.067106,0.000000,-0.673913,5.292994,-0.228159,-2.473913,-0.396294,-1.024040,-0.621486
271482.000000,1000.000000,1004.957275,0.000000,1.950444,-0.273062,-0.052185,0.000000,-0.325247,0.000000,0.000000,-0.666340,0.066154,0.000000,-0.600186,4.759570,-0.105247,-2.400186,-0.333310,-0.998280,-0.542710
271502.000000,1000.000000,1007.608093,0.000000,0.832217,-0.116510,-0.052351,0.000000,-0.168861,0.000000,0.000000,-0.368295,0.065628,0.000000,-0.302667,2.630679,0.051139,-2.102667,-0.302520,-1.027236,-0.472199
271522.000000,1000.000000,1007.436218,0.000000,-0.625045,0.087506,-0.052226,0.000000,0.035280,0.000000,0.000000,-0.150070,0.065413,0.000000,-0.084657,1.071929,0.255280,-1.884657,-0.247899,-1.067942,-0.401078
271542.000000,1000.000000,1005.656067,0.000000,-2.311759,0.323646,-0.051764,0.000000,0.271883,0.000000,0.000000,0.043009,0.065475,0.000000,0.108484,-0.307206,0.491883,-1.691516,-0.235847,-1.294823,-0.323786
271562.000000,1000.000000,994.949280,0.000000,-2.971061,0.415949,-0.051169,0.000000,0.364779,0.000000,0.000000,0.095871,0.065612,0.000000,0.161483,-0.684793,0.584779,-1.638517,-0.256402,-1.537899,-0.249571
271582.000000,1000.000000,1002.325134,0.000000,-2.570748,0.359905,-0.050655,0.000000,0.309250,0.000000,0.000000,0.179352,0.065868,0.000000,0.245220,-1.281087,0.529250,-1.554780,-0.144409,-1.642321,-0.195113
271602.000000,1000.000000,1005.898682,0.000000,-2.988163,0.418343,-0.050058,0.000000,0.368285,0.000000,0.000000,0.309581,0.066310,0.000000,0.375892,-2.211296,0.588285,-1.424108,0.011462,-1.623982,-0.152204
271622.000000,1000.000000,1006.653625,0.000000,-5.240123,0.733617,-0.049010,0.000000,0.684608,0.000000,0.000000,0.533075,0.067072,0.000000,0.600147,-3.807677,0.904608,-1.199853,0.092485,-1.556483,-0.094783
271642.000000,1000.000000,997.218506,0.000000,-5.427900,0.759906,-0.047924,0.000000,0.711982,0.000000,0.000000,0.619527,0.067957,0.000000,0.687484,-4.425191,0.931982,-1.112516,0.102260,-1.449466,-0.040118
271662.000000,1000.000000,1001.580383,0.000000,-5.758823,0.806235,-0.046772,0.000000,0.759463,0.000000,0.000000,0.913416,0.069262,0.000000,0.982677,-6.524397,0.979463,-0.817323,0.171847,-1.291265,0.001698
271682.000000,1000.000000,1006.216492,0.000000,-5.522475,0.773147,-0.045668,0.000000,0.727479,0.000000,0.000000,1.581520,0.071521,0.000000,1.653041,-11.296570,0.947479,-0.146959,0.334051,-1.148453,0.048563
271702.000000,1000.000000,1012.697327,0.000000,-5.701150,0.798161,-0.044528,0.000000,0.753634,0.000000,0.000000,2.095124,0.074514,0.000000,2.169638,-14.965174,0.973634,0.369638,0.550566,-1.142939,0.116261
271722.000000,1000.000000,1015.321838,0.000000,-5.366416,0.751298,-0.043454,0.000000,0.707844,0.000000,0.000000,1.993628,0.077362,0.000000,2.070991,-14.240203,0.927844,0.270991,0.716397,-1.114971,0.188259
271742.000000,1000.000000,1016.086853,0.000000,-3.834927,0.536890,-0.042687,0.000000,0.494203,0.000000,0.000000,1.795076,0.079927,0.000000,1.875003,-12.821974,0.714203,0.075003,0.788147,-1.017680,0.249238
271762.000000,1000.000000,1016.874207,0.000000,-1.947197,0.272608,-0.042298,0.000000,0.230310,0.000000,0.000000,1.472973,0.082031,0.000000,1.555004,-10.521234,0.450310,-0.244996,0.810658,-0.775914,0.309699
271782.000000,1000.000000,1016.691650,0.000000,-1.127051,0.157787,-0.042072,0.000000,0.115715,0.000000,0.000000,1.649576,0.084387,0.000000,1.733963,-11.782685,0.335715,-0.066037,0.728725,-0.555081,0.376442
271802.000000,1000.000000,1014.709778,0.000000,-0.337967,0.047315,-0.042005,0.000000,0.005311,0.000000,0.000000,1.951566,0.087175,0.000000,2.038742,-13.939760,0.225311,0.238742,0.717486,-0.378199,0.435478
271822.000000,1000.000000,1011.823303,0.000000,-0.330345,0.046248,-0.041939,0.000000,0.004310,0.000000,0.000000,2.184668,0.090296,0.000000,2.274964,-15.604771,0.224310,0.474964,0.945564,-0.332039,0.491649
271842.000000,1000.000000,1012.924438,0.000000,-2.257160,0.316002,-0.041487,0.000000,0.274515,0.000000,0.000000,2.175671,0.093404,0.000000,2.269076,-15.540509,0.494515,0.469076,1.037891,-0.443000,0.569314
271862.000000,1000.000000,1011.234497,0.000000,-1.753261,0.245456,-0.041137,0.000000,0.204320,0.000000,0.000000,1.888176,0.096102,0.000000,1.984277,-13.486970,0.424320,0.184278,1.060612,-0.492597,0.645675
271882.000000,1000.000000,1010.698364,0.000000,-0.316427,0.044300,-0.041073,0.000000,0.003226,0.000000,0.000000,1.567833,0.098341,0.000000,1.666174,-11.198804,0.223226,-0.133826,1.153246,-0.484347,0.717109
271902.000000,1000.000000,1014.070496,0.000000,-0.436561,0.061119,-0.040986,0.000000,0.020133,0.000000,0.000000,1.218813,0.100083,0.000000,1.318896,-8.705810,0.240133,-0.481104,1.082525,-0.490346,0.790138
271922.000000,1000.000000,1013.449951,0.000000,1.805620,-0.252787,-0.041347,0.000000,-0.294134,0.000000,0.000000,0.889728,0.101354,0.000000,0.991082,-6.355199,-0.074134,-0.808918,0.994318,-0.453359,0.875682
271942.000000,1000.000000,1008.705505,0.000000,4.533559,-0.634698,-0.042254,0.000000,-0.676952,0.000000,0.000000,0.571929,0.102171,0.000000,0.674100,-4.085210,-0.456952,-1.125900,0.860341,-0.351568,0.966160
271962.000000,1000.000000,1011.616577,0.000000,6.992124,-0.978897,-0.043652,0.000000,-1.022550,0.000000,0.000000,0.492859,0.102875,0.000000,0.595734,-3.520422,-0.802550,-1.204266,0.773519,-0.150919,1.029267
271982.000000,1000.000000,1013.151245,0.000000,8.186638,-1.146129,-0.045290,0.000000,-1.191419,0.000000,0.000000,0.684881,0.103853,0.000000,0.788734,-4.892009,-0.971419,-1.011266,0.758271,0.022341,1.094029
272002.000000,1000.000000,1013.183594,0.000000,7.566129,-1.059258,-0.046803,0.000000,-1.106061,0.000000,0.000000,1.024983,0.105317,0.000000,1.130301,-7.321309,-0.886061,-0.669699,0.698155,0.006316,1.167722
272022.000000,1000.000000,1012.673828,0.000000,5.897687,-0.825676,-0.047982,0.000000,-0.873659,0.000000,0.000000,1.221239,0.107062,0.000000,1.328301,-8.723136,-0.653659,-0.471699,0.594480,-0.140717,1.234890
272042.000000,1000.000000,1012.065247,0.000000,5.476982,-0.766778,-0.049078,0.000000,-0.815855,0.000000,0.000000,1.432997,0.109109,0.000000,1.542106,-10.235693,-0.595855,-0.257894,0.523835,-0.297850,1.299199
272062.000000,1000.000000,1009.958923,0.000000,5.339253,-0.747495,-0.050146,0.000000,-0.797641,0.000000,0.000000,1.593224,0.111385,0.000000,1.704609,-11.380172,-0.577641,-0.095391,0.394941,-0.442956,1.362574
272082.000000,1000.000000,1008.835571,0.000000,5.024836,-0.703477,-0.051151,0.000000,-0.754628,4.800000,4.800000,2.259162,0.112730,0.000000,2.371892,-11.336873,-0.534628,0.571892,0.313578,-0.525714,1.421699
272102.000000,1000.000000,1009.504150,0.000000,4.251258,-0.595176,-0.052001,0.000000,-0.647177,4.800000,4.800000,2.255187,0.115952,0.000000,2.371139,-11.308478,-0.427177,0.571139,0.269453,-0.396867,1.484583
272122.000000,1000.000000,1010.153503,0.000000,3.405124,-0.476717,-0.052682,0.000000,-0.529399,7.800000,7.800000,2.765911,0.118586,0.000000,2.884497,-11.956509,-0.309399,1.084497,0.303780,-0.307082,1.558983
272142.000000,1000.000000,1011.217468,-2.000000,2.192737,-0.586983,-0.053520,0.000000,-0.640504,10.600000,10.600000,3.046057,0.121694,0.000000,3.167752,-11.157553,-0.420504,1.367752,0.283632,-0.268712,1.632024
272162.000000,1000.000000,1012.119934,-9.800000,1.735130,-1.614918,-0.054112,0.000000,-1.669030,14.000000,14.000000,3.129821,0.124324,0.000000,3.254145,-8.355865,-1.449030,1.454145,0.358939,-0.155924,1.703457
272182.000000,1000.000000,1009.918091,-9.800000,1.391526,-1.566814,-0.056350,0.000000,-1.623164,17.000000,17.000000,3.316484,0.127483,0.000000,3.443967,-6.689170,-1.403164,1.643967,0.468323,0.024303,1.779518
272202.000000,1000.000000,1008.802002,-19.000000,-0.454448,-2.596377,-0.057157,0.000000,-2.653534,22.400000,22.400000,3.838187,0.129514,0.000000,3.967701,-5.015623,-2.433534,2.167701,0.535072,0.328731,1.845446
272222.000000,1000.000000,1010.659668,-22.000000,-2.538181,-2.724655,-0.059752,0.000000,-2.784406,22.400000,22.400000,3.725200,0.134835,0.000000,3.860035,-4.208570,-2.564406,2.060035,0.515873,0.620672,1.907502
272242.000000,1000.000000,1010.529785,-26.200001,-2.527157,-3.314198,-0.062006,0.000000,-3.376204,33.200001,33.200001,5.113080,0.136188,0.000000,5.249268,-3.322000,-3.156204,3.449268,0.430899,0.767474,1.970381
272262.000000,1000.000000,1008.127808,-31.200001,-2.236020,-4.054957,-0.064323,0.000000,-4.119281,36.000000,36.000000,5.258466,0.141554,0.000000,5.400020,-1.560469,-3.899281,3.600020,0.356346,0.850008,2.030544
272282.000000,1000.000000,1007.295044,-31.600002,-2.178722,-4.118979,-0.070207,0.000000,-4.189187,42.000000,42.000000,5.741599,0.144288,0.000000,5.885887,0.988578,-3.969187,4.085887,0.144955,0.969115,2.087520
272302.000000,1000.000000,1008.739197,-35.000000,-3.204533,-4.451365,-0.073948,0.000000,-4.525313,44.799999,44.799999,5.775428,0.150181,0.000000,5.925609,3.546942,-4.305314,4.125609,-0.180800,1.203738,2.137786
272322.000000,1000.000000,1008.343750,-35.000000,-4.186234,-4.313927,-0.080111,0.000000,-4.394038,44.799999,44.799999,5.560532,0.158125,0.000000,5.718657,5.081915,-4.174038,3.918657,-0.478832,1.551472,2.184015
272342.000000,1000.000000,1008.415833,-35.000000,-6.452469,-3.996654,-0.085820,0.000000,-4.082475,47.799999,47.799999,5.830110,0.163677,0.000000,5.993787,6.156360,-3.862475,4.193787,-0.763999,1.918028,2.238109
272362.000000,1000.000000,1008.984192,-35.000000,-9.238230,-3.606648,-0.090973,0.000000,-3.697621,54.000000,54.000000,6.524715,0.166684,0.000000,6.691400,7.394890,-3.477621,4.891399,-1.229975,2.367235,2.282852
272382.000000,1000.000000,1009.591003,-35.000000,-10.856464,-3.380095,-0.095801,0.000000,-3.475896,54.600002,54.600002,6.564216,0.176061,0.000000,6.740278,7.712746,-3.255896,4.940278,-1.677141,2.793566,2.315984
272402.000000,1000.000000,1009.959045,-35.600002,-11.332451,-3.397457,-0.100655,0.000000,-3.498112,58.000000,58.000000,7.044410,0.181981,0.000000,7.226391,7.682784,-3.278112,5.426392,-2.111879,3.091589,2.361638
272422.000000,1000.000000,1010.182251,-35.600002,-11.368570,-3.392401,-0.105501,0.000000,-3.497902,58.000000,58.000000,6.894447,0.191830,0.000000,7.086277,8.753954,-3.277902,5.286277,-2.420604,3.267680,2.403787
272442.000000,1000.000000,1010.317627,-38.000000,-12.427794,-3.580109,-0.109763,0.000000,-3.689872,57.600002,57.600002,6.527150,0.201155,0.000000,6.728305,10.977501,-3.469872,4.928305,-2.528272,3.461825,2.442625
272462.000000,1000.000000,1010.399719,-38.000000,-15.774672,-3.111546,-0.114208,0.000000,-3.225754,57.600002,57.600002,6.266728,0.210107,0.000000,6.476835,12.837662,-3.005754,4.676835,-2.643295,3.683000,2.473600
272482.000000,1000.000000,1010.449524,-42.000000,-18.650417,-3.268942,-0.116543,0.000000,-3.385485,58.000000,58.000000,6.132390,0.218868,0.000000,6.351257,14.197217,-3.165485,4.551257,-2.745627,3.883363,2.498022
272502.000000,1000.000000,1010.479736,-42.000000,-20.961607,-2.945375,-0.120751,0.000000,-3.066126,58.000000,58.000000,5.980410,0.227411,0.000000,6.207821,15.282784,-2.846126,4.407822,-2.655105,4.038979,2.522006
272522.000000,1000.000000,1010.335938,-45.799999,-22.041729,-3.326158,-0.123252,0.000000,-3.449410,60.400002,60.400002,6.100676,0.234674,0.000000,6.335350,16.823746,-3.229410,4.535350,-2.514988,4.010133,2.549344
272542.000000,1000.000000,1010.622375,-45.799999,-23.130552,-3.173723,-0.127786,0.000000,-3.301508,60.400002,60.400002,5.676440,0.242783,0.000000,5.919223,19.854006,-3.081508,4.119223,-2.339430,3.871140,2.565344
272562.000000,1000.000000,1010.796082,-45.799999,-23.510061,-3.120591,-0.132244,0.000000,-3.252835,63.400002,63.400002,5.648741,0.248163,0.000000,5.896904,23.051853,-3.032835,4.096904,-2.081456,3.828862,2.583081
272582.000000,1000.000000,1010.901489,-45.799999,-24.181683,-3.026564,-0.136567,0.000000,-3.163132,63.400002,63.400002,5.325865,0.255771,0.000000,5.581636,25.358109,-2.943132,3.781636,-1.936719,3.789026,2.619932
272602.000000,1000.000000,1010.965454,-42.400002,-25.381504,-2.382590,-0.138570,0.000000,-2.521159,63.400002,63.400002,5.074353,0.263020,0.000000,5.337374,27.154621,-2.301159,3.537374,-1.929018,3.744828,2.648253
272622.000000,1000.000000,1011.004211,-42.400002,-26.927258,-2.166184,-0.141664,0.000000,-2.307848,63.400002,63.400002,4.847704,0.269946,0.000000,5.117650,28.773546,-2.087848,3.317650,-1.852571,3.678048,2.656041
272642.000000,1000.000000,1011.027771,-42.799999,-28.535284,-1.997060,-0.144517,0.000000,-2.141577,63.400002,63.400002,4.695812,0.276654,0.000000,4.972466,29.858486,-1.921577,3.172467,-1.813876,3.616629,2.648293
272662.000000,1000.000000,1011.041992,-42.799999,-29.670931,-1.838070,-0.147143,0.000000,-1.985212,63.400002,63.400002,4.532323,0.283129,0.000000,4.815452,31.026270,-1.765212,3.015452,-1.812993,3.549885,2.639515
272682.000000,1000.000000,1011.424561,-45.799999,-30.370766,-2.160093,-0.149200,0.000000,-2.309293,63.800003,63.800003,4.477518,0.289525,0.000000,4.767043,31.817730,-2.089293,2.967043,-1.879012,3.378168,2.618372
272702.000000,1000.000000,1011.947754,-45.799999,-30.443605,-2.149895,-0.152271,0.000000,-2.302166,66.200005,66.200005,4.672880,0.295088,0.000000,4.967968,32.822289,-2.082166,3.167969,-1.896450,3.235447,2.573084
272722.000000,1000.000000,1010.222107,-49.200001,-26.793259,-3.136944,-0.154907,0.000000,-3.291851,66.200005,66.200005,4.554614,0.301595,0.000000,4.856208,33.667049,-3.071851,3.056208,-1.854756,3.161619,2.526909
272742.000000,1000.000000,1010.199890,-49.200001,-23.780739,-3.558697,-0.159991,0.000000,-3.718688,69.200005,69.200005,4.990201,0.306347,0.000000,5.296549,33.555710,-3.498688,3.496549,-1.734603,3.005449,2.483325
272762.000000,1000.000000,1009.999573,-52.200001,-21.139370,-4.348488,-0.164133,0.000000,-4.512621,72.200005,72.200005,5.364382,0.311456,0.000000,5.675838,33.882988,-4.292621,3.875839,-1.583707,2.798594,2.421370
272782.000000,1000.000000,1009.796936,-52.200001,-17.805464,-4.815236,-0.171012,0.000000,-4.986247,76.000000,76.000000,5.699319,0.315741,0.000000,6.015061,35.290577,-4.766247,4.215061,-1.423804,2.635775,2.354616
272802.000000,1000.000000,1010.093628,-52.200001,-14.025507,-5.344429,-0.178647,0.000000,-5.523076,78.400002,78.400002,5.685269,0.322510,0.000000,6.007779,37.790936,-5.303076,4.207779,-1.420803,2.583179,2.290845
272822.000000,1000.000000,1010.449463,-52.200001,-10.901727,-5.781758,-0.186906,0.000000,-5.968665,78.400002,78.400002,5.270616,0.330039,0.000000,5.600655,40.752747,-5.748665,3.800655,-1.575617,2.611731,2.215471
272842.000000,1000.000000,1009.070190,-52.600002,-7.387488,-6.329752,-0.195949,0.000000,-6.525701,78.400002,78.400002,5.119679,0.337353,0.000000,5.457032,41.830868,-6.305701,3.657032,-1.894857,2.698632,2.120092
272862.000000,1000.000000,1012.539185,-52.600002,-6.581805,-6.442547,-0.205152,0.000000,-6.647700,78.400002,78.400002,5.220180,0.344810,0.000000,5.564991,41.113003,-6.427700,3.764991,-2.308715,2.709973,2.025056
272882.000000,1000.000000,1012.297729,-52.600002,-6.454662,-6.460348,-0.214381,0.000000,-6.674729,78.000000,78.000000,5.220097,0.352268,0.000000,5.572364,40.713596,-6.454729,3.772364,-2.811946,2.596981,1.934151
272902.000000,1000.000000,1012.151245,-52.600002,-6.846194,-6.405533,-0.223532,0.000000,-6.629065,78.000000,78.000000,5.133993,0.359602,0.000000,5.493595,41.328621,-6.409065,3.693595,-3.246550,2.584919,1.819411
272922.000000,1000.000000,1010.675354,-52.600002,-9.195845,-6.076582,-0.232213,0.000000,-6.308795,78.000000,78.000000,4.899912,0.366602,0.000000,5.266514,43.000626,-6.088796,3.466514,-3.552092,2.615145,1.697656
272942.000000,1000.000000,1008.699890,-52.600002,-12.136302,-5.664918,-0.239901,0.000000,-5.904819,78.000000,78.000000,4.718637,0.373006,0.000000,5.091643,44.295448,-5.684819,3.291643,-3.820879,2.630363,1.578543
272962.000000,1000.000000,1007.688965,-52.600002,-13.993405,-5.404924,-0.248008,0.000000,-5.652932,78.000000,78.000000,5.163302,0.380751,0.000000,5.544053,41.119270,-5.432932,3.744053,-4.174502,2.609619,1.465003
272982.000000,1000.000000,1007.221680,-52.600002,-14.982335,-5.266474,-0.255156,0.000000,-5.521630,78.000000,78.000000,5.621944,0.388380,0.000000,6.010324,37.843258,-5.301630,4.210324,-4.432630,2.552628,1.341050
273002.000000,1000.000000,1006.938232,-52.600002,-16.714651,-5.023950,-0.262692,0.000000,-5.286642,82.000000,82.000000,6.368560,0.393396,0.000000,6.761956,36.510284,-5.066642,4.961956,-4.618393,2.523098,1.209046
273022.000000,1000.000000,1011.127197,-52.600002,-19.211758,-4.674354,-0.269369,0.000000,-4.943724,82.000000,82.000000,6.466036,0.402633,0.000000,6.868669,35.814026,-4.723724,5.068669,-4.765102,2.494316,1.077268
273042.000000,1000.000000,1013.893738,-52.600002,-21.362106,-4.373305,-0.275617,0.000000,-4.648922,82.000000,82.000000,6.446272,0.411842,0.000000,6.858114,35.955196,-4.428923,5.058114,-4.910290,2.471953,0.945651
273062.000000,1000.000000,1015.571777,-52.600002,-26.233841,-3.691263,-0.280890,0.000000,-3.972153,82.000000,82.000000,6.535747,0.421179,0.000000,6.956925,35.316093,-3.752153,5.156925,-4.998494,2.490253,0.791470
273082.000000,1000.000000,1017.779907,-49.799999,-25.644613,-3.381754,-0.284341,0.000000,-3.666095,79.400002,79.400002,6.037591,0.427813,0.000000,6.465405,36.274349,-3.446095,4.665404,-5.041770,2.686685,0.609282
273102.000000,1000.000000,1020.046265,-49.799999,-26.860188,-3.211574,-0.288700,0.000000,-3.500273,79.400002,79.400002,6.184224,0.436206,0.000000,6.620430,35.226971,-3.280273,4.820430,-4.765770,3.052368,0.417489
273122.000000,1000.000000,1021.420898,-49.799999,-29.871485,-2.789992,-0.292885,0.000000,-3.082877,79.400002,79.400002,6.506313,0.445966,0.000000,6.952279,32.926338,-2.862877,5.152279,-4.463180,3.268187,0.231251
273142.000000,1000.000000,1020.193176,-49.799999,-29.418854,-2.853360,-0.296757,0.000000,-3.150117,79.400002,79.400002,6.632590,0.454967,0.000000,7.087557,32.024357,-2.930117,5.287558,-4.211944,3.392593,0.037942
273162.000000,1000.000000,1017.843079,-46.799999,-27.350227,-2.722968,-0.299616,0.000000,-3.022584,79.400002,79.400002,6.663721,0.464963,0.000000,7.128684,31.801994,-2.802584,5.328684,-3.795310,3.474930,-0.151855
273182.000000,1000.000000,1017.784119,-46.799999,-25.344992,-3.003701,-0.303693,0.000000,-3.307394,79.400002,79.400002,6.573407,0.473884,0.000000,7.047290,32.447098,-3.087394,5.247291,-3.426991,3.357680,-0.326225
273202.000000,1000.000000,1017.593750,-47.200001,-23.493605,-3.318896,-0.308671,0.000000,-3.627567,79.000000,79.000000,6.252461,0.483262,0.000000,6.735723,34.339561,-3.407567,4.935723,-3.189369,3.229464,-0.511482
273222.000000,1000.000000,1018.155334,-47.200001,-21.506886,-3.597036,-0.313810,0.000000,-3.910846,79.000000,79.000000,6.037019,0.491887,0.000000,6.528905,35.878437,-3.690846,4.728906,-2.886468,3.230031,-0.708400
273242.000000,1000.000000,1018.495911,-49.799999,-19.225269,-4.280462,-0.318513,0.000000,-4.598976,79.000000,79.000000,5.909972,0.500329,0.000000,6.410302,36.785912,-4.378976,4.610302,-2.719272,3.144394,-0.898980
273262.000000,1000.000000,1016.085693,-49.799999,-16.818325,-4.617435,-0.325110,0.000000,-4.942544,79.000000,79.000000,5.717723,0.508498,0.000000,6.226221,38.159119,-4.722544,4.426221,-2.568765,3.038987,-1.105866
273282.000000,1000.000000,1014.620972,-49.799999,-18.202553,-4.423643,-0.331429,0.000000,-4.755072,79.000000,79.000000,5.350206,0.516141,0.000000,5.866347,40.784241,-4.535072,4.066347,-2.274436,3.062945,-1.323029
273301.000000,1000.000000,1013.732544,-49.799999,-20.783068,-4.062370,-0.336942,0.000000,-4.399312,79.000000,79.000000,5.100148,0.523062,0.000000,5.623210,42.570370,-4.179313,3.823210,-2.140169,2.976776,-1.529382
