I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22,I23,I24,I25,I26,I27,I28,I29,I30,I31,I32,I33,I34,I35,I36,I37,I38,I39
2002.000000,23480.000000,0.020000,0.000000,0.000000,0.000000,0.000000,-18.845999,17.854126,-19.125999,18.134127,-18.845999,14.000001,-19.125999,0.000000,0.000000,0.280001,0.752201,0.000000,14.752202,0.867777,0.867777,17.854126,-14.000001,18.134127,0.000000,0.000000,-0.280001,-0.752201,0.000000,-14.752202,-0.867777,-0.867777,1.087777,-2.667777,0.578620,0.566363,1.000000,0.000000,0.000000
2002.000000,23500.000000,0.020000,0.000000,0.000000,0.000000,0.000000,-18.285999,17.294127,-17.796799,19.055771,-18.285999,28.000002,-18.748589,0.125561,-1.329201,0.462589,1.242711,0.125561,29.117153,1.712774,1.712774,17.294127,-28.000002,17.896194,0.087062,-0.921644,-0.602068,-1.617410,0.087062,-29.704473,-1.747322,-1.747322,1.932774,-3.547322,0.601109,0.585739,1.000000,0.000000,0.000000
2002.000000,23520.000000,0.020000,0.000000,0.000000,0.000000,0.000000,-17.445999,16.454126,-16.836727,19.416742,-17.445999,42.000004,-18.045261,0.306162,-1.911861,0.599262,1.609873,0.306162,43.303715,2.547277,2.547277,16.454126,-42.000004,17.398071,0.230698,-1.520548,-0.943945,-2.535837,0.230698,-44.766537,-2.633326,-2.633326,2.767277,-4.433326,0.518283,0.551158,1.000000,0.000000,0.000000
2002.000000,23560.000000,0.020000,0.000000,0.000000,0.000000,0.000000,-14.925998,13.934126,-12.935733,17.704920,-14.925998,70.000008,-15.579283,0.974361,-4.049962,0.653285,1.755001,0.974361,70.780647,4.163568,4.163568,13.934126,-70.000008,15.473693,0.465364,-1.112568,-1.539567,-4.135931,0.465364,-74.601303,-4.388312,-4.388312,4.383567,-6.188312,0.612363,0.456851,1.000000,0.000000,0.000000
2002.000000,23580.000000,0.020000,0.000000,0.000000,0.000000,0.000000,-13.245997,12.254126,-12.473407,16.298544,-13.245997,84.000008,-13.951718,1.267753,-3.105876,0.705721,1.895866,1.267753,84.628120,4.978125,4.978125,12.254126,-84.000008,14.042089,0.543283,-0.824851,-1.787963,-4.803227,0.543283,-89.346519,-5.255678,-5.255678,5.198124,-7.055677,0.960949,0.139518,1.000000,0.000000,0.000000
2002.000000,23600.000000,0.020000,0.000000,0.000000,0.000000,0.000000,-11.285997,10.294126,-15.068735,15.477093,-11.285997,98.000008,-12.303020,1.162235,1.117017,1.017022,2.732153,1.162235,99.569931,5.857055,5.857055,10.294126,-98.000008,12.354948,0.678838,-1.435004,-2.060822,-5.536244,0.678838,-104.215096,-6.130300,-6.130300,6.077055,-7.930300,1.299330,-0.288539,1.000000,0.000000,0.000000
2002.000000,23620.000000,0.020000,0.000000,0.000000,0.000000,0.000000,-9.045998,8.054125,-16.130625,14.164406,-9.045998,112.000008,-10.525564,0.800666,3.827605,1.479567,3.974744,0.800666,115.174088,6.774946,6.774946,8.054125,-112.000008,10.396351,0.849766,-1.809458,-2.342226,-6.292214,0.849766,-119.141991,-7.008352,-7.008352,6.994946,-8.808352,1.671669,-0.673302,1.000000,0.000000,0.000000
2002.000000,23640.000000,0.020000,0.000000,0.000000,0.000000,0.000000,-6.645998,5.654125,-16.373018,11.614238,-6.645998,120.000000,-8.568422,0.248295,5.847454,1.922425,5.164449,0.248295,124.916153,7.348009,7.348009,5.654125,-120.000000,8.105976,0.964812,-1.217887,-2.451851,-6.586714,0.964812,-127.551529,-7.503031,-7.503031,7.568009,-9.303031,2.127890,-1.175099,1.000000,0.000000,0.000000
2002.000000,23660.000000,0.020000,0.000000,0.000000,0.000000,0.000000,-4.245997,3.254125,-14.527236,9.737954,-4.245997,120.000000,-6.434387,-0.314595,5.958814,2.188390,5.878944,-0.314595,126.193542,7.423150,7.423150,3.254125,-120.000000,5.675372,1.118974,-1.631978,-2.421247,-6.504498,1.118974,-127.623474,-7.507263,-7.507263,7.643149,-9.307263,2.590116,-1.844368,1.000000,0.000000,0.000000
2002.000000,23680.000000,0.020000,0.000000,0.000000,0.000000,0.000000,-1.845997,0.854125,-14.329399,7.970428,-1.845997,120.000000,-4.406044,-1.060386,7.895012,2.560047,6.877372,-1.060386,127.937759,7.525751,7.525751,0.854125,-120.000000,3.287501,1.335773,-2.295056,-2.433376,-6.537082,1.335773,-127.872849,-7.521932,-7.521932,7.745750,-9.321932,3.182499,-2.475409,1.000000,0.000000,0.000000
2002.000000,23700.000000,0.020000,0.000000,0.000000,0.000000,0.000000,0.274003,-1.265876,-11.320227,7.045369,0.274003,106.000000,-2.296953,-1.713524,6.914183,2.570956,6.906678,-1.713524,114.620201,6.742365,6.742365,-1.265876,-106.000000,0.989626,1.690755,-3.757868,-2.255501,-6.059234,1.690755,-113.749992,-6.691176,-6.691176,6.962365,-8.491176,3.823563,-3.199669,1.000000,0.000000,0.000000
2002.000000,23720.000000,0.020000,0.000000,0.000000,0.000000,0.000000,2.114003,-3.105876,-8.776093,5.956129,2.114003,92.000000,-0.440317,-2.325566,6.479140,2.554320,6.861987,-2.325566,101.187553,5.952209,5.952209,-3.105876,-92.000000,-0.943796,2.159908,-4.966503,-2.162079,-5.808263,2.159908,-99.968170,-5.880481,-5.880481,6.172209,-7.680481,4.471923,-3.896962,1.000000,0.000000,0.000000
2002.000000,23740.000000,0.020000,0.000000,0.000000,0.000000,0.000000,3.674003,-4.665876,-7.426547,5.127642,3.674003,78.000000,1.104002,-2.985510,6.986230,2.570001,6.904114,-2.985510,87.889626,5.169978,5.169978,-4.665876,-78.000000,-2.523728,2.733437,-6.071438,-2.142148,-5.754718,2.733437,-86.488152,-5.087538,-5.087538,5.389978,-6.887538,5.096697,-4.450637,1.000000,0.000000,0.000000
2002.000000,23760.000000,0.020000,0.000000,0.000000,0.000000,0.000000,4.954003,-5.945876,-6.706683,3.792994,4.954003,64.000000,2.318074,-3.723334,7.810685,2.635929,7.081225,-3.723334,74.804558,4.400268,4.400268,-5.945876,-64.000000,-3.807390,3.330137,-6.316722,-2.138486,-5.744882,3.330137,-73.075020,-4.298531,-4.298531,4.620268,-6.098531,5.577870,-4.907507,1.000000,0.000000,0.000000
2002.000000,23780.000000,0.020000,0.000000,0.000000,0.000000,0.000000,5.954003,-6.945876,-5.429379,1.454815,5.954003,50.000000,3.259607,-4.455186,7.747454,2.694397,7.238294,-4.455186,61.693478,3.629028,3.629028,-6.945876,-50.000000,-4.876201,3.827223,-5.262205,-2.069675,-5.560027,3.827223,-59.387253,-3.493368,-3.493368,3.849028,-5.293368,5.967800,-5.182637,1.000000,0.000000,0.000000
2002.000000,23800.000000,0.020000,0.000000,0.000000,0.000000,0.000000,6.674004,-7.665876,-2.691350,-0.521033,6.674004,36.000000,4.035605,-5.017334,5.950956,2.638398,7.087858,-5.017334,48.105190,2.829717,2.829717,-7.665876,-36.000000,-5.717522,4.238627,-4.355167,-1.948355,-5.234108,4.238627,-45.472736,-2.674867,-2.674867,3.049717,-4.474867,6.216007,-5.218469,1.000000,0.000000,0.000000
2002.000000,23820.000000,0.020000,0.000000,0.000000,0.000000,0.000000,7.114004,-8.105876,0.171129,-2.018808,7.114004,22.000000,4.657890,-5.382386,3.864476,2.456114,6.598165,-5.382386,33.980549,1.998856,1.998856,-8.105876,-22.000000,-6.313003,4.588021,-3.698714,-1.792873,-4.816418,4.588021,-31.404438,-1.847320,-1.847320,2.218856,-3.647320,6.172657,-5.012161,1.000000,0.000000,0.000000
2002.000000,23840.000000,0.020000,0.000000,0.000000,0.000000,0.000000,7.274004,-8.265876,3.440509,-5.386936,7.274004,7.999999,5.154415,-5.497384,1.217381,2.119589,5.694116,-5.497384,19.191498,1.128912,1.128912,-8.265876,-7.999999,-6.791945,4.675500,-0.926067,-1.473931,-3.959604,4.675500,-16.635103,-0.978535,-0.978535,1.348912,-2.778535,5.969730,-4.637147,1.000000,0.000000,0.000000
2002.000000,23860.000000,0.020000,0.000000,0.000000,0.000000,0.000000,7.154004,-8.145876,6.884920,-7.220076,7.154004,-6.000002,5.535532,-5.333914,-1.730505,1.618471,4.347901,-5.333914,3.681813,0.216577,0.216577,-8.145876,6.000002,-7.057667,4.635057,0.428131,-1.088209,-2.923391,4.635057,-1.558446,-0.091673,-0.091673,0.436577,-1.891673,5.675488,-4.275095,1.000000,0.000000,0.000000
2002.000000,23880.000000,0.020000,0.000000,0.000000,0.000000,0.000000,6.754004,-7.745876,11.553229,-6.975956,6.754004,-20.000004,5.875393,-4.765461,-6.017697,0.878610,2.360320,-4.765461,-12.874224,-0.757307,-0.757307,-7.745876,20.000004,-6.991072,4.642776,-0.081711,-0.754804,-2.027724,4.642776,13.329502,0.784088,0.784088,-0.537307,-1.015912,5.189504,-3.775301,1.000000,0.000000,0.000000
2002.000000,23900.000000,0.020000,0.000000,0.000000,0.000000,0.000000,6.074003,-7.065876,15.818817,-6.609742,6.074003,-34.000004,6.138771,-3.826171,-9.943424,-0.064768,-0.173994,-3.826171,-30.347826,-1.785166,-1.785166,-7.065876,34.000004,-6.607996,4.678798,-0.381330,-0.457880,-1.230059,4.678798,28.091145,1.652420,1.652420,-1.565166,-0.147580,4.612052,-3.136952,1.000000,0.000000,0.000000
2002.000000,23920.000000,0.020000,0.000000,0.000000,0.000000,0.000000,5.114003,-6.105875,18.788759,-5.721928,5.114003,-48.000004,6.239182,-2.631208,-12.649988,-1.125179,-3.022709,-2.631208,-48.391502,-2.846559,-2.846559,-6.105875,48.000004,-5.897689,4.762499,-0.886068,-0.208186,-0.559276,4.762499,42.678230,2.510484,2.510484,-2.626559,0.710484,4.014357,-2.581814,1.000000,0.000000,0.000000
2002.000000,23940.000000,0.020000,0.000000,0.000000,0.000000,0.000000,3.874003,-4.865875,19.650581,-5.075483,3.874003,-62.000004,6.049802,-1.364321,-13.411399,-2.175799,-5.845121,-1.364321,-66.480804,-3.910635,-3.910635,-4.865875,62.000004,-4.897924,4.840168,-0.822206,0.032049,0.086098,4.840168,57.245934,3.367408,3.367408,-3.690635,1.567408,3.340854,-1.957832,1.000000,0.000000,0.000000
2002.000000,23960.000000,0.020000,0.000000,0.000000,0.000000,0.000000,2.354003,-3.345875,20.968443,-3.153871,2.354003,-76.000008,5.617374,0.044946,-14.918640,-3.263371,-8.766801,0.044946,-84.811752,-4.988926,-4.988926,-3.345875,76.000008,-3.548127,5.004917,-1.744053,0.202252,0.543335,5.004917,71.538429,4.208143,4.208143,-4.768927,2.408143,2.730013,-1.247804,1.000000,0.000000,0.000000
2002.000000,23980.000000,0.020000,0.000000,0.000000,0.000000,0.000000,0.554002,-1.545875,21.644581,-1.680866,0.554002,-90.000008,4.882854,1.485558,-16.027206,-4.328851,-11.629132,1.485558,-103.114700,-6.065571,-6.065571,-1.545875,90.000008,-1.901550,5.181305,-1.867261,0.355675,0.955495,5.181305,85.774200,5.045541,5.045541,-5.845571,3.245541,2.035549,-0.545801,1.000000,0.000000,0.000000
