I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11
-10.000000,79.000000,-90.644997,-1.680213,68.445488,65.120605,-9.768091,-0.013024,0.000000,-9.181115,0.828189,0.892000
-4.000000,82.000000,-34.643757,-21.578896,49.666389,51.984520,-7.797678,-0.023421,0.000000,-7.221099,0.767725,0.893000
-1.000000,81.000000,-5.331411,-169.340271,26.964561,30.717554,-4.607633,-0.029565,0.000000,-4.037198,0.785081,0.894000
-12.000000,80.000000,-47.184704,89.933777,45.244720,44.683922,-6.702589,-0.054456,0.000000,-6.157045,-1.221584,0.891000
-9.000000,78.000000,-24.111866,-101.574265,33.382149,35.077415,-5.261612,-0.061471,0.000000,-4.723084,-1.730025,0.892000
-13.000000,83.000000,-63.812958,-71.344894,48.731735,46.683586,-7.002538,-0.070808,0.000000,-6.473347,-2.215841,0.891000
-11.000000,77.000000,-53.382622,-210.418167,47.928925,47.742123,-7.161319,-0.080357,0.000000,-6.641675,-2.470490,0.888000
-7.000000,78.000000,-25.211903,-52.601891,35.950996,37.719666,-5.657950,-0.087901,0.000000,-5.145851,-2.715442,0.888000
-9.000000,74.000000,-48.142944,-59.878857,42.332516,41.640587,-6.246089,-0.096229,0.000000,-5.742317,-3.022245,0.889000
-8.000000,73.000000,-39.091389,-165.837631,38.707611,39.147556,-5.872134,-0.104058,0.000000,-5.376192,-3.358750,0.886000
-9.000000,69.000000,-45.365929,-189.660721,40.360138,40.178249,-6.026738,-0.112094,0.000000,-5.538832,-3.595559,0.886000
-7.000000,65.000000,-28.765785,-8.531870,34.386696,35.255428,-5.288314,-0.119145,0.000000,-4.807459,-3.864806,0.883000
-6.000000,65.000000,-28.260452,-16.227507,31.595665,32.144630,-4.821695,-0.125574,0.000000,-4.347269,-4.042324,0.886000
-3.000000,62.000000,-7.617246,-171.637329,18.164566,20.261576,-3.039237,-0.129626,0.000000,-2.568863,-4.114740,0.891000
-8.000000,61.000000,-55.389423,-204.591309,35.779587,33.451885,-5.017783,-0.136317,0.000000,-4.554100,-4.093276,0.883000
-4.000000,59.000000,-21.588186,-198.753418,25.532501,26.720409,-4.008061,-0.141661,0.000000,-3.549722,-4.081273,0.882000
-2.000000,62.000000,-5.958554,-159.826416,14.741219,16.538097,-2.480715,-0.144968,0.000000,-2.025683,-4.035408,0.881000
