I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11
-1.000000,93.000000,-3.674687,-163.825150,-3.849484,-4.425411,0.619558,0.001328,0.000000,0.120885,0.184600,0.870000
-1.000000,84.000000,-6.635896,-187.563980,-1.511027,-2.093904,0.293147,0.001956,0.000000,-0.204898,0.363462,0.871000
-2.000000,84.000000,-12.041768,-209.140289,1.966605,1.154503,-0.161630,0.001609,0.000000,-0.660021,0.496028,0.870000
-3.000000,93.000000,-13.130898,323.348907,12.339924,10.917096,-1.528394,-0.006491,0.000000,-2.034884,-0.229559,0.870000
-1.000000,90.000000,5.108552,237.869049,6.322114,7.241110,-1.013755,-0.008663,0.000000,-1.522419,-0.660478,0.870000
-1.000000,88.000000,5.494968,-15.703403,1.337138,2.517932,-0.352511,-0.009419,0.000000,-0.861929,-0.878989,0.869000
-1.000000,88.000000,6.371035,16.593086,-1.299579,-0.536077,0.075051,-0.009258,0.000000,-0.434207,-1.021413,0.868000
-1.000000,87.000000,0.159603,-70.471359,-1.141849,-1.020694,0.142897,-0.008952,0.000000,-0.366054,-1.001288,0.870000
-1.000000,93.000000,-5.341731,-183.496521,-0.176064,-0.344990,0.048299,-0.008848,0.000000,-0.460549,-0.833910,0.869000
0.000000,87.000000,0.572708,-2.584167,-0.475889,-0.449709,0.062959,-0.008713,0.000000,-0.445754,-0.699504,0.870000
0.000000,92.000000,-4.873562,229.231857,4.467313,3.483909,-0.487747,-0.009758,0.000000,-0.997506,-0.797674,0.868000
2.000000,89.000000,6.593351,72.094528,-0.257818,0.490528,-0.068674,-0.009906,0.000000,-0.578579,-0.736932,0.868000
1.000000,94.000000,-4.310540,178.730667,4.175570,3.438562,-0.481399,-0.010937,0.000000,-0.992336,-0.726371,0.867000
1.000000,86.000000,-3.649386,279.534393,6.608311,5.974361,-0.836411,-0.012729,0.000000,-1.349140,-0.865823,0.866000
2.000000,85.000000,3.104819,74.867752,2.712275,3.364692,-0.471057,-0.013739,0.000000,-0.984796,-0.808089,0.868000
2.000000,88.000000,-0.766695,-208.783127,-0.101021,0.592122,-0.082897,-0.013916,0.000000,-0.596814,-0.438687,0.867000
1.000000,96.000000,-8.929409,-154.404724,2.645449,2.234784,-0.312870,-0.014587,0.000000,-0.827457,-0.040271,0.867000
1.000000,93.000000,-4.904068,-60.299469,2.772667,2.665091,-0.373113,-0.015386,0.000000,-0.888499,0.101856,0.866000
0.000000,85.000000,-5.144621,48.278225,4.311940,3.982570,-0.557560,-0.016581,0.000000,-1.074141,0.047407,0.866000
1.000000,86.000000,7.777397,-70.888451,-2.089188,-0.874837,0.122477,-0.016319,0.000000,-0.393842,0.060740,0.866000
1.000000,90.000000,8.222623,-147.047394,-5.798862,-4.814056,0.673968,-0.014875,0.000000,0.159093,0.185458,0.866000
