I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11
-5.000000,76.000000,-31.582409,-93.782364,41.597637,41.597637,0.000000,0.000000,0.000000,-5.611657,0.795894,0.649000
-8.000000,79.000000,-51.975544,-99.193916,45.374950,45.374950,0.000000,0.000000,0.000000,-6.159368,0.924973,0.651000
-7.000000,76.000000,-41.000023,-36.612225,43.076725,43.076725,0.000000,0.000000,0.000000,-5.826125,0.799237,0.651000
-12.000000,71.000000,-29.936373,-142.425964,32.319675,32.319675,0.000000,0.000000,0.000000,-4.266353,-4.462992,0.653000
-8.000000,65.000000,-12.986103,-119.247978,22.546337,22.546337,0.000000,0.000000,0.000000,-2.849219,-4.775482,0.652000
-7.000000,68.000000,-17.664518,-17.687090,20.190334,20.190334,0.000000,0.000000,0.000000,-2.507598,-5.005295,0.652000
-4.000000,58.000000,-9.424278,-127.235359,14.200491,14.200491,0.000000,0.000000,0.000000,-1.639071,-5.005292,0.654000
-8.000000,56.000000,-46.880295,-180.269516,27.283978,27.283978,0.000000,0.000000,0.000000,-3.536176,-4.898738,0.653000
-2.000000,55.000000,-19.448009,-101.034477,22.848480,22.848480,0.000000,0.000000,0.000000,-2.893029,-4.568051,0.656000
-2.000000,56.000000,-26.942629,-201.638214,22.876104,22.876104,0.000000,0.000000,0.000000,-2.897035,-4.153020,0.656000
-2.000000,65.000000,-26.542395,59.212574,25.058849,25.058849,0.000000,0.000000,0.000000,-3.213533,-3.969630,0.658000
0.000000,67.000000,-12.522906,3.549833,19.449623,19.449623,0.000000,0.000000,0.000000,-2.400195,-3.797089,0.658000
-3.000000,64.000000,-31.384001,-70.168503,24.188576,24.188576,0.000000,0.000000,0.000000,-3.087343,-3.589455,0.659000
-9.000000,60.000000,-68.416687,-149.531647,42.745438,42.745438,0.000000,0.000000,0.000000,-5.778088,-3.356798,0.660000
0.000000,57.000000,-7.603528,-51.328339,26.469624,26.469624,0.000000,0.000000,0.000000,-3.418095,-3.243908,0.663000
-1.000000,62.000000,-8.927262,-105.658852,17.624632,17.624632,0.000000,0.000000,0.000000,-2.135571,-3.213880,0.665000
-4.000000,54.000000,-21.553791,-195.504837,17.633209,17.633209,0.000000,0.000000,0.000000,-2.136815,-3.213037,0.664000
-11.000000,59.000000,-63.974678,-201.150803,36.676514,36.676514,0.000000,0.000000,0.000000,-4.898094,-3.169245,0.665000
-1.000000,49.000000,-4.596199,-225.597366,20.209995,20.209995,0.000000,0.000000,0.000000,-2.510449,-2.872931,0.666000
-1.000000,57.000000,-8.035060,-93.132042,13.893087,13.893087,0.000000,0.000000,0.000000,-1.594498,-2.704415,0.668000
-2.000000,58.000000,-13.510312,-27.103407,13.476908,13.476908,0.000000,0.000000,0.000000,-1.534152,-2.704492,0.669000
-8.000000,61.000000,-49.094299,-157.925095,28.083408,28.083408,0.000000,0.000000,0.000000,-3.652094,-2.674711,0.668000
-4.000000,56.000000,-23.127615,-293.087646,23.215511,23.215511,0.000000,0.000000,0.000000,-2.946249,-2.562871,0.670000
0.000000,57.000000,4.735507,-76.320740,9.950667,9.950667,0.000000,0.000000,0.000000,-1.022847,-2.555054,0.670000
0.000000,57.000000,3.878308,-79.766701,3.009728,3.009728,0.000000,0.000000,0.000000,0.420000,-2.514441,0.671000
-2.000000,55.000000,-9.798260,-16.773634,5.913605,5.913605,0.000000,0.000000,0.000000,0.420000,-2.523478,0.671000
-3.000000,60.000000,-18.493818,-93.296394,10.735033,10.735033,0.000000,0.000000,0.000000,-1.136580,-2.449170,0.669000
0.000000,50.000000,0.098242,-70.552979,5.225082,5.225082,0.000000,0.000000,0.000000,0.420000,-2.353011,0.669000
0.000000,57.000000,-1.707260,7.909758,3.713250,3.713250,0.000000,0.000000,0.000000,0.420000,-2.265660,0.669000
0.000000,54.000000,-7.088087,-30.974876,4.953153,4.953153,0.000000,0.000000,0.000000,0.420000,-2.044564,0.669000
-1.000000,56.000000,-20.304211,-64.586044,11.279854,11.279854,0.000000,0.000000,0.000000,-1.215579,-1.672667,0.668000
0.000000,68.000000,-21.341116,-39.847363,15.448795,15.448795,0.000000,0.000000,0.000000,-1.820075,-1.269863,0.666000
1.000000,60.000000,-15.049010,-78.361313,14.563641,14.563641,0.000000,0.000000,0.000000,-1.691728,-0.937272,0.669000
2.000000,62.000000,-2.039603,18.048222,9.090258,9.090258,0.000000,0.000000,0.000000,-0.898087,-0.821046,0.667000
0.000000,47.000000,-10.078603,-54.178680,9.047405,9.047405,0.000000,0.000000,0.000000,-0.891874,-0.670261,0.668000
0.000000,49.000000,-10.141432,-41.791721,9.163591,9.163591,0.000000,0.000000,0.000000,-0.908721,-0.504860,0.667000
0.000000,49.000000,-10.824648,35.549465,10.231012,10.231012,0.000000,0.000000,0.000000,-1.063497,-0.334721,0.666000
0.000000,49.000000,-7.782956,77.289993,9.824997,9.824997,0.000000,0.000000,0.000000,-1.004625,-0.377014,0.663000
1.000000,46.000000,3.787508,72.556648,4.352379,4.352379,0.000000,0.000000,0.000000,0.420000,-0.459675,0.664000
0.000000,55.000000,-1.703440,-12.236137,3.050232,3.050232,0.000000,0.000000,0.000000,0.420000,-0.442121,0.665000
0.000000,60.000000,-4.558900,-7.161726,3.664677,3.664677,0.000000,0.000000,0.000000,0.420000,-0.312967,0.663000
0.000000,54.000000,-8.794249,-105.708420,5.021608,5.021608,0.000000,0.000000,0.000000,0.420000,-0.043850,0.663000
1.000000,67.000000,-2.907243,-98.991058,3.179224,3.179224,0.000000,0.000000,0.000000,0.420000,0.205498,0.662000
2.000000,62.000000,3.816483,3.265716,0.060548,0.060548,0.000000,0.000000,0.000000,0.420000,0.390925,0.661000
0.000000,64.000000,-10.284076,186.494171,6.339582,6.339582,0.000000,0.000000,0.000000,0.420000,0.510129,0.662000
-1.000000,62.000000,-15.477503,173.661255,12.014597,12.014597,0.000000,0.000000,0.000000,-1.322116,0.551256,0.661000
1.000000,40.000000,-1.233788,-34.358185,6.854010,6.854010,0.000000,0.000000,0.000000,0.420000,0.630926,0.660000
4.000000,46.000000,23.914211,-71.350952,-7.633848,-7.633848,0.000000,0.000000,0.000000,0.420000,0.591304,0.662000
0.000000,48.000000,3.050956,-113.604469,-6.593987,-6.593987,0.000000,0.000000,0.000000,0.420000,0.582620,0.661000
0.000000,48.000000,2.333985,-95.245872,-5.534199,-5.534199,0.000000,0.000000,0.000000,0.420000,0.659106,0.661000
0.000000,47.000000,0.171526,-110.256287,-4.113302,-4.113302,0.000000,0.000000,0.000000,0.420000,0.759612,0.663000
1.000000,52.000000,7.056798,95.907875,-4.574704,-4.574704,0.000000,0.000000,0.000000,0.420000,0.700196,0.661000
-1.000000,47.000000,-5.781404,11.954643,0.193136,0.193136,0.000000,0.000000,0.000000,0.420000,0.651900,0.662000
-2.000000,54.000000,-10.226901,-113.579666,3.686113,3.686113,0.000000,0.000000,0.000000,0.420000,0.651486,0.664000
