tick_ms,gx_dps,gy_dps,gz_dps,ax_g,ay_g,az_g,imu_shock_flag
21026.000000,3.841912,-3.095401,-0.928054,-0.181542,-0.035102,-0.944475,0
21027.000000,4.039675,-2.968416,-0.842498,-0.176893,-0.032387,-0.940957,0
21028.000000,4.236765,-2.846597,-0.793756,-0.172227,-0.028642,-0.939950,0
21029.000000,4.364688,-2.712427,-0.768631,-0.167976,-0.024857,-0.943973,0
21030.000000,4.556351,-2.505902,-0.771822,-0.163703,-0.024449,-0.952013,0
21031.000000,4.977141,-2.216078,-0.823291,-0.158943,-0.028768,-0.961749,0
21032.000000,5.626514,-1.899552,-0.902629,-0.153303,-0.038855,-0.972306,0
21033.000000,6.350073,-1.609367,-0.973085,-0.146951,-0.052178,-0.982705,0
21034.000000,6.874325,-1.401492,-1.009649,-0.139887,-0.066204,-0.990598,0
21035.000000,7.005278,-1.312514,-1.010841,-0.131987,-0.080812,-0.994723,0
21036.000000,6.758025,-1.310150,-0.990658,-0.123947,-0.094091,-0.997261,0
21037.000000,6.211242,-1.341524,-0.943922,-0.116504,-0.104193,-1.001499,0
21038.000000,5.390349,-1.404686,-0.854757,-0.110031,-0.108319,-1.006000,0
21039.000000,4.387499,-1.524615,-0.731432,-0.103762,-0.109876,-1.008286,0
21040.000000,3.555509,-1.655390,-0.619350,-0.096853,-0.114244,-1.008771,0
21041.000000,3.035125,-1.735315,-0.554537,-0.089759,-0.117123,-1.006571,0
21042.000000,2.469000,-1.795495,-0.521757,-0.082547,-0.117131,-1.002710,0
21043.000000,1.823372,-1.856794,-0.506854,-0.075050,-0.116806,-1.000583,0
21044.000000,1.473080,-1.879767,-0.516597,-0.068006,-0.115513,-1.000628,0
21045.000000,1.444157,-1.844512,-0.532360,-0.061926,-0.113362,-1.001942,0
21046.000000,1.496987,-1.731787,-0.535059,-0.056640,-0.110658,-1.002802,0
21047.000000,1.538863,-1.523109,-0.549071,-0.051752,-0.108103,-1.002468,0
21048.000000,1.506033,-1.256155,-0.593988,-0.046826,-0.104749,-1.000427,0
21049.000000,1.246248,-0.999074,-0.650848,-0.041762,-0.100723,-0.994460,0
21050.000000,0.873194,-0.810456,-0.715277,-0.036869,-0.098552,-0.984780,0
21051.000000,0.783950,-0.737492,-0.807039,-0.032465,-0.098620,-0.973094,0
21052.000000,1.108461,-0.777175,-0.936639,-0.028432,-0.100603,-0.958173,0
21053.000000,1.594911,-0.844622,-1.090647,-0.024699,-0.104032,-0.941039,0
21054.000000,1.970894,-0.856860,-1.216853,-0.021293,-0.108327,-0.925340,0
21055.000000,2.182292,-0.809867,-1.279776,-0.018266,-0.112908,-0.912915,0
21056.000000,2.297441,-0.718193,-1.300493,-0.015642,-0.116718,-0.904253,0
21057.000000,2.268601,-0.587447,-1.274902,-0.013337,-0.118978,-0.898190,0
21058.000000,1.972883,-0.470937,-1.130559,-0.012101,-0.119486,-0.897107,0
21059.000000,1.448097,-0.434627,-0.810028,-0.012855,-0.119156,-0.902978,0
21060.000000,0.926126,-0.484156,-0.368072,-0.015992,-0.119583,-0.914048,0
21061.000000,0.622858,-0.582266,0.070768,-0.021862,-0.120709,-0.930439,0
21062.000000,0.541764,-0.669411,0.418673,-0.029177,-0.121600,-0.951005,0
21063.000000,0.523786,-0.684307,0.637150,-0.036716,-0.121939,-0.972551,0
21064.000000,0.487615,-0.690637,0.743481,-0.046186,-0.121496,-0.995933,0
21065.000000,0.566842,-0.776911,0.768966,-0.056935,-0.121298,-1.021647,0
21066.000000,0.878353,-0.783382,0.666581,-0.066840,-0.122453,-1.044119,0
21067.000000,1.193539,-0.563347,0.420400,-0.075600,-0.124429,-1.059352,0
21068.000000,1.143443,-0.201334,0.128405,-0.081026,-0.127482,-1.066398,0
21069.000000,0.641429,0.337706,-0.147883,-0.081759,-0.132124,-1.063595,0
21070.000000,-0.132360,1.204890,-0.413614,-0.078585,-0.138451,-1.052008,0
21071.000000,-0.926136,2.333276,-0.656302,-0.072463,-0.146037,-1.035306,0
21072.000000,-1.620648,3.380824,-0.853015,-0.065257,-0.152524,-1.014913,0
21073.000000,-2.274937,3.976694,-0.986399,-0.057968,-0.157730,-0.991142,0
21074.000000,-2.833601,4.052023,-1.050798,-0.050886,-0.162372,-0.966377,0
21075.000000,-3.138130,3.721462,-1.053814,-0.045257,-0.165017,-0.944426,0
21076.000000,-3.178850,3.035841,-1.000407,-0.041043,-0.164924,-0.928173,0
21077.000000,-3.018591,2.126196,-0.907063,-0.037417,-0.162757,-0.916528,0
21078.000000,-2.614173,1.305244,-0.815295,-0.034379,-0.161283,-0.908984,0
21079.000000,-1.911693,0.831211,-0.767272,-0.031520,-0.160571,-0.909262,0
21080.000000,-1.142354,0.629923,-0.775183,-0.028821,-0.158663,-0.917579,0
21081.000000,-0.601015,0.522993,-0.803694,-0.027475,-0.156536,-0.929112,0
21082.000000,-0.257920,0.516520,-0.805048,-0.027304,-0.153852,-0.943141,0
21083.000000,-0.052388,0.546654,-0.781578,-0.027557,-0.149271,-0.959685,0
21084.000000,-0.049848,0.481131,-0.755675,-0.028208,-0.143960,-0.975919,0
21085.000000,-0.213908,0.410244,-0.720564,-0.028913,-0.139260,-0.989341,0
21086.000000,-0.446078,0.475813,-0.686425,-0.029591,-0.135284,-0.999480,0
21087.000000,-0.699726,0.625613,-0.684525,-0.030297,-0.131407,-1.008396,0
21088.000000,-0.998150,0.758305,-0.708621,-0.032314,-0.126681,-1.011804,0
21089.000000,-1.426893,0.911385,-0.741107,-0.036424,-0.120335,-1.005466,0
21090.000000,-2.023317,1.169872,-0.800058,-0.042152,-0.112193,-0.990529,0
21091.000000,-2.637649,1.527720,-0.903888,-0.049087,-0.103064,-0.969508,0
21092.000000,-3.028488,1.873737,-1.032902,-0.055826,-0.094023,-0.948997,0
21093.000000,-3.146108,2.062559,-1.147546,-0.061924,-0.085401,-0.930813,0
21094.000000,-3.136329,2.046599,-1.223291,-0.067480,-0.076967,-0.914282,0
21095.000000,-3.063191,1.856622,-1.262547,-0.071873,-0.068723,-0.902709,0
21096.000000,-2.878233,1.513847,-1.259466,-0.075208,-0.060801,-0.896305,0
21097.000000,-2.613652,1.079872,-1.183052,-0.077748,-0.053593,-0.892766,0
21098.000000,-2.323733,0.719121,-1.042749,-0.080292,-0.047599,-0.887930,0
21099.000000,-1.985337,0.562210,-0.903638,-0.082864,-0.042821,-0.880310,0
21100.000000,-1.664685,0.495231,-0.805288,-0.084539,-0.038863,-0.872006,0
21101.000000,-1.492527,0.384488,-0.738589,-0.085634,-0.035231,-0.863997,0
21102.000000,-1.459869,0.304968,-0.685861,-0.086390,-0.031787,-0.857845,0
21103.000000,-1.490640,0.249465,-0.628620,-0.086431,-0.028669,-0.854214,0
21104.000000,-1.538433,0.121847,-0.559336,-0.086129,-0.025768,-0.852159,0
21105.000000,-1.579253,0.005799,-0.512462,-0.086078,-0.022541,-0.851440,0
21106.000000,-1.653729,-0.005048,-0.522983,-0.085958,-0.019196,-0.852153,0
21107.000000,-1.812486,0.029010,-0.570039,-0.085408,-0.016407,-0.853386,0
21108.000000,-2.014665,0.063242,-0.615304,-0.084574,-0.013506,-0.856422,0
21109.000000,-2.142215,0.119802,-0.658404,-0.083349,-0.010472,-0.865036,0
21110.000000,-2.112329,0.166864,-0.729095,-0.081509,-0.008739,-0.880107,0
21111.000000,-1.943320,0.155969,-0.831817,-0.079116,-0.009559,-0.899485,0
21112.000000,-1.709395,0.123169,-0.918277,-0.076232,-0.013742,-0.922539,0
21113.000000,-1.521692,0.113362,-0.943807,-0.072980,-0.019734,-0.946747,0
21114.000000,-1.487844,0.097290,-0.927191,-0.069170,-0.025972,-0.969256,0
21115.000000,-1.609416,0.017378,-0.905114,-0.064873,-0.032176,-0.989241,0
21116.000000,-1.792794,-0.157906,-0.849472,-0.060593,-0.037487,-1.006867,0
21117.000000,-1.916907,-0.397737,-0.731571,-0.056781,-0.041385,-1.023080,0
21118.000000,-1.937157,-0.605408,-0.622452,-0.054254,-0.042497,-1.033708,0
21119.000000,-1.915289,-0.697525,-0.592426,-0.052352,-0.042272,-1.040333,0
21120.000000,-1.840250,-0.670187,-0.608571,-0.049896,-0.043175,-1.048194,0
21121.000000,-1.726150,-0.598768,-0.618283,-0.047502,-0.043193,-1.051595,0
21122.000000,-1.726493,-0.593902,-0.601058,-0.045554,-0.041709,-1.050467,0
21123.000000,-1.788874,-0.695359,-0.546185,-0.043956,-0.040131,-1.050864,0
21124.000000,-1.707369,-0.827138,-0.480797,-0.043282,-0.038401,-1.052334,0
21125.000000,-1.546263,-0.934326,-0.440242,-0.043096,-0.036755,-1.053502,0
21126.000000,-1.511213,-1.057854,-0.415842,-0.042653,-0.035492,-1.053212,0
21127.000000,-1.618047,-1.202697,-0.408417,-0.042274,-0.034290,-1.051824,0
21128.000000,-1.754367,-1.300234,-0.444343,-0.041952,-0.032298,-1.048527,0
21129.000000,-1.879689,-1.332810,-0.518171,-0.041711,-0.029566,-1.043598,0
21130.000000,-2.014270,-1.373541,-0.583293,-0.042156,-0.027022,-1.040391,0
21131.000000,-2.159971,-1.504187,-0.594851,-0.043702,-0.024820,-1.039172,0
21132.000000,-2.345095,-1.739849,-0.549562,-0.046205,-0.022971,-1.038124,0
21133.000000,-2.604456,-2.021971,-0.484254,-0.048969,-0.021192,-1.036545,0
21134.000000,-2.849435,-2.288254,-0.427757,-0.051660,-0.019344,-1.035975,0
21135.000000,-2.893551,-2.542201,-0.362081,-0.054090,-0.017508,-1.037741,0
21136.000000,-2.634948,-2.752676,-0.283817,-0.056246,-0.015876,-1.040753,0
21137.000000,-2.154835,-2.798826,-0.245227,-0.058499,-0.014827,-1.042914,0
21138.000000,-1.661000,-2.682938,-0.258102,-0.060101,-0.013085,-1.043533,0
21139.000000,-1.353868,-2.560847,-0.279224,-0.060760,-0.009011,-1.043681,0
21140.000000,-1.327499,-2.507662,-0.302588,-0.061137,-0.002330,-1.045091,0
21141.000000,-1.524068,-2.501312,-0.338821,-0.061350,0.007075,-1.048318,0
21142.000000,-1.707325,-2.522074,-0.369429,-0.061540,0.017402,-1.052802,0
21143.000000,-1.639702,-2.523485,-0.396026,-0.061921,0.026901,-1.057279,0
21144.000000,-1.393179,-2.466873,-0.439093,-0.062047,0.035727,-1.060339,0
21145.000000,-1.170308,-2.361378,-0.496133,-0.061373,0.041187,-1.063641,0
21146.000000,-0.981035,-2.199418,-0.578980,-0.060347,0.042755,-1.068262,0
21147.000000,-0.869517,-2.007061,-0.698285,-0.059199,0.043025,-1.072043,0
21148.000000,-0.887133,-1.886044,-0.786558,-0.056998,0.041147,-1.073827,0
21149.000000,-0.854907,-1.883743,-0.762389,-0.053216,0.036608,-1.072564,0
21150.000000,-0.671532,-1.948968,-0.646236,-0.048314,0.030190,-1.068330,0
21151.000000,-0.421676,-2.024381,-0.525596,-0.043030,0.022173,-1.063066,0
21152.000000,-0.207495,-2.100549,-0.461792,-0.037988,0.013937,-1.056770,0
21153.000000,-0.167649,-2.193397,-0.466187,-0.033275,0.006149,-1.048740,0
21154.000000,-0.320796,-2.313019,-0.504167,-0.028741,-0.001289,-1.039158,0
21155.000000,-0.490848,-2.474294,-0.526936,-0.024753,-0.007259,-1.028781,0
21156.000000,-0.519764,-2.668273,-0.529366,-0.021965,-0.011255,-1.020056,0
21157.000000,-0.364227,-2.823467,-0.535035,-0.020377,-0.014240,-1.013866,0
21158.000000,-0.036936,-2.889042,-0.547601,-0.019304,-0.017734,-1.009935,0
21159.000000,0.516604,-2.918729,-0.560755,-0.018170,-0.022502,-1.010584,0
21160.000000,1.340478,-3.007931,-0.577058,-0.016718,-0.028474,-1.017649,0
21161.000000,2.239696,-3.179114,-0.611931,-0.015072,-0.035820,-1.031313,0
21162.000000,2.959642,-3.392288,-0.678250,-0.013564,-0.044334,-1.051783,0
21163.000000,3.471595,-3.612446,-0.754829,-0.012598,-0.053282,-1.075908,0
21164.000000,3.783697,-3.781957,-0.808875,-0.012241,-0.062501,-1.100472,0
21165.000000,3.758830,-3.827025,-0.845842,-0.012101,-0.071629,-1.123860,0
21166.000000,3.341588,-3.719499,-0.898047,-0.012064,-0.079554,-1.143271,0
21167.000000,2.729550,-3.491300,-0.963292,-0.012162,-0.085889,-1.157653,0
21168.000000,2.192811,-3.183332,-0.996330,-0.012368,-0.090229,-1.163352,0
21169.000000,1.826168,-2.793337,-0.973879,-0.012688,-0.091922,-1.157302,0
21170.000000,1.581136,-2.349641,-0.916109,-0.013319,-0.091511,-1.141574,0
21171.000000,1.434155,-1.938951,-0.854013,-0.014425,-0.089987,-1.119586,0
21172.000000,1.351753,-1.655231,-0.813254,-0.015520,-0.087177,-1.095242,0
21173.000000,1.263878,-1.579023,-0.805859,-0.016064,-0.082779,-1.069376,0
21174.000000,1.230992,-1.691712,-0.829578,-0.016237,-0.077193,-1.043259,0
21175.000000,1.402614,-1.911871,-0.867987,-0.016633,-0.071076,-1.021535,0
21176.000000,1.762509,-2.201339,-0.889343,-0.017287,-0.065587,-1.005718,0
21177.000000,2.116534,-2.494589,-0.887568,-0.018118,-0.061168,-0.993794,0
21178.000000,2.326638,-2.676765,-0.897233,-0.019853,-0.058037,-0.983982,0
21179.000000,2.486891,-2.673697,-0.939530,-0.022601,-0.057236,-0.977075,0
21180.000000,2.763600,-2.517610,-1.009082,-0.025773,-0.058552,-0.973869,0
21181.000000,3.119870,-2.358637,-1.088361,-0.029406,-0.060014,-0.973525,0
21182.000000,3.450763,-2.325964,-1.144765,-0.033443,-0.061700,-0.976607,0
21183.000000,3.770777,-2.381056,-1.163574,-0.037670,-0.064265,-0.982657,0
21184.000000,4.034269,-2.435841,-1.167590,-0.041909,-0.066913,-0.988810,0
21185.000000,4.097559,-2.504594,-1.177651,-0.045638,-0.069027,-0.992387,0
21186.000000,3.928949,-2.609152,-1.190974,-0.048551,-0.070142,-0.992760,0
21187.000000,3.663988,-2.714356,-1.209081,-0.050626,-0.070204,-0.991895,0
21188.000000,3.468455,-2.872065,-1.243562,-0.052245,-0.067617,-0.991484,0
21189.000000,3.460024,-3.203582,-1.287056,-0.054008,-0.062526,-0.992267,0
21190.000000,3.769827,-3.634094,-1.322822,-0.056450,-0.058052,-0.994610,0
21191.000000,4.408988,-3.912417,-1.353738,-0.059949,-0.055888,-0.997847,0
21192.000000,5.161626,-3.917837,-1.392320,-0.064250,-0.055835,-1.001179,0
21193.000000,5.818310,-3.742419,-1.439883,-0.068688,-0.056633,-1.004352,0
21194.000000,6.301555,-3.520092,-1.475501,-0.073154,-0.058065,-1.008103,0
21195.000000,6.613189,-3.272911,-1.464999,-0.077448,-0.060854,-1.013108,0
21196.000000,6.747270,-2.983304,-1.409512,-0.081192,-0.064023,-1.018732,0
21197.000000,6.611732,-2.757063,-1.349330,-0.084480,-0.066143,-1.023927,0
21198.000000,6.123130,-2.742476,-1.291359,-0.086862,-0.067043,-1.028027,0
21199.000000,5.302839,-2.907788,-1.198159,-0.088493,-0.067062,-1.030462,0
21200.000000,4.302381,-3.048767,-1.054945,-0.089993,-0.066894,-1.031346,0
21201.000000,3.413776,-3.060163,-0.897907,-0.091124,-0.067833,-1.032793,0
21202.000000,2.891514,-3.010703,-0.776179,-0.092099,-0.069587,-1.035448,0
21203.000000,2.732423,-2.937588,-0.708941,-0.093382,-0.070631,-1.038108,0
21204.000000,2.774331,-2.849558,-0.698070,-0.094377,-0.070774,-1.039656,0
21205.000000,2.937018,-2.816593,-0.761317,-0.094618,-0.070346,-1.039437,0
21206.000000,3.233918,-2.869189,-0.913713,-0.094536,-0.069475,-1.038286,0
21207.000000,3.662397,-2.980002,-1.112125,-0.094350,-0.068253,-1.037234,0
21208.000000,4.204861,-3.142240,-1.262982,-0.093999,-0.067371,-1.039466,0
21209.000000,4.885130,-3.355635,-1.313388,-0.093441,-0.066806,-1.045960,0
21210.000000,5.665054,-3.570199,-1.287529,-0.092638,-0.065507,-1.052360,0
21211.000000,6.319480,-3.710265,-1.237592,-0.091575,-0.062914,-1.054809,0
21212.000000,6.651902,-3.772557,-1.218053,-0.090219,-0.058811,-1.052894,0
21213.000000,6.739490,-3.817333,-1.259443,-0.088535,-0.053845,-1.049084,0
21214.000000,6.738067,-3.845888,-1.325985,-0.086538,-0.048678,-1.044365,0
21215.000000,6.655694,-3.784434,-1.384823,-0.084627,-0.043665,-1.038046,0
21216.000000,6.479795,-3.603137,-1.469076,-0.083324,-0.039196,-1.031585,0
21217.000000,6.284945,-3.375367,-1.580592,-0.082138,-0.035329,-1.026010,0
21218.000000,6.168501,-3.137561,-1.671958,-0.080389,-0.033310,-1.020643,0
21219.000000,6.180097,-2.811625,-1.729648,-0.078374,-0.033804,-1.014875,0
21220.000000,6.304241,-2.391021,-1.751936,-0.076608,-0.035917,-1.008031,0
21221.000000,6.553357,-1.955492,-1.739103,-0.075611,-0.039237,-0.999344,0
21222.000000,6.942031,-1.530078,-1.724440,-0.075581,-0.043328,-0.989853,0
21223.000000,7.335524,-1.180490,-1.729606,-0.075943,-0.047891,-0.980880,0
21224.000000,7.568394,-1.014923,-1.756418,-0.076323,-0.052667,-0.972445,0
21225.000000,7.627411,-1.040935,-1.839019,-0.076797,-0.056436,-0.964813,0
21226.000000,7.621652,-1.218116,-2.002365,-0.077131,-0.058556,-0.957259,0
21227.000000,7.699829,-1.522498,-2.186278,-0.076951,-0.059506,-0.951878,0
21228.000000,7.912179,-1.912732,-2.283248,-0.076421,-0.060227,-0.953669,0
21229.000000,8.182183,-2.308036,-2.244212,-0.076076,-0.061754,-0.963795,0
21230.000000,8.438415,-2.607217,-2.126670,-0.076182,-0.064291,-0.979464,0
21231.000000,8.588574,-2.772947,-2.022793,-0.076710,-0.067382,-0.997843,0
21232.000000,8.500194,-2.861972,-1.957449,-0.077676,-0.070732,-1.018566,0
21233.000000,8.165910,-2.919490,-1.899096,-0.078593,-0.073532,-1.040203,0
21234.000000,7.745284,-2.881846,-1.838137,-0.078631,-0.074542,-1.059213,0
21235.000000,7.421089,-2.652088,-1.794907,-0.078691,-0.075127,-1.075727,0
21236.000000,7.259582,-2.258672,-1.769110,-0.079987,-0.076354,-1.089353,0
21237.000000,7.169600,-1.848628,-1.731229,-0.081559,-0.076748,-1.097614,0
21238.000000,7.055498,-1.541193,-1.680414,-0.082434,-0.076471,-1.101636,0
21239.000000,6.943761,-1.378666,-1.658829,-0.082791,-0.075768,-1.102357,0
21240.000000,6.878073,-1.369396,-1.677933,-0.082872,-0.074291,-1.100178,0
21241.000000,6.902035,-1.449916,-1.710764,-0.082892,-0.073144,-1.097363,0
21242.000000,7.073600,-1.485388,-1.745014,-0.083481,-0.072288,-1.094096,0
21243.000000,7.318011,-1.423472,-1.768991,-0.084571,-0.070831,-1.088402,0
21244.000000,7.506802,-1.308703,-1.782105,-0.085382,-0.069047,-1.080323,0
21245.000000,7.663033,-1.161669,-1.852066,-0.085865,-0.067068,-1.071772,0
21246.000000,7.857354,-1.024827,-2.031291,-0.086036,-0.065080,-1.065052,0
21247.000000,8.051555,-0.979516,-2.236367,-0.085626,-0.063142,-1.060289,0
21248.000000,8.189303,-0.989301,-2.358566,-0.084219,-0.060930,-1.055570,0
21249.000000,8.312046,-0.927399,-2.401541,-0.081957,-0.058761,-1.051783,0
21250.000000,8.488937,-0.786703,-2.411960,-0.079549,-0.057046,-1.050634,0
21251.000000,8.720653,-0.675128,-2.404809,-0.077340,-0.055939,-1.052461,0
21252.000000,8.947041,-0.673080,-2.380781,-0.075384,-0.055607,-1.058775,0
21253.000000,9.085152,-0.786983,-2.342502,-0.073492,-0.055624,-1.068299,0
21254.000000,9.114470,-0.943978,-2.305583,-0.071728,-0.055662,-1.078473,0
21255.000000,9.124346,-1.075776,-2.280452,-0.070757,-0.055669,-1.088776,0
21256.000000,9.186456,-1.198663,-2.241479,-0.070489,-0.055407,-1.097031,0
21257.000000,9.277099,-1.306892,-2.184517,-0.070153,-0.055017,-1.101872,0
21258.000000,9.358470,-1.326252,-2.192808,-0.069746,-0.053847,-1.101897,0
21259.000000,9.441020,-1.239718,-2.343096,-0.069376,-0.051746,-1.096934,0
21260.000000,9.592105,-1.119287,-2.584452,-0.068831,-0.049697,-1.090107,0
21261.000000,9.839309,-1.032847,-2.796569,-0.068442,-0.047699,-1.083418,0
21262.000000,10.086706,-1.000391,-2.900699,-0.068389,-0.045350,-1.075980,0
21263.000000,10.255011,-0.999812,-2.883105,-0.068124,-0.043063,-1.066796,0
21264.000000,10.376931,-0.981307,-2.794379,-0.067600,-0.041162,-1.056885,0
21265.000000,10.448026,-0.944901,-2.697696,-0.066909,-0.039514,-1.048296,0
21266.000000,10.370754,-0.961323,-2.586921,-0.065848,-0.037971,-1.041766,0
21267.000000,10.146660,-1.040894,-2.446641,-0.064772,-0.036537,-1.036497,0
21268.000000,9.938388,-1.115787,-2.329213,-0.064185,-0.035465,-1.033744,0
21269.000000,9.839804,-1.154542,-2.272853,-0.064039,-0.034663,-1.033522,0
21270.000000,9.778687,-1.140362,-2.260997,-0.064033,-0.033900,-1.033193,0
21271.000000,9.708653,-1.039966,-2.289001,-0.063896,-0.033191,-1.031222,0
21272.000000,9.668825,-0.864345,-2.359453,-0.063305,-0.032510,-1.027432,0
21273.000000,9.666715,-0.671612,-2.444513,-0.062318,-0.031770,-1.022712,0
21274.000000,9.716564,-0.536822,-2.508277,-0.061447,-0.030706,-1.017213,0
21275.000000,9.898744,-0.516023,-2.514264,-0.060816,-0.029314,-1.010055,0
21276.000000,10.247125,-0.603269,-2.437106,-0.060332,-0.028026,-1.001661,0
21277.000000,10.671544,-0.764593,-2.314088,-0.060055,-0.027086,-0.993819,0
21278.000000,11.043323,-1.013087,-2.218630,-0.060139,-0.026620,-0.987893,0
21279.000000,11.346562,-1.376792,-2.175788,-0.060992,-0.026251,-0.983230,0
21280.000000,11.672013,-1.797793,-2.155693,-0.062517,-0.025481,-0.978718,0
21281.000000,12.047208,-2.167285,-2.121372,-0.063718,-0.024461,-0.974095,0
21282.000000,12.425422,-2.436672,-2.053232,-0.064508,-0.023228,-0.968781,0
21283.000000,12.787730,-2.604335,-1.962892,-0.065546,-0.022134,-0.962919,0
21284.000000,13.080626,-2.668746,-1.882272,-0.066597,-0.021808,-0.957650,0
21285.000000,13.144598,-2.645436,-1.826687,-0.067099,-0.022286,-0.953571,0
21286.000000,12.878786,-2.562696,-1.812334,-0.067052,-0.023133,-0.950635,0
21287.000000,12.416696,-2.469343,-1.853341,-0.066913,-0.023739,-0.948058,0
21288.000000,12.006201,-2.431730,-1.890749,-0.066675,-0.024124,-0.945009,0
21289.000000,11.768099,-2.476501,-1.833502,-0.066192,-0.024296,-0.941787,0
21290.000000,11.650486,-2.623370,-1.677997,-0.065443,-0.024107,-0.939464,0
21291.000000,11.567303,-2.914808,-1.505276,-0.063933,-0.023784,-0.939009,0
21292.000000,11.470130,-3.331219,-1.397113,-0.060943,-0.023197,-0.940698,0
21293.000000,11.312948,-3.773022,-1.383594,-0.056997,-0.021919,-0.943593,0
21294.000000,11.119552,-4.156974,-1.427300,-0.052898,-0.019791,-0.946586,0
21295.000000,11.056849,-4.469638,-1.467113,-0.048669,-0.017167,-0.949105,0
21296.000000,11.260300,-4.697901,-1.490921,-0.045011,-0.014811,-0.951099,0
21297.000000,11.615490,-4.798475,-1.509059,-0.042366,-0.013132,-0.953072,0
21298.000000,11.853545,-4.780095,-1.494738,-0.040812,-0.011717,-0.954433,0
21299.000000,11.842198,-4.726147,-1.438455,-0.040299,-0.009839,-0.954980,0
21300.000000,11.644007,-4.737637,-1.388137,-0.040283,-0.006988,-0.955624,0
21301.000000,11.361673,-4.873024,-1.374390,-0.040222,-0.003112,-0.956430,0
21302.000000,11.137465,-5.109759,-1.373349,-0.040456,0.001000,-0.956927,0
21303.000000,11.130716,-5.380147,-1.361070,-0.041348,0.004723,-0.957189,0
21304.000000,11.295666,-5.626019,-1.343973,-0.042522,0.007785,-0.957685,0
21305.000000,11.399421,-5.774237,-1.346718,-0.043663,0.009997,-0.958647,0
21306.000000,11.323657,-5.772489,-1.392370,-0.044669,0.011905,-0.960078,0
21307.000000,11.183113,-5.685487,-1.462872,-0.046715,0.013487,-0.961373,0
21308.000000,11.138784,-5.608614,-1.502117,-0.050565,0.015042,-0.961391,0
21309.000000,11.215721,-5.562472,-1.479247,-0.055779,0.017193,-0.959761,0
21310.000000,11.358152,-5.549633,-1.407816,-0.062203,0.019134,-0.957779,0
21311.000000,11.483339,-5.576280,-1.321023,-0.069563,0.019762,-0.957227,0
21312.000000,11.400515,-5.610313,-1.268004,-0.077028,0.019113,-0.958563,0
21313.000000,10.908204,-5.607398,-1.295053,-0.083686,0.018325,-0.960924,0
21314.000000,10.108215,-5.590652,-1.385228,-0.088963,0.018516,-0.962464,0
21315.000000,9.465623,-5.666202,-1.454713,-0.092250,0.020025,-0.961642,0
21316.000000,9.413131,-5.932214,-1.449320,-0.094099,0.021962,-0.959394,0
21317.000000,9.956659,-6.388278,-1.384185,-0.095684,0.023183,-0.957563,0
21318.000000,10.717754,-6.948151,-1.274603,-0.096778,0.023572,-0.956748,0
21319.000000,11.361867,-7.528273,-1.127267,-0.097636,0.022967,-0.957075,0
21320.000000,11.848284,-8.080942,-0.984582,-0.098653,0.021499,-0.957965,0
21321.000000,12.189575,-8.537897,-0.879595,-0.098409,0.020588,-0.957164,0
21322.000000,12.365510,-8.841169,-0.795201,-0.096501,0.020757,-0.954307,0
21323.000000,12.508624,-9.045329,-0.718642,-0.094337,0.021016,-0.951567,0
21324.000000,12.692143,-9.223938,-0.652640,-0.092603,0.020641,-0.950406,0
21325.000000,12.678047,-9.313576,-0.593224,-0.091292,0.019470,-0.950769,0
21326.000000,12.220186,-9.217879,-0.575679,-0.090254,0.017849,-0.951735,0
21327.000000,11.414646,-8.996626,-0.645310,-0.089202,0.016446,-0.952328,0
21328.000000,10.589486,-8.798740,-0.765578,-0.087929,0.015880,-0.949830,0
21329.000000,9.977028,-8.659383,-0.877363,-0.086598,0.016255,-0.942405,0
21330.000000,9.610713,-8.519061,-0.987075,-0.085780,0.016891,-0.931086,0
21331.000000,9.439620,-8.372157,-1.112878,-0.085603,0.017103,-0.917463,0
21332.000000,9.340785,-8.249521,-1.242587,-0.085326,0.016883,-0.903053,0
21333.000000,9.121747,-8.159195,-1.375239,-0.084888,0.016636,-0.888509,0
21334.000000,8.734385,-8.129465,-1.514763,-0.084155,0.016688,-0.873841,0
21335.000000,8.394398,-8.218479,-1.631607,-0.082245,0.017258,-0.860134,0
21336.000000,8.355082,-8.485742,-1.687754,-0.079470,0.018337,-0.848924,0
21337.000000,8.631673,-8.950459,-1.655087,-0.076661,0.019185,-0.841003,0
21338.000000,9.004148,-9.531819,-1.511171,-0.074526,0.019066,-0.836268,0
21339.000000,9.281296,-10.102323,-1.275500,-0.072846,0.018501,-0.832558,0
21340.000000,9.442071,-10.568416,-1.013881,-0.070823,0.018162,-0.828283,0
21341.000000,9.502759,-10.878081,-0.795148,-0.068135,0.017926,-0.824655,0
21342.000000,9.491948,-11.055647,-0.659260,-0.064795,0.018068,-0.822082,0
21343.000000,9.513580,-11.202137,-0.583702,-0.061053,0.018710,-0.820796,0
21344.000000,9.607773,-11.381792,-0.504985,-0.057414,0.019040,-0.821837,0
21345.000000,9.648816,-11.532666,-0.427864,-0.054735,0.018327,-0.824690,0
21346.000000,9.468051,-11.559401,-0.430792,-0.053278,0.016897,-0.828123,0
21347.000000,9.008278,-11.467163,-0.528570,-0.052165,0.015551,-0.830740,0
21348.000000,8.391272,-11.305239,-0.653647,-0.050006,0.014160,-0.831687,0
21349.000000,7.835352,-11.095583,-0.762379,-0.046588,0.012740,-0.830957,0
21350.000000,7.470898,-10.915759,-0.844191,-0.042957,0.011542,-0.830243,0
