tick_ms,gx_dps,gy_dps,gz_dps,ax_g,ay_g,az_g,imu_shock_flag
2480.000000,0.006597,0.035152,-0.707114,-0.018555,-0.028320,-0.995605,0
2481.000000,-0.000054,-0.000005,-0.005300,-0.000023,-0.000033,-0.001200,0
2482.000000,-0.000441,-0.000281,-0.033864,-0.000113,-0.000157,-0.005737,0
2483.000000,-0.001753,-0.001923,-0.103069,-0.000285,-0.000387,-0.014299,0
2484.000000,-0.004656,-0.006745,-0.209428,-0.000540,-0.000717,-0.026772,0
2485.000000,-0.009590,-0.016262,-0.338521,-0.000888,-0.001150,-0.043388,0
2486.000000,-0.016753,-0.031204,-0.481627,-0.001328,-0.001678,-0.064039,0
2487.000000,-0.026157,-0.051840,-0.629684,-0.001852,-0.002280,-0.088040,0
2488.000000,-0.037585,-0.077986,-0.767529,-0.002443,-0.002925,-0.114451,0
2489.000000,-0.050569,-0.108760,-0.882356,-0.003090,-0.003593,-0.142562,0
2490.000000,-0.064544,-0.142747,-0.972112,-0.003790,-0.004275,-0.172112,0
2491.000000,-0.079045,-0.178545,-1.044302,-0.004543,-0.004969,-0.203110,0
2492.000000,-0.093800,-0.215207,-1.108487,-0.005351,-0.005673,-0.235496,0
2493.000000,-0.108695,-0.252300,-1.169968,-0.006207,-0.006376,-0.268948,0
2494.000000,-0.123669,-0.289666,-1.228822,-0.007103,-0.007064,-0.302973,0
2495.000000,-0.138648,-0.327160,-1.283175,-0.008032,-0.007725,-0.337138,0
2496.000000,-0.153544,-0.364560,-1.332762,-0.008988,-0.008352,-0.371222,0
2497.000000,-0.168296,-0.401651,-1.379829,-0.009972,-0.008944,-0.405181,0
2498.000000,-0.182748,-0.437814,-1.426201,-0.010983,-0.009500,-0.438984,0
2499.000000,-0.196292,-0.470839,-1.468253,-0.012021,-0.010017,-0.472501,0
2500.000000,-0.207884,-0.497035,-1.496636,-0.013085,-0.010488,-0.505502,0
2501.000000,-0.216638,-0.513304,-1.502384,-0.014174,-0.010908,-0.537759,0
2502.000000,-0.222113,-0.518131,-1.480783,-0.015287,-0.011274,-0.569141,0
2503.000000,-0.224143,-0.510928,-1.430415,-0.016427,-0.011585,-0.599617,0
2504.000000,-0.222830,-0.492041,-1.352738,-0.017596,-0.011842,-0.629187,0
2505.000000,-0.218711,-0.463325,-1.252600,-0.018794,-0.012044,-0.657819,0
2506.000000,-0.212650,-0.427790,-1.136998,-0.020020,-0.012192,-0.685430,0
2507.000000,-0.205503,-0.388436,-1.012495,-0.021272,-0.012281,-0.711925,0
2508.000000,-0.197843,-0.347282,-0.883421,-0.022550,-0.012313,-0.737248,0
2509.000000,-0.189927,-0.305239,-0.751853,-0.023855,-0.012288,-0.761396,0
2510.000000,-0.181847,-0.262622,-0.618764,-0.025185,-0.012208,-0.784394,0
2511.000000,-0.173688,-0.219725,-0.485103,-0.026541,-0.012075,-0.806259,0
2512.000000,-0.165585,-0.177017,-0.352051,-0.027922,-0.011888,-0.826985,0
2513.000000,-0.157670,-0.134966,-0.220596,-0.029326,-0.011649,-0.846554,0
2514.000000,-0.150002,-0.093775,-0.091080,-0.030753,-0.011359,-0.864961,0
2515.000000,-0.142571,-0.053402,0.036553,-0.032200,-0.011022,-0.882227,0
2516.000000,-0.135401,-0.013880,0.161732,-0.033660,-0.010643,-0.898391,0
2517.000000,-0.128605,0.024487,0.282928,-0.035127,-0.010230,-0.913491,0
2518.000000,-0.122312,0.061329,0.398622,-0.036592,-0.009792,-0.927556,0
2519.000000,-0.116602,0.096406,0.507979,-0.038049,-0.009334,-0.940606,0
2520.000000,-0.111507,0.129614,0.610699,-0.039489,-0.008865,-0.952662,0
2521.000000,-0.106997,0.161049,0.707103,-0.040905,-0.008391,-0.963759,0
2522.000000,-0.102960,0.191062,0.798357,-0.042293,-0.007917,-0.973941,0
2523.000000,-0.099231,0.220155,0.886165,-0.043650,-0.007448,-0.983253,0
2524.000000,-0.095665,0.248773,0.972109,-0.044972,-0.006988,-0.991736,0
2525.000000,-0.092173,0.277175,1.057182,-0.046256,-0.006541,-0.999425,0
2526.000000,-0.088722,0.305457,1.141797,-0.047498,-0.006110,-1.006355,0
2527.000000,-0.085299,0.333651,1.226109,-0.048697,-0.005699,-1.012563,0
2528.000000,-0.081888,0.361811,1.310299,-0.049849,-0.005310,-1.018090,0
2529.000000,-0.078462,0.390019,1.394641,-0.050955,-0.004945,-1.022982,0
2530.000000,-0.074998,0.418345,1.479375,-0.052013,-0.004607,-1.027277,0
2531.000000,-0.071490,0.446807,1.564583,-0.053023,-0.004295,-1.031014,0
2532.000000,-0.067921,0.474975,1.648750,-0.053984,-0.004013,-1.034225,0
2533.000000,-0.064200,0.501073,1.725563,-0.054890,-0.003764,-1.036944,0
2534.000000,-0.060156,0.522154,1.784517,-0.055737,-0.003550,-1.039205,0
2535.000000,-0.055638,0.535765,1.816867,-0.056521,-0.003374,-1.041043,0
2536.000000,-0.050571,0.540729,1.818404,-0.057237,-0.003238,-1.042489,0
2537.000000,-0.044925,0.536602,1.787554,-0.057882,-0.003146,-1.043575,0
2538.000000,-0.038722,0.523646,1.725251,-0.058453,-0.003098,-1.044327,0
2539.000000,-0.032053,0.503241,1.636417,-0.058946,-0.003097,-1.044772,0
2540.000000,-0.025063,0.477639,1.529073,-0.059363,-0.003142,-1.044937,0
2541.000000,-0.017893,0.449097,1.411256,-0.059701,-0.003234,-1.044850,0
2542.000000,-0.010639,0.419153,1.288443,-0.059962,-0.003373,-1.044534,0
2543.000000,-0.003341,0.388515,1.163154,-0.060144,-0.003559,-1.044014,0
2544.000000,0.003985,0.357436,1.036295,-0.060248,-0.003791,-1.043310,0
2545.000000,0.011324,0.326144,0.908677,-0.060276,-0.004071,-1.042442,0
2546.000000,0.018652,0.294991,0.781554,-0.060228,-0.004395,-1.041431,0
2547.000000,0.025948,0.264326,0.656170,-0.060106,-0.004764,-1.040294,0
2548.000000,0.033204,0.234306,0.533085,-0.059912,-0.005176,-1.039049,0
2549.000000,0.040299,0.204822,0.411895,-0.059649,-0.005630,-1.037712,0
2550.000000,0.046709,0.175551,0.291407,-0.059321,-0.006119,-1.036300,0
2551.000000,0.051534,0.146129,0.170243,-0.058935,-0.006640,-1.034825,0
2552.000000,0.054014,0.116333,0.047544,-0.058495,-0.007185,-1.033302,0
2553.000000,0.053776,0.086101,-0.076946,-0.058009,-0.007750,-1.031744,0
2554.000000,0.050683,0.055419,-0.203289,-0.057481,-0.008328,-1.030162,0
2555.000000,0.044820,0.024272,-0.331533,-0.056916,-0.008915,-1.028566,0
2556.000000,0.036628,-0.007322,-0.461569,-0.056321,-0.009506,-1.026968,0
2557.000000,0.026818,-0.039277,-0.593036,-0.055698,-0.010098,-1.025374,0
2558.000000,0.016096,-0.071470,-0.725430,-0.055051,-0.010688,-1.023792,0
2559.000000,0.004941,-0.103786,-0.858299,-0.054385,-0.011273,-1.022229,0
2560.000000,-0.006432,-0.136154,-0.991371,-0.053703,-0.011849,-1.020692,0
2561.000000,-0.017942,-0.168546,-1.124543,-0.053008,-0.012415,-1.019185,0
2562.000000,-0.029519,-0.200955,-1.257782,-0.052304,-0.012967,-1.017713,0
2563.000000,-0.041050,-0.233371,-1.391041,-0.051594,-0.013505,-1.016280,0
2564.000000,-0.052426,-0.265775,-1.524245,-0.050879,-0.014026,-1.014890,0
2565.000000,-0.063598,-0.298151,-1.657330,-0.050161,-0.014530,-1.013544,0
2566.000000,-0.074472,-0.330142,-1.788951,-0.049445,-0.015015,-1.012246,0
2567.000000,-0.084573,-0.360246,-1.913422,-0.048735,-0.015475,-1.010998,0
2568.000000,-0.093048,-0.385923,-2.021135,-0.048037,-0.015908,-1.009803,0
2569.000000,-0.099155,-0.405043,-2.104024,-0.047357,-0.016309,-1.008661,0
2570.000000,-0.102517,-0.416571,-2.158170,-0.046699,-0.016673,-1.007574,0
2571.000000,-0.102994,-0.420117,-2.182099,-0.046068,-0.016998,-1.006544,0
2572.000000,-0.100680,-0.415919,-2.176707,-0.045470,-0.017281,-1.005570,0
2573.000000,-0.096032,-0.405199,-2.146625,-0.044907,-0.017518,-1.004653,0
2574.000000,-0.089775,-0.389941,-2.099365,-0.044381,-0.017709,-1.003793,0
2575.000000,-0.082621,-0.372123,-2.042413,-0.043895,-0.017852,-1.002988,0
2576.000000,-0.075041,-0.353085,-1.980847,-0.043450,-0.017948,-1.002240,0
2577.000000,-0.067246,-0.333442,-1.916988,-0.043048,-0.017994,-1.001545,0
2578.000000,-0.059313,-0.313413,-1.851667,-0.042690,-0.017991,-1.000905,0
2579.000000,-0.051314,-0.293199,-1.785644,-0.042378,-0.017938,-1.000316,0
2580.000000,-0.043366,-0.273109,-1.720094,-0.042111,-0.017837,-0.999777,0
2581.000000,-0.035577,-0.253451,-1.656178,-0.041889,-0.017687,-0.999288,0
2582.000000,-0.027994,-0.234360,-1.594410,-0.041712,-0.017489,-0.998846,0
2583.000000,-0.020610,-0.215584,-1.533748,-0.041579,-0.017246,-0.998450,0
2584.000000,-0.013466,-0.196180,-1.470241,-0.041488,-0.016961,-0.998097,0
2585.000000,-0.006686,-0.174713,-1.397822,-0.041435,-0.016638,-0.997786,0
2586.000000,-0.000403,-0.150053,-1.311677,-0.041416,-0.016283,-0.997514,0
2587.000000,0.005303,-0.121692,-1.209625,-0.041428,-0.015900,-0.997281,0
2588.000000,0.010402,-0.089448,-1.090880,-0.041466,-0.015494,-0.997084,0
2589.000000,0.014921,-0.053411,-0.955840,-0.041527,-0.015070,-0.996920,0
2590.000000,0.018969,-0.014132,-0.806895,-0.041609,-0.014631,-0.996789,0
2591.000000,0.022706,0.027450,-0.648098,-0.041708,-0.014180,-0.996688,0
2592.000000,0.026278,0.070362,-0.483629,-0.041823,-0.013720,-0.996615,0
2593.000000,0.029773,0.113915,-0.316425,-0.041951,-0.013254,-0.996568,0
2594.000000,0.033226,0.157779,-0.147892,-0.042089,-0.012786,-0.996546,0
2595.000000,0.036651,0.201833,0.021458,-0.042235,-0.012316,-0.996547,0
2596.000000,0.040064,0.245984,0.191218,-0.042387,-0.011849,-0.996569,0
2597.000000,0.043491,0.290086,0.360764,-0.042544,-0.011384,-0.996611,0
2598.000000,0.046955,0.333989,0.529451,-0.042704,-0.010925,-0.996670,0
2599.000000,0.050463,0.377620,0.696963,-0.042865,-0.010472,-0.996746,0
2600.000000,0.053981,0.420656,0.862352,-0.043026,-0.010027,-0.996837,0
2601.000000,0.057386,0.461676,1.021360,-0.043185,-0.009595,-0.996940,0
2602.000000,0.060484,0.498209,1.166497,-0.043340,-0.009178,-0.997054,0
2603.000000,0.063120,0.528149,1.291336,-0.043489,-0.008779,-0.997177,0
2604.000000,0.065222,0.550458,1.392678,-0.043630,-0.008401,-0.997306,0
2605.000000,0.066762,0.564739,1.469305,-0.043762,-0.008048,-0.997439,0
2606.000000,0.067755,0.571243,1.521998,-0.043883,-0.007722,-0.997576,0
2607.000000,0.068282,0.571219,1.554626,-0.043992,-0.007425,-0.997713,0
2608.000000,0.068482,0.566671,1.573380,-0.044088,-0.007158,-0.997851,0
2609.000000,0.068495,0.559584,1.584362,-0.044171,-0.006922,-0.997988,0
2610.000000,0.068419,0.551290,1.591660,-0.044240,-0.006718,-0.998122,0
2611.000000,0.068299,0.542394,1.597111,-0.044294,-0.006547,-0.998253,0
2612.000000,0.068152,0.533111,1.601371,-0.044333,-0.006409,-0.998381,0
2613.000000,0.067992,0.523643,1.605068,-0.044357,-0.006305,-0.998503,0
2614.000000,0.067839,0.514307,1.609175,-0.044365,-0.006234,-0.998620,0
2615.000000,0.067716,0.505409,1.614640,-0.044358,-0.006195,-0.998731,0
2616.000000,0.067632,0.497083,1.621867,-0.044336,-0.006190,-0.998836,0
2617.000000,0.067559,0.489048,1.629526,-0.044299,-0.006217,-0.998933,0
2618.000000,0.067374,0.480248,1.632387,-0.044250,-0.006274,-0.999024,0
2619.000000,0.066886,0.469069,1.622130,-0.044192,-0.006360,-0.999106,0
2620.000000,0.065935,0.454229,1.592004,-0.044128,-0.006474,-0.999180,0
2621.000000,0.064448,0.435146,1.538863,-0.044061,-0.006613,-0.999246,0
2622.000000,0.062399,0.411613,1.461551,-0.043993,-0.006775,-0.999303,0
2623.000000,0.059803,0.383732,1.360703,-0.043929,-0.006959,-0.999351,0
2624.000000,0.056743,0.352143,1.239881,-0.043869,-0.007163,-0.999389,0
2625.000000,0.053357,0.317926,1.105014,-0.043815,-0.007386,-0.999418,0
2626.000000,0.049784,0.282196,0.962127,-0.043769,-0.007626,-0.999438,0
2627.000000,0.046121,0.245738,0.815394,-0.043732,-0.007881,-0.999449,0
2628.000000,0.042414,0.208926,0.666774,-0.043706,-0.008151,-0.999451,0
2629.000000,0.038680,0.171896,0.516979,-0.043692,-0.008433,-0.999444,0
2630.000000,0.034933,0.134757,0.366602,-0.043690,-0.008727,-0.999428,0
2631.000000,0.031193,0.097674,0.216565,-0.043703,-0.009031,-0.999403,0
2632.000000,0.027484,0.060821,0.067797,-0.043729,-0.009344,-0.999370,0
2633.000000,0.023813,0.024281,-0.079262,-0.043769,-0.009666,-0.999329,0
2634.000000,0.020180,-0.011777,-0.224124,-0.043824,-0.009994,-0.999281,0
2635.000000,0.016575,-0.046578,-0.364359,-0.043895,-0.010325,-0.999225,0
2636.000000,0.012998,-0.078738,-0.495406,-0.043983,-0.010654,-0.999164,0
2637.000000,0.009454,-0.107055,-0.613228,-0.044088,-0.010980,-0.999098,0
2638.000000,0.005946,-0.130926,-0.715746,-0.044211,-0.011297,-0.999028,0
2639.000000,0.002477,-0.150117,-0.802154,-0.044352,-0.011602,-0.998956,0
2640.000000,-0.000956,-0.164781,-0.873002,-0.044513,-0.011892,-0.998881,0
2641.000000,-0.004361,-0.175656,-0.930885,-0.044692,-0.012164,-0.998805,0
2642.000000,-0.007751,-0.183919,-0.979878,-0.044890,-0.012418,-0.998729,0
2643.000000,-0.011134,-0.190724,-1.023941,-0.045107,-0.012650,-0.998653,0
2644.000000,-0.014514,-0.196839,-1.065681,-0.045343,-0.012861,-0.998577,0
2645.000000,-0.017893,-0.202608,-1.106244,-0.045597,-0.013048,-0.998502,0
2646.000000,-0.021270,-0.208151,-1.146034,-0.045869,-0.013210,-0.998429,0
2647.000000,-0.024646,-0.213589,-1.185467,-0.046160,-0.013347,-0.998358,0
2648.000000,-0.028024,-0.219106,-1.225187,-0.046467,-0.013458,-0.998289,0
2649.000000,-0.031404,-0.224882,-1.265811,-0.046792,-0.013543,-0.998223,0
2650.000000,-0.034788,-0.230992,-1.307588,-0.047133,-0.013601,-0.998159,0
2651.000000,-0.038174,-0.237387,-1.350337,-0.047489,-0.013634,-0.998099,0
2652.000000,-0.041510,-0.243693,-1.392591,-0.047860,-0.013640,-0.998042,0
2653.000000,-0.044580,-0.248700,-1.429388,-0.048242,-0.013622,-0.997988,0
2654.000000,-0.047018,-0.250481,-1.452771,-0.048633,-0.013581,-0.997937,0
2655.000000,-0.048517,-0.247456,-1.456183,-0.049028,-0.013518,-0.997890,0
2656.000000,-0.048929,-0.238862,-1.436454,-0.049424,-0.013435,-0.997846,0
2657.000000,-0.048198,-0.224393,-1.392325,-0.049817,-0.013335,-0.997807,0
2658.000000,-0.046358,-0.204190,-1.324402,-0.050205,-0.013218,-0.997770,0
2659.000000,-0.043583,-0.179130,-1.236345,-0.050586,-0.013086,-0.997738,0
2660.000000,-0.040157,-0.150673,-1.134223,-0.050957,-0.012941,-0.997709,0
2661.000000,-0.036363,-0.120298,-1.024155,-0.051316,-0.012783,-0.997683,0
2662.000000,-0.032395,-0.089012,-0.910314,-0.051663,-0.012615,-0.997662,0
2663.000000,-0.028339,-0.057278,-0.794610,-0.051996,-0.012436,-0.997643,0
2664.000000,-0.024228,-0.025254,-0.677710,-0.052312,-0.012249,-0.997628,0
2665.000000,-0.020091,0.006915,-0.560210,-0.052612,-0.012054,-0.997616,0
2666.000000,-0.015971,0.039002,-0.443060,-0.052895,-0.011853,-0.997607,0
2667.000000,-0.011913,0.070775,-0.327214,-0.053160,-0.011646,-0.997602,0
2668.000000,-0.007916,0.102009,-0.213553,-0.053406,-0.011434,-0.997599,0
2669.000000,-0.003879,0.132250,-0.103747,-0.053630,-0.011220,-0.997599,0
2670.000000,0.000376,0.160776,-0.000422,-0.053828,-0.011005,-0.997601,0
2671.000000,0.004996,0.186987,0.094233,-0.053999,-0.010790,-0.997604,0
2672.000000,0.010053,0.210578,0.179106,-0.054140,-0.010578,-0.997610,0
2673.000000,0.015567,0.231411,0.253674,-0.054246,-0.010370,-0.997616,0
2674.000000,0.021522,0.249555,0.318194,-0.054318,-0.010167,-0.997623,0
2675.000000,0.027852,0.265443,0.374285,-0.054352,-0.009971,-0.997631,0
2676.000000,0.034447,0.279787,0.424619,-0.054348,-0.009783,-0.997639,0
2677.000000,0.041198,0.293290,0.471835,-0.054306,-0.009602,-0.997647,0
2678.000000,0.048028,0.306418,0.517665,-0.054224,-0.009431,-0.997655,0
2679.000000,0.054898,0.319364,0.562828,-0.054103,-0.009269,-0.997663,0
2680.000000,0.061793,0.332185,0.607528,-0.053943,-0.009117,-0.997671,0
2681.000000,0.068697,0.344941,0.651986,-0.053742,-0.008976,-0.997678,0
2682.000000,0.075595,0.357742,0.696611,-0.053503,-0.008846,-0.997684,0
2683.000000,0.082470,0.370698,0.741818,-0.053225,-0.008727,-0.997689,0
2684.000000,0.089313,0.383858,0.787789,-0.052910,-0.008618,-0.997693,0
2685.000000,0.096129,0.397191,0.834408,-0.052558,-0.008521,-0.997697,0
2686.000000,0.102854,0.410372,0.880520,-0.052170,-0.008435,-0.997699,0
2687.000000,0.109177,0.422248,0.922072,-0.051748,-0.008362,-0.997702,0
2688.000000,0.114565,0.430950,0.952518,-0.051293,-0.008303,-0.997706,0
2689.000000,0.118566,0.434932,0.966453,-0.050809,-0.008259,-0.997711,0
2690.000000,0.120961,0.433449,0.961267,-0.050297,-0.008232,-0.997719,0
2691.000000,0.121671,0.426209,0.935939,-0.049758,-0.008222,-0.997731,0
2692.000000,0.120749,0.413361,0.890987,-0.049196,-0.008230,-0.997748,0
2693.000000,0.118454,0.395774,0.829442,-0.048612,-0.008258,-0.997770,0
2694.000000,0.115205,0.374878,0.756311,-0.048007,-0.008304,-0.997797,0
2695.000000,0.111417,0.352113,0.676635,-0.047383,-0.008370,-0.997830,0
2696.000000,0.107372,0.328460,0.593850,-0.046742,-0.008456,-0.997870,0
2697.000000,0.103199,0.304368,0.509530,-0.046086,-0.008561,-0.997916,0
2698.000000,0.098945,0.279995,0.424227,-0.045416,-0.008686,-0.997970,0
2699.000000,0.094653,0.255482,0.338434,-0.044733,-0.008830,-0.998030,0
2700.000000,0.090388,0.231054,0.252935,-0.044038,-0.008993,-0.998098,0
2701.000000,0.086214,0.206934,0.168515,-0.043334,-0.009176,-0.998172,0
2702.000000,0.082139,0.183243,0.085712,-0.042623,-0.009375,-0.998254,0
2703.000000,0.078057,0.160003,0.005118,-0.041910,-0.009589,-0.998341,0
2704.000000,0.073778,0.137207,-0.072435,-0.041203,-0.009814,-0.998432,0
2705.000000,0.069143,0.114846,-0.146255,-0.040508,-0.010046,-0.998526,0
2706.000000,0.064077,0.092928,-0.215967,-0.039832,-0.010282,-0.998620,0
2707.000000,0.058560,0.071480,-0.281342,-0.039183,-0.010518,-0.998713,0
2708.000000,0.052609,0.050500,-0.342469,-0.038564,-0.010751,-0.998804,0
2709.000000,0.046288,0.029906,-0.400048,-0.037981,-0.010978,-0.998891,0
2710.000000,0.039703,0.009554,-0.455246,-0.037436,-0.011197,-0.998974,0
2711.000000,0.032960,-0.010692,-0.509211,-0.036933,-0.011406,-0.999052,0
2712.000000,0.026135,-0.030911,-0.562669,-0.036474,-0.011605,-0.999123,0
2713.000000,0.019267,-0.051122,-0.615894,-0.036061,-0.011790,-0.999189,0
2714.000000,0.012375,-0.071319,-0.668940,-0.035697,-0.011961,-0.999246,0
2715.000000,0.005473,-0.091504,-0.721882,-0.035382,-0.012116,-0.999296,0
2716.000000,-0.001423,-0.111698,-0.774897,-0.035117,-0.012255,-0.999338,0
2717.000000,-0.008297,-0.131924,-0.828167,-0.034903,-0.012377,-0.999372,0
2718.000000,-0.015140,-0.152191,-0.881773,-0.034739,-0.012482,-0.999397,0
2719.000000,-0.021957,-0.172490,-0.935657,-0.034626,-0.012569,-0.999413,0
2720.000000,-0.028683,-0.192513,-0.988794,-0.034563,-0.012637,-0.999421,0
2721.000000,-0.035017,-0.210989,-1.037193,-0.034550,-0.012687,-0.999423,0
2722.000000,-0.040434,-0.225790,-1.074246,-0.034589,-0.012718,-0.999419,0
2723.000000,-0.044494,-0.235137,-1.094448,-0.034678,-0.012730,-0.999412,0
2724.000000,-0.046982,-0.238167,-1.095138,-0.034816,-0.012723,-0.999405,0
2725.000000,-0.047821,-0.234556,-1.075300,-0.035005,-0.012698,-0.999398,0
2726.000000,-0.047061,-0.224496,-1.035507,-0.035242,-0.012654,-0.999393,0
2727.000000,-0.044959,-0.209002,-0.978879,-0.035527,-0.012591,-0.999392,0
2728.000000,-0.041922,-0.189721,-0.910516,-0.035860,-0.012511,-0.999397,0
2729.000000,-0.038358,-0.168303,-0.835524,-0.036237,-0.012412,-0.999407,0
2730.000000,-0.034542,-0.145867,-0.757379,-0.036659,-0.012297,-0.999423,0
2731.000000,-0.030601,-0.122925,-0.677671,-0.037124,-0.012165,-0.999447,0
2732.000000,-0.026580,-0.099662,-0.596966,-0.037629,-0.012016,-0.999479,0
2733.000000,-0.022523,-0.076243,-0.515775,-0.038175,-0.011852,-0.999521,0
2734.000000,-0.018491,-0.052927,-0.434895,-0.038758,-0.011674,-0.999571,0
2735.000000,-0.014549,-0.029969,-0.355119,-0.039377,-0.011480,-0.999631,0
2736.000000,-0.010724,-0.007483,-0.276805,-0.040031,-0.011274,-0.999701,0
2737.000000,-0.007050,0.014569,-0.199833,-0.040716,-0.011054,-0.999779,0
2738.000000,-0.003704,0.036237,-0.124041,-0.041426,-0.010826,-0.999866,0
2739.000000,-0.001017,0.057470,-0.049562,-0.042155,-0.010591,-0.999957,0
2740.000000,0.000717,0.078167,0.023301,-0.042897,-0.010354,-1.000052,0
2741.000000,0.001348,0.098245,0.094300,-0.043644,-0.010117,-1.000147,0
2742.000000,0.000817,0.117665,0.163318,-0.044391,-0.009883,-1.000240,0
2743.000000,-0.000834,0.136469,0.230480,-0.045131,-0.009657,-1.000329,0
2744.000000,-0.003420,0.154793,0.296202,-0.045859,-0.009439,-1.000412,0
2745.000000,-0.006648,0.172821,0.361037,-0.046574,-0.009233,-1.000489,0
2746.000000,-0.010231,0.190706,0.425446,-0.047270,-0.009038,-1.000557,0
2747.000000,-0.013983,0.208530,0.489674,-0.047945,-0.008857,-1.000617,0
2748.000000,-0.017820,0.226316,0.553791,-0.048596,-0.008691,-1.000666,0
2749.000000,-0.021713,0.244072,0.617817,-0.049221,-0.008541,-1.000704,0
2750.000000,-0.025632,0.261818,0.681812,-0.049817,-0.008409,-1.000731,0
2751.000000,-0.029529,0.279584,0.745870,-0.050382,-0.008295,-1.000745,0
2752.000000,-0.033362,0.297395,0.810063,-0.050917,-0.008198,-1.000747,0
2753.000000,-0.037112,0.315255,0.874405,-0.051420,-0.008121,-1.000736,0
2754.000000,-0.040767,0.332926,0.937927,-0.051889,-0.008062,-1.000713,0
2755.000000,-0.044247,0.349417,0.996584,-0.052321,-0.008022,-1.000677,0
2756.000000,-0.047393,0.363080,1.043602,-0.052714,-0.008002,-1.000629,0
2757.000000,-0.050059,0.372536,1.073324,-0.053065,-0.008000,-1.000572,0
2758.000000,-0.052169,0.377124,1.083019,-0.053371,-0.008017,-1.000504,0
2759.000000,-0.053694,0.376593,1.071662,-0.053629,-0.008053,-1.000428,0
2760.000000,-0.054655,0.371092,1.039866,-0.053838,-0.008106,-1.000344,0
2761.000000,-0.055149,0.361400,0.990843,-0.053997,-0.008177,-1.000254,0
2762.000000,-0.055325,0.348787,0.929813,-0.054105,-0.008266,-1.000156,0
2763.000000,-0.055324,0.334522,0.861998,-0.054163,-0.008371,-1.000054,0
2764.000000,-0.055240,0.319470,0.790948,-0.054169,-0.008492,-0.999946,0
2765.000000,-0.055113,0.304027,0.718295,-0.054124,-0.008629,-0.999834,0
2766.000000,-0.054959,0.288337,0.644622,-0.054028,-0.008781,-0.999718,0
2767.000000,-0.054792,0.272528,0.570458,-0.053882,-0.008947,-0.999599,0
2768.000000,-0.054635,0.256797,0.496618,-0.053687,-0.009126,-0.999477,0
2769.000000,-0.054512,0.241341,0.423912,-0.053445,-0.009319,-0.999353,0
2770.000000,-0.054431,0.226249,0.352701,-0.053155,-0.009524,-0.999227,0
2771.000000,-0.054385,0.211447,0.282686,-0.052821,-0.009741,-0.999100,0
2772.000000,-0.054360,0.196706,0.212938,-0.052446,-0.009966,-0.998974,0
2773.000000,-0.054344,0.181743,0.142309,-0.052036,-0.010197,-0.998850,0
2774.000000,-0.054334,0.166365,0.070025,-0.051594,-0.010431,-0.998731,0
2775.000000,-0.054331,0.150504,-0.004181,-0.051127,-0.010666,-0.998618,0
2776.000000,-0.054336,0.134141,-0.080388,-0.050637,-0.010898,-0.998512,0
2777.000000,-0.054346,0.117274,-0.158606,-0.050131,-0.011126,-0.998416,0
2778.000000,-0.054357,0.099953,-0.238641,-0.049611,-0.011348,-0.998330,0
2779.000000,-0.054365,0.082286,-0.320061,-0.049081,-0.011562,-0.998256,0
2780.000000,-0.054370,0.064405,-0.402339,-0.048544,-0.011767,-0.998193,0
2781.000000,-0.054373,0.046417,-0.485048,-0.048002,-0.011962,-0.998143,0
2782.000000,-0.054375,0.028382,-0.567950,-0.047458,-0.012145,-0.998107,0
2783.000000,-0.054378,0.010320,-0.650955,-0.046915,-0.012316,-0.998084,0
2784.000000,-0.054380,-0.007757,-0.734021,-0.046375,-0.012473,-0.998075,0
2785.000000,-0.054381,-0.025834,-0.817089,-0.045839,-0.012616,-0.998080,0
2786.000000,-0.054381,-0.043892,-0.900078,-0.045310,-0.012745,-0.998100,0
2787.000000,-0.054380,-0.061915,-0.982933,-0.044788,-0.012860,-0.998133,0
2788.000000,-0.054354,-0.079779,-1.064774,-0.044276,-0.012960,-0.998181,0
2789.000000,-0.054196,-0.096953,-1.141863,-0.043777,-0.013044,-0.998240,0
2790.000000,-0.053723,-0.112539,-1.207873,-0.043296,-0.013112,-0.998308,0
2791.000000,-0.052782,-0.125779,-1.257481,-0.042837,-0.013164,-0.998385,0
2792.000000,-0.051299,-0.136304,-1.288099,-0.042403,-0.013199,-0.998466,0
2793.000000,-0.049246,-0.143974,-1.298752,-0.041997,-0.013217,-0.998550,0
2794.000000,-0.046641,-0.148874,-1.290035,-0.041624,-0.013218,-0.998635,0
2795.000000,-0.043570,-0.151444,-1.265012,-0.041285,-0.013202,-0.998719,0
2796.000000,-0.040175,-0.152394,-1.228647,-0.040981,-0.013169,-0.998801,0
2797.000000,-0.036597,-0.152432,-1.185888,-0.040714,-0.013119,-0.998879,0
2798.000000,-0.032932,-0.152036,-1.140084,-0.040485,-0.013052,-0.998954,0
2799.000000,-0.029223,-0.151424,-1.092766,-0.040295,-0.012970,-0.999022,0
2800.000000,-0.025486,-0.150675,-1.044483,-0.040145,-0.012872,-0.999084,0
2801.000000,-0.021737,-0.149859,-0.995737,-0.040034,-0.012758,-0.999139,0
2802.000000,-0.017996,-0.149088,-0.947304,-0.039963,-0.012630,-0.999186,0
2803.000000,-0.014287,-0.148472,-0.899952,-0.039931,-0.012487,-0.999224,0
2804.000000,-0.010617,-0.148059,-0.854020,-0.039938,-0.012330,-0.999254,0
2805.000000,-0.006983,-0.147622,-0.808938,-0.039984,-0.012160,-0.999274,0
2806.000000,-0.003370,-0.146229,-0.762616,-0.040065,-0.011979,-0.999287,0
