I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21
26721.000000,-1.355616,0.888613,0.984653,6.530354,4.083246,0.625706,42.584240,19.770508,0.000000,16.931555,13.884377,0.000000,-3.948412,97.803673,0.000000,1.572219,2.316133,-0.416136,2.660000,3.000000,0.000000
26722.000000,-1.164908,-0.255524,0.828084,6.527185,4.118716,0.622986,41.537304,19.771893,0.000000,23.183472,13.884990,0.000000,-2.256086,97.803055,0.000000,1.571772,2.314740,-0.415324,2.660000,3.000000,0.000000
26723.000000,-0.897599,-1.436593,0.747302,6.527185,4.118716,0.622986,40.093834,19.773230,0.000000,29.443140,13.885768,0.000000,-1.367478,97.802681,0.000000,1.571597,2.312146,-0.414624,2.660000,3.000000,0.000000
26724.000000,-0.416711,-2.435204,0.745735,6.525581,4.151048,0.620931,37.488380,19.774479,0.000000,34.907139,13.886690,0.000000,-1.372841,97.802307,0.000000,1.571899,2.308546,-0.413954,2.660000,3.000000,0.000000
26725.000000,0.204696,-3.172268,0.829395,6.525581,4.151048,0.620931,34.132782,19.775618,0.000000,38.813580,13.887715,0.000000,-2.293109,97.801682,0.000000,1.572832,2.304193,-0.413220,2.660000,3.000000,0.000000
26726.000000,0.617908,-3.464893,0.973288,6.524205,4.182947,0.618525,31.894003,19.776680,0.000000,40.533550,13.888786,0.000000,-3.902394,97.800621,0.000000,1.574182,2.299539,-0.412350,2.660000,3.000000,0.000000
26730.000000,0.611981,-3.126472,1.161930,6.524205,4.182947,0.618525,31.926012,19.780937,0.000000,38.739922,13.892879,0.000000,-5.977459,97.794098,0.000000,1.575490,2.295235,-0.411284,2.660000,3.000000,0.000000
26731.000000,-0.234739,-0.639605,1.700457,6.521989,4.216050,0.614904,36.486332,19.786652,0.000000,25.734970,13.897120,0.000000,-11.941088,97.781174,0.000000,1.576719,2.290278,-0.408269,2.660000,3.000000,0.000000
26732.000000,-1.271450,4.586381,1.759058,6.516396,4.277311,0.603889,42.054367,19.790747,0.000000,-1.638072,13.897673,0.000000,-12.706861,97.770164,0.000000,1.574956,2.296607,-0.402592,2.660000,3.000000,0.000000
26733.000000,-1.186855,5.550219,1.623411,6.516396,4.277311,0.603889,41.597557,19.792133,0.000000,-6.746409,13.897494,0.000000,-11.214742,97.767105,0.000000,1.574221,2.301440,-0.400837,2.660000,3.000000,0.000000
26734.000000,-0.928579,5.803015,1.467235,6.514684,4.296489,0.598847,40.193623,19.793472,0.000000,-7.984591,13.897284,0.000000,-9.552269,97.764503,0.000000,1.573736,2.306554,-0.399231,2.660000,3.000000,0.000000
26735.000000,-0.519979,5.227115,1.311953,6.514684,4.296489,0.598847,37.987179,19.794739,0.000000,-4.932320,13.897153,0.000000,-7.844164,97.762367,0.000000,1.573656,2.311108,-0.397796,2.660000,3.000000,0.000000
26736.000000,-0.128215,3.995092,1.280098,6.513803,4.304528,0.594641,35.866894,19.795935,0.000000,1.640011,13.897196,0.000000,-7.540026,97.760307,0.000000,1.573955,2.314447,-0.396428,2.660000,3.000000,0.000000
26740.000000,0.128574,2.627262,1.455450,6.513803,4.304528,0.594641,34.480236,19.800531,0.000000,8.889513,13.898135,0.000000,-9.468892,97.749977,0.000000,1.574510,2.316439,-0.394921,2.660000,3.000000,0.000000
26741.000000,1.305182,0.141613,2.631173,6.511358,4.296284,0.583272,28.113352,19.814014,0.000000,22.019758,13.904919,0.000000,-22.526918,97.691879,0.000000,1.579468,2.316483,-0.386239,2.660000,3.000000,0.000000
26742.000000,1.356871,1.254372,3.099107,6.507768,4.286701,0.574697,27.814842,19.814941,0.000000,16.071342,13.905343,0.000000,-27.768511,97.684303,0.000000,1.581175,2.317375,-0.383131,2.660000,3.000000,0.000000
26743.000000,1.252780,2.613440,3.558198,6.507768,4.286701,0.574697,28.376940,19.815887,0.000000,8.868284,13.905578,0.000000,-32.818512,97.675354,0.000000,1.582806,2.319596,-0.379527,2.660000,3.000000,0.000000
26744.000000,1.076151,3.561562,3.787129,6.501810,4.274634,0.563500,29.298559,19.816864,0.000000,3.779282,13.905678,0.000000,-35.459919,97.665680,0.000000,1.584274,2.322753,-0.375666,2.660000,3.000000,0.000000
26745.000000,0.905261,3.877483,3.734045,6.501810,4.274634,0.563500,30.221365,19.817871,0.000000,2.104898,13.905733,0.000000,-34.875999,97.656166,0.000000,1.585575,2.326209,-0.371850,2.660000,3.000000,0.000000
26746.000000,0.706353,3.644336,3.522866,6.493680,4.259267,0.552378,31.251562,19.818913,0.000000,3.259134,13.905819,0.000000,-32.675365,97.647255,0.000000,1.586672,2.329431,-0.368252,2.660000,3.000000,0.000000
26750.000000,0.450123,3.009421,3.310635,6.493680,4.259267,0.552378,32.635208,19.823263,0.000000,6.624185,13.906519,0.000000,-30.340824,97.614159,0.000000,1.587504,2.332020,-0.364883,2.660000,3.000000,0.000000
