I0,I1,I2,I3,I4,I5
-0.180,0.006,0.000,-182.264,131.051,-25.175
-0.180,-0.002,-0.100,-173.955,130.883,-17.995
-0.180,0.006,0.100,-181.991,130.706,-20.705
-0.180,0.013,0.100,-189.384,130.523,-22.783
-0.180,0.004,-0.100,-180.505,130.348,-15.522
-0.180,0.004,0.000,-180.176,130.173,-13.786
-0.180,0.004,0.000,-179.874,129.999,-12.238
-0.180,-0.005,-0.100,-171.756,129.832,-6.458
-0.180,-0.004,0.000,-172.128,129.665,-6.020
-0.180,-0.004,0.000,-172.470,129.498,-5.610
-0.180,-0.012,-0.100,-164.944,129.338,-0.826
-0.180,-0.019,-0.100,-158.020,129.185,3.143
-0.180,-0.017,0.000,-159.491,129.030,2.003
-0.180,-0.024,-0.100,-153.004,128.882,5.444
-0.180,-0.030,-0.100,-147.035,128.740,8.249
-0.180,-0.028,0.000,-149.384,128.595,6.106
-0.180,-0.033,-0.100,-143.706,128.455,8.682
-0.180,-0.047,-0.200,-130.641,128.329,15.146
-0.180,-0.051,-0.100,-126.462,128.206,15.977
-0.180,-0.055,-0.100,-122.617,128.087,16.537
-0.180,-0.050,0.000,-126.920,127.964,12.469
-0.180,-0.054,-0.100,-123.038,127.845,13.400
-0.180,-0.058,-0.100,-119.467,127.729,14.064
-0.180,-0.053,0.000,-124.022,127.609,10.102
-0.180,-0.057,-0.100,-120.372,127.492,11.140
-0.180,-0.061,-0.100,-117.014,127.379,11.910
-0.180,-0.056,0.000,-121.765,127.261,8.053
-0.180,-0.059,-0.100,-118.296,127.146,9.195
-0.180,-0.055,0.000,-122.944,127.027,5.666
-0.180,-0.058,-0.100,-119.381,126.911,7.100
-0.180,-0.062,-0.100,-116.102,126.799,8.230
-0.180,-0.065,-0.100,-113.086,126.689,9.100
-0.180,-0.059,0.000,-118.151,126.575,5.347
-0.180,-0.055,0.000,-122.811,126.455,2.197
-0.180,-0.050,0.000,-127.098,126.332,-0.429
-0.180,-0.046,0.000,-131.042,126.205,-2.599
-0.180,-0.043,0.000,-134.671,126.075,-4.376
-0.180,-0.047,-0.100,-130.169,125.949,-1.412
-0.180,-0.043,0.000,-133.868,125.819,-3.346
-0.180,-0.040,0.000,-137.270,125.686,-4.921
-0.180,-0.037,0.000,-140.401,125.550,-6.186
-0.180,-0.042,-0.100,-135.441,125.418,-2.784
-0.180,-0.038,0.000,-138.717,125.284,-4.344
-0.180,-0.035,0.000,-141.732,125.146,-5.602
-0.180,-0.033,0.000,-144.505,125.006,-6.598
-0.180,-0.030,0.000,-147.057,124.864,-7.370
-0.180,-0.020,0.100,-157.244,124.711,-12.351
-0.180,-0.026,-0.100,-150.937,124.565,-7.576
-0.140,-0.024,0.000,-113.585,124.524,-7.961
-0.140,-0.022,0.000,-115.459,124.412,-8.217
-0.114,-0.020,0.000,-92.075,124.360,-8.363
-0.114,-0.019,0.000,-93.661,124.269,-8.417
-0.005,-0.017,0.000,12.109,124.271,-8.394
-0.005,-0.024,-0.100,18.606,124.289,-3.908
0.040,-0.022,0.000,60.838,124.308,-4.563
0.040,-0.020,0.000,59.124,124.366,-5.068
0.134,-0.010,0.100,141.843,124.388,-9.846
0.134,-0.010,0.000,141.020,124.524,-9.323
0.150,-0.001,0.100,147.624,124.663,-13.216
0.150,0.007,0.100,139.715,124.798,-16.333
0.208,0.007,0.000,196.951,124.848,-14.384
0.208,0.014,0.100,189.630,125.031,-17.054
0.229,0.021,0.100,204.183,125.168,-19.129
0.229,0.027,0.100,197.986,125.360,-20.694
0.299,0.041,0.200,252.338,125.413,-26.225
0.299,0.046,0.100,247.720,125.653,-26.194
0.319,0.058,0.200,255.960,125.833,-30.359
0.319,0.077,0.300,236.998,126.062,-37.965
0.393,0.087,0.200,299.693,126.121,-39.559
0.393,0.107,0.333,280.403,126.366,-47.631
0.420,0.120,0.273,293.848,126.558,-49.498
0.420,0.127,0.200,287.595,126.836,-48.058
0.498,0.156,0.500,334.863,126.899,-59.681
0.498,0.162,0.222,329.710,127.186,-56.927
0.519,0.178,0.364,333.955,127.473,-59.310
0.519,0.196,0.400,316.542,127.780,-63.151
0.620,0.212,0.400,399.724,127.838,-65.827
0.620,0.248,0.667,364.079,128.155,-81.471
0.641,0.265,0.455,369.007,128.457,-81.571
0.641,0.292,0.600,342.733,128.789,-88.159
0.754,0.316,0.600,428.808,128.845,-92.909
0.754,0.353,0.778,392.633,129.187,-106.177
0.774,0.369,0.545,397.614,129.529,-103.246
0.774,0.395,0.700,371.635,129.889,-107.501
0.800,0.420,0.700,372.852,130.101,-110.165
0.800,0.457,0.889,336.055,130.394,-122.094
0.800,0.464,0.545,329.127,130.745,-113.420
0.800,0.499,0.900,294.957,131.031,-121.255
0.800,0.515,0.700,279.200,131.302,-117.972
0.800,0.536,0.778,258.607,131.527,-119.017
0.800,0.565,0.900,230.078,131.750,-123.126
0.800,0.576,0.700,219.512,131.963,-116.744
0.800,0.594,0.800,201.951,132.159,-114.925
0.800,0.602,0.700,193.635,132.346,-108.100
0.800,0.610,0.700,185.984,132.527,-101.583
0.800,0.641,1.000,155.425,132.677,-108.575
0.800,0.648,0.727,148.693,132.836,-101.153
0.800,0.668,0.889,129.829,132.949,-102.801
0.800,0.670,0.700,127.283,133.073,-93.950
0.800,0.673,0.700,124.940,133.194,-85.869
0.800,0.675,0.700,122.785,133.313,-78.492
0.800,0.677,0.700,120.802,133.430,-71.756
0.800,0.679,0.700,118.978,133.545,-65.604
0.800,0.680,0.700,117.300,133.659,-59.985
0.800,0.682,0.700,115.756,133.771,-54.853
0.800,0.683,0.700,114.335,133.882,-50.165
0.800,0.685,0.700,113.028,133.992,-45.882
0.800,0.686,0.700,111.826,134.100,-41.969
0.800,0.687,0.700,110.720,134.207,-38.392
0.800,0.688,0.700,109.702,134.314,-35.124
0.800,0.689,0.700,108.766,134.419,-32.137
0.800,0.714,1.000,84.385,134.501,-42.607
0.800,0.721,0.800,77.634,134.576,-42.135
0.800,0.727,0.800,71.423,134.645,-41.407
0.800,0.725,0.700,73.550,134.717,-36.073
0.800,0.723,0.700,75.506,134.790,-31.368
0.800,0.721,0.700,77.305,134.865,-27.221
0.800,0.719,0.700,78.961,134.941,-23.570
0.800,0.718,0.700,80.484,135.019,-20.358
0.800,0.740,1.000,58.365,135.076,-30.736
0.800,0.745,0.800,53.696,135.128,-30.283
0.800,0.750,0.800,49.401,135.176,-29.665
0.776,0.762,0.900,14.126,135.184,-33.317
0.776,0.773,0.900,3.277,135.188,-36.074
0.740,0.791,1.000,-49.517,135.167,-42.468
0.740,0.816,1.100,-73.753,135.096,-51.822
0.696,0.838,1.100,-139.199,135.050,-59.153
0.696,0.867,1.200,-167.551,134.888,-69.150
0.648,0.870,0.900,-217.924,134.823,-63.674
0.648,0.888,1.100,-235.963,134.594,-67.431
0.609,0.889,0.900,-274.420,134.490,-61.202
0.609,0.898,1.000,-283.103,134.215,-59.955
0.574,0.914,1.100,-333.080,134.076,-62.843
0.574,0.921,1.000,-339.802,133.747,-60.331
0.534,0.927,1.000,-385.889,133.609,-57.768
0.534,0.925,0.900,-383.738,133.237,-50.785
0.500,0.931,1.000,-423.050,133.057,-48.996
0.500,0.945,1.100,-436.283,132.634,-51.522
0.459,0.949,1.000,-479.961,132.460,-48.803
0.459,0.953,1.000,-483.948,131.991,-46.160
0.423,0.965,1.100,-531.400,131.780,-48.003
0.423,0.952,0.800,-518.468,131.278,-35.945
0.389,0.924,0.600,-523.761,131.051,-16.873
0.389,0.898,0.600,-498.389,130.567,-0.946
0.376,0.874,0.600,-487.467,130.095,12.248
0.376,0.828,0.300,-442.472,129.666,36.276
0.371,0.802,0.500,-422.108,129.257,47.080
0.371,0.762,0.300,-382.770,128.886,64.449
0.366,0.709,0.100,-335.414,128.561,87.115
0.366,0.668,0.200,-295.533,128.274,100.786
0.375,0.631,0.200,-250.576,128.031,111.299
0.375,0.596,0.200,-216.821,127.821,119.113
0.378,0.572,0.300,-190.992,127.636,120.231
0.378,0.551,0.300,-169.634,127.471,120.194
0.372,0.523,0.200,-147.345,127.329,123.603
0.372,0.497,0.200,-122.055,127.210,125.435
0.372,0.465,0.100,-91.345,127.122,130.350
0.372,0.428,0.000,-54.887,127.069,137.776
0.379,0.402,0.100,-22.094,127.047,138.423
0.379,0.345,-0.300,32.911,127.079,155.451
0.393,0.334,0.200,58.457,127.136,146.307
0.393,0.323,0.200,68.950,127.203,137.565
0.388,0.281,-0.200,104.341,127.304,146.826
0.388,0.275,0.200,110.713,127.411,135.720
0.394,0.277,0.300,114.586,127.522,121.038
0.394,0.255,0.000,136.287,127.654,121.113
0.389,0.234,0.000,152.112,127.802,120.206
0.389,0.216,0.000,170.480,127.967,118.494
0.394,0.214,0.200,176.148,128.138,107.328
0.394,0.237,0.500,153.748,128.287,84.024
0.377,0.226,0.100,147.481,128.410,81.656
0.377,0.200,-0.100,173.053,128.578,87.842
0.381,0.208,0.300,169.715,128.743,74.662
0.381,0.215,0.300,162.508,128.900,63.151
0.367,0.214,0.200,149.302,129.045,57.515
0.367,0.221,0.300,142.575,129.183,47.988
0.356,0.219,0.200,134.168,129.313,44.116
0.356,0.226,0.300,127.847,129.437,36.157
0.346,0.224,0.200,119.781,129.553,33.677
0.346,0.246,0.500,98.124,129.648,18.155
0.330,0.250,0.300,78.163,129.719,13.957
0.330,0.254,0.300,74.258,129.791,10.370
0.317,0.266,0.400,50.351,129.840,2.917
0.317,0.285,0.500,31.993,129.871,-7.678
0.297,0.286,0.300,10.743,129.879,-7.589
0.297,0.295,0.400,1.791,129.880,-11.854
0.282,0.295,0.300,-12.871,129.868,-10.892
0.282,0.288,0.200,-5.396,129.863,-5.607
0.275,0.297,0.400,-21.487,129.842,-9.987
0.275,0.321,0.600,-45.266,129.798,-22.333
0.251,0.319,0.300,-66.815,129.757,-19.177
0.251,0.310,0.200,-57.463,129.701,-12.011
0.244,0.317,0.400,-71.023,129.632,-14.781
0.244,0.356,0.800,-108.893,129.527,-34.556
0.215,0.343,0.200,-125.247,129.464,-24.254
0.215,0.340,0.300,-121.863,129.346,-19.929
0.209,0.369,0.700,-155.864,129.195,-33.790
0.209,0.371,0.400,-158.331,129.042,-31.795
0.185,0.381,0.500,-192.448,128.927,-34.290
0.185,0.383,0.400,-193.910,128.739,-31.681
0.167,0.376,0.300,-204.620,128.570,-24.867
0.167,0.354,0.100,-182.964,128.392,-10.226
0.165,0.334,0.100,-165.281,128.232,1.978
0.165,0.331,0.300,-162.631,128.075,3.267
0.162,0.305,0.000,-139.877,127.939,17.509
0.162,0.304,0.300,-139.515,127.804,15.961
0.161,0.296,0.200,-132.377,127.675,18.951
0.161,0.272,0.000,-109.179,127.570,30.075
0.162,0.274,0.300,-110.302,127.463,25.846
0.162,0.284,0.400,-120.145,127.346,17.737
0.147,0.278,0.200,-128.083,127.222,19.681
0.147,0.288,0.400,-137.668,127.089,12.333
0.136,0.273,0.100,-134.147,126.959,19.351
0.136,0.275,0.300,-136.301,126.826,16.206
0.130,0.237,-0.200,-104.264,126.725,35.473
0.130,0.258,0.500,-124.904,126.604,20.342
0.128,0.245,0.100,-115.148,126.493,25.251
0.128,0.250,0.300,-119.447,126.377,20.313
0.121,0.230,0.000,-105.972,126.274,29.263
0.121,0.219,0.100,-95.812,126.181,32.039
0.124,0.218,0.200,-91.768,126.092,29.681
0.124,0.208,0.100,-82.541,126.012,31.891
0.120,0.152,-0.500,-31.217,125.982,59.866
0.120,0.139,0.000,-19.330,125.963,60.550
0.139,0.160,0.400,-20.656,125.948,43.033
0.139,0.171,0.300,-31.607,125.917,32.583
0.121,0.150,-0.100,-28.558,125.895,41.271
0.121,0.146,0.100,-24.656,125.871,39.334
0.124,0.126,-0.100,-1.865,125.869,46.216
0.124,0.108,-0.100,15.864,125.885,51.544
0.133,0.091,-0.100,40.871,125.924,55.544
0.133,0.076,-0.100,55.877,125.978,58.411
0.141,0.078,0.100,61.665,126.038,51.518
0.141,0.072,0.000,67.780,126.104,49.798
0.139,0.058,-0.100,79.262,126.181,52.375
0.139,0.045,-0.100,91.651,126.270,54.091
0.146,0.058,0.200,86.408,126.353,41.878
0.146,0.061,0.100,83.095,126.434,35.831
0.137,0.080,0.300,55.877,126.488,21.738
0.137,0.066,-0.100,70.008,126.556,27.494
0.132,0.061,0.000,70.257,126.624,27.641
0.132,0.064,0.100,67.165,126.689,23.141
0.131,0.051,-0.100,78.305,126.765,28.030
0.131,0.015,-0.400,113.633,126.875,45.054
0.147,0.029,0.200,115.027,126.978,32.389
0.147,0.043,0.200,101.652,127.077,21.644
0.135,0.048,0.100,85.236,127.159,16.974
0.135,0.052,0.100,81.128,127.238,12.971
0.129,0.072,0.300,56.577,127.293,0.753
0.129,0.066,0.000,62.194,127.353,3.830
0.122,0.069,0.100,51.804,127.403,1.948
0.122,0.071,0.100,49.345,127.451,0.373
0.117,0.089,0.300,27.110,127.477,-9.733
0.117,0.106,0.300,10.604,127.488,-18.024
0.101,0.114,0.200,-12.642,127.476,-20.344
0.101,0.097,-0.100,4.120,127.480,-8.902
0.101,0.105,0.200,-4.117,127.476,-12.558
0.101,0.097,0.000,4.112,127.480,-6.684
0.097,0.089,0.000,8.280,127.488,-1.767
0.097,0.106,0.300,-8.275,127.480,-10.881
0.091,0.129,0.400,-37.713,127.444,-22.741
0.091,0.127,0.100,-35.418,127.409,-19.178
0.079,0.093,-0.300,-13.979,127.396,1.524
0.079,0.101,0.200,-22.385,127.374,-3.346
0.085,0.125,0.400,-39.549,127.336,-16.152
0.085,0.123,0.100,-37.570,127.299,-13.426
0.072,0.097,-0.200,-24.516,127.276,2.139
0.072,0.074,-0.200,-1.202,127.274,15.009
0.088,0.084,0.200,3.752,127.278,7.946
0.088,0.093,0.200,-5.366,127.273,2.034
0.077,0.078,-0.100,-0.451,127.272,10.322
0.077,0.071,0.000,5.629,127.278,12.702
0.082,0.098,0.400,-15.020,127.263,-3.028
0.082,0.106,0.200,-23.045,127.241,-7.229
0.066,0.121,0.300,-54.402,127.193,-15.050
0.066,0.120,0.100,-52.727,127.142,-12.604
0.057,0.142,0.400,-83.850,127.060,-23.679
0.057,0.123,-0.100,-64.871,126.998,-10.660
0.051,0.105,-0.100,-53.196,126.946,0.206
0.051,0.089,-0.100,-37.132,126.910,9.201
0.060,0.073,-0.100,-13.340,126.897,16.575
0.060,0.084,0.200,-23.264,126.875,9.348
0.059,0.077,0.000,-17.618,126.857,12.090
0.059,0.079,0.100,-19.431,126.839,9.863
0.058,0.088,0.200,-30.016,126.810,3.541
0.058,0.065,-0.200,-7.404,126.802,15.877
0.060,0.076,0.200,-16.234,126.787,8.365
0.060,0.078,0.100,-18.106,126.769,6.478
0.052,0.072,0.000,-19.428,126.750,9.263
0.052,0.050,-0.200,1.880,126.752,20.296
0.060,0.062,0.200,-2.186,126.750,11.668
0.060,0.065,0.100,-5.162,126.745,8.831
0.031,0.068,0.100,-36.028,126.727,6.411
0.031,0.070,0.100,-38.547,126.689,4.357
0.005,0.057,-0.100,-50.744,126.661,11.420
0.005,0.044,-0.100,-38.451,126.624,17.178
-0.047,0.065,0.300,-109.172,126.593,4.208
-0.047,0.076,0.200,-119.778,126.477,-2.165
-0.094,0.078,0.100,-168.171,126.425,-3.025
-0.094,0.055,-0.200,-146.415,126.283,9.487
-0.236,0.067,0.200,-296.723,126.253,2.172
-0.236,0.046,-0.200,-275.800,125.986,13.697
-0.288,0.050,0.100,-330.854,125.893,9.931
-0.288,0.022,-0.300,-303.423,125.599,24.333
-0.430,0.020,0.000,-441.234,125.554,22.863
-0.430,0.003,-0.200,-423.975,125.143,30.263
-0.463,-0.014,-0.200,-440.692,124.950,36.148
-0.463,-0.013,0.000,-441.764,124.522,31.931
-0.588,-0.036,-0.300,-541.445,124.459,41.385
-0.588,-0.041,-0.100,-536.393,123.939,40.081
-0.612,-0.045,-0.100,-555.018,123.599,38.681
-0.612,-0.050,-0.100,-550.743,123.065,37.212
-0.704,-0.046,0.000,-644.591,122.963,31.299
-0.704,-0.074,-0.400,-616.825,122.365,43.752
-0.725,-0.092,-0.300,-619.859,121.939,49.313
-0.725,-0.133,-0.600,-580.051,121.377,66.723
-0.805,-0.146,-0.300,-645.925,121.260,67.405
-0.805,-0.175,-0.500,-618.190,120.661,76.230
-0.825,-0.201,-0.500,-611.874,120.207,82.927
-0.825,-0.225,-0.500,-588.399,119.636,87.809
-0.887,-0.239,-0.400,-635.807,119.488,86.749
-0.887,-0.251,-0.400,-623.150,118.884,85.177
-0.903,-0.295,-0.800,-595.621,118.336,100.794
-0.903,-0.328,-0.700,-563.897,117.789,108.519
-0.966,-0.334,-0.400,-619.885,117.646,100.847
-0.966,-0.347,-0.500,-606.833,117.057,98.088
-0.974,-0.375,-0.700,-587.367,116.488,103.818
-0.974,-0.393,-0.600,-569.734,115.936,103.333
-1.000,-0.418,-0.700,-570.720,115.611,106.504
-1.000,-0.456,-0.900,-532.902,115.094,117.078
-0.990,-0.500,-1.000,-480.201,114.629,129.296
-0.990,-0.532,-0.900,-448.820,114.194,133.979
-0.971,-0.569,-1.000,-394.052,113.883,141.184
-0.971,-0.596,-0.900,-368.118,113.526,141.620
-0.942,-0.628,-1.000,-308.038,113.371,145.249
-0.942,-0.650,-0.900,-286.714,113.093,142.691
-0.972,-0.662,-0.800,-303.740,112.943,135.032
-0.972,-0.689,-1.000,-277.225,112.674,136.410
-0.961,-0.722,-1.100,-234.812,112.447,140.860
-0.961,-0.752,-1.100,-205.157,112.248,143.417
-0.984,-0.788,-1.200,-192.114,112.124,148.787
-0.984,-0.821,-1.200,-159.801,111.969,152.043
-0.934,-0.827,-0.900,-104.342,111.939,140.323
-0.934,-0.833,-0.900,-98.631,111.843,129.496
-0.924,-0.846,-1.000,-75.948,111.770,123.896
-0.924,-0.843,-0.800,-79.581,111.692,109.467
-0.892,-0.863,-1.100,-27.742,111.680,109.845
-0.892,-0.858,-0.800,-32.698,111.648,96.078
-0.856,-0.878,-1.100,20.881,111.657,97.112
-0.856,-0.871,-0.800,14.804,111.671,83.990
-0.821,-0.890,-1.100,67.132,111.699,85.653
-0.821,-0.906,-1.100,83.627,111.780,86.345
-0.777,-0.906,-0.900,126.165,111.822,77.427
-0.777,-0.913,-1.000,133.540,111.951,73.824
-0.743,-0.912,-0.900,165.861,112.022,65.850
-0.743,-0.919,-1.000,172.731,112.190,63.121
-0.669,-0.918,-0.900,243.423,112.238,55.956
-0.669,-0.908,-0.800,234.185,112.465,45.176
-0.628,-0.900,-0.800,266.463,112.558,35.888
-0.628,-0.884,-0.700,250.803,112.801,23.511
-0.555,-0.869,-0.700,307.943,112.862,13.075
-0.555,-0.856,-0.700,294.689,113.148,4.329
-0.510,-0.843,-0.700,326.386,113.254,-2.947
-0.510,-0.832,-0.700,315.167,113.559,-8.948
-0.423,-0.821,-0.700,390.233,113.625,-13.846
-0.423,-0.811,-0.700,380.737,113.994,-17.790
-0.387,-0.803,-0.700,406.971,114.159,-20.913
-0.387,-0.794,-0.700,398.934,114.546,-23.332
-0.329,-0.787,-0.700,448.269,114.659,-25.149
-0.329,-0.780,-0.700,441.467,115.087,-26.451
-0.306,-0.773,-0.700,458.013,115.373,-27.318
-0.306,-0.768,-0.700,452.255,115.811,-27.818
-0.272,-0.762,-0.700,480.725,116.014,-28.008
-0.272,-0.757,-0.700,475.852,116.476,-27.942
-0.232,-0.753,-0.700,509.847,116.664,-27.664
-0.232,-0.772,-1.000,529.243,117.177,-14.013
-0.197,-0.775,-0.800,565.718,117.412,-11.397
-0.197,-0.793,-1.000,583.388,117.978,-0.340
-0.162,-0.793,-0.800,618.941,118.230,0.018
-0.162,-0.794,-0.800,619.471,118.831,0.314
-0.133,-0.810,-1.000,664.090,119.163,9.357
-0.133,-0.817,-0.900,671.125,119.814,12.369
-0.077,-0.808,-0.700,716.783,120.000,5.965
-0.077,-0.807,-0.800,716.152,120.694,5.014
-0.051,-0.799,-0.700,732.454,121.116,-0.213
-0.051,-0.815,-1.000,748.227,121.842,8.660
-0.020,-0.814,-0.800,778.009,122.200,7.138
-0.020,-0.813,-0.800,776.934,122.953,5.821
0.024,-0.804,-0.700,810.917,123.223,0.283
0.024,-0.795,-0.700,802.794,124.001,-4.304
0.077,-0.756,-0.300,815.968,124.225,-25.667
0.077,-0.703,-0.100,764.561,124.966,-51.951
0.155,-0.631,0.200,770.692,125.109,-86.499
0.155,-0.573,0.100,713.383,125.800,-110.012
0.155,-0.495,0.400,636.308,126.417,-141.801
0.155,-0.423,0.400,566.163,126.966,-166.988
0.120,-0.357,0.400,467.920,127.164,-186.506
0.120,-0.289,0.500,400.709,127.552,-205.576
0.085,-0.210,0.700,289.054,127.673,-228.521
0.085,-0.145,0.600,225.582,127.891,-241.291
0.042,-0.077,0.700,117.098,127.931,-254.334
0.042,-0.015,0.700,56.162,127.985,-263.100
0.000,0.042,0.700,-41.224,127.971,-268.253
0.000,0.095,0.700,-92.800,127.881,-270.373
-0.039,0.135,0.600,-170.410,127.817,-265.566
-0.039,0.180,0.700,-214.691,127.609,-263.861
-0.074,0.246,1.000,-313.113,127.478,-273.539
-0.074,0.282,0.700,-348.711,127.140,-266.163
-0.115,0.316,0.700,-421.963,126.992,-257.927
-0.115,0.330,0.500,-436.413,126.569,-240.244
-0.141,0.352,0.600,-482.657,126.295,-228.081
-0.141,0.340,0.200,-470.741,125.839,-198.585
-0.153,0.353,0.500,-495.859,125.358,-185.774
-0.153,0.380,0.700,-523.091,124.851,-182.480
-0.178,0.414,0.800,-580.616,124.515,-182.692
-0.178,0.421,0.500,-587.359,123.946,-168.207
-0.206,0.427,0.500,-620.440,123.617,-154.867
-0.206,0.449,0.700,-641.827,122.995,-151.383
-0.230,0.429,0.200,-645.452,122.597,-125.287
-0.230,0.419,0.300,-635.330,121.981,-107.078
-0.218,0.377,-0.100,-583.600,121.416,-73.544
-0.218,0.339,-0.100,-546.181,120.886,-45.189
-0.201,0.312,0.000,-502.519,120.467,-25.750
-0.201,0.295,0.100,-485.900,119.996,-13.848
-0.197,0.279,0.100,-466.828,119.543,-3.883
-0.197,0.273,0.200,-460.602,119.097,-0.000
-0.199,0.267,0.200,-456.669,118.654,3.214
-0.199,0.254,0.100,-443.559,118.224,10.250
-0.201,0.234,0.000,-426.152,117.811,20.394
-0.201,0.199,-0.200,-392.164,117.431,37.430
-0.189,0.175,-0.100,-357.088,117.085,46.836
-0.189,0.137,-0.300,-319.853,116.775,63.050
-0.176,0.110,-0.200,-280.180,116.503,71.571
-0.176,0.077,-0.300,-248.037,116.263,82.453
-0.158,0.047,-0.300,-201.391,116.094,90.804
-0.158,0.011,-0.400,-166.346,115.933,101.392
-0.137,-0.022,-0.400,-112.801,115.858,109.348
-0.137,-0.060,-0.500,-75.298,115.785,119.461
-0.111,-0.087,-0.400,-23.243,115.772,122.479
-0.111,-0.120,-0.500,9.126,115.781,128.397
-0.087,-0.159,-0.600,70.235,115.823,136.671
-0.087,-0.186,-0.500,97.005,115.917,138.028
-0.058,-0.211,-0.500,149.480,115.994,138.048
-0.058,-0.234,-0.500,172.139,116.161,136.959
-0.047,-0.255,-0.500,203.854,116.358,134.963
-0.047,-0.283,-0.600,230.872,116.582,136.630
-0.025,-0.300,-0.500,270.285,116.754,132.517
-0.025,-0.308,-0.400,278.101,117.024,123.651
-0.006,-0.316,-0.400,303.325,117.263,115.322
-0.006,-0.322,-0.400,309.940,117.564,107.502
0.009,-0.329,-0.400,330.689,117.884,100.167
0.009,-0.334,-0.400,336.288,118.210,93.293
0.024,-0.332,-0.300,348.151,118.548,82.454
0.024,-0.337,-0.400,353.517,118.890,77.220
0.034,-0.326,-0.200,352.535,119.232,63.469
0.034,-0.316,-0.200,342.651,119.564,51.575
0.037,-0.307,-0.200,336.427,119.890,41.314
0.037,-0.306,-0.300,335.902,120.216,36.888
0.041,-0.290,-0.100,323.738,120.530,24.128
0.041,-0.275,-0.100,308.868,120.829,13.369
0.039,-0.261,-0.100,293.448,121.114,4.354
0.039,-0.264,-0.300,296.542,121.401,5.655
0.044,-0.227,0.200,265.383,121.659,-15.313
0.044,-0.216,-0.100,255.457,121.906,-19.352
0.033,-0.207,-0.100,235.429,122.134,-22.542
0.033,-0.191,0.000,219.188,122.347,-29.402
0.031,-0.191,-0.200,218.147,122.558,-26.048
0.031,-0.176,0.000,203.146,122.755,-31.862
0.033,-0.170,-0.100,199.055,122.948,-32.021
0.033,-0.156,0.000,185.731,123.128,-36.296
0.032,-0.152,-0.100,180.574,123.303,-35.146
0.032,-0.140,0.000,168.669,123.467,-38.313
0.032,-0.113,0.200,141.799,123.604,-49.428
0.032,-0.088,0.200,117.297,123.718,-58.236
0.017,-0.065,0.200,80.218,123.796,-65.063
0.017,-0.043,0.200,59.480,123.853,-70.196
0.001,-0.024,0.200,24.714,123.876,-73.884
0.001,-0.014,0.100,15.001,123.890,-71.947
-0.008,0.003,0.200,-10.680,123.880,-74.167
-0.008,0.011,0.100,-18.273,123.862,-71.012
-0.016,0.034,0.300,-49.121,123.815,-76.631
-0.016,0.047,0.200,-62.134,123.754,-76.271
-0.030,0.068,0.300,-95.430,123.662,-79.763
-0.030,0.078,0.200,-105.817,123.559,-77.616
-0.043,0.096,0.300,-135.764,123.428,-79.618
-0.043,0.104,0.200,-143.928,123.288,-76.238
-0.055,0.112,0.200,-163.244,123.130,-72.830
-0.055,0.127,0.300,-177.995,122.957,-73.825
-0.066,0.133,0.200,-194.933,122.768,-69.658
-0.066,0.130,0.100,-192.364,122.582,-61.251
-0.071,0.136,0.200,-202.692,122.386,-58.200
-0.071,0.133,0.100,-199.891,122.192,-50.808
-0.076,0.138,0.200,-210.093,121.988,-48.681
-0.076,0.119,-0.100,-191.415,121.803,-33.330
-0.075,0.102,-0.100,-173.361,121.634,-20.353
-0.075,0.110,0.200,-181.072,121.459,-22.646
-0.075,0.093,-0.100,-164.302,121.300,-11.163
-0.075,0.077,-0.100,-149.190,121.155,-1.565
-0.066,0.071,0.000,-134.385,121.025,1.994
-0.066,0.057,-0.100,-120.968,120.908,9.325
-0.061,0.045,-0.100,-103.864,120.807,15.320
-0.061,0.041,0.000,-100.347,120.710,15.762
-0.057,0.038,0.000,-92.951,120.619,16.002
-0.057,0.019,-0.200,-74.295,120.547,24.872
-0.050,0.009,-0.100,-58.349,120.491,27.618
-0.050,0.001,-0.100,-49.771,120.443,29.670
-0.044,-0.015,-0.200,-28.037,120.415,35.532
-0.044,-0.030,-0.200,-13.564,120.402,40.102
-0.032,-0.028,0.000,-4.540,120.398,34.765
-0.032,-0.034,-0.100,1.124,120.399,34.467
-0.031,-0.039,-0.100,8.037,120.407,33.946
-0.031,-0.044,-0.100,12.831,120.419,33.242
-0.026,-0.056,-0.200,29.736,120.448,36.793
-0.026,-0.076,-0.300,48.847,120.495,43.839
-0.012,-0.078,-0.100,63.998,120.557,40.523
-0.012,-0.079,-0.100,65.748,120.621,37.453
-0.009,-0.089,-0.200,78.740,120.698,39.011
-0.009,-0.098,-0.200,87.434,120.782,39.989
0.001,-0.090,0.000,89.173,120.869,31.679
0.001,-0.099,-0.200,97.786,120.964,33.345
0.004,-0.091,0.000,93.097,121.054,25.658
0.004,-0.084,0.000,85.961,121.137,19.087
0.001,-0.085,-0.100,84.516,121.219,17.894
0.001,-0.094,-0.200,93.529,121.310,21.163
0.008,-0.087,0.000,92.784,121.400,14.901
0.008,-0.096,-0.200,101.668,121.498,18.396
0.011,-0.096,-0.100,105.433,121.600,16.743
0.011,-0.088,0.000,97.899,121.695,10.840
0.012,-0.089,-0.100,99.320,121.792,10.266
0.012,-0.090,-0.100,100.156,121.889,9.709
0.016,-0.075,0.100,88.948,121.975,0.370
0.016,-0.069,0.000,83.069,122.055,-2.966
