I0,I1,I2,I3
9.000000,0.000000,7.988864,2.793171
9.000000,0.000000,8.413713,2.796127
8.000000,2.000000,3.092389,2.023073
8.000000,2.000000,8.505209,2.790372
8.000000,2.000000,8.562722,2.793271
6.000000,1.000000,2.920121,1.875572
6.000000,1.000000,8.599426,2.778351
6.000000,1.000000,8.912132,2.781132
9.000000,1.000000,3.296452,1.947329
9.000000,1.000000,9.016890,2.792580
9.000000,1.000000,9.076488,2.795418
6.000000,2.000000,3.039107,2.054689
6.000000,2.000000,9.104997,2.811225
6.000000,2.000000,8.589695,2.814149
7.000000,1.000000,3.111795,1.831624
7.000000,1.000000,8.654346,2.790127
7.000000,1.000000,8.138257,2.792872
5.000000,3.000000,2.742419,2.325428
5.000000,3.000000,7.650846,2.855269
5.000000,3.000000,7.133200,2.858409
7.000000,1.000000,3.100116,1.648180
7.000000,1.000000,7.221963,2.779738
7.000000,1.000000,5.688745,2.782336
5.000000,2.000000,2.851695,1.943418
5.000000,2.000000,4.557982,2.820600
5.000000,2.000000,2.975307,2.823435
6.000000,0.000000,2.971645,1.674881
6.000000,0.000000,3.007277,2.793830
6.000000,0.000000,1.015537,2.796450
7.000000,1.000000,3.438318,1.630354
7.000000,1.000000,1.076208,2.793691
7.000000,1.000000,1.080879,2.796276
1.000000,1.000000,2.958557,1.664832
1.000000,1.000000,1.027594,2.803025
1.000000,1.000000,0.740580,2.805636
0.000000,1.000000,2.628299,1.615930
0.000000,1.000000,0.703052,2.802341
0.000000,1.000000,0.705155,2.804914
0.000000,1.000000,2.623379,1.556890
0.000000,1.000000,0.706663,2.800355
0.000000,1.000000,0.708762,2.802880
-2.000000,0.000000,2.452690,1.364292
-2.000000,0.000000,0.690241,2.782140
-2.000000,0.000000,0.692203,2.784512
-1.000000,1.000000,2.486618,1.179870
-1.000000,1.000000,0.698264,2.764605
-1.000000,1.000000,0.700253,2.766829
-2.000000,0.000000,2.341625,0.900920
-2.000000,0.000000,0.684727,2.735356
-2.000000,0.000000,0.686601,2.737356
-1.000000,6.000000,2.157115,2.103609
-1.000000,6.000000,0.666185,2.884642
-1.000000,6.000000,0.667911,2.887605
-2.000000,5.000000,1.866089,2.543322
-2.000000,5.000000,0.634480,2.943685
-2.000000,5.000000,0.635973,2.947000
0.000000,2.000000,1.811635,2.461766
0.000000,2.000000,0.630888,2.940463
0.000000,2.000000,0.680658,2.943712
0.000000,1.000000,1.802513,1.895195
0.000000,1.000000,0.681325,2.878520
0.000000,1.000000,0.683087,2.881316
-1.000000,1.000000,1.565582,1.616340
-1.000000,1.000000,0.656228,2.850426
-1.000000,1.000000,0.609480,2.852999
0.000000,1.000000,1.573018,1.296323
0.000000,1.000000,0.611631,2.816914
0.000000,1.000000,0.661209,2.819231
-1.000000,5.000000,1.387292,1.784623
-1.000000,5.000000,0.640352,2.880535
-1.000000,5.000000,0.593462,2.883243
2.000000,2.000000,1.732014,1.756994
2.000000,2.000000,0.636214,2.882613
2.000000,2.000000,0.637599,2.885298
0.000000,2.000000,1.708812,1.859958
0.000000,2.000000,0.636182,2.900422
0.000000,2.000000,0.637549,2.903190
0.000000,2.000000,1.656580,1.827694
0.000000,2.000000,0.632607,2.902060
0.000000,2.000000,0.682252,2.904802
-1.000000,2.000000,1.323257,1.794618
-1.000000,2.000000,0.643632,2.903549
-1.000000,2.000000,0.645011,2.906264
0.000000,1.000000,1.185292,1.614729
0.000000,1.000000,0.629723,2.887249
0.000000,1.000000,0.630991,2.889821
1.000000,0.000000,1.291413,1.266714
1.000000,0.000000,0.645079,2.850353
1.000000,0.000000,0.646432,2.852646
2.000000,1.000000,1.539912,1.290038
2.000000,1.000000,0.677804,2.857757
2.000000,1.000000,0.679356,2.860069
1.000000,1.000000,1.431703,0.984514
1.000000,1.000000,0.667836,2.825474
1.000000,1.000000,0.669302,2.827541
0.000000,6.000000,1.189834,1.993870
0.000000,6.000000,0.641549,2.951539
0.000000,6.000000,0.642821,2.954414
0.000000,3.000000,0.987393,2.115494
0.000000,3.000000,0.619638,2.971981
0.000000,3.000000,0.620748,2.974954
0.000000,1.000000,0.858656,1.983830
0.000000,1.000000,0.894519,2.962021
0.000000,1.000000,0.897446,2.964888
1.000000,1.000000,0.887518,1.553748
1.000000,1.000000,0.903859,2.915801
1.000000,1.000000,1.505250,2.918324
0.000000,2.000000,0.663187,1.739851
0.000000,2.000000,1.485100,2.943328
0.000000,2.000000,1.895892,2.946000
2.000000,0.000000,0.797973,1.171302
2.000000,0.000000,1.921664,2.879992
2.000000,0.000000,2.620119,2.882209
1.000000,0.000000,0.756374,0.940855
1.000000,0.000000,2.980662,2.856588
1.000000,0.000000,3.441832,2.858620
1.000000,0.000000,0.645646,0.934518
1.000000,0.000000,3.448101,2.859888
1.000000,0.000000,3.862653,2.861915
1.000000,1.000000,0.470656,0.996817
1.000000,1.000000,4.375485,2.871468
1.000000,1.000000,4.401142,2.873546
0.000000,0.000000,0.063637,0.752353
0.000000,0.000000,4.377630,2.846092
0.000000,0.000000,4.817467,2.847974
6.000000,3.000000,0.728305,1.100011
6.000000,3.000000,4.925970,2.891853
6.000000,3.000000,4.954712,2.942333
11.000000,6.000000,2.076205,1.984276
11.000000,6.000000,5.146281,3.051632
11.000000,6.000000,5.176102,3.054819
3.000000,2.000000,1.636387,1.910262
3.000000,2.000000,5.152793,3.049066
3.000000,2.000000,5.182262,3.052194
1.000000,2.000000,0.834615,1.673638
1.000000,2.000000,5.114877,3.026738
1.000000,2.000000,5.143704,3.029677
5.000000,1.000000,0.908679,1.611089
5.000000,1.000000,5.181479,3.025060
5.000000,1.000000,5.210367,3.027949
5.000000,3.000000,1.105322,1.616989
5.000000,3.000000,5.263008,3.031551
5.000000,3.000000,4.838275,3.034445
2.000000,1.000000,0.706479,1.459915
2.000000,1.000000,4.816260,3.018364
2.000000,1.000000,4.842105,2.972812
2.000000,1.000000,0.505279,1.265726
2.000000,1.000000,4.843645,2.951802
2.000000,1.000000,4.442399,2.954094
1.000000,2.000000,0.198825,1.479666
1.000000,2.000000,4.428344,2.982231
1.000000,2.000000,3.904708,2.984695
0.000000,3.000000,-0.000220,1.511269
0.000000,3.000000,3.899862,2.990976
0.000000,3.000000,3.206345,2.993465
2.000000,6.000000,0.234093,2.293073
2.000000,6.000000,2.829953,3.090396
2.000000,6.000000,2.231526,3.093511
0.000000,2.000000,0.060954,2.162104
0.000000,2.000000,2.218478,3.080804
0.000000,2.000000,1.282669,3.083814
0.000000,2.000000,-0.030942,2.080807
0.000000,2.000000,1.055628,3.077003
0.000000,2.000000,1.055603,3.079948
-2.000000,1.000000,-0.352380,1.827488
-2.000000,1.000000,1.016749,3.052291
-2.000000,1.000000,1.016467,3.055034
0.000000,0.000000,-0.137293,1.511025
0.000000,0.000000,1.042167,3.019547
0.000000,0.000000,1.042058,3.022036
-3.000000,1.000000,-0.420821,1.398017
-3.000000,1.000000,1.007698,3.010873
-3.000000,1.000000,1.007361,3.013272
-3.000000,0.000000,-0.571510,1.155700
-3.000000,0.000000,0.988821,2.986398
-3.000000,0.000000,0.988364,2.988603
-6.000000,3.000000,-1.245239,1.448636
-6.000000,3.000000,0.906520,3.026194
-6.000000,3.000000,0.905524,3.028633
-5.000000,1.000000,-1.619999,1.134497
-5.000000,1.000000,0.859257,2.993124
-5.000000,1.000000,0.857961,2.995311
-1.000000,0.000000,-1.198242,1.210026
-1.000000,0.000000,0.907613,3.006623
-1.000000,0.000000,0.906654,3.008871
-6.000000,2.000000,-1.795489,1.289641
-6.000000,2.000000,0.833548,3.020737
-6.000000,2.000000,0.832112,3.023048
-4.000000,2.000000,-1.939858,1.293561
-4.000000,2.000000,0.813236,3.025834
-4.000000,2.000000,0.811684,2.955668
-3.000000,1.000000,-1.889009,1.676003
-3.000000,1.000000,0.816274,3.003702
-3.000000,1.000000,0.814763,3.005843
-2.000000,1.000000,-1.745332,1.062724
-2.000000,1.000000,0.830608,2.933900
-2.000000,1.000000,0.829212,2.935550
-5.000000,2.000000,-2.246130,1.835178
-5.000000,2.000000,0.767319,3.030512
-5.000000,2.000000,0.765522,3.032780
-4.000000,0.000000,-2.628311,1.525108
-4.000000,0.000000,0.717558,2.997592
-4.000000,0.000000,0.715455,2.999612
-3.000000,0.000000,-2.610117,1.647913
-3.000000,0.000000,0.715551,3.016467
-3.000000,0.000000,0.713463,3.018585
-1.000000,-2.000000,-2.230518,1.277987
-1.000000,-2.000000,0.757230,2.976017
-1.000000,-2.000000,0.755446,2.857039
-1.000000,0.000000,-1.923159,1.141811
-1.000000,0.000000,0.790790,2.624406
-1.000000,0.000000,0.789252,2.263430
-7.000000,2.000000,-2.767574,1.368640
-7.000000,2.000000,0.685708,2.287904
-7.000000,2.000000,0.683494,1.806418
-4.000000,3.000000,-2.963980,1.394104
-4.000000,3.000000,0.657554,1.803549
-4.000000,3.000000,0.655183,1.393006
-2.000000,2.000000,-2.913797,1.555230
-2.000000,2.000000,0.658874,1.403826
-2.000000,2.000000,0.656543,1.111477
-2.000000,0.000000,-2.763275,1.380824
-2.000000,0.000000,0.672395,0.559345
-2.000000,0.000000,0.670185,0.496930
0.000000,1.000000,-2.234033,0.999716
0.000000,1.000000,0.731906,0.436477
0.000000,1.000000,0.730119,-0.167267
-5.000000,0.000000,-2.886590,1.768427
-5.000000,0.000000,0.649503,-0.371366
-5.000000,0.000000,0.647194,-0.391391
-5.000000,0.000000,-3.216083,1.832392
-5.000000,0.000000,0.605082,-0.403689
-5.000000,0.000000,0.602509,-0.818364
-3.000000,-2.000000,-3.028501,1.585179
-3.000000,-2.000000,0.622596,-1.334553
-3.000000,-2.000000,0.620173,-1.360644
-5.000000,-1.000000,-3.255416,2.004490
-5.000000,-1.000000,0.590339,-1.336083
-5.000000,-1.000000,0.587735,-1.361840
-6.000000,-1.000000,-3.442358,1.564810
-6.000000,-1.000000,0.562548,-1.440709
-6.000000,-1.000000,0.559794,-1.466818
-3.000000,0.000000,-3.269001,2.085710
-3.000000,0.000000,0.577981,-1.430001
-3.000000,0.000000,0.575366,-1.964641
-4.000000,-3.000000,-3.200911,1.933435
-4.000000,-3.000000,0.580976,-2.012247
-4.000000,-3.000000,0.578416,-2.041580
-7.000000,-2.000000,-3.750117,1.563989
-7.000000,-2.000000,0.509511,-2.115542
-7.000000,-2.000000,0.506511,-2.533056
-4.000000,0.000000,-3.761798,1.940644
-4.000000,0.000000,0.502099,-2.519906
-4.000000,0.000000,0.499090,-2.551953
-2.000000,-2.000000,-3.385655,1.671175
-2.000000,-2.000000,0.541519,-2.616552
-2.000000,-2.000000,0.538810,-2.648815
-5.000000,0.000000,-3.607193,1.583260
-5.000000,0.000000,0.509340,-2.691699
-5.000000,0.000000,0.506454,-2.724032
-6.000000,0.000000,-3.989904,1.880118
-6.000000,0.000000,0.457337,-2.720505
-6.000000,0.000000,0.454145,-3.068768
-3.000000,0.000000,-3.827468,1.937886
-3.000000,0.000000,0.470575,-3.096125
-3.000000,0.000000,0.467513,-3.130415
-2.000000,1.000000,-3.592779,2.134111
-2.000000,1.000000,0.492802,-3.119906
-2.000000,1.000000,0.489927,-3.119906
-9.000000,0.000000,-4.655426,2.334754
-9.000000,0.000000,0.358685,-3.095829
-9.000000,0.000000,0.354961,-3.095829
-2.000000,1.000000,-4.180542,2.657996
-2.000000,1.000000,0.408603,-3.057040
-2.000000,1.000000,0.405258,-3.057040
-3.000000,3.000000,-3.837232,2.471017
-3.000000,3.000000,0.443386,-3.079477
-3.000000,3.000000,0.440316,-3.079477
-5.000000,2.000000,-4.058854,2.980896
-5.000000,2.000000,0.410474,-3.018292
-5.000000,2.000000,0.407227,-3.018292
-6.000000,2.000000,-4.344055,3.116542
-6.000000,2.000000,0.369528,-3.002014
-6.000000,2.000000,0.366053,-3.002014
-3.000000,2.000000,-3.995366,2.922672
-3.000000,2.000000,0.404699,-3.025279
-3.000000,2.000000,0.401503,-3.025279
-7.000000,2.000000,-4.472361,3.504438
-7.000000,2.000000,0.340685,-2.955467
-7.000000,2.000000,0.337107,-2.955467
-5.000000,4.000000,-4.515070,3.695522
-5.000000,4.000000,0.328370,-2.932537
-5.000000,4.000000,0.324758,-2.932537
-3.000000,4.000000,-4.230474,3.945332
-3.000000,4.000000,0.355525,-2.902560
-3.000000,4.000000,0.352141,-2.902560
-1.000000,3.000000,-3.540915,3.901356
-1.000000,3.000000,0.432055,-2.907837
-1.000000,3.000000,0.429223,-2.907837
-5.000000,8.000000,-3.812531,4.702850
-5.000000,8.000000,0.393579,-2.811658
-5.000000,8.000000,0.390529,-2.811658
-5.000000,4.000000,-4.111053,4.898798
-5.000000,4.000000,0.351417,-2.788144
-5.000000,4.000000,0.348128,-2.788144
-3.000000,12.000000,-3.985036,6.179973
-3.000000,12.000000,0.360062,-2.634403
-3.000000,12.000000,0.356874,-2.634403
-4.000000,3.000000,-4.111559,5.507129
-4.000000,3.000000,0.338402,-2.715144
-4.000000,3.000000,0.335113,-2.715144
-3.000000,9.000000,-4.037140,6.390622
-3.000000,9.000000,0.340814,-2.609125
-3.000000,9.000000,0.337584,-2.609125
-3.000000,6.000000,-3.918686,5.879447
-3.000000,6.000000,0.348664,-2.670466
-3.000000,6.000000,0.345529,-2.670466
-3.000000,7.000000,-3.948072,6.135857
-3.000000,7.000000,0.338844,-2.639697
-3.000000,7.000000,0.335685,-2.639697
-3.000000,10.000000,-4.023455,6.961028
-3.000000,10.000000,0.323421,-2.540676
-3.000000,10.000000,0.320202,-2.540676
-3.000000,11.000000,-3.930614,6.698247
-3.000000,11.000000,0.328198,-2.572210
-3.000000,11.000000,0.325054,-2.572210
-5.000000,9.000000,-4.155000,7.365838
-5.000000,9.000000,0.294803,-2.492099
-5.000000,9.000000,0.291479,-2.036099
-5.000000,10.000000,-4.335559,7.546347
-5.000000,10.000000,0.266344,-2.014438
-5.000000,10.000000,0.262875,-1.654438
-5.000000,9.000000,-4.477659,7.755062
-5.000000,9.000000,0.242241,-1.629393
-5.000000,9.000000,0.238659,-1.629393
-5.000000,10.000000,-4.552503,7.949718
-5.000000,10.000000,0.226036,-1.606034
-5.000000,10.000000,0.222394,-1.558034
-4.000000,10.000000,-4.405667,8.005237
-4.000000,10.000000,0.236490,-1.551372
-4.000000,10.000000,0.232965,-1.551372
-3.000000,7.000000,-4.078046,7.567031
-3.000000,7.000000,0.269017,-1.315956
-3.000000,7.000000,0.265755,-1.243957
-5.000000,11.000000,-4.161838,7.747845
-5.000000,11.000000,0.252370,-1.222259
-5.000000,11.000000,0.249041,-0.814259
-6.000000,8.000000,-4.474289,7.769169
-6.000000,8.000000,0.207967,-0.763700
-6.000000,8.000000,0.204388,-0.763700
-8.000000,10.000000,-5.085555,7.935837
-8.000000,10.000000,0.126968,-0.743700
-8.000000,10.000000,0.122899,-0.263700
-4.000000,10.000000,-4.769285,8.163253
-4.000000,10.000000,0.157036,0.171590
-4.000000,10.000000,0.153221,0.867590
-4.000000,12.000000,-4.605609,8.648140
-4.000000,12.000000,0.169177,0.925776
-4.000000,12.000000,0.165493,2.582058
-4.000000,12.000000,-4.580638,8.947596
-4.000000,12.000000,0.164825,3.147728
-4.000000,12.000000,0.161160,3.203687
-3.000000,8.000000,-4.323976,8.738668
-3.000000,8.000000,0.188501,3.186406
-3.000000,8.000000,0.185041,3.194197
-5.000000,11.000000,-4.524214,8.525064
-5.000000,11.000000,0.157393,3.176185
-5.000000,11.000000,0.153774,3.183805
-3.000000,13.000000,-4.372888,9.332273
-3.000000,13.000000,0.168435,3.288936
-3.000000,13.000000,0.164937,3.297202
-5.000000,15.000000,-4.551950,9.165979
-5.000000,15.000000,0.139807,3.285379
-5.000000,15.000000,0.136166,3.293512
-5.000000,13.000000,-4.761838,9.254178
-5.000000,13.000000,0.107170,3.312299
-5.000000,13.000000,0.103360,3.320502
-5.000000,11.000000,-4.978935,8.909041
-5.000000,11.000000,0.073326,3.287013
-5.000000,11.000000,0.069343,3.294940
-4.000000,13.000000,-4.885603,9.227900
-4.000000,13.000000,0.076634,3.341385
-4.000000,13.000000,0.072725,3.704913
-4.000000,13.000000,-4.795259,9.189233
-4.000000,13.000000,0.079731,3.710824
-4.000000,13.000000,0.075894,4.768824
-3.000000,8.000000,-4.597224,8.252760
-3.000000,8.000000,0.095981,4.673289
-3.000000,8.000000,0.092303,6.667103
-3.000000,4.000000,-4.338575,7.103026
-3.000000,4.000000,0.119870,7.804690
-3.000000,4.000000,0.116399,8.698583
4.000000,-6.000000,-2.757126,4.172649
4.000000,-6.000000,0.303967,8.388195
4.000000,-6.000000,0.301762,10.335543
2.000000,0.000000,-1.749941,2.760601
2.000000,0.000000,0.421224,11.038270
2.000000,0.000000,0.419824,11.650841
2.000000,1.000000,-0.850839,1.732769
2.000000,1.000000,0.527035,11.589527
2.000000,1.000000,0.453875,12.179247
0.000000,1.000000,-0.540700,0.603411
0.000000,1.000000,0.490179,12.471631
0.000000,1.000000,0.489266,12.539314
0.000000,0.000000,-0.279748,-0.225728
0.000000,0.000000,0.519877,12.506837
0.000000,0.000000,0.470853,12.573856
0.000000,2.000000,0.056996,-1.147231
0.000000,2.000000,0.510508,12.529559
0.000000,2.000000,0.509754,12.595841
1.000000,0.000000,0.515808,-2.691514
1.000000,0.000000,0.564424,12.475574
1.000000,0.000000,0.251475,12.540621
-4.000000,1.000000,-0.211132,-2.615174
-4.000000,1.000000,0.161193,12.614889
-4.000000,1.000000,0.158144,12.679997
8.000000,0.000000,1.522109,-3.600783
8.000000,0.000000,0.364471,12.626043
8.000000,0.000000,0.314488,12.286683
19.000000,5.000000,4.891815,-2.651915
19.000000,5.000000,0.767887,12.463225
19.000000,5.000000,0.768920,12.022921
-3.000000,19.000000,3.558152,0.660347
-3.000000,19.000000,0.608847,12.482680
-3.000000,19.000000,1.041638,11.796619
-10.000000,13.000000,1.191727,2.036176
-10.000000,13.000000,0.758620,11.671515
-10.000000,13.000000,0.759573,11.279383
-7.000000,7.000000,-0.255158,2.269581
-7.000000,7.000000,0.585743,11.361526
-7.000000,7.000000,0.224875,10.310878
-3.000000,16.000000,-0.773694,4.318601
-3.000000,16.000000,0.159632,10.237366
-3.000000,16.000000,0.156613,9.892063
-5.000000,11.000000,-1.647320,5.053607
-5.000000,11.000000,0.048060,10.024947
-5.000000,11.000000,0.044342,9.806489
-8.000000,11.000000,-3.029860,5.928135
-8.000000,11.000000,-0.126387,9.955215
-8.000000,11.000000,-0.203691,9.559292
-4.000000,10.000000,-3.272662,6.243251
-4.000000,10.000000,-0.238325,9.638421
-4.000000,10.000000,-0.648742,9.192493
-5.000000,7.000000,-3.627326,6.082495
-5.000000,7.000000,-1.031138,9.211349
-5.000000,7.000000,-1.514624,8.569613
-8.000000,8.000000,-4.423196,6.748394
-8.000000,8.000000,-1.624707,8.683879
-8.000000,8.000000,-2.563376,7.510585
-9.000000,5.000000,-5.262207,6.303240
-9.000000,5.000000,-3.245334,6.934312
-9.000000,5.000000,-3.779891,6.120842
-6.000000,4.000000,-5.228348,6.535521
-6.000000,4.000000,-3.804651,6.166104
-6.000000,4.000000,-5.391634,4.774803
-10.000000,5.000000,-5.797378,6.447933
-10.000000,5.000000,-6.640782,4.820651
-10.000000,5.000000,-7.870257,4.780690
-10.000000,4.000000,-6.134625,5.960075
-10.000000,4.000000,-7.966834,4.729795
-10.000000,4.000000,-9.484087,4.737443
-11.000000,2.000000,-6.475968,6.227900
-11.000000,2.000000,-10.022463,4.704964
-11.000000,2.000000,-10.092124,4.712347
-11.000000,3.000000,-6.448799,6.248889
-11.000000,3.000000,-10.158503,4.722264
-11.000000,3.000000,-10.587786,4.729663
-15.000000,2.000000,-6.902201,6.407374
-15.000000,2.000000,-10.714914,4.756207
-15.000000,2.000000,-10.787636,4.763733
-17.000000,0.000000,-7.420781,5.875996
-17.000000,0.000000,-10.923004,4.707069
-17.000000,0.000000,-11.308182,4.714170
-11.000000,1.000000,-6.707324,5.565978
-11.000000,1.000000,-11.297532,4.635500
-11.000000,1.000000,-11.420818,4.325213
-16.000000,1.000000,-7.035530,5.530424
-16.000000,1.000000,-11.535752,4.325371
-16.000000,1.000000,-11.856031,4.329795
-12.000000,3.000000,-6.721957,5.779251
-12.000000,3.000000,-11.895619,4.436758
-12.000000,3.000000,-11.972837,4.441861
-13.000000,5.000000,-6.929136,5.934194
-13.000000,5.000000,-12.075082,4.465682
-13.000000,5.000000,-12.506642,4.470909
-12.000000,3.000000,-6.938719,6.053586
-12.000000,3.000000,-12.587902,4.418079
-12.000000,3.000000,-12.668014,4.422922
-12.000000,4.000000,-6.857893,5.977911
-12.000000,4.000000,-12.738361,4.418623
-12.000000,4.000000,-12.890887,4.423405
-11.000000,3.000000,-6.716167,5.646970
-11.000000,3.000000,-12.954293,4.388210
-11.000000,3.000000,-13.034706,4.392727
-9.000000,2.000000,-6.337132,5.642457
-9.000000,2.000000,-13.069331,4.396700
-9.000000,2.000000,-13.149441,4.401214
-7.000000,1.000000,-5.777467,5.046315
-7.000000,1.000000,-13.161943,4.333714
-7.000000,1.000000,-13.241605,4.337751
-8.000000,3.000000,-5.512378,4.954158
-8.000000,3.000000,-13.289244,4.330655
-8.000000,3.000000,-13.368694,4.334619
-8.000000,2.000000,-5.252437,4.936157
-8.000000,2.000000,-13.416743,4.336408
-8.000000,2.000000,-13.423505,4.340356
-8.000000,2.000000,-5.029542,4.443777
-8.000000,2.000000,-13.475342,4.284826
-8.000000,2.000000,-13.553926,4.288381
-6.000000,3.000000,-4.699488,4.556947
-6.000000,3.000000,-13.258151,4.305607
-6.000000,3.000000,-13.334551,4.309252
-4.000000,3.000000,-4.092580,4.608321
-4.000000,3.000000,-13.337637,4.319104
-4.000000,3.000000,-13.027948,4.322791
-6.000000,1.000000,-4.003638,4.031016
-6.000000,1.000000,-13.090878,4.256739
-6.000000,1.000000,-13.164482,4.259964
-4.000000,1.000000,-3.505137,3.616893
-4.000000,1.000000,-13.170545,4.212873
-4.000000,1.000000,-13.251069,4.216056
-3.000000,2.000000,-2.910501,3.740136
-3.000000,2.000000,-13.252441,4.233837
-3.000000,2.000000,-13.373490,4.236829
-5.000000,1.000000,-2.904749,3.380938
-5.000000,1.000000,-13.438540,4.196160
-5.000000,1.000000,-13.518888,4.199135
-5.000000,0.000000,-2.978544,2.856011
-5.000000,0.000000,-13.191311,4.138429
-5.000000,0.000000,-12.931971,4.140714
-1.000000,3.000000,-2.355026,3.015333
-1.000000,3.000000,-12.918604,4.162003
-1.000000,3.000000,-12.533936,4.164657
0.000000,2.000000,-1.613863,2.972770
0.000000,2.000000,-11.930964,4.161927
0.000000,2.000000,-11.992414,4.164306
-1.000000,0.000000,-1.322333,2.800617
-1.000000,0.000000,-12.012527,4.145664
-1.000000,0.000000,-12.079866,4.148128
0.000000,0.000000,-1.041357,2.471768
0.000000,0.000000,-11.655289,4.110643
0.000000,0.000000,-11.313913,4.185101
0.000000,1.000000,-0.857549,2.040130
0.000000,1.000000,-11.342010,4.135205
0.000000,1.000000,-9.593025,4.137318
2.000000,2.000000,-0.334993,1.865984
2.000000,2.000000,-8.357971,4.118393
2.000000,2.000000,-5.958961,4.168685
10.000000,7.000000,1.495955,3.219199
10.000000,7.000000,-5.757570,4.334447
10.000000,7.000000,-2.829521,4.337822
2.000000,-2.000000,1.429410,2.529164
2.000000,-2.000000,-2.836363,4.257841
2.000000,-2.000000,-2.835105,4.260947
5.000000,1.000000,1.692884,2.289414
5.000000,1.000000,-2.802269,4.234545
5.000000,1.000000,-2.800915,4.237177
9.000000,2.000000,2.346854,2.017668
9.000000,2.000000,-2.720561,4.206982
9.000000,2.000000,-2.718684,4.209395
12.000000,1.000000,3.032665,2.201834
12.000000,1.000000,-2.633960,4.234057
12.000000,1.000000,-2.631534,4.309098
11.000000,2.000000,3.332533,2.204729
11.000000,2.000000,-2.592884,4.647333
11.000000,2.000000,-2.590218,5.249189
14.000000,2.000000,4.134957,1.966137
14.000000,2.000000,-2.490619,5.229651
14.000000,2.000000,-2.487311,6.935092
13.000000,1.000000,4.654113,1.840230
13.000000,1.000000,-2.421289,7.668066
13.000000,1.000000,-2.417566,8.321553
13.000000,2.000000,5.215933,1.824523
13.000000,2.000000,-2.345975,8.349288
13.000000,2.000000,-2.341802,9.576992
14.000000,3.000000,6.018631,1.796000
14.000000,3.000000,-2.240663,10.181921
14.000000,3.000000,-2.235848,10.933455
12.000000,2.000000,6.408382,1.776636
12.000000,2.000000,-2.183951,10.977833
12.000000,2.000000,-1.893016,12.398590
13.000000,4.000000,6.960261,1.772163
13.000000,4.000000,-1.296288,12.939613
13.000000,4.000000,-0.955557,13.320298
11.000000,4.000000,6.958907,1.285909
11.000000,4.000000,-0.942472,13.323618
11.000000,4.000000,-0.099779,13.750555
11.000000,5.000000,6.988546,1.449792
11.000000,5.000000,0.318128,14.130063
11.000000,5.000000,0.662639,14.196823
14.000000,6.000000,7.649726,1.797138
14.000000,6.000000,0.766340,14.305542
14.000000,6.000000,1.730185,14.622274
14.000000,8.000000,8.235116,1.382473
14.000000,8.000000,2.218416,14.641141
14.000000,8.000000,2.521361,14.709766
14.000000,6.000000,8.605132,1.281354
14.000000,6.000000,2.601928,14.766178
14.000000,6.000000,3.021364,14.505939
15.000000,6.000000,8.970725,1.440011
15.000000,6.000000,3.439094,14.011347
15.000000,6.000000,3.860123,14.074579
15.000000,4.000000,9.266788,0.800942
15.000000,4.000000,3.940184,14.060612
15.000000,4.000000,4.362082,13.253036
15.000000,4.000000,9.410884,0.411739
15.000000,4.000000,4.426742,13.263301
15.000000,4.000000,4.849474,12.576323
11.000000,3.000000,8.743073,0.250642
11.000000,3.000000,4.818891,12.609192
11.000000,3.000000,4.868445,12.092256
16.000000,3.000000,9.074089,-0.019645
16.000000,3.000000,4.957986,11.419996
16.000000,3.000000,5.007806,11.073912
15.000000,1.000000,9.109284,-0.604381
15.000000,1.000000,5.061876,11.045019
15.000000,1.000000,5.111724,10.476818
16.000000,0.000000,9.300378,-0.765372
16.000000,0.000000,5.184656,10.059672
16.000000,0.000000,5.234656,9.785284
16.000000,0.000000,9.538840,-0.933045
16.000000,0.000000,5.313463,9.797697
16.000000,0.000000,5.363654,9.522453
14.000000,-3.000000,9.446096,-1.266722
14.000000,-3.000000,5.730030,9.512758
14.000000,-3.000000,5.782547,9.039545
12.000000,-4.000000,9.176538,-1.417979
12.000000,-4.000000,5.802502,9.048420
12.000000,-4.000000,5.854803,8.770880
8.000000,-3.000000,8.320965,-1.275598
8.000000,-3.000000,5.852071,8.509674
8.000000,-3.000000,5.904007,8.532973
11.000000,-4.000000,8.385871,-1.621407
11.000000,-4.000000,5.963784,8.514500
11.000000,-4.000000,6.015773,7.508440
9.000000,-4.000000,8.008009,-1.278568
9.000000,-4.000000,6.022117,6.976234
9.000000,-4.000000,5.678545,6.571180
9.000000,-4.000000,7.844353,-1.213981
9.000000,-4.000000,5.708062,6.589000
9.000000,-4.000000,5.708898,5.893936
8.000000,-5.000000,7.464368,-1.445634
8.000000,-5.000000,5.394721,5.871381
8.000000,-5.000000,5.125342,5.512329
10.000000,-4.000000,7.542563,-1.235093
10.000000,-4.000000,5.179480,5.540606
10.000000,-4.000000,4.709868,5.543617
6.000000,-6.000000,6.930713,-1.581823
6.000000,-6.000000,4.629190,5.504745
6.000000,-6.000000,4.036540,5.507479
10.000000,-10.000000,7.106916,-2.613020
10.000000,-10.000000,4.094570,5.385645
10.000000,-10.000000,3.452600,5.025481
2.000000,-2.000000,5.780799,-1.355688
2.000000,-2.000000,2.893933,5.176877
2.000000,-2.000000,2.371674,5.177392
0.000000,-3.000000,4.576927,-1.100936
0.000000,-3.000000,2.251511,5.208682
0.000000,-3.000000,0.668552,5.209401
9.000000,-16.000000,5.363943,-3.195525
9.000000,-16.000000,-0.748665,4.957094
