I0,I1,I2,I3
6.000000,-1.000000,-0.417128,4.672877
6.000000,-1.000000,1.287844,5.036119
3.000000,0.000000,2.355952,0.426135
3.000000,0.000000,2.309206,4.933249
3.000000,0.000000,3.129036,4.942229
1.000000,-2.000000,1.970534,0.580252
1.000000,-2.000000,3.108522,4.969828
1.000000,-2.000000,4.120387,4.636279
3.000000,-2.000000,2.026666,0.422796
3.000000,-2.000000,4.159623,4.624123
3.000000,-2.000000,4.192124,4.193194
6.000000,-2.000000,2.541589,0.289924
6.000000,-2.000000,4.286829,4.181002
6.000000,-2.000000,4.319742,4.136434
5.000000,-3.000000,2.556697,-0.470103
5.000000,-3.000000,4.021419,4.048054
5.000000,-3.000000,3.695635,3.760431
3.000000,-1.000000,1.916953,-0.121919
3.000000,-1.000000,3.646959,3.803395
3.000000,-1.000000,2.761955,3.804578
7.000000,-1.000000,2.209413,-0.374072
7.000000,-1.000000,2.443720,3.775300
7.000000,-1.000000,1.919467,3.776281
4.000000,-1.000000,1.963998,-0.315720
4.000000,-1.000000,1.906308,3.784311
4.000000,-1.000000,1.381211,3.712858
3.000000,-1.000000,1.542135,-0.558398
3.000000,-1.000000,0.804613,3.684090
3.000000,-1.000000,0.813527,3.684443
7.000000,-2.000000,2.175282,-0.391010
7.000000,-2.000000,0.898925,3.705017
7.000000,-2.000000,-0.036668,3.705504
4.000000,-1.000000,2.323793,-0.701223
4.000000,-1.000000,-0.015547,3.668518
4.000000,-1.000000,-0.012248,3.668757
1.000000,-1.000000,2.168307,-1.038571
1.000000,-1.000000,-0.027732,3.628244
1.000000,-1.000000,-0.024557,3.628213
0.000000,-1.000000,1.874339,-0.464609
0.000000,-1.000000,-0.056894,3.697517
0.000000,-1.000000,-0.053954,3.697945
0.000000,-1.000000,1.740920,-0.714676
0.000000,-1.000000,-0.067132,3.668166
0.000000,-1.000000,1.709859,3.740874
0.000000,-2.000000,1.772853,-0.820612
0.000000,-2.000000,2.820089,4.017221
0.000000,-2.000000,3.520692,4.068085
0.000000,-3.000000,1.754779,-0.880394
0.000000,-3.000000,3.545207,4.063726
0.000000,-3.000000,3.985419,4.545231
0.000000,-3.000000,1.810018,-1.337447
0.000000,-3.000000,4.021656,4.496035
0.000000,-3.000000,4.051264,4.501685
-1.000000,-3.000000,1.405392,-1.579002
-1.000000,-3.000000,4.031993,4.478155
-1.000000,-3.000000,4.061277,4.483612
0.000000,-3.000000,0.966280,-2.160776
0.000000,-3.000000,3.365142,4.127078
0.000000,-3.000000,3.061809,4.130150
1.000000,-1.000000,0.655938,-2.375865
1.000000,-1.000000,3.046852,4.107238
1.000000,-1.000000,1.535821,3.699291
3.000000,-2.000000,0.639576,-2.432700
3.000000,-2.000000,0.839159,3.692605
3.000000,-2.000000,0.239870,3.692739
4.000000,-2.000000,0.921232,-2.612059
4.000000,-2.000000,0.277445,3.671206
4.000000,-2.000000,-0.082096,3.671196
6.000000,-1.000000,1.555727,-2.226179
6.000000,-1.000000,-0.004072,3.766121
6.000000,-1.000000,-0.002187,3.766740
0.000000,-2.000000,1.097379,-2.435966
0.000000,-2.000000,-0.055671,3.742017
0.000000,-2.000000,-0.054153,3.742468
0.000000,-2.000000,1.041839,-2.198818
0.000000,-2.000000,-0.059344,3.771566
0.000000,-2.000000,-0.057871,3.772207
-1.000000,-2.000000,0.897454,-2.036338
-1.000000,-2.000000,-0.073839,3.792476
-1.000000,-2.000000,-0.072481,3.793247
-2.000000,-4.000000,0.755368,-2.854406
-2.000000,-4.000000,-0.088287,3.695195
-2.000000,-4.000000,-0.087043,3.695312
-2.000000,-3.000000,0.547601,-2.700851
-2.000000,-3.000000,-0.110897,3.713978
-2.000000,-3.000000,-0.158139,4.242832
-3.000000,-4.000000,0.100173,-2.555474
-3.000000,-4.000000,-0.211430,4.264153
-3.000000,-4.000000,-0.211030,4.841760
-2.000000,-1.000000,0.042000,-2.410416
-2.000000,-1.000000,-0.217657,4.866999
-2.000000,-1.000000,-0.265623,5.924689
-1.000000,-3.000000,0.151921,-2.136656
-1.000000,-3.000000,-0.252311,6.561358
-1.000000,-3.000000,-0.252190,6.975773
-3.000000,-4.000000,-0.203616,-2.337291
-3.000000,-4.000000,-0.295017,6.973347
-3.000000,-4.000000,-0.295180,8.032607
-3.000000,-4.000000,-0.425888,-2.588182
-3.000000,-4.000000,-0.322193,8.030991
-3.000000,-4.000000,-0.322534,8.059480
-3.000000,0.000000,-0.808455,-1.854705
-3.000000,0.000000,-0.369089,8.176573
-3.000000,0.000000,-0.369736,8.205649
-1.000000,-1.000000,-0.735431,-1.941624
-1.000000,-1.000000,-0.361561,7.794950
-1.000000,-1.000000,-0.362150,7.393882
0.000000,-2.000000,-0.309123,-2.399054
0.000000,-2.000000,-0.311240,7.362191
0.000000,-2.000000,-0.311487,6.476526
-2.000000,-1.000000,-0.335243,-2.609113
-2.000000,-1.000000,-0.314890,5.805688
-2.000000,-1.000000,-0.315158,5.159257
-3.000000,0.000000,-0.514298,-3.064222
-3.000000,0.000000,-0.337056,5.112752
-3.000000,0.000000,-0.337468,3.888748
0.000000,-1.000000,-0.255519,-3.074907
0.000000,-1.000000,-0.306618,3.887405
0.000000,-1.000000,-0.306823,3.887345
-3.000000,0.000000,-0.638413,-3.039997
-3.000000,0.000000,-0.353281,3.891503
-3.000000,0.000000,-0.353792,3.891471
-2.000000,-2.000000,-0.549423,-3.590793
-2.000000,-2.000000,-0.343552,3.776583
-2.000000,-2.000000,-0.343992,3.775790
-2.000000,-3.000000,-0.556572,-3.305525
-2.000000,-3.000000,-0.345295,3.809458
-2.000000,-3.000000,-0.345740,3.808893
-1.000000,-5.000000,-0.527436,-3.029328
-1.000000,-5.000000,-0.342666,3.841693
-1.000000,-5.000000,-0.343088,3.768870
-1.000000,-4.000000,-0.535688,-2.998823
-1.000000,-4.000000,-0.344507,3.771731
-1.000000,-4.000000,-0.344935,3.770932
1.000000,-6.000000,-0.206185,-2.990031
1.000000,-6.000000,-0.305560,3.771195
1.000000,-6.000000,-0.305725,3.770403
0.000000,-5.000000,-0.181922,-2.513649
0.000000,-5.000000,-0.302959,3.827158
0.000000,-5.000000,-0.303104,3.826747
-1.000000,-5.000000,-0.236031,-2.511126
-1.000000,-5.000000,-0.309786,3.826641
-1.000000,-5.000000,-0.309975,3.826232
-2.000000,-6.000000,-0.438751,-2.568939
-2.000000,-6.000000,-0.334652,3.818840
-2.000000,-6.000000,-0.335003,3.770065
-1.000000,-3.000000,-0.543661,-2.012431
-1.000000,-3.000000,-0.348027,3.836515
-1.000000,-3.000000,-0.348462,3.836185
-1.000000,-4.000000,-0.576227,-2.096698
-1.000000,-4.000000,-0.352831,3.825676
-1.000000,-4.000000,-0.353292,3.825279
0.000000,-5.000000,-0.478004,-2.002074
0.000000,-5.000000,-0.341888,3.836312
0.000000,-5.000000,-0.342270,3.835990
0.000000,-3.000000,-0.396554,-1.953964
0.000000,-3.000000,-0.332814,3.841481
0.000000,-3.000000,-0.333131,3.648504
0.000000,-2.000000,-0.367045,-1.669817
0.000000,-2.000000,-0.329883,3.681265
0.000000,-2.000000,-0.330177,3.679929
2.000000,-2.000000,-0.111228,-1.403938
2.000000,-2.000000,-0.299568,3.710712
2.000000,-2.000000,-0.299657,3.253616
0.000000,-1.000000,-0.142904,-1.744702
0.000000,-1.000000,-0.303572,3.208289
0.000000,-1.000000,-0.303687,3.203853
0.000000,0.000000,-0.188615,-1.126633
0.000000,0.000000,-0.309323,3.274080
0.000000,0.000000,-0.309474,2.792295
-1.000000,0.000000,-0.465509,-0.968565
-1.000000,0.000000,-0.343074,2.519540
-1.000000,0.000000,-0.343446,2.108112
0.000000,-4.000000,-0.445387,-1.620634
0.000000,-4.000000,-0.341388,2.017687
0.000000,-4.000000,-0.341744,1.486120
1.000000,-5.000000,-0.332573,-1.966772
1.000000,-5.000000,-0.328472,1.428610
1.000000,-5.000000,-0.328738,1.412637
0.000000,-3.000000,-0.446691,-1.624748
0.000000,-3.000000,-0.342790,1.437980
0.000000,-3.000000,-0.343147,1.422280
1.000000,-2.000000,-0.135390,-1.668419
1.000000,-2.000000,-0.305899,1.401305
1.000000,-2.000000,-0.306008,1.385570
0.000000,-2.000000,-0.026423,-1.324026
0.000000,-2.000000,-0.292953,1.411438
0.000000,-2.000000,-0.292974,1.347659
-3.000000,0.000000,-0.585553,-0.930669
-3.000000,0.000000,-0.360538,1.379397
-3.000000,0.000000,-0.361006,1.013442
0.000000,-3.000000,-0.471384,-0.956264
0.000000,-3.000000,-0.347683,0.992486
0.000000,-3.000000,-0.348060,0.974601
0.000000,-4.000000,-0.482965,-0.983478
0.000000,-4.000000,-0.349836,0.953428
0.000000,-4.000000,-0.350223,0.935522
0.000000,-3.000000,-0.360181,-1.141396
0.000000,-3.000000,-0.335777,0.898539
0.000000,-3.000000,-0.336065,1.350593
0.000000,-2.000000,-0.217152,-1.138446
0.000000,-2.000000,-0.319075,1.408436
0.000000,-2.000000,-0.319249,1.764399
0.000000,-1.000000,-0.187604,-0.885735
0.000000,-1.000000,-0.315853,1.782816
0.000000,-1.000000,-0.316004,2.645962
0.000000,-1.000000,-0.105998,-1.007254
0.000000,-1.000000,-0.306296,3.038342
0.000000,-1.000000,-0.306380,3.446105
0.000000,-1.000000,-0.033426,-0.795849
0.000000,-1.000000,-0.297699,3.470837
0.000000,-1.000000,-0.297725,3.470201
0.000000,0.000000,-0.013042,-0.665725
0.000000,0.000000,-0.295290,3.485283
0.000000,0.000000,-0.295300,3.484750
-1.000000,0.000000,-0.048758,-0.729262
-1.000000,0.000000,-0.299625,3.476542
-1.000000,0.000000,-0.299664,3.475959
-1.000000,1.000000,-0.232506,-0.597009
-1.000000,1.000000,-0.321900,3.491352
-1.000000,1.000000,-0.322086,3.490874
0.000000,1.000000,-0.287379,-0.561504
0.000000,1.000000,-0.328900,3.494686
0.000000,1.000000,-0.329130,3.566716
0.000000,2.000000,-0.335510,-0.420253
0.000000,2.000000,-0.335174,3.583810
0.000000,2.000000,-0.335443,3.583954
0.000000,1.000000,-0.348645,0.105446
0.000000,1.000000,-0.337298,3.647602
0.000000,1.000000,-0.337577,3.696486
0.000000,2.000000,-0.300981,0.552032
0.000000,2.000000,-0.332098,3.751319
0.000000,2.000000,-0.332339,3.752560
0.000000,0.000000,-0.160359,0.542975
0.000000,0.000000,-0.315580,3.752584
0.000000,0.000000,-0.315721,3.753942
-1.000000,0.000000,-0.335965,0.650834
-1.000000,0.000000,-0.337062,3.768206
-1.000000,0.000000,-0.337331,3.769527
-1.000000,2.000000,-0.413523,0.885108
-1.000000,2.000000,-0.346936,3.798997
-1.000000,2.000000,-0.347300,3.800656
0.000000,2.000000,-0.189063,1.126572
0.000000,2.000000,-0.320516,3.831333
0.000000,2.000000,-0.320667,4.192700
0.000000,3.000000,-0.055688,1.516895
0.000000,3.000000,-0.304702,4.243511
0.000000,3.000000,-0.304751,5.181164
0.000000,0.000000,0.146701,0.929980
0.000000,0.000000,-0.280347,5.809289
0.000000,0.000000,-0.280230,6.460835
0.000000,4.000000,0.204243,1.731313
0.000000,4.000000,-0.273177,6.574801
0.000000,4.000000,-0.272998,7.467004
0.000000,5.000000,0.168205,2.540111
0.000000,5.000000,-0.277188,7.863840
0.000000,5.000000,-0.277053,7.940433
0.000000,3.000000,0.299350,1.956011
0.000000,3.000000,-0.261100,7.895652
0.000000,3.000000,-0.260837,7.570838
-1.000000,4.000000,0.254105,1.692906
-1.000000,4.000000,-0.266063,7.261163
-1.000000,4.000000,-0.265860,6.908281
0.000000,5.000000,0.284431,1.987454
0.000000,5.000000,-0.262016,6.963058
0.000000,5.000000,-0.261788,5.956829
0.000000,5.000000,0.246114,1.868500
0.000000,5.000000,-0.266189,5.611031
0.000000,5.000000,-0.265992,5.012737
0.000000,5.000000,0.160714,1.986425
0.000000,5.000000,-0.276112,5.035518
0.000000,5.000000,-0.275983,4.701799
1.000000,7.000000,0.272379,2.640104
1.000000,7.000000,-0.262365,4.787153
1.000000,7.000000,-0.262148,4.721585
0.000000,3.000000,0.206561,2.686332
0.000000,3.000000,-0.269881,4.733602
0.000000,3.000000,-0.269715,4.447497
1.000000,2.000000,0.417431,1.980120
1.000000,2.000000,-0.244077,4.366735
1.000000,2.000000,-0.243743,4.370720
1.000000,1.000000,0.511620,1.433365
1.000000,1.000000,-0.232031,4.308656
1.000000,1.000000,-0.231622,4.312202
1.000000,1.000000,0.568024,1.285838
1.000000,1.000000,-0.224399,4.297928
1.000000,1.000000,-0.223944,4.301357
0.000000,0.000000,0.416823,1.293805
0.000000,0.000000,-0.241755,4.305748
0.000000,0.000000,-0.241422,4.309183
0.000000,1.000000,0.436346,1.186598
0.000000,1.000000,-0.238730,4.251347
0.000000,1.000000,-0.238381,4.254376
0.000000,5.000000,0.415949,1.982291
0.000000,5.000000,-0.240495,4.353525
0.000000,5.000000,-0.240163,4.357191
2.000000,2.000000,0.595864,2.429741
2.000000,2.000000,-0.218096,4.414909
2.000000,2.000000,-0.217619,4.103656
0.000000,1.000000,0.529399,1.889354
0.000000,1.000000,-0.225172,4.040321
0.000000,1.000000,-0.224748,4.041833
1.000000,1.000000,0.682255,1.844206
1.000000,1.000000,0.322519,4.037890
1.000000,1.000000,0.326584,4.039366
0.000000,2.000000,0.596688,2.031458
0.000000,2.000000,0.320314,4.063461
0.000000,2.000000,1.185669,4.065086
0.000000,1.000000,0.477010,1.920665
0.000000,1.000000,1.654523,4.053328
0.000000,1.000000,2.114707,3.596932
1.000000,0.000000,0.550417,1.439789
1.000000,0.000000,2.139477,3.537339
1.000000,0.000000,2.791233,3.535451
3.000000,0.000000,0.963161,0.941218
3.000000,0.000000,2.861372,3.114060
3.000000,0.000000,3.513989,3.181853
4.000000,1.000000,1.262557,1.084272
4.000000,1.000000,3.575087,3.194927
4.000000,1.000000,3.600256,3.118354
2.000000,0.000000,0.924424,1.257488
2.000000,0.000000,3.584580,2.800756
2.000000,0.000000,3.609479,2.794082
5.000000,0.000000,1.264840,1.181751
5.000000,0.000000,3.675501,2.778259
5.000000,0.000000,3.397190,2.771525
4.000000,0.000000,1.252163,1.273209
4.000000,0.000000,3.042616,2.775838
4.000000,0.000000,2.762500,3.230885
6.000000,0.000000,1.498433,0.901843
6.000000,0.000000,2.811171,3.182403
6.000000,0.000000,2.407994,3.541897
8.000000,0.000000,1.993013,0.986862
8.000000,0.000000,2.411658,3.550648
8.000000,0.000000,2.427972,3.549198
2.000000,0.000000,1.488292,1.288942
2.000000,0.000000,2.383316,3.584239
2.000000,0.000000,2.052198,3.920607
4.000000,-1.000000,1.577199,1.088091
4.000000,-1.000000,2.076609,3.897375
4.000000,-1.000000,1.599245,3.898246
4.000000,0.000000,1.809730,0.650288
4.000000,0.000000,1.637877,3.846230
4.000000,0.000000,0.870753,3.846750
3.000000,0.000000,1.912538,0.535550
3.000000,0.000000,0.596660,3.833410
3.000000,0.000000,0.552110,3.833838
1.000000,0.000000,1.630362,0.719131
1.000000,0.000000,0.521473,3.856443
1.000000,0.000000,0.234017,3.857018
1.000000,0.000000,1.575499,0.606675
1.000000,0.000000,0.228694,3.844009
1.000000,0.000000,0.229954,3.844494
0.000000,0.000000,1.351110,0.758658
0.000000,0.000000,0.204108,3.863339
0.000000,0.000000,0.205189,3.863946
0.000000,0.000000,1.175206,0.813703
0.000000,0.000000,0.185021,3.871202
0.000000,0.000000,0.185961,3.871853
0.000000,0.000000,1.152755,0.670589
0.000000,0.000000,0.184189,3.855216
0.000000,0.000000,0.185112,3.855752
0.000000,0.000000,1.118421,0.806603
0.000000,0.000000,0.181886,3.872720
0.000000,0.000000,0.182781,3.873365
1.000000,0.000000,1.310986,0.131403
1.000000,0.000000,0.206938,3.792446
1.000000,0.000000,0.207986,3.792551
0.000000,0.000000,1.199488,0.032074
0.000000,0.000000,0.195566,3.780657
0.000000,0.000000,0.196526,3.780683
0.000000,0.000000,1.003172,0.345942
0.000000,0.000000,0.173770,3.818624
0.000000,0.000000,0.174573,3.818901
0.000000,0.000000,1.017792,0.247452
0.000000,0.000000,0.225462,3.807280
0.000000,0.000000,0.178276,3.807478
0.000000,0.000000,1.027076,-0.052897
0.000000,0.000000,0.180212,3.771394
0.000000,0.000000,0.229353,3.771351
0.000000,1.000000,0.820103,0.063772
0.000000,1.000000,0.205493,3.785403
0.000000,1.000000,0.206469,3.785454
2.000000,0.000000,1.058969,0.223091
2.000000,0.000000,0.236300,3.804750
2.000000,0.000000,0.237467,3.804929
1.000000,0.000000,1.044538,0.210337
1.000000,0.000000,0.236891,3.803567
1.000000,0.000000,0.238046,3.803735
-1.000000,0.000000,0.701801,-0.042794
-1.000000,0.000000,0.197799,3.773325
-1.000000,0.000000,0.606859,3.773291
0.000000,1.000000,0.677262,0.007773
0.000000,1.000000,1.085609,3.851845
0.000000,1.000000,1.424831,3.852331
2.000000,1.000000,0.937595,-0.090003
2.000000,1.000000,1.465302,3.841006
2.000000,1.000000,1.876817,3.841414
4.000000,0.000000,1.457680,-0.252364
4.000000,0.000000,1.951593,3.822209
4.000000,0.000000,1.963959,3.822487
1.000000,0.000000,1.363266,-0.266136
1.000000,0.000000,1.964920,3.821102
1.000000,0.000000,1.977211,3.821369
1.000000,-1.000000,1.105370,-0.511436
1.000000,-1.000000,1.958347,3.792004
1.000000,-1.000000,1.625863,3.792075
2.000000,0.000000,0.985864,-0.407358
2.000000,0.000000,1.621271,3.804718
2.000000,0.000000,1.094687,3.804872
3.000000,0.000000,1.100759,-0.200071
3.000000,0.000000,1.114795,3.830067
3.000000,0.000000,1.048635,3.757906
2.000000,-1.000000,1.041170,-0.683775
2.000000,-1.000000,1.047277,3.699315
2.000000,-1.000000,1.125551,3.698768
1.000000,0.000000,0.914850,-0.718659
1.000000,0.000000,1.116564,3.694007
1.000000,0.000000,1.122736,3.693432
0.000000,-1.000000,0.576583,-0.459019
0.000000,-1.000000,1.088045,3.724222
0.000000,-1.000000,1.093946,3.723855
0.000000,-1.000000,0.358721,-0.341524
0.000000,-1.000000,1.073530,3.737681
0.000000,-1.000000,1.079257,3.737407
0.000000,0.000000,0.279118,0.036953
0.000000,0.000000,1.075367,3.782854
0.000000,0.000000,0.668233,3.782884
2.000000,-1.000000,0.476144,0.240073
2.000000,-1.000000,0.380269,3.807450
2.000000,-1.000000,0.381290,3.807642
0.000000,-2.000000,0.455440,-0.434959
0.000000,-2.000000,0.379810,3.726290
0.000000,-2.000000,0.380814,3.725942
0.000000,-5.000000,0.360689,-0.952890
0.000000,-5.000000,0.370372,3.663028
0.000000,-5.000000,0.371301,3.662266
-1.000000,-4.000000,0.092210,-1.210357
-1.000000,-4.000000,0.339797,3.630402
-1.000000,-4.000000,0.292191,3.629433
-1.000000,-1.000000,0.072214,-0.967018
-1.000000,-1.000000,0.290169,3.657860
-1.000000,-1.000000,0.290547,3.657087
-2.000000,-2.000000,-0.065802,-0.976424
-2.000000,-2.000000,0.274253,3.655177
-2.000000,-2.000000,0.274520,3.654396
-2.000000,0.000000,-0.185752,-0.761114
-2.000000,0.000000,0.211977,3.679624
-2.000000,0.000000,0.211829,3.679015
0.000000,-1.000000,0.113036,-0.683545
0.000000,-1.000000,0.247774,3.687777
0.000000,-1.000000,0.247864,3.687230
0.000000,-1.000000,0.202301,-0.578041
0.000000,-1.000000,0.258738,3.530760
0.000000,-1.000000,0.258900,3.480857
-1.000000,-1.000000,0.104380,-0.869866
-1.000000,-1.000000,0.247233,3.443702
-1.000000,-1.000000,0.247316,3.082191
-1.000000,-1.000000,0.110983,-0.970417
-1.000000,-1.000000,0.248197,3.065508
-1.000000,-1.000000,0.248286,3.060892
-1.000000,0.000000,0.043749,-0.888305
-1.000000,0.000000,0.240253,3.066195
-1.000000,0.000000,0.240288,2.703877
-1.000000,-3.000000,-0.020792,-1.794546
-1.000000,-3.000000,0.232527,2.587453
-1.000000,-3.000000,0.232510,2.579777
-1.000000,-3.000000,-0.156804,-2.117546
-1.000000,-3.000000,0.216063,2.533083
-1.000000,-3.000000,0.215938,2.525149
-2.000000,-3.000000,-0.507544,-1.868688
-2.000000,-3.000000,0.221763,2.547277
-2.000000,-3.000000,0.221677,2.539542
0.000000,-1.000000,-0.265612,-1.616952
0.000000,-1.000000,0.250816,2.562217
0.000000,-1.000000,0.250924,2.554684
-1.000000,-2.000000,-0.338530,-1.366332
-1.000000,-2.000000,0.290543,2.577425
-1.000000,-2.000000,0.290912,2.570092
-2.000000,-1.000000,-0.622569,-1.218863
-2.000000,-1.000000,0.256969,2.580573
-2.000000,-1.000000,1.145788,1.403037
-1.000000,-2.000000,-0.555055,-1.329509
-1.000000,-2.000000,1.564489,0.928974
-1.000000,-2.000000,1.928234,0.514826
0.000000,-5.000000,-0.396486,-1.655019
0.000000,-5.000000,1.958625,0.454600
0.000000,-5.000000,2.018308,0.360957
0.000000,-1.000000,-0.288897,-1.343527
0.000000,-1.000000,2.042987,0.376941
0.000000,-1.000000,2.054756,0.355546
-1.000000,-2.000000,-0.439270,-1.341082
-1.000000,-2.000000,2.048360,0.334447
-1.000000,-2.000000,1.401718,0.688116
1.000000,-2.000000,-0.399582,-1.292423
1.000000,-2.000000,1.120747,1.170016
1.000000,-2.000000,0.785890,1.622671
1.000000,-1.000000,-0.470559,-0.717721
1.000000,-1.000000,0.780516,1.679380
1.000000,-1.000000,0.711180,2.374068
0.000000,-4.000000,-0.668309,-0.851933
0.000000,-4.000000,0.231309,2.422721
0.000000,-4.000000,0.230774,2.829391
4.000000,-7.000000,-0.072311,-1.474393
4.000000,-7.000000,0.302236,2.749676
4.000000,-7.000000,0.302179,2.792977
0.000000,-1.000000,-0.223670,-1.650749
0.000000,-1.000000,0.283837,3.203269
0.000000,-1.000000,0.331978,3.201309
0.000000,-1.000000,-0.229199,-1.629356
0.000000,-1.000000,0.331451,3.201932
0.000000,-1.000000,0.331587,3.296629
0.000000,-1.000000,-0.228375,-1.748321
0.000000,-1.000000,0.331824,3.280955
0.000000,-1.000000,0.331961,3.279556
0.000000,-1.000000,-0.155616,-1.998168
0.000000,-1.000000,0.340887,3.247976
0.000000,-1.000000,0.292763,3.439777
-1.000000,-2.000000,-0.352622,-2.142800
-1.000000,-2.000000,0.268840,3.421987
-1.000000,-2.000000,0.268558,3.421552
0.000000,0.000000,-0.413121,-2.100092
0.000000,0.000000,0.260968,3.426277
0.000000,0.000000,0.260637,3.425877
0.000000,0.000000,-0.467165,-1.635832
0.000000,0.000000,0.253778,3.481560
0.000000,0.000000,0.253405,3.481531
2.000000,0.000000,-0.120451,-1.404806
2.000000,0.000000,0.294914,3.509410
2.000000,0.000000,0.294818,3.437087
-3.000000,0.000000,-0.672637,-1.204244
-3.000000,0.000000,0.228017,3.460990
-3.000000,0.000000,0.227479,3.460827
-1.000000,0.000000,-0.778484,-0.832294
-1.000000,0.000000,0.214155,3.505595
-1.000000,0.000000,0.213532,3.505729
0.000000,0.000000,-0.683670,-0.676987
0.000000,0.000000,0.224363,3.524624
0.000000,0.000000,0.223816,3.524883
-1.000000,0.000000,-0.720660,-0.550006
-1.000000,0.000000,0.218801,3.540481
-1.000000,0.000000,0.218224,3.540841
0.000000,0.000000,-0.573518,-0.498228
0.000000,0.000000,0.235422,3.547456
0.000000,0.000000,0.234963,3.620337
-1.000000,-1.000000,-0.625684,-0.975696
-1.000000,-1.000000,0.228203,3.563540
-1.000000,-1.000000,0.227702,3.564040
-2.000000,-4.000000,-0.795039,-1.618031
-2.000000,-4.000000,0.206744,3.486945
-2.000000,-4.000000,0.206108,3.486931
-2.000000,-3.000000,-0.873511,-1.679301
-2.000000,-3.000000,0.195992,3.479515
-2.000000,-3.000000,0.195294,3.479451
-2.000000,-1.000000,-0.921413,-1.261111
-2.000000,-1.000000,0.188808,3.529905
-2.000000,-1.000000,-0.004452,3.530176
-2.000000,0.000000,-1.094947,-0.647563
-2.000000,0.000000,-0.027432,3.604564
-2.000000,0.000000,-0.077908,3.605326
-1.000000,1.000000,-1.079852,-0.280564
-1.000000,1.000000,-0.437718,3.650422
-1.000000,1.000000,-0.442582,3.651477
0.000000,1.000000,-0.953180,0.354030
0.000000,1.000000,-0.432144,3.729192
0.000000,1.000000,-0.842345,3.730755
0.000000,0.000000,-0.819579,0.201028
0.000000,0.000000,-1.285054,3.713835
0.000000,0.000000,-1.295469,3.715276
0.000000,0.000000,-0.730873,0.261676
0.000000,0.000000,-1.295169,3.724043
0.000000,0.000000,-1.730843,3.725533
-3.000000,0.000000,-1.219279,0.392579
-3.000000,0.000000,-1.803067,3.742835
-3.000000,0.000000,-2.621869,3.744429
-6.000000,0.000000,-2.077936,0.249672
-6.000000,0.000000,-2.744650,3.728760
-6.000000,0.000000,-3.683981,3.730240
-3.000000,1.000000,-2.086113,0.381703
-3.000000,1.000000,-3.759272,3.747669
-3.000000,1.000000,-3.785581,3.749254
-2.000000,1.000000,-1.887442,0.523805
-2.000000,1.000000,-3.787890,3.768005
-2.000000,1.000000,-3.460429,3.769704
-3.000000,1.000000,-1.765169,0.635905
-3.000000,1.000000,-3.469569,3.784945
-3.000000,1.000000,-2.946181,3.786734
-6.000000,3.000000,-2.105230,1.354146
-6.000000,3.000000,-3.007552,3.875286
-6.000000,3.000000,-2.531893,3.877649
-5.000000,2.000000,-2.095277,1.300505
-5.000000,2.000000,-2.078466,3.873533
-5.000000,2.000000,-2.092782,3.875853
-5.000000,3.000000,-1.998765,1.688899
-5.000000,3.000000,-2.095440,3.925092
-5.000000,3.000000,-1.497488,3.927723
-5.000000,2.000000,-2.080225,1.722490
-5.000000,2.000000,-0.860371,3.861932
-5.000000,2.000000,-0.525708,3.936590
-3.000000,4.000000,-1.772392,1.791018
-3.000000,4.000000,-0.492266,3.947526
-3.000000,4.000000,-0.180812,3.877759
-3.000000,2.000000,-1.553417,1.393415
-3.000000,2.000000,-0.155777,3.831961
-3.000000,2.000000,-0.157020,3.833876
-6.000000,0.000000,-2.219149,0.906809
-6.000000,0.000000,-0.238683,3.777009
-6.000000,0.000000,-0.240458,3.851014
-3.000000,0.000000,-2.361312,0.821844
-3.000000,0.000000,-0.259407,3.842756
-3.000000,0.000000,-0.261296,3.844693
-1.000000,1.000000,-2.093067,0.884176
-1.000000,1.000000,-0.230781,3.854160
-1.000000,1.000000,-0.232455,3.856148
0.000000,0.000000,-1.847712,0.653101
0.000000,0.000000,-0.204491,3.830221
0.000000,0.000000,-0.205969,3.832024
-1.000000,2.000000,-1.681768,0.664056
-1.000000,2.000000,-0.187401,3.835150
-1.000000,2.000000,-0.188747,3.836961
0.000000,1.000000,-1.315051,0.615332
0.000000,1.000000,-0.145793,3.832886
0.000000,1.000000,-0.146845,3.882978
0.000000,1.000000,-1.111411,0.445396
0.000000,1.000000,-0.123297,3.864542
0.000000,1.000000,-0.124186,3.866499
0.000000,0.000000,-0.969019,0.310416
0.000000,0.000000,-0.107874,3.852149
0.000000,0.000000,-0.108650,3.853998
-2.000000,0.000000,-1.288985,0.629754
-2.000000,0.000000,-0.148077,3.894422
-2.000000,0.000000,-0.149108,4.543612
0.000000,1.000000,-1.268007,1.111471
0.000000,1.000000,-0.147605,5.131765
0.000000,1.000000,-0.148619,5.615148
0.000000,2.000000,-1.033239,1.084429
0.000000,2.000000,-0.121274,5.625410
0.000000,2.000000,-0.122100,6.492086
0.000000,0.000000,-0.826837,0.828482
0.000000,0.000000,-0.097994,6.480435
0.000000,0.000000,-0.098655,6.571978
-2.000000,7.000000,-1.103508,1.129199
-2.000000,7.000000,-0.132738,6.627848
-2.000000,7.000000,-0.133621,6.647631
0.000000,3.000000,-1.050660,1.504679
0.000000,3.000000,-0.128120,6.712772
0.000000,3.000000,-0.128960,6.407697
-1.000000,2.000000,-1.024220,1.101346
-1.000000,2.000000,-0.126607,6.376978
