I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22,I23
198210.000000,1000.000000,1041.295410,-4.713602,-48.862003,42.951721,26.950937,0.000000,7.717347,-1.080428,0.478423,0.000000,-0.602005,88.200005,49.073601,5.477696,2.089778,0.000000,7.567474,-0.382005,5.767474,0.148727,2.136427,-3.325508
198230.000000,1000.000000,1041.919922,-26.963682,-9.168223,-37.070152,7.679015,0.000000,8.882615,-1.243566,0.476647,0.000000,-0.766919,90.599998,46.969002,6.108340,2.097050,0.000000,8.205390,-0.546919,6.405390,0.124930,2.258564,-3.357827
198250.000000,1000.000000,1042.576538,-42.402538,-20.567705,-66.823830,-31.390913,0.000000,10.200396,-1.428055,0.474607,0.000000,-0.953449,90.599998,46.587688,6.161724,2.105852,0.000000,8.267576,-0.733449,6.467576,0.061774,2.380216,-3.381697
198270.000000,1000.000000,1036.921509,-5.192162,-56.956490,-77.534294,-17.375320,0.000000,9.664561,-1.353039,0.472674,0.000000,-0.880365,94.599998,48.071194,6.514033,2.110505,0.000000,8.624538,-0.660365,6.824538,0.103690,2.674203,-3.405863
198290.000000,1000.000000,1033.481323,-1.009725,-53.561821,-91.450836,17.958975,0.000000,9.058296,-1.268161,0.470862,0.000000,-0.797299,104.800003,49.762104,7.705306,2.112664,0.000000,9.817970,-0.577299,8.017970,0.205653,3.058573,-3.412888
198310.000000,1000.000000,1032.867065,-8.891942,-39.516697,-56.755524,70.111801,0.000000,9.423388,-1.319274,0.468978,0.000000,-0.850297,112.599998,51.144524,8.603766,2.115815,0.000000,10.719582,-0.630297,8.919581,0.142559,3.408911,-3.418947
198330.000000,1000.000000,1031.854858,-10.933300,-44.739830,20.458340,-12.548359,0.000000,10.648197,-1.490748,0.466848,0.000000,-1.023900,116.000000,51.871674,8.977965,2.123360,0.000000,11.101325,-0.803900,9.301325,0.095276,3.808374,-3.426845
198350.000000,1000.000000,1030.828857,-42.701084,-42.585564,17.117744,-80.904640,0.000000,11.488014,-1.608322,0.464550,0.000000,-1.143772,115.599998,51.183853,9.018260,2.136243,0.000000,11.154503,-0.923772,9.354503,0.127390,4.252326,-3.409706
198370.000000,1000.000000,1029.859497,-37.949326,-40.079227,-90.239082,-26.070929,0.000000,11.145866,-1.560421,0.462321,0.000000,-1.098100,112.599998,50.545452,8.687636,2.144517,0.000000,10.832153,-0.878100,9.032153,0.179813,4.715158,-3.388208
198390.000000,1000.000000,1029.942627,-5.457277,-47.238903,-177.194412,-3.120958,0.000000,10.584248,-1.481795,0.460204,0.000000,-1.021590,109.800003,52.138714,8.072580,2.152754,0.000000,10.225334,-0.801590,8.425334,0.227237,5.211661,-3.356204
198410.000000,1000.000000,1030.300537,-3.928892,-79.097153,-87.328606,-5.050951,0.000000,10.273313,-1.438264,0.458150,0.000000,-0.980114,109.800003,56.243896,7.497855,2.163465,0.000000,9.661321,-0.760114,7.861320,0.205017,5.722504,-3.310184
198430.000000,1000.000000,1030.197632,-6.946892,-45.362354,33.971115,-51.198441,0.000000,10.006480,-1.400907,0.456148,0.000000,-0.944759,113.200005,57.603909,7.783453,2.170006,0.000000,9.953460,-0.724759,8.153460,0.121741,6.180137,-3.248574
198450.000000,1000.000000,1030.183228,-36.693016,-45.739220,20.487282,-78.279030,0.000000,9.885972,-1.384036,0.454171,0.000000,-0.929865,113.200005,56.586792,7.925850,2.181329,0.000000,10.107179,-0.709865,8.307178,0.071260,6.498203,-3.179783
198470.000000,1000.000000,1032.357910,-4.118296,-54.669888,-66.186295,-26.932249,0.000000,8.402459,-1.176344,0.452491,0.000000,-0.723854,113.200005,56.140663,7.988308,2.192741,0.000000,10.181049,-0.503854,8.381049,0.032003,6.666578,-3.101255
198490.000000,1000.000000,1031.633179,-8.565157,-36.856976,-138.084534,-4.912169,0.000000,7.905936,-1.106831,0.450909,0.000000,-0.655922,113.200005,56.774925,7.899511,2.204026,0.000000,10.103538,-0.435922,8.303537,0.046680,6.708240,-3.011633
198510.000000,1000.000000,1033.135498,-10.354205,-32.712051,-186.549667,-20.704424,0.000000,7.910914,-1.107528,0.449327,0.000000,-0.658201,116.000000,58.521809,8.046947,2.212237,0.000000,10.259184,-0.438201,8.459184,0.080257,6.625618,-2.909940
198530.000000,1000.000000,1034.244507,-20.858603,-55.478413,-118.284248,-41.819183,0.000000,7.942288,-1.111920,0.447739,0.000000,-0.664182,116.000000,61.734413,7.597182,2.223090,0.000000,9.820272,-0.444182,8.020272,0.061012,6.609933,-2.784529
198550.000000,1000.000000,1034.681152,-17.843578,-67.585938,-49.473003,-26.945051,0.000000,7.570085,-1.059812,0.446225,0.000000,-0.613587,116.000000,64.125435,7.262439,2.233465,0.000000,9.495905,-0.393587,7.695905,-0.000355,6.680320,-2.659945
198570.000000,1000.000000,1033.002686,-16.678032,-49.231018,-84.796906,1.299736,0.000000,7.420292,-1.038841,0.444741,0.000000,-0.594100,116.000000,64.640686,7.190304,2.243737,0.000000,9.434041,-0.374100,7.634041,-0.091828,6.660334,-2.538975
198590.000000,1000.000000,1031.271362,-13.654348,-49.761421,-146.380905,-49.758217,0.000000,7.618868,-1.066641,0.443217,0.000000,-0.623425,116.599998,65.699997,7.126000,2.253917,0.000000,9.379917,-0.403425,7.579917,-0.128805,6.662281,-2.407764
198610.000000,1000.000000,1030.909424,2.844892,-9.441238,-210.438614,-23.705673,0.000000,6.403012,-0.896422,0.441936,0.000000,-0.454485,116.599998,66.550545,7.006924,2.263927,0.000000,9.270851,-0.234485,7.470851,-0.114008,6.639919,-2.275035
198630.000000,1000.000000,1029.032959,-47.886662,-158.783661,-242.829407,93.067291,0.000000,7.441095,-1.041753,0.440448,0.000000,-0.601305,116.599998,73.419769,6.045232,2.272563,0.000000,8.317795,-0.381305,6.517795,-0.177702,6.443438,-2.144723
198650.000000,1000.000000,1026.170044,-1.209379,-30.858274,-226.141556,58.403297,0.000000,9.111461,-1.275604,0.438626,0.000000,-0.836979,116.599998,77.010139,5.542580,2.280481,0.000000,7.823061,-0.616979,6.023061,-0.253838,6.148505,-1.995405
198670.000000,1000.000000,1025.083740,2.645199,15.405383,-195.227127,-51.025913,0.000000,9.683917,-1.355748,0.436689,0.000000,-0.919059,123.400009,77.983582,6.358300,2.283152,0.000000,8.641452,-0.699059,6.841452,-0.238779,5.983074,-1.832160
198690.000000,1000.000000,1024.424927,-3.544807,-44.319805,-246.665436,19.971321,0.000000,8.583087,-1.201632,0.434972,0.000000,-0.766660,127.199997,80.203171,6.579556,2.288099,0.000000,8.867655,-0.546660,7.067655,-0.314599,5.887292,-1.685675
198710.000000,1000.000000,1024.025269,-0.483950,-11.175046,-199.214767,143.994934,0.000000,8.730397,-1.222256,0.433226,0.000000,-0.789029,130.600006,82.209335,6.774694,2.293792,0.000000,9.068486,-0.569029,7.268486,-0.459402,5.799921,-1.552115
198730.000000,1000.000000,1024.458740,-0.483803,-11.171652,-105.811699,166.821976,0.000000,11.097178,-1.553605,0.431007,0.000000,-1.122598,130.600006,83.150253,6.642965,2.303282,0.000000,8.946247,-0.902598,7.146247,-0.658252,5.719443,-1.443418
