t_s,target_mm,logged_h_mm,tof_obs_mm,tof_spread_mm,acc_up_mps2,logged_vz_mps,logged_throttle,logged_polluted,logged_gate_reason,A_trimmed_lpf_h_mm,A_trimmed_lpf_vz_mps,A_trimmed_lpf_accepted,A_trimmed_lpf_polluted,B_huber_ab_h_mm,B_huber_ab_vz_mps,B_huber_ab_accepted,B_huber_ab_polluted,C_physical_gate_ab_h_mm,C_physical_gate_ab_vz_mps,C_physical_gate_ab_accepted,C_physical_gate_ab_polluted,D_pollution_fsm_h_mm,D_pollution_fsm_vz_mps,D_pollution_fsm_accepted,D_pollution_fsm_polluted,E_recommended_mcu_h_mm,E_recommended_mcu_vz_mps,E_recommended_mcu_accepted,E_recommended_mcu_polluted,F_ported_c_logic_h_mm,F_ported_c_logic_vz_mps,F_ported_c_logic_accepted,F_ported_c_logic_polluted
9.141,0.0,121.859726,122.21176725,66.702233,-0.000788,0.0,0.0,0.0,0.0,121.859723216769,0.00039128518604586264,1,0,122.00847974469693,0.001687919793807053,1,0,121.99420601587171,0.0013629868941608656,1,0,122.01166317550955,0.0024132459206481593,1,0,121.98207953201752,0.0018958494916547699,1,0,121.859723216769,0.00039128518604586264,1,0
9.151,0.0,121.716461,121.2120685,66.702233,0.00046,0.0,0.0,0.0,0.0,121.7164619934197,-0.0028642053575939747,1,0,121.87876470682606,-0.00036931938976488064,1,0,121.84858072889912,-0.0008775157759276584,1,0,121.90380353570414,0.000742953281193733,1,0,121.85879598059846,0.0002907176502593145,1,0,121.7164619934197,-0.0028642053575939747,1,0
9.161,0.0,121.826073,122.21199425000002,67.70217199999999,-0.000813,0.0,0.0,0.0,0.0,121.82607372857527,0.0001939684491469697,1,0,121.93575303198624,0.00047719973648945616,1,0,121.91430050017395,0.00017156150622285192,1,0,121.95928015691788,0.0013357605700059236,1,0,121.92470979565188,0.0009858311765984411,1,0,121.82607372857527,0.0001939684491469697,1,0
9.171,0.0,121.800827,121.71193125000002,65.70192,-0.0003,0.0,0.0,0.0,0.0,121.80082541231442,-0.0004074301274941823,1,0,121.89931576350034,-0.0001017025080344761,1,0,121.87518061726846,-0.0004021268942788783,1,0,121.9308079807112,0.0008007278911840098,1,0,121.89436852584792,0.0005256247434667633,1,0,121.80082541231442,-0.0004074301274941823,1,0
9.181,0.0,121.725883,121.4620285,66.70193500000002,-0.002143,0.0,0.0,0.0,0.0,121.72588353531047,-0.001975020902619869,1,0,121.81975624601289,-0.0011940248424044582,1,0,121.78933106081207,-0.001547950588178351,1,0,121.86242971478049,-0.0001644730133956707,1,0,121.82076643334828,-0.0003604446968273736,1,0,121.72588353531047,-0.001975020902619869,1,0
9.191,0.0,121.667473,121.46182449999998,65.701684,-0.002063,0.0,0.0,0.0,0.0,121.66747367669979,-0.002830172351428764,1,0,121.74565901817847,-0.0020445581105564678,1,0,121.71153697199128,-0.0024105907342661234,1,0,121.79693393027621,-0.000964421279157493,1,0,121.75322019862931,-0.0010688537425440682,1,0,121.66747367669979,-0.002830172351428764,1,0
9.201,0.0,121.732674,121.96222275,67.70176800000002,0.001775,0.0,0.0,0.0,0.0,121.73267217171379,-0.0007619475175829997,1,0,121.76814842654738,-0.0014195372283718494,1,0,121.74261064897763,-0.0016142924733452092,1,0,121.81538685207454,-0.0006019727855910188,1,0,121.78222935869749,-0.000611150164936403,1,0,121.73267217171379,-0.0007619475175829997,1,0
9.211,0.0,121.672737,121.46171575,70.69912099999999,0.001559,0.0,0.0,0.0,0.0,121.67273661123069,-0.0019191793245797583,1,0,121.7015441182753,-0.002127089719566085,1,0,121.67367141679321,-0.0023368763823879927,1,0,121.75381704213764,-0.0012886261247295056,1,0,121.71961982494976,-0.0012286787416081102,1,0,121.67273661123069,-0.0019191793245797583,1,0
9.221,0.0,121.62606,121.46171575,70.69912099999999,-0.001668,0.0,0.0,0.0,0.0,121.62605879672645,-0.0025271701148164047,1,0,121.64117399192081,-0.002644814160116534,1,0,121.61274553448605,-0.002845447864265319,1,0,121.69633940038237,-0.0018373700024878685,1,0,121.66325253686284,-0.0017043036991738407,1,0,121.62605879672645,-0.0025271701148164047,1,0
9.231,0.0,121.534431,121.211815,67.70018099999999,-0.003318,0.0,0.0,0.0,0.0,121.53442806889056,-0.003995031785148935,1,0,121.5424863980038,-0.0036182634538239403,1,0,121.50997039250386,-0.00386717325938618,1,0,121.6034857592205,-0.002757518129178458,1,0,121.5681873078493,-0.0025529168945381785,1,0,121.53442806889056,-0.003995031785148935,1,0
9.241,0.0,121.518364,121.461813,67.70018099999999,-0.003116,0.0,0.0,0.0,0.0,121.51836561565197,-0.003466632219911592,1,0,121.49870214564658,-0.003681130409475647,1,0,121.46966104578874,-0.003862201687052906,1,0,121.55783948306298,-0.002964186231369935,1,0,121.52838169587925,-0.002681659813996291,1,0,121.51836561565197,-0.003466632219911592,1,0
9.25,0.0,121.39521,120.961622,65.701143,-0.00193,0.0,0.0,0.0,0.0,121.39521392786976,-0.005423928506609669,1,0,121.37227149011285,-0.004880788606116589,1,0,121.33743371926954,-0.00514278068762573,1,0,121.43776533147283,-0.004071692967801054,1,0,121.40468144530334,-0.0037249627102090973,1,0,121.39521392786976,-0.005423928506609669,1,0
9.261,0.0,121.188843,120.46228025,67.70193599999999,0.001882,0.0,0.0,0.0,0.0,121.18884899832497,-0.00878894776247837,1,0,121.16907408592094,-0.006959613032881341,1,0,121.12170231436964,-0.007395566106043179,1,0,121.24785597555694,-0.005898006832306233,1,0,121.20498585493839,-0.0054777423547715184,1,0,121.18884899832497,-0.00878894776247837,1,0
9.271,0.0,121.028107,120.46219425000001,68.70231799999999,0.002756,0.0,0.0,0.0,0.0,121.02811296799548,-0.010400313508306435,1,0,120.98565681978859,-0.008447007306255755,1,0,120.93127191393586,-0.008957870268758198,1,0,121.07314394537038,-0.00728870809581739,1,0,121.02707353985,-0.006769196584937706,1,0,121.02811296799548,-0.010400313508306435,1,0
9.281,0.0,120.958153,120.71186800000001,70.70221000000001,0.001659,0.0,0.0,0.0,0.0,120.95815958107488,-0.00964713307895277,1,0,120.86816875991401,-0.008794340403716804,1,0,120.81647134262012,-0.009231085265241008,1,0,120.95475198166629,-0.007791130009302757,1,0,120.91568214756046,-0.007162277813140337,1,0,120.95815958107488,-0.00964713307895277,1,0
9.29,0.0,121.014305,121.21200150000001,70.702889,0.001687,0.0,0.0,0.0,0.0,121.01430941354111,-0.006271152947735357,1,0,120.85904751578867,-0.0075838155775045215,1,0,120.82249417079538,-0.0077721247603724005,1,0,120.93114637488232,-0.007041479430358084,1,0,120.91119066320285,-0.006318628178145247,1,0,121.01430941354111,-0.006271152947735357,1,0
9.301,0.0,121.33448,122.46174450000001,72.70063099999999,0.001767,0.0,0.0,0.0,0.0,121.33448205466583,0.002198244905982372,1,0,121.08630022862721,-0.003273980187217567,1,0,121.08881728053416,-0.0028856242446381984,1,0,121.11751184899829,-0.0037673301050980437,1,0,121.13927652813146,-0.0029956666167692833,1,0,121.33448205466583,0.002198244905982372,1,0
9.311,0.0,121.805,123.46160700000001,69.70098200000001,0.003492,0.0,0.0,0.0,0.0,121.80500209257374,0.012119896371302202,1,0,121.48745446110216,0.002799125256132945,1,0,121.5405769524098,0.0038738211643739398,1,0,121.46129075504457,0.001039286522037336,1,0,121.53314296540417,0.0017580771985697048,1,0,121.80500209257374,0.012119896371302202,1,0
9.321,0.0,121.839737,121.96205525,64.70257600000002,0.002246,0.0,0.0,0.0,0.0,121.83974225099644,0.010207427598280123,1,0,121.59551876359755,0.0038779966651033056,1,0,121.65558921154967,0.004912206087306365,1,0,121.5500897404747,0.0020138067175915,1,0,121.62457479196426,0.0025581981089710165,1,0,121.83974225099644,0.010207427598280123,1,0
9.331,0.0,121.866737,121.96180875,65.70228700000001,-0.000243,0.0,0.0,0.0,0.0,121.86674336057602,0.008546809157441014,1,0,121.69277055131403,0.004639700625754715,1,0,121.7557339034512,0.005583859989354107,1,0,121.63270792450224,0.0027768046444578776,1,0,121.70593648163685,0.003143539340661207,1,0,121.86674336057602,0.008546809157441014,1,0
9.341,0.0,121.887764,121.96180875,65.70228700000001,-0.003992,0.0,0.0,0.0,0.0,121.88777182471661,0.0071214045986048,1,0,121.77862318743172,0.005122609685174133,1,0,121.84110917187665,0.005942485912892312,1,0,121.7083956049652,0.003345215629048547,1,0,121.77733475559674,0.003540334822266573,1,0,121.88777182471661,0.0071214045986048,1,0
9.351,0.0,121.848839,121.71180700000002,65.70260000000002,-0.000761,0.0,0.0,0.0,0.0,121.8488484054893,0.004685163868085492,1,0,121.80796223182116,0.00475147284531986,1,0,121.86230104993143,0.005354809879003453,1,0,121.73674873502195,0.0032510085893725257,1,0,121.79412568364877,0.003285311022740486,1,0,121.8488484054893,0.004685163868085492,1,0
9.361,0.0,121.873817,121.96178425000001,65.702867,-0.000992,0.0,0.0,0.0,0.0,121.87382981429508,0.004201394383248654,1,0,121.874015639665,0.00494629997927117,1,0,121.92459191218686,0.005429450962559462,1,0,121.79977480580766,0.0036024496753653424,1,0,121.85082748112266,0.003505169622953862,1,0,121.87382981429508,0.004201394383248654,1,0
9.371,0.0,121.837959,121.71171174999999,65.702867,-0.002626,0.0,0.0,0.0,0.0,121.837969298473,0.002478811335689648,1,0,121.88471990465787,0.004340702593430018,1,0,121.92497511537296,0.004623482674128503,1,0,121.81560298325877,0.003314338299424131,1,0,121.85406560476518,0.0031014485547920154,1,0,121.837969298473,0.002478811335689648,1,0
9.381,0.0,121.810081,121.71190650000001,61.702942999999976,-0.00264,0.0,0.0,0.0,0.0,121.81008420745077,0.0013136800548234262,1,0,121.88864087466659,0.0037328077415207167,1,0,121.91893713507747,0.003847360624616123,1,0,121.82653366643538,0.003003521091583768,1,0,121.8534948938845,0.002705629280410397,1,0,121.81008420745077,0.0013136800548234262,1,0
9.391,0.0,121.843697,121.96204949999999,60.70344699999998,-0.00122,0.0,0.0,0.0,0.0,121.84369893016266,0.00176665169308346,1,0,121.93198930935486,0.0037666325480964643,1,0,121.95801118420893,0.0038205811236386657,1,0,121.87317503480332,0.0031828957501837947,1,0,121.89487308468317,0.0028270597566111247,1,0,121.84369893016266,0.00176665169308346,1,0
9.401,0.0,121.925117,122.21178799999998,61.70240099999998,0.003489,0.0,0.0,0.0,0.0,121.92512023241068,0.003176907544299545,1,0,122.01281907946196,0.004321979122490946,1,0,122.03908137386635,0.0043938265038699804,1,0,121.95387482397332,0.003771425983221624,1,0,121.97479484579435,0.0033679194436903406,1,0,121.92512023241068,0.003176907544299545,1,0
9.411,0.0,121.822731,121.46226475,64.70185900000001,0.004224,0.0,0.0,0.0,0.0,121.82273659970143,0.00020944963997191488,1,0,121.94867988073116,0.0027805124761073434,1,0,121.95858473900374,0.0026212162773182105,1,0,121.90664425749407,0.0026832684769749707,1,0,121.90979406909806,0.002232201727405585,1,0,121.82273659970143,0.00020944963997191488,1,0
9.421,0.0,121.687805,121.2127705,64.70287400000001,0.003789,0.0,0.0,0.0,0.0,121.68781209844748,-0.0028214105881272113,1,0,121.83872099616907,0.000836102629913703,1,0,121.83024254811936,0.00044142994612730206,1,0,121.81799580662954,0.0012222433573730014,1,0,121.80240592471266,0.0007662670192685236,1,0,121.68781209844748,-0.0028214105881272113,1,0
9.431,0.0,121.527321,120.962307,64.70287400000001,0.001036,0.0,0.0,0.0,0.0,121.5273303706709,-0.005747170384451525,1,0,121.68773242060045,-0.0013865477772193346,1,0,121.66016813966881,-0.0020034263421748293,1,0,121.69126543764872,-0.0005237296039358043,1,0,121.65738999977901,-0.0009389973757254263,1,0,121.5273303706709,-0.005747170384451525,1,0
9.44,0.0,121.568176,121.71200350000001,66.70405600000001,0.001733,0.0,0.0,0.0,0.0,121.5681800668785,-0.003572301015298703,1,0,121.68092338439577,-0.0012683936105481284,1,0,121.65469580310503,-0.0017793491396206288,1,0,121.6902543951986,-0.00046358932503593755,1,0,121.65965746391505,-0.0007946396563457614,1,0,121.5681800668785,-0.003572301015298703,1,0
9.45,0.0,121.655319,121.96211624999998,67.704293,0.001387,0.0,0.0,0.0,0.0,121.65531875058497,-0.0008546003471275022,1,0,121.72131034511213,-0.0005131228622196391,1,0,121.70210963929821,-0.0008487585107682634,1,0,121.72991805457981,9.639601445291586e-05,1,0,121.70769880100603,-0.00016010919810070952,1,0,121.65531875058497,-0.0008546003471275022,1,0
9.46,0.0,121.723114,121.961792,66.70394900000002,-0.000809,0.0,0.0,0.0,0.0,121.72311063335557,0.0008339936965429183,1,0,121.76044259893379,0.00010723060591551193,1,0,121.74731100003329,-9.120542577708462e-05,1,0,121.76780728302323,0.0005558442280626009,1,0,121.75213242413189,0.0003524437590613339,1,0,121.72311063335557,0.0008339936965429183,1,0
9.471,0.0,121.610069,121.21207225,68.70436999999998,-0.002808,0.0,0.0,0.0,0.0,121.61006894295733,-0.0018509679007416178,1,0,121.6625674993297,-0.0012720509791783676,1,0,121.63949597505447,-0.001591892409209969,1,0,121.68346962138008,-0.0005771433079801082,1,0,121.65773374263009,-0.0007440341476418423,1,0,121.61006894295733,-0.0018509679007416178,1,0
9.481,0.0,121.632584,121.71186624999999,67.70465999999999,-0.002566,0.0,0.0,0.0,0.0,121.63258650727516,-0.000943445278387007,1,0,121.66113535689152,-0.0011021518574526913,1,0,121.64132118616263,-0.0013341977616871173,1,0,121.6831747602901,-0.0005076776041624917,1,0,121.66143646834617,-0.0006137231679788625,1,0,121.63258650727516,-0.000943445278387007,1,0
9.491,0.0,121.594894,121.462196,70.70366000000001,0.000714,0.0,0.0,0.0,0.0,121.5948961270659,-0.0015684663930368502,1,0,121.6164329742984,-0.0015547832573299086,1,0,121.59494072665754,-0.001784034327371638,1,0,121.64360710736747,-0.0009332468361386392,1,0,121.6206249242161,-0.0009898583307423317,1,0,121.5948961270659,-0.0015684663930368502,1,0
9.501,0.0,121.620743,121.7117365,68.70371399999999,0.002757,0.0,0.0,0.0,0.0,121.62074121755892,-0.0006498282251914652,1,0,121.62106353565524,-0.0012508840440042276,1,0,121.60421444145325,-0.0013843527791842995,1,0,121.64678861533935,-0.0007643139471566598,1,0,121.62906383321979,-0.0007692343050977665,1,0,121.62074121755892,-0.0006498282251914652,1,0
9.511,0.0,121.364479,120.46222300000001,68.7045,0.002269,0.0,0.0,0.0,0.0,121.36447698783489,-0.006174650983274535,1,0,121.40239675751388,-0.004095100690398642,1,0,121.36488838315147,-0.00452530009242254,1,0,121.4509363893805,-0.003106666106210075,1,0,121.41284728645795,-0.0030728881111504276,1,0,121.36447698783489,-0.006174650983274535,1,0
9.521,0.0,121.441376,121.71209325,64.70485099999999,-0.000106,0.0,0.0,0.0,0.0,121.4413697050258,-0.0031079512815111567,1,0,121.42506469408504,-0.0031587461193263154,1,0,121.39848728378918,-0.003382638209760481,1,0,121.46688484902037,-0.00249196071900602,1,0,121.44189053882175,-0.0023679227866093967,1,0,121.4413697050258,-0.0031079512815111567,1,0
9.531,0.0,121.335335,120.96196925000001,66.70513199999999,-0.000209,0.0,0.0,0.0,0.0,121.3353263243741,-0.004766152038056769,1,0,121.31619175104393,-0.004191625077060566,1,0,121.28438983841005,-0.004477701887097996,1,0,121.36537204775786,-0.003427900163620374,1,0,121.3363764237864,-0.0032459056735575434,1,0,121.3353263243741,-0.004766152038056769,1,0
9.541,0.0,121.418678,121.71211600000001,62.706177999999994,-0.001544,0.0,0.0,0.0,0.0,121.41867220062255,-0.0018682684246227152,1,0,121.35358336890862,-0.0030379794109918552,1,0,121.33444696778223,-0.003114171255464772,1,0,121.39232131707594,-0.002634984450260184,1,0,121.37777337617953,-0.002384063274257889,1,0,121.41867220062255,-0.0018682684246227152,1,0
9.551,0.0,121.538864,121.9620055,62.706612999999976,-0.003514,0.0,0.0,0.0,0.0,121.53885752644484,0.001203491958092909,1,0,121.43851837060248,-0.001401683374102841,1,0,121.4352382138825,-0.0012463720414988687,1,0,121.46150512397543,-0.001423292243794311,1,0,121.46363585720104,-0.001138037611000209,1,0,121.53885752644484,0.001203491958092909,1,0
9.561,0.0,121.743042,122.461916,64.70524699999999,-0.001423,0.0,0.0,0.0,0.0,121.74303806079524,0.005453752956793596,1,0,121.6113910443814,0.0012102712655897817,1,0,121.63067973653733,0.0016725726010354876,1,0,121.60971325007996,0.0006174334451199035,1,0,121.6341168502208,0.0008959207696994254,1,0,121.74303806079524,0.005453752956793596,1,0
9.57,0.0,121.902061,122.4619255,62.70536099999998,0.001226,0.0,0.0,0.0,0.0,121.90205596234733,0.00776485878508309,1,0,121.77427768720493,0.0032904434307372875,1,0,121.81019528023008,0.0039393546442199005,1,0,121.7512203237168,0.0023056210922954073,1,0,121.79037383903793,0.0025222518385492505,1,0,121.90205596234733,0.00776485878508309,1,0
9.581,0.0,122.136436,122.96162775,65.704263,0.00283,0.0,0.0,0.0,0.0,122.1364332417761,0.011231697442787108,1,0,122.0146124190981,0.006132573641782024,1,0,122.07172674296628,0.00702027462239573,1,0,121.96410184652564,0.004662720556311416,1,0,122.02160658011107,0.004781397621675742,1,0,122.1364332417761,0.011231697442787108,1,0
9.591,0.0,122.042519,121.71183975,66.70401100000001,0.003757,0.0,0.0,0.0,0.0,122.04251316139523,0.0066697337904177804,1,0,122.00969234706511,0.005138133350981158,1,0,122.0554100313824,0.00575508989133336,1,0,121.96257190106782,0.004025874638682054,1,0,122.00451411038135,0.004001472253981457,1,0,122.04251316139523,0.0066697337904177804,1,0
9.6,0.0,122.080032,122.21209125,69.70406400000002,0.005049,0.0,0.0,0.0,0.0,122.08002383459461,0.006024124767147612,1,0,122.08768695536928,0.005447916236785735,1,0,122.13240737104528,0.005986530568761555,1,0,122.03605051127225,0.0044138487083136895,1,0,122.07425998960812,0.004285197476005587,1,0,122.08002383459461,0.006024124767147612,1,0
9.61,0.0,121.943336,121.46207425,64.705064,0.005316,0.0,0.0,0.0,0.0,121.94333338648228,0.0016679956564097601,1,0,122.01914487464732,0.0036757854424798965,1,0,122.04583912494081,0.0038941202007810975,1,0,121.98100025324703,0.003143740918261437,1,0,121.99874348329236,0.002919944164371944,1,0,121.94333338648228,0.0016679956564097601,1,0
9.621,0.0,122.002701,122.21171175,67.70346900000001,0.002968,0.0,0.0,0.0,0.0,122.0026986804924,0.0026121953207157936,1,0,122.08353273762971,0.004015890332703343,1,0,122.10990256994283,0.004217447128973385,1,0,122.04410231836377,0.0035167159844031967,1,0,122.06069866671537,0.0032489215952835318,1,0,122.0026986804924,0.0026121953207157936,1,0
9.631,0.0,121.938377,121.71189675000001,65.703935,0.003526,0.0,0.0,0.0,0.0,121.93837329346748,0.0006115001547821741,1,0,122.04911797587361,0.0029328274841957176,1,0,122.06376000321573,0.0029508032714285915,1,0,122.02024775067187,0.0027537265753404573,1,0,122.0241992312317,0.0024437634024964665,1,0,121.93837329346748,0.0006115001547821741,1,0
9.641,0.0,121.943634,121.96215425,67.70150100000001,0.002484,0.0,0.0,0.0,0.0,121.94363364105247,0.0005925952091244133,1,0,122.05718350600621,0.0026028377304504243,1,0,122.0668489584823,0.0025598317590262397,1,0,122.0338903388449,0.0025598602980515593,1,0,122.03279996481196,0.0022385263299664246,1,0,121.94363364105247,0.0005925952091244133,1,0
9.651,0.0,121.892311,121.71162975,66.703217,0.000632,0.0,0.0,0.0,0.0,121.89231438035166,-0.0006736688978357787,1,0,122.01601472387395,0.001636740195365787,1,0,122.01608909631732,0.0014698897293253521,1,0,122.00362599870832,0.0018401701314798217,1,0,121.99307767691295,0.0015194380766926836,1,0,121.89231438035166,-0.0006736688978357787,1,0
9.661,0.0,121.907616,121.96148649999999,65.700898,-0.002662,0.0,0.0,0.0,0.0,121.90761525321787,-0.00018619802983403102,1,0,122.0193868515346,0.00143167063043952,1,0,122.0167675117101,0.0012563832910467126,1,0,122.01214628428836,0.0016963582961450837,1,0,121.99963102381406,0.0013996180816055386,1,0,121.90761525321787,-0.00018619802983403102,1,0
9.67,0.0,121.974907,122.2118395,67.700906,-0.00345,0.0,0.0,0.0,0.0,121.97490965660607,0.0013435411773123126,1,0,122.06554949694043,0.0018510266778718146,1,0,122.06567726503317,0.0017484872805201268,1,0,122.05815195039297,0.0020391074503432263,1,0,122.04909082977265,0.0017703967865457114,1,0,121.97490965660607,0.0013435411773123126,1,0
9.681,0.0,121.972023,121.96185700000001,67.699014,-0.003915,0.0,0.0,0.0,0.0,121.97202240896482,0.0009824839510662801,1,0,122.06178743546833,0.0015127228159100775,1,0,122.05869859128826,0.0013842268382060485,1,0,122.05964278108715,0.0017788460875370828,1,0,122.0476400807585,0.0015287413085072975,1,0,121.97202240896482,0.0009824839510662801,1,0
9.69,0.0,121.91452,121.71206649999999,67.69896800000001,-0.00345,0.0,0.0,0.0,0.0,121.9145201619018,-0.0005067912039434306,1,0,122.01101349426814,0.0005734332106587908,1,0,122.0002800495892,0.0003547371462617726,1,0,122.01877129617716,0.0010245981119541745,1,0,121.99954204477078,0.0007994753235850745,1,0,121.9145201619018,-0.0005067912039434306,1,0
9.7,0.0,121.924973,121.961784,66.697442,-0.005671,0.0,0.0,0.0,0.0,121.92497492288912,-0.0001634296765917332,1,0,122.00671405204237,0.0004193433465160764,1,0,121.99529962186975,0.00022254309825501785,1,0,122.01808814116784,0.0008700868518635882,1,0,121.99913320560063,0.0006878810703151183,1,0,121.92497492288912,-0.0001634296765917332,1,0
9.711,0.0,121.933167,121.962019,65.698678,-0.007818,0.0,0.0,0.0,0.0,121.93316907274604,5.3975562705414244e-05,1,0,122.00195981748455,0.0002795554113044558,1,0,121.99028095083398,0.00010576483935352059,1,0,122.01623451268108,0.000718229029342364,1,0,121.99791250259746,0.0005782907259739128,1,0,121.93316907274604,5.3975562705414244e-05,1,0
9.72,0.0,122.050041,122.46152475,63.69828899999999,-0.006082,0.0,0.0,0.0,0.0,122.05004134855461,0.002627250909120655,1,0,122.08686466579444,0.0014084954344201405,1,0,122.08527005619486,0.0014094346192779755,1,0,122.09336178342011,0.0015766776309058018,1,0,122.08595875272361,0.0014765079925876906,1,0,122.05004134855461,0.002627250909120655,1,0
9.73,0.0,121.698776,120.46204374999999,66.697419,-0.006735,0.0,0.0,0.0,0.0,121.69877627975433,-0.005723880313839202,1,0,121.80569047807525,-0.002719218424154882,1,0,121.77167975714057,-0.0032018557519068336,1,0,121.8453607160515,-0.001744823969335423,1,0,121.80549696678949,-0.0018324572902023368,1,0,121.69877627975433,-0.005723880313839202,1,0
9.74,0.0,121.591087,121.211935,65.697373,-0.00683,0.0,0.0,0.0,0.0,121.59108698867267,-0.0068398451071441865,1,0,121.6767673558098,-0.00410584696428586,1,0,121.63426282815736,-0.00466164459293852,1,0,121.72939937575427,-0.0029717277671522397,1,0,121.68377104623441,-0.002966035055811299,1,0,121.59108698867267,-0.0068398451071441865,1,0
9.75,0.0,121.673073,121.96172124999998,65.69706,-0.008126,0.0,0.0,0.0,0.0,121.67307128727828,-0.0035133786842879203,1,0,121.6947961810335,-0.0032426523178505848,1,0,121.66270427134981,-0.00358472072173353,1,0,121.74173512240195,-0.00243286079519968,1,0,121.70974546796643,-0.002319158451843502,1,0,121.67307128727828,-0.0035133786842879203,1,0
9.761,0.0,121.681686,121.712015,64.69823500000001,-0.006485,0.0,0.0,0.0,0.0,121.68168563653232,-0.0025456699138239392,1,0,121.6716249001762,-0.003080599484839527,1,0,121.64407166896372,-0.0033240418558892113,1,0,121.71665017924475,-0.0024312413283066347,1,0,121.69134237541692,-0.002243677539497387,1,0,121.68168563653232,-0.0025456699138239392,1,0
9.771,0.0,121.522446,120.961807,66.69715199999999,-0.006478,0.0,0.0,0.0,0.0,121.52244848213137,-0.005504893584235213,1,0,121.51889599670542,-0.004742549555693256,1,0,121.48118867567233,-0.005121593302183482,1,0,121.5755591203194,-0.0038799038872126216,1,0,121.54182414495536,-0.0036344153397106943,1,0,121.52244848213137,-0.005504893584235213,1,0
9.78,0.0,121.287933,120.4622725,66.69764,-0.002175,0.0,0.0,0.0,0.0,121.28793755488391,-0.00947459283411611,1,0,121.29037144203711,-0.007199365708812491,1,0,121.23680762158457,-0.007785600294707658,1,0,121.36513509434224,-0.005994692692012488,1,0,121.31812292366455,-0.005670601667333458,1,0,121.28793755488391,-0.00947459283411611,1,0
9.791,0.0,121.21579,120.96176899999999,69.69754799999998,0.002135,0.0,0.0,0.0,0.0,121.2157890705436,-0.00897473737281745,1,0,121.17309998614034,-0.007732474510193594,1,0,121.12017210293358,-0.008257885152028127,1,0,121.2507769360207,-0.006619016898475005,1,0,121.20820402823787,-0.006183401186806091,1,0,121.2157890705436,-0.00897473737281745,1,0
9.8,0.0,121.049072,120.46207774999999,71.69693799999999,0.002279,0.0,0.0,0.0,0.0,121.04906812643935,-0.010677392749536056,1,0,120.98268881871626,-0.00920029776057806,1,0,120.9231872459428,-0.009784631536307683,1,0,121.06957578020966,-0.007995148410941863,1,0,121.02398599846923,-0.007457739592099686,1,0,121.04906812643935,-0.010677392749536056,1,0
9.81,0.0,120.97451,120.7120035,70.69745699999999,0.001478,0.0,0.0,0.0,0.0,120.97450943107097,-0.009964791814887273,1,0,120.85967283573514,-0.009510287683605815,1,0,120.80347986298669,-0.010003996491398026,1,0,120.94589890855072,-0.008469430356715126,1,0,120.90761116545937,-0.007820748365192283,1,0,120.97450943107097,-0.009964791814887273,1,0
9.82,0.0,120.805901,120.2122745,69.69954000000001,-0.00014,0.0,0.0,0.0,0.0,120.80590306431807,-0.01149015269800829,1,0,120.66632481968233,-0.010752143123480756,1,0,120.60600489817749,-0.011282292920105222,1,0,120.75808510353616,-0.009684537109186446,1,0,120.71928065913102,-0.008940247527838828,1,0,120.80590306431807,-0.01149015269800829,1,0
9.83,0.0,120.674622,120.21240225000001,68.70005900000001,-0.001841,0.0,0.0,0.0,0.0,120.67462068419091,-0.011852497169621648,1,0,120.49775105283116,-0.011463588338918638,1,0,120.43789915261476,-0.011962391150055787,1,0,120.59021140045039,-0.010490551134405,1,0,120.55580952190508,-0.00964648402688482,1,0,120.67462068419091,-0.011852497169621648,1,0
9.841,0.0,120.793488,121.21199775000001,67.700738,-0.000448,0.0,0.0,0.0,0.0,120.79348849114788,-0.006601368905813154,1,0,120.53371854490811,-0.009224382108066876,1,0,120.49796956618337,-0.009344564595196989,1,0,120.6024510193846,-0.008935150283500472,1,0,120.59600324107701,-0.00800003313496206,1,0,120.79348849114788,-0.006601368905813154,1,0
9.85,0.0,121.051941,121.9619045,67.70055400000001,0.001318,0.0,0.0,0.0,0.0,121.05194211230597,0.0005758479961695028,1,0,120.71630289393781,-0.005286473504305014,1,0,120.71676868935273,-0.004890507611979594,1,0,120.74567879468547,-0.005947650891821345,1,0,120.77726541145206,-0.00498869200733291,1,0,121.05194211230597,0.0005758479961695028,1,0
9.86,0.0,121.419128,122.71192375,65.700783,0.00287,0.0,0.0,0.0,0.0,121.41913005056388,0.008570667613681856,1,0,121.03285110253472,-8.374747654144119e-05,1,0,121.0771128011953,0.0008859757849566273,1,0,121.01086071711941,-0.0018328583046160135,1,0,121.08524554804747,-0.0009420488175825928,1,0,121.41913005056388,0.008570667613681856,1,0
9.87,0.0,121.483948,121.71218475,65.700928,0.002612,0.0,0.0,0.0,0.0,121.48395375007915,0.008108736170813266,1,0,121.15448685831045,0.0016217251858797264,1,0,121.21118591117309,0.0026358359630012486,1,0,121.10787000615912,-0.00037098349337726967,1,0,121.19051780369931,0.000348358320292588,1,0,121.48395375007915,0.008108736170813266,1,0
9.88,0.0,121.368462,120.96184725,66.702256,-0.000694,0.0,0.0,0.0,0.0,121.36846379226165,0.0037604458629062285,1,0,121.13290186694093,0.0010748503296131267,1,0,121.18218289576545,0.0018369148431921882,1,0,121.08141077316274,-0.0006531979135928612,1,0,121.15216225798643,-0.00012209100082017038,1,0,121.36846379226165,0.0037604458629062285,1,0
