I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22,I23
2013.000000,0.000000,1400.000000,8192.000000,8192.000000,8192.000000,8192.000000,8192.000000,8192.000000,8192.000000,8192.000000,-0.875129,-1.346552,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2102.000000,0.000000,122.521523,125.000000,120.000000,117.000000,141.000000,125.347740,118.671967,118.304794,140.626175,-1.042629,0.285828,0.000000,0.000000,0.000000,0.000000,1.000000,15.000000,4.000000,70.638626,0.000000,-1.329941,0.000000
2190.000000,0.000000,121.701492,124.000000,118.000000,118.000000,142.000000,126.849434,119.162926,119.263672,141.725189,-0.979212,-0.320590,0.000000,0.000000,0.000000,0.000000,1.000000,15.000000,4.000000,70.498489,0.000000,1.007370,0.000000
2278.000000,0.000000,121.059929,125.000000,119.000000,110.000000,145.000000,124.860558,120.663490,112.353813,140.164932,-1.008059,-0.047858,0.000000,0.000000,0.000000,0.000000,1.000000,15.000000,4.000000,65.148880,0.000000,-1.219711,0.000000
2348.000000,0.000000,121.104881,127.000000,118.000000,120.000000,141.000000,126.792435,118.847626,118.261650,141.215515,-0.989296,-0.234988,0.000000,0.000000,0.000000,0.000000,1.000000,15.000000,4.000000,70.006134,0.000000,0.556465,0.000000
2368.000000,0.000000,121.460152,128.000000,118.000000,116.000000,144.000000,129.810898,120.653534,114.345139,140.187683,-0.991938,-0.208338,0.000000,0.000000,0.000000,0.000000,1.000000,15.000000,4.000000,67.117462,0.000000,-0.000023,0.000000
2389.000000,0.000000,121.285408,128.000000,122.000000,112.000000,142.000000,127.798798,121.560081,114.412102,142.202393,-0.997804,-0.150447,0.000000,0.000000,0.000000,0.000000,1.000000,15.000000,4.000000,65.169708,0.000000,0.992233,0.000000
2410.000000,0.000000,120.254204,127.000000,119.000000,118.000000,139.000000,126.780060,118.516731,116.479332,139.217133,-0.992953,-0.198991,0.000000,0.000000,0.000000,0.000000,1.000000,15.000000,4.000000,70.222198,0.000000,0.998100,0.000000
2431.000000,0.000000,121.593933,128.000000,121.000000,116.000000,143.000000,127.772705,120.546562,116.451187,143.224731,-0.996145,-0.169616,0.000000,0.000000,0.000000,0.000000,1.000000,15.000000,4.000000,66.186462,0.000000,-0.249954,0.000000
2452.000000,0.000000,120.234055,128.000000,120.000000,115.000000,138.000000,127.767723,116.596565,115.401619,138.230209,-0.995465,-0.174944,0.000000,0.000000,0.000000,0.000000,1.000000,15.000000,4.000000,70.131409,0.000000,-0.749939,0.000000
2472.000000,0.000000,121.565277,129.000000,122.000000,114.000000,139.000000,128.767990,117.577972,114.439629,141.229599,-0.996094,-0.167299,0.000000,0.000000,0.000000,0.000000,1.000000,15.000000,4.000000,66.170029,0.000000,-1.243393,0.000000
2493.000000,0.000000,120.350250,127.000000,122.000000,115.000000,143.000000,126.769485,121.512428,115.480522,138.228653,-0.998105,-0.148451,0.000000,0.000000,0.000000,0.000000,1.000000,15.000000,4.000000,70.211868,0.000000,0.996956,0.000000
2514.000000,0.000000,121.032265,129.000000,117.000000,118.000000,143.000000,128.780746,116.518547,118.478989,143.214645,-0.994823,-0.181714,0.000000,0.000000,0.000000,0.000000,1.000000,15.000000,4.000000,68.224350,0.000000,1.249878,0.000000
2535.000000,0.000000,121.400368,130.000000,120.000000,116.000000,140.000000,127.782143,119.559425,116.438469,140.217499,-1.000097,-0.130073,0.000000,0.000000,0.000000,0.000000,1.000000,15.000000,4.000000,69.180969,0.000000,-0.001259,0.000000
2555.000000,0.000000,122.159676,127.000000,121.000000,121.000000,138.000000,126.767174,120.562820,121.435013,138.230453,-1.001478,-0.114919,0.000000,0.000000,0.000000,0.000000,1.000000,15.000000,4.000000,76.164566,0.000000,-0.250397,0.000000
2576.000000,0.000000,121.873810,125.000000,118.000000,116.000000,141.000000,124.769012,120.510323,116.487091,141.229431,-1.001859,-0.110974,0.000000,0.000000,0.000000,0.000000,1.000000,15.000000,4.000000,68.217667,0.000000,-0.502060,0.000000
2596.000000,0.000000,121.622383,130.000000,125.000000,116.000000,143.000000,129.771957,123.487350,112.510757,140.225388,-1.001507,-0.115887,0.000000,0.000000,0.000000,0.000000,1.000000,15.000000,4.000000,65.245377,0.000000,-0.249496,0.000000
2617.000000,0.000000,122.271919,127.000000,119.000000,118.000000,142.000000,126.764519,118.515495,119.485695,139.232559,-0.997399,-0.156294,0.000000,0.000000,0.000000,0.000000,1.000000,15.000000,4.000000,73.213135,0.000000,-0.747963,0.000000
2638.000000,0.000000,121.594627,128.000000,124.000000,114.000000,138.000000,127.748970,123.529030,118.468201,138.250565,-0.999876,-0.131560,0.000000,0.000000,0.000000,0.000000,1.000000,15.000000,4.000000,73.177643,0.000000,1.251610,0.000000
2659.000000,0.000000,121.293236,130.000000,118.000000,117.000000,140.000000,129.745239,117.507683,117.489655,140.251709,-0.999042,-0.138677,0.000000,0.000000,0.000000,0.000000,1.000000,15.000000,4.000000,70.197952,0.000000,-0.000046,0.000000
2679.000000,0.000000,121.405914,128.000000,120.000000,113.000000,142.000000,128.753540,119.465668,113.534340,142.241486,-0.998272,-0.146634,0.000000,0.000000,0.000000,0.000000,1.000000,15.000000,4.000000,64.252853,0.000000,-0.496445,0.000000
2700.000000,0.000000,121.591766,128.000000,119.000000,115.000000,145.000000,125.750481,121.463524,115.529045,141.248840,-0.999476,-0.136059,0.000000,0.000000,0.000000,0.000000,1.000000,15.000000,4.000000,67.240204,0.000000,-0.501076,0.000000
2721.000000,0.000000,122.191780,131.000000,121.000000,115.000000,139.000000,130.735611,122.489349,115.505035,142.259171,-0.997985,-0.150330,0.000000,0.000000,0.000000,0.000000,1.000000,15.000000,4.000000,66.205872,0.000000,0.748413,0.000000
2741.000000,0.000000,121.931847,127.000000,121.000000,116.000000,144.000000,126.738747,120.492851,116.504326,141.260056,-1.000578,-0.124341,0.000000,0.000000,0.000000,0.000000,1.000000,15.000000,4.000000,68.204269,0.000000,-0.749329,0.000000
2762.000000,0.000000,122.053696,133.000000,116.000000,113.000000,144.000000,132.743088,115.463364,113.540588,144.252655,-0.999937,-0.129911,0.000000,0.000000,0.000000,0.000000,1.000000,15.000000,4.000000,62.247940,0.000000,-0.497253,0.000000
2783.000000,0.000000,121.566132,129.000000,121.000000,116.000000,139.000000,128.742310,120.439781,116.556839,139.253876,-0.998643,-0.143597,0.000000,0.000000,0.000000,0.000000,1.000000,15.000000,4.000000,70.262970,0.000000,0.000168,0.000000
2804.000000,0.000000,121.117821,127.000000,119.000000,117.000000,142.000000,126.735649,119.453270,117.537758,142.260727,-0.999369,-0.137325,0.000000,0.000000,0.000000,0.000000,1.000000,15.000000,4.000000,68.237030,0.000000,-0.001160,0.000000
2825.000000,0.000000,120.617416,129.000000,119.000000,116.000000,138.000000,127.736992,119.477234,116.519783,139.259644,-0.999186,-0.138065,0.000000,0.000000,0.000000,0.000000,1.000000,15.000000,4.000000,70.220139,0.000000,0.000137,0.000000
2845.000000,0.000000,120.362030,124.000000,122.000000,116.000000,141.000000,125.735764,117.459618,116.542313,140.260605,-1.001565,-0.114073,0.000000,0.000000,0.000000,0.000000,1.000000,15.000000,4.000000,69.241714,0.000000,0.001251,0.000000
2866.000000,0.000000,120.462807,127.000000,120.000000,113.000000,143.000000,127.733353,119.418007,112.575264,142.262543,-0.999662,-0.133033,0.000000,0.000000,0.000000,0.000000,1.000000,15.000000,4.000000,63.272720,0.000000,0.247726,0.000000
2871.000000,0.000000,120.577339,127.000000,118.000000,113.000000,143.000000,126.733566,119.418007,113.578423,143.262299,-0.998958,-0.140170,0.000000,0.000000,0.000000,0.000000,1.000000,15.000000,4.000000,63.276123,0.000000,0.250778,0.000000
2881.000000,0.000000,120.611412,125.000000,119.000000,115.000000,141.000000,126.733330,118.419594,113.580261,143.262299,-0.998441,-0.145870,0.000000,0.000000,0.000000,0.000000,1.000000,15.000000,4.000000,63.277969,0.000000,-0.249207,0.000000
2891.000000,0.000000,120.692421,127.000000,121.000000,114.000000,144.000000,126.733566,118.419594,114.565140,143.262299,-0.998680,-0.144027,0.000000,0.000000,0.000000,0.000000,1.000000,15.000000,4.000000,64.262848,0.000000,0.246284,0.000000
2901.000000,0.000000,120.811455,122.000000,125.000000,111.000000,145.000000,124.734245,120.431412,114.565140,144.261383,-0.999441,-0.136554,0.000000,0.000000,0.000000,0.000000,1.000000,15.000000,4.000000,63.263763,0.000000,0.252892,0.000000
2911.000000,0.000000,121.014778,129.000000,118.000000,117.000000,137.000000,126.734642,120.431412,114.565140,144.261383,-0.999836,-0.132171,0.000000,0.000000,0.000000,0.000000,1.000000,15.000000,4.000000,63.263763,0.000000,0.500099,0.000000
2921.000000,0.000000,120.786224,129.000000,121.000000,111.000000,138.000000,128.728348,120.448616,111.551216,138.267929,-0.999510,-0.134666,0.000000,0.000000,0.000000,0.000000,1.000000,15.000000,4.000000,66.243286,0.000000,-1.749123,0.000000
2931.000000,0.000000,120.938934,126.000000,121.000000,119.000000,143.000000,128.728348,120.435715,117.544342,138.267929,-0.999483,-0.134450,0.000000,0.000000,0.000000,0.000000,1.000000,15.000000,4.000000,72.236420,0.000000,1.495056,0.000000
2941.000000,0.000000,120.837563,128.000000,123.000000,110.000000,141.000000,127.725494,120.448616,111.548149,141.270401,-1.000000,-0.129358,0.000000,0.000000,0.000000,0.000000,1.000000,15.000000,4.000000,63.237747,0.000000,-0.995918,0.000000
2951.000000,0.000000,121.036758,127.000000,120.000000,117.000000,139.000000,126.726501,120.435715,117.589729,141.270401,-1.000331,-0.126439,0.000000,0.000000,0.000000,0.000000,1.000000,15.000000,4.000000,69.279327,0.000000,1.257423,0.000000
2961.000000,0.000000,121.025314,128.000000,125.000000,113.000000,139.000000,127.725494,122.419502,113.595894,139.269272,-0.999936,-0.130750,0.000000,0.000000,0.000000,0.000000,1.000000,15.000000,4.000000,67.286621,0.000000,-0.753052,0.000000
2971.000000,0.000000,120.905235,127.000000,116.000000,115.000000,141.000000,126.730965,119.406502,115.593109,139.269272,-0.998887,-0.141422,0.000000,0.000000,0.000000,0.000000,1.000000,15.000000,4.000000,69.283844,0.000000,-0.502579,0.000000
2981.000000,0.000000,120.977676,127.000000,121.000000,121.000000,145.000000,126.731743,120.411316,115.593109,141.264725,-0.998475,-0.145708,0.000000,0.000000,0.000000,0.000000,1.000000,15.000000,4.000000,67.288391,0.000000,0.750275,0.000000
