flight,axis,left,right,rms_diff_deg,mean_diff_deg,p95_abs_diff_deg,max_abs_diff_deg,final_diff_deg
6,roll,madgwick_imu,ekf_rp,1.072037722032975,-0.023004079173684192,2.158406359218586,9.82937179773244,0.05875569202478359
6,pitch,madgwick_imu,ekf_rp,1.0948363555568006,0.49861928925812765,2.086444472583442,9.781089970741753,0.609062066699241
6,roll,bf_gate_kp025_ki0,current_kp10_ki002,1.216867074209123,0.17414797917587416,2.939752434715258,5.534007608261296,-0.11276684749582322
6,pitch,bf_gate_kp025_ki0,current_kp10_ki002,1.9803216941450124,-1.412362372854083,4.593717866991265,5.892777228262615,-0.9329848646306487
6,roll,current_kp06_ki002,current_kp10_ki002,0.4206725326956322,0.0007157491960431629,1.0012163961726608,1.9149414888816239,-0.008847420423623964
6,pitch,current_kp06_ki002,current_kp10_ki002,0.46495004957172553,-0.026081804956982573,1.0406897969313764,1.6916137441712653,-0.002744837393142685
6,roll,current_kp15_ki002,current_kp10_ki002,0.409209221117691,-0.02040826353219296,1.0184851454795556,1.6496128775794503,0.0002186134671291473
6,pitch,current_kp15_ki002,current_kp10_ki002,0.43141575481084926,0.024603675480894562,1.0185081325140373,1.8673299578874172,0.011853935296387785
6,roll,current_kp10_ki0,current_kp10_ki002,0.03615078124180243,0.031227885018881952,0.06579054997513534,0.09132929379051369,0.01852743941527435
6,pitch,current_kp10_ki0,current_kp10_ki002,0.1125690685040559,-0.10212341278745965,0.1846998021303803,0.23021259762570878,-0.09353591303308972
6,roll,wide_kp10_band020,current_kp10_ki002,0.3008120933330723,0.006783764816645868,0.7286449650454341,1.27479990061941,0.0002572986514914888
6,pitch,wide_kp10_band020,current_kp10_ki002,0.3302482460949641,-0.03909376002423835,0.7090034554676508,1.5787954873905719,-0.0007798707624537826
6,roll,wide_kp10_band050,current_kp10_ki002,0.14800741581769156,-0.008632742842675028,0.3515957122812623,0.7561363014143687,2.7826995483426487e-06
6,pitch,wide_kp10_band050,current_kp10_ki002,0.1680421855208389,0.011294703689634505,0.3420093374306348,1.050078153881417,0.0003145479211181801
