param_name,file,window,mean_abs_roll_err_deg,mean_abs_pitch_err_deg,mean_abs_rp_err_deg,yaw_tail_slope_abs_dps,conv_time_s,acc_weight_mean
"current_kpki,gate=14/24",04150000.csv,first_static,0.027299365727927873,0.02764972864114443,0.027474547184536152,0.00015784806826076503,11.544,0.9945709142802315
"current_kpki,gate=14/24",04150000.csv,last_static,0.04641171305755142,0.034892907684983175,0.0406523103712673,8.644962636637699e-05,,0.9950697292409005
"current_kpki,gate=14/24",04150000.csv,dynamic,,,,,,0.9892580660143357
"current_kpki,gate=14/24",04150008.csv,first_static,0.09501055660451395,0.11869280993626868,0.10685168327039132,0.0027627292359423627,9.83,0.9929051779401374
"current_kpki,gate=14/24",04150008.csv,last_static,0.02070389213110783,0.017828012987692533,0.019265952559400182,0.0010007884128088677,0.9569999999999936,0.994341379095503
"current_kpki,gate=14/24",04150008.csv,dynamic,,,,,,0.5343612661810356
"best_kpki,gate=10/12",04150000.csv,first_static,0.023398472928512114,0.024087114859180574,0.023742793893846342,0.00016312304752936834,3.212,0.9945709142802315
"best_kpki,gate=10/12",04150000.csv,last_static,0.04638335559810511,0.03472575372172244,0.04055455465991377,0.0001079581242308775,,0.9950697292409005
"best_kpki,gate=10/12",04150000.csv,dynamic,,,,,,0.9892580660143357
"best_kpki,gate=10/12",04150008.csv,first_static,0.0705047290962009,0.09220928481915636,0.08135700695767863,0.002621906217677919,4.942,0.9929051779401374
"best_kpki,gate=10/12",04150008.csv,last_static,0.017233118790580888,0.016587694786002697,0.016910406788291792,0.0008479362761504411,0.9110000000000014,0.994341379095503
"best_kpki,gate=10/12",04150008.csv,dynamic,,,,,,0.4711848903731654
"best_kpki,gate=10/18",04150000.csv,first_static,0.023398472928512114,0.024087114859180574,0.023742793893846342,0.00016312304752936834,3.212,0.9945709142802315
"best_kpki,gate=10/18",04150000.csv,last_static,0.04638335559810511,0.03472575372172244,0.04055455465991377,0.0001079581242308775,,0.9950697292409005
"best_kpki,gate=10/18",04150000.csv,dynamic,,,,,,0.9892580660143357
"best_kpki,gate=10/18",04150008.csv,first_static,0.0705047290962009,0.09220928481915636,0.08135700695767863,0.002621906217677919,4.942,0.9929051779401374
"best_kpki,gate=10/18",04150008.csv,last_static,0.017186909061241318,0.0165095688876678,0.01684823897445456,0.0008354288864677848,0.9110000000000014,0.994341379095503
"best_kpki,gate=10/18",04150008.csv,dynamic,,,,,,0.4947577381093066
"best_kpki,gate=10/24",04150000.csv,first_static,0.023398472928512114,0.024087114859180574,0.023742793893846342,0.00016312304752936834,3.212,0.9945709142802315
"best_kpki,gate=10/24",04150000.csv,last_static,0.04638335559810511,0.03472575372172244,0.04055455465991377,0.0001079581242308775,,0.9950697292409005
"best_kpki,gate=10/24",04150000.csv,dynamic,,,,,,0.9892580660143357
"best_kpki,gate=10/24",04150008.csv,first_static,0.0705047290962009,0.09220928481915636,0.08135700695767863,0.002621906217677919,4.942,0.9929051779401374
"best_kpki,gate=10/24",04150008.csv,last_static,0.017167312369339112,0.016470594710992627,0.016818953540165868,0.0008295897247122464,0.9110000000000014,0.994341379095503
"best_kpki,gate=10/24",04150008.csv,dynamic,,,,,,0.5096188396897097
"best_kpki,gate=12/12",04150000.csv,first_static,0.023398472928512114,0.024087114859180574,0.023742793893846342,0.00016312304752936834,3.212,0.9945709142802315
