param_name,file,window,mean_abs_roll_err_deg,mean_abs_pitch_err_deg,mean_abs_rp_err_deg,yaw_tail_slope_abs_dps,conv_time_s,acc_weight_mean
"kp=0.800,ki=0.030",04150000.csv,first_static,0.025445080113782707,0.034085939467188325,0.029765509790485516,0.000204392279348197,19.767,0.9945709142802315
"kp=0.800,ki=0.030",04150000.csv,last_static,0.04642649399041966,0.03517254373118239,0.04079951886080103,0.0001361738186603137,,0.9950697292409005
"kp=0.800,ki=0.030",04150000.csv,dynamic,,,,,,0.9892580660143357
"kp=0.800,ki=0.030",04150008.csv,first_static,0.08744562787772615,0.16755963831290008,0.12750263309531312,0.0015980924024483222,22.681,0.9929051779401374
"kp=0.800,ki=0.030",04150008.csv,last_static,0.01745885780088303,0.022545118415525037,0.020001988108204034,0.0003572236618526805,0.9590000000000032,0.994341379095503
"kp=0.800,ki=0.030",04150008.csv,dynamic,,,,,,0.5132168522619641
"kp=1.000,ki=0.010",04150000.csv,first_static,0.03637561142945633,0.028917186120819154,0.03264639877513774,0.00020476504983118576,39.048,0.9945709142802315
"kp=1.000,ki=0.010",04150000.csv,last_static,0.04648119659899237,0.03485331611359403,0.0406672563562932,0.00010943674929205549,,0.9950697292409005
"kp=1.000,ki=0.010",04150000.csv,dynamic,,,,,,0.9892580660143357
"kp=1.000,ki=0.010",04150008.csv,first_static,0.11948783261396825,0.11808000398885156,0.11878391830140991,0.003880874471905508,24.331,0.9929051779401374
"kp=1.000,ki=0.010",04150008.csv,last_static,0.039066798300057555,0.016316756428677092,0.027691777364367322,0.002372436595915194,0.967000000000013,0.994341379095503
"kp=1.000,ki=0.010",04150008.csv,dynamic,,,,,,0.5132168522619641
"kp=1.000,ki=0.015",04150000.csv,first_static,0.03030337524650997,0.027268179100811862,0.028785777173660917,0.00014545939939498547,13.576,0.9945709142802315
"kp=1.000,ki=0.015",04150000.csv,last_static,0.046415514137531665,0.03485454000157815,0.04063502706955491,6.662114881353324e-05,,0.9950697292409005
"kp=1.000,ki=0.015",04150000.csv,dynamic,,,,,,0.9892580660143357
"kp=1.000,ki=0.015",04150008.csv,first_static,0.10601913701140947,0.11466691276754763,0.11034302488947856,0.0032689529920975763,14.151,0.9929051779401374
"kp=1.000,ki=0.015",04150008.csv,last_static,0.026756948332340665,0.016066291577720174,0.02141161995503042,0.0015164869689684908,0.9620000000000175,0.994341379095503
"kp=1.000,ki=0.015",04150008.csv,dynamic,,,,,,0.5132168522619641
"kp=1.000,ki=0.020",04150000.csv,first_static,0.027299365727927873,0.02764972864114443,0.027474547184536152,0.00015784806826076503,11.544,0.9945709142802315
"kp=1.000,ki=0.020",04150000.csv,last_static,0.04641171305755142,0.034892907684983175,0.0406523103712673,8.644962636637699e-05,,0.9950697292409005
"kp=1.000,ki=0.020",04150000.csv,dynamic,,,,,,0.9892580660143357
"kp=1.000,ki=0.020",04150008.csv,first_static,0.09501055660451395,0.11869280993626868,0.10685168327039132,0.0027627292359423627,9.83,0.9929051779401374
"kp=1.000,ki=0.020",04150008.csv,last_static,0.02073937445016959,0.017899712441330828,0.01931954344575021,0.0010065959703745115,0.9579999999999984,0.994341379095503
"kp=1.000,ki=0.020",04150008.csv,dynamic,,,,,,0.5132168522619641
"kp=1.000,ki=0.030",04150000.csv,first_static,0.0244810224242154,0.029235802955478014,0.026858412689846706,0.00018873145379365893,10.091000000000001,0.9945709142802315
"kp=1.000,ki=0.030",04150000.csv,last_static,0.04641181077146121,0.03496436441053669,0.040688087590998956,0.00012601019050828622,,0.9950697292409005
"kp=1.000,ki=0.030",04150000.csv,dynamic,,,,,,0.9892580660143357
"kp=1.000,ki=0.030",04150008.csv,first_static,0.08008044772383703,0.13097339466737568,0.10552692119560636,0.0020031275318295526,5.105,0.9929051779401374
"kp=1.000,ki=0.030",04150008.csv,last_static,0.01680994396421408,0.019687427998653157,0.01824868598143362,0.0005010403452281706,0.9099999999999966,0.994341379095503
"kp=1.000,ki=0.030",04150008.csv,dynamic,,,,,,0.5132168522619641
