I0,I1,I2,I3,I4,I5,I6,I7,I8
0.000000,0.000000,90.000000,-1.695674,0.798755,-1.588839,0.806402,-0.142056,-0.058552
1.000000,0.000000,95.000000,-0.098615,1.578406,-1.075344,1.045227,-0.008262,-0.115703
0.000000,0.000000,86.000000,2.337918,2.194249,1.300087,2.063564,0.195861,-0.160847
0.000000,0.000000,91.000000,3.144190,1.117157,2.864747,1.687203,0.263407,-0.081892
-3.000000,0.000000,88.000000,2.821956,-0.706867,3.024542,0.156353,0.236412,0.051816
0.000000,0.000000,83.000000,2.909620,-1.652637,2.779942,-1.366783,0.243756,0.121145
1.000000,0.000000,88.000000,3.732453,-0.910837,3.339270,-1.300244,0.312689,0.066768
-2.000000,0.000000,85.000000,3.683882,-0.052584,3.828642,-0.414948,0.308620,0.003855
0.000000,0.000000,94.000000,2.441254,0.622837,3.030064,0.280884,0.204518,-0.045656
-1.000000,0.000000,86.000000,1.257392,1.382698,1.764056,1.064693,0.105339,-0.101357
0.000000,0.000000,89.000000,0.678767,2.388378,0.901842,1.954150,0.056864,-0.175077
0.000000,0.000000,90.000000,0.203112,2.653510,0.435382,2.636557,0.017016,-0.194512
0.000000,0.000000,87.000000,-0.736523,1.537345,-0.284035,2.173496,-0.061703,-0.112693
0.000000,0.000000,91.000000,-0.950817,0.239847,-0.932637,0.799528,-0.079655,-0.017582
0.000000,0.000000,86.000000,0.082210,-0.054355,-0.511786,-0.073038,0.006887,0.003984
-1.000000,1.000000,91.000000,1.082016,0.020807,0.674416,-0.042845,0.090647,-0.001525
0.000000,0.000000,87.000000,0.943628,-0.595221,1.181400,-0.174752,0.079053,0.043632
0.000000,0.000000,92.000000,-1.128307,-2.328224,-0.142391,-1.596996,-0.094525,0.170668
0.000000,0.000000,89.000000,-2.247989,-2.413214,-1.790817,-2.525213,-0.188327,0.176898
0.000000,0.000000,94.000000,-2.289638,-1.035532,-2.317735,-1.767256,-0.191816,0.075908
0.000000,0.000000,89.000000,-1.676022,0.432518,-1.994961,-0.233853,-0.140410,-0.031705
0.000000,0.000000,88.000000,-1.235936,1.023576,-1.420111,0.779255,-0.103542,-0.075032
1.000000,0.000000,89.000000,-1.457824,0.806462,-1.312287,0.949908,-0.122130,-0.059117
0.000000,0.000000,88.000000,-1.245204,1.076003,-1.398599,0.941347,-0.104318,-0.078875
0.000000,0.000000,89.000000,-0.533885,1.327375,-0.913195,1.213245,-0.044727,-0.097302
0.000000,0.000000,92.000000,0.794206,1.495368,0.209578,1.470735,0.066535,-0.109616
0.000000,0.000000,90.000000,1.729074,0.844852,1.347891,1.180640,0.144855,-0.061931
0.000000,0.000000,84.000000,2.307369,0.094055,2.022734,0.376975,0.193302,-0.006895
0.000000,0.000000,85.000000,3.101149,0.568184,2.751955,0.293724,0.259801,-0.041650
0.000000,0.000000,88.000000,3.769333,1.782165,3.478446,1.177324,0.315779,-0.130640
0.000000,0.000000,90.000000,3.325415,2.206748,3.602641,2.114054,0.278589,-0.161763
0.000000,0.000000,94.000000,2.785052,1.779024,3.039169,2.048394,0.233320,-0.130409
-1.000000,0.000000,94.000000,2.509246,0.797327,2.558495,1.217343,0.210214,-0.058447
0.000000,0.000000,96.000000,3.002757,0.581929,2.703287,0.595583,0.251558,-0.042658
0.000000,0.000000,86.000000,3.629283,0.484970,3.345073,0.514633,0.304046,-0.035550
0.000000,0.000000,87.000000,3.730553,0.036551,3.796967,0.296168,0.312530,-0.002679
0.000000,1.000000,86.000000,2.628084,-0.412110,3.235408,-0.169015,0.220170,0.030209
-1.000000,0.000000,87.000000,0.994093,-0.372855,1.725846,-0.507648,0.083281,0.027332
0.000000,0.000000,89.000000,-0.522268,0.078788,0.130995,-0.143591,-0.043753,-0.005775
0.000000,0.000000,95.000000,-0.929257,1.247522,-0.835200,0.652385,-0.077849,-0.091448
0.000000,0.000000,94.000000,-1.429790,1.689952,-1.182102,1.594607,-0.119782,-0.123880
0.000000,0.000000,86.000000,-2.214823,0.931686,-1.760535,1.438951,-0.185549,-0.068296
0.000000,0.000000,88.000000,-2.975238,-0.416166,-2.730019,0.119826,-0.249253,0.030507
0.000000,0.000000,86.000000,-2.684460,-1.071331,-2.907420,-0.833902,-0.224893,0.078533
1.000000,0.000000,88.000000,-1.552621,-1.278953,-2.110116,-1.208810,-0.130072,0.093752
0.000000,0.000000,90.000000,-0.721672,-1.715741,-0.984594,-1.408229,-0.060459,0.125770
0.000000,0.000000,93.000000,-1.062266,-2.382563,-0.847919,-2.117187,-0.088992,0.174651
1.000000,-1.000000,92.000000,-2.053063,-2.759813,-1.618847,-2.716322,-0.171997,0.202305
0.000000,0.000000,91.000000,-2.092706,-2.024885,-2.183289,-2.457653,-0.175318,0.148432
0.000000,0.000000,89.000000,-1.386811,-1.023037,-1.705269,-1.455482,-0.116181,0.074993
0.000000,0.000000,95.000000,-0.590063,-0.631564,-0.948889,-0.722265,-0.049433,0.046296
0.000000,0.000000,90.000000,-0.425788,-1.072918,-0.443298,-0.819120,-0.035671,0.078649
0.000000,0.000000,90.000000,-0.559205,-1.472580,-0.512106,-1.325990,-0.046848,0.107946
0.000000,0.000000,97.000000,-0.410778,-1.027586,-0.507094,-1.276970,-0.034413,0.075326
0.000000,0.000000,86.000000,0.314163,-0.098349,-0.095477,-0.566316,0.026319,0.007209
0.000000,0.000000,87.000000,1.141731,0.438752,0.824503,0.264310,0.095649,-0.032162
